SA2_CODE_2021,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
501011001,12,7,34,33,59,59,54,16,3,277,0,4,27,69,45,24,3,0,0,177,7,9,15,44,37,36,14,6,0,162,0,0,0,5,4,8,0,0,0,16,12,11,34,77,57,40,12,5,0,252,0,0,9,5,3,8,0,0,0,26,10,8,6,3,19,18,9,0,0,77,14,6,14,29,20,19,9,3,0,108,0,0,6,6,4,11,10,0,0,40,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,3,0,0,15,0,0,4,15,14,14,5,0,0,52,0,0,3,13,20,18,3,0,0,61,0,0,0,15,14,22,3,0,0,60,0,0,11,14,13,12,5,0,0,62,0,0,4,7,12,10,5,0,0,40,0,0,3,5,5,3,0,0,0,17,3,7,10,11,13,13,0,0,0,48,0,0,13,17,12,23,10,5,0,73
501011003,10,12,28,38,48,69,44,10,0,257,0,6,46,99,96,45,14,0,0,309,20,8,37,65,52,46,29,3,0,267,0,0,3,7,13,10,0,0,0,30,45,39,112,157,154,105,25,0,0,633,0,0,12,8,17,8,4,0,0,53,35,11,11,27,26,27,10,5,0,154,54,25,58,68,49,40,18,0,0,322,0,0,7,13,19,17,15,0,0,75,5,3,0,3,4,3,0,0,0,22,0,0,0,9,16,9,4,0,0,46,0,0,0,8,17,15,7,0,0,55,0,0,21,21,57,43,23,3,0,168,4,6,15,23,32,28,6,0,0,115,0,3,6,19,21,15,10,0,0,71,3,0,3,28,17,18,5,0,0,82,5,0,9,24,28,28,4,0,0,96,12,0,6,4,14,7,5,0,0,44,7,5,11,17,11,10,13,0,0,74,7,9,11,32,35,31,11,4,0,138
501011004,4,8,50,30,47,8,9,5,0,162,5,4,49,104,101,30,6,0,0,295,12,18,67,79,71,37,15,0,0,288,0,0,6,7,10,6,0,0,0,32,23,31,90,131,98,75,17,3,0,476,0,5,0,8,16,7,6,0,0,53,31,24,25,21,37,27,11,0,0,174,57,19,72,66,40,25,20,0,0,299,0,0,5,16,15,22,15,0,0,83,0,0,3,4,4,0,0,0,0,17,0,0,0,4,6,0,8,3,0,21,0,0,3,6,8,8,6,0,0,33,0,0,18,28,31,33,18,0,0,122,4,0,18,21,31,25,8,0,0,99,0,0,9,27,20,19,0,0,0,75,0,0,12,29,38,31,6,0,0,121,0,7,15,21,29,24,6,0,0,102,4,0,6,5,8,9,6,0,0,42,4,7,12,21,13,9,0,0,0,76,4,10,18,25,32,19,6,0,0,118
501011293,0,10,12,15,13,21,13,5,0,84,5,12,44,72,86,45,7,0,0,270,5,22,24,35,34,31,7,0,0,165,0,0,0,8,8,4,3,0,0,30,14,41,71,71,82,80,17,0,0,381,0,5,4,10,17,9,4,0,0,42,27,25,41,39,27,27,8,0,0,188,58,25,42,38,24,18,9,0,0,210,4,6,13,9,21,29,19,0,0,98,0,0,0,0,8,3,0,0,0,10,0,0,0,8,9,4,0,0,0,23,0,0,3,7,11,0,0,0,0,26,0,0,19,10,25,10,12,0,0,82,5,4,11,13,16,16,9,0,0,67,3,0,22,21,33,32,7,0,0,117,0,3,7,12,25,16,7,0,0,71,3,8,15,13,27,32,12,0,0,112,5,0,4,5,5,6,0,0,0,28,4,9,11,11,19,10,12,0,0,79,6,6,16,14,19,19,11,0,0,87
501011294,7,7,30,37,27,45,23,9,3,194,0,20,92,173,157,85,12,0,0,540,12,23,54,77,65,49,9,0,0,299,0,0,10,19,26,20,3,0,0,79,45,82,170,189,171,121,35,6,0,820,5,0,11,17,14,11,6,0,0,64,83,44,67,58,67,69,30,0,0,418,134,38,70,57,43,37,19,5,0,397,10,6,13,25,52,51,30,4,0,187,3,0,3,0,4,5,0,0,0,16,0,0,9,6,12,13,0,0,0,41,0,7,3,9,12,12,3,0,0,53,5,3,18,26,31,42,15,0,0,138,4,13,22,38,36,42,9,0,0,166,4,3,12,40,61,37,16,0,0,180,4,0,20,33,41,43,10,0,0,158,3,4,37,53,55,61,18,0,0,233,4,5,7,7,7,5,3,0,0,38,16,20,30,30,35,23,5,0,0,158,9,8,26,31,31,25,7,6,0,155
501021005,3,8,22,14,30,18,11,9,0,110,9,31,169,235,186,126,7,0,0,757,25,50,159,219,194,104,21,0,0,773,3,3,28,52,48,32,9,0,0,169,40,86,193,186,173,148,35,4,0,868,7,10,20,27,24,22,4,0,0,119,68,40,43,55,39,38,11,0,0,292,102,21,21,21,11,12,4,0,0,189,3,13,31,62,68,61,23,0,0,260,4,0,6,0,5,3,0,0,0,16,0,0,8,5,7,0,6,0,0,30,6,0,10,3,13,11,3,0,0,41,0,11,32,39,36,24,15,0,0,154,4,4,10,13,10,18,7,0,0,67,4,6,28,49,48,64,14,0,0,219,3,4,17,31,32,34,19,0,0,138,0,10,26,34,31,37,8,0,0,145,7,0,6,3,0,3,0,0,0,26,15,22,33,33,31,28,8,0,0,165,21,22,45,46,28,29,3,0,0,211
501021007,10,3,22,16,32,31,28,7,0,150,0,14,30,49,38,45,6,0,0,181,3,18,20,13,25,26,4,0,0,113,0,5,6,3,10,6,0,0,0,31,12,24,37,50,56,38,11,0,0,225,0,0,6,3,10,5,0,0,0,31,12,4,13,17,13,8,3,0,0,64,16,5,0,3,0,3,0,0,0,42,0,3,15,15,21,36,9,0,0,98,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,11,0,0,0,0,12,11,4,0,0,30,0,4,3,3,6,10,7,0,0,34,0,11,9,17,24,17,6,0,0,76,0,0,4,6,13,17,3,0,0,52,0,0,3,4,7,13,0,0,0,40,0,0,4,3,9,0,0,0,0,22,0,5,12,10,11,13,0,0,0,49,8,8,10,25,17,16,3,3,0,83
501021008,0,5,9,0,0,3,0,0,0,20,0,7,27,23,26,19,4,0,0,104,12,21,44,47,35,33,5,0,0,199,0,4,3,4,8,12,0,0,0,30,4,32,38,49,47,48,16,0,0,238,0,4,3,9,7,4,0,0,0,29,18,19,32,19,12,12,8,0,0,124,34,6,13,12,6,4,0,0,0,75,0,5,18,18,21,39,9,3,0,114,0,0,3,4,0,3,0,0,0,7,0,0,4,3,0,0,0,0,0,6,0,0,7,0,5,0,0,0,0,9,0,0,15,3,5,11,5,0,0,40,0,5,12,5,9,9,3,0,0,43,0,3,8,10,15,11,4,0,0,57,0,0,9,7,7,8,3,0,0,32,0,14,32,15,13,23,0,0,0,92,0,0,0,0,6,3,0,0,0,12,6,5,6,12,15,16,0,0,0,66,4,3,16,14,6,8,4,0,0,54
501021009,0,0,5,3,4,6,9,5,5,40,9,37,98,99,135,119,22,0,0,524,9,15,40,49,51,26,5,0,0,186,9,19,24,49,44,35,6,0,0,179,23,18,53,41,42,42,8,0,0,220,0,3,0,4,3,0,0,0,0,15,11,19,14,11,9,9,0,0,0,81,37,10,18,6,5,0,7,0,0,84,0,4,3,9,11,19,8,0,0,63,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,6,0,5,9,12,3,5,5,0,0,28,0,4,11,9,8,10,4,0,0,46,0,3,6,16,19,27,9,0,0,84,0,0,5,7,5,11,4,0,0,35,0,4,6,7,5,10,3,0,0,34,0,0,0,0,3,5,0,0,0,8,9,15,17,15,21,10,0,0,0,89,7,12,14,19,10,17,6,5,0,84
501021010,5,0,15,13,24,24,16,12,0,112,0,9,15,34,31,22,0,0,0,108,5,13,22,30,31,19,3,0,0,124,0,0,4,6,10,9,3,0,0,23,6,7,23,23,46,22,9,0,0,143,3,0,3,11,10,6,0,0,0,32,7,7,3,0,6,10,0,0,0,39,24,7,0,0,8,0,0,0,0,38,0,0,6,4,16,22,10,0,0,62,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,0,0,0,9,0,0,9,0,0,3,0,0,0,11,0,3,0,6,8,7,0,0,0,26,0,4,0,0,0,3,0,0,0,15,0,0,6,3,5,9,5,0,0,29,0,0,0,3,5,8,4,0,0,22,0,0,3,0,6,8,0,0,0,22,0,0,0,0,0,0,0,0,0,5,0,4,3,8,6,4,0,0,0,27,8,0,3,7,11,7,7,0,0,44
