SA2_CODE_2021,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021012,0,0,10,10,8,6,7,0,0,48,5,21,105,123,78,74,10,0,0,412,17,31,119,121,93,69,9,0,0,463,0,8,23,16,25,26,0,0,0,106,21,54,138,139,102,89,26,6,0,580,0,9,21,12,22,16,0,0,0,77,39,33,50,28,23,29,3,0,0,216,63,15,20,19,3,3,0,0,0,127,0,6,31,37,38,60,10,0,0,191,0,0,3,0,3,0,0,0,0,12,0,4,0,11,6,3,0,0,0,26,0,0,7,8,13,9,5,0,0,34,0,7,25,30,21,10,8,0,0,104,0,3,5,18,11,7,3,0,0,52,0,9,16,25,31,29,9,0,0,123,0,0,13,20,15,16,5,0,0,73,0,3,32,23,29,18,0,0,0,111,9,0,0,0,0,0,0,0,0,14,5,17,36,31,19,16,5,0,0,129,3,18,32,30,29,26,3,0,0,138
501021014,9,10,64,56,40,68,52,19,0,322,10,17,45,74,77,53,3,0,0,283,24,44,133,127,108,90,18,0,0,555,0,6,12,13,18,11,5,0,0,59,29,31,50,58,78,67,15,3,0,343,0,0,8,9,12,9,4,0,0,42,21,12,20,13,19,18,6,0,0,95,19,4,3,0,6,9,3,0,0,51,0,8,9,14,22,29,12,3,0,93,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,6,0,0,0,16,0,0,0,0,5,0,0,0,0,12,6,4,3,3,10,7,3,0,0,44,0,5,5,7,12,7,4,0,0,38,3,5,11,19,26,32,7,0,0,103,0,0,7,12,18,26,10,5,0,66,7,4,0,3,7,9,4,0,0,32,0,0,4,7,5,0,0,0,0,21,3,6,12,8,11,10,4,0,0,61,12,8,26,22,29,13,12,3,0,123
501021015,0,4,12,6,4,5,0,0,0,34,7,14,55,36,45,29,6,0,0,197,5,18,56,59,58,40,13,0,0,248,3,5,4,3,9,21,3,0,0,56,13,28,77,74,41,56,16,0,0,313,0,0,3,9,13,9,4,0,0,44,18,15,37,18,21,7,5,0,0,120,36,15,23,16,10,7,0,0,0,102,3,7,13,6,21,25,6,0,0,96,3,3,3,0,0,0,0,0,0,13,0,6,3,6,4,3,0,0,0,13,0,4,0,0,8,4,0,0,0,23,0,6,10,12,5,9,0,4,0,51,6,4,5,15,3,4,3,0,0,43,0,7,17,14,8,24,6,0,0,77,0,4,13,9,14,17,4,0,0,67,0,6,19,21,17,22,6,0,0,86,4,0,6,0,4,0,0,0,0,18,3,17,14,13,3,14,6,0,0,67,4,6,20,16,15,13,4,0,0,82
501021016,3,4,12,15,17,13,18,5,0,91,5,16,34,43,52,41,10,0,0,200,10,15,15,31,49,47,11,0,0,175,0,4,0,9,6,0,0,0,0,20,13,17,32,29,47,41,14,0,0,196,0,0,3,6,0,5,0,0,0,15,7,0,3,0,3,0,4,6,0,33,3,0,3,0,0,6,0,0,0,18,0,0,3,3,6,11,10,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,0,0,0,6,0,4,3,5,0,0,0,0,0,14,0,3,0,7,5,7,0,0,0,23,0,0,3,6,8,15,0,0,0,34,0,0,0,3,8,8,0,0,0,13,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,5,0,0,4,7,6,9,0,0,0,26,6,5,5,8,6,6,6,3,0,50
501021251,4,3,5,5,8,11,3,0,0,43,3,15,57,94,92,59,9,0,0,322,20,35,59,83,84,53,0,0,0,325,0,9,10,21,22,18,3,0,0,85,16,46,111,93,93,50,10,0,0,412,4,11,11,19,3,6,0,0,0,53,37,19,37,37,22,25,5,3,0,175,76,20,6,11,11,3,0,0,0,131,0,9,18,26,45,40,9,0,0,142,0,0,7,4,0,0,0,0,0,10,0,4,0,0,10,0,0,0,0,19,0,0,0,0,4,4,0,0,0,12,4,4,15,15,27,10,3,0,0,74,0,0,8,11,13,10,0,3,0,49,0,8,21,30,37,25,3,0,0,130,0,3,9,16,26,19,14,0,0,93,3,8,31,49,41,22,7,0,0,172,9,0,4,3,0,0,0,0,0,20,8,7,29,20,26,12,0,0,0,110,8,11,17,19,31,16,4,0,0,106
501021252,4,0,3,7,4,3,6,0,0,27,0,3,7,29,38,27,3,0,0,111,6,4,9,11,33,20,3,0,0,86,0,5,0,6,9,3,0,0,0,24,6,20,24,34,41,32,14,0,0,177,0,0,0,4,4,5,0,0,0,25,6,3,6,0,3,4,3,0,0,39,15,0,0,0,0,0,0,0,0,24,4,0,3,9,12,12,3,0,0,42,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,3,5,0,0,7,0,0,0,0,0,0,0,0,0,0,3,4,3,5,8,9,5,0,0,28,0,0,0,0,4,6,0,0,0,21,0,0,3,9,9,7,0,0,0,36,0,0,6,5,3,11,7,0,0,25,0,3,3,7,9,16,0,0,0,42,4,0,0,0,4,4,0,0,0,11,0,3,5,3,17,11,0,0,0,41,0,4,0,0,10,10,3,0,0,28
501021253,8,3,7,4,9,9,10,4,0,53,5,21,48,65,111,55,13,0,0,325,7,32,56,77,77,63,15,4,0,327,0,3,16,21,20,25,5,0,0,82,27,55,94,135,117,100,25,0,0,558,5,3,11,23,13,14,6,0,0,71,38,23,41,34,35,35,10,0,0,215,55,10,41,24,16,19,3,0,0,172,4,8,22,29,43,39,21,3,0,170,3,0,9,7,5,4,6,0,0,38,3,6,7,5,23,14,3,4,0,57,0,0,4,12,8,10,8,0,0,52,4,3,35,28,30,31,25,0,0,160,3,9,13,12,14,13,9,0,0,71,4,0,22,16,39,27,6,0,0,128,8,5,26,23,34,33,18,0,0,144,3,13,54,50,51,40,26,4,0,242,0,0,0,0,5,3,4,0,0,17,4,4,13,13,20,23,7,5,0,93,13,8,36,28,22,12,10,0,0,134
501021254,0,0,0,5,0,6,0,0,0,20,0,14,18,35,32,18,3,0,0,119,5,16,32,39,40,21,6,0,0,151,0,0,10,11,3,4,0,0,0,33,4,18,49,41,35,27,11,0,0,182,0,3,4,3,3,6,0,0,0,26,9,13,28,16,12,9,5,0,0,90,19,9,10,4,4,4,0,0,0,60,0,0,9,15,19,19,4,0,0,68,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,6,4,3,0,0,0,18,0,5,4,8,6,8,5,0,0,35,0,3,7,9,16,11,0,0,0,52,0,0,7,3,13,8,10,0,0,38,0,5,11,9,8,4,3,0,0,48,0,5,3,0,4,0,0,0,0,7,6,6,13,12,8,5,3,0,0,44,4,3,16,16,8,9,5,3,0,65
501031017,9,21,36,66,79,87,65,35,3,411,0,20,58,93,87,80,13,0,0,363,0,10,16,8,22,19,5,0,0,83,0,0,3,16,10,15,0,0,0,47,3,16,27,16,24,43,12,0,0,148,0,0,4,6,5,9,8,0,0,36,9,9,12,5,16,7,11,0,0,63,9,8,6,0,5,6,3,0,0,44,0,0,3,4,10,18,11,0,0,50,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,6,0,0,0,8,10,4,6,0,0,36,7,0,6,3,3,3,4,4,0,31,0,0,8,12,27,16,5,0,0,75,0,0,5,6,9,13,9,0,0,40,3,0,0,13,12,14,11,0,0,53,0,0,0,0,0,0,5,0,0,8,0,6,6,3,13,6,5,0,0,40,0,6,7,8,12,11,9,7,0,62
