SA2_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
501011001,0,0,0,0,..,4,4,7,0,7,..,0,0,0,0,0,..,12,0,10,0,10,..,47,7,51,0,51,..,255,19,274,8,280,..,22,0,22,581,605,5709,275,19,293,591,6595
501011003,0,4,0,4,..,21,0,21,0,21,..,0,0,0,0,0,..,3,0,3,0,3,..,95,5,97,3,103,..,576,25,599,10,601,..,32,3,34,827,869,10428,604,29,635,836,11900
501011004,0,0,0,0,..,24,3,29,0,29,..,0,0,0,0,0,..,7,3,14,0,14,..,97,65,162,3,168,..,832,127,955,12,973,..,27,3,32,748,778,8444,856,130,988,758,10193
501011293,0,7,0,7,..,23,0,18,0,26,..,0,0,0,0,0,..,18,5,25,0,25,..,89,26,119,7,122,..,473,63,531,11,537,..,29,5,32,499,535,8281,507,61,568,511,9359
501011294,0,8,0,9,..,32,9,40,0,40,..,0,0,0,0,0,..,26,17,42,0,42,..,167,48,213,9,218,..,814,112,925,18,947,..,73,5,75,876,953,17389,888,119,1008,897,19292
501021005,0,13,0,13,..,27,4,27,0,27,..,4,0,4,0,4,..,13,3,21,0,19,..,187,28,214,14,231,..,1074,136,1210,19,1230,..,69,0,71,795,868,17162,1141,138,1279,816,19256
501021007,0,0,0,0,..,5,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,44,4,47,0,47,..,137,10,147,0,147,..,7,0,9,352,362,4949,143,8,157,360,5457
501021008,0,0,0,0,..,12,0,11,0,11,..,0,0,0,0,0,..,12,0,18,0,18,..,78,6,88,0,91,..,490,68,554,3,558,..,36,0,35,1006,1040,5380,521,67,587,1016,6976
501021009,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,54,5,57,0,60,..,208,22,234,0,233,..,29,3,26,670,702,7873,233,29,261,669,8812
501021010,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,13,0,13,0,19,..,70,5,68,6,71,..,0,0,0,202,199,3008,69,5,73,204,3286
501021011,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,7,0,0,0,3,8
501021012,0,15,0,15,..,25,9,28,0,28,..,0,0,0,0,0,..,9,14,17,0,17,..,187,20,208,4,210,..,834,84,912,13,926,..,32,5,40,611,652,10751,867,87,950,623,12327
501021014,0,0,0,0,..,10,0,4,0,4,..,0,0,0,0,0,..,4,0,7,0,7,..,120,11,131,3,138,..,872,114,985,11,1000,..,26,0,28,543,568,7743,897,121,1014,551,9309
501021015,0,3,0,3,..,14,0,19,0,19,..,0,0,0,0,0,..,13,14,25,0,26,..,64,12,76,0,76,..,630,118,742,6,747,..,11,0,16,328,345,6098,640,118,755,334,7195
501021016,0,0,0,0,..,5,3,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,12,9,27,0,27,..,212,33,241,3,248,..,17,0,17,331,346,3645,225,33,258,334,4234
501021251,0,11,0,11,..,9,4,10,0,10,..,0,0,0,0,0,..,8,4,9,0,9,..,162,18,177,7,185,..,1212,75,1290,20,1311,..,35,7,33,378,414,8044,1245,78,1322,396,9770
501021252,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,4,4,10,0,10,..,30,0,30,0,30,..,143,8,151,0,151,..,0,0,0,88,91,2802,147,8,156,88,3042
501021253,0,16,0,16,..,11,0,11,0,11,..,0,0,0,0,0,..,14,8,22,0,22,..,171,15,187,4,181,..,973,94,1070,13,1083,..,37,0,40,655,698,10980,1014,92,1111,671,12760
501021254,0,0,0,0,..,9,5,11,0,11,..,0,0,0,0,0,..,4,8,13,0,13,..,74,6,81,0,83,..,343,49,393,0,392,..,21,0,20,379,404,4323,361,55,417,385,5119
501031017,0,0,0,0,..,8,0,8,0,13,..,0,0,0,0,0,..,7,5,9,0,9,..,47,4,52,4,52,..,205,16,212,7,221,..,9,0,9,565,578,6269,214,16,224,569,7068
501031018,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,13,6,17,0,17,..,59,13,72,0,72,..,253,41,296,0,297,..,8,6,13,367,381,5482,266,43,308,367,6155
501031019,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,87,20,105,0,104,..,299,40,342,6,352,..,12,5,12,321,333,4762,318,46,362,321,5447
501031020,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,68,10,78,0,79,..,244,37,274,0,277,..,10,0,8,515,525,4385,252,35,285,521,5198
502011021,0,0,0,0,..,16,6,21,0,21,..,0,0,0,0,0,..,4,0,3,0,3,..,88,8,97,4,97,..,379,21,401,5,401,..,24,0,23,369,398,7697,403,18,426,376,8498
502011022,0,0,0,0,..,29,3,38,0,40,..,0,0,0,0,0,..,9,0,9,0,9,..,88,9,91,0,98,..,380,30,416,5,419,..,23,0,24,413,436,8812,414,31,441,419,9664
502011023,0,0,0,0,..,38,9,48,0,48,..,0,0,0,0,0,..,8,3,6,0,6,..,121,17,137,3,140,..,521,54,571,4,576,..,31,0,32,629,660,8627,552,53,606,636,9869
502011024,0,0,0,0,..,53,7,60,0,60,..,3,0,3,0,3,..,33,0,35,0,35,..,200,23,227,5,234,..,1088,83,1175,10,1184,..,97,6,104,881,989,17735,1188,94,1277,894,19905
502011025,0,4,0,4,..,34,8,38,0,38,..,0,0,0,0,0,..,9,6,16,0,16,..,131,5,133,5,138,..,748,85,833,11,849,..,37,5,41,1043,1083,8330,784,94,880,1055,10256
502011026,0,0,0,0,..,14,10,22,0,22,..,0,0,0,0,0,..,0,5,3,0,3,..,32,3,34,0,35,..,161,19,186,0,183,..,20,0,31,439,467,5953,186,19,205,443,6599
502011027,0,19,0,19,..,53,3,61,5,60,..,4,0,4,0,4,..,30,12,42,0,42,..,361,29,391,9,400,..,1857,140,1996,22,2019,..,80,7,80,922,1003,18235,1933,146,2080,947,21261
502011028,0,12,0,12,..,21,6,27,0,33,..,0,0,0,0,0,..,26,6,28,0,28,..,146,20,163,0,164,..,671,77,754,6,754,..,56,4,63,710,768,9796,731,83,809,712,11323
502011029,0,0,0,0,..,16,0,16,0,16,..,3,0,3,0,3,..,10,3,8,0,7,..,49,10,60,0,61,..,300,24,320,0,327,..,90,0,92,710,799,9138,388,24,417,712,10263
503011030,0,12,0,12,..,3,0,3,0,3,..,0,0,3,0,3,..,13,0,16,0,16,..,104,7,113,0,111,..,813,52,870,0,872,..,17,0,23,181,204,5736,838,51,889,183,6805
503011031,0,14,0,14,..,6,3,5,0,5,..,0,0,0,0,0,..,10,0,14,0,14,..,114,9,123,0,128,..,1112,122,1242,9,1253,..,23,0,25,450,477,7516,1138,129,1264,462,9248
503011032,0,0,0,0,..,6,0,6,0,6,..,9,0,9,0,9,..,8,0,8,0,8,..,57,5,63,0,63,..,456,28,488,4,493,..,12,0,12,331,347,6913,464,28,496,337,7750
503011033,0,17,0,17,..,14,6,15,0,15,..,0,0,0,0,0,..,14,0,14,0,14,..,125,4,129,0,131,..,981,78,1060,10,1070,..,22,0,26,137,164,7388,1009,76,1082,147,8621
503011034,0,17,0,17,..,16,6,23,0,23,..,10,0,10,0,10,..,15,0,17,0,17,..,256,19,275,8,281,..,1307,100,1414,18,1425,..,45,3,50,515,564,8773,1348,110,1461,532,10764
