SA2_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
501011001,42,0,0,0,0,43,17,0,0,0,0,17,18,0,0,0,0,18,23,0,0,0,0,26,38,0,0,0,0,38,87,0,0,0,0,92,132,3,0,0,0,133,191,0,0,0,0,191,81,0,0,0,0,81,58,0,0,0,0,58,37,0,0,0,0,39,42,0,0,0,0,42,761,3,0,0,0,767
501011003,82,0,0,0,0,82,20,0,0,0,0,22,29,0,0,0,0,28,39,5,0,0,0,44,51,4,0,0,0,59,133,7,0,0,0,140,214,19,0,3,0,238,337,33,0,0,0,370,171,11,0,0,0,181,152,11,0,0,0,165,123,7,0,0,0,129,74,3,0,0,0,83,1426,100,5,8,4,1540
501011004,46,0,0,0,3,50,21,0,0,0,0,19,22,0,0,0,0,21,40,0,0,0,0,43,51,8,0,0,0,60,239,12,0,0,0,259,307,11,0,0,0,317,285,3,3,0,0,291,129,3,0,0,0,127,97,0,0,0,0,101,52,0,0,0,0,55,74,0,0,0,0,77,1359,44,9,0,3,1417
501011293,53,6,0,0,0,53,21,0,0,0,0,21,22,0,0,0,0,22,29,0,0,0,0,31,49,3,0,0,0,53,175,5,0,0,0,183,260,6,0,0,0,267,304,0,0,0,0,303,108,0,0,0,0,109,83,0,0,0,0,81,45,0,0,0,0,39,65,0,0,0,0,68,1212,16,4,4,0,1234
501011294,88,9,0,0,0,99,62,8,0,0,0,63,28,7,0,0,0,36,78,5,0,0,0,85,103,7,0,0,0,113,359,27,3,0,0,386,532,15,0,0,0,548,659,7,0,0,0,671,224,3,0,0,0,229,135,8,0,0,0,137,74,0,0,0,0,76,121,12,0,0,0,134,2471,101,5,0,0,2577
501021005,109,0,0,0,0,113,50,0,0,0,0,51,44,0,0,0,0,46,80,0,0,3,0,88,117,0,0,4,0,122,484,3,0,0,0,494,834,3,0,0,0,841,827,0,0,0,0,830,287,0,0,0,0,287,159,0,0,0,0,166,102,0,0,0,0,102,172,3,0,0,0,172,3267,24,0,5,4,3303
501021007,27,0,0,0,0,27,13,0,0,0,0,13,15,0,0,0,0,15,33,0,0,0,0,33,54,0,0,0,0,52,168,4,0,0,0,170,190,4,0,0,0,190,177,0,0,0,0,181,57,0,0,0,0,57,38,0,0,0,0,40,34,3,0,0,0,36,49,0,0,0,0,49,853,14,0,0,0,858
501021008,28,4,0,0,0,33,15,3,0,0,0,20,21,0,0,0,0,21,50,5,0,0,0,58,70,6,0,0,0,74,212,17,0,0,0,227,185,12,0,0,0,192,107,0,0,0,0,107,29,0,0,0,0,29,12,3,0,0,0,10,11,0,0,0,0,12,37,3,0,0,0,44,776,42,0,0,0,828
501021009,45,0,0,0,3,43,41,0,0,0,0,46,47,0,0,0,0,47,92,3,0,0,0,95,130,5,0,0,0,130,252,5,3,0,0,258,214,0,0,0,0,214,185,0,0,0,0,185,44,0,0,0,0,44,45,0,0,0,0,44,27,0,0,0,0,27,84,3,0,0,0,81,1203,12,10,0,0,1226
501021010,16,0,0,0,0,16,12,0,0,0,0,12,12,0,0,0,0,12,9,0,0,0,0,9,22,0,0,0,0,17,81,0,0,0,0,81,101,0,0,0,0,101,112,0,0,0,0,117,52,0,0,0,0,52,45,0,0,0,0,46,26,0,0,0,0,26,18,0,0,0,0,18,498,5,0,3,0,507
