SA2_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021012,64,0,0,0,0,68,30,3,0,0,0,33,28,0,0,0,0,28,42,0,0,0,0,38,91,6,0,0,0,94,354,9,0,0,0,362,515,6,0,0,0,522,451,8,0,0,0,459,158,7,0,0,0,163,87,0,0,0,0,88,42,4,0,0,0,45,99,3,0,0,0,105,1962,37,0,0,0,2004
501021014,60,0,0,0,0,60,25,0,0,0,0,25,26,0,0,0,0,31,40,0,0,0,0,40,55,3,0,0,0,57,198,0,0,0,0,199,211,0,0,0,0,211,252,0,5,0,0,251,111,0,0,0,0,111,73,0,0,0,0,78,52,0,0,0,0,52,68,0,0,0,0,68,1165,0,5,4,0,1174
501021015,37,0,0,0,0,37,15,0,0,0,0,17,19,0,0,0,0,19,27,0,3,0,0,36,50,4,0,0,0,53,231,17,0,0,0,250,262,10,0,0,0,269,177,7,0,0,0,186,53,4,0,0,0,58,37,0,0,0,0,38,11,0,0,0,0,12,52,3,0,0,0,57,971,53,11,0,4,1036
501021016,22,0,0,0,0,22,8,0,0,0,0,8,14,0,0,0,0,12,26,0,0,0,0,26,39,0,0,0,0,39,97,0,0,0,0,97,116,0,0,0,0,118,108,0,0,0,0,111,49,0,0,0,0,49,37,0,0,0,0,37,16,0,0,0,0,16,38,0,0,0,0,37,573,0,0,0,3,581
501021251,49,0,0,0,0,49,22,0,0,0,0,22,13,0,0,0,0,13,28,0,0,0,0,28,48,0,0,0,0,48,285,0,0,0,0,283,447,0,0,0,0,446,457,0,0,0,0,460,140,0,0,0,0,140,89,0,0,0,0,89,59,0,0,0,0,59,73,0,0,0,0,73,1717,3,0,0,4,1724
501021252,24,0,0,0,0,24,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,15,0,0,0,0,15,40,0,0,0,0,40,63,0,0,0,0,63,115,0,0,0,0,115,64,0,0,0,0,64,49,0,0,0,0,49,29,0,0,0,0,29,26,0,0,0,0,26,438,0,0,0,0,438
501021253,64,15,3,0,0,84,22,9,0,0,0,35,21,11,0,0,0,27,41,8,0,0,0,44,84,20,3,0,0,113,208,56,12,0,0,278,239,26,3,0,0,274,280,28,8,0,0,317,98,11,0,0,0,112,98,12,0,0,0,108,66,8,0,0,0,75,60,15,4,0,0,74,1285,211,47,0,3,1546
501021254,38,4,0,0,0,41,17,0,0,0,0,17,21,4,0,0,0,23,42,3,0,0,0,45,60,6,0,0,0,64,180,4,0,0,0,189,145,0,0,0,0,147,98,0,0,0,0,96,20,0,0,0,0,20,13,0,0,0,0,13,6,0,0,0,0,6,35,0,0,0,0,40,667,28,0,0,0,694
501031017,74,0,0,0,0,74,32,0,0,0,0,32,23,0,0,0,0,22,53,0,0,0,0,52,60,0,0,0,0,60,179,0,0,0,0,181,142,0,0,0,0,138,150,0,0,0,0,150,45,0,0,0,0,45,44,0,0,0,0,46,25,0,0,0,0,25,47,0,0,0,0,50,864,5,0,4,0,875
501031018,31,0,0,0,0,31,22,0,0,0,0,26,17,0,0,0,0,17,33,0,0,0,0,34,52,0,0,0,0,59,167,8,0,3,0,173,140,0,0,0,0,133,181,0,0,0,0,183,74,0,0,0,0,75,63,0,0,0,0,61,31,0,0,0,0,24,39,0,0,0,0,40,846,8,0,9,5,867
501031019,40,0,0,0,0,40,21,0,0,0,0,21,15,0,0,0,0,14,51,0,0,0,0,54,85,0,0,0,0,83,160,3,0,0,0,170,93,0,0,0,0,94,89,0,0,0,0,89,32,0,0,0,0,32,35,0,0,0,0,35,18,0,0,0,0,20,33,0,0,0,0,37,671,8,0,0,4,683
501031020,42,0,0,0,0,42,32,0,0,0,0,32,13,0,0,0,0,13,35,0,0,0,0,35,35,0,0,0,0,40,108,0,0,0,0,109,77,0,0,0,0,77,69,0,0,0,0,73,25,0,0,0,0,25,26,0,0,0,0,26,21,0,0,0,0,21,45,0,0,0,0,40,530,0,0,0,0,530
502011021,50,3,0,0,0,57,31,0,0,0,0,32,18,0,0,0,0,21,33,0,0,3,0,38,47,0,0,0,0,46,151,3,0,0,0,158,255,0,0,0,0,253,394,0,0,0,0,395,132,0,5,0,0,138,97,0,0,0,0,97,57,0,0,0,0,62,77,0,0,0,0,78,1338,12,8,3,0,1361
502011022,46,4,0,0,0,55,19,3,0,0,0,19,19,0,0,0,0,21,33,0,0,0,0,33,61,0,0,3,0,63,217,7,0,0,0,224,246,0,0,0,0,252,312,6,0,0,0,320,120,0,0,0,0,125,87,6,0,0,0,91,65,0,0,0,0,65,83,8,0,0,0,83,1310,36,7,3,0,1349
502011023,64,5,0,0,0,70,33,7,0,0,0,40,26,6,0,0,0,26,64,8,0,0,0,76,90,16,0,0,0,103,318,10,0,0,0,334,299,9,0,0,0,304,181,3,0,0,0,186,55,0,0,0,0,55,45,0,0,0,0,45,31,0,0,0,0,32,79,5,0,0,0,87,1283,65,5,0,0,1357
502011024,117,7,4,0,0,138,44,0,0,0,0,49,43,8,0,0,0,55,79,4,0,0,0,90,99,9,0,0,0,111,361,32,3,0,0,396,555,15,6,0,0,577,684,18,3,0,0,701,252,11,3,0,0,266,177,0,3,0,0,184,117,0,0,0,0,116,157,3,3,0,0,167,2695,116,25,0,0,2841
502011025,24,14,4,0,0,49,14,6,4,0,0,28,16,12,3,0,0,29,35,10,0,0,0,41,40,19,9,0,0,69,157,39,18,0,0,218,91,18,10,0,0,114,82,21,21,0,0,119,22,7,4,0,0,40,25,10,11,0,0,50,15,9,11,0,0,31,42,3,5,0,0,60,563,173,99,0,0,835
502011026,45,0,0,0,0,45,19,0,0,0,0,17,20,0,0,0,0,20,33,0,0,0,0,33,23,0,0,0,0,30,119,3,0,0,0,126,160,4,0,0,0,160,207,0,0,0,0,207,82,0,0,0,0,87,79,0,0,0,0,83,50,0,0,0,0,50,52,0,0,0,0,52,894,11,0,4,0,911
502011027,99,5,0,0,0,100,33,3,0,0,0,38,38,3,0,0,0,39,71,6,0,0,0,75,61,10,0,0,0,66,461,8,0,0,0,471,854,10,0,0,0,863,1097,3,0,0,0,1097,354,0,0,0,0,359,216,0,0,0,0,216,150,0,0,0,0,150,188,0,0,0,0,185,3625,44,0,0,0,3670
502011028,63,4,0,0,0,66,36,3,0,0,0,38,28,3,0,0,0,34,56,7,6,0,0,64,92,11,0,0,0,103,251,22,6,0,0,280,274,16,8,0,0,298,232,9,0,0,0,242,72,0,0,0,0,76,60,5,0,0,0,66,54,0,0,0,0,54,85,9,0,0,0,92,1302,84,21,0,0,1406
502011029,52,0,0,0,0,55,21,0,0,5,0,26,20,0,0,0,0,20,44,4,0,0,0,47,86,0,0,0,0,86,225,0,0,0,0,226,297,0,0,4,0,302,344,0,0,0,0,339,163,0,0,0,0,163,127,0,0,0,0,127,62,0,0,0,0,62,89,0,0,0,0,89,1529,7,0,8,0,1546
503011030,67,0,0,0,0,64,6,0,0,0,0,6,0,0,0,0,0,0,8,0,3,0,0,14,14,0,0,0,0,14,41,0,0,0,0,40,25,0,0,0,0,25,52,5,0,0,0,59,31,0,0,0,0,35,72,3,0,0,0,80,341,7,0,0,0,351,61,3,0,0,0,66,717,16,9,0,0,749
503011031,29,12,17,0,0,55,6,0,3,0,0,11,3,0,3,0,0,9,8,8,4,0,0,18,11,9,4,0,0,27,22,13,22,0,0,50,20,21,39,0,0,78,43,38,30,0,0,115,37,23,11,0,0,65,64,50,15,0,0,131,209,49,15,0,0,270,30,20,5,0,0,52,464,249,170,0,0,886
503011032,44,6,4,0,0,53,4,0,0,0,0,7,4,3,0,0,0,12,13,0,3,0,0,13,11,3,0,0,0,13,21,4,12,0,0,37,20,4,4,0,0,32,53,4,10,0,0,71,23,10,11,0,0,41,52,17,5,0,0,78,317,30,12,0,0,351,48,0,3,0,0,57,614,77,62,0,0,757
503011033,57,0,3,0,0,68,10,0,0,0,0,10,8,0,0,0,0,14,12,0,0,0,0,13,19,0,3,0,0,17,52,0,7,0,0,61,42,0,8,0,0,49,106,3,9,0,0,124,80,5,10,0,0,97,207,3,8,0,0,216,407,5,8,0,0,424,62,0,3,0,0,67,1065,18,69,0,0,1152
503011034,59,11,6,0,0,78,13,0,0,0,0,12,0,0,0,0,0,8,9,5,10,0,0,20,18,3,9,0,0,29,45,13,24,0,0,75,31,22,18,0,0,70,79,26,19,0,0,119,75,5,3,0,0,88,153,17,6,0,0,172,394,8,0,0,0,405,89,8,0,0,0,96,957,120,96,0,0,1176
503011035,97,11,12,0,0,120,10,0,3,0,0,15,13,5,0,0,0,15,14,9,0,0,0,21,16,7,8,0,0,23,49,14,14,0,0,77,34,14,18,0,0,63,94,22,15,0,0,132,59,19,11,0,0,88,133,27,9,0,0,175,626,26,14,0,0,663,98,10,5,0,0,112,1243,155,102,0,0,1503
503011036,57,3,3,0,0,67,15,0,0,0,0,19,11,0,0,0,0,15,11,0,0,0,0,15,12,4,0,0,0,21,28,9,3,0,0,35,46,13,9,0,0,58,106,9,7,0,0,119,83,8,4,0,0,95,166,19,3,0,0,190,384,15,5,0,0,401,77,3,5,0,0,79,993,78,34,0,0,1107
503021037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503021038,44,10,3,0,0,61,16,10,5,0,0,27,14,0,0,0,0,16,18,10,0,0,0,30,35,10,4,0,0,54,73,38,13,0,0,130,82,57,39,0,0,183,229,73,40,0,0,337,193,44,10,0,0,254,254,37,4,0,0,297,244,17,3,0,0,264,57,14,8,0,0,79,1267,323,136,8,0,1736
503021039,81,11,10,0,0,104,29,5,5,0,0,37,20,7,9,0,0,30,35,9,21,0,0,57,41,19,32,0,0,84,122,38,82,0,0,240,110,68,83,0,0,267,226,90,58,0,0,376,197,62,17,0,0,275,305,41,12,0,0,359,376,24,0,0,0,404,75,15,14,0,0,106,1610,383,345,0,4,2340
503021040,46,11,3,0,0,64,11,3,0,0,0,17,12,4,0,0,0,15,14,4,6,0,0,16,22,5,4,0,0,33,57,24,31,0,0,108,77,32,43,0,0,153,163,52,23,0,0,239,145,41,13,0,0,196,237,31,5,0,0,280,198,19,5,0,0,220,40,11,4,0,0,53,1018,247,137,0,4,1400
503021042,81,12,9,0,0,104,20,3,6,0,0,30,14,4,7,0,0,22,19,3,19,0,0,39,18,13,13,0,0,45,58,29,57,0,0,145,63,32,90,0,0,190,117,59,77,0,0,253,108,41,34,0,0,182,220,48,31,0,0,304,409,42,22,0,0,478,61,17,11,0,0,88,1188,313,374,3,3,1883
503021043,88,13,28,0,0,130,22,0,14,0,0,34,18,4,15,0,0,37,20,8,39,0,0,64,31,22,47,0,0,100,78,71,128,0,0,272,78,56,113,0,0,250,146,93,75,0,0,316,159,38,23,0,0,224,277,48,23,0,0,343,390,46,7,0,0,442,59,25,17,0,0,98,1359,421,536,0,3,2322
503021295,3,12,47,0,0,67,0,4,12,0,0,20,0,0,12,0,0,10,0,0,19,0,0,18,3,4,37,0,0,38,0,3,146,0,0,153,10,10,166,0,0,181,7,7,219,0,0,236,11,6,90,0,0,112,17,12,113,0,0,144,15,27,62,0,0,106,7,12,45,0,0,63,79,94,977,0,0,1148
503021296,13,20,18,0,0,50,3,0,13,0,0,17,5,0,16,0,0,25,9,3,21,0,0,32,15,5,36,0,0,62,12,27,117,0,0,159,27,47,161,0,0,233,39,81,123,0,0,244,33,57,55,0,0,146,42,55,41,0,0,146,61,32,18,0,0,108,17,21,20,0,0,58,281,352,643,0,0,1276
503021297,0,0,40,0,0,40,0,0,9,0,0,9,0,0,9,0,0,9,0,0,12,0,0,13,0,0,30,0,0,30,0,3,128,0,0,134,0,8,169,0,0,174,0,3,194,0,0,201,0,0,96,0,0,96,0,4,74,0,0,76,0,0,70,0,0,70,0,0,44,0,0,45,7,19,876,0,0,900
504011044,97,18,3,0,0,116,37,8,0,0,0,48,31,3,0,0,0,39,59,16,3,0,0,74,75,19,6,0,0,96,265,62,20,0,0,351,365,80,20,0,0,460,590,61,8,0,0,660,247,19,0,0,3,273,184,9,5,0,0,193,104,4,4,0,0,109,110,17,0,0,0,124,2161,312,75,0,6,2554
504011045,169,21,0,0,0,194,56,10,0,0,0,58,36,8,0,0,0,39,77,11,7,0,0,99,104,13,8,0,0,126,333,56,21,0,0,410,510,68,5,0,0,581,942,76,3,0,0,1017,514,21,0,0,0,535,435,33,0,0,0,472,211,13,0,0,0,229,178,12,0,0,0,186,3558,345,48,0,3,3957
504011046,42,25,10,0,0,77,9,9,10,0,0,32,7,7,15,0,0,34,16,20,30,0,0,68,25,26,37,0,0,89,50,126,140,0,0,314,83,171,96,0,0,350,185,123,65,0,0,373,138,56,22,0,0,213,131,36,7,0,0,180,94,23,5,0,0,123,41,15,24,0,0,82,814,648,479,0,0,1939
504011047,143,29,0,0,0,172,43,8,0,0,0,55,46,0,0,0,0,47,72,11,0,0,0,81,96,17,0,0,0,125,330,63,7,0,0,403,542,99,4,0,0,635,673,85,0,0,0,758,271,31,0,0,0,294,196,13,0,0,0,217,81,15,0,0,0,94,157,22,0,0,0,180,2646,406,13,0,0,3063
504011048,47,10,0,0,0,52,12,0,0,0,0,13,17,5,3,0,0,22,20,12,0,0,0,34,30,8,0,0,0,38,88,32,0,0,0,123,119,29,0,0,0,149,233,29,0,0,0,257,110,5,0,0,0,114,102,0,0,0,0,103,50,0,0,0,0,53,73,11,0,0,0,89,902,140,6,0,0,1044
504021049,27,0,0,0,0,27,14,0,0,0,0,14,12,0,0,0,0,12,9,0,0,0,0,9,24,0,0,0,0,24,58,0,0,0,0,58,83,0,0,0,0,83,140,0,0,0,0,140,76,0,0,0,0,76,31,0,0,0,0,36,34,0,0,0,0,34,33,0,0,0,0,33,544,0,0,0,0,546
504021050,60,0,0,0,0,60,24,0,0,0,0,24,19,0,0,0,0,19,33,0,0,0,0,33,42,0,0,0,0,42,102,0,0,0,0,102,186,0,0,0,0,191,307,0,0,0,0,313,163,0,0,0,0,163,147,0,0,0,0,147,110,0,0,0,0,110,76,0,0,0,0,76,1271,5,0,6,0,1277
504021051,50,0,0,0,0,50,13,0,0,0,0,13,17,0,0,0,0,17,24,0,0,0,0,24,40,0,0,0,0,46,113,3,0,0,0,119,146,0,0,0,0,144,263,0,0,0,0,262,130,0,0,0,0,130,91,0,0,0,0,91,56,0,0,0,0,56,44,0,0,0,0,44,977,6,0,0,0,980
504021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504021053,96,0,0,0,0,102,45,0,0,0,0,45,32,0,0,0,0,32,56,0,0,0,0,56,81,0,0,0,0,81,217,0,0,0,0,213,342,3,0,0,0,347,586,0,4,0,0,592,311,0,0,0,0,314,282,0,0,0,0,284,146,0,0,0,0,146,144,0,0,0,0,143,2335,10,5,0,0,2345
504021054,92,3,0,0,0,95,28,4,0,0,0,25,29,4,0,0,0,33,60,5,0,0,0,64,95,15,0,0,0,107,310,24,0,0,0,336,466,9,0,0,0,479,549,11,5,0,0,562,171,0,0,0,0,171,111,0,0,0,0,114,56,0,0,0,0,56,119,3,0,0,0,122,2088,74,5,0,0,2166
504031055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031056,158,5,0,0,0,160,59,0,0,0,0,63,47,0,0,0,0,51,87,6,0,0,0,92,117,5,0,0,0,121,467,14,0,0,0,477,657,19,0,0,0,675,731,12,0,0,0,741,267,0,0,0,0,271,158,0,0,0,0,155,76,0,0,0,0,76,202,0,0,0,0,207,3015,58,5,0,0,3084
504031057,150,7,0,0,0,153,55,0,0,0,0,59,37,0,0,0,0,40,95,8,4,0,0,102,117,7,0,0,0,130,442,25,9,0,0,486,820,22,6,0,0,850,1096,15,0,0,0,1117,342,4,0,0,0,342,169,3,0,0,0,171,125,0,0,0,0,125,205,4,0,0,4,210,3648,102,18,0,4,3783
504031058,31,0,0,0,0,31,7,0,0,0,0,7,10,0,0,0,0,10,14,0,0,0,0,14,30,0,0,0,0,30,162,0,0,0,0,162,169,0,0,0,0,171,282,0,0,0,0,282,129,0,0,0,0,129,94,0,0,0,0,94,46,0,0,0,0,46,57,0,0,0,0,57,1027,0,0,0,0,1026
504031060,19,0,0,0,0,19,9,0,0,0,0,9,0,0,0,0,0,0,14,0,0,0,0,14,16,0,0,0,0,16,45,0,0,0,0,45,52,0,0,0,0,52,83,0,0,0,0,83,67,0,0,0,0,67,86,0,0,0,0,86,61,0,0,0,0,61,29,0,0,0,0,29,480,0,0,0,0,480
504031061,23,0,0,0,0,23,7,0,0,0,0,7,12,3,0,0,0,16,14,0,0,0,0,11,29,0,0,0,0,31,83,0,0,0,0,90,188,11,0,0,0,202,311,10,0,0,5,327,150,8,0,0,3,158,109,4,0,0,0,116,52,4,0,0,0,53,45,0,0,0,0,45,1034,40,0,0,8,1081
504031062,86,13,0,0,0,98,20,0,0,0,0,27,26,5,0,0,0,31,47,7,4,0,0,61,83,13,0,0,0,101,288,28,6,0,0,326,437,22,0,0,0,463,658,3,4,0,0,660,276,0,0,0,0,274,141,7,0,0,0,145,77,0,0,0,0,77,137,8,0,0,0,139,2268,107,7,0,0,2388
504031063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031065,44,0,0,0,0,40,16,0,0,0,0,18,5,0,0,0,0,5,21,7,0,0,0,28,30,0,0,0,0,30,142,13,0,0,0,154,162,10,0,0,0,172,150,4,0,0,0,156,60,0,0,0,0,63,56,0,0,0,0,57,41,0,0,0,0,45,70,0,0,0,0,69,796,44,3,3,0,847
504031066,32,14,6,0,0,52,11,6,0,0,0,29,22,8,3,0,0,24,32,16,10,0,0,55,29,29,3,0,0,60,148,94,17,0,0,256,179,57,13,0,0,245,171,41,4,0,0,220,105,8,3,0,0,122,80,7,0,0,0,88,57,7,0,0,0,63,43,16,0,0,0,52,915,301,58,3,0,1278
