SA2_CODE_2021,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
501011001,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,3,0,4,0,4,0,0,0,4,7,0,9,0,6,0,8,0,0,0,4,5,0,11,0,11,0,18,0,0,0,15,5,0,24,3,7,0,13,0,0,0,13,4,0,18,8,7,0,18,0,0,0,23,4,0,23,5,8,0,12,0,0,0,12,7,0,15,13,3,0,11,0,0,0,17,0,0,15,3,0,0,6,0,0,0,6,0,0,8,6,6,0,11,0,0,0,11,0,0,16,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,10,0,0,0,16,3,0,15,0,0
501011003,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,4,7,0,13,0,15,0,15,0,0,0,13,5,0,18,0,27,0,26,0,0,3,30,7,0,37,16,16,4,39,0,0,0,35,5,0,42,17,23,0,34,0,0,0,34,10,0,46,8,10,0,23,0,0,0,23,7,0,23,11,12,0,18,0,0,0,18,7,0,25,4,5,0,16,0,0,0,16,0,0,19,14,3,0,17,0,0,0,17,0,0,21,0,3,0,7,0,0,0,7,3,0,10,6,7,0,7,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,4,5,0,3,3,0,0,0,3,0,0,5,19,6,0,24,0,0,0,24,10,0,28,0,0
501011004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,4,3,0,7,0,6,0,6,0,0,0,6,3,0,6,0,6,6,4,0,0,0,10,5,0,14,5,18,0,22,0,0,0,21,12,0,40,4,19,0,23,0,0,0,23,15,0,40,6,25,4,35,0,0,3,37,9,0,46,20,36,0,58,0,0,0,59,4,0,67,19,12,0,29,0,0,0,29,7,0,38,19,8,3,30,0,0,0,30,5,0,38,7,6,0,12,0,0,0,12,0,0,15,16,3,0,21,0,0,0,27,4,0,27,7,8,5,13,0,0,0,13,0,0,18,6,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,8,3,0,10,17,19,3,35,0,0,0,35,9,0,47,0,0
501011293,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,6,0,6,0,0,0,4,8,0,10,0,4,0,4,0,0,0,4,11,0,17,0,7,0,13,0,0,0,12,19,0,27,11,20,0,34,0,0,0,34,16,0,54,11,20,0,32,0,0,0,36,21,0,62,13,17,0,29,0,0,0,27,21,0,55,11,9,0,21,0,0,0,21,7,0,32,7,15,0,20,0,0,0,20,5,0,25,10,4,3,19,0,0,0,19,0,0,21,19,6,0,26,0,0,0,26,7,0,37,10,3,0,15,0,0,0,15,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,6,0,0,0,17,9,0,27,0,0,0,27,14,0,36,0,0
501011294,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,3,0,7,0,4,0,4,3,0,0,12,6,0,14,0,12,0,14,0,0,0,10,30,0,41,0,27,0,31,4,0,0,33,26,0,60,9,42,3,59,0,4,4,61,25,0,90,17,43,0,63,0,0,0,61,31,0,91,30,49,0,86,0,0,0,85,30,0,113,35,26,5,64,0,0,0,71,21,0,88,22,15,0,32,0,0,0,32,10,0,43,27,11,0,30,0,0,0,34,3,0,40,35,14,3,52,0,0,0,52,5,0,63,6,6,0,18,0,0,0,18,0,0,15,14,5,0,14,0,0,0,14,0,0,14,4,0,0,3,0,0,0,3,0,0,3,4,7,3,10,0,0,0,10,0,0,14,33,13,0,48,0,5,3,52,14,0,67,5,0
501021005,0,0,0,0,3,4,3,3,9,0,15,0,3,0,3,0,0,0,5,0,0,8,0,4,0,4,0,0,0,5,0,0,9,0,6,0,6,0,0,0,5,4,0,9,0,8,0,8,4,0,0,16,24,0,39,3,15,3,21,0,3,5,29,32,0,61,14,35,0,47,0,3,5,51,32,0,85,14,32,3,54,6,0,6,52,29,0,86,24,32,7,65,4,0,4,62,16,0,78,30,25,0,62,0,0,0,62,10,0,69,23,13,4,41,0,0,0,41,9,0,46,26,14,3,42,0,0,0,42,9,0,52,49,9,3,62,0,0,0,62,9,0,68,19,0,0,20,0,0,0,20,9,0,31,15,3,0,21,0,0,0,21,6,0,25,0,0,0,0,0,0,0,0,4,0,8,9,0,0,9,0,0,0,9,0,0,10,32,15,5,52,0,0,0,50,21,4,72,0,0
501021007,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,5,7,0,9,0,7,0,7,4,0,8,14,6,0,21,3,4,0,10,0,0,0,10,7,0,15,0,8,0,10,0,0,0,14,9,0,18,3,14,0,19,0,0,0,19,6,0,25,6,7,0,15,0,0,0,15,10,0,18,7,3,3,10,0,0,0,10,5,0,16,9,0,0,12,0,0,0,12,3,0,18,9,3,0,12,0,0,0,12,5,0,16,5,0,0,3,0,0,0,3,0,0,3,0,0,0,4,0,0,0,4,0,0,3,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,6,0,18,0,0,0,18,11,0,22,0,0
501021008,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,3,4,0,10,0,4,0,4,0,0,0,6,14,0,24,0,0,3,3,0,3,3,6,9,0,21,0,3,0,9,0,5,7,18,40,0,57,0,11,3,21,0,0,0,21,27,0,44,11,12,0,25,3,0,3,26,26,0,56,13,13,3,32,0,0,0,32,26,0,54,17,16,0,33,0,0,0,34,8,0,47,7,8,0,15,0,0,0,15,9,0,25,9,3,0,11,0,0,0,16,3,0,21,8,0,4,13,0,0,0,13,7,0,19,5,3,0,7,0,0,0,7,4,0,10,5,0,0,5,0,0,0,5,0,0,7,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,9,3,19,0,0,0,19,13,0,37,0,0
501021009,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,4,0,0,3,11,0,15,0,8,0,8,7,0,7,10,20,0,33,0,8,0,13,0,0,0,13,31,0,43,4,13,0,8,0,0,0,8,17,0,29,4,19,0,21,5,0,4,25,21,0,48,4,10,3,18,0,5,3,20,15,0,38,9,11,0,24,0,0,0,23,17,0,41,6,3,0,10,0,0,0,9,11,0,15,4,4,0,9,0,0,0,10,0,0,13,13,5,0,20,0,0,0,20,11,0,32,9,3,0,15,0,0,0,11,5,0,19,3,4,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,8,0,0,8,12,7,3,20,0,0,5,26,10,0,28,0,0
501021010,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,5,0,5,0,0,0,5,7,0,5,0,0,0,0,0,0,0,0,4,0,5,0,5,0,4,0,0,0,4,4,0,10,3,4,0,11,0,0,0,10,3,0,11,3,0,0,6,0,0,0,6,4,0,5,0,3,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,0,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,4,0,9,0,0,0,9,0,0,13,0,0
