SA2_CODE_2021,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021012,3,8,5,0,0,0,0,5,0,34,5,15,16,3,0,7,8,8,0,58,61,76,551,14,24,25,103,51,18,919,23,9,125,5,8,0,45,34,0,241,14,4,6,6,3,0,7,15,0,46,3,48,6,10,0,0,0,4,0,75,6,34,0,4,3,4,8,0,0,58,40,46,18,5,22,11,29,11,4,188,6,18,5,36,4,4,9,7,0,91,4,0,0,4,0,9,3,0,0,28,8,3,23,0,3,8,22,17,0,83,0,3,0,0,0,0,0,0,0,3,0,0,5,0,0,0,7,0,0,32,6,6,22,4,6,5,12,14,11,83,179,269,798,75,74,68,257,168,41,1935,0,9,10,4,4,0,0,4,0,34,0,0,3,3,4,3,0,0,0,21,5,15,9,0,8,3,11,0,0,49,0,7,3,0,5,0,0,0,0,16,0,8,5,0,5,0,0,4,0,25
501021014,6,7,5,0,0,0,0,5,0,22,5,3,4,0,0,0,4,15,0,33,58,32,366,8,10,3,67,91,8,638,19,3,68,6,0,0,29,17,6,145,34,11,19,0,0,6,12,24,0,114,4,18,10,9,0,0,3,7,0,55,11,25,6,3,0,0,3,5,4,64,23,21,19,5,10,3,12,25,0,119,0,12,8,15,0,4,3,5,0,51,0,0,0,0,0,0,0,3,0,3,4,0,17,3,0,0,17,9,0,59,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,10,5,0,24,15,0,21,3,0,0,10,18,6,76,187,125,541,50,32,21,175,233,32,1404,5,7,14,3,5,0,0,3,0,36,0,0,0,0,0,0,0,3,0,12,5,7,10,0,4,0,5,10,0,41,0,0,3,0,0,0,0,0,0,10,4,10,7,4,3,3,3,14,0,48
501021015,0,3,3,0,0,0,4,3,0,21,5,4,7,4,3,0,4,5,0,36,42,37,250,4,13,11,57,40,8,450,15,0,67,5,3,0,11,35,0,138,3,3,4,0,0,0,8,4,0,22,0,32,0,6,0,4,0,0,0,52,5,28,4,3,0,0,6,0,0,52,28,22,9,5,15,18,5,7,0,121,4,12,0,20,7,3,4,4,0,60,0,3,0,5,0,0,0,4,0,17,11,0,27,0,0,5,10,13,0,56,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,0,9,0,0,25,0,0,14,5,0,0,5,0,4,37,114,152,392,67,35,52,128,125,13,1077,4,9,6,6,5,0,0,5,0,29,0,0,0,0,0,0,0,0,0,9,3,6,12,3,0,0,0,3,0,32,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,4,0,13
501021016,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,11,21,12,199,4,4,4,42,18,5,301,10,0,25,0,0,0,7,9,4,60,5,0,5,0,0,0,7,11,0,27,0,6,3,0,0,0,0,0,0,13,4,6,0,0,0,0,0,0,0,19,11,4,3,0,6,0,7,0,0,35,3,3,0,3,0,0,8,0,0,19,6,0,4,0,0,0,0,0,0,7,0,0,10,0,0,0,3,0,0,17,0,0,0,0,0,0,0,5,0,4,0,6,0,0,0,0,3,0,0,12,10,0,5,0,0,0,10,0,6,24,73,39,258,18,11,7,93,43,21,551,0,3,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,0,23,0,0,0,0,0,0,0,0,0,0,4,0,10,0,4,0,3,0,0,22
501021251,9,12,7,5,0,0,0,0,0,33,8,5,19,8,0,8,9,3,0,63,76,81,366,9,25,17,89,44,13,716,15,8,99,7,3,3,33,23,0,194,14,7,10,0,5,0,6,9,0,52,4,91,11,13,6,0,4,4,0,132,7,44,5,3,0,0,4,3,0,73,46,35,26,19,25,5,11,10,3,181,9,22,3,27,4,0,15,12,0,95,0,3,0,3,0,3,3,6,0,24,8,4,18,5,3,4,6,11,0,59,0,0,0,0,0,0,6,0,0,6,0,3,3,0,0,0,9,6,0,27,5,3,14,5,0,5,6,8,11,56,212,322,590,101,70,52,196,136,27,1715,3,14,11,0,5,0,0,0,0,36,0,0,0,6,9,0,0,4,0,20,4,4,6,4,5,5,0,7,0,34,0,0,4,0,11,6,0,4,0,27,4,0,6,0,3,3,0,7,0,27
501021252,4,8,6,0,0,0,0,0,0,18,4,3,0,0,0,0,4,0,0,7,33,27,161,4,11,3,16,11,3,272,7,0,46,0,3,0,5,13,0,70,16,4,0,0,0,0,4,3,0,30,5,39,4,0,0,0,0,0,0,45,7,20,0,4,0,0,0,0,0,30,21,11,4,0,0,4,0,9,0,54,4,9,4,0,4,0,0,3,0,24,5,4,4,0,0,0,0,0,0,5,0,3,4,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,4,0,15,99,128,236,11,20,18,49,44,7,602,0,8,8,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,5,6,0,0,0,0,0,0,0,12,0,4,0,0,5,5,0,0,0,10,0,0,0,0,0,0,0,4,0,8
501021253,12,20,10,0,3,0,6,4,0,63,3,20,8,0,6,5,3,0,0,52,95,118,370,20,27,14,72,52,7,769,18,27,142,9,13,3,30,35,4,279,9,15,20,0,4,0,11,9,0,72,8,137,10,14,6,0,9,0,0,184,22,79,4,3,0,4,4,5,0,128,92,72,37,12,29,27,17,17,3,296,14,45,9,37,5,13,14,8,0,137,7,15,8,0,0,0,5,6,0,48,13,0,32,9,0,3,12,4,0,71,0,0,0,0,0,0,0,0,0,0,4,8,4,0,0,0,3,0,0,28,16,3,24,0,0,5,13,4,6,68,318,562,667,106,93,67,199,152,31,2194,3,21,11,3,5,5,0,3,0,57,0,0,0,4,6,0,0,4,0,14,7,14,3,4,10,3,3,3,0,48,0,15,6,0,7,4,0,6,0,33,6,10,9,4,4,5,3,3,0,41
501021254,0,8,3,0,0,0,5,0,0,16,0,6,6,0,4,3,0,0,0,20,14,5,155,5,3,5,40,34,0,259,8,4,49,0,0,0,8,8,4,80,0,6,3,0,0,0,4,3,0,23,0,10,3,3,0,0,0,3,0,17,0,18,0,3,0,0,4,0,0,23,0,5,7,6,5,11,13,11,0,47,0,8,0,12,6,3,3,0,0,39,0,3,0,4,0,0,0,7,0,13,0,3,8,5,0,0,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,4,0,18,0,0,5,3,0,0,7,5,9,37,32,71,236,37,25,21,89,85,18,609,0,4,3,0,0,0,0,0,0,16,0,0,0,4,0,0,0,0,0,3,0,0,6,0,3,0,0,0,0,15,0,0,0,0,3,0,0,0,0,6,0,4,3,0,4,3,0,3,0,19
501031017,14,7,0,0,3,0,0,8,0,29,0,9,5,4,0,0,0,0,0,11,63,28,185,5,9,8,56,31,6,390,23,5,45,0,5,3,24,11,0,116,57,7,12,3,0,3,10,11,0,113,3,20,3,3,0,0,0,0,0,32,9,28,0,0,0,0,4,0,0,40,38,10,10,0,9,8,11,4,0,88,8,12,3,10,3,3,0,0,0,35,3,7,9,0,0,5,5,6,0,23,0,0,12,0,3,0,9,7,0,31,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,8,0,0,21,11,0,9,0,0,0,10,7,6,43,238,126,294,28,24,34,129,84,17,977,7,8,8,0,6,0,0,4,0,33,0,0,0,0,6,0,0,0,0,6,4,4,0,3,4,0,0,0,0,15,0,4,0,0,3,0,0,5,0,12,14,6,9,0,9,5,5,6,0,66
501031018,11,8,6,0,0,0,3,3,0,34,3,7,3,0,0,0,3,0,0,15,50,25,199,6,7,5,50,32,6,382,15,3,40,4,0,0,9,8,0,82,23,12,13,4,4,3,10,8,0,72,4,17,0,4,0,0,0,0,0,30,4,18,6,0,0,0,3,4,0,39,23,8,13,0,7,4,7,9,0,74,12,3,5,13,0,4,3,9,0,55,0,3,9,3,0,0,5,4,0,26,6,0,14,0,0,5,8,8,0,39,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,8,0,0,19,8,0,6,0,0,0,8,10,6,36,159,111,307,38,29,27,123,87,18,890,4,7,6,0,4,3,0,0,0,36,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,5,0,18,0,3,0,0,0,0,0,0,0,8,11,11,0,4,5,0,6,5,0,45
501031019,3,3,4,0,0,0,0,0,0,13,0,5,0,0,0,0,3,0,0,17,34,10,135,6,0,5,40,27,5,258,21,0,48,0,0,4,4,16,0,92,26,17,18,8,6,6,11,14,4,106,0,17,3,6,0,0,0,0,0,24,7,17,0,0,4,0,4,0,0,38,9,6,5,3,0,7,5,9,0,38,3,11,0,12,0,0,3,0,0,31,5,6,0,0,0,0,0,3,0,11,9,0,12,0,0,0,4,9,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,9,3,0,11,0,0,0,6,3,4,25,121,82,236,42,14,26,82,80,13,698,4,10,3,4,0,0,0,3,0,20,0,0,0,0,4,0,0,0,0,5,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,11,5,0,4,3,5,0,9,0,38
501031020,9,9,0,0,0,0,0,8,0,22,0,0,4,0,0,0,0,0,0,13,53,11,91,6,8,5,21,32,9,231,28,5,32,0,0,0,4,5,0,70,47,16,8,0,0,0,4,12,0,88,3,13,0,6,0,0,9,6,0,33,12,11,0,0,0,0,5,0,0,32,25,12,3,0,8,3,0,4,0,63,5,3,5,5,3,0,3,5,0,35,0,5,0,6,4,0,0,4,0,11,9,0,15,0,0,0,3,9,0,37,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,4,0,0,13,13,0,9,0,0,0,3,12,3,45,212,84,174,36,19,18,58,95,12,700,8,9,0,4,4,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,17,3,3,0,4,3,0,0,0,0,13,14,5,0,0,3,0,4,8,0,33
502011021,7,7,6,0,0,0,0,0,0,22,5,4,6,6,0,0,3,0,0,26,57,45,277,4,5,6,74,41,11,528,18,3,110,3,0,3,29,20,5,193,5,0,9,0,4,0,6,13,0,40,9,18,5,12,0,0,0,0,0,50,13,25,5,5,0,0,7,3,0,55,29,19,14,0,9,11,13,8,3,109,5,12,3,10,4,3,9,3,0,43,4,6,0,0,0,5,3,0,0,22,8,0,14,0,0,0,8,7,5,51,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,13,0,4,13,0,0,0,13,4,9,39,156,160,460,49,29,39,163,109,34,1194,3,8,8,4,3,0,0,0,0,32,0,5,0,0,3,0,0,0,0,8,3,5,5,4,4,0,6,0,0,17,0,0,3,5,0,0,0,0,0,15,0,5,5,0,3,0,0,4,0,17
502011022,7,9,4,0,0,0,0,4,0,26,3,8,8,3,4,0,0,6,0,33,65,59,310,4,21,11,42,55,12,576,27,4,100,3,0,0,30,23,13,200,5,0,10,0,0,0,9,6,0,36,7,25,4,12,0,0,4,3,3,57,9,44,5,6,3,0,3,0,0,71,30,22,23,3,9,13,9,10,0,125,12,16,11,16,4,4,3,8,0,67,0,0,3,0,0,0,4,3,0,23,7,6,20,3,0,0,11,6,0,54,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,0,6,3,0,25,4,3,18,0,0,0,10,7,5,47,178,199,521,65,40,30,140,125,37,1337,4,16,9,0,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,0,0,0,21,0,6,0,0,0,0,0,0,0,8,3,0,5,3,4,4,4,0,0,25
502011023,4,3,0,0,0,0,3,0,0,14,10,8,7,0,0,4,0,7,0,33,35,20,231,10,7,11,71,32,7,424,11,0,69,6,6,0,26,24,0,136,7,5,0,0,0,0,7,11,0,31,3,16,3,4,0,0,0,0,0,33,5,14,3,9,0,0,7,0,0,37,17,6,17,3,9,12,15,7,0,98,0,11,7,21,0,4,8,8,0,61,3,5,6,6,0,0,0,0,0,20,6,0,25,6,0,0,7,14,0,66,0,0,0,0,0,0,0,0,0,7,3,10,4,0,0,0,4,4,0,30,4,0,9,0,0,0,8,4,6,48,104,103,399,72,21,41,159,105,17,1027,3,4,5,0,3,0,0,4,0,17,0,0,0,7,0,0,0,3,0,10,0,0,10,0,0,0,10,0,0,25,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,5,3,9,0,18
502011024,15,35,10,4,4,0,3,3,0,69,10,18,20,3,5,10,6,5,0,80,127,131,621,16,28,20,145,59,10,1164,41,15,198,11,9,10,47,39,9,371,11,8,24,3,5,0,13,4,0,74,23,86,4,25,0,8,11,4,0,160,9,71,3,5,0,0,9,3,0,106,92,66,27,13,23,25,29,18,7,291,15,23,8,38,8,4,19,16,3,138,0,8,0,3,4,4,5,0,0,30,16,0,51,6,3,9,24,13,5,122,0,0,0,0,0,0,0,0,0,5,3,13,8,8,0,0,13,3,4,47,9,0,26,6,3,4,15,8,15,97,363,467,1001,150,95,98,335,189,52,2747,3,20,12,4,6,6,0,0,0,55,3,4,0,0,4,0,0,5,0,12,3,11,9,4,8,3,5,8,0,48,0,3,3,0,5,0,0,0,0,13,3,5,7,0,4,4,4,0,0,30
502011025,5,8,5,0,0,6,0,0,0,19,4,9,6,0,3,0,12,3,0,42,45,33,204,8,14,15,61,43,4,421,16,0,75,5,6,4,20,11,3,142,0,0,7,0,0,0,7,9,0,33,0,36,5,5,0,0,7,9,0,66,6,24,0,7,0,0,5,0,0,48,38,27,18,12,15,12,11,19,0,144,11,10,0,22,0,3,10,6,0,63,0,3,5,0,0,3,0,3,0,20,5,0,31,8,0,4,11,13,0,69,0,0,3,0,0,0,0,4,0,5,0,0,3,3,0,0,3,0,3,13,5,0,11,0,0,0,16,10,8,55,133,155,373,67,39,55,152,130,28,1142,3,8,9,5,0,0,0,3,0,32,0,0,5,0,5,3,0,0,0,17,3,3,7,4,0,6,0,5,0,36,0,0,0,0,0,4,0,0,0,5,0,6,6,5,4,6,0,4,0,25
502011026,0,0,0,0,0,0,0,0,0,7,6,3,0,0,0,3,0,0,0,13,46,26,230,10,9,5,67,29,12,434,11,3,55,0,0,0,22,13,0,108,5,6,6,0,0,4,3,3,0,35,0,12,0,5,0,0,4,0,0,25,0,18,0,0,0,0,4,0,0,29,21,11,11,3,6,12,7,4,0,73,5,12,3,8,0,0,4,3,0,38,0,5,3,0,0,0,3,0,0,11,3,0,15,6,0,0,6,10,0,34,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,14,0,0,7,0,0,0,9,4,3,36,101,91,349,35,24,33,129,78,16,862,0,4,3,4,0,0,0,0,0,20,0,0,0,0,6,0,0,0,0,4,0,0,11,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,3,0,0,0,21
502011027,10,32,8,3,3,0,3,5,0,70,18,31,17,7,6,4,17,12,4,121,187,136,769,21,41,25,173,81,19,1445,42,11,201,6,7,5,55,43,6,370,10,6,22,3,6,4,15,19,0,87,16,84,18,26,6,5,11,10,3,173,19,78,0,9,5,4,10,0,0,131,91,69,36,28,38,44,36,22,0,364,21,26,10,77,16,5,9,18,7,183,3,3,9,12,4,6,3,7,6,42,20,0,54,19,4,11,25,24,0,164,0,0,0,0,0,0,0,0,0,0,7,10,16,8,4,0,18,0,4,56,7,4,26,8,0,4,15,9,16,87,441,498,1203,216,132,116,397,246,57,3299,4,18,13,14,8,9,0,5,0,69,4,3,0,6,3,0,0,4,0,25,9,21,19,9,13,0,11,7,0,87,3,4,0,3,0,0,0,5,0,14,0,10,13,3,6,10,0,7,0,39
502011028,4,11,0,0,0,0,0,0,0,15,9,7,11,0,0,0,6,3,0,27,53,39,245,5,26,13,60,35,12,484,15,0,66,3,5,5,22,19,7,142,7,0,15,0,5,0,8,10,0,47,3,21,8,8,0,3,3,0,0,46,0,20,0,4,0,4,0,6,0,42,40,29,12,10,7,18,25,7,3,147,6,11,5,27,0,7,5,4,0,74,0,6,7,4,0,0,0,4,0,16,4,0,26,6,4,4,9,4,0,57,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,7,0,0,22,0,0,15,5,0,0,9,9,10,52,144,151,411,78,47,49,162,104,37,1177,9,8,5,4,3,0,0,0,0,21,0,0,0,0,4,0,0,0,0,10,0,3,5,0,8,0,6,3,0,26,0,0,0,0,0,0,0,5,0,7,0,0,6,0,0,5,0,5,0,19
502011029,6,12,0,0,0,0,0,0,0,12,4,4,0,0,0,0,3,0,0,27,45,29,383,6,8,0,78,36,7,596,13,3,56,0,4,0,24,19,0,122,9,5,16,0,4,4,11,22,0,75,11,14,3,10,3,0,6,0,0,47,3,23,0,3,0,0,0,5,0,44,28,5,13,3,0,4,8,8,0,72,3,9,6,29,0,0,5,3,0,53,0,3,3,0,0,0,7,3,0,12,8,0,20,4,0,9,9,4,0,57,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,10,0,3,27,8,3,15,0,0,0,14,3,8,54,134,115,526,66,23,23,178,116,24,1199,0,3,5,0,4,3,0,3,0,25,0,0,0,0,0,0,0,0,0,3,3,3,10,4,0,0,3,0,0,30,0,0,0,0,0,0,0,0,0,3,0,3,3,0,9,0,0,3,0,36
503011030,25,60,3,5,0,3,0,0,3,100,11,15,0,0,0,0,0,0,0,34,108,102,35,7,12,4,9,8,9,284,25,25,24,4,8,3,0,0,0,89,6,11,0,0,0,0,0,0,0,21,8,184,6,6,3,0,0,0,4,201,6,13,0,0,0,3,0,0,0,30,172,156,6,6,23,19,4,4,5,400,40,80,0,14,11,6,0,5,0,152,7,16,3,0,0,4,0,0,0,33,3,0,9,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,15,7,4,3,0,0,0,0,4,4,22,432,654,88,42,62,48,15,23,21,1400,11,27,4,4,6,0,0,4,0,60,0,0,0,0,0,0,0,0,0,4,13,22,0,0,3,0,0,0,0,35,5,19,0,0,0,0,0,0,0,23,5,3,0,0,0,0,0,0,0,13
503011031,29,70,5,5,4,3,3,3,0,127,18,32,9,0,0,0,0,0,0,57,85,138,45,7,10,9,12,9,0,313,32,39,15,3,4,5,3,4,0,102,6,7,3,0,6,0,0,6,0,29,11,159,0,12,3,0,4,0,0,190,4,40,0,6,0,3,0,0,0,60,182,187,13,15,38,51,8,13,13,518,64,135,3,22,16,4,4,3,3,257,4,29,6,10,7,10,0,0,0,60,6,0,12,3,0,5,0,0,0,26,0,0,0,0,0,0,0,0,0,0,8,8,0,4,0,0,0,0,0,15,0,4,4,4,0,0,0,0,3,18,436,842,127,93,91,84,33,41,19,1783,18,62,4,7,11,4,0,0,0,98,3,5,0,0,4,0,0,0,0,19,10,31,6,4,0,3,0,0,0,55,8,45,5,0,11,9,0,0,0,68,0,12,0,0,0,0,0,0,0,16
503011032,41,59,4,0,0,4,0,3,3,117,9,13,0,0,0,0,0,0,0,20,92,123,34,7,4,5,4,10,0,280,22,34,27,0,5,3,0,0,0,102,17,8,3,0,0,4,0,3,0,42,16,224,0,6,0,0,0,0,0,256,6,18,0,3,0,0,0,0,0,30,189,214,12,13,35,44,4,5,16,522,45,129,0,13,12,7,0,4,8,222,7,28,6,4,0,4,0,3,3,58,8,0,16,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,20,3,6,0,0,3,3,0,0,4,23,460,857,103,55,68,79,17,34,41,1710,15,48,5,6,8,0,0,0,0,82,0,4,0,0,0,0,0,0,0,6,9,25,9,0,3,0,0,0,0,41,3,31,0,0,4,7,0,0,0,44,0,3,0,4,4,0,0,0,0,12
503011033,49,69,0,4,4,5,4,6,7,141,22,29,0,0,7,0,0,0,0,57,140,183,70,3,11,9,13,14,0,446,33,24,34,5,3,3,0,3,0,112,10,11,5,0,0,0,0,0,0,23,16,211,3,10,0,3,0,0,3,253,10,30,0,8,0,4,0,0,0,47,216,201,12,3,30,24,8,0,8,498,44,114,5,13,10,3,0,0,4,193,4,18,3,4,0,4,0,4,0,32,8,0,10,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,4,3,6,0,6,0,0,0,0,0,16,3,0,0,0,0,0,0,3,3,23,551,897,153,60,74,51,25,31,25,1874,13,47,0,5,15,0,0,0,0,86,5,5,6,0,0,0,0,0,0,16,16,33,6,3,0,0,0,0,0,58,0,32,3,3,12,3,0,0,0,50,0,10,4,0,0,0,0,0,0,23
