SA2_CODE_2021,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
501011001,13,25,0,3,0,0,0,6,0,52,7,4,6,0,0,0,0,0,0,19,48,29,176,7,0,6,32,21,0,326,27,0,68,3,0,3,14,24,0,146,52,12,21,3,0,0,11,15,4,118,7,23,0,0,0,6,0,4,3,50,9,23,10,12,0,0,3,3,0,56,34,13,10,9,7,12,3,12,0,84,5,10,8,10,3,0,0,3,4,42,4,3,8,4,0,0,0,4,0,25,11,0,30,6,0,0,8,10,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,22,10,3,7,0,0,0,6,12,0,45,232,155,336,52,15,37,79,116,18,1041,8,13,6,4,0,3,0,4,0,43,0,0,0,0,4,0,0,3,0,0,5,5,3,0,0,0,0,0,0,16,0,3,3,3,4,0,0,5,0,17,13,5,11,13,3,5,0,12,0,63
501011003,24,54,8,6,5,0,5,11,0,118,6,10,3,0,0,0,0,3,0,29,89,82,268,5,7,15,61,54,13,597,63,14,212,4,8,0,19,30,5,354,57,14,22,3,0,0,11,26,3,149,7,68,6,11,0,0,6,3,0,101,14,42,8,0,3,3,0,10,0,82,91,70,31,10,11,33,7,27,6,294,24,30,6,17,0,9,3,15,4,109,11,26,12,4,0,0,0,12,0,61,27,3,65,10,4,4,9,3,0,131,0,0,0,0,0,0,0,0,0,3,10,5,8,3,0,0,5,5,0,27,19,4,27,0,0,17,5,5,8,83,436,430,677,86,49,79,130,212,39,2139,21,33,3,3,12,3,0,7,0,82,0,0,0,0,4,0,0,0,0,8,6,3,11,4,5,3,4,3,0,35,12,13,3,0,5,0,0,0,0,28,18,14,11,8,9,9,0,4,0,76
501011004,15,63,11,5,6,4,4,14,0,116,4,8,8,0,0,3,0,6,0,33,53,58,203,13,10,8,36,49,12,432,48,16,166,3,0,9,25,31,0,300,25,27,40,7,4,8,19,20,0,146,8,59,5,10,0,0,4,0,0,99,12,62,9,5,5,4,5,0,0,100,50,46,23,16,14,20,21,18,3,199,24,37,10,17,3,3,8,11,0,115,3,21,12,5,0,4,7,5,0,66,24,0,88,11,6,4,12,26,0,178,0,0,0,0,0,0,0,0,0,0,6,0,6,0,3,0,0,12,0,35,4,3,22,4,0,0,11,8,4,59,277,402,618,96,43,70,144,204,28,1879,11,34,7,5,8,5,0,6,0,87,5,0,0,0,0,0,0,3,0,12,9,3,4,3,5,0,0,3,0,35,7,11,3,0,3,0,0,0,0,31,5,21,4,0,0,3,0,7,0,58
501011293,9,17,4,0,0,0,0,0,0,33,0,9,3,7,5,3,0,7,0,32,50,33,229,10,12,14,51,45,9,452,22,5,108,10,5,4,23,12,0,197,21,7,22,0,0,0,12,9,0,77,10,46,5,8,0,0,9,3,3,78,15,30,4,4,3,0,4,9,4,68,43,39,6,12,11,22,13,14,0,163,12,17,6,13,6,3,0,5,0,63,3,5,11,4,0,3,0,5,0,35,21,0,61,7,4,0,11,17,0,119,0,0,0,0,0,4,0,0,0,4,6,0,8,4,0,0,0,0,0,21,7,0,16,0,0,3,7,11,9,47,209,226,474,82,49,65,133,130,26,1389,0,9,10,0,4,0,0,3,0,30,3,3,0,0,6,0,0,0,0,14,0,3,5,0,5,0,0,5,0,24,0,12,0,0,4,0,0,0,0,14,0,0,5,0,8,3,3,0,0,28
501011294,15,28,3,3,0,0,0,3,0,64,11,14,11,0,5,14,0,10,0,62,83,61,486,21,24,18,120,84,10,911,47,15,265,16,7,15,51,47,11,470,41,12,38,8,3,0,20,27,4,157,12,83,15,19,4,3,5,5,3,146,25,65,6,20,0,10,9,0,0,148,88,71,31,25,26,35,21,34,5,331,18,29,12,43,5,3,4,12,0,131,13,15,15,5,0,3,0,9,0,57,22,3,91,8,8,5,21,16,3,185,0,0,0,3,0,0,0,0,0,6,5,5,8,6,0,0,4,5,3,39,7,7,23,0,0,3,20,16,10,92,388,399,1020,179,88,116,284,269,53,2794,6,23,7,5,7,4,0,7,0,70,0,5,4,0,10,4,0,0,0,14,5,7,5,0,3,5,0,5,0,31,7,12,3,4,3,3,0,0,0,31,10,17,10,8,5,10,0,14,0,66
501021005,6,9,13,4,0,0,3,5,0,42,7,19,24,4,3,8,7,15,0,82,108,151,915,19,41,22,161,72,27,1525,35,8,198,4,8,9,65,58,4,393,17,22,18,0,3,3,17,13,0,94,7,54,15,16,4,0,16,10,0,120,19,68,9,6,5,0,17,6,0,134,74,61,43,17,38,25,36,18,6,307,14,18,10,46,3,8,11,14,0,129,3,11,3,0,0,3,3,5,0,36,12,7,40,8,4,14,42,17,0,137,0,0,0,0,0,0,0,0,0,3,7,11,17,6,6,0,26,6,0,82,11,8,27,0,5,3,23,13,17,105,324,438,1332,139,121,92,434,255,58,3186,3,33,14,10,4,4,4,0,0,72,0,3,5,0,6,4,0,9,0,28,6,15,33,8,8,0,14,0,3,88,0,5,6,4,3,0,0,0,0,18,4,12,8,4,10,5,5,7,0,53
501021007,4,12,3,0,0,0,0,0,0,22,0,4,3,0,0,0,0,3,0,12,35,27,186,7,12,3,45,28,0,350,9,4,59,0,0,0,15,21,0,106,20,4,12,3,3,0,6,8,0,59,6,15,3,0,0,0,3,3,0,29,7,20,0,3,0,0,3,0,0,37,19,9,7,0,5,7,6,4,6,68,0,9,3,18,0,0,0,7,0,43,0,0,0,0,0,3,0,3,0,11,0,0,6,3,0,0,3,4,0,27,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,10,3,5,9,3,0,3,0,5,7,32,104,114,293,45,21,24,99,89,19,812,0,3,7,3,4,0,0,3,0,29,0,0,0,0,0,0,0,4,0,5,0,3,4,0,5,0,7,0,0,17,0,4,3,0,3,0,0,0,0,11,9,4,0,0,3,4,0,9,0,28
501021008,7,3,3,0,0,0,0,0,0,18,4,9,4,0,0,0,0,5,0,31,23,19,150,3,12,10,30,25,3,286,11,4,58,0,0,3,24,18,0,108,5,7,5,0,0,6,4,8,0,25,0,27,0,9,0,0,5,4,0,42,4,20,0,0,3,0,7,6,0,38,9,7,15,3,5,5,8,10,0,63,3,14,9,20,0,0,3,8,0,60,0,0,3,5,0,0,0,0,0,12,6,0,19,0,5,0,14,11,0,61,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,5,0,12,0,0,10,0,0,3,12,3,7,37,69,112,283,51,32,28,127,109,19,821,5,8,9,0,0,0,0,5,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,3,9,0,21,0,0,4,0,0,0,0,0,0,9,0,0,9,4,0,0,4,6,0,25
501021009,0,7,5,0,0,0,0,0,0,13,0,4,6,0,5,3,0,3,0,22,33,29,425,4,11,4,100,50,12,666,5,0,41,0,0,3,35,18,4,104,5,5,10,5,0,0,6,8,0,40,7,5,5,7,0,0,5,0,0,32,7,13,4,0,0,0,8,0,0,32,12,0,7,4,3,0,15,5,0,56,3,9,5,10,0,0,0,3,0,22,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,5,18,12,0,43,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,0,0,20,4,0,18,3,0,0,11,4,5,48,71,75,547,31,24,20,200,105,26,1101,0,3,5,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,6,0,4,9,0,0,0,4,0,3,26,0,0,0,0,0,0,0,0,0,7,3,4,8,0,0,3,3,0,0,27
501021010,8,5,0,0,0,0,3,0,0,17,0,0,0,0,0,0,0,5,0,11,46,23,141,4,7,0,42,11,8,279,9,0,21,0,0,0,3,10,0,53,15,3,3,0,0,6,7,12,0,46,3,7,0,6,0,0,0,4,0,20,8,12,0,0,0,0,0,0,0,25,28,7,8,0,3,5,4,3,4,69,0,5,0,4,0,0,0,0,0,17,0,6,0,0,0,0,0,0,0,8,0,0,6,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,8,0,6,0,0,3,3,4,3,27,126,77,198,20,14,14,78,52,13,586,0,4,3,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,3,4,0,4,0,3,0,0,12,0,0,0,0,0,0,0,0,0,8,6,6,4,0,5,0,0,0,0,17
