SA2_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3
501021012,0,8,177,1126,2502,169,22,49,4057,0,4,162,129,27,0,0,4,329,0,0,0,4,3,0,0,0,5,0,4,165,132,34,0,0,4,334,0,0,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,15,0,14,11,0,0,0,0,9,33,0,0,0,0,0,0,0,0,3,3,32,366,1265,2542,169,22,53,4448
501021014,7,54,306,1280,1316,181,34,48,3226,0,19,51,32,0,0,0,5,109,0,0,5,3,0,0,0,0,9,0,19,60,34,0,0,0,5,113,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,10,25,15,7,4,0,0,3,59,0,0,0,0,3,0,0,0,5,14,94,382,1315,1330,182,38,54,3409
501021015,0,16,126,1050,1116,81,18,27,2435,0,0,186,183,8,0,4,3,389,0,0,0,11,0,0,0,0,10,0,0,188,197,14,0,4,3,409,0,0,9,32,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,32,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,20,323,1287,1126,81,18,29,2887
501021016,8,26,160,525,587,92,24,26,1459,0,10,49,21,6,0,0,10,92,0,0,0,0,0,0,0,0,0,0,10,49,21,9,0,0,10,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,4,0,0,0,0,0,25,0,0,0,6,0,0,0,0,5,11,55,218,550,599,92,26,30,1584
501021251,0,5,30,730,2141,150,12,34,3105,0,42,35,20,0,0,0,6,98,0,7,0,0,0,0,0,0,10,0,55,33,20,0,0,0,6,107,0,38,25,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,25,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,94,84,743,2137,150,12,38,3277
501021252,0,0,31,202,574,134,29,7,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,31,207,571,134,29,7,984
501021253,0,20,287,1702,1269,178,28,40,3530,0,90,391,423,21,0,0,23,953,0,5,79,265,39,3,0,5,395,0,91,473,688,61,9,0,23,1341,4,86,143,28,3,0,0,6,272,0,0,41,14,0,0,0,0,61,0,0,12,3,0,0,0,0,15,0,0,10,20,0,0,0,0,32,0,0,0,0,0,0,0,0,0,4,83,207,62,5,0,0,8,377,9,39,42,8,0,0,0,5,102,0,0,0,6,4,0,0,5,15,12,238,1011,2464,1345,185,28,78,5365
501021254,4,6,53,932,604,59,4,32,1689,0,67,100,86,4,0,0,48,312,0,0,0,0,0,0,0,0,0,0,67,100,86,4,0,0,48,312,0,4,14,0,0,0,0,0,18,0,10,27,11,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,37,14,0,0,0,6,64,0,0,0,4,0,0,0,9,11,0,0,4,0,0,0,0,0,4,4,92,191,1031,606,59,8,91,2082
501031017,12,72,384,1138,801,134,32,38,2620,0,17,36,14,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,17,36,14,3,0,0,0,66,0,3,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,7,8,4,0,4,4,0,0,0,19,0,0,0,0,0,0,0,0,10,18,103,420,1158,806,139,32,42,2718
501031018,12,49,263,897,828,110,31,30,2221,0,8,16,10,3,0,0,0,38,0,0,0,0,0,0,0,0,3,0,8,19,10,5,0,0,0,44,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,10,6,4,0,0,0,0,23,0,0,4,6,3,0,0,0,12,17,66,293,921,837,115,35,34,2305
501031019,4,19,174,920,651,107,22,28,1920,0,55,105,12,0,0,0,8,187,0,4,0,0,0,0,0,0,4,0,59,105,12,0,0,0,8,193,0,9,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,6,0,14,4,86,294,936,653,107,27,38,2146
501031020,19,75,336,810,505,79,39,26,1895,0,0,12,0,4,0,0,0,20,0,0,0,0,0,0,0,0,4,0,0,15,0,4,0,0,0,22,0,7,8,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,9,0,10,8,5,0,0,3,0,23,5,3,0,3,0,0,0,4,24,0,0,4,3,0,0,0,0,10,29,95,363,821,504,78,45,36,1972
502011021,3,18,107,799,1699,202,20,35,2885,0,15,42,18,0,0,0,0,74,0,0,7,20,0,0,0,0,32,0,15,48,38,0,0,0,0,106,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,0,0,0,0,35,0,0,0,0,0,0,0,0,6,0,0,23,17,0,0,0,0,42,9,37,23,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,8,73,201,858,1707,209,20,35,3104
502011022,0,31,249,1361,1695,186,35,40,3600,0,7,25,59,7,0,3,3,107,0,0,8,62,11,0,0,0,80,0,7,33,119,25,3,3,3,192,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,4,0,0,0,13,3,18,7,4,0,0,0,26,63,0,0,0,0,0,0,0,0,0,6,67,289,1488,1722,187,37,69,3867
502011023,3,9,133,1302,1468,155,36,41,3144,0,51,461,269,17,0,0,19,821,0,8,19,37,0,0,0,0,68,0,59,479,307,17,0,0,22,887,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,15,0,3,5,10,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,79,615,1619,1488,156,39,62,4053
502011024,5,81,379,1803,3967,408,59,62,6762,0,100,226,346,11,0,0,27,703,0,0,60,150,7,0,0,0,220,0,103,283,495,20,0,0,24,925,0,0,9,0,0,0,0,0,12,0,0,20,26,0,0,0,0,46,0,0,24,32,0,0,0,4,57,0,0,0,22,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,49,87,0,0,0,5,142,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,180,719,2381,3991,409,59,95,7834
502011025,7,41,347,1310,581,80,13,51,2430,4,143,381,485,12,0,4,38,1064,3,32,163,248,33,3,0,7,487,6,179,546,732,47,3,4,38,1549,0,41,123,33,0,0,0,6,200,0,5,37,86,9,0,0,0,134,0,7,43,89,0,0,0,0,145,0,0,29,63,0,0,0,0,94,0,3,3,5,0,0,0,0,10,0,52,235,271,15,4,0,3,586,9,23,44,9,0,0,0,8,86,0,0,9,0,0,0,0,6,20,18,297,1185,2315,642,81,21,105,4664
502011026,5,53,211,783,1127,116,33,45,2379,0,0,8,29,4,0,0,0,41,0,0,15,0,0,0,0,0,15,0,0,22,27,7,0,0,0,57,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,10,0,59,23,3,0,0,0,0,94,0,0,0,0,0,0,0,0,6,8,116,261,819,1137,119,39,43,2539
502011027,0,69,311,1565,4430,392,49,68,6890,0,14,213,146,3,0,0,6,392,0,0,4,22,3,4,0,0,29,0,22,214,162,6,4,0,6,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,3,84,527,1737,4441,392,50,81,7318
502011028,7,50,342,1612,1717,163,23,67,3984,0,46,105,157,18,4,0,12,337,0,3,41,100,7,0,0,0,151,0,49,138,262,22,3,0,12,487,0,55,75,48,0,0,0,14,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,75,50,0,0,0,14,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,159,559,1922,1740,172,23,91,4673
502011029,15,51,334,1022,1616,215,59,57,3374,0,24,135,35,0,0,0,10,208,0,0,0,0,0,0,0,0,0,0,24,137,35,0,0,0,10,212,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,50,20,0,0,0,0,4,94,0,0,5,0,3,0,0,0,13,25,126,500,1063,1625,216,57,76,3691
503011030,0,5,47,399,1017,453,98,10,2022,0,0,4,23,4,0,0,0,32,0,29,15,38,9,0,0,3,92,0,29,18,58,17,0,0,3,123,0,16,109,32,3,0,0,6,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,109,32,3,0,0,6,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,46,175,487,1030,455,98,15,2309
503011031,0,7,136,537,590,159,42,11,1483,0,25,129,333,93,9,3,6,600,0,11,104,196,65,5,0,3,386,0,39,234,530,160,14,3,10,991,0,34,152,34,3,0,0,0,226,0,119,85,31,0,0,0,4,247,0,129,353,112,0,0,0,0,600,0,12,187,39,7,0,0,3,248,0,0,0,0,0,0,0,0,0,0,295,775,224,7,0,0,12,1316,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,347,1143,1298,756,171,45,32,3798
503011032,0,23,194,763,729,239,37,19,1998,0,7,48,62,9,5,0,3,132,0,3,52,141,25,3,0,3,224,0,13,93,201,38,9,0,4,361,0,32,85,28,5,0,0,4,157,16,74,154,37,4,0,0,0,292,5,10,54,20,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,119,295,86,9,0,0,4,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,146,580,1052,783,243,37,26,2892
503011033,0,3,142,826,1177,341,61,8,2558,0,0,9,25,5,0,0,0,35,0,7,6,25,8,0,0,0,39,0,7,15,45,11,3,0,0,77,0,0,0,0,0,0,0,0,5,0,9,36,65,8,0,0,3,126,0,4,76,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,22,112,69,9,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,273,940,1192,340,62,6,2846
503011034,3,7,171,828,1041,422,72,21,2567,0,54,133,103,10,0,0,0,300,0,12,77,167,9,0,0,0,271,0,62,211,263,20,0,0,7,565,0,19,66,9,0,0,0,6,109,13,228,140,4,0,0,0,4,388,0,104,242,19,0,0,0,3,375,0,0,38,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,12,351,492,35,0,0,0,16,907,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,18,429,878,1131,1056,424,76,38,4045
503011035,5,20,274,1090,1753,871,177,29,4230,0,19,160,167,20,0,0,0,374,0,32,153,311,28,0,0,0,530,0,55,316,478,44,4,6,4,901,5,128,266,77,7,0,0,5,487,18,130,133,40,3,0,0,6,332,0,12,68,108,0,0,0,3,193,0,7,28,63,5,0,0,0,109,0,0,0,0,5,0,0,0,10,30,278,504,292,19,0,3,13,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,352,1098,1861,1817,879,187,44,6274
