SA2_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
501021011,4,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,3
501021012,1254,1426,443,35,3160,799,95,4057,105,20,32,0,165,159,3,329,4,0,0,0,6,0,0,5,113,20,32,0,173,160,3,334,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,15,6,0,0,0,6,0,0,3,7,0,0,0,5,19,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,21,0,33,0,0,0,0,4,0,0,3,1384,1453,477,35,3352,995,100,4448
501021014,1080,957,328,41,2414,735,82,3226,24,12,7,0,44,57,0,109,0,12,0,0,9,0,0,9,24,20,7,0,54,57,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,4,8,5,3,0,17,22,0,40,0,0,0,0,3,0,0,4,0,0,0,0,5,0,0,3,0,3,0,0,5,3,0,9,9,8,5,0,28,30,0,59,0,0,0,0,4,3,0,5,1116,992,343,45,2495,827,86,3409
501021015,737,669,321,34,1765,581,88,2435,75,19,45,9,146,233,13,389,8,0,0,0,10,0,0,10,87,19,44,9,159,237,13,409,12,4,10,0,25,22,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,10,0,25,22,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,6,839,694,372,44,1948,840,101,2887
501021016,502,417,130,10,1059,360,33,1459,16,5,7,0,32,63,3,92,0,0,0,0,0,0,0,0,16,5,7,0,32,65,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,11,12,0,25,0,0,0,0,0,6,0,5,525,428,144,10,1101,443,39,1584
501021251,759,1353,448,21,2596,447,68,3105,16,4,12,0,26,69,0,98,0,0,0,0,0,10,0,10,16,4,12,0,26,82,0,107,12,0,0,0,12,49,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,49,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,794,1361,458,21,2639,572,68,3277
501021252,352,422,69,5,847,115,14,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,355,424,68,5,852,117,14,984
501021253,1172,973,374,28,2541,877,109,3530,158,62,91,3,305,607,35,953,113,54,39,0,208,156,30,395,274,110,127,6,516,768,65,1341,42,19,13,6,83,176,11,272,8,9,3,0,20,36,0,61,4,0,0,0,5,8,0,15,17,4,0,0,21,12,0,32,0,0,0,0,0,0,0,0,79,31,18,6,129,237,10,377,18,0,0,0,23,33,0,56,21,0,0,0,21,17,0,36,0,0,0,0,0,0,0,0,4,0,0,0,5,6,0,10,37,0,0,0,45,56,0,102,4,0,0,0,4,11,0,15,1566,1112,519,34,3237,1944,187,5365
501021254,430,407,331,19,1185,447,63,1689,44,9,33,7,90,211,5,312,0,0,0,0,0,0,0,0,44,9,33,7,90,211,5,312,6,0,0,0,4,10,5,18,3,3,9,5,12,29,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,5,23,37,6,64,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,11,0,0,0,0,0,4,0,4,482,417,376,27,1299,708,79,2082
501031017,1008,645,206,16,1876,691,49,2620,7,4,0,0,19,47,0,59,0,0,0,0,0,0,0,0,7,7,0,0,19,47,0,66,6,0,0,0,6,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,3,0,7,6,0,0,0,6,3,0,12,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,10,0,19,0,3,0,0,3,4,0,10,1032,655,207,16,1910,755,56,2718
501031018,874,589,171,16,1654,519,47,2221,8,4,3,0,13,25,0,38,0,0,0,0,3,0,0,3,8,4,7,0,20,25,0,44,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,3,7,0,7,0,6,0,0,6,0,0,6,0,0,0,0,5,3,0,10,6,0,0,0,6,3,0,4,9,4,0,0,10,10,0,23,4,4,0,0,7,5,0,12,891,598,182,23,1691,565,49,2305
501031019,624,506,201,22,1345,532,40,1920,15,10,7,0,30,155,0,187,0,0,0,0,0,4,0,4,15,10,7,0,30,157,0,193,0,0,0,0,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,4,0,0,3,0,3,14,0,14,646,517,207,22,1387,715,47,2146
501031020,742,417,133,16,1303,543,46,1895,9,3,0,0,7,10,0,20,0,0,0,0,0,0,0,4,9,3,0,0,9,10,0,22,0,0,0,0,0,17,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,4,24,0,23,6,6,0,0,7,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,5,0,0,13,6,3,24,9,0,0,0,7,3,0,10,760,425,132,14,1335,587,47,1972
502011021,1101,931,296,20,2348,494,47,2885,6,3,5,0,18,50,0,74,11,0,0,0,14,17,0,32,19,4,5,0,32,67,5,106,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,0,0,33,8,0,35,0,0,0,0,3,0,0,6,26,3,0,0,30,13,0,42,5,0,0,0,9,23,0,33,17,0,0,0,17,27,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22,46,0,71,0,0,0,0,0,0,0,0,1163,944,310,18,2431,622,46,3104
502011022,1336,891,400,23,2650,879,78,3600,29,11,9,0,56,51,0,107,37,13,4,0,59,24,0,80,65,24,15,6,111,78,4,192,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,6,0,0,13,10,0,0,0,13,10,0,26,3,5,0,0,5,25,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,18,42,0,63,0,0,0,0,0,0,0,0,1418,922,419,27,2782,997,87,3867
502011023,810,825,529,42,2205,840,93,3144,309,15,26,3,354,456,9,821,13,0,10,3,31,32,5,68,324,18,39,8,385,486,12,887,0,0,3,0,8,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,15,6,0,3,0,10,9,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1146,844,573,50,2605,1338,104,4053
502011024,2474,1951,754,37,5212,1415,130,6762,187,22,39,0,252,438,6,703,79,19,23,0,113,100,5,220,267,43,61,3,372,544,12,925,3,0,0,0,10,5,0,12,25,0,4,0,35,17,0,46,12,5,7,0,33,21,8,57,5,4,0,0,13,16,0,27,0,0,0,0,0,0,0,0,52,11,15,0,79,59,4,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,2792,2001,834,39,5669,2018,150,7834
502011025,640,401,397,53,1492,843,99,2430,196,68,104,12,374,658,32,1064,115,38,54,0,208,256,19,487,314,107,154,12,585,916,52,1549,36,16,12,0,69,123,6,200,57,15,10,0,86,44,5,134,70,9,12,0,84,56,5,145,53,9,3,4,74,25,0,94,0,0,3,0,5,3,0,10,220,54,40,8,319,251,17,586,6,0,0,0,8,9,0,18,14,0,3,0,15,41,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,15,0,5,3,26,64,0,86,5,0,7,0,9,8,0,20,1199,563,595,67,2430,2073,164,4664
502011026,865,608,268,15,1758,561,61,2379,12,0,9,0,24,14,0,41,5,0,0,0,7,11,0,15,16,0,10,0,30,27,0,57,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,8,9,0,10,13,0,8,0,21,56,0,76,3,0,4,0,6,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,0,13,0,26,61,0,94,0,0,0,0,0,6,0,6,911,610,285,14,1822,651,59,2539
502011027,1980,2737,862,47,5625,1122,141,6890,135,11,16,0,163,221,3,392,3,3,6,0,15,12,0,29,144,13,18,0,175,235,5,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,9,4,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,2127,2755,878,49,5808,1357,150,7318
502011028,1366,821,540,47,2774,1106,106,3984,68,17,38,4,126,197,11,337,52,12,15,6,77,63,9,151,120,31,50,4,206,260,16,487,28,8,7,0,45,144,8,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,7,0,44,144,8,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1517,859,595,55,3027,1516,128,4673
502011029,1095,1072,417,25,2616,700,61,3374,49,3,18,6,75,132,3,208,0,0,0,0,0,0,0,0,49,3,15,6,72,132,3,212,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,21,5,4,0,24,54,0,81,4,0,0,0,4,5,0,9,5,0,0,0,12,0,0,7,0,0,0,0,0,0,0,0,29,6,6,0,38,59,0,94,4,5,0,0,5,3,0,13,1178,1081,435,30,2730,894,67,3691
