SA2_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
501011001,820,661,160,14,1650,530,55,2237,3,5,4,0,15,37,0,53,0,0,0,0,0,18,0,16,12,5,4,0,17,51,0,70,3,3,0,0,5,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,13,0,13,10,0,0,0,14,19,0,34,8,3,0,0,10,8,0,22,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,3,16,3,3,0,22,32,0,58,3,0,0,0,10,5,0,18,853,674,166,14,1704,635,60,2399
501011003,1309,1287,283,17,2901,667,108,3674,55,50,16,0,121,52,11,182,27,28,8,0,59,19,0,78,83,75,18,0,178,72,11,257,13,0,0,0,18,10,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,15,4,0,0,19,8,0,26,0,5,4,0,5,9,0,15,14,3,0,0,17,41,0,60,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,15,8,4,0,30,52,0,81,0,0,0,0,4,5,4,12,1431,1373,312,16,3133,800,119,4055
501011004,900,1117,388,19,2422,643,139,3201,11,16,11,0,35,80,7,129,17,7,10,0,39,38,6,86,34,28,22,0,75,117,14,207,0,0,3,0,10,10,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,4,0,3,0,10,10,5,27,3,0,0,0,0,8,0,12,0,0,0,0,0,4,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,11,10,30,12,3,3,0,10,4,3,22,946,1146,415,22,2526,784,171,3487
501011293,1161,891,351,29,2431,714,90,3236,41,9,28,0,73,140,0,221,12,3,0,0,15,15,0,36,50,13,30,0,99,155,3,256,0,0,0,0,5,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,9,4,0,8,3,5,5,0,9,10,0,23,4,0,0,0,4,9,0,14,27,0,0,0,34,40,0,70,0,0,0,0,0,0,0,0,0,8,0,0,10,3,0,6,36,8,0,0,37,54,0,94,0,3,0,0,4,0,0,3,1254,915,386,33,2579,939,98,3616
501011294,2049,1930,702,32,4713,1435,150,6297,209,29,51,3,293,452,19,767,28,14,4,0,44,38,10,93,242,43,52,3,346,492,25,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,5,0,17,0,0,0,0,0,0,0,0,3,3,0,0,3,5,0,14,14,3,0,0,15,14,3,31,14,3,0,0,16,31,4,52,6,0,0,0,8,23,0,28,0,0,0,0,3,0,0,5,3,0,0,0,8,0,0,8,23,7,0,0,38,53,4,95,9,3,0,0,11,8,0,17,2330,1991,759,38,5121,1991,183,7292
501021005,1993,2413,723,37,5167,987,119,6275,66,15,16,4,99,143,0,245,0,4,0,0,4,0,0,6,66,14,16,4,102,142,0,246,6,0,5,0,18,26,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,18,26,0,43,12,0,0,0,18,41,0,61,3,6,0,0,9,18,0,24,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,25,6,0,0,31,68,0,97,0,5,0,0,5,8,0,10,2096,2434,746,43,5317,1235,124,6668
501021007,687,591,202,11,1494,365,39,1902,18,7,11,0,31,43,0,79,0,0,0,0,3,0,0,3,19,7,11,0,33,43,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,11,0,0,0,0,0,0,0,0,702,603,214,11,1532,414,45,1990
501021008,569,458,379,30,1434,686,101,2217,51,27,57,3,142,284,23,447,0,0,0,0,0,8,0,6,51,27,61,3,145,292,23,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,621,489,438,32,1580,982,119,2677
501021009,973,803,366,26,2164,919,81,3165,23,8,9,0,36,69,0,108,0,0,0,0,0,0,0,0,23,8,9,0,36,69,0,108,18,6,7,0,33,70,4,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,7,0,34,70,4,104,5,0,4,0,4,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,4,0,12,3,3,17,0,3,0,0,5,10,0,16,1016,821,380,31,2253,1067,86,3404
501021010,422,384,86,0,902,211,10,1125,0,3,0,0,4,0,0,4,0,0,0,0,4,0,0,0,3,3,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,22,0,35,10,0,0,0,10,18,0,23,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,18,0,0,0,15,37,0,58,0,0,0,0,0,0,0,0,444,393,89,0,927,251,14,1192
