SED_CODE_2021,F_Unrel_ind_liv_fam_hh_0_14,F_Unre_ind_liv_fam_hh_15_24,F_Unre_ind_liv_fam_hh_25_34,F_Unre_ind_liv_fam_hh_35_44,F_Unre_ind_liv_fam_hh_45_54,F_Unre_ind_liv_fam_hh_55_64,F_Unre_ind_liv_fam_hh_65_74,F_Unre_ind_liv_fam_hh_75_84,F_Unrel_ind_liv_fam_hh_85ov,F_Unrel_ind_liv_fam_hh_Tot,F_Group_hh_mem_0_14,F_Group_hh_mem_15_24,F_Group_hh_mem_25_34,F_Group_hh_mem_35_44,F_Group_hh_mem_45_54,F_Group_hh_mem_55_64,F_Group_hh_mem_65_74,F_Group_hh_mem_75_84,F_Group_hh_mem_85ov,F_Group_hh_mem_Tot,F_LPer_0_14_yr,F_LPer_15_24_yr,F_LPer_25_34_yr,F_LPer_35_44_yr,F_LPer_45_54_yr,F_LPer_55_64_yr,F_LPer_65_74_yr,F_LPer_75_84_yr,F_LPer_85_yr_over,F_LPer_Tot,F_Vis_from_within_Aus_0_14,F_Vis_from_within_Aus_15_24,F_Vis_from_within_Aus_25_34,F_Vis_from_within_Aus_35_44,F_Vis_from_within_Aus_45_54,F_Vis_from_within_Aus_55_64,F_Vis_from_within_Aus_65_74,F_Vis_from_within_Aus_75_84,F_Vis_from_within_Aus_85ov,F_Vis_from_within_Aus_Tot,F_OS_vis_0_14_yr,F_OS_vis_15_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_Overseas_v_Total,F_Tot_0_14_yr,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Part_r_mar_0_14,P_Part_r_mar_15_24,P_Part_r_mar_25_34,P_Part_r_mar_35_44,P_Part_r_mar_45_54,P_Part_r_mar_55_64,P_Part_r_mar_65_74,P_Part_r_mar_75_84,P_Part_r_mar_85ov,P_Part_r_mar_Tot,P_Part_de_f_mar_0_14,P_Part_de_f_mar_15_24,P_Part_de_f_mar_25_34,P_Part_de_f_mar_35_44,P_Part_de_f_mar_45_54,P_Part_de_f_mar_55_64,P_Part_de_f_mar_65_74,P_Part_de_f_mar_75_84,P_Part_de_f_mar_85ov,P_Part_de_f_mar_Tot,P_LPar_0_14_yr,P_LPar_15_24_yr,P_LPar_25_34_yr,P_LPar_35_44_yr,P_LPar_45_54_yr,P_LPar_55_64_yr,P_LPar_65_74_yr,P_LPar_75_84_yr,P_LPar_85_yr_over,P_LPar_Tot,P_Child_u_15_0_14_yr,P_Child_u_15_15_24_yr,P_Child_u_15_25_34_yr,P_Child_u_15_35_44_yr,P_Child_u_15_45_54_yr,P_Child_u_15_55_64_yr,P_Child_u_15_65_74_yr,P_Child_u_15_75_84_yr,P_Child_u_15_85_yr_over,P_Child_u_15_Tot,P_Dep_stu15_24_0_14,P_Dep_stu15_24_15_24,P_Dep_stu15_24_25_34,P_Dep_stu15_24_35_44,P_Dep_stu15_24_45_54,P_Dep_stu15_24_55_64,P_Dep_stu15_24_65_74,P_Dep_stu15_24_75_84,P_Dep_stu15_24_85_over,P_Dep_stu15_24_Tot,P_Non_dep_child_0_14,P_Non_dep_child_15_24,P_Non_dep_child_25_34,P_Non_dep_child_35_44,P_Non_dep_child_45_54,P_Non_dep_child_55_64,P_Non_dep_child_65_74,P_Non_dep_child_75_84,P_Non_dep_child_85_over,P_Non_dep_child_Tot,P_Oth_rel_ind_0_14,P_Oth_rel_ind_15_24,P_Oth_rel_ind_25_34,P_Oth_rel_ind_35_44,P_Oth_rel_ind_45_54,P_Oth_rel_ind_55_64,P_Oth_rel_ind_65_74,P_Oth_rel_ind_75_84,P_Oth_rel_ind_85ov,P_Oth_rel_ind_Tot,P_Unrel_ind_liv_fam_hh_0_14,P_Unre_ind_liv_fam_hh_15_24,P_Unre_ind_liv_fam_hh_25_34,P_Unre_ind_liv_fam_hh_35_44,P_Unre_ind_liv_fam_hh_45_54,P_Unre_ind_liv_fam_hh_55_64,P_Unre_ind_liv_fam_hh_65_74,P_Unre_ind_liv_fam_hh_75_84,P_Unrel_ind_liv_fam_hh_85ov,P_Unrel_ind_liv_fam_hh_Tot,P_Group_hh_mem_0_14,P_Group_hh_mem_15_24,P_Group_hh_mem_25_34,P_Group_hh_mem_35_44,P_Group_hh_mem_45_54,P_Group_hh_mem_55_64,P_Group_hh_mem_65_74,P_Group_hh_mem_75_84,P_Group_hh_mem_85ov,P_Group_hh_mem_Tot,P_LPer_0_14_yr,P_LPer_15_24_yr,P_LPer_25_34_yr,P_LPer_35_44_yr,P_LPer_45_54_yr,P_LPer_55_64_yr,P_LPer_65_74_yr,P_LPer_75_84_yr,P_LPer_85_yr_over,P_LPer_Tot,P_Vis_from_within_Aus_0_14,P_Vis_from_within_Aus_15_24,P_Vis_from_within_Aus_25_34,P_Vis_from_within_Aus_35_44,P_Vis_from_within_Aus_45_54,P_Vis_from_within_Aus_55_64,P_Vis_from_within_Aus_65_74,P_Vis_from_within_Aus_75_84,P_Vis_from_within_Aus_85ov,P_Vis_from_within_Aus_Tot,P_OS_vis_0_14_yr,P_OS_vis_15_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_Overseas_v_Total,P_Tot_0_14_yr,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
SED51104,..,60,47,21,13,11,4,0,4,159,..,73,84,41,37,44,31,4,0,319,..,87,251,217,298,444,415,335,151,2201,65,91,79,36,23,37,35,16,0,382,3,4,3,0,3,8,3,0,0,27,6277,3378,4281,4130,3661,2484,1791,1015,289,27309,..,124,2670,4370,4146,2779,2063,1155,203,17513,..,691,2425,1275,797,361,145,40,14,5750,..,91,621,824,787,394,149,70,25,2977,12785,..,..,..,..,..,..,..,..,12785,..,2684,..,..,..,..,..,..,..,2684,..,2232,757,191,115,53,7,0,0,3356,..,312,216,84,86,127,167,86,45,1132,..,130,154,61,40,28,10,4,4,427,..,162,244,107,96,83,56,15,0,759,..,182,588,535,681,731,632,460,208,4019,123,173,153,95,68,69,57,18,3,770,7,3,23,7,7,11,6,3,0,64,12917,6781,7853,7549,6826,4638,3295,1872,503,52222
SED51205,..,161,260,49,15,11,10,0,0,510,..,296,357,117,58,76,48,13,0,964,..,126,312,232,259,446,561,400,202,2529,45,68,69,39,35,36,24,11,5,334,0,3,4,3,6,21,24,6,0,73,4504,2946,4766,3762,2657,2547,2094,1071,369,24733,..,232,3934,4884,3146,2633,2304,1092,203,18430,..,486,1304,705,431,273,116,35,3,3358,..,56,267,453,522,365,206,122,66,2065,9204,..,..,..,..,..,..,..,..,9204,..,2227,..,..,..,..,..,..,..,2227,..,1270,1022,320,187,94,16,4,0,2912,..,514,498,140,125,229,197,114,54,1861,..,370,617,170,65,44,16,5,0,1287,..,736,1085,362,197,188,110,25,3,2703,..,245,735,648,595,833,908,585,277,4826,87,136,150,93,70,67,38,24,11,676,0,6,17,13,16,33,35,5,6,133,9297,6270,9619,7785,5359,4750,3944,2019,626,49674
SED51304,..,26,28,15,6,9,6,0,0,82,..,54,89,28,14,29,28,22,8,268,..,21,69,74,93,220,510,450,225,1656,35,53,43,28,29,31,37,17,9,269,5,0,6,3,3,3,3,4,0,30,4125,2119,1558,2941,2904,2567,2749,1322,398,20691,..,17,920,3944,4242,3631,3942,1778,269,18736,..,87,772,669,494,332,148,38,3,2556,..,5,49,262,438,224,113,73,39,1219,8332,..,..,..,..,..,..,..,..,8332,..,2693,..,..,..,..,..,..,..,2693,..,1217,702,207,143,51,10,0,0,2327,..,122,63,31,30,62,91,57,40,506,..,56,73,21,19,17,10,3,0,198,..,104,188,59,38,62,51,39,18,552,..,50,138,170,246,376,732,616,291,2625,75,89,75,62,68,44,64,35,14,530,13,4,7,10,5,3,5,0,0,52,8423,4454,2986,5433,5716,4812,5173,2649,677,40315
SED51401,..,31,20,8,13,3,5,0,0,84,..,39,32,21,34,60,45,23,4,258,..,60,117,81,213,417,461,410,178,1947,60,88,51,24,47,47,48,23,9,392,0,5,0,0,0,0,0,0,0,4,2821,1255,1558,1752,2100,2449,2102,1115,332,15477,..,43,1045,1864,2239,2782,2706,1264,250,12200,..,370,830,556,545,519,240,68,4,3140,..,25,181,305,329,193,118,78,47,1282,5584,..,..,..,..,..,..,..,..,5584,..,707,..,..,..,..,..,..,..,707,..,887,372,179,135,72,14,0,0,1652,..,131,55,41,48,103,108,70,52,607,..,56,59,23,31,20,21,5,0,219,..,111,104,58,83,123,100,42,3,616,..,183,313,244,549,973,1048,702,266,4274,118,143,107,72,99,94,97,32,10,770,0,0,10,0,0,0,0,0,0,15,5697,2657,3068,3349,4071,4884,4454,2259,630,31064
SED51504,..,32,79,12,7,4,0,0,0,131,..,145,244,33,27,24,35,10,5,517,..,76,259,196,212,361,517,477,326,2428,30,60,55,35,22,27,35,20,11,290,0,3,8,0,0,8,8,6,3,44,3993,2452,2518,3166,3238,2379,1863,1229,565,21407,..,35,1627,4266,4479,3141,2170,1323,367,17415,..,164,1005,686,490,365,155,69,15,2945,..,11,56,275,486,258,88,64,71,1315,8376,..,..,..,..,..,..,..,..,8376,..,3164,..,..,..,..,..,..,..,3164,..,925,566,134,97,80,11,0,0,1813,..,182,154,40,30,70,108,68,47,704,..,71,133,38,8,11,0,0,0,257,..,272,565,111,69,57,73,17,8,1171,..,165,500,452,419,619,787,634,436,4020,60,110,114,57,41,49,64,26,11,539,0,6,10,0,13,15,16,11,6,80,8436,5104,4740,6055,6134,4654,3481,2208,967,41780
SED51605,..,67,67,19,19,8,6,0,0,187,..,93,138,38,37,30,25,3,0,365,..,129,282,190,186,345,347,224,112,1813,49,81,51,31,32,34,28,21,17,345,0,0,5,0,0,13,12,3,0,34,4789,2936,3435,3832,3422,2442,1585,711,234,23377,..,54,2246,4750,4496,3126,1951,808,146,17572,..,429,1716,955,616,328,154,39,4,4246,..,35,261,527,603,297,119,59,30,1938,9696,..,..,..,..,..,..,..,..,9696,..,2656,..,..,..,..,..,..,..,2656,..,1807,925,210,117,53,12,0,0,3118,..,229,189,87,81,116,134,87,45,971,..,137,147,62,54,28,14,6,0,444,..,213,356,128,98,77,46,18,0,930,..,216,624,527,451,603,522,316,163,3424,96,139,103,84,78,59,52,35,17,661,0,6,5,0,3,18,23,7,0,63,9799,5919,6566,7338,6590,4704,3028,1362,409,45716
SED51706,..,76,45,18,12,10,6,5,0,175,..,48,55,30,46,64,43,20,6,307,..,57,101,111,218,402,454,449,203,1984,70,90,55,26,31,60,34,20,13,405,5,4,5,0,0,10,3,0,0,19,4016,2047,2366,2702,2797,2835,2237,1201,354,20559,..,77,1563,2937,3185,3433,2992,1391,222,15795,..,455,1333,817,720,585,287,60,12,4276,..,37,288,513,453,182,115,72,46,1709,8188,..,..,..,..,..,..,..,..,8188,..,1482,..,..,..,..,..,..,..,1482,..,1462,461,207,114,68,21,0,0,2333,..,154,102,38,49,112,93,59,35,639,..,141,106,55,35,34,11,3,0,392,..,128,141,63,103,131,100,30,10,709,..,132,306,333,509,781,848,641,271,3825,143,168,129,84,66,103,73,36,16,821,3,4,9,5,0,10,6,0,0,35,8336,4246,4435,5042,5228,5435,4551,2299,616,40185
SED51804,..,40,50,13,5,11,3,0,0,125,..,200,307,42,28,41,25,21,3,661,..,130,258,233,181,402,622,649,413,2885,42,71,74,46,38,32,27,19,6,369,9,7,10,5,9,10,8,0,0,56,3299,2678,2108,2421,3103,2705,2311,1562,662,20846,..,11,877,2857,4043,3494,2838,1735,439,16299,..,173,1062,578,490,416,278,101,23,3127,..,6,39,205,534,309,108,52,60,1299,6675,..,..,..,..,..,..,..,..,6675,..,3285,..,..,..,..,..,..,..,3285,..,833,574,119,87,54,17,0,0,1683,..,165,86,10,16,48,53,62,41,490,..,61,100,24,12,10,8,0,3,214,..,361,619,100,63,68,43,36,10,1299,..,221,511,464,427,729,985,904,527,4764,97,150,148,93,79,61,56,37,12,741,18,10,19,13,21,23,16,5,4,122,6786,5293,4043,4464,5769,5210,4400,2925,1113,40005
SED51902,..,56,45,17,16,18,11,0,0,173,..,34,49,24,44,50,19,13,0,240,..,37,132,111,148,261,320,184,73,1275,69,85,52,22,38,37,44,21,10,377,5,3,0,6,3,9,6,0,0,35,5094,2653,3188,3226,3056,2640,1894,812,203,22761,..,125,2451,3905,3815,3537,2588,1107,161,17696,..,415,1544,1001,795,506,185,27,9,4468,..,54,298,458,459,213,100,66,33,1681,10350,..,..,..,..,..,..,..,..,10350,..,2164,..,..,..,..,..,..,..,2164,..,1886,723,201,130,73,4,0,0,3015,..,208,118,56,71,137,159,102,61,915,..,117,110,60,46,32,23,9,5,402,..,80,120,79,98,105,56,19,0,563,..,84,333,315,343,451,500,309,112,2447,131,135,107,59,72,76,62,32,15,695,8,3,3,8,3,9,11,0,0,57,10493,5276,5820,6130,5844,5136,3694,1671,390,44458
SED52006,..,55,22,10,10,14,3,0,0,117,..,42,58,25,53,73,62,12,0,327,..,48,97,89,196,409,645,574,264,2317,68,59,35,40,36,47,53,25,15,383,0,3,3,3,0,5,6,0,0,19,3366,1994,1848,2237,2655,2892,3105,1796,482,20375,..,33,988,2164,2832,3414,4054,2316,377,16174,..,316,1022,697,618,525,344,128,16,3662,..,54,271,476,514,265,118,82,61,1840,6636,..,..,..,..,..,..,..,..,6636,..,1731,..,..,..,..,..,..,..,1731,..,1276,454,178,141,65,20,3,0,2134,..,185,66,46,63,81,78,68,39,626,..,92,63,33,30,29,10,0,0,259,..,89,138,60,105,134,121,38,3,693,..,98,274,255,391,760,1075,857,377,4085,118,125,92,80,90,77,78,49,17,720,4,3,8,5,6,8,11,3,0,39,6756,4003,3373,4003,4783,5355,5916,3542,889,38614
SED52102,..,58,50,20,16,14,0,0,0,164,..,39,73,43,50,47,33,4,4,298,..,49,125,130,204,337,465,361,161,1823,64,83,47,34,31,51,30,23,10,370,0,0,3,0,0,7,0,0,0,15,3983,2272,2770,3003,2523,2390,1877,955,305,20080,..,58,1898,3451,2820,2721,2179,989,216,14338,..,402,1377,836,593,368,161,40,0,3772,..,37,249,551,538,336,150,78,39,1965,8154,..,..,..,..,..,..,..,..,8154,..,1893,..,..,..,..,..,..,..,1893,..,1524,771,275,146,55,9,0,0,2779,..,251,201,91,89,153,166,83,41,1075,..,133,149,59,52,39,11,8,0,459,..,150,264,137,148,128,71,15,8,916,..,104,334,448,539,704,739,516,223,3591,118,153,111,87,77,82,60,36,16,738,4,8,4,0,0,8,9,0,0,33,8281,4713,5351,5929,5000,4589,3555,1767,544,39728
SED52205,..,64,90,22,9,11,8,4,0,213,..,288,437,98,73,95,69,17,3,1079,..,104,314,302,373,629,708,462,267,3158,45,79,79,46,34,49,39,16,8,406,0,5,19,0,3,5,4,5,0,39,2985,2140,3095,2873,2829,2776,2237,1155,466,20554,..,32,1174,2532,2576,2541,2159,1168,247,12431,..,311,1885,1242,850,572,311,64,8,5251,..,22,182,424,627,405,169,121,92,2039,5994,..,..,..,..,..,..,..,..,5994,..,1617,..,..,..,..,..,..,..,1617,..,1025,518,211,190,112,30,0,0,2091,..,188,122,40,67,94,110,55,54,733,..,93,187,79,37,26,22,4,0,445,..,493,867,253,165,193,146,44,7,2180,..,197,689,724,865,1202,1222,696,384,5977,86,149,178,109,70,85,76,31,18,801,4,9,26,9,3,6,9,5,3,69,6083,4138,5830,5634,5449,5245,4255,2195,808,39623
SED52301,..,58,32,14,3,9,11,9,0,139,..,100,78,36,37,57,31,19,0,357,..,116,192,115,248,401,441,338,189,2037,79,96,71,44,51,78,56,25,13,524,0,0,6,0,3,0,0,4,0,16,3439,2009,2120,2207,2457,2293,1776,972,323,17602,..,69,1240,2102,2507,2412,2033,1000,213,11572,..,510,1116,681,597,503,191,52,22,3677,..,66,297,480,465,265,127,90,36,1826,6858,..,..,..,..,..,..,..,..,6858,..,1245,..,..,..,..,..,..,..,1245,..,1180,392,196,133,58,15,0,0,1972,..,258,99,66,81,99,114,75,30,816,..,115,85,39,25,23,15,8,0,312,..,190,194,90,82,113,76,27,9,774,..,222,415,347,581,843,770,525,265,3964,152,182,135,114,102,133,101,45,19,988,7,3,4,3,5,3,0,0,5,29,7020,4031,3983,4117,4579,4455,3441,1825,590,34037
SED52404,..,45,28,14,6,12,5,0,0,103,..,55,109,24,23,43,38,13,0,303,..,45,131,94,136,321,452,316,175,1661,54,53,52,27,25,24,29,13,11,281,0,0,6,4,4,3,3,6,0,22,3814,2194,2414,2906,2758,2733,2268,954,319,20356,..,28,1441,3555,3560,3523,3144,1202,201,16651,..,245,1450,871,567,366,155,29,7,3691,..,14,136,379,528,322,131,83,45,1639,7770,..,..,..,..,..,..,..,..,7770,..,2386,..,..,..,..,..,..,..,2386,..,1298,749,230,143,64,16,0,0,2488,..,157,104,38,49,88,102,60,48,639,..,84,81,39,20,22,9,4,0,261,..,157,253,89,75,75,69,20,4,746,..,86,280,309,373,566,684,431,221,2954,117,115,114,70,60,46,47,14,10,603,5,0,7,4,10,4,8,4,0,42,7896,4576,4604,5589,5380,5083,4368,1853,534,39872
SED52505,..,63,86,23,15,11,4,0,0,198,..,63,106,29,23,25,13,7,0,260,..,50,212,145,120,208,289,156,47,1224,44,73,55,21,32,39,48,16,6,345,3,3,0,4,10,34,29,12,4,92,6441,3070,4419,5023,3210,2784,1969,662,174,27750,..,93,3931,7640,4687,3893,2782,857,129,24014,..,297,1496,755,465,314,125,23,3,3482,..,24,188,456,490,293,106,54,40,1652,12960,..,..,..,..,..,..,..,..,12960,..,3312,..,..,..,..,..,..,..,3312,..,1659,1124,222,115,60,14,0,0,3194,..,307,331,100,55,155,195,111,48,1304,..,140,219,73,42,27,10,5,0,510,..,139,300,103,54,44,34,10,3,691,..,103,448,336,252,347,418,195,76,2181,103,122,121,65,67,64,71,33,10,652,7,4,10,3,16,41,60,14,4,167,13069,6195,8157,9767,6245,5241,3825,1315,305,54119
SED52604,..,65,49,7,8,6,3,0,0,147,..,111,111,36,37,47,35,8,3,380,..,64,129,87,144,317,406,278,127,1557,49,74,49,25,21,29,20,20,8,295,3,3,3,4,3,0,3,3,0,26,3220,2471,2159,2513,2972,3000,2001,860,296,19494,..,37,1189,3047,3971,4212,2818,1005,184,16465,..,280,1116,648,516,366,142,26,4,3099,..,27,144,356,469,303,123,51,40,1516,6631,..,..,..,..,..,..,..,..,6631,..,2391,..,..,..,..,..,..,..,2391,..,1628,842,201,112,45,13,0,0,2842,..,156,92,38,29,78,102,92,66,645,..,117,125,44,33,18,6,5,0,352,..,285,340,126,89,100,61,28,3,1034,..,140,353,296,328,567,633,388,167,2876,93,140,101,67,65,49,40,23,12,580,3,3,8,3,10,4,9,3,4,42,6724,5200,4311,4824,5612,5743,3953,1622,479,38465
SED52702,..,46,40,10,17,15,6,3,0,140,..,14,29,15,26,35,44,13,5,177,..,29,34,47,124,271,399,454,255,1604,39,55,44,23,28,37,31,25,12,296,0,0,3,0,0,0,0,0,0,9,3275,1930,1425,2292,2907,2686,2426,1433,484,18849,..,23,935,2764,3803,3619,3382,1821,355,16704,..,128,641,623,668,485,249,64,11,2869,..,9,93,272,359,255,115,91,58,1253,6692,..,..,..,..,..,..,..,..,6692,..,2159,..,..,..,..,..,..,..,2159,..,1463,669,214,170,79,20,0,0,2616,..,100,51,37,47,80,115,107,62,608,..,82,77,21,39,32,18,8,0,277,..,42,51,38,55,89,79,23,3,376,..,64,105,144,265,491,642,636,346,2692,86,103,83,70,65,63,59,38,18,586,4,0,10,4,0,0,3,0,0,24,6778,4174,2717,4191,5474,5192,4677,2792,865,36851
SED52803,..,44,31,14,9,6,0,0,0,104,..,80,95,32,31,40,21,0,0,305,..,126,194,125,228,275,227,123,42,1339,55,60,60,35,40,41,37,13,3,353,5,3,3,3,4,3,6,0,0,26,3294,1733,2336,2153,1968,1649,873,337,88,14429,..,65,1375,2258,2057,1938,954,301,40,8986,..,655,1513,833,668,393,103,24,0,4196,..,64,253,346,309,156,83,49,19,1278,6679,..,..,..,..,..,..,..,..,6679,..,856,..,..,..,..,..,..,..,856,..,1028,320,110,86,36,8,0,0,1588,..,236,124,80,74,118,91,43,17,789,..,105,85,38,33,22,11,6,0,309,..,220,285,120,110,96,38,7,0,876,..,247,521,430,607,750,549,247,63,3406,113,128,153,98,82,96,73,27,4,780,7,3,3,7,4,14,15,0,0,52,6800,3621,4628,4329,4036,3607,1928,705,147,29801
SED52903,..,50,78,18,26,16,4,0,0,203,..,89,209,64,40,33,27,8,3,468,..,89,235,172,214,307,187,68,4,1270,95,134,157,117,103,175,169,48,8,1021,0,6,23,0,0,4,6,0,0,43,3481,1933,2681,2395,1904,1628,859,257,47,15169,..,174,1053,1662,1428,1179,617,154,12,6283,..,409,1477,1093,771,472,149,32,4,4417,..,132,402,501,397,211,130,47,18,1841,6973,..,..,..,..,..,..,..,..,6973,..,683,..,..,..,..,..,..,..,683,..,1100,367,184,72,22,5,0,0,1755,..,541,275,191,203,191,110,45,23,1581,..,94,161,55,47,37,11,4,0,400,..,146,364,124,90,102,68,8,0,915,..,153,448,373,481,597,408,138,17,2615,212,229,291,215,181,301,342,121,14,1914,0,11,31,6,0,3,8,0,0,68,7181,3682,4866,4416,3675,3123,1851,548,88,29429
SED53004,..,38,42,10,11,11,0,0,4,113,..,45,58,23,22,37,32,4,4,220,..,32,87,88,136,307,525,446,248,1863,48,54,51,43,25,29,28,7,14,309,0,3,3,5,0,10,3,3,0,24,3744,2128,2006,2863,2719,2744,2593,1182,448,20428,..,23,1291,3569,3448,3529,3640,1381,284,17164,..,158,1060,808,546,349,149,47,3,3127,..,13,98,390,531,315,154,81,58,1635,7556,..,..,..,..,..,..,..,..,7556,..,2328,..,..,..,..,..,..,..,2328,..,1461,758,276,161,71,16,0,0,2747,..,140,94,40,31,86,122,77,53,655,..,78,87,38,23,18,6,5,4,252,..,94,176,63,52,75,59,13,0,538,..,71,206,235,354,523,797,599,322,3099,101,98,100,88,55,63,55,15,18,585,0,4,9,5,3,15,3,3,0,46,7660,4467,3873,5516,5214,5041,4993,2220,750,39722
SED53105,..,89,51,17,14,8,0,0,0,183,..,93,131,54,55,56,37,6,0,440,..,76,224,212,222,367,359,253,92,1806,65,82,60,36,33,45,32,21,5,380,3,5,4,0,0,7,6,0,0,32,5318,2669,3750,4067,2803,2129,1488,671,203,23096,..,78,2581,4844,3331,2264,1619,686,126,15538,..,597,1822,1061,613,328,133,18,0,4578,..,92,421,684,583,331,136,78,41,2364,10973,..,..,..,..,..,..,..,..,10973,..,2025,..,..,..,..,..,..,..,2025,..,1623,739,228,145,59,8,0,0,2808,..,301,214,81,83,168,174,84,36,1131,..,187,156,80,44,37,7,0,0,515,..,212,328,161,154,139,88,16,3,1101,..,158,568,574,589,717,591,363,141,3690,124,151,146,88,80,84,60,30,3,764,0,5,7,9,0,18,14,4,0,59,11110,5432,6975,7800,5630,4142,2827,1284,356,45548
SED53204,..,51,38,14,8,12,4,4,3,128,..,42,62,19,22,25,9,3,0,189,..,30,145,108,119,245,331,253,98,1334,41,60,43,32,24,21,39,25,13,287,4,6,3,0,0,12,3,4,0,39,5256,3058,3327,3982,3347,2466,1577,768,236,24018,..,86,2644,5532,4736,3418,1960,818,151,19343,..,267,1262,805,528,288,101,32,0,3288,..,26,218,454,588,315,153,52,24,1830,10684,..,..,..,..,..,..,..,..,10684,..,3182,..,..,..,..,..,..,..,3182,..,2023,1117,248,112,50,6,0,0,3556,..,252,186,77,98,167,193,100,63,1134,..,95,108,51,34,22,9,4,3,328,..,108,186,78,54,56,29,12,0,528,..,68,308,290,306,412,454,325,142,2308,75,118,89,67,50,48,61,33,16,556,6,4,8,8,4,19,17,6,4,68,10762,6230,6132,7603,6511,4784,2996,1377,400,46802
SED53306,..,80,45,23,11,11,6,0,0,175,..,96,76,47,56,76,56,35,6,449,..,99,182,162,305,589,788,725,423,3280,69,71,62,33,60,54,41,25,10,432,0,0,0,0,0,7,4,0,0,13,4078,2363,2640,2640,2638,2778,2606,1762,691,22193,..,83,1489,2442,2496,2712,2739,1872,434,14268,..,592,1285,791,580,439,273,105,19,4093,..,86,461,602,617,340,151,89,59,2412,7985,..,..,..,..,..,..,..,..,7985,..,1669,..,..,..,..,..,..,..,1669,..,1362,555,247,137,86,21,0,0,2409,..,251,134,72,86,152,140,70,54,958,..,146,121,61,44,30,21,3,3,424,..,190,220,113,134,147,129,57,12,1000,..,178,433,419,678,1020,1318,1062,590,5691,127,133,130,89,118,98,77,43,16,842,0,4,0,3,5,6,8,0,0,29,8117,4695,4847,4839,4893,5028,4866,3306,1192,41779
SED53402,..,63,77,20,11,6,0,0,0,178,..,265,365,101,74,74,34,6,4,929,..,145,535,400,379,543,638,428,228,3290,42,83,59,40,31,32,35,19,8,344,0,0,7,3,0,11,4,3,0,29,3187,2158,3763,3409,2766,2268,1755,891,390,20585,..,59,2104,3678,2846,2198,1678,721,198,13490,..,375,2044,1174,708,452,200,53,7,5009,..,21,119,381,500,308,129,68,68,1594,6570,..,..,..,..,..,..,..,..,6570,..,1686,..,..,..,..,..,..,..,1686,..,819,555,175,121,70,16,0,0,1758,..,235,177,66,59,104,95,63,35,836,..,115,185,57,38,25,9,4,0,432,..,514,847,255,189,169,95,30,4,2108,..,270,1030,942,823,1057,1108,675,300,6200,79,154,143,93,66,67,57,23,11,692,3,4,11,9,4,15,8,3,0,52,6654,4255,7224,6826,5348,4465,3392,1642,632,40431
SED53502,..,74,36,21,11,9,6,0,0,156,..,105,113,53,80,79,45,16,3,501,..,100,252,208,319,519,633,495,235,2758,54,89,72,37,46,42,31,25,9,400,9,4,6,4,6,12,4,6,0,44,3924,2503,3203,3019,2905,2738,2111,1210,420,22026,..,79,2045,3170,2875,2803,2203,1139,232,14546,..,578,1598,884,661,473,208,69,6,4482,..,75,331,549,685,402,175,123,60,2405,7904,..,..,..,..,..,..,..,..,7904,..,1838,..,..,..,..,..,..,..,1838,..,1583,778,287,182,84,19,0,0,2927,..,302,218,80,97,175,180,97,40,1194,..,157,136,67,42,26,19,7,0,444,..,210,340,159,176,193,103,38,11,1228,..,187,617,563,757,998,1043,724,325,5217,103,186,157,111,95,76,45,36,11,827,10,4,10,11,6,14,12,9,0,72,8010,5196,6220,5882,5575,5255,4014,2240,692,43087
SED53602,..,68,85,29,28,22,5,0,0,234,..,111,170,68,67,76,39,16,4,546,..,68,247,210,229,431,551,399,110,2243,46,72,59,34,36,30,37,17,4,341,8,3,7,4,7,14,10,0,0,51,4249,2912,3466,3111,2753,2638,2086,1019,268,22495,..,155,2355,3315,2866,2825,2224,957,152,14849,..,351,1034,643,418,251,145,41,3,2883,..,80,389,569,745,484,267,160,65,2752,8774,..,..,..,..,..,..,..,..,8774,..,2571,..,..,..,..,..,..,..,2571,..,1669,1310,426,260,97,26,0,0,3793,..,417,329,156,164,238,223,109,77,1711,..,174,228,117,79,56,19,5,0,672,..,305,544,255,197,165,99,35,5,1610,..,149,602,552,613,877,920,616,174,4502,129,137,145,109,87,73,61,32,5,771,10,3,8,8,9,23,11,0,0,76,8909,6002,6955,6147,5435,5094,3987,1950,481,44964
