SA3_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
50101,0,9,..,75,9,86,0,86,..,117,3,120,5,126,..,51,3,57,0,57,..,0,0,0,0,0,..,40,6,44,0,44,..,7,0,7,0,7,..,0,0,0,0,0,..,4,0,3,0,3,..,15,0,15,0,15,..,51,3,51,0,57,..,9,4,15,0,15,..,0,0,0,0,0,..,4,0,4,0,4,..,35,8,38,0,40,..,52,0,54,0,53,..,55,6,58,0,59,..,20,0,20,0,20,..,158,10,170,4,173,..,101,0,102,0,102,..,9,0,9,0,9,..,77,8,91,0,94,..,0,0,0,0,0,..,41,14,53,0,53,..,279,43,324,0,323,..,1633,147,1783,30,1806,..,98,7,111,1614,1720,25723,1732,157,1888,1642,29249,50256,..,..,..,..,50256,..,203,0,205,0,207,..,16,6,21,0,21,..,47,0,44,0,47,..,42,6,53,0,53,..,107,28,131,0,131
50102,0,14,..,277,26,309,3,312,..,396,49,449,8,456,..,53,3,52,0,57,..,5,0,6,0,6,..,40,18,61,0,61,..,6,0,6,0,6,..,100,11,116,0,116,..,21,3,25,0,25,..,66,5,72,0,72,..,34,0,38,0,38,..,55,11,67,0,67,..,5,0,3,0,3,..,8,0,7,0,7,..,286,5,296,5,300,..,80,7,79,0,86,..,323,11,328,0,332,..,154,10,161,3,162,..,836,34,872,10,881,..,81,4,83,0,86,..,30,0,32,0,32,..,105,24,125,0,125,..,5,0,5,0,5,..,60,37,94,0,101,..,634,60,690,22,710,..,3847,434,4286,56,4342,..,174,13,183,2624,2811,47124,4024,448,4473,2681,54279,92765,..,..,..,..,92765,..,770,11,786,4,786,..,156,14,171,0,171,..,158,7,165,0,168,..,89,23,111,5,113,..,433,191,624,3,631
50103,0,0,..,7,3,13,0,13,..,74,4,74,0,75,..,11,0,11,0,11,..,0,0,0,0,0,..,6,0,5,0,5,..,26,4,28,0,28,..,3,0,3,0,3,..,0,0,0,0,0,..,11,0,13,0,13,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,7,0,6,0,6,..,23,0,21,0,21,..,11,4,15,0,15,..,55,3,62,0,62,..,10,0,12,0,12,..,3,0,3,0,3,..,18,0,21,0,17,..,0,0,0,0,0,..,16,3,16,0,16,..,125,18,145,4,143,..,523,69,581,6,593,..,29,4,27,827,861,10500,542,69,615,835,11949,20901,..,..,..,..,20901,..,27,0,27,0,27,..,9,8,12,0,12,..,30,0,30,5,32,..,14,7,23,0,23,..,61,19,79,4,78
50201,0,14,..,272,26,299,0,298,..,130,3,134,0,138,..,52,6,57,0,57,..,15,9,25,0,25,..,40,5,47,0,47,..,7,0,7,0,7,..,61,6,70,0,71,..,28,5,33,0,33,..,38,3,47,0,47,..,52,0,56,0,56,..,45,9,45,0,45,..,12,0,12,0,12,..,13,0,19,0,19,..,235,4,237,5,242,..,142,4,148,0,148,..,296,4,301,0,301,..,67,3,67,0,67,..,741,19,754,5,760,..,81,7,87,0,91,..,25,0,25,0,25,..,209,31,240,3,241,..,8,0,8,0,8,..,74,31,104,0,104,..,657,55,712,8,722,..,3451,315,3763,25,3793,..,250,18,272,2772,3033,48827,3707,332,4033,2798,55660,94318,..,..,..,..,94318,..,701,10,708,3,712,..,71,0,72,0,74,..,130,0,130,0,134,..,102,31,128,0,135,..,227,76,302,4,303
50301,0,30,..,390,27,417,0,414,..,285,9,294,9,293,..,146,21,170,0,170,..,10,0,9,0,9,..,36,5,40,0,40,..,26,0,27,0,24,..,65,6,61,0,63,..,105,14,116,3,119,..,88,11,97,0,98,..,109,9,117,0,119,..,100,9,108,0,108,..,7,0,7,0,7,..,30,0,30,0,30,..,22,0,22,0,22,..,201,9,211,0,213,..,38,0,38,0,38,..,71,6,74,0,74,..,331,12,343,0,344,..,241,12,250,0,250,..,96,5,96,0,96,..,57,8,67,0,67,..,11,0,14,0,14,..,115,18,133,0,133,..,590,32,618,16,630,..,5182,425,5607,49,5660,..,112,7,119,1268,1381,29787,5298,428,5726,1318,36829,58567,..,..,..,..,58567,..,231,4,232,0,235,..,163,8,168,0,172,..,29,0,35,0,37,..,623,47,665,8,673,..,2024,337,2359,13,2377
50302,0,92,..,1240,87,1319,11,1339,..,911,168,1080,7,1084,..,360,121,478,6,488,..,17,0,18,0,18,..,328,56,385,0,389,..,122,30,157,0,160,..,94,6,107,0,107,..,243,32,275,0,271,..,185,13,198,4,207,..,357,22,378,0,383,..,207,24,229,0,232,..,9,0,9,0,9,..,158,28,184,7,187,..,156,4,153,0,153,..,318,26,341,3,346,..,187,0,187,0,187,..,160,7,167,4,171,..,818,36,854,10,861,..,713,56,770,13,777,..,142,7,152,0,154,..,253,46,300,0,305,..,32,0,33,0,33,..,551,146,701,3,701,..,1764,133,1899,35,1927,..,12426,1642,14064,131,14195,..,292,36,322,2599,2922,38295,12711,1675,14392,2728,55410,77482,..,..,..,..,77482,..,225,3,227,0,228,..,452,31,481,6,490,..,61,0,64,0,64,..,1160,237,1394,11,1404,..,3136,625,3765,19,3788
50401,0,73,..,982,88,1070,13,1084,..,933,138,1066,6,1074,..,173,24,200,0,201,..,14,8,26,0,26,..,108,28,137,6,134,..,94,19,116,0,116,..,94,5,105,0,105,..,115,18,137,0,137,..,201,33,236,3,238,..,118,11,128,3,131,..,90,14,102,0,104,..,3,0,3,0,3,..,270,43,312,0,310,..,194,7,195,4,200,..,152,10,167,0,167,..,240,9,249,3,254,..,134,15,152,0,154,..,725,44,767,12,771,..,231,25,254,0,255,..,101,0,106,0,108,..,179,34,210,0,211,..,32,15,44,0,44,..,935,485,1420,5,1421,..,1337,187,1523,24,1545,..,9026,1919,10949,109,11056,..,202,29,232,1568,1805,29820,9232,1952,11181,1678,42676,59632,..,..,..,..,59632,..,122,0,128,0,129,..,492,117,606,7,610,..,66,0,71,0,71,..,951,394,1342,12,1351,..,1406,587,1989,24,2012
50402,0,4,..,78,9,88,0,91,..,150,11,160,0,160,..,38,3,40,0,40,..,4,0,4,0,4,..,0,0,3,0,3,..,0,0,0,0,0,..,23,5,24,0,24,..,4,3,8,0,8,..,48,0,48,0,48,..,22,0,18,0,18,..,12,0,15,0,15,..,5,0,3,0,3,..,3,0,8,0,5,..,80,8,85,0,85,..,21,0,21,0,21,..,151,10,155,0,155,..,41,0,42,0,42,..,292,14,305,0,305,..,44,0,46,0,46,..,17,0,14,0,14,..,66,13,78,0,78,..,0,0,0,0,0,..,18,10,32,0,33,..,297,19,318,7,328,..,1487,129,1616,18,1636,..,69,5,75,866,943,18576,1560,132,1694,885,21152,36855,..,..,..,..,36855,..,105,5,108,0,105,..,11,5,16,0,16,..,77,0,78,0,79,..,17,0,21,0,20,..,115,54,166,3,169
50403,0,73,..,2884,349,3233,42,3276,..,497,58,561,3,565,..,112,14,126,3,127,..,72,48,113,0,118,..,67,15,83,0,82,..,169,23,193,0,193,..,233,18,254,4,257,..,185,58,237,6,242,..,167,29,198,0,198,..,125,10,133,0,136,..,75,15,83,0,90,..,26,0,25,0,25,..,193,37,232,0,232,..,623,20,645,0,643,..,219,17,233,0,233,..,1003,44,1049,4,1054,..,336,16,351,4,357,..,2178,95,2273,9,2286,..,267,32,299,5,301,..,260,25,288,3,288,..,278,53,332,0,332,..,18,9,28,0,28,..,1004,624,1629,10,1633,..,3497,664,4162,66,4223,..,15210,2739,17940,174,18122,..,401,80,474,3094,3567,52964,15602,2818,18420,3268,74650,105946,..,..,..,..,105946,..,837,11,848,3,852,..,1606,281,1886,9,1897,..,239,3,244,3,248,..,607,219,828,9,836,..,1040,292,1329,12,1340
50501,0,42,..,663,45,705,4,713,..,551,40,594,0,599,..,197,20,218,0,222,..,12,5,13,0,13,..,70,13,89,0,89,..,136,15,151,0,151,..,48,0,47,3,49,..,250,19,269,6,271,..,337,25,369,3,370,..,277,17,292,3,298,..,157,21,181,0,187,..,12,0,14,0,14,..,89,12,102,0,97,..,105,0,105,0,104,..,170,18,187,0,192,..,145,0,148,0,148,..,173,7,182,0,175,..,593,24,618,0,623,..,373,35,403,5,413,..,57,3,61,5,62,..,210,39,253,0,253,..,18,0,19,0,19,..,197,55,246,4,252,..,1140,107,1249,19,1268,..,8533,849,9385,77,9460,..,280,18,295,1844,2135,69538,8813,870,9678,1921,81136,138390,..,..,..,..,138390,..,1712,25,1740,8,1747,..,551,30,586,4,587,..,41,0,50,0,50,..,570,155,727,0,728,..,1095,308,1400,11,1416
