SA3_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
50502,414,103,131,17,664,159,20,43,12,232,123,51,111,17,302,75,42,186,7,308,479,108,349,26,964,349,155,534,31,1072,1725,302,587,38,2660,1246,460,829,82,2614,1446,738,854,104,3147,1658,1027,789,112,3588,989,1055,630,80,2752,1140,1129,548,69,2890,2602,2709,924,148,6382,1993,2277,397,97,4762,1658,2430,263,66,4413,1100,1814,104,37,3052,2961,7213,371,40,10589,1403,2163,602,35,4204,266,158,100,16,540,21784,23971,8347,1044,55139
50503,413,101,179,14,705,115,22,48,8,186,113,44,113,0,275,81,37,234,9,360,412,89,393,17,915,340,140,735,28,1241,1713,323,837,36,2911,1242,478,998,77,2791,1216,870,1099,59,3246,1416,1451,946,90,3902,867,1576,759,52,3253,992,1704,618,63,3379,2401,4206,1018,90,7717,1755,3813,448,81,6092,1292,3177,271,48,4789,716,2022,136,20,2889,1272,4701,212,33,6214,1417,3933,748,36,6131,257,229,122,11,612,18039,28906,9903,763,57609
50601,192,49,75,0,318,63,9,20,0,88,50,14,57,3,130,40,4,102,3,152,194,43,197,8,444,140,67,356,16,574,804,152,367,25,1350,527,236,459,53,1275,598,460,524,44,1626,648,739,436,30,1854,421,800,306,28,1559,509,854,269,19,1650,1097,2004,389,69,3558,803,1584,167,27,2580,611,1391,109,22,2126,351,774,37,15,1176,566,1782,89,15,2444,584,1473,283,17,2355,119,70,68,8,263,8311,12495,4319,405,25532
50602,149,38,59,14,256,34,4,17,9,60,30,17,37,5,87,32,15,86,13,146,119,32,111,12,275,109,55,180,16,353,493,112,223,17,846,376,174,267,53,869,428,276,263,53,1021,607,369,265,81,1313,411,370,196,59,1037,513,352,164,39,1066,1154,947,295,86,2483,893,779,128,59,1857,660,748,101,37,1543,479,578,28,21,1110,1133,1644,108,37,2915,663,687,177,18,1552,77,43,40,10,164,8367,7229,2748,618,18959
50603,274,55,80,11,421,96,19,23,4,148,69,34,50,6,163,50,37,68,3,155,229,62,135,22,452,191,93,189,18,485,886,165,224,29,1305,614,271,306,39,1225,723,494,376,60,1652,780,683,298,63,1825,500,683,235,42,1463,534,755,201,45,1537,1086,1740,370,92,3286,744,1424,170,44,2379,532,1375,127,34,2065,281,913,43,13,1257,705,2622,131,30,3489,510,1278,292,19,2099,99,41,39,7,192,8909,12738,3365,581,25591
50604,346,65,117,15,553,85,20,28,8,141,58,34,80,8,178,65,28,160,3,262,249,96,269,22,629,210,142,415,15,777,1270,308,454,24,2056,804,489,544,56,1895,816,838,563,53,2271,903,1078,562,73,2613,578,1083,354,37,2056,612,1119,320,39,2090,1294,2572,530,91,4485,854,2010,239,55,3154,605,1634,168,25,2431,321,976,65,10,1376,472,2296,108,23,2892,654,1837,381,27,2903,150,117,86,8,363,10339,16749,5425,599,33116
50605,129,14,28,5,171,66,7,16,0,90,49,9,24,6,82,22,8,56,3,91,150,12,91,5,266,120,20,144,7,292,641,46,165,9,858,441,91,197,22,754,544,195,273,11,1024,572,308,233,24,1135,302,320,187,13,824,355,385,152,16,912,740,1021,281,27,2063,530,957,123,23,1638,449,857,79,9,1395,268,619,41,12,934,607,1558,80,12,2251,436,927,219,10,1587,98,52,24,0,178,6515,7406,2415,213,16548
50606,54,11,21,0,89,27,6,0,0,33,18,4,18,0,39,13,0,31,6,48,59,11,49,3,128,48,20,79,0,146,232,33,110,3,382,172,49,122,6,352,170,103,146,6,421,218,205,105,11,543,117,271,87,8,478,169,316,61,3,554,431,717,110,15,1269,326,595,58,9,989,243,466,33,3,738,124,291,15,0,427,272,708,26,4,1011,246,728,85,3,1067,46,34,20,5,103,2993,4567,1179,81,8821
50607,80,12,41,9,141,33,0,5,3,46,31,11,23,12,77,15,5,31,4,56,78,17,36,13,150,84,22,76,16,197,251,29,80,13,380,210,43,88,37,384,261,83,118,33,497,378,105,113,42,643,224,120,100,19,464,273,119,93,40,528,562,379,155,44,1139,488,334,58,20,897,402,418,57,12,882,258,326,18,10,613,1070,2035,111,24,3240,286,415,111,7,818,39,27,18,3,80,5030,4491,1329,365,11213
50701,228,41,58,5,340,82,15,37,7,138,75,13,59,6,149,58,18,110,4,192,244,31,193,12,479,192,44,310,23,570,1001,131,351,28,1504,675,187,493,38,1388,680,374,533,36,1626,776,576,453,60,1867,567,624,408,37,1631,619,751,324,27,1718,1458,2150,553,72,4235,1218,1991,246,41,3486,1007,1828,175,21,3029,626,1282,78,15,2001,1170,3277,148,25,4624,805,1694,385,14,2900,112,81,53,6,257,11573,15118,4971,480,32145
50702,57,7,25,0,89,28,0,6,0,33,20,4,26,4,57,13,7,37,0,54,74,7,59,0,149,44,19,94,6,162,294,34,94,13,432,215,41,132,14,400,271,67,136,12,493,289,96,123,11,528,178,97,137,8,417,232,127,102,7,467,501,370,157,10,1035,351,380,69,15,808,387,420,71,7,882,261,329,21,3,601,932,1611,100,0,2647,326,442,128,10,901,35,18,15,3,75,4496,4068,1538,131,10234
50703,72,15,32,3,125,16,3,12,0,37,14,8,34,0,56,24,9,71,0,102,73,10,109,8,199,75,26,215,3,327,352,79,213,9,659,230,105,248,36,618,209,222,262,17,714,260,328,226,21,840,203,398,166,16,779,216,436,130,10,786,504,938,178,33,1650,396,757,77,13,1246,277,602,45,11,928,139,359,24,0,526,205,626,36,9,866,327,816,169,9,1323,36,28,39,3,109,3640,5783,2287,196,11898
50704,257,41,73,15,383,151,11,23,10,197,95,15,51,10,164,37,22,70,5,135,286,42,136,4,470,177,39,183,13,417,846,102,212,34,1193,711,142,284,39,1169,893,223,339,42,1496,953,356,327,41,1675,499,364,281,35,1178,630,450,215,28,1321,1173,1233,494,41,2947,886,1330,203,22,2442,762,1534,173,32,2496,524,1113,69,19,1727,1800,5505,265,27,7598,571,1362,290,16,2230,132,55,45,0,232,11379,13938,3737,430,29477
50705,221,35,125,3,388,78,6,39,0,123,75,20,97,3,197,59,14,156,0,228,293,47,275,17,633,246,67,599,17,925,1388,144,608,25,2163,963,248,712,58,1977,945,409,726,40,2123,1016,661,585,50,2316,679,844,471,36,2033,692,959,385,33,2078,1582,2382,541,53,4557,1112,2032,269,32,3442,916,1848,157,13,2939,511,1220,65,15,1815,951,2742,138,16,3843,1235,2842,482,22,4582,180,124,113,13,430,13164,16640,6551,441,36800
50901,121,27,26,0,166,69,9,12,4,103,48,9,31,6,90,40,8,59,0,111,222,21,153,7,399,151,38,223,4,423,991,90,240,9,1324,643,153,250,26,1061,697,251,284,25,1253,725,421,216,24,1379,372,411,155,9,947,477,412,122,13,1026,884,902,152,20,1956,596,745,58,9,1407,386,554,41,7,989,195,299,13,0,506,451,695,26,0,1177,512,909,201,11,1635,139,47,36,4,230,7696,5994,2293,178,16163
50902,132,17,23,8,180,65,7,8,0,82,53,17,22,0,92,53,12,45,0,106,211,26,101,5,348,161,30,177,4,367,972,74,163,11,1221,562,104,225,20,911,541,191,200,15,949,601,305,175,13,1085,312,267,118,11,695,397,326,81,10,809,775,673,119,19,1584,552,573,56,7,1184,399,448,32,7,887,200,292,14,7,511,489,612,39,9,1144,609,1071,170,7,1859,157,49,65,10,285,7236,5091,1833,161,14309
50903,43,9,9,5,60,20,5,8,0,31,12,0,15,0,34,14,0,16,0,31,68,8,34,0,111,42,11,42,0,95,249,32,66,3,353,186,32,66,6,289,196,79,65,8,347,215,104,44,3,367,104,113,28,4,244,149,117,29,0,299,312,239,44,10,602,172,197,18,4,395,148,164,13,0,320,89,85,3,0,183,203,209,12,0,431,194,358,62,3,612,65,16,10,6,101,2474,1786,586,59,4896
51001,35,6,18,6,70,16,16,16,0,43,18,14,123,3,157,3,10,133,10,149,115,116,139,15,390,34,79,138,16,271,132,151,156,28,469,76,123,153,24,368,108,131,145,22,408,113,116,120,16,367,58,89,89,5,242,88,124,71,13,300,293,311,129,7,747,303,286,40,5,632,268,322,32,6,622,151,188,10,4,350,293,453,25,3,773,297,466,184,17,967,68,77,104,13,266,2469,3070,1827,231,7592
51002,16,0,20,0,37,0,5,9,0,11,0,3,23,0,30,4,0,34,0,38,40,26,38,5,107,16,17,34,0,69,42,33,40,5,119,25,41,35,3,102,35,35,48,3,123,24,35,48,11,114,25,48,53,5,127,54,64,49,6,172,122,209,79,16,419,171,237,28,4,446,217,279,32,7,536,173,218,17,0,409,454,822,37,4,1318,169,289,41,3,504,29,31,30,8,91,1601,2389,693,90,4778
51003,9,6,12,0,29,0,0,4,0,11,0,0,12,0,19,6,3,17,0,24,13,10,25,5,46,10,13,30,3,58,24,9,27,10,71,20,13,34,10,77,35,29,41,3,111,40,40,37,3,118,33,51,56,0,137,52,100,52,6,210,214,307,80,4,605,187,305,23,5,524,253,407,50,5,710,210,292,15,0,522,667,1309,45,3,2018,211,412,42,5,663,18,21,13,0,48,2012,3316,603,64,5998
51101,28,8,12,0,46,15,3,5,0,21,8,4,12,0,19,0,3,20,0,25,39,7,46,0,88,17,10,41,6,78,187,12,36,3,235,117,23,61,3,213,128,43,47,6,222,144,83,43,10,276,80,86,25,4,197,111,98,27,0,242,248,234,48,4,529,151,170,20,9,345,119,163,11,0,296,49,86,5,0,137,169,204,11,0,382,168,290,61,0,521,34,19,17,0,66,1806,1546,547,55,3951
51102,15,3,3,0,22,9,5,0,0,9,0,3,10,0,15,7,0,12,0,23,22,7,21,4,53,7,6,25,4,39,88,13,26,0,130,56,26,32,0,111,59,23,38,0,121,83,34,20,5,146,43,32,20,0,95,71,57,13,0,142,122,108,23,0,256,101,108,16,0,223,71,79,3,3,158,51,43,4,0,90,76,94,4,5,185,103,150,31,0,286,28,8,12,0,46,1009,805,311,33,2161
51103,35,9,17,6,68,17,3,10,0,32,14,4,29,4,55,9,0,47,0,53,68,19,64,5,158,43,22,104,8,171,173,41,107,12,336,100,54,116,12,281,111,81,107,7,309,161,88,103,11,366,96,102,87,9,296,121,145,77,5,347,392,463,147,9,1012,357,423,62,24,859,343,498,48,18,906,228,315,30,4,571,577,1036,67,15,1693,270,520,116,6,912,70,43,59,6,182,3178,3878,1385,163,8606
51104,120,13,37,5,173,43,5,22,0,69,47,11,58,4,114,26,6,78,0,115,169,21,128,4,330,127,26,189,13,356,703,67,208,19,995,441,85,245,30,803,403,135,248,16,796,500,247,170,20,930,293,271,156,14,731,319,273,121,14,730,695,730,170,24,1615,511,616,87,10,1219,406,497,51,9,961,206,350,27,3,588,468,719,34,0,1222,552,926,196,16,1699,133,38,47,5,227,6165,5032,2277,203,13682
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
