SA3_CODE_2021,M_Y12e_15_19,M_Y12e_20_24,M_Y12e_25_34,M_Y12e_35_44,M_Y12e_45_54,M_Y12e_55_64,M_Y12e_65_74,M_Y12e_75_84,M_Y12e_85ov,M_Y12e_Tot,M_Y11e_15_19,M_Y11e_20_24,M_Y11e_25_34,M_Y11e_35_44,M_Y11e_45_54,M_Y11e_55_64,M_Y11e_65_74,M_Y11e_75_84,M_Y11e_85ov,M_Y11e_Tot,M_Y10e_15_19,M_Y10e_20_24,M_Y10e_25_34,M_Y10e_35_44,M_Y10e_45_54,M_Y10e_55_64,M_Y10e_65_74,M_Y10e_75_84,M_Y10e_85ov,M_Y10e_Tot,M_Y9e_15_19,M_Y9e_20_24,M_Y9e_25_34,M_Y9e_35_44,M_Y9e_45_54,M_Y9e_55_64,M_Y9e_65_74,M_Y9e_75_84,M_Y9e_85ov,M_Y9e_Tot,M_Y8b_15_19,M_Y8b_20_24,M_Y8b_25_34,M_Y8b_35_44,M_Y8b_45_54,M_Y8b_55_64,M_Y8b_65_74,M_Y8b_75_84,M_Y8b_85ov,M_Y8b_Tot,M_DNGTS_15_19,M_DNGTS_20_24,M_DNGTS_25_34,M_DNGTS_35_44,M_DNGTS_45_54,M_DNGTS_55_64,M_DNGTS_65_74,M_DNGTS_75_84,M_DNGTS_85_ov,M_DNGTS_Tot,M_Hghst_yr_schl_ns_15_19,M_Hghst_yr_schl_ns_20_24,M_Hghst_yr_schl_ns_25_34,M_Hghst_yr_schl_ns_35_44,M_Hghst_yr_schl_ns_45_54,M_Hghst_yr_schl_ns_55_64,M_Hghst_yr_schl_ns_65_74,M_Hghst_yr_schl_ns_75_84,M_Hghst_yr_schl_ns_85_ovr,M_Hghst_yr_schl_ns_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Y12e_15_19,F_Y12e_20_24,F_Y12e_25_34,F_Y12e_35_44,F_Y12e_45_54,F_Y12e_55_64,F_Y12e_65_74,F_Y12e_75_84,F_Y12e_85ov,F_Y12e_Tot,F_Y11e_15_19,F_Y11e_20_24,F_Y11e_25_34,F_Y11e_35_44,F_Y11e_45_54,F_Y11e_55_64,F_Y11e_65_74,F_Y11e_75_84,F_Y11e_85ov,F_Y11e_Tot,F_Y10e_15_19,F_Y10e_20_24,F_Y10e_25_34,F_Y10e_35_44,F_Y10e_45_54,F_Y10e_55_64,F_Y10e_65_74,F_Y10e_75_84,F_Y10e_85ov,F_Y10e_Tot,F_Y9e_15_19,F_Y9e_20_24,F_Y9e_25_34,F_Y9e_35_44,F_Y9e_45_54,F_Y9e_55_64,F_Y9e_65_74,F_Y9e_75_84,F_Y9e_85ov,F_Y9e_Tot,F_Y8b_15_19,F_Y8b_20_24,F_Y8b_25_34,F_Y8b_35_44,F_Y8b_45_54,F_Y8b_55_64,F_Y8b_65_74,F_Y8b_75_84,F_Y8b_85ov,F_Y8b_Tot,F_DNGTS_15_19,F_DNGTS_20_24,F_DNGTS_25_34,F_DNGTS_35_44,F_DNGTS_45_54,F_DNGTS_55_64,F_DNGTS_65_74,F_DNGTS_75_84,F_DNGTS_85_ov,F_DNGTS_Tot,F_Hghst_yr_schl_ns_15_19,F_Hghst_yr_schl_ns_20_24,F_Hghst_yr_schl_ns_25_34,F_Hghst_yr_schl_ns_35_44,F_Hghst_yr_schl_ns_45_54,F_Hghst_yr_schl_ns_55_64,F_Hghst_yr_schl_ns_65_74,F_Hghst_yr_schl_ns_75_84,F_Hghst_yr_schl_ns_85_ovr,F_Hghst_yr_schl_ns_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Y12e_15_19,P_Y12e_20_24,P_Y12e_25_34,P_Y12e_35_44,P_Y12e_45_54,P_Y12e_55_64,P_Y12e_65_74,P_Y12e_75_84,P_Y12e_85ov,P_Y12e_Tot,P_Y11e_15_19,P_Y11e_20_24,P_Y11e_25_34,P_Y11e_35_44,P_Y11e_45_54,P_Y11e_55_64,P_Y11e_65_74,P_Y11e_75_84,P_Y11e_85ov,P_Y11e_Tot,P_Y10e_15_19,P_Y10e_20_24,P_Y10e_25_34,P_Y10e_35_44,P_Y10e_45_54,P_Y10e_55_64,P_Y10e_65_74,P_Y10e_75_84,P_Y10e_85ov,P_Y10e_Tot,P_Y9e_15_19,P_Y9e_20_24,P_Y9e_25_34,P_Y9e_35_44,P_Y9e_45_54,P_Y9e_55_64,P_Y9e_65_74,P_Y9e_75_84,P_Y9e_85ov,P_Y9e_Tot
50101,336,672,1582,2121,2005,1510,1576,652,143,10602,107,113,309,428,482,399,302,127,24,2292,128,122,416,632,940,1200,1191,533,91,5250,29,8,48,69,87,135,210,173,51,817,7,17,43,24,31,52,122,165,112,570,0,3,19,8,7,14,4,9,7,78,79,60,281,346,375,258,243,166,89,1891,684,1002,2701,3623,3932,3580,3640,1820,520,21504,334,634,2097,3037,2464,1923,1452,593,170,12706,53,50,205,353,486,569,401,140,37,2296,68,91,280,503,807,1114,1382,623,193,5060,24,11,26,39,60,113,193,158,94,717,4,4,11,15,14,42,88,154,170,495,0,3,10,3,6,4,4,0,7,51,77,60,211,245,229,222,260,199,135,1632,558,857,2843,4195,4069,3979,3780,1875,814,22966,672,1308,3682,5155,4469,3440,3023,1252,315,23310,155,163,515,778,966,967,709,270,64,4584,191,212,696,1135,1746,2314,2572,1155,279,10312,52,19,76,108,141,247,408,329,150,1535
50102,669,1589,2940,3129,2704,2180,1779,708,174,15872,271,393,917,1030,992,716,403,154,29,4906,348,462,1490,1766,2333,2941,2360,931,159,12784,75,56,181,202,266,467,557,366,104,2278,18,12,39,53,77,147,383,423,204,1362,3,4,19,15,23,33,22,26,19,162,171,175,480,513,583,518,453,276,169,3338,1564,2693,6065,6711,6975,6997,5957,2880,854,40702,789,1796,3959,4210,3646,2772,1708,714,209,19797,167,221,792,909,1012,1063,639,198,57,5063,240,314,1037,1293,2100,2652,2473,1107,319,11534,56,50,131,129,154,310,473,359,153,1811,6,17,38,52,65,116,296,447,259,1292,4,0,15,13,10,21,21,27,20,126,154,147,382,330,372,391,408,361,272,2813,1416,2544,6350,6938,7342,7324,6019,3213,1282,42431,1461,3386,6899,7338,6345,4951,3485,1429,382,35672,444,609,1705,1942,2002,1779,1041,357,83,9970,583,776,2525,3065,4431,5595,4825,2037,475,24317,133,109,311,329,417,774,1033,729,255,4085
50103,136,252,515,595,602,597,675,238,45,3649,52,76,135,163,216,186,129,53,9,1024,70,88,201,274,495,824,662,260,55,2930,8,14,24,44,65,118,166,124,33,585,3,5,6,19,25,33,92,135,56,367,0,0,12,4,7,4,10,5,3,57,43,39,96,108,183,167,170,122,27,946,315,474,985,1207,1593,1929,1900,942,226,9566,131,264,699,865,828,843,629,256,47,4560,35,27,118,137,212,332,197,50,13,1122,35,52,114,207,384,622,652,273,61,2397,10,0,18,22,33,82,107,84,39,410,4,0,11,7,19,31,58,110,66,302,0,0,6,6,8,5,4,6,8,37,52,32,63,116,133,154,145,123,44,859,268,379,1023,1359,1619,2061,1789,903,286,9681,269,517,1210,1456,1430,1434,1304,496,90,8211,91,107,253,299,436,521,324,107,24,2148,104,141,314,485,881,1440,1315,532,117,5326,22,16,39,64,103,201,268,208,73,996
50201,721,1662,2666,2705,2527,2307,2449,1363,309,16712,192,270,759,839,882,752,562,299,56,4617,291,394,1088,1286,1965,2649,2654,1328,246,11917,95,73,144,192,266,407,622,508,198,2496,20,16,38,62,82,153,376,534,251,1529,6,4,17,15,20,18,32,20,5,141,152,199,457,550,573,471,470,439,235,3538,1471,2621,5170,5655,6310,6760,7165,4499,1299,40945,761,1902,3558,3728,3376,2798,2306,1224,335,19975,138,226,677,785,939,1245,784,324,65,5182,255,339,1017,1207,1850,2643,3208,1549,408,12487,79,40,109,133,204,336,617,579,227,2327,25,6,23,46,78,130,330,489,315,1441,0,4,11,12,14,21,19,24,13,123,144,164,323,340,371,380,467,553,436,3182,1402,2688,5711,6246,6832,7568,7731,4737,1794,44711,1478,3566,6222,6434,5903,5104,4757,2591,642,36688,332,495,1437,1622,1822,1999,1348,630,114,9794,546,735,2107,2496,3818,5293,5868,2877,660,24406,173,118,250,325,466,745,1232,1089,429,4816
50301,1097,2446,3072,3148,4150,3553,2887,1639,526,22514,28,52,99,107,142,169,128,112,35,877,37,31,84,107,234,319,320,311,113,1550,14,6,9,9,18,21,56,71,47,255,0,3,0,12,12,12,27,50,46,167,0,0,0,4,3,15,8,0,3,40,77,85,218,200,183,179,181,164,98,1383,1252,2628,3488,3579,4746,4270,3602,2355,865,26783,1155,2425,3113,3828,4684,3803,2772,1505,600,23887,16,33,50,80,159,195,235,180,75,1016,22,22,69,85,214,383,588,549,287,2227,10,3,10,14,10,24,61,128,77,328,0,3,0,10,9,17,35,66,79,220,0,0,3,8,3,15,6,3,13,55,85,107,171,135,140,160,217,193,184,1391,1300,2596,3416,4145,5226,4594,3913,2621,1315,29129,2254,4876,6183,6973,8837,7357,5655,3143,1128,46404,53,79,155,184,300,366,364,298,102,1891,57,51,149,193,450,701,907,867,403,3775,24,10,18,23,32,49,115,198,125,584
50302,679,3090,9920,8006,5148,3988,2900,1098,292,35137,56,147,516,420,409,399,213,101,26,2289,51,109,435,416,654,877,674,339,113,3667,17,25,69,66,75,85,115,107,53,610,5,13,26,26,31,61,120,149,146,574,0,17,39,23,21,26,28,22,22,194,62,298,1056,678,486,413,372,262,121,3749,871,3699,12060,9643,6824,5855,4413,2085,778,46225,827,3749,10716,7694,5247,3993,2630,1009,415,36275,50,160,343,258,371,429,312,107,43,2079,56,110,318,337,516,830,920,515,296,3897,10,12,44,35,46,78,111,109,105,555,4,4,20,28,48,75,156,241,279,849,0,3,35,25,17,40,25,56,83,291,70,286,778,447,301,272,328,251,236,2975,1020,4325,12249,8827,6547,5714,4480,2301,1450,46923,1506,6842,20636,15702,10398,7979,5530,2107,704,71409,106,312,857,682,778,828,527,210,62,4364,108,213,751,759,1170,1704,1588,857,418,7563,27,39,111,104,121,167,220,218,154,1169
50401,603,2040,5190,4845,3352,2355,1784,781,175,21126,95,163,473,466,532,463,250,121,24,2579,74,162,553,617,937,1293,1074,459,152,5316,31,23,78,89,119,197,214,201,65,1019,16,12,45,60,82,139,232,328,168,1066,0,10,23,27,45,49,48,42,30,274,72,141,412,369,299,277,218,205,87,2084,887,2543,6770,6477,5362,4767,3825,2143,698,33471,605,2040,5705,5230,3656,2617,1765,714,243,22571,58,128,362,327,452,552,290,121,38,2325,60,124,428,438,833,1191,1430,710,278,5478,19,13,44,84,99,142,245,207,136,994,5,10,33,74,111,172,294,413,323,1436,0,0,19,27,65,69,74,75,57,385,68,106,321,270,234,194,219,230,182,1820,818,2423,6917,6446,5459,4933,4297,2471,1253,35016,1208,4081,10890,10077,7012,4972,3540,1499,418,43699,155,290,837,789,987,1016,536,239,65,4905,136,290,979,1052,1765,2474,2504,1172,426,10798,48,36,124,171,217,336,459,413,201,2016
50402,349,848,1327,1504,1485,1268,1016,479,91,8376,65,109,302,286,366,332,187,77,13,1743,112,285,827,767,910,1067,846,343,78,5236,20,12,43,60,88,125,145,134,43,676,11,7,22,29,24,64,105,131,65,452,5,3,12,32,45,34,6,13,5,158,53,61,232,256,242,239,137,105,70,1391,613,1322,2764,2932,3173,3139,2451,1284,356,18028,392,782,1542,1862,1852,1518,1002,466,122,9537,47,78,195,241,357,407,220,80,15,1639,58,85,261,337,629,889,920,421,115,3708,20,13,18,31,55,90,160,132,56,584,3,6,9,9,24,42,109,140,79,417,0,0,8,11,7,4,9,6,4,49,44,39,121,107,127,123,130,139,122,951,562,1001,2153,2602,3050,3073,2544,1387,514,16884,740,1630,2865,3371,3340,2787,2020,946,210,17906,115,192,499,523,722,740,406,158,28,3388,167,372,1095,1102,1537,1957,1766,762,196,8946,48,30,61,90,151,218,303,265,99,1259
50403,1350,3447,6821,6907,4650,3210,2032,764,161,29340,250,412,1197,1178,1106,829,339,135,23,5480,304,491,1663,1798,2409,2746,1630,642,136,11816,86,61,213,272,300,379,363,239,71,1997,21,28,105,136,162,204,328,323,137,1446,4,16,73,92,94,89,71,33,21,498,179,230,726,689,651,480,303,208,132,3603,2213,4687,10807,11078,9377,7942,5068,2342,678,54182,1355,3586,8473,7867,5391,3498,1847,668,188,32880,178,320,1023,963,1155,1085,422,149,37,5346,219,362,1442,1389,2262,2602,1847,837,221,11168,62,35,147,202,268,354,384,268,95,1816,13,13,91,162,200,257,379,343,207,1677,6,9,67,126,145,128,103,77,47,703,165,217,561,470,415,332,342,265,192,2976,2003,4554,11804,11184,9849,8257,5325,2607,997,56569,2710,7041,15292,14771,10046,6707,3880,1434,346,62219,434,742,2222,2146,2259,1919,759,284,65,10825,521,854,3106,3188,4673,5343,3476,1475,351,22992,150,97,362,475,573,729,748,509,169,3814
50501,1584,4005,5886,7508,7351,5883,4530,1644,336,38736,216,297,775,999,1070,1117,739,253,54,5518,261,313,907,1282,2044,2678,2610,1017,247,11352,75,32,96,109,156,242,411,303,114,1531,9,6,34,37,41,60,216,248,129,770,0,5,17,20,20,21,15,31,18,148,111,161,404,507,543,422,318,247,146,2870,2265,4823,8119,10455,11226,10426,8842,3738,1048,60929,1581,3710,6862,9099,8402,6645,4078,1407,422,42195,105,173,487,673,1077,1455,938,298,90,5303,159,208,549,830,1681,2649,3230,1382,458,11160,43,18,46,71,99,194,434,338,201,1445,13,5,17,42,54,102,239,309,259,1034,4,0,17,10,22,26,26,41,24,183,82,112,289,257,270,287,356,361,291,2304,1989,4226,8271,10989,11606,11367,9312,4128,1745,63620,3165,7711,12745,16608,15760,12526,8609,3049,755,80934,324,474,1256,1676,2144,2580,1682,552,144,10822,425,527,1455,2114,3725,5324,5840,2393,704,22508,115,54,141,180,251,435,847,642,316,2979
