SA3_CODE_2021,M_Y12e_15_19,M_Y12e_20_24,M_Y12e_25_34,M_Y12e_35_44,M_Y12e_45_54,M_Y12e_55_64,M_Y12e_65_74,M_Y12e_75_84,M_Y12e_85ov,M_Y12e_Tot,M_Y11e_15_19,M_Y11e_20_24,M_Y11e_25_34,M_Y11e_35_44,M_Y11e_45_54,M_Y11e_55_64,M_Y11e_65_74,M_Y11e_75_84,M_Y11e_85ov,M_Y11e_Tot,M_Y10e_15_19,M_Y10e_20_24,M_Y10e_25_34,M_Y10e_35_44,M_Y10e_45_54,M_Y10e_55_64,M_Y10e_65_74,M_Y10e_75_84,M_Y10e_85ov,M_Y10e_Tot,M_Y9e_15_19,M_Y9e_20_24,M_Y9e_25_34,M_Y9e_35_44,M_Y9e_45_54,M_Y9e_55_64,M_Y9e_65_74,M_Y9e_75_84,M_Y9e_85ov,M_Y9e_Tot,M_Y8b_15_19,M_Y8b_20_24,M_Y8b_25_34,M_Y8b_35_44,M_Y8b_45_54,M_Y8b_55_64,M_Y8b_65_74,M_Y8b_75_84,M_Y8b_85ov,M_Y8b_Tot,M_DNGTS_15_19,M_DNGTS_20_24,M_DNGTS_25_34,M_DNGTS_35_44,M_DNGTS_45_54,M_DNGTS_55_64,M_DNGTS_65_74,M_DNGTS_75_84,M_DNGTS_85_ov,M_DNGTS_Tot,M_Hghst_yr_schl_ns_15_19,M_Hghst_yr_schl_ns_20_24,M_Hghst_yr_schl_ns_25_34,M_Hghst_yr_schl_ns_35_44,M_Hghst_yr_schl_ns_45_54,M_Hghst_yr_schl_ns_55_64,M_Hghst_yr_schl_ns_65_74,M_Hghst_yr_schl_ns_75_84,M_Hghst_yr_schl_ns_85_ovr,M_Hghst_yr_schl_ns_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Y12e_15_19,F_Y12e_20_24,F_Y12e_25_34,F_Y12e_35_44,F_Y12e_45_54,F_Y12e_55_64,F_Y12e_65_74,F_Y12e_75_84,F_Y12e_85ov,F_Y12e_Tot,F_Y11e_15_19,F_Y11e_20_24,F_Y11e_25_34,F_Y11e_35_44,F_Y11e_45_54,F_Y11e_55_64,F_Y11e_65_74,F_Y11e_75_84,F_Y11e_85ov,F_Y11e_Tot,F_Y10e_15_19,F_Y10e_20_24,F_Y10e_25_34,F_Y10e_35_44,F_Y10e_45_54,F_Y10e_55_64,F_Y10e_65_74,F_Y10e_75_84,F_Y10e_85ov,F_Y10e_Tot,F_Y9e_15_19,F_Y9e_20_24,F_Y9e_25_34,F_Y9e_35_44,F_Y9e_45_54,F_Y9e_55_64,F_Y9e_65_74,F_Y9e_75_84,F_Y9e_85ov,F_Y9e_Tot,F_Y8b_15_19,F_Y8b_20_24,F_Y8b_25_34,F_Y8b_35_44,F_Y8b_45_54,F_Y8b_55_64,F_Y8b_65_74,F_Y8b_75_84,F_Y8b_85ov,F_Y8b_Tot,F_DNGTS_15_19,F_DNGTS_20_24,F_DNGTS_25_34,F_DNGTS_35_44,F_DNGTS_45_54,F_DNGTS_55_64,F_DNGTS_65_74,F_DNGTS_75_84,F_DNGTS_85_ov,F_DNGTS_Tot,F_Hghst_yr_schl_ns_15_19,F_Hghst_yr_schl_ns_20_24,F_Hghst_yr_schl_ns_25_34,F_Hghst_yr_schl_ns_35_44,F_Hghst_yr_schl_ns_45_54,F_Hghst_yr_schl_ns_55_64,F_Hghst_yr_schl_ns_65_74,F_Hghst_yr_schl_ns_75_84,F_Hghst_yr_schl_ns_85_ovr,F_Hghst_yr_schl_ns_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Y12e_15_19,P_Y12e_20_24,P_Y12e_25_34,P_Y12e_35_44,P_Y12e_45_54,P_Y12e_55_64,P_Y12e_65_74,P_Y12e_75_84,P_Y12e_85ov,P_Y12e_Tot,P_Y11e_15_19,P_Y11e_20_24,P_Y11e_25_34,P_Y11e_35_44,P_Y11e_45_54,P_Y11e_55_64,P_Y11e_65_74,P_Y11e_75_84,P_Y11e_85ov,P_Y11e_Tot,P_Y10e_15_19,P_Y10e_20_24,P_Y10e_25_34,P_Y10e_35_44,P_Y10e_45_54,P_Y10e_55_64,P_Y10e_65_74,P_Y10e_75_84,P_Y10e_85ov,P_Y10e_Tot,P_Y9e_15_19,P_Y9e_20_24,P_Y9e_25_34,P_Y9e_35_44,P_Y9e_45_54,P_Y9e_55_64,P_Y9e_65_74,P_Y9e_75_84,P_Y9e_85ov,P_Y9e_Tot
50502,1554,4884,12715,11955,8633,6127,4526,2123,606,53115,164,297,994,1013,1058,915,512,240,74,5255,198,308,1215,1248,1858,2387,1969,1196,381,10767,52,47,147,176,231,325,390,406,229,2001,9,15,104,179,185,258,429,732,464,2376,6,12,91,127,140,133,116,109,82,812,180,332,1171,1033,748,567,462,438,260,5194,2160,5899,16440,15734,12842,10713,8409,5248,2090,79525,1548,5263,14661,13251,9310,6526,4384,2037,749,57738,118,256,740,700,1021,1226,771,358,128,5316,117,254,847,932,1727,2500,3030,1973,799,12166,46,30,111,155,210,319,497,615,380,2363,13,22,132,148,229,308,672,1024,721,3276,5,4,81,153,156,177,176,179,147,1083,192,304,992,765,518,482,561,562,480,4855,2033,6133,17562,16106,13176,11536,10093,6741,3411,86793,3096,10142,27382,25204,17948,12658,8906,4165,1355,110851,280,551,1727,1716,2082,2143,1290,596,200,10576,313,564,2062,2180,3579,4881,4996,3163,1182,22935,98,80,257,333,441,644,886,1024,611,4369
50503,1947,5083,8826,9311,7685,4890,2945,1296,278,42255,377,567,1593,1676,1511,1088,536,239,43,7630,475,698,2136,2367,3201,3176,2167,925,210,15366,130,86,262,360,371,440,445,332,116,2546,24,25,102,157,226,255,379,373,163,1715,8,20,78,131,178,150,107,59,21,758,262,338,848,873,849,634,368,345,188,4692,3220,6823,13841,14876,14020,10639,6953,3567,1025,74965,2063,5271,11180,11490,8808,5227,2792,1274,273,48381,242,400,1307,1366,1609,1397,731,300,79,7419,342,513,1673,1806,2885,3052,2669,1246,368,14558,108,78,186,263,291,408,521,365,206,2432,24,21,103,207,236,328,449,492,260,2116,7,11,79,179,213,226,154,79,56,1013,218,249,613,587,527,429,429,447,343,3846,3007,6540,15136,15905,14576,11066,7747,4207,1593,79768,4007,10357,20001,20799,16491,10117,5738,2567,556,90638,620,962,2892,3046,3119,2483,1267,542,121,15051,824,1212,3803,4171,6091,6231,4840,2174,578,29924,239,167,444,626,668,846,964,700,321,4978
50601,679,1805,4159,4978,2778,1748,1235,555,118,18054,152,273,732,744,651,462,243,91,20,3368,217,331,1122,1215,1437,1634,1167,452,97,7675,62,57,167,171,180,249,258,153,50,1342,14,24,49,75,83,125,178,171,59,792,0,3,34,37,39,35,32,30,14,222,159,167,446,473,398,320,183,130,72,2355,1283,2669,6706,7699,5569,4572,3302,1588,426,33806,729,1968,5349,5628,3007,1961,1274,497,111,20519,108,203,622,631,662,644,346,129,17,3350,183,314,930,953,1249,1523,1368,495,147,7160,49,44,95,126,161,236,267,167,70,1214,21,3,36,75,83,121,205,183,106,828,3,3,27,43,44,53,43,26,10,250,139,138,369,361,259,209,205,199,111,1995,1220,2679,7421,7810,5467,4752,3708,1701,581,35330,1406,3777,9504,10601,5778,3710,2511,1053,232,38573,258,478,1354,1376,1306,1105,584,224,38,6717,396,644,2053,2173,2686,3157,2538,947,248,14839,109,93,256,298,352,480,530,324,114,2562
50602,501,2247,6163,4750,2799,1925,1270,466,119,20238,88,162,486,386,453,440,207,75,17,2318,75,164,554,559,835,1131,774,320,87,4496,21,25,69,79,118,171,164,106,49,800,8,10,32,38,62,78,146,199,118,688,4,4,47,45,53,62,34,31,14,282,91,252,641,508,401,330,231,129,93,2685,794,2858,8000,6364,4716,4136,2820,1329,499,31498,587,2380,6336,4611,2887,1951,1208,425,147,20537,42,139,338,294,407,468,223,82,28,2016,63,118,398,422,604,914,945,411,181,4060,14,24,52,64,74,117,160,155,93,754,7,9,38,69,64,79,174,255,190,881,0,6,37,40,54,41,42,32,25,287,72,170,509,360,256,239,205,195,152,2151,783,2847,7709,5856,4349,3802,2968,1549,819,30685,1086,4625,12493,9362,5685,3881,2480,895,272,40777,131,296,826,682,855,910,434,157,39,4335,140,288,953,976,1438,2045,1716,730,266,8559,32,51,125,138,196,281,329,261,137,1554
50603,974,3692,6523,5513,4192,2863,2069,924,242,26990,96,185,374,382,448,435,242,99,36,2296,91,155,428,503,789,1079,1004,511,164,4727,35,22,54,100,129,126,183,161,60,874,13,18,64,61,89,129,194,246,132,943,0,16,40,49,42,41,53,44,16,295,82,240,552,377,295,254,165,204,157,2332,1299,4326,8042,6983,5977,4927,3915,2180,809,38464,1068,3320,6193,6097,4314,3134,2013,900,275,27319,53,121,280,273,418,515,353,160,55,2214,72,112,307,421,750,1124,1290,723,285,5082,15,21,48,101,91,131,215,226,144,987,4,14,39,81,130,149,260,288,204,1159,3,11,43,48,50,86,90,63,57,448,82,169,414,286,210,203,198,302,367,2238,1299,3762,7325,7298,5964,5338,4414,2666,1385,39451,2045,7015,12716,11611,8512,5993,4084,1825,519,54309,150,306,651,652,864,954,595,255,90,4516,168,270,734,923,1541,2205,2291,1231,444,9808,50,41,105,200,224,257,395,387,209,1868
50604,1118,3261,5634,6469,4361,2719,1869,828,185,26446,211,337,751,793,795,586,350,159,24,4005,255,452,1344,1570,1900,2040,1636,639,137,9980,81,67,160,238,285,299,389,219,78,1809,22,43,115,219,193,225,347,282,133,1582,8,20,137,172,175,130,83,50,22,800,171,215,602,655,558,364,278,202,132,3176,1870,4391,8743,10113,8271,6359,4947,2388,709,47793,1131,3192,6493,6994,4450,2879,1754,739,231,27866,127,233,548,642,885,767,430,169,51,3852,179,311,946,1126,1655,1918,1842,917,243,9127,56,44,125,178,207,282,384,266,135,1675,18,28,120,179,198,270,374,308,222,1716,6,22,130,164,166,166,133,73,54,916,169,189,491,447,366,279,300,287,221,2749,1689,4012,8846,9715,7933,6565,5217,2770,1152,47899,2252,6453,12125,13463,8811,5606,3619,1569,415,54315,337,570,1301,1429,1679,1349,778,333,74,7857,433,761,2293,2696,3552,3958,3480,1553,378,19103,135,107,283,411,491,583,774,488,211,3484
50605,460,1229,1960,2427,2068,1468,1290,692,178,11772,99,175,375,478,466,396,217,97,25,2327,150,185,506,643,992,1205,975,448,124,5218,41,23,57,85,129,165,201,158,41,910,7,5,21,26,32,65,134,169,88,555,0,0,9,20,27,29,15,10,8,123,58,77,198,222,206,198,128,109,75,1278,821,1699,3133,3909,3919,3523,2962,1680,539,22186,513,1189,2437,2973,2418,1774,1326,656,211,13499,61,101,293,337,440,510,304,137,32,2218,107,98,367,492,821,1060,1145,581,190,4860,22,14,37,48,71,123,180,178,81,755,9,0,28,19,48,65,140,166,89,561,0,3,14,26,22,14,23,22,11,136,63,51,149,166,138,153,140,167,123,1155,774,1455,3316,4061,3965,3690,3265,1902,746,23175,973,2417,4397,5407,4489,3234,2618,1347,389,25270,163,276,671,816,910,899,519,233,55,4540,250,287,871,1135,1814,2260,2125,1033,315,10076,68,39,92,133,205,290,385,333,129,1665
50606,231,525,1163,1270,824,541,334,136,29,5051,72,131,322,295,272,190,85,34,5,1413,106,150,566,570,681,690,411,151,26,3351,29,16,55,90,97,118,113,56,12,585,8,3,6,20,24,32,58,74,26,253,0,0,5,7,12,9,12,4,0,51,40,42,154,158,157,115,69,38,9,789,477,867,2278,2404,2068,1696,1076,500,113,11487,272,651,1751,1535,1021,649,344,125,29,6372,39,68,283,288,300,272,98,31,7,1381,94,102,444,386,529,593,444,151,41,2776,25,15,33,52,49,83,68,48,14,385,5,0,7,15,14,27,43,44,25,181,0,0,6,3,9,7,3,7,0,27,25,40,102,95,87,76,52,51,20,556,464,872,2620,2376,2012,1702,1054,455,138,11683,505,1177,2913,2804,1837,1189,673,266,51,11419,110,198,606,588,574,471,183,68,9,2797,200,250,1008,958,1216,1282,853,300,68,6127,50,25,90,137,142,203,180,102,29,971
50607,481,1558,2775,2357,1934,1639,1476,592,167,12986,29,54,131,145,143,165,136,62,14,871,20,33,138,129,276,386,399,221,70,1682,13,7,10,21,32,33,63,56,29,253,6,0,16,3,5,26,53,57,31,204,0,0,12,4,7,7,3,7,0,58,26,73,212,130,134,128,132,130,122,1088,571,1726,3304,2789,2533,2380,2263,1121,439,17141,447,1572,2911,2551,2144,1932,1329,570,190,13644,17,42,108,105,203,224,210,83,26,1016,23,50,95,106,233,391,650,368,149,2066,5,3,8,14,26,33,84,73,60,316,0,0,5,22,15,37,45,79,85,289,0,0,5,14,17,21,21,12,6,102,30,69,166,121,98,127,157,197,273,1237,524,1731,3303,2925,2740,2768,2508,1380,794,18666,931,3130,5686,4908,4079,3569,2802,1161,360,26633,44,91,244,249,342,387,346,146,40,1889,43,77,233,233,508,784,1046,596,221,3742,19,12,20,31,56,64,150,126,94,570
50701,918,2802,6047,6282,4316,2660,1783,617,146,25570,163,276,799,838,945,671,282,86,18,4083,193,306,1020,1192,1708,1931,1351,538,129,8373,38,38,105,132,188,290,288,261,66,1410,13,8,23,41,90,176,314,419,164,1254,3,8,19,16,34,32,45,58,36,260,114,184,512,539,410,293,262,231,121,2669,1449,3616,8528,9043,7693,6064,4328,2206,684,43615,998,3050,7396,7233,4921,3100,1657,534,199,29085,104,212,534,625,863,839,371,125,29,3702,153,235,682,859,1478,1858,1655,693,225,7826,30,30,69,105,161,241,327,292,109,1377,4,7,29,47,91,152,386,450,242,1413,0,3,14,23,29,58,67,65,60,329,85,146,381,333,275,261,274,284,233,2270,1378,3691,9116,9230,7819,6500,4725,2447,1097,46003,1919,5846,13443,13514,9239,5760,3436,1148,344,54656,264,487,1329,1460,1813,1512,651,217,53,7783,348,542,1702,2048,3187,3786,3012,1226,352,16199,73,68,180,244,346,528,615,556,177,2787
50702,298,823,1967,2064,1829,1680,1279,517,122,10572,32,60,150,173,211,222,129,49,17,1038,39,50,158,194,381,516,427,194,59,2021,14,10,20,28,47,63,71,65,23,333,6,5,9,7,24,34,81,143,101,403,0,4,9,3,7,15,11,17,13,78,39,61,238,211,212,172,131,133,101,1304,416,1005,2541,2681,2710,2703,2141,1119,436,15748,329,1004,2342,2335,2191,1973,1270,480,142,12073,24,24,101,100,166,229,148,74,14,885,17,32,109,147,283,429,530,287,110,1956,0,6,16,21,35,39,83,81,50,329,0,0,6,9,20,30,110,202,126,504,0,0,3,5,11,7,21,18,33,102,40,80,182,142,136,117,158,140,194,1193,418,1155,2759,2763,2845,2829,2318,1287,668,17038,621,1825,4306,4399,4023,3651,2552,1001,269,22643,52,89,254,277,375,456,274,115,31,1925,56,86,265,342,666,949,961,480,173,3975,15,10,34,47,83,101,159,150,66,663
50703,365,1026,2127,2341,1346,671,394,161,50,8474,75,152,451,369,368,201,82,39,7,1745,132,292,955,853,842,803,470,197,48,4600,32,37,90,86,102,132,126,75,13,695,16,16,32,41,43,71,95,96,35,444,0,0,22,41,44,16,18,7,3,153,73,81,311,293,200,127,113,43,23,1270,697,1611,3985,4013,2946,2025,1300,622,179,17385,348,1065,2706,2580,1400,807,436,172,44,9555,62,114,360,332,324,264,116,45,10,1615,89,138,512,505,704,709,507,225,93,3485,35,16,61,57,88,130,135,65,19,604,9,0,19,25,55,64,117,96,52,435,4,3,12,19,24,18,15,15,5,116,69,71,188,174,131,116,93,67,21,926,615,1406,3861,3697,2716,2106,1416,685,236,16734,720,2088,4829,4924,2739,1476,824,335,95,18029,136,265,808,694,689,469,196,86,13,3363,223,431,1469,1357,1547,1513,978,423,141,8086,68,58,146,137,189,260,264,136,33,1303
50704,1127,2860,4569,5328,5036,4065,3490,1586,483,28544,83,111,317,370,471,509,348,172,44,2413,76,106,292,389,817,1249,1208,701,243,5093,22,9,34,48,61,111,181,212,126,804,6,5,13,21,18,51,140,224,157,634,0,5,16,13,13,26,35,15,20,140,83,95,265,286,293,288,267,219,184,1976,1392,3193,5497,6462,6700,6299,5669,3123,1261,39601,1187,2904,5020,6362,5770,4652,3376,1449,553,31269,57,72,177,260,510,718,479,229,92,2595,78,86,217,351,815,1310,1835,1037,539,6270,7,13,26,38,49,106,220,300,207,957,8,7,13,30,29,79,193,293,316,976,0,0,6,16,19,28,39,47,57,211,86,90,222,208,206,227,283,280,344,1942,1419,3170,5679,7270,7400,7110,6428,3644,2102,44227,2307,5765,9591,11691,10803,8718,6862,3036,1037,59813,136,181,492,626,975,1224,833,400,133,5006,157,191,508,739,1631,2558,3045,1744,787,11361,31,20,52,82,110,217,409,511,334,1764
50705,1152,2738,4818,4699,3940,2735,1781,927,210,23002,292,422,1228,1263,1261,972,430,205,42,6115,416,507,1810,1775,2478,2934,1916,865,199,12908,117,65,215,230,263,401,438,299,99,2121,21,15,47,63,81,145,237,311,138,1056,3,5,16,21,38,21,34,22,0,161,198,381,818,811,692,541,321,308,166,4230,2201,4136,8944,8856,8748,7762,5146,2941,853,49585,1161,2912,6084,6070,4758,3106,1765,921,212,26978,170,278,1083,1111,1274,1193,561,264,48,5979,303,451,1502,1610,2383,2611,2237,1066,362,12533,89,61,139,192,211,385,509,301,139,2030,14,20,31,64,86,156,308,292,186,1157,5,3,14,28,28,23,28,24,14,166,187,244,524,440,388,320,349,398,267,3121,1928,3963,9371,9516,9137,7796,5757,3269,1225,51960,2316,5648,10897,10769,8696,5840,3540,1849,428,49978,456,707,2313,2376,2534,2167,991,465,85,12093,724,962,3312,3386,4861,5552,4152,1936,556,25439,206,127,348,427,474,781,951,605,235,4152
50901,360,757,1584,1702,1757,1651,1509,647,164,10128,164,183,392,391,422,427,294,120,41,2433,254,279,784,817,1084,1647,1359,575,147,6952,49,27,84,94,162,236,302,245,84,1284,15,14,57,49,62,107,233,307,155,991,4,9,23,33,39,32,20,15,10,187,129,100,284,304,328,374,331,228,110,2194,981,1369,3209,3391,3858,4472,4040,2139,712,24171,350,813,2055,2298,2250,2082,1501,672,225,12254,90,123,317,335,518,581,439,168,34,2597,127,161,449,549,947,1362,1384,675,209,5872,31,22,35,64,72,164,238,228,103,953,9,10,27,34,43,77,160,229,170,757,4,3,10,19,40,21,31,12,14,156,110,78,218,242,284,317,320,289,186,2032,719,1211,3111,3537,4155,4612,4076,2283,932,24631,714,1565,3641,4007,4010,3737,3005,1325,385,22381,251,307,708,718,939,1010,735,288,72,5037,383,444,1229,1371,2031,3015,2738,1253,349,12819,82,49,118,155,231,401,540,472,188,2242
50902,318,719,1379,1377,1392,1413,1223,495,77,8392,106,146,297,342,468,478,335,123,28,2330,151,176,583,721,1145,1766,1550,579,106,6781,27,23,71,116,159,297,422,220,63,1396,11,8,34,39,68,121,270,309,148,1004,5,3,8,6,11,12,6,12,12,65,157,187,510,488,593,616,507,314,86,3454,779,1267,2882,3079,3831,4708,4312,2058,504,23418,312,682,1689,1817,1714,1577,1089,450,116,9447,50,83,241,326,486,676,315,145,26,2353,82,104,401,499,968,1466,1487,520,167,5701,22,21,46,59,87,187,280,216,84,1002,4,8,19,27,33,75,159,229,129,693,0,0,14,11,7,11,8,9,9,63,119,107,270,309,404,439,404,329,149,2538,590,1017,2677,3046,3705,4433,3753,1894,686,21792,631,1402,3068,3195,3106,2988,2311,945,191,17843,158,233,544,666,953,1159,654,268,57,4679,234,283,983,1223,2112,3232,3036,1102,275,12480,56,40,119,167,241,481,704,434,144,2396
50903,105,294,571,586,568,478,393,135,32,3155,34,41,79,115,155,155,116,54,3,753,48,52,166,219,392,586,480,211,39,2184,14,11,22,36,48,92,133,87,32,473,4,3,8,7,14,30,103,114,57,353,0,0,0,7,3,6,5,7,7,35,48,56,111,143,154,182,162,86,28,970,259,455,953,1114,1341,1521,1387,692,203,7927,81,257,666,665,607,566,369,136,46,3393,21,28,78,123,159,232,130,49,14,830,26,45,126,165,284,451,430,207,68,1807,8,8,12,28,51,51,82,80,34,353,0,0,3,4,9,12,32,73,55,205,0,0,0,5,0,9,0,0,9,23,46,49,103,121,131,146,123,102,52,875,188,379,992,1109,1248,1462,1174,659,268,7491,195,550,1234,1251,1172,1045,758,270,77,6550,57,67,158,237,317,385,247,97,17,1583,72,95,296,387,677,1036,907,417,112,3990,22,13,37,64,104,143,218,171,64,827
51001,136,477,1299,1062,769,489,293,65,6,4603,109,116,305,314,277,199,79,12,0,1408,154,210,529,543,632,586,281,58,10,2995,67,54,103,100,113,123,84,27,0,667,49,20,70,74,107,114,112,60,17,619,5,4,13,15,29,21,31,33,7,167,164,190,446,378,432,358,189,67,12,2243,690,1072,2756,2480,2351,1889,1070,321,66,12699,223,597,1819,1455,968,676,256,50,9,6053,86,148,341,319,307,248,64,16,0,1527,152,162,432,443,463,488,224,49,14,2431,55,34,90,88,108,80,55,25,3,544,37,18,44,43,61,76,87,58,5,442,6,4,8,11,18,21,34,29,16,140,141,187,567,407,378,284,162,65,29,2225,703,1157,3289,2773,2305,1881,885,290,81,13358,359,1073,3115,2516,1736,1166,554,117,19,10657,193,265,649,633,581,447,141,24,0,2935,305,370,958,987,1094,1082,501,107,21,5424,129,90,187,191,214,201,141,47,7,1212
51002,138,388,1325,1224,718,462,109,17,0,4383,62,99,343,335,284,194,25,0,0,1349,63,99,458,514,514,476,106,20,3,2249,18,16,79,71,77,93,31,0,0,387,10,3,16,26,40,42,40,17,5,190,4,0,7,13,21,12,6,6,4,68,104,184,756,699,545,421,92,20,4,2821,388,798,2983,2884,2195,1705,405,86,19,11454,141,398,1449,1119,546,309,90,16,0,4067,42,64,215,202,147,118,28,5,0,815,36,82,282,261,295,251,72,10,4,1299,21,15,29,46,44,43,21,3,0,220,13,4,8,24,29,43,35,11,8,178,0,4,6,8,13,13,6,6,3,63,76,127,407,307,231,166,48,19,10,1388,323,690,2402,1964,1304,944,307,77,23,8031,278,784,2770,2349,1265,772,200,35,0,8450,105,163,555,533,431,313,56,5,0,2164,98,179,739,777,804,737,181,29,5,3545,33,37,109,117,121,131,48,9,0,607
51003,148,450,1378,1494,891,451,108,25,0,4942,58,88,344,402,318,191,29,8,0,1432,57,124,513,638,600,508,137,17,0,2591,18,16,63,73,62,62,30,10,0,342,4,6,16,15,40,42,39,21,4,180,3,0,10,20,16,14,3,6,0,70,136,180,628,665,469,330,97,23,4,2531,422,858,2957,3305,2392,1594,445,105,12,12092,123,417,1688,1538,838,358,86,21,3,5061,33,60,222,241,226,127,24,4,0,933,35,69,293,325,366,284,88,20,0,1481,14,11,29,31,50,42,29,9,0,206,6,4,5,17,28,22,32,13,3,127,0,4,5,6,4,3,6,5,0,33,88,126,429,377,266,175,59,14,3,1541,301,686,2670,2537,1766,1007,331,80,10,9389,267,869,3064,3026,1733,808,197,38,5,10004,95,150,568,645,538,317,55,13,0,2370,93,192,809,965,963,794,226,35,0,4074,32,23,87,103,112,105,55,22,0,550
51101,97,224,486,453,426,333,210,105,34,2369,49,54,123,109,134,149,64,45,5,733,44,38,159,229,355,438,331,138,25,1764,14,4,27,36,45,78,85,52,10,353,5,0,4,7,15,28,61,77,33,234,0,0,0,0,0,0,3,0,6,16,47,64,115,102,164,132,111,88,19,832,257,389,905,933,1145,1156,876,504,127,6288,92,244,653,575,524,389,246,130,31,2882,20,34,97,106,180,196,107,39,13,779,27,33,101,156,214,293,281,147,42,1297,8,7,10,9,17,50,63,78,41,287,0,0,5,7,10,23,30,71,41,185,0,4,0,0,0,7,5,0,0,15,33,39,77,115,104,96,93,81,25,664,181,359,941,974,1048,1060,835,535,190,6117,186,473,1143,1026,946,726,457,227,63,5249,71,89,215,214,307,344,170,78,15,1512,74,70,263,383,570,733,618,278,61,3061,20,13,30,47,70,127,152,132,51,643
51102,39,119,353,303,238,167,125,43,9,1393,26,28,58,66,114,73,45,13,3,431,28,44,101,120,182,287,192,50,10,1008,16,6,5,27,44,50,43,33,5,231,0,0,4,10,16,33,53,47,7,176,0,0,6,4,5,6,9,0,0,31,43,56,127,110,113,97,82,38,9,680,154,250,661,639,722,709,542,227,35,3946,46,168,499,380,267,190,103,37,11,1706,4,28,52,55,72,91,45,13,0,362,18,29,86,83,135,206,148,46,16,756,13,6,8,14,17,34,32,14,4,142,6,0,6,7,22,16,31,33,10,121,0,0,9,3,8,3,3,3,7,28,36,52,105,92,88,79,54,37,13,551,115,285,765,634,616,613,411,184,55,3672,88,288,854,678,507,355,227,81,14,3101,31,55,120,125,189,164,88,29,3,793,40,71,192,200,321,495,338,93,22,1770,24,6,20,41,62,79,75,44,11,368
51103,186,699,1595,1334,946,663,312,84,15,5825,107,179,430,381,374,266,97,21,0,1848,171,246,675,673,858,949,464,120,14,4172,48,37,78,99,138,176,129,61,13,766,12,15,22,43,62,97,116,69,24,464,3,0,12,21,20,22,15,11,0,98,106,265,655,544,500,430,228,98,18,2854,627,1445,3471,3102,2892,2597,1356,455,82,16033,216,692,1707,1420,975,685,245,78,22,6037,77,102,319,272,317,298,72,17,4,1471,100,200,426,494,649,621,378,118,25,3011,37,22,55,61,87,91,100,43,9,511,6,8,24,38,57,81,89,68,33,403,4,4,9,11,10,11,7,7,7,67,123,167,370,329,277,268,155,73,56,1818,568,1194,2906,2633,2368,2059,1041,407,154,13322,401,1396,3299,2757,1916,1353,554,158,29,11869,182,284,746,652,682,558,169,36,6,3316,271,443,1101,1168,1508,1568,847,238,37,7188,82,55,129,164,229,267,223,103,20,1279
51104,289,770,1456,1448,1344,1098,827,315,81,7628,151,200,433,424,494,439,252,89,18,2506,185,214,695,756,1133,1551,1173,432,107,6250,56,32,78,96,158,235,326,222,59,1260,12,7,27,36,60,143,262,292,120,961,0,5,11,16,12,17,18,27,12,112,192,197,529,523,541,504,358,240,88,3163,885,1419,3231,3296,3744,3980,3211,1623,484,21875,302,812,1879,1909,1779,1248,816,340,96,9176,93,120,352,375,520,657,394,117,19,2640,144,181,405,556,914,1221,1116,459,158,5154,35,33,53,84,91,149,228,203,78,958,7,8,14,19,30,77,172,238,133,709,0,8,9,9,11,18,26,27,19,120,164,160,343,418,375,370,337,220,123,2512,740,1320,3058,3362,3721,3745,3086,1601,620,21261,588,1583,3341,3354,3121,2351,1638,660,169,16804,245,319,786,799,1016,1098,645,208,34,5152,328,389,1107,1318,2051,2766,2292,895,261,11402,84,70,131,186,249,382,552,429,142,2219
59797,0,9,34,47,28,19,6,0,0,139,0,0,8,16,12,3,0,0,0,38,0,0,8,27,15,10,0,0,0,59,0,0,6,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,44,72,45,20,4,0,0,197,7,25,99,157,99,55,14,0,0,453,0,9,8,9,6,0,5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,8,0,0,0,0,20,3,11,14,11,9,3,4,0,0,61,3,13,49,54,34,18,4,0,0,173,0,0,8,16,12,3,0,0,0,38,0,0,11,27,15,13,0,0,0,61,0,0,6,0,0,0,0,0,0,16
