SA3_CODE_2021,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
50101,0,0,0,4,0,0,0,4,22,0,24,0,3,0,3,0,0,0,3,0,0,4,0,8,0,8,3,4,5,11,13,0,26,0,19,0,20,3,0,6,24,19,0,40,0,24,5,29,0,3,4,38,55,0,90,6,73,4,89,3,3,7,97,63,0,161,25,121,14,154,0,5,7,164,70,0,230,54,113,8,178,6,5,10,182,72,0,253,82,133,7,222,3,3,4,229,74,0,298,80,65,6,146,0,0,0,148,48,0,199,74,50,3,120,0,0,0,122,19,0,141,48,27,5,78,0,0,0,80,8,0,92,95,30,7,134,0,0,0,131,23,0,161,25,20,10,57,0,0,0,57,9,0,69,20,10,6,30,0,0,0,30,0,0,36,3,0,0,7,0,0,0,7,0,0,8,17,4,3,33,0,0,0,33,10,0,34,84,55,14,147,0,4,0,150,45,0,192,4,3
50102,4,0,0,4,5,4,9,19,41,0,59,0,3,0,3,0,3,3,3,20,0,25,3,15,4,14,9,11,16,35,28,0,62,0,31,0,29,10,10,19,52,82,0,139,0,51,3,55,11,7,23,76,149,0,232,18,113,9,144,22,36,51,196,239,0,435,41,185,14,244,11,13,27,271,182,0,448,103,191,14,308,11,6,25,328,213,0,544,171,185,21,379,4,4,11,392,177,0,567,158,133,12,295,0,5,11,312,136,0,443,129,80,19,222,0,3,4,223,63,0,291,134,43,6,185,0,0,5,190,53,0,249,253,53,21,325,3,5,10,332,66,0,398,85,25,9,126,0,0,3,128,39,0,167,64,12,9,86,3,0,3,89,13,0,103,22,7,3,31,0,0,0,37,5,0,37,47,11,3,59,0,0,0,60,16,0,78,157,87,16,267,15,6,15,281,120,9,417,3,7
50103,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,8,0,8,0,3,0,3,0,0,0,4,5,0,8,5,6,0,4,0,0,4,12,13,0,26,0,17,0,17,6,0,8,22,25,0,50,5,17,5,26,0,3,6,35,31,0,62,10,33,6,49,0,0,0,48,39,0,88,18,28,0,43,0,0,0,43,45,0,90,27,23,3,47,0,0,0,46,33,0,80,25,19,0,44,0,0,0,45,24,0,73,29,12,0,39,0,0,0,42,6,0,46,13,6,0,23,0,0,0,23,7,0,29,23,3,7,34,0,0,4,29,15,0,44,8,4,3,9,0,0,0,9,3,0,13,6,4,0,10,0,0,0,10,0,0,12,3,0,0,3,0,0,0,3,0,0,8,4,3,0,7,0,0,0,7,0,0,10,21,17,0,42,4,0,4,47,30,0,78,0,0
50201,0,0,0,8,3,10,13,18,66,0,84,5,6,0,8,9,0,4,12,18,0,35,0,16,0,16,5,8,16,35,37,0,65,3,25,0,30,12,21,32,62,75,0,137,5,48,0,57,24,21,41,93,145,0,248,14,147,16,175,25,48,71,249,283,0,537,44,196,16,254,17,26,40,295,218,0,511,73,199,12,281,9,23,29,310,263,0,578,137,175,11,323,9,6,23,340,212,5,560,166,110,9,283,8,4,10,299,161,3,452,131,75,6,217,6,4,9,217,68,0,293,116,40,12,167,0,0,4,175,77,0,250,214,59,33,303,6,0,6,307,73,0,378,98,34,3,137,3,0,8,140,44,0,184,77,11,5,89,0,0,0,89,19,0,109,25,10,0,33,4,0,3,39,4,0,43,67,19,8,92,5,3,4,96,21,0,116,118,92,18,231,11,9,21,253,148,7,409,3,4
50301,0,4,0,4,5,0,9,11,49,0,58,4,3,0,8,0,0,4,11,15,0,24,0,3,0,3,0,5,3,9,19,0,25,0,4,0,4,0,0,0,8,19,0,25,0,13,0,22,0,3,3,25,28,0,46,0,37,0,41,4,4,6,41,22,0,67,6,25,0,34,6,8,15,42,19,0,59,17,48,4,70,0,4,6,77,47,0,129,29,60,4,94,3,3,5,102,42,0,142,35,53,3,95,0,0,0,93,40,0,134,42,41,3,83,0,0,0,89,36,0,122,53,27,0,81,3,0,4,83,31,0,119,109,64,4,178,3,0,4,181,46,0,228,51,27,0,76,0,0,0,80,36,0,111,61,17,3,88,0,0,0,86,10,0,93,17,10,0,25,0,0,0,29,9,0,34,205,65,0,274,4,0,4,281,39,5,322,75,41,8,124,3,0,3,129,48,5,180,0,0
50302,6,0,0,3,0,4,8,16,62,0,76,0,0,0,4,4,0,0,7,11,0,19,0,5,0,5,3,0,7,16,16,0,31,0,12,0,11,11,6,14,24,34,0,60,4,20,0,20,5,12,15,37,38,0,77,4,48,4,59,0,7,14,70,60,0,130,15,61,9,81,0,3,3,92,78,0,174,29,82,5,120,0,6,5,124,84,0,210,76,89,9,171,8,4,6,176,89,0,266,79,84,9,163,0,4,7,170,65,0,233,116,65,8,180,4,0,4,187,43,0,237,128,49,8,182,0,0,5,181,42,0,222,239,74,9,325,4,0,4,325,45,0,372,72,18,3,96,0,0,0,97,35,0,128,90,22,0,119,0,0,0,117,19,0,142,29,3,0,35,0,0,0,38,16,0,51,248,33,9,284,9,0,9,290,26,0,313,100,38,4,140,3,4,8,146,66,4,217,4,0
50401,0,5,0,8,3,4,10,18,51,0,72,0,0,0,0,0,0,0,4,16,0,20,0,7,0,9,5,6,8,14,33,0,49,0,19,4,26,13,9,16,44,47,0,88,4,28,0,27,6,13,17,46,96,0,142,9,62,5,71,14,16,29,107,110,0,215,33,98,7,139,3,13,19,154,128,0,282,51,100,12,160,4,10,17,176,165,0,339,93,124,15,236,8,0,9,242,124,5,369,123,88,11,215,5,0,5,220,103,0,330,117,62,8,188,5,0,13,197,68,0,263,120,50,6,174,5,0,6,178,43,0,228,241,58,13,308,6,0,4,312,53,0,368,101,23,6,129,0,0,6,129,46,0,181,83,18,5,110,0,0,3,113,15,0,129,32,9,0,36,0,0,0,36,10,0,48,80,5,6,93,0,0,0,87,16,0,104,91,57,14,156,10,10,15,173,75,7,258,3,0
50402,0,0,0,0,4,0,5,7,23,0,29,0,0,0,0,0,0,0,0,0,0,8,3,7,0,10,3,3,8,16,15,0,32,0,8,0,8,8,3,5,16,17,0,33,0,12,0,17,8,3,9,26,48,0,76,10,39,0,49,7,9,10,60,42,0,105,7,45,4,53,0,3,11,63,47,0,109,27,44,5,79,0,3,3,85,74,0,156,44,56,5,102,3,3,9,104,60,3,168,51,49,4,100,3,0,3,102,47,0,147,42,17,5,64,0,0,3,69,27,0,94,77,18,8,96,0,0,0,96,30,0,125,121,33,8,155,0,0,4,160,34,0,199,50,20,10,73,0,0,0,78,13,0,89,42,9,5,53,0,0,0,53,6,0,65,15,5,0,19,0,0,0,19,8,0,30,42,3,0,49,0,0,0,49,9,0,59,77,22,12,111,0,0,0,110,43,6,166,0,3
50403,8,5,4,11,5,6,13,24,96,3,125,0,7,0,6,3,5,7,17,36,0,48,4,15,8,25,7,9,11,37,48,0,88,3,23,3,29,11,13,30,60,94,0,156,6,42,3,50,14,16,25,84,152,0,236,28,140,18,184,28,35,64,250,254,3,504,61,201,23,288,23,23,47,330,246,0,575,158,246,17,412,7,14,22,434,278,5,722,259,239,24,518,13,20,33,548,213,3,767,301,198,27,518,13,6,19,535,179,3,723,273,85,20,376,3,4,9,392,118,0,511,248,72,12,331,3,5,5,336,85,0,421,444,139,29,607,5,4,11,619,117,0,734,207,67,7,284,4,3,6,290,55,0,348,122,25,9,153,3,0,9,161,23,0,185,49,5,3,65,0,0,0,64,11,0,76,93,22,4,117,0,0,0,123,20,0,142,171,94,26,297,7,9,18,307,142,10,466,6,6
50501,0,0,0,5,5,7,5,11,54,0,69,0,13,0,13,3,3,8,20,19,0,39,0,16,3,22,4,5,11,22,26,0,48,7,28,3,37,4,15,20,55,58,0,115,6,46,0,61,3,11,15,71,109,3,187,22,102,17,136,16,28,49,183,124,0,304,26,160,10,197,8,8,22,210,115,0,332,81,179,11,272,12,6,17,285,167,0,459,188,217,12,422,0,4,5,431,199,4,624,210,173,10,396,8,3,15,411,129,4,543,222,109,7,342,9,9,12,355,108,0,466,222,86,15,317,0,3,8,329,75,0,402,447,158,25,629,3,0,6,633,121,0,754,173,45,14,233,6,0,8,238,67,0,303,196,35,9,243,4,0,4,242,24,0,266,76,6,5,85,0,0,0,85,14,0,97,203,39,9,256,5,0,7,260,34,0,298,238,115,16,367,9,4,12,380,119,7,510,6,0
