SA3_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
50101,257,500,1590,2314,2388,1591,416,44,3,9100,606,235,397,457,533,712,483,77,10,3513,53,39,140,191,205,191,75,19,4,907,28,14,47,51,52,30,11,7,0,247,945,789,2175,3015,3173,2528,982,147,18,13766,29,35,68,47,53,40,4,0,0,273,54,16,18,17,17,27,12,4,0,170,84,52,81,72,73,66,14,4,0,445,1028,839,2255,3086,3248,2590,1000,144,18,14203,515,102,170,216,327,753,2442,1546,457,6532,79,62,271,322,362,237,206,134,42,1713,1623,1002,2701,3624,3940,3580,3640,1829,520,22448,137,285,877,1115,1409,856,138,15,0,4826,709,322,1001,1895,1702,1388,481,52,0,7553,62,36,164,192,150,210,60,0,0,880,14,13,28,47,32,26,15,6,3,186,924,654,2075,3245,3294,2482,695,73,6,13450,11,9,26,21,28,20,5,0,0,127,58,12,38,53,44,48,15,0,0,269,67,27,58,76,78,72,15,0,0,392
50102,599,1460,3795,4450,4593,3572,721,57,3,19252,917,440,656,560,558,757,569,111,12,4582,88,79,199,241,291,382,98,16,3,1401,30,48,122,104,85,56,19,7,10,491,1626,2032,4774,5353,5534,4768,1409,193,22,25717,96,130,220,173,153,142,22,0,0,925,136,56,60,35,40,48,25,3,0,404,231,188,281,208,189,195,44,3,0,1330,1858,2216,5051,5559,5727,4959,1454,198,22,27052,1315,308,563,668,724,1590,4152,2483,703,12510,166,175,450,479,526,451,358,201,129,2939,3345,2693,6068,6713,6976,7002,5962,2880,857,42497,318,923,1974,2039,2668,1708,204,18,0,9859,1339,746,1868,2798,2597,2084,657,68,4,12163,78,91,346,226,223,298,66,13,0,1340,39,46,59,78,70,46,21,7,0,361,1776,1812,4247,5140,5561,4133,947,94,4,23722,81,61,109,80,91,87,8,0,0,518,204,72,105,133,112,92,12,4,0,741,284,136,215,212,206,182,24,4,0,1260
50103,141,265,597,782,950,912,327,65,5,4042,141,46,120,117,166,278,230,55,4,1157,7,19,35,47,82,91,51,6,0,334,11,13,26,26,23,19,16,14,4,144,298,348,775,969,1220,1301,623,135,12,5683,14,22,25,20,36,40,9,0,0,165,24,16,7,3,4,20,7,0,0,88,32,42,33,23,42,64,22,0,0,248,333,386,802,992,1257,1361,642,135,12,5927,250,48,77,106,173,423,1122,725,187,3102,43,36,95,116,168,138,140,83,25,845,622,473,985,1207,1601,1929,1900,942,226,9879,67,120,262,409,552,490,98,29,0,2022,220,108,342,507,578,640,243,41,0,2678,3,16,60,50,55,96,37,3,0,318,19,4,18,14,17,13,10,3,0,104,306,251,681,970,1197,1237,394,77,4,5117,9,8,16,24,21,29,0,0,0,93,24,9,12,15,14,20,3,0,0,101,32,11,27,36,30,52,4,0,0,191
50201,431,1146,2965,3470,3842,3133,636,43,0,15662,879,582,618,526,590,791,532,118,7,4646,66,80,226,247,294,350,94,11,5,1372,27,50,140,105,81,65,28,8,0,507,1402,1864,3951,4338,4807,4343,1295,183,9,22193,109,185,272,204,202,162,42,0,0,1173,214,63,61,36,31,82,30,4,0,517,320,248,329,242,229,249,73,3,0,1689,1726,2108,4281,4583,5041,4589,1368,186,10,23882,1144,321,465,541,738,1737,5421,4014,1110,15493,147,193,431,524,540,435,380,301,181,3136,3015,2623,5171,5653,6312,6760,7166,4504,1301,42513,177,732,1518,1803,2390,1630,205,10,0,8465,1273,985,1715,2180,2177,2044,580,48,4,11005,51,96,293,203,207,286,54,5,0,1191,38,42,72,57,65,45,14,9,4,347,1540,1854,3599,4241,4838,3999,859,69,5,21005,62,101,121,125,139,112,11,4,0,672,198,72,147,128,131,130,32,0,0,846,267,175,267,255,269,244,41,0,0,1515
50301,90,555,2056,2629,3586,2507,733,115,10,12277,974,1145,562,387,453,674,772,248,25,5242,57,62,85,77,80,82,57,19,3,515,12,15,30,37,28,19,10,4,4,158,1132,1779,2731,3124,4147,3289,1572,381,43,18203,15,52,87,55,101,84,19,3,0,413,207,104,42,10,18,25,29,5,0,432,223,157,125,62,116,108,47,8,0,852,1349,1943,2863,3189,4263,3394,1622,388,43,19044,1543,604,415,213,326,718,1833,1849,745,8246,73,85,217,182,163,156,154,124,80,1214,2969,2630,3489,3584,4747,4270,3601,2355,865,28511,45,463,1528,1361,1971,1216,241,25,0,6852,1184,1330,873,1546,1903,1460,671,138,12,9111,67,84,176,148,95,121,49,13,0,761,12,28,27,28,38,15,8,13,3,179,1303,1908,2611,3089,4006,2814,972,194,17,16907,9,27,57,44,73,32,6,0,0,246,202,82,46,65,76,60,12,0,0,540,210,102,105,111,148,94,15,0,0,792
50302,115,1214,7513,6785,4626,3099,711,65,0,24127,740,1249,1971,1131,742,845,703,143,12,7546,50,78,268,197,156,141,53,8,3,945,19,47,153,102,42,32,8,5,0,416,927,2594,9903,8213,5566,4117,1478,221,16,33033,16,84,249,206,165,184,35,5,0,943,145,118,132,56,40,50,32,7,0,571,164,204,374,256,203,236,68,12,0,1522,1089,2800,10276,8470,5770,4348,1540,235,16,34551,898,628,758,510,588,1115,2571,1652,662,9382,71,281,1037,662,476,393,299,204,99,3509,2058,3710,12067,9647,6826,5852,4417,2083,778,47440,87,1219,6327,3741,2916,1856,330,18,0,16491,957,1873,3070,2746,2079,1579,716,92,5,13116,52,107,462,353,117,171,60,5,0,1324,15,67,136,70,42,26,9,3,0,366,1114,3267,9993,6910,5148,3636,1117,113,5,31306,9,74,157,132,124,85,3,0,0,590,147,122,174,130,80,78,15,3,0,757,152,202,338,262,204,158,21,5,0,1347
50401,182,910,4312,4497,3556,2516,552,36,0,16558,654,897,1064,760,611,695,430,78,4,5199,26,61,132,152,123,127,36,3,0,667,6,40,124,81,50,40,5,3,0,353,875,1906,5635,5492,4336,3382,1026,124,7,22780,51,101,185,155,154,150,22,0,0,811,134,71,74,28,33,55,31,0,0,431,184,165,261,186,191,204,49,3,0,1249,1059,2076,5894,5676,4523,3581,1075,126,7,24024,866,332,468,434,558,952,2594,1877,623,8705,80,143,413,363,285,233,155,146,72,1892,2002,2554,6774,6481,5369,4775,3832,2142,698,34620,69,750,3144,2378,2389,1541,278,16,0,10561,793,1055,1865,2261,1666,1401,515,51,0,9605,25,64,353,259,106,151,52,4,0,1012,23,44,77,51,43,23,6,3,0,270,904,1913,5443,4950,4208,3112,845,73,0,21451,17,55,121,90,96,68,14,0,0,456,158,71,106,119,117,76,19,0,0,662,170,127,230,212,212,149,26,0,0,1124
50402,192,586,1385,1649,1937,1657,359,30,0,7800,415,273,207,191,284,380,286,61,4,2101,20,25,89,84,98,159,47,6,0,535,12,26,48,27,44,29,9,3,5,201,640,910,1735,1961,2365,2225,696,99,9,10638,29,45,76,43,56,53,9,0,0,317,85,35,14,11,20,23,21,4,0,206,115,81,90,50,73,82,34,4,0,522,753,990,1823,2008,2440,2308,729,105,5,11157,557,289,781,735,547,647,1627,1096,292,6573,53,53,156,186,188,186,92,83,56,1053,1369,1324,2763,2932,3173,3139,2451,1284,356,18784,94,348,746,872,1219,889,141,9,0,4312,572,390,625,947,1032,971,338,41,0,4910,26,39,154,101,88,113,25,8,0,547,9,18,24,17,28,18,8,0,0,126,700,787,1555,1934,2367,1994,503,55,4,9898,14,26,37,27,36,32,4,0,0,185,69,18,38,42,51,44,7,0,0,273,80,42,78,73,90,76,9,0,0,454
50403,637,2058,7031,7767,6371,4438,895,57,4,29246,1400,1203,1330,1141,908,948,574,109,10,7611,75,93,328,286,278,269,71,11,0,1404,32,127,251,186,107,66,20,8,0,790,2138,3468,8940,9386,7661,5716,1556,176,14,39057,118,258,338,243,237,189,28,0,0,1412,344,122,64,53,42,66,32,5,0,725,462,380,395,294,277,254,67,4,0,2134,2598,3853,9335,9680,7944,5973,1620,177,14,41186,2108,613,771,741,831,1546,3233,2013,571,12433,181,230,714,666,612,421,219,152,87,3286,4885,4696,10820,11092,9382,7946,5074,2345,678,56904,249,1470,4207,3961,4023,2498,339,11,0,16763,1814,1665,3302,3737,2961,2241,603,61,3,16392,60,111,610,355,270,238,62,3,0,1712,55,87,145,88,90,57,15,4,0,546,2170,3333,8274,8141,7345,5038,1022,81,10,35409,89,143,198,175,164,112,15,0,0,898,339,133,226,215,133,101,13,0,0,1165,427,276,428,390,306,215,27,0,0,2066
50501,635,2042,5344,7909,8453,6200,1194,49,4,31823,1875,1565,1115,908,1005,1437,1182,162,14,9264,77,98,250,296,318,388,161,18,0,1612,16,51,109,104,92,75,17,4,0,470,2605,3751,6823,9220,9867,8099,2550,236,16,43172,94,191,267,198,215,235,40,0,0,1235,479,149,88,42,38,69,46,4,0,920,579,341,355,238,254,298,81,7,0,2155,3182,4087,7175,9460,10124,8399,2633,239,16,45320,2070,573,559,512,594,1643,5948,3355,949,16197,113,165,386,483,513,394,265,151,79,2545,5365,4822,8116,10457,11225,10433,8847,3747,1044,64062,223,1304,3403,3605,4822,3207,474,18,0,17053,2486,2051,2515,4615,4466,3959,1188,93,3,21378,80,97,601,491,246,440,120,6,0,2084,32,44,85,98,71,55,21,10,0,411,2820,3490,6604,8809,9608,7667,1805,126,3,40930,40,60,101,119,128,85,8,0,0,545,429,124,120,182,156,122,37,0,5,1175,471,185,217,302,280,208,45,0,7,1721
