SA3_CODE_2021,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_SAR_Ch_0_4,F_Hong_Kong_SAR_Ch_5_14,F_Hong_Kong_SAR_Ch_15_24,F_Hong_Kong_SAR_Ch_25_44,F_Hong_Kong_SAR_Ch_45_54,F_Hong_Kong_SAR_Ch_55_64,F_Hong_Kong_SAR_Ch_65_74,F_Hong_Kong_SAR_Ch_75_84,F_Hong_Kong_SAR_Ch_85ov,F_Hong_Kong_SAR_Ch_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot
50502,3,3,8,49,13,14,12,6,0,114,0,63,94,828,290,263,143,56,23,1764,0,3,4,46,35,57,95,69,48,363,3,16,15,33,9,14,21,24,7,147,25,153,278,1309,774,952,874,644,300,5300,0,3,0,8,4,12,3,4,0,39,0,8,13,136,37,25,12,4,4,239,0,8,26,181,65,56,118,65,27,543,0,0,6,16,9,39,90,126,89,380,0,23,29,168,55,47,50,16,9,394,31,135,266,1659,222,207,173,133,59,2883,0,19,46,251,110,60,37,19,4,545,0,29,34,274,79,68,36,19,3,541,3,26,49,174,78,35,25,4,0,390,5,36,40,694,77,77,76,52,20,1076,0,24,31,225,85,158,505,503,338,1869,3,23,33,193,144,55,16,8,0,482,5,9,15,192,39,10,10,4,0,278,0,6,5,16,8,10,10,3,0,58,5,73,77,557,219,204,216,89,25,1465
50503,0,0,4,16,7,27,13,10,0,66,0,6,24,300,113,93,39,10,5,593,0,5,7,36,21,36,47,28,13,192,0,26,41,67,24,16,26,10,8,210,24,524,1409,3144,2734,2360,1560,1121,392,13268,0,5,3,17,4,11,6,0,0,49,0,0,3,36,13,19,10,8,0,90,0,8,13,120,80,65,93,49,15,442,0,0,0,10,0,12,12,18,11,66,0,8,11,85,28,18,11,4,0,170,10,85,152,1117,253,182,168,92,22,2080,3,23,23,189,87,33,11,3,0,380,0,8,25,110,48,38,11,0,0,245,0,15,24,124,44,23,7,3,0,241,0,64,111,464,130,89,79,49,20,1004,0,4,11,69,32,77,120,92,56,461,0,6,14,77,39,9,11,6,0,151,0,0,8,73,23,14,3,0,0,118,0,4,6,13,9,13,5,0,0,51,5,41,60,300,117,138,94,27,13,800
50601,0,5,5,17,5,6,8,0,4,42,0,21,14,206,74,43,32,5,3,398,0,0,0,10,0,5,0,5,3,20,0,8,4,11,6,0,0,0,0,33,5,71,148,516,573,1006,737,462,156,3675,0,0,3,18,5,3,3,0,0,32,0,0,4,15,10,7,4,4,0,44,0,0,9,33,22,22,44,38,8,179,0,0,0,0,0,0,0,0,0,7,0,3,0,47,12,3,8,0,0,73,11,221,166,1821,196,142,104,38,13,2718,4,24,33,189,66,36,8,3,0,358,0,7,3,27,10,5,0,0,0,56,0,0,7,29,6,0,3,3,0,45,0,25,12,53,16,28,28,18,4,175,0,0,0,12,0,21,32,34,8,111,0,3,3,38,18,5,4,4,4,75,6,16,5,87,11,0,8,0,0,136,0,0,0,8,3,7,0,0,0,26,4,38,70,354,102,84,71,26,3,752
50602,0,0,0,12,5,5,7,8,0,33,3,20,70,494,175,138,59,22,3,987,0,0,3,6,3,8,9,7,11,47,0,10,5,21,3,5,4,4,0,48,0,23,75,364,217,354,284,178,86,1590,0,0,0,14,7,7,4,0,0,30,0,0,0,42,3,7,3,6,0,62,0,0,10,52,22,10,23,16,14,152,0,0,0,0,0,0,3,5,3,20,5,0,20,118,20,14,10,9,3,194,18,70,76,657,91,81,70,52,37,1157,7,17,36,232,99,26,47,5,5,476,0,4,11,74,17,5,4,0,0,121,0,3,11,34,7,8,5,0,0,69,4,4,13,171,17,29,19,17,5,281,0,4,6,51,15,25,75,118,57,351,5,0,8,94,53,16,7,0,0,179,0,7,15,198,29,16,10,0,6,286,0,0,4,9,0,4,8,3,0,28,0,26,83,397,119,97,65,31,9,828
50603,0,0,3,16,5,11,7,4,4,44,7,117,211,1210,408,250,151,34,24,2421,0,0,0,10,3,11,11,7,6,38,0,16,3,22,5,0,5,8,9,68,0,90,141,267,289,491,417,390,165,2257,0,0,0,9,7,0,7,4,0,26,0,4,5,21,8,8,0,3,0,47,0,3,8,27,21,22,30,25,8,152,0,0,0,4,3,5,7,3,0,20,7,13,83,199,35,60,33,10,0,445,33,239,471,1877,463,229,138,95,52,3604,0,37,124,444,173,95,88,24,9,993,0,6,20,100,21,16,12,3,4,185,0,8,19,42,26,3,7,0,0,109,0,21,12,59,27,28,26,15,10,210,0,7,0,24,7,27,89,64,60,279,6,6,17,64,47,18,15,4,3,173,5,45,55,298,118,47,16,9,0,589,0,4,7,9,13,10,5,3,0,55,10,133,470,1004,494,433,404,149,41,3134
50604,0,0,0,14,17,16,12,0,0,60,5,69,163,785,362,222,100,25,14,1741,0,0,0,10,7,3,11,12,0,43,0,18,28,34,12,7,4,4,0,103,7,66,115,379,447,833,686,627,211,3374,0,0,0,26,6,11,3,0,0,46,0,0,0,6,7,10,5,0,0,34,0,0,5,32,20,32,39,28,3,165,0,0,0,0,0,0,0,6,0,13,0,11,17,107,14,21,15,3,0,184,33,210,347,2095,385,254,218,111,38,3687,4,61,85,484,211,95,68,28,3,1034,0,10,34,93,14,13,3,3,0,179,0,11,18,109,59,28,6,3,0,240,0,15,4,59,19,36,36,23,9,200,0,0,3,20,11,37,87,56,47,254,3,0,7,48,31,9,5,0,0,101,3,16,14,163,39,20,13,4,0,275,3,0,7,29,22,15,11,0,0,82,15,94,205,721,320,359,252,90,20,2082
50605,0,0,4,3,4,7,4,0,0,22,0,10,9,108,36,30,14,6,0,214,0,0,0,0,3,8,7,3,0,21,0,0,0,0,0,0,3,4,6,8,7,33,82,278,383,592,554,441,165,2528,0,0,0,6,0,3,3,0,0,9,0,0,0,15,3,8,3,0,0,38,0,6,9,26,27,22,48,32,3,169,0,0,0,0,0,0,4,0,0,7,0,0,0,27,3,7,0,0,3,43,3,39,25,322,47,41,48,36,14,576,0,10,9,55,28,20,9,3,0,134,0,0,6,11,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,8,15,66,31,29,25,33,10,211,0,0,0,9,8,17,56,51,36,177,0,0,0,22,12,6,0,0,0,43,0,0,0,18,7,0,0,0,0,27,0,0,0,4,0,5,3,0,0,20,0,4,10,99,35,41,39,8,5,243
50606,0,0,0,0,0,0,0,0,0,6,0,0,3,18,12,3,3,0,0,38,0,0,0,5,0,5,0,3,0,9,0,0,0,0,0,0,0,0,0,5,0,14,59,255,257,368,230,152,38,1379,0,6,0,12,0,3,0,0,0,25,0,3,0,9,0,0,0,0,0,15,0,0,0,10,9,10,7,0,0,41,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,10,0,21,22,253,19,21,18,6,0,358,0,0,4,20,3,0,0,0,0,32,0,0,0,7,0,0,0,0,0,10,0,0,0,6,0,0,0,0,0,4,0,4,0,27,8,7,10,4,0,56,0,0,0,0,0,6,9,6,4,28,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,20,21,7,8,4,0,63
50607,0,0,0,7,6,8,3,0,0,32,0,23,48,213,69,80,26,6,4,464,0,0,0,3,0,11,3,0,5,29,0,0,0,11,4,5,0,4,0,23,6,34,62,216,187,277,216,146,85,1221,0,0,0,0,8,0,4,3,0,11,0,4,0,31,4,3,4,0,0,49,0,4,3,20,8,8,11,15,6,81,0,0,0,0,4,3,11,5,7,34,0,0,17,39,16,17,17,0,3,121,0,20,21,216,61,47,34,30,12,442,0,6,35,141,63,48,32,12,3,342,0,6,3,85,15,22,7,0,8,149,0,3,6,10,3,6,0,0,0,28,0,3,4,70,17,24,20,16,3,150,0,6,0,35,12,14,34,23,16,136,0,4,10,44,15,18,10,4,0,110,0,0,3,60,25,16,4,5,0,118,0,0,0,0,0,3,4,0,0,11,0,14,49,239,88,104,104,45,12,649
50701,0,0,0,23,26,15,12,3,4,80,3,28,61,423,155,93,54,14,4,833,0,0,6,76,34,115,157,81,72,551,0,4,5,8,4,3,6,5,4,43,3,109,233,894,658,855,575,325,123,3776,0,3,0,8,0,10,0,0,0,28,0,0,0,93,24,14,0,0,0,141,0,16,15,130,43,39,40,24,12,316,0,0,0,0,3,3,0,6,0,11,6,3,17,81,17,23,12,0,4,159,10,67,67,633,133,80,64,27,14,1102,5,12,31,225,97,44,33,10,0,453,0,13,10,110,22,9,6,3,0,178,0,0,0,10,0,3,0,0,0,14,6,16,18,166,49,31,19,19,5,337,0,9,9,114,29,84,205,181,118,754,0,8,8,78,44,15,5,3,0,167,3,5,11,140,30,20,3,0,0,211,0,4,0,13,7,11,5,0,0,30,0,25,76,349,141,105,76,34,8,809
50702,0,0,4,22,6,6,6,0,0,37,0,7,10,29,11,8,8,0,0,71,0,0,0,6,3,12,22,12,13,68,0,0,0,0,0,0,5,3,0,14,3,37,71,375,283,354,286,168,60,1640,0,0,0,0,0,6,0,0,0,3,4,5,7,74,25,11,3,0,0,127,0,3,7,83,25,21,20,23,3,199,0,0,0,0,0,0,0,0,3,7,0,0,7,12,6,7,0,0,0,34,0,4,7,24,11,12,11,13,0,89,0,4,9,28,15,10,9,0,0,73,0,0,0,9,6,8,3,0,0,20,0,0,0,0,0,0,0,0,0,7,0,8,8,82,26,35,11,15,5,188,4,3,13,40,20,36,96,132,116,453,0,0,0,31,24,12,7,0,0,77,0,0,0,7,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,7,3,19,20,15,17,8,0,89
50703,0,0,0,14,8,6,10,0,0,35,0,3,3,63,31,25,8,4,0,140,0,0,0,4,14,8,6,3,0,36,0,3,3,6,0,0,0,0,0,6,0,31,68,266,209,371,234,202,91,1478,0,4,5,11,4,9,0,0,0,27,0,0,0,11,3,4,0,3,0,17,0,0,0,18,9,6,12,10,4,64,0,0,0,0,0,0,0,0,0,0,0,0,3,14,3,4,0,0,0,30,9,42,57,577,45,62,31,12,3,841,0,3,12,66,24,8,8,0,0,125,0,0,4,10,7,0,4,0,0,23,0,0,0,9,0,0,0,0,0,13,0,3,4,36,3,5,6,7,0,67,0,0,0,10,0,4,19,11,5,47,0,0,0,23,13,0,5,0,0,47,0,0,3,52,7,6,3,0,0,74,0,0,0,0,0,4,0,0,0,3,0,8,20,66,35,25,9,8,0,176
50704,0,4,3,16,10,9,9,3,3,59,5,68,76,589,221,201,92,41,28,1321,0,0,0,15,9,26,40,20,0,110,0,4,0,9,0,7,10,10,8,56,12,142,220,541,587,701,603,466,235,3499,0,0,0,6,5,6,3,0,3,26,0,11,5,49,22,16,12,4,4,121,0,6,16,70,38,29,55,29,15,251,0,0,0,6,4,3,9,7,8,40,6,24,37,96,47,64,74,16,8,372,12,50,76,327,151,156,126,72,39,998,5,25,56,380,165,155,159,63,15,1020,0,8,25,140,51,28,32,10,3,303,0,12,3,25,11,4,3,3,0,59,0,15,14,76,48,62,42,31,9,305,0,12,15,50,34,49,146,77,75,453,0,3,14,56,59,21,13,5,3,182,0,24,19,148,68,27,17,4,0,305,0,0,0,4,10,6,3,5,0,30,4,65,134,565,326,292,423,148,44,1993
