SA3_CODE_2021,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Brazil_0_4,M_Brazil_5_14,M_Brazil_15_24,M_Brazil_25_44,M_Brazil_45_54,M_Brazil_55_64,M_Brazil_65_74,M_Brazil_75_84,M_Brazil_85ov,M_Brazil_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_SAR_Ch_0_4,M_Hong_Kong_SAR_Ch_5_14,M_Hong_Kong_SAR_Ch_15_24,M_Hong_Kong_SAR_Ch_25_44,M_Hong_Kong_SAR_Ch_45_54,M_Hong_Kong_SAR_Ch_55_64,M_Hong_Kong_SAR_Ch_65_74,M_Hong_Kong_SAR_Ch_75_84,M_Hong_Kong_SAR_Ch_85ov,M_Hong_Kong_SAR_Ch_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot
50101,0,0,6,29,3,9,0,0,0,51,1418,3695,2231,4317,2713,2388,2407,1089,307,20568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,32,3,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,4,0,3,25,24,7,11,0,0,77,0,0,0,14,0,0,3,0,0,16,0,0,3,10,8,0,0,0,0,19,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,6,0,0,7,0,35,74,314,288,452,481,357,82,2090,0,0,0,5,3,0,0,0,0,6,0,4,8,55,8,10,4,0,0,84,0,0,0,52,8,14,36,26,7,139,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,10,62,10,5,12,14,3,115,0,12,8,4,4,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
50102,0,0,0,3,0,0,0,0,0,5,3003,6773,5029,9420,4898,4736,4070,1846,484,40260,0,0,0,14,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4,6,22,16,11,9,4,0,69,0,0,0,3,0,4,0,0,0,13,0,7,11,72,8,5,5,0,0,105,0,0,0,0,0,0,8,7,0,22,0,0,0,11,0,0,0,0,0,21,0,53,124,315,443,721,610,412,121,2799,0,0,0,27,4,0,0,0,0,34,0,0,0,17,0,11,3,0,5,37,0,0,10,11,12,25,72,39,4,167,0,0,0,0,0,0,3,4,4,12,0,6,0,16,0,6,0,0,0,28,0,31,17,196,45,21,15,13,6,336,0,7,8,21,6,0,3,6,0,48,0,4,0,16,3,3,0,0,0,33
50103,0,5,6,18,0,3,4,0,0,31,528,1302,970,1629,1129,1322,1234,553,136,8806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,5,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,8,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,6,0,9,11,67,107,215,225,159,28,822,0,0,0,0,0,0,0,0,0,5,0,3,0,16,4,4,4,0,0,32,0,0,0,12,5,4,18,10,0,53,0,0,0,0,0,0,4,0,5,12,0,0,0,3,4,0,0,0,0,4,0,0,0,11,0,4,0,3,0,29,0,4,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
50201,0,0,0,9,0,0,0,0,0,9,2684,5650,4290,7474,3845,3985,4384,2460,714,35488,0,0,3,9,0,3,0,0,0,9,0,0,0,0,0,3,3,4,0,10,0,3,0,22,3,3,0,0,0,33,0,0,0,0,0,0,0,0,0,3,0,10,8,18,17,22,15,4,3,93,0,0,0,4,3,4,3,0,0,16,0,0,9,21,19,6,9,6,0,57,0,0,0,0,5,0,12,11,0,27,0,0,0,3,0,0,10,3,0,17,9,170,340,619,773,1151,1180,1006,275,5521,0,0,0,7,5,6,0,0,4,21,0,0,0,5,5,9,7,6,4,30,0,4,3,10,22,16,73,45,3,181,0,0,0,0,0,4,5,4,0,17,0,0,6,8,0,5,0,0,0,24,4,22,22,173,40,26,33,30,9,351,5,12,10,27,10,4,11,0,3,74,0,4,6,11,6,3,0,0,0,31
50301,0,0,0,0,0,0,0,0,0,3,1372,3920,4131,4044,2779,2390,2060,1400,490,22575,4,0,0,15,3,3,0,0,0,37,0,0,0,0,0,5,0,0,0,14,0,3,3,35,10,3,0,0,0,53,0,4,0,0,0,0,0,0,0,7,4,16,24,34,35,40,24,6,0,187,0,3,4,20,7,5,6,0,0,38,6,64,161,271,77,69,37,35,10,731,0,0,0,0,3,5,11,0,0,29,0,0,7,3,4,7,6,0,4,32,19,182,243,427,463,558,424,301,112,2730,0,0,0,4,0,4,0,0,0,14,0,15,20,62,20,12,10,0,0,134,0,5,7,35,35,20,25,31,7,175,0,0,5,0,3,5,12,10,4,43,0,45,44,43,27,18,9,11,0,205,0,25,49,143,87,43,44,25,11,423,4,23,34,53,16,12,18,13,4,174,0,6,8,47,23,13,5,4,0,113
50302,0,0,0,32,0,3,5,0,0,34,2448,3958,3824,10265,3671,3099,2194,968,303,30734,0,0,11,38,8,0,4,0,0,61,0,0,0,40,6,10,13,4,0,69,3,6,18,238,21,3,0,3,0,294,0,0,0,3,0,0,0,0,0,9,6,13,21,92,37,34,10,6,0,226,0,3,7,59,8,5,7,0,0,83,3,36,264,495,74,58,57,24,7,1029,0,0,0,18,10,8,15,16,5,76,0,12,0,19,9,5,10,0,6,67,16,93,173,1226,697,811,605,268,70,3960,0,0,4,13,5,4,0,0,0,25,0,10,25,166,28,12,12,7,0,267,6,4,8,99,40,28,34,24,5,252,0,0,0,10,8,11,29,34,26,112,9,13,50,127,29,22,13,3,0,272,26,93,85,912,108,65,66,32,12,1401,4,10,37,120,31,13,24,7,0,255,0,8,15,174,33,20,18,9,4,289
50401,0,0,7,31,12,3,0,6,0,52,2443,3894,3416,7280,3039,2354,1714,825,264,25225,0,0,0,33,4,3,4,3,0,53,0,0,0,47,15,30,20,14,0,130,0,0,0,66,10,0,0,0,0,82,0,5,0,5,10,4,3,0,0,25,0,7,0,45,17,22,10,3,3,102,0,0,0,10,5,13,7,0,0,40,4,15,83,250,92,75,52,8,3,579,0,0,0,19,0,16,26,29,10,101,0,0,0,11,0,10,9,10,0,42,11,28,60,590,400,538,374,261,68,2328,0,0,0,7,6,3,0,0,0,19,0,0,0,55,9,7,7,0,0,88,0,0,6,41,24,18,56,28,5,183,0,6,4,7,6,9,25,31,16,96,0,0,17,83,12,17,24,4,0,156,13,89,106,628,119,135,124,91,26,1328,0,8,21,66,15,12,11,0,0,139,0,12,14,73,26,14,13,6,0,154
50402,0,0,0,5,0,0,0,0,0,8,1076,2473,2303,4316,2076,1820,1385,608,138,16192,0,0,0,3,0,0,0,0,0,5,0,0,0,3,5,0,0,0,0,5,0,4,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,3,4,14,11,3,6,5,0,48,0,0,0,3,0,0,0,0,0,4,0,0,0,13,12,5,10,4,0,41,0,0,0,4,0,7,17,10,0,37,0,0,0,4,0,0,0,0,0,5,5,23,71,226,319,527,423,308,90,1994,0,0,0,0,0,3,0,0,0,9,0,0,0,6,3,6,5,4,0,28,0,3,4,23,12,20,48,32,3,149,0,0,0,0,0,4,0,3,0,11,0,3,0,15,3,0,0,0,0,17,0,8,9,60,23,30,26,25,7,173,0,0,3,7,0,3,3,0,0,22,0,0,0,11,0,3,0,0,0,18
50403,6,27,74,244,50,28,12,0,0,439,5426,9453,6862,11833,4838,3806,2314,958,243,45725,0,7,6,36,7,3,4,0,0,64,0,0,0,71,36,46,14,13,0,175,0,3,3,32,0,0,0,0,0,41,0,0,6,24,18,17,12,0,0,83,0,8,10,27,22,12,13,0,3,89,0,0,0,18,14,8,5,0,0,33,0,8,24,121,48,40,30,7,8,296,0,0,0,32,9,27,50,32,10,171,0,7,28,21,8,13,3,5,0,82,3,91,242,770,743,1061,672,457,131,4172,0,0,0,19,5,5,0,0,0,37,0,0,0,31,4,14,10,4,0,66,0,0,12,50,34,38,63,41,0,239,0,0,0,6,0,12,11,6,0,42,0,5,14,57,7,22,7,0,0,109,20,146,236,1900,315,201,180,70,11,3070,0,14,20,64,17,9,7,3,5,143,3,15,26,82,31,16,6,0,0,180
50501,0,0,0,14,5,4,6,0,0,38,4241,9363,7227,10829,5496,4794,4153,1551,421,48075,0,0,5,11,4,0,5,0,0,24,0,0,0,13,6,16,5,0,0,48,0,6,9,65,5,3,6,0,0,94,0,3,0,0,4,0,5,0,0,16,0,21,23,67,52,42,19,4,0,226,0,4,0,8,8,5,5,0,0,29,3,24,37,136,44,45,63,7,3,367,0,0,0,15,9,23,24,26,11,103,0,0,3,32,8,25,27,16,0,120,21,537,1106,2008,2191,2400,1834,913,261,11267,0,0,0,5,5,0,6,0,0,28,0,4,4,50,19,10,13,7,0,105,0,11,20,88,76,51,98,72,18,434,0,0,3,5,5,14,25,18,8,75,0,12,12,36,17,20,18,0,0,119,6,28,55,235,96,94,84,71,19,681,0,10,20,42,10,7,14,5,0,110,0,17,7,111,53,16,21,8,0,240
