SA3_CODE_2021,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
50101,0,6,0,0,0,4,6,10,22,624,750,79,1456,30,25,55,1515,553,18,2085
50102,5,18,0,0,6,19,23,20,65,1405,1224,172,2804,115,123,236,3046,1680,38,4762
50103,0,3,0,0,0,3,3,3,12,184,197,29,416,14,10,26,440,298,7,744
50201,7,20,0,0,0,18,16,34,69,1298,1261,169,2717,157,175,334,3054,1948,57,5062
50301,0,4,0,0,0,4,0,7,9,712,534,43,1292,42,39,73,1370,555,16,1938
50302,3,7,0,0,0,7,4,6,21,1236,704,79,2016,52,54,105,2121,829,17,2967
50401,6,11,0,0,0,11,15,13,35,1166,807,107,2086,92,92,179,2270,1220,35,3519
50402,3,4,0,0,0,4,6,10,25,605,382,62,1047,33,40,71,1122,565,16,1709
50403,18,33,0,0,0,32,24,29,91,2434,1635,251,4322,156,171,324,4647,2202,64,6910
50501,7,17,0,0,0,17,15,14,48,2319,1543,182,4046,105,115,214,4260,1568,41,5869
50502,10,26,7,0,7,30,20,47,100,2788,2048,207,5044,170,198,367,5410,2856,88,8347
50503,20,46,3,4,4,50,26,45,122,3318,2530,334,6177,250,265,517,6696,3134,80,9903
50601,9,15,4,6,7,17,15,33,68,1336,928,133,2399,139,154,291,2692,1573,52,4319
50602,5,5,0,0,0,9,20,11,40,894,568,66,1529,83,89,161,1693,1025,23,2748
50603,0,6,0,0,0,6,11,27,39,1114,797,87,1996,75,77,149,2147,1167,49,3365
50604,6,12,0,0,3,23,22,44,86,1653,1171,165,2994,154,162,320,3312,2046,73,5425
50605,6,13,0,0,0,12,10,5,24,881,605,83,1567,49,61,111,1677,724,17,2415
50606,0,3,0,0,0,3,13,6,20,402,306,46,759,24,26,52,805,369,3,1179
50607,0,0,0,0,0,0,10,10,18,473,325,31,834,25,27,54,878,432,18,1329
50701,3,12,0,6,6,12,14,29,53,1732,1321,155,3207,84,130,211,3424,1502,48,4971
50702,0,5,0,0,0,6,6,10,15,513,406,37,955,32,28,57,1013,509,17,1538
50703,5,7,0,0,0,11,11,19,39,682,497,82,1254,64,74,142,1401,873,16,2287
50704,5,12,0,0,3,12,10,14,45,1364,927,104,2397,55,82,138,2529,1178,33,3737
50705,14,33,0,0,0,33,32,51,113,2031,1559,254,3843,182,175,358,4201,2272,75,6551
50901,3,3,0,0,0,3,13,22,36,593,672,59,1326,37,50,86,1415,835,39,2293
50902,3,7,0,0,0,15,20,28,65,487,400,69,959,47,54,98,1064,720,47,1833
50903,0,0,0,0,0,3,6,3,10,156,125,36,308,26,9,35,345,227,12,586
51001,6,11,0,0,4,9,44,49,104,427,247,59,739,32,39,70,809,944,73,1827
51002,0,6,0,0,0,6,10,13,30,297,76,33,403,22,22,41,437,239,20,693
51003,0,0,0,0,0,0,0,4,13,307,104,31,442,4,12,19,457,140,7,603
51101,0,4,0,0,0,4,0,12,17,171,114,20,308,12,14,19,329,201,15,547
51102,0,0,0,0,0,0,7,5,12,93,61,7,167,4,15,18,184,121,5,311
51103,6,14,0,0,0,14,8,34,59,543,220,47,817,33,25,58,872,466,46,1385
51104,3,8,4,0,4,7,20,21,47,651,516,78,1246,61,67,129,1371,859,40,2277
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
