SA3_CODE_2021,POL_CL_Oth_SEO,POL_CL_Oth_UOLSE_VWorW,POL_CL_Oth_UOLSE_NWorNAA,POL_CL_Oth_UOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_UOLSE_VWorW,POL_CL_Tot_UOLSE_NWorNAA,POL_CL_Tot_UOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_UOLSE_VWorW,POL_Croatian_UOLSE_NWorNAA,POL_Croatian_UOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_French_SEO,POL_French_UOLSE_VWorW,POL_French_UOLSE_NWorNAA,POL_French_UOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_UOLSE_VWorW,POL_German_UOLSE_NWorNAA,POL_German_UOLSE_Tot,POL_German_NS,POL_German_Tot,POL_Greek_SEO,POL_Greek_UOLSE_VWorW,POL_Greek_UOLSE_NWorNAA,POL_Greek_UOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_UOLSE_VWorW,POL_IAL_Bengali_UOLSE_NWorNAA,POL_IAL_Bengali_UOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Guj_SEO,POL_IAL_Guj_UOLSE_VWorW,POL_IAL_Guj_UOLSE_NWorNAA,POL_IAL_Guj_UOLSE_Tot,POL_IAL_Guj_NS,POL_IAL_Guj_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_UOLSE_VWorW,POL_IAL_Hindi_UOLSE_NWorNAA,POL_IAL_Hindi_UOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Nepali_SEO,POL_IAL_Nepali_UOLSE_VWorW,POL_IAL_Nepali_UOLSE_NWorNAA,POL_IAL_Nepali_UOLSE_Tot,POL_IAL_Nepali_NS,POL_IAL_Nepali_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_UOLSE_VWorW,POL_IAL_Punjabi_UOLSE_NWorNAA,POL_IAL_Punjabi_UOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhal_SEO,POL_IAL_Sinhal_UOLSE_VWorW,POL_IAL_Sinhal_UOLSE_NWorNAA,POL_IAL_Sinhal_UOLSE_Tot,POL_IAL_Sinhal_NS,POL_IAL_Sinhal_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_UOLSE_VWorW,POL_IAL_Urdu_UOLSE_NWorNAA,POL_IAL_Urdu_UOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_UOLSE_VWorW,POL_IAL_Oth_UOLSE_NWorNAA,POL_IAL_Oth_UOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_UOLSE_VWorW,POL_IAL_Tot_UOLSE_NWorNAA,POL_IAL_Tot_UOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_UOLSE_VWorW,POL_Italian_UOLSE_NWorNAA,POL_Italian_UOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japan_SEO,POL_Japan_UOLSE_VWorW,POL_Japan_UOLSE_NWorNAA,POL_Japan_UOLSE_Tot,POL_Japan_NS,POL_Japan_Tot,POL_Khmer_SEO,POL_Khmer_UOLSE_VWorW,POL_Khmer_UOLSE_NWorNAA,POL_Khmer_UOLSE_Tot,POL_Khmer_NS,POL_Khmer_Tot,POL_Korean_SEO,POL_Korean_UOLSE_VWorW,POL_Korean_UOLSE_NWorNAA,POL_Korean_UOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedon_SEO,POL_Macedon_UOLSE_VWorW,POL_Macedon_UOLSE_NWorNAA,POL_Macedon_UOLSE_Tot,POL_Macedon_NS,POL_Macedon_Tot,POL_Malayalam_SEO,POL_Malayalam_UOLSE_VWorW,POL_Malayalam_UOLSE_NWorNAA,POL_Malayalam_UOLSE_Tot,POL_Malayalam_NS,POL_Malayalam_Tot,POL_Persian_ED_SEO,POL_Persian_ED_UOLSE_VWorW,POL_Persian_ED_UOLSE_NWorNAA,POL_Persian_ED_UOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_UOLSE_VWorW,POL_Polish_UOLSE_NWorNAA,POL_Polish_UOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Portuguese_SEO,POL_Portuguese_UOLSE_VWorW,POL_Portuguese_UOLSE_NWorNAA,POL_Portuguese_UOLSE_Tot,POL_Portuguese_NS,POL_Portuguese_Tot,POL_Russian_SEO,POL_Russian_UOLSE_VWorW,POL_Russian_UOLSE_NWorNAA,POL_Russian_UOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_UOLSE_VWorW,POL_Samoan_UOLSE_NWorNAA,POL_Samoan_UOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_UOLSE_VWorW,POL_Serbian_UOLSE_NWorNAA,POL_Serbian_UOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipin_SEO,POL_SAL_Filipin_UOLSE_VWorW,POL_SAL_Filipin_UOLSE_NWorNAA,POL_SAL_Filipin_UOLSE_Tot,POL_SAL_Filipin_NS,POL_SAL_Filipin_Tot,POL_SAL_Indon_SEO,POL_SAL_Indon_UOLSE_VWorW,POL_SAL_Indon_UOLSE_NWorNAA,POL_SAL_Indon_UOLSE_Tot,POL_SAL_Indon_NS,POL_SAL_Indon_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_UOLSE_VWorW,POL_SAL_Tagalog_UOLSE_NWorNAA,POL_SAL_Tagalog_UOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_UOLSE_VWorW,POL_SAL_Oth_UOLSE_NWorNAA,POL_SAL_Oth_UOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_UOLSE_VWorW,POL_SAL_Tot_UOLSE_NWorNAA,POL_SAL_Tot_UOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_UOLSE_VWorW,POL_Spanish_UOLSE_NWorNAA,POL_Spanish_UOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_UOLSE_VWorW
50101,..,10,0,10,0,10,..,154,33,187,0,187,..,13,0,13,0,13,..,266,6,274,9,281,..,376,14,386,10,397,..,24,0,29,0,29,..,0,0,0,0,0,..,15,0,15,0,15,..,20,0,20,0,20,..,18,0,22,0,22,..,84,8,93,0,93,..,33,0,35,0,35,..,10,0,10,0,10,..,16,0,16,0,16,..,188,15,205,0,205,..,235,9,249,6,258,..,82,10,93,0,93,..,0,0,0,0,0,..,61,17,80,0,80,..,12,0,12,0,12,..,3,0,3,0,3,..,4,3,5,0,5,..,30,0,30,0,30,..,98,10,108,3,108,..,19,4,19,0,19,..,0,0,0,0,0,..,5,0,5,0,5,..,55,5,67,0,66,..,78,3,78,0,84,..,98,5,103,0,105,..,33,3,38,0,38,..,264,17,286,9,290,..,193,5,199,5,200,..,20
50102,..,14,5,20,0,23,..,542,215,759,10,763,..,30,3,31,0,31,..,138,9,143,0,145,..,159,0,160,4,161,..,78,4,75,0,75,..,47,0,47,0,47,..,63,10,72,0,72,..,107,6,111,0,111,..,62,4,66,0,65,..,156,13,171,3,175,..,45,0,51,0,51,..,99,0,104,4,105,..,22,0,21,0,21,..,602,45,650,5,653,..,800,73,868,12,879,..,78,13,94,0,97,..,11,0,16,0,15,..,82,58,139,0,139,..,7,0,7,0,7,..,212,23,234,0,230,..,41,4,47,0,47,..,120,10,124,0,124,..,63,4,69,0,69,..,91,12,110,0,110,..,14,0,12,0,12,..,19,0,20,0,20,..,553,15,569,6,573,..,129,10,137,0,139,..,560,17,580,0,579,..,266,30,298,5,303,..,1508,66,1576,17,1599,..,160,6,168,0,170,..,51
50103,..,9,0,6,0,6,..,81,23,103,4,107,..,4,0,3,0,3,..,58,0,55,0,55,..,114,0,115,0,115,..,3,4,12,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,9,0,9,0,9,..,3,0,3,0,3,..,3,0,4,0,4,..,0,0,0,0,0,..,20,6,27,0,27,..,139,7,146,0,147,..,19,0,19,0,19,..,0,0,0,0,0,..,9,0,12,0,12,..,60,5,68,0,68,..,11,0,15,0,15,..,0,0,0,0,0,..,17,3,22,0,22,..,7,0,7,0,7,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,20,0,19,0,22,..,18,0,17,0,17,..,38,0,35,0,35,..,25,10,28,0,28,..,95,10,106,0,111,..,12,3,17,0,17,..,6
50201,..,20,5,25,0,25,..,345,110,455,6,461,..,50,9,59,0,59,..,136,6,140,3,148,..,221,11,229,0,228,..,56,0,58,3,60,..,23,4,22,0,22,..,78,14,84,0,84,..,108,10,123,0,123,..,60,0,61,0,66,..,181,10,195,0,195,..,62,4,65,0,65,..,41,3,46,0,46,..,22,0,25,0,25,..,577,47,622,3,626,..,271,11,286,0,288,..,82,13,94,0,94,..,18,6,27,0,28,..,65,15,82,0,82,..,9,0,9,0,9,..,113,12,124,0,127,..,57,9,65,0,65,..,70,8,79,0,79,..,94,5,99,0,99,..,72,8,80,0,80,..,25,4,26,0,26,..,31,0,35,0,35,..,392,9,398,3,405,..,218,15,229,0,229,..,483,11,495,0,492,..,106,8,109,0,109,..,1200,34,1233,3,1238,..,159,10,168,5,170,..,40
50301,..,151,19,172,0,169,..,2796,398,3193,19,3217,..,77,7,84,0,84,..,480,12,496,8,507,..,369,6,371,0,371,..,255,7,258,0,260,..,82,4,88,0,88,..,64,6,64,0,64,..,238,9,244,0,244,..,30,0,25,0,25,..,61,0,58,0,58,..,155,10,165,0,159,..,122,9,133,3,131,..,54,3,56,0,56,..,804,33,836,9,839,..,557,16,578,8,582,..,262,35,304,0,302,..,14,0,10,0,10,..,58,11,67,0,67,..,46,0,51,0,48,..,117,6,119,0,118,..,215,15,230,3,233,..,151,16,166,0,168,..,194,9,204,4,206,..,153,13,168,0,168,..,9,0,9,0,9,..,59,5,61,0,61,..,29,0,31,0,31,..,341,25,368,8,368,..,55,0,55,0,55,..,124,6,129,0,129,..,545,28,575,8,576,..,423,19,444,0,447,..,172
50302,..,253,46,290,0,291,..,4550,906,5455,34,5488,..,163,16,181,0,181,..,855,20,875,10,880,..,489,13,501,8,505,..,471,55,528,5,529,..,195,13,208,0,207,..,393,32,427,9,433,..,633,24,659,5,665,..,576,33,606,0,609,..,225,8,232,0,229,..,202,3,210,0,210,..,254,12,268,5,269,..,181,9,191,0,192,..,2657,137,2795,27,2821,..,1741,237,1974,15,1991,..,720,185,909,10,917,..,25,4,27,0,27,..,570,121,693,5,695,..,242,56,292,0,294,..,220,14,235,3,232,..,500,55,555,7,558,..,337,29,365,7,376,..,654,43,690,8,697,..,324,31,360,0,358,..,11,5,13,0,13,..,307,54,353,7,359,..,259,4,257,0,257,..,522,39,568,3,574,..,299,6,304,0,306,..,274,18,290,0,295,..,1352,67,1418,9,1430,..,1375,93,1468,15,1487,..,309
50401,..,157,44,203,0,203,..,2510,1020,3535,31,3557,..,211,24,237,6,241,..,421,20,440,7,450,..,264,3,269,5,276,..,335,47,379,3,385,..,88,4,95,0,93,..,224,21,247,5,255,..,466,25,487,3,492,..,330,20,347,3,354,..,503,39,543,3,547,..,207,14,223,0,221,..,283,14,303,0,300,..,139,6,140,0,146,..,2245,138,2378,30,2410,..,1742,213,1957,15,1970,..,260,40,299,0,298,..,32,11,41,0,41,..,196,66,264,4,268,..,201,30,226,0,226,..,221,13,237,4,238,..,241,41,288,0,288,..,365,51,413,3,416,..,227,20,244,4,254,..,158,18,175,3,183,..,12,0,12,0,13,..,558,68,629,8,631,..,331,12,345,5,346,..,255,19,270,5,272,..,439,16,453,10,460,..,214,28,237,0,240,..,1235,67,1301,14,1318,..,451,44,499,7,505,..,229
50402,..,10,0,10,0,10,..,145,58,198,7,198,..,64,6,69,0,69,..,105,5,102,0,102,..,168,4,169,0,169,..,26,4,29,0,29,..,12,0,12,0,12,..,17,0,17,0,17,..,47,7,48,0,50,..,7,0,9,0,9,..,57,6,61,0,61,..,19,0,18,0,19,..,7,0,7,0,7,..,4,0,4,0,4,..,165,10,178,3,176,..,292,21,314,0,319,..,66,6,68,0,68,..,5,0,5,0,5,..,9,0,9,0,9,..,4,0,4,0,4,..,40,10,45,0,50,..,16,4,21,0,21,..,75,0,80,0,80,..,32,0,35,0,35,..,23,0,25,0,25,..,5,0,7,0,7,..,11,6,13,0,18,..,171,8,177,0,177,..,34,0,36,0,36,..,274,9,283,0,283,..,64,0,65,0,65,..,543,19,564,0,564,..,81,9,91,0,91,..,27
50403,..,138,26,163,0,167,..,1787,533,2322,20,2342,..,367,55,426,0,430,..,543,23,565,11,569,..,317,12,332,9,340,..,188,15,202,0,204,..,128,14,139,0,139,..,1239,138,1378,14,1393,..,994,64,1060,10,1073,..,196,26,224,3,223,..,2710,295,3007,41,3051,..,351,26,373,3,385,..,345,23,365,3,372,..,117,11,132,0,132,..,6086,590,6674,81,6759,..,992,91,1086,3,1087,..,192,27,216,3,217,..,141,75,215,0,218,..,110,22,141,0,139,..,328,38,364,0,366,..,470,31,500,8,508,..,357,94,454,5,460,..,348,41,389,3,392,..,228,18,241,3,248,..,127,18,148,0,155,..,53,5,54,0,54,..,380,72,449,8,459,..,1162,29,1192,5,1199,..,346,30,381,0,382,..,1816,68,1889,11,1901,..,604,31,637,8,643,..,3927,165,4092,29,4123,..,495,53,549,4,550,..,546
50501,..,132,10,135,0,135,..,1789,473,2266,12,2275,..,187,15,203,0,203,..,563,18,587,10,594,..,823,25,841,13,856,..,291,14,304,3,308,..,65,0,69,0,67,..,492,20,513,4,517,..,260,12,277,4,285,..,41,0,41,5,41,..,195,3,196,0,199,..,108,0,107,0,107,..,114,7,120,0,120,..,78,0,79,0,79,..,1348,54,1406,11,1417,..,1041,74,1110,9,1116,..,345,34,381,3,382,..,20,3,26,0,26,..,120,26,146,0,146,..,263,22,285,0,292,..,115,3,116,3,116,..,485,42,522,9,536,..,595,49,640,8,641,..,466,33,502,10,512,..,268,28,295,3,299,..,24,0,26,0,26,..,187,25,208,0,207,..,156,0,155,0,160,..,271,25,298,3,302,..,214,4,217,0,221,..,277,19,293,0,291,..,915,46,963,13,973,..,666,50,719,11,731,..,111
