SA3_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
50502,8657,10073,3419,880,3855,4067,818,1796,11749,898,9534,78479,4135,120051,332,387,150,23,182,175,17,75,390,32,325,2888,142,4470,1802,1034,668,237,732,826,167,422,1348,199,1297,7409,403,13262,430,236,180,64,173,213,40,76,301,52,394,3401,135,4946,1840,419,570,366,1142,919,197,290,764,271,1046,5784,355,10614,230,143,62,22,242,119,37,32,199,28,287,2923,140,4012,606,516,242,80,852,400,95,87,432,104,942,8949,360,12384,123,109,76,9,233,99,26,15,117,25,293,4403,77,5347,328,229,93,46,475,199,52,54,183,34,369,8539,173,10128,183,190,78,12,94,62,13,35,250,18,238,3150,104,4100,428,459,191,50,380,234,56,76,498,53,545,6399,250,8802,6293,3718,2317,913,4498,3247,700,1146,4476,815,5732,53854,2139,78067,244,96,86,51,120,132,36,60,116,47,105,721,8700,10036,15187,13891,5824,1846,8472,7449,1553,3004,16346,1759,15368,133054,14969,208149,4378,7724,1867,22
50503,6759,10950,2249,468,3735,2901,724,1539,11515,673,8891,76151,4687,114898,573,670,200,27,372,269,56,137,580,55,518,4890,279,7504,3733,2316,1234,345,1826,1604,303,792,2997,359,2764,18268,1162,31147,435,239,163,61,189,206,48,84,321,44,360,2482,126,3933,655,210,224,72,536,369,70,112,391,86,518,3130,175,5265,158,125,38,9,188,90,18,27,96,18,197,2183,134,2971,513,527,182,63,849,287,96,96,362,82,893,8823,404,12003,40,37,19,7,93,24,13,3,45,7,92,1488,47,1843,293,172,74,32,462,201,37,37,157,40,341,4656,169,6063,156,119,73,15,114,71,8,23,169,13,206,1303,54,2013,518,609,222,34,512,288,75,69,642,71,810,8902,321,12102,7065,5028,2430,661,5142,3409,731,1378,5758,781,6706,56136,2867,84834,173,87,44,140,101,76,20,40,121,18,89,690,7487,8769,14000,16071,4726,1270,8976,6380,1478,2955,17393,1469,15685,132981,15039,208506,5016,8349,1637,17
50601,3680,5584,1126,167,2294,1551,389,944,6441,345,4669,35412,2274,55458,260,302,77,16,155,121,24,60,268,36,210,2023,151,3208,1641,704,504,108,858,726,149,405,953,186,982,3840,307,8310,239,79,103,39,124,140,23,58,117,30,178,787,44,1532,133,33,42,20,88,71,8,22,58,23,87,515,36,885,35,36,12,3,42,17,5,8,38,4,39,590,24,773,207,259,81,18,367,134,49,34,166,23,363,4724,134,6108,17,20,22,0,31,13,6,4,21,3,61,1121,18,1304,138,156,36,8,392,97,26,23,107,15,262,6049,162,7192,63,45,26,0,34,26,0,11,69,6,66,550,33,813,152,153,40,4,157,83,19,16,162,15,222,2930,105,3810,2887,1778,937,213,2271,1421,305,641,1955,330,2470,23141,1000,33936,88,59,32,30,69,44,16,28,90,11,63,302,4189,4789,6657,7422,2100,416,4632,3018,712,1615,8487,690,7203,58856,7467,94184,2310,3609,698,14
50602,2834,3658,1062,236,1607,1263,319,681,4859,343,3401,25984,1403,40835,171,205,77,3,117,89,13,41,171,23,177,1577,86,2430,629,367,235,77,281,300,56,187,469,91,489,2338,128,4384,138,81,51,22,59,79,9,42,81,19,99,1005,34,1458,268,78,87,49,180,166,27,44,113,35,163,1003,57,1748,60,48,16,8,79,34,5,6,59,5,99,988,52,1335,247,278,85,27,336,141,34,32,203,49,403,4709,136,6138,52,45,24,8,96,38,10,7,71,12,139,2748,68,3215,148,122,42,16,248,104,20,25,109,20,188,4723,126,5592,50,66,17,3,36,24,4,11,99,0,70,930,21,1243,89,115,29,0,114,40,9,15,123,14,134,1637,63,2187,1856,1411,676,210,1551,1008,184,403,1499,286,1963,21666,770,29736,75,38,26,17,36,54,5,15,46,15,47,218,4318,4746,4758,5102,1765,452,3194,2330,506,1096,6402,641,5411,47864,6489,75312,1599,3024,623,9
50603,3315,3646,1275,331,1686,1543,363,697,4403,335,3679,29380,1692,45143,173,157,69,14,102,82,14,28,156,18,125,1266,69,1970,1008,417,376,122,462,499,100,239,561,108,593,2739,189,5653,199,56,67,40,97,116,26,43,106,17,132,742,57,1332,243,55,79,41,163,138,19,39,97,35,141,808,55,1472,98,82,40,10,113,51,15,12,101,9,147,1654,67,2191,507,496,246,65,861,376,90,52,311,89,932,10143,290,13423,106,93,66,17,257,64,24,19,93,26,321,6324,119,7327,282,261,100,28,684,219,41,49,167,29,421,10439,261,12434,70,74,42,6,39,22,8,14,85,14,93,698,31,1036,179,151,65,14,147,85,19,27,156,16,201,2173,91,3026,2868,1843,1140,358,2929,1653,361,517,1829,354,3115,36984,1234,49860,87,42,23,35,52,49,19,28,46,16,39,310,3596,4136,6267,5524,2444,720,4676,3245,750,1233,6279,707,6837,66672,6525,99139,1807,2889,779,11
50604,4672,6198,1499,280,2822,2044,511,1077,6672,449,5272,40962,3603,65130,277,319,83,9,216,137,30,79,255,22,233,2385,193,3732,1682,697,535,139,897,831,175,441,810,177,871,3457,327,7981,248,100,84,33,157,157,26,70,122,41,148,693,36,1432,251,62,65,32,175,144,37,41,122,28,156,784,70,1513,100,96,28,9,166,58,20,12,95,17,172,1899,99,2545,547,640,202,44,1069,363,93,70,339,80,1035,10779,392,14534,65,48,37,8,158,43,16,17,53,14,189,3940,70,4534,414,360,98,40,850,306,63,66,245,57,571,11048,311,13558,98,72,34,8,76,39,7,16,90,9,107,516,30,898,194,206,74,11,290,104,26,42,198,24,279,3248,157,4460,3871,2600,1242,329,4051,2179,488,858,2334,473,3762,38747,1677,55195,109,57,28,11,84,70,16,44,55,20,48,418,5315,6053,8651,8859,2767,625,6955,4297,1023,1983,9068,947,9085,80129,10596,126376,2673,4342,829,16
50605,3072,3456,1114,220,1648,1325,274,634,3950,317,3096,25129,1507,39615,164,174,66,8,91,98,13,39,153,18,126,1308,77,2067,1066,447,371,88,509,526,85,249,514,131,602,2796,197,5815,178,64,64,20,92,107,17,48,82,27,139,711,40,1291,155,32,56,21,96,88,27,23,68,18,85,438,23,871,25,8,5,0,19,7,3,3,16,7,15,146,12,221,112,115,36,9,146,55,15,10,67,14,165,1484,51,2073,15,12,3,0,18,9,0,7,10,0,34,472,9,557,82,56,25,11,157,74,21,8,47,7,96,1494,43,1930,47,38,15,4,30,25,4,14,33,5,36,270,10,440,129,81,44,11,87,55,4,21,98,6,134,994,40,1500,1966,1026,694,178,1241,1040,192,412,1083,230,1432,10126,503,16761,60,27,13,11,31,34,9,18,31,11,35,160,2060,2380,5094,4511,1829,397,2925,2392,481,1066,5068,567,4560,35422,4067,58762,1685,2383,599,7
50606,1223,2094,423,47,733,525,112,254,2164,125,1561,14992,1162,22711,86,85,32,0,59,29,7,24,83,15,78,789,55,1205,503,237,174,50,244,224,44,133,327,46,306,1495,121,3002,69,31,34,5,41,33,6,17,36,8,64,258,22,482,29,9,10,5,23,17,0,7,18,8,17,113,5,205,9,3,0,0,0,5,0,3,4,0,6,72,13,109,24,35,10,0,50,12,0,4,16,0,42,539,16,706,0,0,0,0,0,0,0,0,4,0,0,83,4,96,18,16,5,0,53,12,6,0,12,4,34,730,16,878,17,11,6,0,9,4,0,3,17,4,8,145,7,223,48,63,14,3,44,22,0,0,47,5,68,870,47,1179,804,496,274,60,540,367,65,193,564,93,624,5103,306,8086,32,15,10,3,12,13,0,9,16,6,11,140,1229,1439,2058,2601,706,113,1285,898,185,449,2746,218,2201,20236,2694,32242,867,1421,293,4
50607,1934,2171,856,223,778,959,169,358,2538,212,2064,16985,917,26281,75,65,34,7,35,46,3,6,62,13,72,562,25,853,439,251,171,53,157,238,36,92,274,44,310,1768,112,3228,80,39,42,9,33,57,4,14,56,11,72,582,17,883,89,25,46,18,76,60,13,18,64,14,78,593,30,933,51,30,7,11,33,32,12,8,45,3,54,515,18,708,157,150,74,27,207,123,27,24,127,24,230,2300,68,3213,41,29,28,10,49,24,6,3,38,7,74,1258,21,1514,50,46,17,11,73,49,3,7,44,10,75,1261,32,1565,43,44,15,4,13,16,3,4,50,5,47,623,16,837,80,90,29,7,47,33,9,15,84,5,116,925,34,1322,1098,776,468,154,723,675,113,196,859,136,1130,10391,369,15053,29,15,15,28,19,16,6,6,29,10,34,120,1873,2124,3066,2960,1339,407,1516,1651,284,560,3419,357,3221,27496,3156,43448,1016,1775,452,5
50701,4481,6335,1540,285,2313,1880,489,865,7331,429,5606,47098,2775,71578,233,294,72,19,155,110,25,48,278,26,216,2224,119,3352,1239,692,445,94,538,534,109,270,907,116,923,5111,321,9204,195,116,65,22,91,123,16,51,140,19,168,1497,55,2225,989,242,304,154,644,484,108,125,442,135,571,3061,181,5677,53,31,18,4,52,32,8,8,41,3,58,746,19,973,237,270,106,22,367,142,31,32,196,30,441,5289,157,6861,33,42,25,4,81,34,14,9,44,8,131,2251,40,2635,124,89,32,9,248,79,31,15,75,7,170,2487,66,3220,144,110,42,6,74,44,13,14,136,13,131,1253,39,1804,169,193,76,18,156,77,22,27,200,11,224,2476,97,3447,3420,2083,1181,357,2404,1652,373,596,2463,363,3044,26404,1082,39386,83,52,20,14,59,38,13,20,44,11,40,335,4277,4857,7982,8474,2745,655,4778,3566,875,1477,9832,796,8689,73832,8141,115824,2869,4891,1025,15
50702,1997,2135,834,181,727,878,175,431,2936,201,2296,16652,1013,26362,61,65,32,5,26,36,9,14,75,10,75,573,29,885,497,276,220,48,178,256,37,111,423,46,398,2336,169,4142,79,73,53,14,37,41,9,21,88,14,104,1021,45,1437,330,88,113,89,190,164,36,43,166,40,220,808,66,1686,13,8,6,0,12,12,0,0,14,4,17,132,8,202,43,43,16,9,36,21,8,6,61,10,53,492,13,710,15,11,12,0,5,0,0,0,17,0,23,248,9,325,22,16,4,0,21,12,0,5,18,0,20,159,3,236,67,60,32,3,28,25,5,11,75,4,72,672,22,953,55,41,27,5,28,36,3,10,61,5,53,452,18,688,1186,670,517,173,557,594,113,222,993,129,1026,6885,377,11254,43,10,8,15,20,11,3,11,27,0,16,99,2091,2298,3228,2815,1356,373,1297,1493,294,668,3957,331,3340,23632,3481,39910,1074,1555,502,0
50703,1760,2780,486,84,1125,681,196,422,3457,149,2234,16810,2102,27705,154,208,48,8,138,68,12,44,158,17,135,1423,113,2214,704,337,169,80,377,305,76,192,459,82,463,1523,158,3468,86,35,23,7,53,63,12,32,57,11,62,297,23,565,84,23,18,5,64,37,11,20,46,19,67,350,42,638,13,18,4,0,13,4,0,0,12,4,26,206,33,306,79,155,30,6,215,48,12,10,67,7,206,3017,111,3785,5,11,3,0,8,8,4,3,11,0,41,435,14,537,57,41,11,4,101,33,9,5,30,6,68,1872,57,2205,43,39,17,0,30,17,3,5,33,0,50,309,17,485,61,84,23,6,76,36,8,10,92,3,94,1260,68,1683,1281,947,353,116,1070,623,158,320,972,153,1204,10697,639,15885,40,15,16,4,28,21,5,12,24,10,12,132,2043,2269,3087,3739,861,207,2221,1316,358,755,4450,313,3453,27633,4785,45867,1083,1806,291,5
50704,4833,5087,2025,520,1956,2382,423,843,5767,496,5337,42924,2359,65808,160,147,82,5,77,89,14,33,139,24,134,1213,63,1907,1148,600,451,152,484,619,87,250,739,114,852,4897,257,8825,214,94,107,32,66,135,14,43,90,27,162,1223,47,1926,371,99,136,64,207,215,50,57,138,49,240,1341,80,2346,74,51,28,16,72,51,20,8,70,8,93,933,15,1288,515,331,218,56,583,328,68,57,266,65,726,6346,186,8874,98,59,54,25,156,77,14,19,96,21,266,3289,71,4059,185,93,77,25,284,142,17,27,90,14,191,2144,71,3009,97,94,53,13,55,44,7,16,111,14,134,1106,36,1591,216,171,119,23,94,100,18,40,200,17,242,1932,59,2906,3081,1732,1328,403,2073,1801,303,539,1938,351,3027,24419,881,36730,97,28,22,56,51,70,14,31,57,22,84,272,3042,3589,8008,6848,3383,979,4078,4248,751,1412,7769,867,8454,67617,6283,106127,2333,3778,1073,13
50705,6668,8640,2182,310,3404,2609,629,1491,10235,606,7345,54241,3578,86720,498,600,173,19,341,232,55,121,511,57,441,4666,279,7043,3235,1523,1020,205,1536,1383,287,771,1968,326,2002,10419,747,19995,315,144,123,33,168,159,26,95,165,33,224,1287,47,2225,213,49,74,17,192,101,25,41,117,34,161,973,55,1656,18,17,8,3,26,15,0,3,13,5,20,251,17,359,128,157,35,4,168,45,22,16,98,13,179,2409,93,3160,19,9,5,0,17,8,0,5,19,0,38,478,3,571,80,36,22,12,107,70,13,14,47,13,67,978,33,1304,96,80,44,5,66,47,11,21,133,6,117,730,25,1141,229,213,82,9,197,84,15,30,239,15,289,2665,111,3787,4827,2826,1587,307,2827,2155,448,1121,3314,498,3529,24858,1411,41245,163,72,45,18,90,65,23,39,82,27,56,369,6957,7710,11659,11544,3820,639,6319,4832,1099,2650,13629,1126,10927,79465,11949,135678,3820,5459,1163,14
50901,4900,4369,1608,358,2241,1951,353,901,5073,493,3803,26702,2264,45630,152,124,59,9,66,64,18,34,102,10,99,860,82,1419,1108,395,362,105,487,469,77,226,543,127,622,2051,152,4833,177,66,48,21,90,87,13,42,88,23,106,531,38,1062,80,22,32,11,58,56,5,17,35,14,51,241,17,461,0,5,6,0,6,0,0,0,0,0,11,33,12,64,67,42,13,3,89,29,10,10,45,9,94,1314,88,1700,3,5,6,0,0,3,0,0,3,0,9,190,14,234,26,16,5,4,31,19,3,8,17,6,21,293,14,392,49,32,20,3,30,24,0,5,49,10,48,255,14,465,102,64,33,5,58,49,7,11,83,5,71,677,29,1060,1768,759,592,166,910,803,128,356,969,194,1123,6451,472,11687,161,66,59,50,86,86,17,35,90,24,77,445,3702,4562,6822,5198,2262,572,3244,2837,491,1293,6128,713,5009,33598,6434,61880,2174,2549,721,19
50902,4348,3823,1505,234,2399,2041,438,1008,3848,450,3103,23657,1478,39876,174,133,76,8,88,93,22,50,127,20,135,970,141,1698,838,349,257,65,406,369,62,199,423,81,427,1772,151,3979,141,45,43,16,74,87,16,30,52,14,72,477,24,866,79,20,20,6,46,47,11,13,31,12,34,216,27,424,5,0,10,0,3,6,0,0,4,0,8,45,75,139,34,37,8,0,44,30,7,3,20,4,47,779,73,1032,0,0,0,0,0,0,0,0,0,0,8,155,13,185,19,14,3,5,32,15,0,3,5,6,19,216,76,361,35,14,7,0,13,14,0,3,22,0,23,152,18,257,66,52,23,3,44,28,9,8,54,7,60,467,51,766,1396,668,446,104,756,687,126,314,749,154,832,5251,642,9704,201,91,55,29,78,89,19,41,88,26,64,516,5395,6363,5944,4578,2005,364,3230,2820,585,1363,4684,626,4002,29424,7513,55937,2016,2224,691,11
50903,1718,1344,502,112,793,697,131,317,1377,143,1072,8809,599,14643,65,62,18,3,30,25,3,20,40,6,32,339,9,548,207,66,50,18,83,77,26,53,100,28,127,401,26,903,47,10,19,5,18,15,7,10,20,5,22,132,0,241,17,0,0,3,7,11,0,5,7,3,10,49,0,88,0,0,0,0,3,4,0,0,0,0,0,9,4,22,11,9,0,0,16,3,5,0,7,0,10,259,10,315,0,4,0,0,0,0,0,0,0,0,0,39,0,47,0,0,4,0,4,0,0,0,0,0,0,64,11,83,8,8,6,0,3,4,0,3,7,4,11,46,0,79,15,12,5,0,9,9,3,4,26,0,17,186,8,261,373,171,102,31,175,150,43,99,220,46,230,1519,64,2584,51,32,16,4,28,26,4,21,28,13,26,157,1835,2133,2144,1544,620,153,997,868,171,438,1626,198,1326,10483,2496,19357,804,788,242,5
51001,912,1419,374,97,1252,681,284,271,1253,122,1297,18401,1916,25946,42,35,20,0,28,24,3,12,30,0,32,526,26,717,77,61,27,3,41,39,6,24,72,10,69,617,21,945,20,24,10,0,14,8,3,9,24,0,18,378,15,493,12,3,6,0,3,0,0,4,4,0,11,163,8,193,0,0,0,0,0,0,0,0,0,0,0,45,0,47,16,23,4,0,23,10,9,5,6,3,16,514,22,628,3,7,0,0,0,0,3,0,0,0,8,203,9,231,5,9,0,0,11,6,0,0,0,4,8,196,0,233,13,4,11,0,7,5,0,4,12,0,24,198,8,263,9,16,0,6,11,3,0,0,9,0,21,266,12,334,203,172,80,14,145,98,29,53,156,18,198,3095,131,4084,16,31,11,3,41,22,17,8,16,9,22,289,4645,5064,1131,1627,467,116,1443,799,333,339,1428,153,1508,21785,6690,35092,623,940,236,12
51002,477,1190,155,18,567,307,98,114,917,63,788,11267,715,15477,75,112,25,6,61,33,11,15,63,12,52,1201,54,1599,36,49,8,0,29,16,0,6,57,8,44,483,24,705,12,9,0,0,5,6,0,0,3,3,14,195,9,244,10,0,8,0,8,0,0,4,4,0,6,118,9,154,0,0,0,0,5,0,0,0,0,0,4,78,7,94,16,20,9,0,63,20,6,0,13,0,42,976,29,1157,5,3,5,0,10,0,0,0,6,0,7,118,6,143,4,9,0,0,15,0,0,0,0,0,3,356,4,395,9,16,0,0,5,3,0,0,13,0,8,142,0,174,18,26,7,0,27,11,3,0,24,0,34,519,17,659,184,239,54,6,218,88,24,29,184,26,210,4187,162,5324,7,17,3,0,13,9,4,0,11,0,7,158,4440,4652,669,1445,214,28,797,405,126,143,1118,88,1011,15604,5316,25443,458,954,145,3
51003,616,1355,231,27,567,265,79,112,1185,49,921,14117,915,19116,54,98,33,0,48,29,5,13,57,3,58,1027,56,1394,62,65,21,0,42,24,10,11,62,6,39,645,24,921,14,13,4,0,11,4,0,0,15,0,9,291,3,353,9,9,0,0,3,9,0,0,3,3,9,178,9,217,4,0,0,0,3,5,0,0,4,0,6,73,0,87,23,27,15,0,39,3,4,0,15,9,42,917,35,1091,0,0,0,0,4,0,0,0,0,0,4,197,0,217,5,11,4,0,21,4,0,0,6,0,14,431,11,499,3,9,6,0,8,0,0,0,16,0,11,172,4,220,17,12,15,0,13,12,0,0,41,0,23,406,17,531,187,251,88,9,188,89,17,35,224,15,220,4333,166,5524,15,18,0,3,14,12,3,0,19,0,12,149,4741,4946,820,1628,318,35,769,366,101,148,1430,72,1153,18600,5818,29594,598,1052,209,6
51101,1063,1135,374,79,581,510,109,243,1003,98,767,7651,432,12004,45,40,14,0,16,22,5,6,29,3,23,306,11,455,107,60,40,10,57,70,6,30,68,14,64,371,22,709,33,10,10,0,11,16,0,4,11,3,19,123,11,213,6,0,6,0,0,9,0,0,4,0,3,40,4,60,4,0,0,0,0,0,0,0,0,0,0,12,0,17,10,5,0,0,7,5,0,0,6,0,13,177,6,220,0,0,0,0,0,0,0,0,0,0,7,29,0,40,0,6,0,0,4,5,0,0,5,0,4,55,0,69,0,0,3,0,5,0,3,0,6,0,4,72,0,94,18,11,7,0,20,9,4,0,26,3,16,233,4,316,229,136,81,20,133,125,17,47,162,23,137,1412,54,2192,47,29,20,0,26,16,0,14,30,5,15,141,1515,1779,1340,1296,473,100,734,648,126,305,1195,126,923,9200,2002,15970,479,703,163,3
51102,459,456,160,24,326,259,67,112,434,32,393,4259,310,6360,9,13,5,0,9,12,0,4,13,4,7,167,3,234,61,29,28,9,29,26,3,16,19,13,49,235,21,426,13,3,4,0,9,7,0,3,7,0,10,130,3,172,29,4,9,0,12,10,3,7,4,0,10,134,4,189,0,0,0,0,0,0,0,0,0,0,0,12,0,11,10,7,0,0,8,0,0,0,4,4,21,254,29,320,0,0,0,0,0,0,0,0,0,0,0,81,4,93,4,0,0,0,5,4,0,0,0,0,0,37,3,53,8,4,0,0,0,0,0,0,4,0,11,137,0,161,7,3,4,0,8,0,0,0,5,0,7,70,3,100,138,73,50,7,81,54,18,39,55,18,106,1257,70,1759,17,5,8,0,9,13,0,0,6,0,7,81,1283,1413,613,536,222,42,416,324,78,151,501,57,503,5601,1665,9537,237,280,83,0
