SA3_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
50101,3845,3384,1397,280,1446,1556,342,665,3916,361,3088,26506,1667,41814,169,117,48,8,39,66,6,33,132,15,117,963,50,1538,934,366,317,89,337,377,62,188,474,107,493,2680,156,5132,111,45,72,19,48,64,3,24,75,13,86,853,41,1242,47,18,17,7,22,29,3,13,26,6,30,289,14,438,6,0,0,0,4,3,0,0,9,0,3,43,0,64,23,27,12,0,34,23,4,7,22,4,27,635,12,771,12,8,0,0,5,0,0,0,8,0,7,283,8,325,19,5,10,0,25,10,3,0,13,4,19,313,13,397,39,42,9,0,19,21,0,5,50,3,54,505,13,701,67,72,35,8,26,44,11,9,72,8,69,662,23,983,1432,702,525,136,553,627,90,282,878,166,913,7234,337,11597,116,54,40,25,38,53,12,27,62,12,44,368,3273,3922,5398,4140,1961,442,2036,2238,445,972,4852,545,4040,34105,5272,57332,1645,2061,620,5
50102,8318,7753,2554,545,4072,3068,671,1560,8963,736,6630,48125,3971,81127,304,301,111,13,189,113,36,76,269,33,202,1990,157,3232,1462,607,441,118,666,558,107,337,773,146,789,3162,277,6897,237,82,77,29,124,109,15,57,125,33,140,783,48,1449,201,43,66,36,150,120,29,36,70,29,105,431,61,960,20,10,7,0,17,5,5,3,16,0,9,206,16,274,79,78,25,9,133,41,10,9,40,9,125,1974,69,2472,3,15,6,0,14,4,5,0,4,0,20,643,25,723,34,18,8,0,49,19,10,4,11,0,39,782,30,951,57,40,17,3,36,21,4,15,48,7,57,387,20,600,178,181,69,16,115,77,10,25,185,20,208,1817,73,2646,2576,1373,827,224,1501,1070,226,576,1543,278,1688,12175,781,20216,167,77,52,24,92,73,18,38,104,21,74,423,5354,6211,11066,9200,3432,792,5669,4215,909,2177,10604,1036,8394,60723,10105,107549,3488,4263,1021,20
50103,1974,1466,657,110,910,792,143,358,1915,186,1452,10596,599,17574,84,48,25,7,27,31,3,16,49,11,36,406,21,632,430,168,121,30,138,166,15,94,189,43,222,896,69,1948,58,19,19,5,16,28,5,12,29,9,46,262,14,446,52,11,11,11,38,33,7,3,15,6,30,110,13,259,0,3,0,0,0,0,0,0,0,0,0,15,0,23,19,9,7,3,18,9,5,0,17,0,15,211,3,282,4,3,0,0,0,0,0,0,0,0,8,91,0,111,12,0,0,0,12,8,0,0,3,0,7,99,11,140,15,9,11,0,8,4,3,9,6,0,20,93,6,146,33,21,16,0,9,13,0,7,22,3,24,163,10,269,705,297,204,65,272,293,36,144,336,64,422,2340,145,4258,64,30,25,7,28,26,9,15,32,11,18,212,1669,2032,2739,1789,888,180,1211,1107,185,512,2283,268,1887,13139,2414,23863,892,800,300,3
50201,8641,6906,2943,528,4049,3735,817,1936,8321,958,6563,41895,3212,73150,415,329,158,24,209,220,32,84,337,51,313,2386,183,3982,2671,1106,884,181,1199,1271,264,650,1298,276,1449,6511,544,13628,316,106,131,30,161,166,21,83,123,35,181,958,54,1807,156,55,51,17,114,92,21,45,57,24,96,420,41,862,27,10,3,0,18,12,0,4,20,3,13,173,10,246,110,96,49,6,139,55,24,12,80,9,143,1975,95,2603,20,9,5,0,13,15,3,0,15,4,26,375,9,451,59,40,21,9,69,39,6,15,23,11,48,717,21,957,96,60,24,5,40,36,8,16,77,9,78,470,25,786,184,136,79,7,126,109,12,29,173,23,190,1729,61,2512,4053,1948,1405,286,2085,2011,400,939,2197,441,2530,15719,1044,27830,262,112,95,25,147,123,38,61,115,48,104,461,5606,6660,12953,8965,4440,837,6281,5872,1253,2935,10636,1444,9198,58075,9868,107641,2762,3570,972,15
50301,3200,3397,1717,349,1011,1795,247,537,3528,352,3441,30787,1543,46159,109,87,44,4,27,58,8,17,69,6,79,716,30,1102,691,402,346,76,195,371,54,131,415,74,539,3908,183,6335,148,88,59,14,51,65,6,32,93,14,115,1394,38,1928,114,34,60,17,70,84,17,22,67,8,105,791,30,1207,42,26,12,0,28,18,4,4,33,5,45,500,15,662,181,162,95,26,150,133,26,25,134,23,264,2361,57,3296,49,52,48,5,76,49,10,9,50,11,130,2148,27,2554,62,65,32,5,76,68,7,17,47,10,73,1182,18,1519,77,112,45,8,33,60,8,20,121,11,123,1361,43,1854,156,137,103,13,46,91,12,20,168,16,148,1594,61,2314,1628,1166,845,174,752,986,145,281,1200,184,1620,15962,498,22782,53,25,22,4,22,32,9,10,22,5,27,187,2469,2797,4885,4580,2585,535,1780,2809,399,824,4752,542,5089,46936,4504,71735,1549,2513,950,8
50302,3552,5308,1591,464,1509,1663,306,704,7267,390,4949,39971,1951,61351,157,199,87,10,76,75,16,33,229,15,167,1435,73,2275,814,614,363,126,285,381,58,160,860,88,735,5343,252,8660,198,185,94,39,72,97,24,44,186,17,214,2392,72,3286,562,166,182,139,333,315,55,80,301,75,358,2290,124,3898,74,54,18,21,54,43,16,12,76,12,89,1055,25,1380,260,327,120,50,296,155,47,41,323,34,443,4986,156,6655,61,80,57,13,81,57,13,14,101,16,163,4449,62,5026,111,103,38,22,179,76,31,24,104,17,181,4814,81,5502,97,158,52,11,48,47,3,20,231,15,180,2769,52,3476,133,179,69,15,68,65,13,22,263,16,213,1892,73,2726,2473,2073,1076,444,1494,1312,269,443,2678,299,2759,31422,969,42893,71,24,25,31,31,44,7,12,55,14,63,290,5778,6284,6088,7410,2694,941,3028,3018,586,1157,10002,699,7765,71685,8700,110530,2197,4853,1093,10
50401,3525,4787,1341,331,1821,1640,373,813,5871,377,4431,31656,1851,50534,174,183,84,10,102,105,15,42,174,20,150,1246,78,2037,847,463,308,96,408,390,76,218,656,84,611,2766,174,5495,193,111,75,34,99,119,24,52,157,34,156,1191,56,1913,704,153,221,129,423,380,85,131,255,108,412,1923,108,3768,77,55,17,0,69,22,0,12,55,4,83,736,45,1055,337,291,121,49,495,175,60,48,249,70,505,4385,159,6202,54,44,36,10,87,31,7,9,57,9,114,2077,43,2474,236,137,53,36,287,170,38,45,92,35,188,2966,82,3877,72,75,18,0,29,25,7,15,82,6,98,835,35,1161,138,140,70,7,137,87,7,29,169,11,179,1415,43,2137,2834,1640,999,369,2129,1512,331,597,1935,363,2505,19545,824,30120,81,37,23,10,46,35,14,16,38,14,47,256,3340,3807,6442,6465,2360,709,4002,3193,714,1430,7843,753,6976,51457,6009,84462,1965,3694,800,18
50402,2515,2759,925,157,1210,1064,224,507,3119,249,2635,18255,2657,31102,129,108,46,6,89,61,9,33,110,12,95,708,123,1303,799,380,311,76,339,366,62,201,418,85,538,2223,219,4613,123,54,42,9,56,72,6,33,74,13,92,562,44,1003,122,36,31,18,76,57,13,24,48,18,65,287,50,619,4,3,3,0,8,5,0,0,3,0,6,58,28,112,53,47,10,5,61,34,6,5,24,5,77,736,102,1073,3,12,0,0,3,0,0,0,10,0,16,163,28,229,36,20,18,8,40,19,0,12,9,0,33,267,14,421,36,32,16,3,10,13,5,6,41,3,49,234,26,396,65,51,34,6,43,35,9,16,56,4,52,537,60,843,1377,744,527,131,726,672,114,331,799,151,1026,5778,693,10616,45,27,25,9,27,29,5,14,29,10,28,134,1808,2067,3938,3525,1470,297,1961,1764,349,854,3950,412,3683,24161,5159,43792,1299,1849,461,8
50403,5678,8875,1844,346,3394,2453,582,1229,9765,564,7061,59420,3915,91506,371,509,130,15,301,201,49,108,425,38,382,3664,214,5628,1656,905,547,150,923,746,139,414,1065,169,1042,5163,356,10160,233,124,89,35,138,125,20,54,138,28,180,1150,57,1937,465,100,136,88,343,277,75,74,240,71,331,1827,105,3246,89,93,28,0,140,50,27,8,88,18,159,1651,113,2258,437,461,156,51,726,204,73,60,254,65,677,7583,306,10171,32,19,14,0,60,10,5,3,33,7,71,1150,33,1400,289,212,77,16,573,195,55,42,143,30,338,6409,213,8029,103,81,47,6,72,41,9,18,117,13,113,717,39,1168,270,303,105,9,328,143,32,44,281,23,407,4360,150,5968,3944,2813,1332,378,3595,1989,489,833,2788,464,3698,33671,1588,49976,124,52,32,24,75,63,14,27,85,22,63,460,6042,6839,9745,11742,3213,745,7068,4508,1086,2094,12633,1052,10820,93556,11545,148324,3782,6276,1240,17
50501,6958,8401,2620,496,3033,3121,571,1201,8483,641,7497,62936,3672,96402,377,355,146,20,143,177,30,76,284,25,318,2739,165,4261,3415,1823,1278,257,1359,1453,198,617,2034,304,2403,16188,986,27324,490,232,206,48,205,276,42,83,293,54,378,3345,163,5064,404,120,167,50,290,239,44,39,178,43,303,2059,129,3404,98,66,43,7,86,52,12,7,69,15,89,882,36,1282,304,189,105,30,287,174,31,33,158,35,298,2738,94,3983,59,34,32,5,78,32,9,0,42,4,107,1411,35,1764,170,83,62,22,216,134,22,32,75,24,147,1270,51,1936,134,131,71,18,75,52,11,12,170,15,172,1487,48,2136,551,502,275,29,290,285,45,80,523,49,632,5679,185,8253,6008,3534,2385,488,3027,2876,445,997,3828,563,4853,37799,1890,59401,116,43,39,16,48,57,9,32,58,16,56,348,4183,4834,13079,11979,5040,1003,6118,6058,1021,2221,12366,1219,12398,101086,9749,160641,4658,6792,1836,20
