SA3_CODE_2021,D_18_20_FPULPTW_MPTLF,D_18_20_FPULPTW_MPNLF,D_18_20_FPULPTW_MPLFSNS,D_18_20_FPULPTW_T,D_18_20_FPUT_MPEFT,D_18_20_FPUT_MPEPT,D_18_20_FPUT_MPEAW,D_18_20_FPUT_MPEHNS,D_18_20_FPUT_MPET,D_18_20_FPUT_MPULFTW,D_18_20_FPUT_MPULPTW,D_18_20_FPUT_MPUT,D_18_20_FPUT_MPTLF,D_18_20_FPUT_MPNLF,D_18_20_FPUT_MPLFSNS,D_18_20_FPUT_T,D_18_20_FPTLF_MPEFT,D_18_20_FPTLF_MPEPT,D_18_20_FPTLF_MPEAW,D_18_20_FPTLF_MPEHNS,D_18_20_FPTLF_MPET,D_18_20_FPTLF_MPULFTW,D_18_20_FPTLF_MPULPTW,D_18_20_FPTLF_MPUT,D_18_20_FPTLF_MPTLF,D_18_20_FPTLF_MPNLF,D_18_20_FPTLF_MPLFSNS,D_18_20_FPTLF_T,D_18_20_FPNLF_MPEFT,D_18_20_FPNLF_MPEPT,D_18_20_FPNLF_MPEAW,D_18_20_FPNLF_MPEHNS,D_18_20_FPNLF_MPET,D_18_20_FPNLF_MPULFTW,D_18_20_FPNLF_MPULPTW,D_18_20_FPNLF_MPUT,D_18_20_FPNLF_MPTLF,D_18_20_FPNLF_MPNLF,D_18_20_FPNLF_MPLFSNS,D_18_20_FPNLF_T,D_18_20_FPLFSNS_MPEFT,D_18_20_FPLFSNS_MPEPT,D_18_20_FPLFSNS_MPEAW,D_18_20_FPLFSNS_MPEHNS,D_18_20_FPLFSNS_MPET,D_18_20_FPLFSNS_MPULFTW,D_18_20_FPLFSNS_MPULPTW,D_18_20_FPLFSNS_MPUT,D_18_20_FPLFSNS_MPTLF,D_18_20_FPLFSNS_MPNLF,D_18_20_FPLFSNS_MPLFSNS,D_18_20_FPLFSNS_T,D_18_20_FPT_MPEFT,D_18_20_FPT_MPEPT,D_18_20_FPT_MPEAW,D_18_20_FPT_MPEHNS,D_18_20_FPT_MPET,D_18_20_FPT_MPULFTW,D_18_20_FPT_MPULPTW,D_18_20_FPT_MPUT,D_18_20_FPT_MPTLF,D_18_20_FPT_MPNLF,D_18_20_FPT_MPLFSNS,D_18_20_FPT_T,D_21_24_FPEFT_MPEFT,D_21_24_FPEFT_MPEPT,D_21_24_FPEFT_MPEAW,D_21_24_FPEFT_MPEHNS,D_21_24_FPEFT_MPET,D_21_24_FPEFT_MPULFTW,D_21_24_FPEFT_MPULPTW,D_21_24_FPEFT_MPUT,D_21_24_FPEFT_MPTLF,D_21_24_FPEFT_MPNLF,D_21_24_FPEFT_MPLFSNS,D_21_24_FPEFT_T,D_21_24_FPEPT_MPEFT,D_21_24_FPEPT_MPEPT,D_21_24_FPEPT_MPEAW,D_21_24_FPEPT_MPEHNS,D_21_24_FPEPT_MPET,D_21_24_FPEPT_MPULFTW,D_21_24_FPEPT_MPULPTW,D_21_24_FPEPT_MPUT,D_21_24_FPEPT_MPTLF,D_21_24_FPEPT_MPNLF,D_21_24_FPEPT_MPLFSNS,D_21_24_FPEPT_T,D_21_24_FPEAW_MPEFT,D_21_24_FPEAW_MPEPT,D_21_24_FPEAW_MPEAW,D_21_24_FPEAW_MPEHNS,D_21_24_FPEAW_MPET,D_21_24_FPEAW_MPULFTW,D_21_24_FPEAW_MPULPTW,D_21_24_FPEAW_MPUT,D_21_24_FPEAW_MPTLF,D_21_24_FPEAW_MPNLF,D_21_24_FPEAW_MPLFSNS,D_21_24_FPEAW_T,D_21_24_FPHNS_MPEFT,D_21_24_FPHNS_MPEPT,D_21_24_FPHNS_MPEAW,D_21_24_FPHNS_MPEHNS,D_21_24_FPHNS_MPET,D_21_24_FPHNS_MPULFTW,D_21_24_FPHNS_MPULPTW,D_21_24_FPHNS_MPUT,D_21_24_FPHNS_MPTLF,D_21_24_FPHNS_MPNLF,D_21_24_FPHNS_MPLFSNS,D_21_24_FPHNS_T,D_21_24_FPET_MPEFT,D_21_24_FPET_MPEPT,D_21_24_FPET_MPEAW,D_21_24_FPET_MPEHNS,D_21_24_FPET_MPET,D_21_24_FPET_MPULFTW,D_21_24_FPET_MPULPTW,D_21_24_FPET_MPUT,D_21_24_FPET_MPTLF,D_21_24_FPET_MPNLF,D_21_24_FPET_MPLFSNS,D_21_24_FPET_T,D_21_24_FPULFTW_MPEFT,D_21_24_FPULFTW_MPEPT,D_21_24_FPULFTW_MPEAW,D_21_24_FPULFTW_MPEHNS,D_21_24_FPULFTW_MPET,D_21_24_FPULFTW_MPULFTW,D_21_24_FPULFTW_MPULPTW,D_21_24_FPULFTW_MPUT,D_21_24_FPULFTW_MPTLF,D_21_24_FPULFTW_MPNLF,D_21_24_FPULFTW_MPLFSNS,D_21_24_FPULFTW_T,D_21_24_FPULPTW_MPEFT,D_21_24_FPULPTW_MPEPT,D_21_24_FPULPTW_MPEAW,D_21_24_FPULPTW_MPEHNS,D_21_24_FPULPTW_MPET,D_21_24_FPULPTW_MPULFTW,D_21_24_FPULPTW_MPULPTW,D_21_24_FPULPTW_MPUT,D_21_24_FPULPTW_MPTLF,D_21_24_FPULPTW_MPNLF,D_21_24_FPULPTW_MPLFSNS,D_21_24_FPULPTW_T,D_21_24_FPUT_MPEFT,D_21_24_FPUT_MPEPT,D_21_24_FPUT_MPEAW,D_21_24_FPUT_MPEHNS,D_21_24_FPUT_MPET,D_21_24_FPUT_MPULFTW,D_21_24_FPUT_MPULPTW,D_21_24_FPUT_MPUT,D_21_24_FPUT_MPTLF,D_21_24_FPUT_MPNLF,D_21_24_FPUT_MPLFSNS,D_21_24_FPUT_T,D_21_24_FPTLF_MPEFT,D_21_24_FPTLF_MPEPT,D_21_24_FPTLF_MPEAW,D_21_24_FPTLF_MPEHNS,D_21_24_FPTLF_MPET,D_21_24_FPTLF_MPULFTW,D_21_24_FPTLF_MPULPTW,D_21_24_FPTLF_MPUT,D_21_24_FPTLF_MPTLF,D_21_24_FPTLF_MPNLF,D_21_24_FPTLF_MPLFSNS,D_21_24_FPTLF_T,D_21_24_FPNLF_MPEFT,D_21_24_FPNLF_MPEPT,D_21_24_FPNLF_MPEAW,D_21_24_FPNLF_MPEHNS,D_21_24_FPNLF_MPET,D_21_24_FPNLF_MPULFTW,D_21_24_FPNLF_MPULPTW,D_21_24_FPNLF_MPUT,D_21_24_FPNLF_MPTLF,D_21_24_FPNLF_MPNLF,D_21_24_FPNLF_MPLFSNS,D_21_24_FPNLF_T,D_21_24_FPLFSNS_MPEFT,D_21_24_FPLFSNS_MPEPT,D_21_24_FPLFSNS_MPEAW,D_21_24_FPLFSNS_MPEHNS,D_21_24_FPLFSNS_MPET,D_21_24_FPLFSNS_MPULFTW,D_21_24_FPLFSNS_MPULPTW,D_21_24_FPLFSNS_MPUT,D_21_24_FPLFSNS_MPTLF,D_21_24_FPLFSNS_MPNLF,D_21_24_FPLFSNS_MPLFSNS,D_21_24_FPLFSNS_T,D_21_24_FPT_MPEFT,D_21_24_FPT_MPEPT,D_21_24_FPT_MPEAW,D_21_24_FPT_MPEHNS
50101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,15,3,0,91,0,0,0,91,4,0,100,6,0,0,0,8,0,0,0,8,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,78,18,6,0,98,0,0,0,98,7,0,105,6,0,0,0,10,0,0,0,10,0,0,8,12,0,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,23,0,0,0,23,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,23,0,0,0,23,0,0,26,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19,0,4,0
50102,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,195,17,10,0,217,6,0,6,219,9,0,231,23,3,6,0,31,0,0,0,30,7,0,32,0,0,0,0,0,0,0,0,0,0,0,0,218,20,11,0,246,4,0,4,251,10,0,267,27,7,0,0,35,0,0,0,35,3,0,40,26,7,0,0,32,0,0,0,35,0,0,36,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,59,11,0,0,74,0,0,0,75,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,6,0,0,0,6,0,0,0,6,0,0,6,65,11,0,0,78,0,0,0,79,0,0,85,16,4,0,0,17,0,0,0,17,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,78,9,4,5
50103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,26,0,0,0,26,0,0,24,4,0,0,0,4,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,31,0,0,0,31,0,0,34,4,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0
50201,4,0,0,4,4,0,0,0,9,0,0,0,9,0,0,9,352,50,6,8,419,6,0,11,430,21,0,454,44,11,0,0,60,3,0,3,59,13,0,75,0,0,0,0,0,0,0,0,0,0,0,0,401,61,12,10,483,8,0,9,491,34,0,523,70,12,3,0,85,0,3,3,87,9,0,90,56,16,0,0,76,4,0,4,78,4,0,84,5,0,0,0,5,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,135,26,5,0,167,4,0,7,174,14,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,3,0,3,3,0,0,3,133,26,5,0,167,3,0,12,173,14,0,191,24,3,0,0,30,0,0,0,31,8,0,32,0,0,0,0,0,0,0,0,0,0,4,4,157,29,5,0
50301,15,0,0,18,17,0,0,0,23,0,0,0,17,0,0,17,961,135,20,0,1115,20,0,19,1139,51,0,1195,206,30,0,4,241,6,0,6,243,37,0,281,0,0,0,0,0,0,0,0,0,0,0,0,1170,156,20,3,1357,25,0,24,1378,90,0,1478,174,27,0,0,200,10,3,7,212,20,0,230,226,31,5,0,266,0,3,3,269,14,0,282,10,3,0,0,17,0,0,0,17,0,0,17,0,0,0,0,3,0,0,0,3,0,0,3,416,62,5,0,490,3,8,13,503,34,0,533,4,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,3,0,0,4,6,0,0,0,6,0,0,0,6,0,0,11,422,61,11,0,497,3,8,13,508,36,0,546,106,25,0,0,132,0,0,0,131,33,0,169,0,0,0,0,0,0,0,0,0,0,0,0,524,89,11,4
50302,8,0,0,10,8,0,0,0,8,0,0,5,11,0,0,14,611,97,9,0,719,11,6,16,735,37,6,776,96,13,0,0,111,0,3,3,114,18,0,137,0,0,0,0,0,0,0,0,0,0,0,5,709,118,10,0,835,14,8,21,852,55,6,909,133,13,0,0,147,3,0,7,151,11,0,156,105,30,3,0,134,0,0,4,138,9,0,149,3,0,0,0,3,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,237,45,3,0,289,0,4,3,297,20,0,312,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,8,3,0,0,0,3,0,0,0,3,0,0,8,243,45,3,0,299,0,4,3,303,20,0,319,54,9,0,0,60,0,0,0,57,17,0,74,0,0,0,0,0,0,0,0,0,0,0,0,298,54,3,0
50401,16,0,0,16,12,0,0,0,17,4,0,5,20,0,0,20,492,66,7,0,578,14,8,20,593,23,0,616,76,14,0,0,93,0,0,0,93,24,0,119,0,0,0,0,0,0,0,0,0,0,0,0,574,80,8,5,670,14,8,20,690,52,0,739,133,8,0,0,146,5,0,5,143,14,0,156,75,28,3,0,109,0,0,0,111,15,0,116,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,5,0,0,0,5,0,0,5,214,40,6,0,261,3,0,8,262,23,0,292,0,0,0,0,3,0,0,0,5,0,0,5,10,4,0,0,12,0,4,3,12,0,0,17,8,5,0,0,17,0,4,3,20,0,0,19,219,44,6,3,275,4,0,10,286,27,0,310,43,9,0,0,56,0,0,0,55,21,0,75,0,0,0,0,0,0,0,0,0,0,0,0,269,57,6,4
50402,4,0,0,4,6,0,0,0,4,0,0,0,4,0,0,4,204,21,5,0,241,0,0,0,242,14,0,254,27,3,0,0,34,0,0,6,37,5,0,43,0,0,0,0,0,0,0,0,0,0,0,0,232,28,10,6,278,6,0,3,281,19,0,298,47,9,5,0,55,0,0,0,55,0,0,60,44,3,6,0,55,0,0,0,52,4,0,57,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,94,11,6,0,111,3,0,3,112,7,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,11,6,0,111,3,0,3,112,7,0,122,14,4,0,0,20,0,0,0,20,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,108,13,6,0
50403,17,4,0,22,21,0,0,0,23,0,0,0,27,3,0,32,787,120,26,13,945,19,4,28,973,54,0,1023,135,31,3,3,173,6,4,10,177,56,0,234,0,0,0,7,7,0,0,0,7,0,0,7,921,150,27,24,1116,21,13,36,1149,108,7,1266,195,17,5,0,221,3,0,0,221,19,0,238,143,38,9,0,189,5,0,5,196,17,0,217,7,4,5,0,18,0,0,0,18,0,0,18,4,0,0,4,9,0,0,0,9,0,0,9,354,64,14,4,433,10,0,9,447,33,0,481,4,0,0,0,4,0,0,3,3,3,0,5,7,0,0,0,7,0,0,0,6,4,0,10,4,0,0,0,4,0,5,5,6,6,0,17,360,64,14,4,439,12,6,13,459,41,0,500,79,18,0,0,96,3,0,4,102,38,0,139,0,0,0,4,7,0,0,0,7,0,0,7,442,78,15,8
50501,42,0,0,43,33,12,0,0,45,0,0,0,47,4,0,55,1406,149,43,10,1611,31,4,36,1646,66,3,1710,179,21,7,4,211,3,0,3,221,23,0,243,3,0,0,0,0,0,0,0,0,0,0,3,1582,172,50,17,1821,42,4,42,1863,85,4,1956,311,38,10,3,364,7,0,3,367,19,0,384,338,55,4,3,400,12,0,12,410,17,0,425,11,6,10,0,27,0,0,0,27,3,0,31,0,0,0,0,4,0,0,0,4,0,0,5,662,100,25,5,793,15,4,15,807,38,0,848,4,0,0,0,4,0,0,0,4,0,0,4,7,0,0,0,7,0,0,0,7,0,0,8,13,0,0,0,13,0,0,0,14,0,0,11,672,100,25,5,808,11,4,16,819,37,0,862,100,0,6,0,112,3,0,7,113,30,0,140,0,0,0,0,0,0,0,0,0,0,0,0,774,103,29,7
