SA3_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
50502,9,34,32,164,80,60,85,27,11,498,10,63,198,698,327,280,206,88,22,1886,0,14,43,157,57,32,33,19,12,367,0,9,6,88,16,10,3,4,0,136,12,57,61,60,23,5,3,0,0,227,0,7,6,45,18,16,3,0,0,104,14,30,58,129,81,65,43,15,9,436,5,64,105,393,393,371,211,59,27,1622,0,3,5,66,36,34,29,20,5,200,0,3,25,183,71,75,39,14,0,411,48,427,521,2436,765,540,401,226,70,5436,233,439,480,1994,686,495,366,313,179,5190,6456,11814,11221,32198,12859,10723,8413,5257,2093,101037,4,11,17,76,15,11,9,5,0,152,5604,9232,7823,16023,7025,5854,4902,3405,1678,61540,0,3,5,28,6,4,7,0,0,53,0,0,5,115,58,120,37,14,5,362,7,26,26,557,43,12,4,0,0,680,0,3,0,28,10,19,3,5,0,69,0,5,22,158,72,37,30,15,6,339
50503,3,16,41,103,76,74,55,12,4,367,20,256,560,1055,781,372,166,65,11,3276,6,7,11,59,29,21,23,10,0,161,3,5,0,30,6,4,4,0,0,44,7,78,119,83,8,10,3,0,0,304,0,4,9,21,13,4,0,0,0,46,6,17,45,77,50,43,27,15,4,275,4,60,87,494,391,362,178,56,18,1644,0,17,65,134,81,60,47,27,12,442,0,13,102,238,178,157,49,18,5,759,10,196,506,1375,763,610,363,166,40,4030,236,559,545,1585,797,571,287,186,82,4852,7469,16146,13944,28742,14029,10647,6962,3570,1024,102522,0,26,58,161,65,34,21,4,0,369,6883,12552,8291,15082,5682,4182,3079,1622,618,57983,0,0,3,35,9,6,6,4,0,64,0,0,8,63,45,30,23,3,0,175,0,12,11,126,24,10,0,0,0,176,0,4,7,68,38,26,19,0,5,164,0,12,16,79,38,22,10,4,0,190
50601,3,35,45,150,57,54,38,5,4,395,9,37,120,277,166,117,42,13,3,780,0,40,38,185,85,32,11,4,0,400,0,0,0,25,0,0,0,0,0,35,3,52,69,34,0,0,0,0,0,161,0,0,0,0,8,6,0,0,0,16,5,13,7,27,29,23,29,12,0,127,0,3,0,19,12,12,4,0,0,47,0,3,0,19,22,22,15,6,4,90,0,19,63,102,86,17,17,0,0,303,7,115,159,550,202,172,112,70,10,1397,135,341,287,844,361,282,140,111,52,2554,3850,7481,5390,14416,5572,4577,3306,1589,426,46604,0,4,23,54,14,10,0,0,0,104,3436,5747,3618,7633,2700,2076,1739,653,202,27807,0,4,4,34,5,5,0,0,0,45,0,0,4,9,0,0,0,0,0,16,0,0,0,17,3,6,0,0,0,29,0,0,0,15,4,4,4,0,0,30,3,3,9,34,6,17,5,0,0,90
50602,0,10,21,130,39,51,34,10,6,316,0,8,31,153,70,51,22,10,0,340,4,6,17,164,32,25,21,10,0,282,0,4,7,100,5,0,0,0,0,114,0,19,32,64,14,4,7,0,0,134,0,0,0,23,10,17,3,0,0,57,3,8,12,55,20,21,15,6,0,145,3,16,26,98,51,22,26,7,0,257,0,0,0,18,8,13,10,7,5,63,0,13,12,80,20,17,11,0,0,157,23,140,171,875,190,146,89,58,26,1723,82,179,301,1051,368,289,166,95,66,2610,2174,3661,4467,14372,4720,4138,2823,1330,499,38172,0,12,18,57,17,7,5,3,0,114,2000,2697,2908,5806,2161,1875,1508,690,355,20003,5,27,18,106,5,8,0,0,0,166,0,0,0,14,3,3,3,0,0,29,0,8,8,94,16,3,3,0,0,130,0,3,3,12,6,0,5,0,0,37,5,4,5,68,12,13,9,0,3,116
50603,4,76,162,226,150,140,100,44,8,907,0,20,85,151,70,84,63,24,4,510,7,56,141,273,148,88,44,19,10,779,0,4,6,124,12,8,4,6,0,160,0,10,34,50,17,0,3,0,0,116,0,6,4,52,37,27,4,3,6,143,6,32,34,42,19,17,18,4,0,175,5,29,44,106,50,36,25,13,3,306,0,0,6,13,11,13,19,14,5,74,0,5,26,49,41,30,21,7,0,180,16,239,303,973,281,203,149,99,36,2318,90,143,285,783,271,216,129,127,99,2140,2805,6324,7391,15041,5985,4934,3918,2186,809,49396,0,5,16,52,14,10,10,0,0,107,2371,4285,3581,4423,2153,2138,1873,1151,589,22559,0,27,16,103,31,4,4,0,0,182,0,0,0,8,4,3,0,0,0,18,0,8,4,53,5,10,3,0,0,78,0,4,10,21,3,7,9,0,0,44,0,6,13,33,14,7,3,3,4,81
50604,4,49,105,186,135,154,108,35,0,766,3,44,123,206,185,133,60,30,3,779,5,39,74,342,139,63,31,20,0,726,3,10,0,78,7,5,7,0,0,111,0,39,84,86,10,4,5,0,0,239,0,8,7,41,20,8,7,4,0,94,7,10,27,37,24,33,25,12,0,163,0,17,16,92,41,43,24,7,4,243,0,0,0,18,15,24,26,14,5,96,0,14,29,70,57,34,11,5,0,223,12,192,325,786,367,279,178,110,28,2276,167,357,331,1036,481,315,242,127,104,3165,4340,9091,8462,18891,8278,6373,4954,2388,717,63485,0,63,165,440,88,45,24,10,0,836,3860,6688,4594,7118,3316,2579,2272,1067,459,31949,0,36,29,193,34,17,6,0,0,314,0,0,3,19,4,4,4,0,0,42,0,0,0,27,5,0,0,0,0,31,0,4,9,55,30,27,25,4,0,142,0,7,11,16,8,13,7,0,0,61
50605,0,5,4,27,23,19,23,4,0,111,0,16,37,90,77,48,37,16,0,329,0,5,7,29,13,7,9,7,0,71,0,0,4,14,0,4,0,0,0,22,0,10,3,14,0,3,0,0,0,36,0,0,0,7,0,0,0,0,0,8,0,3,9,26,11,13,17,5,0,94,0,0,0,12,10,0,0,0,0,28,0,0,0,11,10,17,11,12,3,73,0,5,21,31,29,41,23,9,5,163,3,28,57,135,104,110,77,58,21,600,43,129,121,397,202,192,101,75,36,1298,1755,4125,3553,7044,3919,3531,2962,1686,539,29108,0,13,31,77,19,8,0,3,0,148,1508,3483,2595,4694,2425,2036,1779,929,345,19806,0,4,9,28,16,4,0,0,0,56,0,0,0,0,0,4,3,0,0,8,0,0,0,10,3,4,0,0,0,16,0,0,3,5,0,0,0,0,0,7,0,0,0,20,13,11,12,0,3,58
50606,0,5,13,9,14,3,4,0,0,53,0,17,42,96,75,41,12,8,0,288,0,0,0,16,3,3,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,9,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,3,14,4,11,5,8,0,51,0,0,0,5,5,0,0,0,0,16,0,0,0,9,6,8,5,3,0,33,0,7,21,45,24,11,4,0,0,105,0,13,24,139,46,44,24,15,4,318,33,83,79,264,138,106,54,29,12,800,1405,2723,1832,4686,2067,1699,1081,500,113,16103,0,0,0,12,0,0,0,0,0,14,1342,2257,1519,3311,1225,904,554,180,67,11350,0,0,4,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,8,0,3,0,4,0,0,0,0,0,10,0,3,6,9,3,5,0,0,0,36
50607,3,12,31,105,37,30,28,15,4,264,6,15,45,128,53,51,39,10,5,344,0,6,5,41,17,6,8,0,0,92,0,0,0,17,0,0,6,0,0,29,5,14,8,22,3,0,3,0,0,61,5,0,0,7,4,3,0,3,0,20,5,19,21,27,15,16,18,7,0,131,0,6,10,31,23,19,12,0,0,90,0,0,5,3,6,10,10,6,0,40,0,4,8,41,14,17,6,0,0,93,11,48,68,372,111,77,82,44,18,829,31,63,110,321,128,124,110,96,71,1052,1042,2280,3102,6105,2538,2388,2263,1121,439,21275,0,0,0,8,4,0,3,0,0,18,913,1630,2153,3168,1498,1387,1383,734,404,13266,0,3,0,9,0,3,0,0,0,10,0,0,0,9,0,8,0,0,0,20,0,0,3,52,4,3,0,0,0,64,0,0,0,7,3,0,4,0,0,19,0,0,4,31,12,11,10,0,0,72
50701,0,24,44,157,54,64,55,19,0,409,7,49,115,365,202,150,57,27,5,974,0,5,13,64,32,15,26,5,0,164,4,4,6,41,6,4,3,0,0,57,0,18,22,26,3,0,5,0,0,78,0,0,0,9,10,3,0,0,0,23,7,28,19,81,33,33,22,5,0,230,0,4,6,30,23,19,9,3,0,98,0,0,5,38,21,28,23,7,0,130,0,9,27,82,54,37,17,4,0,234,12,109,158,707,371,407,317,207,38,2312,105,223,272,985,376,270,201,144,74,2655,4061,7528,6881,17586,7706,6072,4332,2210,684,57054,0,0,0,8,3,0,0,0,0,15,3497,6240,5088,9987,4300,3143,2223,1090,466,36033,0,3,5,42,8,3,0,0,0,60,0,0,3,69,36,46,26,10,0,189,3,3,0,99,12,8,6,0,0,139,0,0,0,16,3,0,0,0,0,21,6,13,16,87,26,32,7,0,0,182
50702,0,14,5,12,9,6,3,0,0,48,0,6,15,64,41,31,19,8,0,192,0,0,0,4,0,0,0,0,0,8,0,0,0,11,0,0,0,0,0,11,0,3,3,7,0,0,0,0,0,17,0,0,0,0,3,0,0,0,0,8,6,9,18,55,26,29,23,10,0,177,0,0,0,3,10,0,4,0,0,16,0,0,0,17,10,21,12,3,3,72,0,0,4,19,11,9,4,6,0,56,0,13,30,192,107,108,99,66,27,638,35,86,91,417,194,165,102,76,55,1221,1073,1951,1971,5224,2714,2703,2141,1118,436,19324,0,0,0,0,0,0,0,0,0,0,926,1714,1745,3493,1815,1708,1362,645,277,13672,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,7,4,3,3,34,0,4,5,28,4,4,0,3,0,48,0,0,0,0,0,0,0,0,0,5,0,4,13,56,24,29,10,4,0,135
