SA3_CODE_2021,MOL_SAL_Filipin_UOLSE_NWorNAA,MOL_SAL_Filipin_UOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_UOLSE_VWorW,MOL_SAL_Indon_UOLSE_NWorNAA,MOL_SAL_Indon_UOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_UOLSE_VWorW,MOL_SAL_Tagalog_UOLSE_NWorNAA,MOL_SAL_Tagalog_UOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_UOLSE_VWorW,MOL_SAL_Oth_UOLSE_NWorNAA,MOL_SAL_Oth_UOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_UOLSE_VWorW,MOL_SAL_Tot_UOLSE_NWorNAA,MOL_SAL_Tot_UOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_UOLSE_VWorW,MOL_Spanish_UOLSE_NWorNAA,MOL_Spanish_UOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_UOLSE_VWorW,MOL_Tamil_UOLSE_NWorNAA,MOL_Tamil_UOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_UOLSE_VWorW,MOL_Thai_UOLSE_NWorNAA,MOL_Thai_UOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_UOLSE_VWorW,MOL_Turkish_UOLSE_NWorNAA,MOL_Turkish_UOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_UOLSE_VWorW,MOL_Vietnamese_UOLSE_NWorNAA,MOL_Vietnamese_UOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_UOLSE_VWorW,MOL_Oth_UOLSE_NWorNAA,MOL_Oth_UOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_UOLSE_VWorW,MOL_Tot_UOLSE_NWorNAA,MOL_Tot_UOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LUatH_NS_SEO,M_LUatH_NS_UOLSE_VWorW,M_LUatH_NS_UOLSE_NWorNAA,M_LUatH_NS_UOLSE_Tot,M_LUatH_NS_NS,M_LUatH_NS_Tot,M_Tot_SEO,M_Tot_UOLSE_VWorW,M_Tot_UOLSE_NWorNAA,M_Tot_UOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_UOLSE_VWorW,FSEO_UOLSE_NWorNAA,FSEO_UOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_UOLSE_VWorW,FOL_Afrikaans_UOLSE_NWorNAA,FOL_Afrikaans_UOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_UOLSE_VWorW,FOL_Arabic_UOLSE_NWorNAA,FOL_Arabic_UOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_UOLSE_VWorW,FOL_AIndLng_UOLSE_NWorNAA,FOL_AIndLng_UOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Canton_SEO,FOL_CL_Canton_UOLSE_VWorW,FOL_CL_Canton_UOLSE_NWorNAA,FOL_CL_Canton_UOLSE_Tot,FOL_CL_Canton_NS,FOL_CL_Canton_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_UOLSE_VWorW,FOL_CL_Mandarin_UOLSE_NWorNAA,FOL_CL_Mandarin_UOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_UOLSE_VWorW,FOL_CL_Oth_UOLSE_NWorNAA,FOL_CL_Oth_UOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_UOLSE_VWorW,FOL_CL_Tot_UOLSE_NWorNAA,FOL_CL_Tot_UOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_UOLSE_VWorW,FOL_Croatian_UOLSE_NWorNAA,FOL_Croatian_UOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_French_SEO,FOL_French_UOLSE_VWorW,FOL_French_UOLSE_NWorNAA,FOL_French_UOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_UOLSE_VWorW,FOL_German_UOLSE_NWorNAA,FOL_German_UOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_UOLSE_VWorW,FOL_Greek_UOLSE_NWorNAA,FOL_Greek_UOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_UOLSE_VWorW,FOL_IAL_Bengali_UOLSE_NWorNAA,FOL_IAL_Bengali_UOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Guj_SEO,FOL_IAL_Guj_UOLSE_VWorW,FOL_IAL_Guj_UOLSE_NWorNAA,FOL_IAL_Guj_UOLSE_Tot,FOL_IAL_Guj_NS,FOL_IAL_Guj_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_UOLSE_VWorW,FOL_IAL_Hindi_UOLSE_NWorNAA,FOL_IAL_Hindi_UOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Nepali_SEO,FOL_IAL_Nepali_UOLSE_VWorW,FOL_IAL_Nepali_UOLSE_NWorNAA,FOL_IAL_Nepali_UOLSE_Tot,FOL_IAL_Nepali_NS,FOL_IAL_Nepali_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_UOLSE_VWorW,FOL_IAL_Punjabi_UOLSE_NWorNAA,FOL_IAL_Punjabi_UOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhal_SEO,FOL_IAL_Sinhal_UOLSE_VWorW,FOL_IAL_Sinhal_UOLSE_NWorNAA,FOL_IAL_Sinhal_UOLSE_Tot,FOL_IAL_Sinhal_NS,FOL_IAL_Sinhal_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_UOLSE_VWorW,FOL_IAL_Urdu_UOLSE_NWorNAA,FOL_IAL_Urdu_UOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_UOLSE_VWorW,FOL_IAL_Oth_UOLSE_NWorNAA,FOL_IAL_Oth_UOLSE_Tot
50101,4,23,0,25,..,30,0,30,0,30,..,40,0,45,0,45,..,6,0,8,0,8,..,103,3,107,0,111,..,91,5,97,0,102,..,7,0,7,0,10,..,18,7,27,0,27,..,0,0,0,0,0,..,26,13,44,0,44,..,221,105,327,13,340,..,1311,201,1509,27,1534,..,87,8,90,1922,2012,24535,1399,203,1600,1945,28080,25723,..,..,..,..,25723,..,107,0,105,0,109,..,3,0,7,0,7,..,28,0,28,0,28,..,20,6,27,0,27,..,74,19,88,0,88,..,10,0,10,0,10,..,101,19,121,0,121,..,7,0,7,0,7,..,139,3,141,4,148,..,225,7,232,3,236,..,15,0,15,0,16,..,0,0,0,0,0,..,10,0,10,0,10,..,5,0,5,0,5,..,11,0,11,0,11,..,29,4,39,0,39,..,15,0,15,0,15,..,3,0,3,0,3,..,9,0,9
50102,8,268,5,277,..,50,0,52,0,51,..,240,7,244,0,247,..,119,22,136,0,140,..,673,39,711,7,718,..,82,4,84,0,85,..,25,0,20,0,20,..,25,3,32,0,32,..,11,0,11,0,11,..,43,16,58,0,58,..,563,86,650,21,666,..,3347,365,3714,46,3762,..,144,9,158,3726,3877,45637,3492,376,3867,3774,53276,47124,..,..,..,..,47124,..,389,10,396,4,396,..,76,7,86,0,86,..,94,0,96,0,96,..,48,12,58,0,63,..,258,108,369,0,367,..,13,6,14,0,14,..,319,123,442,3,449,..,14,0,18,0,18,..,74,0,76,0,78,..,91,0,91,0,91,..,52,4,60,0,60,..,20,0,27,0,27,..,24,8,31,0,31,..,54,4,55,0,55,..,30,0,30,0,30,..,76,6,85,0,83,..,19,5,26,0,26,..,47,0,49,0,50,..,7,0,14
50103,0,9,0,9,..,5,0,5,0,5,..,11,0,11,0,11,..,11,3,12,0,12,..,38,3,47,0,47,..,4,0,3,0,3,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,8,5,15,0,15,..,135,25,158,5,165,..,480,59,545,6,550,..,11,0,18,942,956,10397,496,65,562,947,11911,10500,..,..,..,..,10500,..,15,0,15,0,15,..,0,0,9,0,9,..,15,0,15,0,15,..,6,5,12,0,12,..,39,12,47,0,43,..,3,0,3,0,3,..,43,17,62,0,60,..,0,0,0,0,0,..,24,0,24,0,24,..,59,0,61,0,61,..,0,4,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0
50201,6,168,0,168,..,79,3,82,0,82,..,186,4,193,0,194,..,34,3,41,0,41,..,462,11,479,0,478,..,75,3,75,5,80,..,16,0,17,0,17,..,62,21,81,0,81,..,4,0,4,0,4,..,52,12,62,0,58,..,559,59,622,22,644,..,2660,223,2883,41,2924,..,209,14,223,3344,3567,45485,2871,238,3106,3385,51979,48827,..,..,..,..,48827,..,368,3,371,0,372,..,28,0,31,0,29,..,80,0,80,0,77,..,59,22,75,0,75,..,138,48,187,6,193,..,10,5,16,0,16,..,207,74,276,6,278,..,26,3,30,0,30,..,84,3,85,0,85,..,138,7,147,0,146,..,26,0,30,0,25,..,11,0,9,0,9,..,31,7,39,0,39,..,51,4,61,0,61,..,23,0,27,0,30,..,76,11,91,0,91,..,26,0,26,0,26,..,22,3,26,0,26,..,14,0,14
50301,0,10,0,10,..,138,12,155,3,159,..,17,0,12,0,12,..,49,0,49,0,49,..,215,16,231,3,234,..,185,12,197,0,195,..,79,0,78,0,78,..,28,0,27,0,26,..,15,0,17,0,17,..,83,10,96,0,93,..,495,28,528,12,538,..,4366,329,4695,41,4739,..,86,11,94,1293,1385,28781,4454,340,4791,1335,34905,29787,..,..,..,..,29787,..,118,0,120,6,120,..,81,0,82,0,87,..,15,0,13,0,13,..,344,27,371,6,376,..,1087,195,1276,7,1284,..,89,13,98,0,98,..,1522,226,1752,9,1759,..,42,0,48,0,48,..,250,6,255,6,255,..,199,0,200,0,200,..,135,9,143,0,145,..,39,0,43,0,43,..,31,0,33,0,33,..,114,9,124,0,124,..,12,0,18,0,18,..,27,0,25,0,25,..,80,4,86,0,86,..,61,4,59,0,66,..,26,3,30
50302,0,105,0,105,..,207,17,225,0,228,..,115,0,116,0,117,..,110,10,117,0,123,..,533,27,565,9,568,..,665,38,702,6,703,..,160,3,164,5,168,..,127,20,143,0,143,..,36,3,38,0,38,..,445,94,538,6,540,..,1661,116,1777,30,1810,..,10970,1099,12068,128,12196,..,258,13,281,3456,3729,39188,11232,1120,12345,3577,55115,38295,..,..,..,..,38295,..,128,3,128,0,129,..,206,21,223,4,228,..,26,0,30,0,30,..,646,137,783,5,782,..,1770,375,2142,8,2148,..,151,23,180,0,178,..,2570,532,3104,14,3117,..,88,14,100,0,100,..,443,9,455,5,457,..,254,0,260,5,260,..,237,31,272,5,271,..,88,6,97,0,100,..,183,19,205,8,206,..,300,16,312,0,314,..,285,17,305,4,307,..,103,9,109,0,112,..,95,3,101,0,101,..,100,5,108,0,111,..,84,10,92
50401,3,144,0,146,..,97,6,104,5,106,..,201,6,203,0,208,..,77,12,83,0,83,..,511,23,540,9,542,..,225,22,244,5,247,..,128,3,132,0,132,..,73,9,81,4,80,..,44,10,60,0,60,..,889,305,1195,10,1203,..,1170,159,1327,31,1354,..,8349,1348,9693,125,9814,..,189,21,211,1944,2156,29819,8533,1369,9899,2073,41790,29820,..,..,..,..,29820,..,71,0,74,0,75,..,224,64,286,0,290,..,42,0,41,0,41,..,501,228,722,7,733,..,781,331,1109,9,1117,..,73,22,100,0,100,..,1357,577,1931,17,1949,..,101,15,120,7,123,..,228,8,243,6,250,..,142,5,147,3,147,..,151,36,190,0,191,..,37,4,45,0,45,..,97,15,118,5,115,..,218,12,231,4,229,..,158,14,175,0,178,..,223,20,245,0,244,..,91,10,99,0,99,..,80,8,93,0,93,..,68,5,71
50402,0,91,0,91,..,12,0,13,0,13,..,128,0,127,0,127,..,25,0,27,0,27,..,248,3,256,0,256,..,38,3,42,0,42,..,12,4,14,0,14,..,25,0,24,0,24,..,4,0,4,0,4,..,15,5,15,0,15,..,240,31,268,5,278,..,1194,115,1316,12,1333,..,59,3,66,2967,3030,18280,1257,125,1385,2979,22643,18576,..,..,..,..,18576,..,56,0,56,0,56,..,8,0,6,0,6,..,47,0,47,0,47,..,7,0,13,0,9,..,82,22,101,5,104,..,4,0,4,0,4,..,91,26,116,6,120,..,28,4,38,0,38,..,65,0,64,0,64,..,82,3,85,0,85,..,11,0,11,0,11,..,4,0,4,0,4,..,8,0,8,0,8,..,20,0,28,0,29,..,3,0,3,0,3,..,26,6,30,0,30,..,8,0,10,0,10,..,0,0,0,0,0,..,4,0,4
50403,10,547,3,554,..,129,14,148,0,153,..,810,28,839,4,845,..,272,15,288,0,287,..,1756,67,1823,15,1839,..,229,16,250,4,251,..,286,16,301,6,308,..,107,14,122,0,122,..,22,3,25,0,25,..,1066,354,1421,14,1433,..,3342,563,3905,74,3973,..,14589,1879,16466,192,16659,..,391,52,442,3589,4031,52984,14980,1930,16909,3781,73672,52964,..,..,..,..,52964,..,424,9,435,3,437,..,767,175,944,0,946,..,139,0,139,0,139,..,324,116,443,0,446,..,560,177,733,9,745,..,67,16,84,0,89,..,955,312,1265,10,1279,..,192,39,232,0,232,..,276,10,289,5,290,..,171,8,182,0,181,..,91,12,99,0,99,..,57,14,66,0,66,..,578,78,654,14,665,..,491,39,534,4,540,..,95,16,114,3,112,..,1270,172,1443,21,1462,..,173,15,189,4,193,..,139,15,162,4,164,..,69,8,73
50501,0,51,0,51,..,102,12,107,5,107,..,67,0,68,0,74,..,103,12,112,0,112,..,323,24,339,5,349,..,291,23,315,4,321,..,55,0,57,5,60,..,89,7,95,0,98,..,20,0,23,0,23,..,160,44,207,0,211,..,936,99,1034,25,1053,..,7121,606,7725,92,7817,..,241,13,254,2581,2834,68849,7363,619,7979,2674,79502,69538,..,..,..,..,69538,..,884,13,898,3,895,..,271,23,295,0,302,..,29,0,29,0,29,..,325,85,409,0,410,..,610,178,794,3,797,..,67,0,70,0,70,..,1005,267,1269,11,1284,..,88,10,99,0,99,..,300,11,311,3,311,..,439,9,445,7,448,..,161,8,165,3,168,..,30,0,32,0,32,..,243,15,261,4,267,..,116,11,129,0,126,..,27,0,27,0,25,..,97,10,109,0,105,..,54,0,53,0,53,..,54,6,56,0,56,..,37,0,42
