SA3_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
50502,11,119,8,22,3,0,173,4,229,14,21,0,0,270,49,1295,74,175,27,12,1635,155,491,190,269,33,14,1157,280,200,56,304,32,8,884,1225,221,54,595,111,5,2208,4118,154,40,1733,254,24,6321,5220,71,37,1930,227,28,7512,2205,13,7,659,48,8,2936,916,0,0,245,17,0,1179,508,5,0,110,3,0,631,253,0,0,60,5,0,326,127,0,0,29,8,0,164,156,0,0,26,5,0,189,226,162,36,253,66,64,804,15450,2972,522,6435,849,176,26397
50503,8,27,4,16,4,0,62,0,64,3,13,4,0,83,14,383,26,86,33,4,555,55,230,70,132,42,0,528,63,114,25,145,31,0,381,395,211,60,320,55,8,1048,2320,176,45,1115,121,11,3781,4080,61,15,1485,134,14,5791,1661,12,0,420,39,0,2133,387,0,0,92,4,0,493,102,3,6,31,0,0,135,24,3,3,16,0,0,43,15,0,0,4,0,0,17,16,0,0,6,5,0,33,150,73,16,178,46,32,494,9284,1353,286,4066,520,75,15586
50601,0,25,8,9,6,4,43,0,27,9,8,0,0,42,22,197,23,45,7,0,294,65,116,71,90,37,4,384,184,66,6,132,25,0,414,647,80,19,304,29,3,1078,1358,43,9,574,62,6,2053,1331,5,16,432,56,5,1847,459,3,5,137,15,0,618,89,0,0,17,3,0,111,8,0,0,9,3,0,24,6,0,0,0,0,0,11,0,4,0,0,0,0,6,3,0,0,9,0,0,11,76,43,9,81,26,19,242,4264,611,166,1842,266,41,7189
50602,9,79,4,10,0,0,105,3,116,3,14,0,0,145,41,674,47,92,9,4,866,92,216,89,141,9,4,550,279,105,23,148,14,0,564,756,121,20,281,30,0,1204,2037,83,13,722,79,15,2953,3406,43,19,866,90,10,4432,1368,11,0,276,21,3,1681,416,0,0,90,3,0,510,148,0,0,29,0,0,185,49,0,0,9,3,0,62,19,0,0,8,4,0,30,22,0,0,14,3,0,36,121,80,11,140,26,43,409,8755,1527,235,2836,293,87,13735
50603,6,42,0,5,0,0,57,5,55,12,19,5,0,91,64,373,31,150,18,9,651,86,140,119,158,22,10,543,63,55,14,118,15,3,267,295,74,64,217,41,5,693,1556,66,32,627,111,12,2398,2908,31,23,803,148,9,3918,1054,5,10,274,42,0,1388,283,0,0,73,6,0,367,96,0,0,34,3,0,137,36,0,0,18,0,0,58,12,0,0,0,0,0,15,14,0,0,15,0,0,38,100,60,17,143,35,36,387,6567,896,337,2651,448,84,10989
50604,13,29,7,14,3,0,67,5,41,11,13,5,0,74,26,234,47,89,20,5,417,69,206,68,108,35,8,498,151,78,41,162,25,5,465,563,129,33,368,74,10,1173,1922,97,11,903,143,16,3098,2222,37,22,810,135,4,3230,708,5,6,185,27,0,925,114,0,0,29,9,0,155,25,0,0,10,0,0,37,8,0,0,6,0,0,13,3,0,0,3,0,0,5,8,0,0,15,8,0,25,112,55,15,161,36,28,414,5942,918,266,2879,517,82,10592
50605,0,0,0,11,0,0,18,0,10,4,0,0,0,17,0,82,16,37,8,0,144,7,55,20,46,6,0,134,14,14,0,74,9,0,108,35,19,3,95,7,0,169,359,20,9,286,24,4,696,943,20,4,390,35,4,1399,409,0,0,127,7,0,549,87,0,0,25,0,0,115,17,0,0,8,0,0,31,8,0,0,0,0,0,16,4,0,0,3,0,0,7,4,0,0,0,0,0,5,38,19,0,65,9,5,139,1942,242,62,1167,107,18,3538
50606,0,0,0,8,0,0,5,0,0,0,0,0,0,5,0,0,0,9,3,0,11,7,5,8,22,3,0,32,10,0,0,15,8,0,34,13,0,0,45,0,0,60,100,0,0,109,14,0,228,421,0,0,180,7,0,611,117,0,0,47,7,0,172,26,0,0,20,0,0,45,7,0,0,6,0,0,16,7,0,0,0,0,0,7,5,0,0,0,0,0,3,0,0,0,3,3,0,7,7,0,0,21,6,9,42,724,4,12,492,49,12,1288
50607,4,19,0,8,0,0,32,0,42,12,10,0,0,63,14,235,8,58,6,0,325,31,112,19,75,5,0,244,39,40,5,68,4,5,156,227,54,14,130,17,0,442,940,63,27,361,28,7,1420,1259,45,8,359,22,3,1687,687,4,0,196,9,0,895,379,0,4,62,5,0,450,202,0,0,32,0,0,228,110,0,0,20,0,0,129,48,0,0,9,0,0,64,83,0,0,15,0,0,97,49,37,7,72,15,15,193,4074,659,100,1474,100,32,6433
50701,3,51,5,11,0,0,66,0,69,8,7,0,0,86,17,410,23,66,7,0,529,42,240,78,116,17,8,490,133,87,17,113,22,0,378,302,113,26,207,51,0,700,1189,87,13,502,44,4,1845,3084,36,3,842,67,5,4049,1416,6,0,300,30,0,1749,342,0,0,72,4,0,421,80,0,0,11,8,0,103,35,0,0,14,4,0,49,19,0,0,4,0,0,22,20,0,0,10,3,0,27,93,65,12,119,16,17,321,6785,1165,190,2396,267,49,10851
50702,10,44,0,4,0,0,63,6,67,7,0,3,0,85,8,412,33,26,6,3,490,17,125,41,46,7,0,231,38,60,14,49,9,0,162,139,56,14,105,30,0,337,310,40,11,187,35,4,584,616,12,4,318,29,3,976,526,6,0,224,17,0,766,337,0,0,122,0,0,458,175,0,0,63,0,0,241,100,0,0,24,0,0,125,55,0,0,10,0,0,66,81,3,0,17,0,0,94,25,55,16,55,15,7,172,2439,872,143,1226,154,16,4858
50703,6,20,3,5,0,0,35,0,25,3,3,0,0,33,15,145,35,30,9,5,232,75,115,47,41,0,0,287,125,29,17,73,7,0,242,290,64,22,146,55,0,575,822,39,9,272,22,0,1159,1065,6,3,264,25,0,1358,141,0,0,49,4,0,190,20,0,0,0,0,0,21,9,0,0,4,4,0,17,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,46,34,7,47,12,9,161,2611,483,141,932,132,23,4324
50704,8,17,4,13,3,0,41,0,35,3,12,4,0,50,18,335,22,65,13,5,446,32,153,29,92,11,0,315,59,42,6,85,3,5,193,146,71,14,127,14,0,382,619,43,25,374,19,0,1075,1563,24,3,600,43,6,2239,1247,0,6,322,18,0,1596,646,0,0,130,4,3,782,274,0,0,61,4,0,337,131,0,0,42,0,0,172,98,6,0,18,0,0,119,123,0,0,21,4,0,146,55,35,12,106,9,20,253,5011,757,119,2076,141,41,8146
50705,16,19,0,16,0,0,48,6,41,3,5,4,0,58,10,273,25,64,14,0,390,122,176,60,124,29,0,501,207,66,21,190,30,4,513,663,90,18,441,230,3,1448,2275,69,6,991,135,5,3478,3201,16,7,912,77,13,4223,658,0,0,136,17,0,814,123,4,0,25,4,0,158,38,0,0,6,0,0,42,10,0,0,4,0,0,16,0,0,0,6,0,0,4,9,0,0,4,0,0,14,104,51,13,130,39,26,363,7440,801,155,3057,572,48,12073
50901,0,21,7,26,25,0,80,0,34,4,15,20,3,82,39,268,73,124,65,10,577,107,180,142,193,82,7,708,109,85,26,183,57,0,457,226,127,67,256,60,10,740,678,110,27,492,79,4,1382,707,26,14,298,49,3,1091,158,6,7,60,10,0,233,29,0,0,8,0,0,38,3,0,0,3,0,0,9,5,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,62,18,84,89,12,293,2089,907,381,1755,534,47,5712
50902,4,26,6,34,46,3,119,0,41,17,18,33,5,105,13,186,69,175,92,5,538,70,138,68,203,71,4,549,75,67,13,198,39,0,397,218,99,11,291,62,3,691,300,57,10,246,59,0,678,213,7,0,173,22,3,427,42,0,0,33,6,0,85,14,0,0,11,0,0,23,3,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,27,42,9,107,108,9,301,975,673,197,1497,549,36,3921
50903,5,8,4,21,30,0,62,3,12,4,10,24,0,54,3,90,41,71,27,0,236,24,48,48,95,36,0,247,40,29,0,129,27,4,228,92,34,23,107,30,0,290,98,24,3,87,26,0,233,57,3,4,34,9,0,106,5,0,0,3,0,0,11,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,7,9,7,48,68,8,155,338,267,127,612,278,22,1639
51001,7,402,246,9,77,0,737,0,275,243,3,48,8,582,10,454,191,13,127,9,804,10,324,80,34,122,7,578,23,147,14,38,94,3,315,40,232,33,45,119,0,475,130,180,47,97,79,3,544,251,67,23,126,57,7,527,210,20,3,94,31,0,361,145,3,3,52,12,0,219,98,4,0,54,13,0,168,61,3,0,25,4,0,93,26,0,0,11,5,0,52,32,0,0,13,7,0,51,37,168,64,35,133,13,453,1089,2294,955,649,922,53,5958
51002,35,39,105,7,581,0,769,0,46,20,0,64,0,131,6,109,37,3,783,0,937,15,122,7,11,111,0,264,21,90,10,8,106,0,227,33,106,16,11,84,0,254,76,71,18,22,52,0,238,219,42,8,40,32,0,338,291,8,0,35,21,0,352,179,0,0,11,13,0,205,90,0,0,6,8,0,108,53,0,0,7,9,0,59,49,0,0,4,4,0,53,63,0,0,9,14,0,86,81,56,15,25,254,5,435,1198,693,243,194,2130,19,4472
51003,28,23,48,0,1243,7,1353,3,12,11,0,116,0,143,3,120,13,9,221,0,365,15,67,8,9,183,0,284,16,81,0,10,102,0,208,25,102,4,17,141,0,293,84,129,4,20,148,0,388,173,22,4,55,91,0,356,210,6,0,42,58,0,312,200,0,0,19,31,0,251,145,4,0,20,26,0,191,107,6,0,21,15,0,145,81,0,0,9,22,0,119,125,0,0,18,40,0,180,64,42,15,28,273,7,437,1279,629,106,281,2718,17,5030
51101,5,11,0,5,4,0,22,0,5,0,8,6,0,24,8,69,30,40,25,0,171,32,27,15,56,20,7,158,41,27,4,61,14,0,145,99,49,4,103,28,0,283,148,10,6,156,17,0,344,144,0,0,116,11,0,273,26,0,0,12,4,0,43,4,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,4,44,65,9,143,531,218,56,607,195,21,1622
51102,0,15,25,0,15,0,56,0,28,13,0,16,0,59,0,79,12,23,34,0,144,21,63,31,19,48,3,194,17,31,4,32,27,0,110,36,52,18,50,57,4,216,46,28,9,39,22,0,147,59,13,9,53,14,0,144,46,0,0,28,11,0,82,27,0,0,5,0,0,36,7,0,0,9,0,0,19,4,0,0,0,0,0,10,0,0,0,4,0,0,0,4,0,0,10,4,0,15,9,24,14,15,42,0,112,289,330,132,282,294,10,1338
51103,0,155,51,10,72,6,297,5,80,29,11,18,4,143,54,155,53,46,72,9,386,94,97,25,89,79,5,388,98,73,9,92,69,0,338,236,118,11,136,86,3,597,577,59,8,174,77,0,896,643,19,0,181,29,0,875,267,9,0,45,8,0,323,119,3,0,19,10,0,150,30,0,0,3,0,0,37,7,0,0,0,3,0,13,0,0,0,0,0,0,0,3,0,0,0,4,0,4,38,49,16,41,72,16,223,2170,820,197,856,598,42,4684
51104,4,42,4,18,25,0,83,5,43,9,17,22,0,96,44,240,46,130,42,0,507,234,161,56,213,52,13,721,235,52,18,259,43,5,622,448,88,15,334,65,5,956,712,71,29,363,64,0,1239,452,5,0,184,29,0,681,85,3,5,40,5,0,134,23,0,0,6,3,0,29,6,0,0,5,0,0,9,4,0,0,6,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,12,37,49,8,111,120,7,335,2288,769,189,1686,469,39,5431
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
