SA3_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
50502,101037,107110,208149,6456,6054,12510,11814,11263,23082,5315,4947,10259,5906,6140,12049,16452,17572,34023,15746,16124,31870,12859,13195,26057,10723,11536,22258,8413,10103,18519,5257,6750,12003,2093,3425,5514,95789,103232,199021,5252,3877,9132,1125,1209,2332,38,23,61,26,32,58,1184,1266,2453,58511,61540,120051,37338,40906,78242,68392,71817,140207,27169,30287,57455,82646,88274,170919,1774,1719,3497,11148,10665,21806,4355,4194,8549,2533,2932,5465,3881,5834,9719,53408,57988,111395,6240,6217,12460,11776,13118,24894,2832,3120,5950,2481,3389,5864,820,1082,1896,93312,100252,193561,4716,5249,9963
50503,102522,105984,208506,7469,7240,14706,16146,15144,31290,7097,6765,13859,6846,6559,13403,13848,15137,28995,14889,15918,30810,14029,14585,28617,10647,11075,21721,6962,7753,14711,3570,4214,7781,1024,1592,2616,96567,102753,199325,5953,3234,9180,1797,1945,3745,61,60,121,51,51,103,1910,2061,3969,56915,57983,114898,40753,44259,85017,76757,79029,155783,20546,22665,43210,86004,89346,175349,2196,2106,4299,15280,14360,29639,5196,5240,10436,2148,2477,4617,2454,4839,7294,42600,48741,91341,8764,8563,17327,16698,15788,32486,3540,3387,6925,1842,2226,4070,760,1010,1771,95278,101032,196307,3065,3424,6492
50601,46604,47583,94184,3850,3656,7505,7481,7107,14584,2721,2684,5404,2667,2680,5350,6711,7429,14140,7707,7815,15526,5572,5471,11039,4577,4755,9336,3306,3710,7019,1589,1703,3289,426,581,1006,44221,46123,90345,2384,1453,3839,1314,1372,2682,21,21,43,27,32,64,1366,1417,2785,27652,27807,55458,16394,17598,33992,33219,33701,66921,10683,11534,22213,38591,39155,77747,1073,950,2024,6962,6641,13602,1926,2031,3962,740,896,1634,1213,2181,3394,18171,20648,38823,3772,3801,7575,8133,7624,15761,1764,1618,3383,840,878,1716,222,250,477,43247,45070,88312,1916,2001,3915
50602,38172,37142,75312,2174,2222,4390,3661,3475,7133,1599,1526,3126,2868,2859,5725,8001,7712,15720,6363,5860,12221,4720,4350,9070,4138,3809,7947,2823,2973,5790,1330,1551,2880,499,819,1318,35907,35578,71485,2264,1561,3826,806,837,1638,26,19,48,22,7,25,854,865,1717,20833,20003,40835,14728,15062,29790,25099,23798,48899,10313,11047,21359,28691,27838,56532,544,531,1074,3402,3229,6628,1173,1186,2359,1187,1266,2454,1937,2683,4621,20317,20613,40932,2559,2246,4805,4750,4311,9061,1019,932,1948,722,908,1625,287,282,565,34510,34369,68876,3220,2748,5966
50603,49396,49742,99139,2805,2590,5394,6324,5940,12261,3056,3017,6072,4335,3773,8103,8055,7335,15390,6990,7309,14301,5985,5976,11957,4934,5344,10281,3918,4423,8341,2186,2667,4849,809,1385,2191,47267,48298,95563,2130,1445,3578,577,650,1231,20,9,31,21,26,43,618,689,1301,22577,22559,45143,24673,25250,49924,26376,26467,52839,20622,20962,41584,36044,36549,72590,781,727,1507,6092,5674,11766,2557,2644,5203,2375,2151,4523,2468,3114,5580,27143,27465,54604,2860,2791,5653,5280,5662,10949,1347,1400,2746,996,1207,2205,300,450,751,46174,46845,93017,2006,2348,4358
50604,63485,62887,126376,4340,4170,8513,9091,8659,17753,4043,3753,7795,4420,4035,8452,8758,8866,17620,10134,9731,19859,8278,7942,16225,6373,6571,12945,4954,5225,10175,2388,2770,5162,717,1156,1869,60787,61142,121933,2699,1742,4445,1713,1616,3332,29,16,45,36,32,71,1777,1667,3448,33186,31949,65130,27140,28129,55269,36962,36568,73536,22036,22953,44991,49163,48908,98072,1145,1155,2296,8501,8096,16596,3019,2962,5982,1618,1745,3365,1965,3114,5077,26677,28105,54784,4675,4496,9169,10720,9829,20549,2334,2169,4501,1667,1791,3462,799,916,1712,58624,59578,118198,3423,2751,6170
50605,29108,29654,58762,1755,1562,3318,4125,3917,8038,1845,1759,3608,1705,1460,3163,3137,3315,6450,3904,4066,7970,3919,3963,7889,3531,3689,7218,2962,3266,6227,1686,1902,3593,539,750,1292,27304,28535,55838,1801,1119,2922,639,670,1306,12,10,23,14,8,26,663,688,1350,19811,19806,39615,7997,8788,16791,24318,24550,48865,3417,3984,7399,25552,26008,51556,479,462,944,3924,3735,7659,1354,1362,2717,563,574,1137,626,1138,1765,11840,13555,25395,2593,2493,5089,5562,5201,10765,1235,1037,2276,582,592,1171,123,136,259,26909,28082,54993,1094,1100,2193
50606,16103,16138,32242,1405,1370,2778,2723,2529,5249,964,1013,1975,867,872,1741,2276,2620,4898,2407,2376,4782,2067,2012,4076,1699,1704,3405,1081,1054,2133,500,455,955,113,138,249,15023,15520,30550,1082,616,1693,442,419,864,13,14,26,18,14,36,472,448,920,11355,11350,22711,3950,4170,8119,13278,13674,26955,1667,1831,3494,13638,14072,27717,385,342,731,2593,2392,4981,648,735,1385,189,253,442,299,651,951,5082,6430,11512,1544,1538,3076,3503,2945,6442,724,531,1254,267,208,477,51,27,81,14475,15365,29839,837,506,1349
50607,21275,22177,43448,1042,987,2031,2280,1939,4216,1370,1098,2471,1729,1741,3465,3307,3302,6604,2796,2925,5723,2538,2739,5276,2388,2771,5155,2263,2508,4773,1121,1382,2503,439,794,1233,20026,21122,41150,1247,1053,2297,315,292,604,3,11,13,12,10,25,335,312,644,13015,13266,26281,7208,7871,15075,16032,16321,32350,4126,4765,8895,17721,18377,36104,334,313,644,2179,1840,4024,1172,971,2144,962,974,1944,956,1222,2183,13032,13688,26721,1107,1193,2295,1942,2252,4192,484,474,957,237,308,549,58,102,155,19154,20268,39421,1649,1616,3270
50701,57054,58771,115824,4061,3708,7765,7528,7292,14818,3256,3117,6378,3626,3696,7320,8536,9119,17653,9047,9228,18277,7706,7822,15520,6072,6511,12579,4332,4736,9066,2210,2446,4655,684,1097,1782,53865,56769,110635,3190,1999,5191,1066,1078,2153,22,7,27,26,25,42,1111,1113,2224,35546,36033,71578,18852,20621,39473,42542,43177,85716,11701,13286,24992,48325,49922,98247,1219,1086,2306,7160,6955,14120,2439,2489,4918,1226,1527,2755,1696,2945,4644,25726,29225,54950,4609,4224,8832,8977,8418,17396,1894,1818,3708,1324,1479,2800,259,331,588,53045,55777,108823,1962,2132,4093
50702,19324,20592,39910,1073,994,2065,1951,1953,3907,963,1016,1982,1005,1154,2156,2541,2759,5303,2681,2765,5448,2714,2848,5556,2703,2829,5531,2141,2313,4455,1118,1287,2407,436,668,1107,17891,19444,37330,1435,1149,2576,290,305,591,10,7,18,6,12,11,301,321,621,12686,13672,26362,5416,5853,11272,15975,16895,32872,2094,2612,4709,16593,17913,34509,311,290,605,1831,1859,3680,755,836,1595,438,607,1042,674,1143,1813,10603,12115,22713,1209,1063,2268,2186,2142,4328,489,494,987,425,530,955,78,102,179,17141,18700,35845,1999,1718,3711
50703,23482,22379,45867,1932,1871,3809,3457,3141,6600,1385,1230,2620,1609,1413,3020,3988,3861,7857,4018,3693,7718,2950,2719,5670,2031,2106,4134,1301,1416,2717,628,685,1314,179,236,416,22201,21652,43850,1285,735,2014,1198,719,1916,21,16,36,50,20,62,1267,751,2016,14387,13319,27705,7842,8074,15915,16232,16219,32453,4697,5113,9812,18176,18190,36365,478,532,1010,3222,2932,6146,933,893,1819,371,437,807,647,1168,1808,8523,9616,18139,1934,1796,3730,4831,3682,8510,888,775,1666,471,457,926,153,116,261,20490,21190,41675,2164,900,3057
50704,50918,55210,106127,2593,2505,5099,6775,6489,13260,3325,3370,6691,3197,3175,6374,5497,5682,11181,6463,7274,13737,6704,7401,14104,6295,7119,13415,5675,6442,12123,3128,3645,6774,1261,2102,3363,48201,53292,101495,2722,1915,4632,420,450,872,9,10,22,13,16,30,445,481,927,31895,33910,65808,17172,19615,36781,39116,41585,80696,9848,11790,21636,44234,47780,92015,860,810,1674,6530,6266,12800,2806,2947,5760,1695,1807,3494,1578,2300,3880,28662,31404,60074,3014,3210,6225,5736,6907,12642,1319,1477,2796,693,1048,1741,140,216,357,47613,52060,99669,1908,2854,4766
50705,67085,68591,135678,4816,4335,9148,10329,9951,20284,4536,4249,8784,4142,3968,8106,8950,9380,18324,8860,9524,18382,8747,9141,17886,7755,7800,15559,5146,5757,10901,2947,3268,6210,853,1225,2083,61693,65770,127467,5390,2821,8212,1663,1726,3391,42,53,89,62,58,117,1771,1829,3605,42870,43853,86720,19759,21550,41310,57543,59190,116738,4967,6083,11049,55827,57986,113812,1368,1140,2510,9688,9332,19020,3138,3137,6273,900,1151,2053,1359,3005,4364,23195,27159,50359,6753,6626,13383,13670,13277,26945,2785,2710,5499,1141,1237,2372,161,166,327,60053,64374,124433,3547,3032,6579
50901,30830,31049,61880,1701,1572,3273,4016,3819,7838,1918,1735,3654,1372,1216,2587,3209,3111,6315,3391,3537,6934,3860,4157,8013,4472,4617,9084,4040,4076,8126,2136,2284,4420,709,935,1644,28114,28873,56986,2713,2180,4894,1257,1168,2427,18,25,44,18,8,28,1295,1202,2497,22934,22697,45630,5517,6197,11709,26234,26863,53100,1955,2146,4098,26449,27156,53608,414,353,770,3649,3479,7124,1236,1220,2450,176,223,404,440,1143,1582,10203,12328,22531,2682,2898,5581,7244,6184,13426,1552,1235,2786,1034,794,1823,186,156,347,26674,27702,54374,3480,2951,6430
50902,28873,27059,55937,1411,1336,2745,3328,3223,6546,1487,1293,2781,1274,1017,2283,2886,2677,5560,3078,3048,6125,3832,3703,7536,4708,4435,9141,4321,3758,8072,2058,1894,3947,504,686,1196,26069,25208,51270,2807,1858,4666,1288,1261,2550,16,12,24,15,13,26,1315,1285,2597,20605,19270,39876,4798,4940,9739,24063,23015,47076,1285,1421,2703,23842,22828,46665,315,317,627,2940,2835,5775,879,855,1744,157,188,344,258,733,995,8445,9522,17963,2515,2510,5029,7020,5930,12956,1584,1207,2790,1026,712,1743,71,63,133,23511,23298,46803,5522,3565,9091
50903,9908,9448,19357,525,532,1060,1252,1187,2443,463,425,891,455,379,836,953,992,1943,1114,1109,2226,1342,1247,2586,1521,1462,2989,1387,1174,2561,692,659,1351,203,268,471,9032,8731,17754,881,718,1602,386,423,804,4,3,9,10,9,18,398,435,829,7576,7071,14643,1209,1380,2583,8418,7989,16411,435,472,914,8320,7938,16254,103,122,222,1086,1028,2116,246,281,527,44,73,120,76,247,326,3172,3415,6590,815,892,1708,2243,1891,4130,521,414,937,357,214,569,35,23,58,8239,7980,16213,2002,1312,3312
51001,17306,17780,35092,1380,1264,2642,2839,2731,5567,1062,1110,2175,1077,1161,2235,2770,3291,6066,2490,2778,5272,2355,2305,4658,1892,1882,3773,1070,885,1958,321,290,607,66,81,139,15943,16554,32497,1360,1227,2591,6893,7125,14019,33,40,71,145,170,312,7073,7331,14408,12931,13017,25946,1841,2248,4087,10971,11275,22253,3344,3752,7101,13719,14134,27858,274,244,522,2298,2198,4497,439,503,941,69,106,175,271,608,873,4628,6096,10728,1501,1619,3122,3103,2565,5670,757,632,1392,651,468,1118,167,140,307,14112,14994,29102,11098,10301,21395
51002,14487,10955,25443,1020,959,1973,1748,1731,3480,639,556,1200,798,694,1489,2988,2405,5394,2886,1966,4851,2195,1304,3497,1704,944,2645,409,308,716,86,77,157,19,23,39,13699,10263,23961,787,697,1481,2157,2144,4300,96,67,170,98,94,195,2351,2310,4657,8462,7015,15477,3005,2327,5334,9083,7209,16293,2279,2049,4333,9885,7971,17854,212,203,410,1482,1465,2939,296,272,567,80,71,151,300,493,792,4413,4091,8500,1422,889,2309,2338,1383,3717,458,273,726,202,186,388,68,63,129,9081,8580,17662,16722,4956,21680
51003,16330,13262,29594,1345,1184,2527,2498,2341,4843,819,637,1455,858,686,1542,2958,2670,5629,3304,2538,5841,2392,1770,4161,1594,1018,2611,445,330,775,105,80,186,12,10,19,15403,12454,27859,928,809,1734,1643,1446,3089,74,59,132,82,57,140,1806,1565,3365,10438,8678,19116,2900,2632,5534,11308,9448,20757,1801,1775,3584,11758,9881,21641,334,279,615,2101,1957,4051,458,384,844,65,93,158,297,580,879,4968,5089,10062,1535,1004,2539,2727,1612,4342,455,302,752,194,145,339,70,33,103,11392,10583,21976,15321,5679,20996
51101,8093,7881,15970,490,479,969,1081,1061,2145,482,403,885,389,359,749,909,941,1852,933,974,1905,1145,1054,2190,1162,1059,2219,876,832,1705,504,535,1039,127,190,315,7314,7235,14551,783,642,1418,338,327,668,5,4,13,3,0,3,347,339,684,6144,5863,12004,1010,1179,2193,6842,6724,13572,346,398,742,6759,6628,13384,114,134,243,945,930,1877,273,259,529,46,69,113,92,230,326,2394,2895,5281,785,845,1637,1840,1369,3210,410,342,751,240,190,430,16,15,28,6676,6685,13353,1896,1189,3086
51102,4954,4578,9537,325,284,619,593,532,1127,237,203,445,250,285,533,661,767,1432,637,632,1271,722,616,1335,709,613,1322,542,411,953,227,184,410,35,55,90,4511,4249,8759,450,327,777,559,563,1119,5,6,8,7,9,12,563,577,1139,3367,2996,6360,821,943,1768,3724,3434,7157,468,516,984,3879,3510,7385,62,60,120,484,421,902,103,98,201,23,25,50,63,154,211,1404,1715,3119,455,389,841,1039,787,1818,248,161,411,179,130,307,31,28,60,4042,3869,7915,5179,4795,9976
51103,20641,17624,38267,1429,1310,2736,2711,2525,5240,1082,1013,2092,1448,1194,2642,3471,2906,6379,3105,2638,5744,2891,2373,5261,2599,2064,4655,1364,1041,2404,460,407,871,82,154,236,19327,16652,35975,1321,975,2286,2160,2091,4254,36,20,55,46,43,81,2240,2153,4397,13247,11668,24916,4344,3992,8336,14541,12708,27246,2755,2831,5591,14821,13231,28052,309,338,648,2340,2196,4529,581,543,1122,167,165,333,476,690,1162,5854,6075,11929,1959,1591,3546,4332,3158,7489,897,646,1539,478,418,902,98,67,171,15944,15047,30990,11528,4048,15581
51104,27893,27096,54981,1530,1545,3078,3717,3513,7233,1637,1504,3142,1419,1320,2738,3233,3058,6293,3304,3362,6665,3748,3723,7469,3984,3746,7731,3211,3090,6302,1623,1601,3224,484,620,1108,25363,25322,50685,2528,1768,4296,2484,2618,5098,16,19,29,40,25,64,2536,2664,5200,20729,20161,40892,3589,3999,7579,22452,22200,44652,1721,1932,3657,22960,22808,45771,339,364,698,3216,3052,6269,939,952,1886,159,243,408,400,1012,1412,7687,9231,16921,2717,2837,5556,6468,5417,11886,1492,1171,2662,974,736,1711,112,120,228,22557,23458,46019,9253,5501,14756
59797,455,58,514,0,0,0,0,0,0,7,3,6,25,11,31,99,14,116,157,11,170,103,9,109,55,3,62,14,4,18,0,0,0,0,0,0,455,57,511,3,0,5,7,3,9,0,0,0,0,0,0,7,3,9,131,24,151,132,14,148,206,29,232,60,4,66,189,29,216,0,0,0,0,0,0,0,0,0,0,0,0,15,0,17,143,30,174,38,0,38,59,6,61,13,0,16,0,0,0,3,0,3,10,4,15,2846,390,3234
