SA3_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
50502,3783,2212,1314,769,313,58,12311,83,1201,1326,1136,885,498,181,25,5347,2497,11188,10117,6531,4075,2804,1240,338,38789,952,3475,3655,3285,2707,2086,1117,326,17605,2276,5155,4320,3644,3398,2259,1268,459,22775,677,372,294,226,199,154,63,13,1998,178,318,429,618,569,444,284,129,2967,3129,5848,5040,4490,4163,2862,1614,597,27742,79,252,291,244,171,234,184,73,1531,1207,2538,2144,1530,1330,1295,1268,892,12204,8201,28118,26362,19432,14647,10557,5912,2311,115535
50503,1671,1031,545,257,94,24,4729,78,592,798,674,381,183,46,7,2766,1455,5460,6033,4000,2051,1049,421,76,20539,1028,3116,3968,3850,2573,1386,496,127,16541,3654,7710,7100,6517,4964,2676,1069,242,33928,1254,578,411,368,251,131,44,3,3043,309,393,620,734,550,371,192,53,3213,5213,8681,8125,7616,5771,3172,1300,293,40178,101,192,276,277,189,171,107,34,1349,1367,1858,1903,1795,1374,1022,950,606,10871,9319,20916,22770,19245,12890,7241,3410,1173,96973
50601,1356,530,255,137,43,8,3024,21,292,404,254,178,98,32,3,1274,467,2703,3492,1625,881,550,196,44,9949,371,1479,1964,1280,1032,589,227,41,6994,1615,3549,3224,2417,2050,1323,467,92,14742,585,326,190,138,107,51,32,3,1416,110,162,247,240,204,181,70,10,1227,2303,4034,3651,2796,2360,1551,566,108,17385,41,77,128,73,85,67,51,14,538,706,1004,1032,790,668,558,433,204,5399,3956,10249,12028,7348,5457,3545,1547,423,44561
50602,1617,734,385,208,70,6,4846,52,430,418,331,258,134,34,4,1657,1018,5060,3575,1857,1085,669,192,63,13514,581,1586,1362,1089,921,554,184,42,6324,1150,2243,1713,1412,1309,846,346,120,9139,412,193,111,82,87,44,22,0,954,66,136,162,195,201,135,46,22,955,1630,2566,1989,1688,1592,1030,411,143,11050,38,123,111,91,78,72,48,24,579,683,1323,1014,765,673,511,387,245,5595,4080,12843,10082,6554,4981,3177,1322,525,43564
50603,2275,1366,793,385,128,20,7380,58,402,483,460,333,216,68,0,2017,1670,5102,4734,3173,1871,1264,491,103,18407,789,1547,1629,1336,1211,930,434,117,7995,1344,1787,1686,1724,1593,1132,550,198,10006,498,162,105,97,90,69,38,5,1065,86,137,155,219,241,203,108,44,1187,1921,2084,1942,2052,1917,1401,693,243,12257,63,150,125,117,85,110,85,24,751,731,1134,808,631,567,475,614,563,5524,5397,12684,11997,9129,6779,4776,2519,1062,54336
50604,1904,850,418,197,65,7,4775,44,278,450,328,223,127,33,3,1488,993,3799,4519,2436,1341,766,280,54,14184,649,1836,2161,1867,1263,785,306,77,8938,2110,3254,3512,3101,2536,1753,756,155,17187,746,290,239,193,119,80,23,4,1691,147,210,296,353,283,225,125,31,1669,3003,3755,4048,3648,2947,2059,902,191,20546,46,141,182,155,122,119,50,21,826,896,1278,1315,1094,822,736,606,418,7153,5702,12342,14565,10374,7137,4788,2252,768,57919
50605,497,386,236,190,89,13,1700,19,141,242,233,204,138,46,4,1017,337,1225,1695,1304,872,740,321,105,6602,236,566,960,984,856,686,368,87,4737,947,1890,1882,1798,1568,1089,522,131,9836,367,127,110,95,67,43,19,3,821,54,74,124,195,197,170,74,31,920,1368,2089,2116,2092,1832,1301,617,173,11579,14,39,38,54,52,75,61,17,353,315,425,501,438,458,426,379,237,3195,2305,4747,6052,5497,4507,3549,1883,633,29184
50606,182,98,67,29,10,0,483,3,98,101,85,65,23,6,4,386,113,628,687,415,272,155,54,9,2323,112,504,598,487,382,180,68,9,2344,703,1712,1362,1045,797,439,136,23,6209,187,91,67,47,36,17,3,0,446,46,61,80,116,91,57,21,9,483,928,1862,1505,1208,925,511,161,29,7134,17,19,39,35,34,20,8,7,178,196,300,311,286,218,143,102,38,1600,1388,3501,3423,2606,1967,1062,411,89,14449
50607,1053,757,586,395,130,31,4096,35,277,306,295,275,203,52,10,1446,889,2706,2253,1763,1373,977,371,98,10431,241,463,527,599,659,609,302,89,3484,501,707,549,519,565,443,176,68,3526,151,52,31,33,36,33,17,0,352,25,46,52,79,107,123,69,30,530,673,810,638,624,710,597,259,97,4411,31,35,42,55,52,60,48,17,332,259,428,312,284,321,353,377,418,2755,2232,5776,5125,4378,3971,3188,1544,750,26962
50701,1594,873,530,254,55,13,4573,58,557,629,491,301,141,40,6,2218,1051,4860,4630,2766,1527,767,229,60,15886,542,1721,2252,1984,1435,893,269,62,9150,1921,3985,3804,3339,2674,1540,607,140,18016,603,270,214,185,133,80,25,3,1514,131,191,285,385,348,251,87,24,1696,2657,4449,4308,3903,3154,1867,717,170,21218,55,110,166,137,124,112,50,20,778,625,1088,1098,906,735,667,580,401,6101,5048,13970,14670,11066,7806,4704,1933,727,59925
50702,809,767,672,459,153,23,3489,11,188,308,323,352,209,60,12,1462,486,1991,1860,1601,1307,944,345,54,8582,125,420,523,645,678,541,237,32,3201,346,714,687,655,684,457,189,67,3802,136,41,50,40,53,25,17,0,366,39,53,63,90,138,100,53,19,565,520,814,799,788,876,579,261,87,4737,16,35,36,39,57,43,32,10,257,242,467,405,408,354,361,285,310,2836,1417,4498,4738,4575,4302,3134,1375,527,24564
50703,516,170,84,39,14,0,1136,22,142,173,109,70,29,7,0,543,243,1317,1530,725,309,180,58,9,4364,193,729,857,631,354,194,58,15,3028,900,1992,1685,1259,918,468,175,54,7451,330,212,107,77,60,29,7,0,825,50,95,124,164,89,67,30,9,622,1276,2303,1917,1501,1071,563,211,61,8899,22,47,73,48,31,29,15,6,270,359,541,530,412,306,246,130,50,2576,2124,5376,5592,3594,2230,1278,492,145,20817
50704,2043,1752,1253,857,306,62,7702,28,481,713,783,692,467,136,35,3329,1532,4570,5346,4347,3095,2378,1002,286,22551,393,855,1402,1781,1769,1608,792,299,8895,1119,1494,1576,1801,1862,1349,713,258,10172,417,106,115,107,105,103,38,17,1011,84,77,162,296,382,338,184,81,1620,1619,1681,1859,2207,2348,1793,929,357,12798,47,63,111,129,132,169,149,54,845,471,584,616,650,675,715,607,545,4871,4211,9541,12086,11654,9968,7979,3917,1642,60988
50705,593,489,322,159,64,3,1989,42,302,419,391,291,147,40,11,1640,580,2179,2602,2034,1184,728,276,61,9644,525,1751,2360,2427,1849,935,349,92,10281,2759,6003,5289,4914,3950,2081,996,222,26213,964,500,275,222,184,90,35,6,2265,178,248,370,421,394,288,152,22,2072,3899,6747,5929,5557,4528,2451,1191,248,30547,60,92,110,126,147,118,75,34,768,1199,1539,1496,1323,1106,864,847,473,8848,6326,12955,13512,12339,9423,5397,2844,920,63713
50901,223,227,242,212,84,15,1167,19,109,175,211,223,169,38,7,966,171,887,1158,1157,1030,836,325,69,5637,119,455,697,856,1019,843,400,84,4466,1003,1885,1752,1781,1778,1171,470,135,9970,438,181,154,124,121,69,25,3,1110,59,71,103,182,230,203,74,22,951,1495,2144,2009,2089,2131,1444,569,163,12037,12,31,42,56,55,86,48,24,355,519,552,593,684,822,830,654,366,5015,2345,4330,4898,5284,5525,4417,2112,729,29637
50902,132,102,141,106,35,0,638,8,99,110,118,127,107,20,0,586,135,673,804,706,583,404,186,40,3536,77,328,471,647,788,642,255,42,3246,672,1469,1487,1602,1778,1299,430,83,8819,260,158,105,110,106,79,13,0,830,39,57,82,150,199,193,64,23,795,967,1680,1674,1865,2085,1570,502,105,10444,17,27,48,43,57,71,44,13,317,684,837,870,1116,1171,1124,742,266,6813,1907,3750,4100,4599,4948,4027,1780,466,25579
50903,36,38,32,25,8,0,168,6,20,40,44,45,30,6,0,193,77,337,357,242,217,149,46,12,1448,28,136,184,217,234,197,63,11,1069,236,556,509,485,536,340,116,19,2796,90,48,45,44,31,19,8,0,282,8,20,43,47,55,46,24,3,251,339,620,595,572,623,402,143,26,3328,0,9,13,14,16,17,6,3,80,237,227,276,324,360,335,232,113,2123,686,1384,1497,1461,1534,1160,518,168,8411
51001,219,130,116,44,14,0,755,9,150,151,109,85,34,3,0,540,170,1031,706,519,349,149,32,4,2954,73,344,440,335,332,158,26,5,1715,367,945,974,891,588,273,58,3,4096,157,123,108,59,45,15,0,0,505,43,67,91,82,84,38,8,0,402,564,1136,1165,1034,717,319,64,3,5004,9,24,20,19,20,11,3,0,107,836,1113,891,881,716,399,148,46,5027,1668,4012,3590,3028,2329,1118,296,60,16112
51002,116,66,51,13,0,0,378,5,70,72,36,31,11,0,0,227,98,641,531,245,137,32,9,0,1693,41,349,411,291,193,46,7,0,1339,340,1432,1314,842,573,118,20,0,4643,129,119,96,39,17,6,0,0,417,28,60,65,57,36,9,0,0,254,501,1613,1479,945,630,132,15,0,5316,4,11,18,18,11,0,0,0,71,532,1221,1049,819,605,151,42,11,4430,1180,4023,3666,2414,1675,386,84,13,13450
51003,187,97,37,9,0,0,513,10,97,122,93,43,8,0,0,371,95,776,759,405,180,43,13,0,2275,53,360,531,400,242,49,4,0,1645,423,1633,1685,1098,606,144,30,0,5623,168,114,79,52,30,5,0,0,445,26,51,74,68,44,17,3,0,279,609,1790,1837,1221,686,162,33,0,6347,8,28,28,26,17,6,0,0,115,575,1110,1090,779,528,159,45,6,4297,1357,4359,4559,3012,1737,440,92,10,15559
51101,47,42,24,23,3,0,167,4,22,43,42,36,22,3,6,175,44,302,262,241,154,103,58,16,1180,17,119,158,200,189,128,71,23,907,258,564,519,494,430,215,97,15,2600,89,68,41,25,18,12,6,0,257,18,17,28,41,42,23,9,3,188,366,648,584,570,489,250,116,14,3043,3,6,4,9,17,12,9,6,75,220,201,231,294,264,238,214,55,1712,658,1331,1329,1386,1175,773,487,111,7251
51102,43,26,15,13,0,0,166,0,15,13,30,18,15,0,0,101,53,272,202,132,95,45,12,4,807,21,105,126,100,89,58,19,9,516,127,323,285,298,285,156,44,8,1534,57,36,15,19,16,5,5,0,157,8,19,19,22,26,15,10,0,118,194,376,323,340,328,176,56,8,1803,0,3,5,9,11,0,8,3,39,214,248,217,227,202,156,84,22,1370,481,1082,936,873,754,469,180,33,4798
51103,215,127,75,23,12,0,698,12,95,99,71,67,24,0,0,363,187,825,680,411,279,108,28,5,2533,67,342,449,367,321,128,23,4,1701,622,1624,1423,1224,943,389,100,16,6350,275,124,82,66,31,13,7,0,588,38,75,83,93,80,44,5,0,419,932,1825,1582,1382,1058,447,111,18,7352,16,30,24,32,22,14,9,0,137,726,1079,906,841,760,423,178,76,4986,1954,4421,3956,3237,2576,1166,368,100,17778
51104,197,160,132,72,14,7,713,6,117,152,161,125,81,19,6,664,165,791,873,839,516,334,129,23,3670,137,438,596,701,705,493,149,38,3255,833,1797,1699,1781,1628,1055,378,76,9247,350,203,139,119,109,72,18,0,1013,50,63,108,148,143,122,54,15,705,1228,2067,1943,2048,1882,1246,451,101,10969,18,32,32,49,45,44,37,18,273,780,933,1016,995,973,842,580,293,6418,2353,4501,4809,4953,4381,3107,1373,476,25952
59797,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3,4,14,13,8,10,0,0,0,39,0,7,11,4,0,4,0,0,35,8,26,39,15,7,0,0,0,100,4,4,0,0,0,0,0,0,4,0,6,4,0,3,0,0,0,7,10,29,36,21,9,0,0,0,117,0,0,3,4,0,0,0,0,11,22,49,74,49,21,3,0,0,224,38,97,145,92,48,15,0,0,428
59999,32,11,25,15,0,0,148,0,15,17,14,15,12,0,0,77,54,221,131,58,60,35,8,0,563,18,79,71,50,77,35,8,0,335,81,191,203,162,158,129,13,0,946,33,22,15,10,7,4,0,0,85,3,11,6,14,23,14,0,0,66,115,224,224,185,195,147,13,0,1105,6,10,0,8,10,6,0,0,32,339,659,809,752,507,257,72,22,3407,529,1270,1293,1073,876,505,105,20,5668
