SA3_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
50502,35001,21511,31827,30335,24907,21098,17566,11515,5269,199021,28,13,28,29,32,34,33,39,17,247,11,8,25,20,7,17,21,7,3,115,10,3,24,14,17,25,27,10,4,141,0,3,8,16,12,26,9,3,0,77,6,0,4,5,5,3,4,0,0,38,478,568,755,513,417,414,333,203,130,3805,3,0,9,5,6,9,8,0,0,45,0,0,8,6,0,5,0,0,0,17,5,0,5,3,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,6,517,597,828,584,470,499,409,224,133,4265,542,607,861,610,496,530,444,264,147,4510,35540,22119,32688,30944,25407,21626,18002,11774,5416,203530
50503,45316,26148,27268,29337,27005,20376,13932,7439,2507,199325,23,32,15,23,25,25,35,29,16,213,0,8,6,4,7,8,12,0,0,50,8,4,11,4,7,6,7,9,0,56,0,0,6,3,11,9,14,3,0,55,0,0,3,0,0,5,8,5,0,19,480,606,585,407,298,272,256,98,49,3041,0,3,0,0,0,9,8,0,0,16,3,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,9,493,625,616,421,322,315,306,117,50,3262,514,648,632,445,348,340,347,144,67,3480,45828,26795,27902,29783,27356,20711,14273,7576,2571,202806
50601,21719,10278,13420,14832,10433,8824,6697,3164,967,90345,26,15,20,16,6,16,18,8,3,130,4,5,5,3,3,0,4,0,0,30,0,5,0,8,0,3,0,0,0,23,4,0,9,6,0,0,3,0,0,22,0,0,0,0,0,3,3,4,0,15,262,286,260,202,192,160,146,89,57,1656,0,0,0,0,0,5,4,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,270,301,272,219,204,175,162,93,58,1758,289,312,296,237,209,194,181,112,60,1892,22012,10594,13720,15076,10646,9021,6873,3278,1023,92236
50602,11323,8464,14777,11534,8496,7415,5467,2761,1240,71485,9,3,24,17,12,14,14,12,11,109,6,3,20,22,22,13,10,0,0,107,0,9,14,17,23,30,12,0,0,106,0,5,20,32,33,29,11,0,0,136,0,3,16,21,35,15,8,0,0,102,244,419,516,408,437,377,186,81,21,2698,0,3,10,10,20,18,16,3,0,64,0,0,8,3,0,9,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,255,443,605,512,575,483,250,90,30,3243,260,451,633,531,589,501,259,104,39,3359,11584,8917,15407,12060,9087,7917,5728,2869,1279,74844
50603,17443,13717,14640,13757,11444,9778,7982,4676,2128,95563,3,10,11,7,11,23,31,13,7,111,7,9,13,9,3,9,3,0,0,50,4,0,15,11,9,7,7,0,0,42,3,5,0,6,4,3,0,4,0,32,0,4,3,3,3,3,0,0,0,17,189,310,290,191,161,128,129,90,50,1529,0,0,0,0,0,6,0,0,0,7,0,0,4,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,5,0,0,0,15,200,326,325,223,180,166,145,94,53,1706,203,342,338,226,189,182,174,108,58,1817,17646,14052,14986,13984,11632,9960,8151,4786,2184,97376
50604,25893,15747,16860,19120,15442,12330,9748,4969,1817,121933,30,17,13,33,17,20,19,23,13,181,0,10,3,0,8,9,8,0,0,48,6,3,5,4,8,5,9,0,0,54,0,0,4,5,10,11,8,6,0,36,0,0,0,0,0,5,0,0,0,17,365,400,367,253,236,215,154,64,33,2085,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,13,370,421,391,269,266,241,195,74,36,2253,404,433,399,299,277,261,217,98,49,2438,26295,16183,17259,19420,15724,12590,9967,5071,1864,124367
50605,11155,6465,6014,7568,7407,6711,5855,3433,1243,55838,9,8,5,9,7,20,13,8,0,75,0,4,4,0,4,0,5,0,0,12,3,0,3,3,0,0,3,3,0,24,0,0,3,6,6,4,3,0,0,22,0,0,4,0,0,4,3,0,0,14,183,204,160,164,133,158,92,71,21,1188,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,183,205,178,174,144,162,117,70,21,1270,192,214,179,182,152,187,132,84,29,1342,11346,6677,6197,7748,7552,6896,5990,3511,1264,57181
50606,7892,3519,4555,4507,3785,3137,2002,901,242,30550,3,5,3,3,3,4,4,3,0,32,4,0,0,5,0,5,0,0,0,12,0,0,0,0,3,0,9,0,0,20,7,0,0,0,0,5,0,0,0,10,3,0,0,0,0,0,0,0,0,6,111,95,98,40,60,66,53,17,10,553,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,94,98,47,68,77,58,23,10,599,129,100,99,46,73,81,64,25,10,637,8022,3625,4661,4557,3856,3223,2067,929,254,31182
50607,6136,5649,6136,5431,4991,4799,4417,2387,1199,41150,3,8,12,11,9,8,16,5,5,71,0,4,3,5,5,7,5,0,0,41,6,3,4,12,12,3,12,0,0,48,0,4,3,0,5,13,8,0,0,41,4,0,5,3,0,0,0,0,0,13,141,281,193,162,112,162,138,66,28,1287,0,0,0,0,0,8,4,0,0,12,0,0,0,0,0,5,0,0,0,5,0,0,9,0,0,0,0,0,0,11,4,0,0,3,0,0,0,0,0,8,154,295,222,184,141,198,166,72,35,1468,152,308,231,196,153,212,179,79,36,1545,6292,5959,6368,5629,5142,5007,4596,2467,1234,42695
50701,22219,13146,16635,17294,14720,11818,8625,4458,1720,110635,10,6,10,11,12,12,18,18,10,108,3,5,7,3,10,9,10,0,0,47,0,3,8,5,11,13,16,4,0,69,5,3,8,9,0,3,8,0,0,42,5,3,7,5,0,5,0,0,0,25,273,363,330,255,200,207,178,98,41,1948,3,0,5,3,0,7,6,0,0,23,0,0,0,5,4,0,0,0,0,13,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,5,290,388,367,284,236,255,218,103,41,2175,303,393,372,295,244,270,234,119,51,2279,22522,13538,17009,17588,14958,12086,8861,4578,1772,112922
50702,5817,3874,4794,5076,5184,5131,4134,2246,1068,37330,4,0,7,9,3,13,5,8,4,62,4,40,72,29,22,13,19,3,0,210,5,0,25,10,14,14,20,3,0,93,0,0,3,18,14,26,3,0,0,69,0,0,3,3,0,3,3,0,0,28,112,236,267,216,237,262,196,125,59,1719,0,3,0,0,6,5,9,0,0,26,0,0,4,5,0,4,0,0,0,15,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,124,294,375,298,295,327,259,135,59,2163,131,295,382,304,297,337,264,145,65,2225,5947,4173,5175,5382,5483,5469,4398,2388,1131,39553
50703,10243,5388,7354,7369,5362,3887,2576,1268,406,43850,3,4,7,5,9,9,7,3,0,38,0,0,7,6,0,3,0,0,0,20,0,0,0,0,0,0,0,4,0,11,0,4,0,0,6,0,0,0,0,12,0,0,0,0,6,11,7,0,0,18,123,152,140,105,82,91,58,24,5,785,0,0,0,0,0,0,0,6,0,4,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,158,147,115,99,103,61,26,5,851,128,162,152,117,107,110,65,31,3,886,10369,5553,7507,7488,5470,3998,2640,1293,410,44736
50704,18050,12553,10503,13123,13471,12588,11403,6533,3272,101495,10,5,6,13,8,24,22,20,9,127,0,7,9,7,8,7,9,11,0,59,6,12,10,9,9,20,13,4,0,77,0,6,4,0,7,10,5,0,0,29,0,0,0,3,0,0,0,0,0,10,272,365,382,282,265,310,292,259,164,2590,0,0,7,0,0,0,3,4,0,18,5,0,8,8,0,0,0,0,0,26,0,0,0,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,289,391,410,313,289,351,326,279,163,2815,297,391,422,326,305,371,348,295,176,2940,18348,12945,10931,13447,13776,12960,11751,6826,3443,104437
50705,28864,15889,16888,16978,16520,14278,10129,5902,2019,127467,27,28,19,27,20,28,40,29,6,225,5,10,46,30,11,10,17,3,0,130,0,4,5,11,8,13,19,0,0,55,3,9,10,9,17,12,10,5,0,77,0,3,4,5,10,7,5,0,0,33,448,562,560,409,330,293,202,100,27,2938,5,6,9,3,0,13,0,0,0,31,4,6,8,5,7,4,0,0,0,31,0,5,8,5,10,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,459,600,647,468,395,359,259,108,27,3318,490,625,665,494,413,383,293,138,38,3542,29349,16518,17549,17475,16928,14660,10422,6039,2055,131013
50901,10707,5759,5860,6448,7363,8169,7120,4021,1536,56986,12,22,15,19,23,32,41,23,11,194,8,0,3,7,3,22,26,0,0,76,0,0,3,8,5,14,28,0,0,67,6,0,3,3,11,7,5,0,0,45,0,4,5,0,3,4,7,9,0,33,326,441,480,441,459,579,384,189,76,3366,0,5,0,0,6,5,6,0,0,23,0,0,0,0,0,4,3,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,451,496,457,483,643,466,199,80,3624,358,471,513,474,501,673,509,219,88,3814,11067,6237,6372,6929,7866,8840,7621,4249,1625,60802
50902,8963,4509,5054,5687,6820,8203,7297,3652,1093,51270,22,24,14,13,26,33,40,32,16,223,3,8,8,4,6,10,30,0,0,67,8,7,13,12,10,23,40,0,0,115,0,0,10,8,5,28,31,5,0,92,4,3,13,17,25,20,29,9,0,122,240,509,601,488,671,736,485,146,43,3907,0,3,18,12,6,0,12,4,0,57,6,0,0,0,3,3,7,0,0,19,0,0,0,0,0,5,3,0,0,9,0,0,0,0,0,0,0,0,0,0,257,540,667,541,721,832,626,166,43,4399,277,564,686,553,750,864,674,202,53,4624,9245,5070,5736,6244,7572,9066,7965,3850,1145,55896
50903,3376,1484,1795,2088,2373,2682,2267,1235,451,17754,9,4,6,4,4,17,23,6,0,82,0,0,7,0,0,5,4,0,0,18,5,0,6,0,0,5,3,0,0,19,0,0,3,3,8,7,11,0,0,29,0,0,0,0,0,6,5,0,0,16,79,237,259,246,307,291,121,41,16,1601,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,238,272,247,313,322,149,41,18,1688,97,244,278,254,318,340,178,50,18,1773,3470,1730,2071,2338,2690,3023,2445,1281,476,19530
51001,7923,4051,5588,4918,4212,3378,1768,531,126,32497,42,36,43,37,38,47,30,23,0,299,168,55,146,148,146,294,366,38,9,1366,324,55,123,244,196,530,624,93,0,2194,125,38,99,135,102,345,379,44,0,1275,56,29,43,69,74,178,252,55,0,759,660,639,1439,1158,1458,2349,2788,885,76,11456,31,5,27,26,24,64,61,6,0,239,31,23,91,46,54,45,17,6,0,314,28,0,3,25,9,26,20,0,0,113,0,0,0,0,0,0,0,0,0,0,1424,842,1963,1850,2068,3836,4508,1124,90,17707,1468,874,2008,1888,2108,3882,4539,1145,93,18005,9392,4925,7595,6807,6321,7259,6307,1679,216,50507
