SA3_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
50101,10658,4541,4925,7039,7175,6589,6306,3286,1247,51762,22,5,15,22,24,39,45,27,3,198,4,11,8,4,4,12,6,0,0,58,3,3,11,4,3,13,20,0,0,62,5,0,13,8,5,24,32,4,0,97,5,3,6,5,23,12,0,3,0,55,380,334,586,459,463,796,740,258,62,4094,0,0,0,4,3,12,0,0,0,31,0,0,10,0,5,3,0,0,0,21,0,3,0,0,0,4,6,0,0,9,0,0,0,0,0,0,0,0,0,5,402,355,629,498,508,880,811,271,70,4422,422,362,645,515,530,920,859,295,69,4619,11086,4902,5567,7555,7704,7512,7165,3577,1317,56381
50102,20250,11086,11473,12786,13280,12862,10658,5630,1998,100025,30,15,29,12,31,39,54,41,12,272,0,8,9,13,3,17,14,0,0,62,9,5,17,12,12,18,17,4,5,102,7,0,3,5,10,16,17,3,0,64,4,0,5,6,11,14,5,0,0,34,367,622,560,487,504,569,314,134,102,3658,0,0,0,3,8,15,9,0,0,33,0,3,6,3,3,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,389,638,596,523,550,652,378,146,106,3979,415,660,627,540,580,694,426,188,120,4255,20660,11748,12095,13325,13864,13554,11082,5819,2126,104271
50103,3842,1877,1819,2383,2915,3617,3259,1694,461,21856,0,6,12,5,5,12,20,4,4,76,0,0,0,0,0,5,12,0,0,19,5,4,4,3,3,9,7,0,0,31,0,0,4,4,6,16,5,0,0,29,3,0,0,0,0,7,0,0,0,11,116,165,216,184,195,276,203,67,27,1461,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,168,223,193,206,309,227,69,27,1553,125,174,239,197,215,319,247,74,36,1627,3966,2052,2058,2578,3128,3935,3509,1769,497,23485
50201,18420,10540,9919,10809,11896,12815,13241,8486,2953,99072,8,19,19,27,20,52,81,47,24,303,8,3,0,8,0,11,24,0,0,62,7,0,5,8,13,9,25,5,0,82,0,0,5,3,0,9,20,0,0,28,0,0,0,0,4,7,3,3,0,21,392,397,331,302,342,355,338,178,75,2715,0,0,0,0,4,0,9,0,0,23,0,3,3,0,5,3,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,410,404,353,319,374,398,421,192,75,2958,418,427,369,347,400,452,499,244,102,3262,18841,10970,10293,11150,12292,13259,13743,8732,3054,102337
50301,12142,10713,6266,7365,9549,8325,6919,4638,2092,68010,17,15,17,16,13,13,14,8,8,113,4,24,21,13,6,7,9,9,0,94,7,21,19,11,8,3,6,3,0,92,3,3,5,8,3,5,0,0,0,27,0,6,4,0,0,0,3,0,0,11,463,482,398,324,250,268,315,299,150,2944,0,0,0,0,6,3,12,0,0,27,0,8,8,4,5,3,0,0,0,30,0,4,3,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,476,550,463,363,275,297,351,310,156,3234,492,562,475,381,294,307,364,320,163,3352,12632,11274,6741,7750,9844,8631,7282,4953,2251,71359
50302,14652,11674,22657,17474,12617,10798,8322,4207,2130,104528,21,18,49,35,36,44,22,11,9,234,12,39,55,69,80,71,21,6,0,362,6,30,82,56,56,63,29,6,0,325,8,23,72,64,71,70,17,0,3,329,0,7,21,26,47,30,14,8,0,153,423,639,1093,875,885,689,570,320,144,5633,3,0,9,10,16,12,19,0,0,77,3,0,14,17,15,15,9,0,0,75,0,4,13,17,9,6,4,0,0,54,5,0,0,0,4,0,3,0,0,11,462,739,1364,1145,1178,965,682,342,149,7029,481,759,1407,1182,1216,1010,705,353,154,7266,15132,12433,24064,18658,13832,11808,9025,4554,2284,111791
50401,13501,8494,12901,12306,10261,9204,7714,4427,1865,80681,13,5,14,14,14,23,16,15,3,111,3,3,4,13,8,3,3,4,0,49,0,8,5,4,4,7,4,0,3,41,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,186,277,282,222,206,175,124,78,55,1604,0,0,0,0,0,4,0,0,0,9,3,0,5,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,286,304,241,228,196,142,89,58,1744,199,289,324,252,243,218,161,104,63,1856,13705,8783,13228,12556,10504,9420,7882,4533,1923,82535
50402,7231,4680,4573,5172,5830,5753,4641,2519,808,41207,6,10,7,5,3,5,24,11,0,76,0,0,0,0,0,0,4,0,0,9,0,0,0,3,0,0,3,4,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,137,180,151,111,110,83,60,44,18,895,0,0,0,0,0,4,3,4,0,8,0,0,0,4,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,177,153,121,113,98,75,52,18,951,148,181,161,132,116,104,97,68,19,1025,7377,4866,4737,5303,5943,5854,4735,2587,828,42232
50403,31836,17803,21265,21105,18025,15229,9899,4731,1558,141457,20,23,24,24,24,38,21,27,15,218,3,11,4,0,7,12,9,3,0,50,8,3,15,16,16,21,13,3,0,97,0,3,5,8,6,15,17,3,0,58,0,0,0,0,9,7,5,4,0,36,520,586,611,534,426,360,276,179,94,3582,0,0,0,5,0,4,7,4,0,19,4,0,6,4,3,4,5,0,0,25,0,0,6,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,5,537,603,649,574,472,423,333,191,99,3875,557,627,674,596,495,460,357,220,113,4094,32392,18430,21932,21699,18520,15689,10253,4953,1674,145546
50501,29493,18600,15344,20381,21661,20386,16986,7535,2667,153042,27,7,21,17,22,26,34,9,3,167,5,7,6,3,4,6,13,5,0,54,9,11,18,11,8,24,23,4,0,108,8,5,3,3,6,7,10,0,0,41,0,0,0,4,3,4,0,0,0,5,425,496,491,413,358,328,256,183,174,3128,0,0,0,0,3,3,9,3,0,17,3,0,4,0,0,0,3,0,0,12,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,449,520,523,441,379,379,309,196,174,3376,474,530,547,456,397,405,344,209,184,3540,29966,19135,15885,20835,22055,20790,17329,7740,2849,156583
