SA3_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
50101,34,31,57,117,114,76,32,14,3,465,924,654,2075,3245,3294,2482,695,73,6,13450,53,71,207,219,260,278,219,62,13,1381,16,59,312,567,552,251,47,3,0,1796,98,102,338,494,391,307,116,16,0,1859,0,4,28,56,68,61,12,0,0,236,151,215,544,751,675,498,127,7,0,2966,17,10,53,79,119,80,33,5,0,392,465,232,369,487,542,515,151,13,0,2765,702,269,584,638,482,371,135,16,0,3197,18,18,65,96,169,189,103,9,0,666,13,4,17,26,36,20,8,0,0,130,0,11,51,80,102,71,26,6,0,344,8,23,64,79,115,90,61,10,0,442,12,19,155,288,340,228,100,17,0,1162,41,58,184,277,320,227,60,3,0,1166,20,23,119,252,278,213,56,9,0,969,44,42,270,584,659,514,114,10,0,2239,47,111,490,754,818,733,161,10,0,3127,47,18,61,82,76,59,26,4,0,367
50102,50,60,130,162,140,106,39,12,0,695,1776,1812,4247,5140,5561,4133,947,94,4,23722,80,103,278,248,280,314,243,83,6,1640,64,285,853,1117,1094,783,111,0,0,4299,238,418,1033,1199,1122,733,132,8,0,4889,18,84,188,257,280,237,42,3,0,1111,245,493,1081,1131,1090,924,227,21,5,5206,36,63,148,193,213,140,44,4,0,833,777,490,849,833,854,708,149,22,0,4675,1177,352,453,407,371,235,73,7,3,3076,33,109,248,329,468,518,182,17,0,1909,37,32,70,44,35,25,17,0,0,256,5,31,113,131,159,105,28,6,0,575,19,36,107,107,129,115,36,10,3,563,36,89,303,381,342,264,123,11,0,1543,39,93,212,277,299,261,75,13,0,1268,31,125,374,510,664,546,115,10,0,2388,72,119,557,932,1238,951,236,12,0,4126,169,476,1244,1521,1597,1390,311,18,0,6721,81,56,109,81,83,71,22,3,0,507
50103,14,8,30,28,31,39,23,8,4,182,306,251,681,970,1197,1237,394,77,4,5117,61,108,288,329,359,445,335,120,9,2071,7,52,162,220,244,174,25,0,0,883,45,36,61,102,108,141,40,4,0,533,4,0,15,30,41,37,9,0,0,136,52,63,130,130,127,194,54,9,0,754,17,9,20,25,43,42,21,3,0,190,119,65,111,155,187,155,54,8,0,858,159,53,89,98,115,140,57,6,0,713,13,20,26,52,103,113,41,8,0,375,0,3,5,3,10,7,0,0,0,31,4,3,9,25,14,14,6,0,0,70,5,0,14,19,24,24,15,3,0,98,10,9,31,63,69,63,35,4,0,283,18,19,62,57,56,70,31,3,0,319,6,13,86,113,203,152,29,4,0,605,5,21,75,176,253,225,58,3,0,819,23,47,123,179,281,348,112,11,0,1127,6,3,9,28,17,33,10,0,0,103
50201,46,58,130,152,156,111,37,12,3,713,1540,1854,3599,4241,4838,3999,859,69,5,21005,14,26,66,89,98,110,78,28,0,503,63,305,987,1240,1235,878,137,0,0,4848,141,237,589,687,882,772,112,20,0,3439,7,26,111,158,170,109,21,0,0,607,179,400,873,916,928,835,210,15,0,4345,31,41,86,129,157,144,51,13,0,648,756,708,778,664,770,646,170,14,0,4515,1100,448,434,384,340,271,74,8,0,3069,29,75,161,245,361,417,161,32,0,1475,7,25,32,37,43,34,10,0,0,181,4,25,78,118,128,95,36,5,0,495,11,37,109,129,148,143,64,18,0,660,27,127,291,339,343,312,114,7,0,1552,42,126,233,297,333,298,98,12,0,1435,31,99,333,429,565,476,115,6,0,2050,58,178,539,766,1017,845,191,12,0,3606,103,427,984,1190,1311,1292,276,11,0,5603,75,80,110,102,91,99,45,13,0,602
50301,38,72,91,98,166,71,31,20,7,602,1303,1908,2611,3089,4006,2814,972,194,17,16907,31,20,30,32,56,60,51,29,6,305,10,79,399,648,747,389,109,16,0,2406,81,81,123,158,210,160,85,26,0,922,0,11,41,89,77,69,14,4,0,299,64,137,280,324,424,303,113,18,4,1667,21,48,67,104,165,123,26,21,0,583,574,534,297,239,381,269,125,30,3,2444,748,634,286,200,159,112,52,19,0,2197,34,66,94,112,174,115,56,9,0,654,18,36,77,58,70,58,30,3,0,357,13,76,200,287,400,286,104,36,6,1415,23,50,103,173,280,219,118,52,10,1020,45,436,854,1040,1304,956,454,99,8,5191,49,72,104,128,146,115,51,10,0,676,20,85,294,333,394,321,113,20,0,1571,268,414,514,596,879,817,283,43,3,3808,106,480,1114,1219,1647,1304,539,81,4,6493,163,155,117,78,115,75,35,11,0,755
50302,29,118,315,216,175,91,43,7,0,985,1114,3267,9993,6910,5148,3636,1117,113,5,31306,0,16,68,30,37,46,21,4,3,236,13,242,1582,1562,970,504,83,6,0,4958,71,119,501,457,324,248,83,14,3,1818,8,20,214,200,156,77,17,0,0,698,75,247,1038,847,623,472,137,7,0,3448,23,68,272,322,246,152,43,6,0,1145,517,882,1195,695,505,356,160,26,0,4337,743,1193,1983,792,337,203,84,8,0,5352,20,125,434,417,324,245,81,10,0,1656,16,76,271,201,136,94,23,8,0,814,8,125,671,629,427,304,75,16,0,2258,4,54,277,232,201,172,109,24,3,1069,28,595,3105,2607,1685,1025,386,64,4,9503,25,207,774,542,274,219,73,21,0,2131,19,182,986,945,835,687,148,12,0,3826,136,362,1271,1127,1134,999,345,24,0,5411,85,691,3439,2222,1617,1314,468,43,0,9874,120,221,516,281,203,141,51,10,0,1546
50401,31,69,207,177,130,86,26,7,0,739,904,1913,5443,4950,4208,3112,845,73,0,21451,4,12,37,34,29,21,15,3,0,146,10,137,740,805,539,281,46,0,0,2567,58,129,397,454,504,383,105,12,0,2038,8,20,112,143,96,81,14,0,0,480,90,261,946,955,629,499,123,15,0,3507,18,65,243,261,222,183,69,0,0,1071,522,669,867,579,492,440,145,16,0,3728,622,540,727,467,331,267,59,3,0,3020,35,148,446,446,440,379,128,16,0,2030,10,43,113,123,103,68,24,0,0,491,5,65,313,368,280,135,36,5,0,1213,10,44,143,139,128,95,40,11,0,603,22,237,1153,1194,754,418,140,19,0,3939,29,106,387,328,275,216,63,3,0,1406,30,145,699,819,770,618,140,9,0,3232,64,220,832,900,935,737,208,14,0,3908,42,458,1645,1388,1174,1031,295,20,0,6049,105,168,269,187,140,104,33,4,0,1005
50402,12,30,59,73,99,71,25,4,0,376,700,787,1555,1934,2367,1994,503,55,4,9898,14,14,29,26,35,54,22,10,0,205,25,99,328,446,438,336,60,4,0,1729,67,104,191,229,291,229,50,5,0,1172,3,12,31,37,47,44,16,0,0,205,79,178,331,411,385,379,91,5,0,1850,35,58,110,141,169,147,30,8,0,691,336,301,268,214,298,289,87,17,0,1798,450,180,110,93,92,89,21,9,0,1033,20,66,167,204,259,290,84,11,0,1110,13,12,24,30,31,29,7,0,0,151,0,14,47,79,80,65,15,5,0,307,4,16,39,68,60,78,32,5,0,296,18,62,203,249,328,243,97,13,0,1211,20,54,88,114,135,118,42,0,0,565,7,49,217,267,445,402,84,8,0,1480,53,98,277,372,533,483,177,19,0,1998,35,157,402,469,626,578,149,12,0,2433,56,38,58,61,43,48,26,6,0,325
50403,82,139,326,340,276,180,45,8,4,1400,2170,3333,8274,8141,7345,5038,1022,81,10,35409,38,56,119,115,145,154,88,35,10,759,40,267,1381,1434,1156,635,108,3,0,5029,183,336,936,1193,1148,784,172,19,0,4785,12,42,174,200,187,142,27,4,0,789,289,672,1757,1680,1301,919,186,14,0,6816,62,172,578,630,557,404,95,8,0,2513,1160,1221,1707,1343,1134,853,183,5,0,7606,1471,722,789,646,516,339,71,5,0,4561,96,259,1037,1234,1042,840,242,21,0,4763,15,45,129,151,112,79,20,4,0,554,11,89,398,399,314,163,37,7,0,1413,17,77,239,233,207,155,50,10,0,991,37,272,949,1072,679,424,144,11,0,3594,70,213,535,525,497,367,100,10,0,2322,41,264,944,1076,1097,858,178,12,4,4468,132,335,1061,1235,1278,935,214,15,0,5201,162,820,2410,2398,2077,1607,374,26,0,9866,113,153,255,232,154,134,46,18,0,1097
50501,87,97,231,285,311,211,66,17,0,1296,2820,3490,6604,8809,9608,7667,1805,126,3,40930,15,29,62,59,84,63,32,5,0,357,27,212,1013,1486,1367,791,155,7,0,5047,197,218,438,647,831,797,221,20,0,3365,16,34,156,265,294,203,46,0,0,1006,406,760,1916,2465,2169,1590,364,15,3,9688,52,132,283,404,526,450,118,8,0,1977,1380,1375,979,860,1101,1051,336,37,5,7118,1917,884,525,422,374,317,101,8,0,4549,57,130,346,489,613,602,209,17,0,2463,76,91,116,189,173,145,36,4,0,829,19,123,414,734,755,525,150,9,0,2738,18,77,205,278,291,273,105,19,3,1270,79,486,1143,1910,1855,1167,396,44,5,7085,74,221,360,506,565,497,167,21,0,2413,45,213,781,1324,1478,1249,285,17,0,5396,203,463,1273,2039,2580,2137,527,28,0,9256,198,911,1969,2333,2767,2556,658,44,0,11432,280,256,225,245,248,178,73,6,0,1508
