SA3_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
50502,47,104,363,971,210,1687,149,966,71,4574,356,1570,1193,1996,995,1532,438,993,158,9236,2673,9122,4072,3397,2887,1588,1455,1953,509,27650,4148,8464,3200,2390,2943,1198,1198,1608,436,25582,3711,6009,2279,1896,2932,1132,962,1374,279,20583,2304,3795,1791,1381,2368,953,853,1217,177,14837,609,1156,440,353,803,350,271,438,89,4520,101,154,64,18,94,45,26,55,42,605,8,10,4,0,8,3,0,3,5,40,13963,30388,13399,12406,13242,8497,5360,8607,1766,107619
50503,87,106,725,1147,254,2240,295,1491,108,6448,407,925,1787,2027,1043,1635,642,1322,178,9964,2039,4181,4569,3028,2819,1548,1644,2049,453,22315,3093,5190,4409,2850,3412,1312,1849,1974,437,24536,3028,4081,3822,2786,3406,1405,1905,2110,391,22939,1736,2135,2409,1744,2340,988,1435,1613,200,14597,353,451,447,327,532,224,338,443,38,3156,34,33,31,19,45,20,30,36,22,273,5,3,0,0,7,3,0,0,8,22,10773,17114,18198,13927,13856,9379,8131,11038,1825,104251
50601,31,35,281,316,95,796,132,568,49,2317,149,338,750,629,404,557,358,548,62,3799,877,2040,2017,1274,1336,655,1033,926,216,10371,1359,2820,2006,1400,1547,623,1182,902,213,12042,971,1509,1318,1070,1194,441,906,789,147,8338,652,925,852,714,941,381,812,612,91,5989,180,219,203,168,206,118,174,158,24,1443,30,29,25,3,14,7,5,28,3,155,0,0,0,0,0,0,0,0,5,9,4253,7912,7445,5586,5741,3575,4604,4526,809,44453
50602,23,44,127,291,79,499,42,315,27,1447,175,645,621,891,474,584,256,452,60,4164,1135,3965,1877,1467,1324,674,800,967,223,12429,1378,3011,1363,871,1093,401,597,628,175,9508,1109,1729,880,665,1008,316,594,482,108,6890,698,1029,631,463,886,302,499,450,79,5024,215,316,157,140,203,91,147,145,20,1428,15,27,11,8,22,10,11,15,5,127,0,0,0,0,6,0,0,0,3,16,4754,10761,5668,4794,5097,2867,2946,3450,701,41031
50603,27,91,182,541,119,836,121,533,36,2496,172,888,748,1257,462,927,389,733,129,5710,801,3472,1641,1507,1140,732,1009,1241,243,11783,1309,3573,1527,1183,1350,445,698,854,190,11130,1255,2612,1267,980,1238,415,616,729,139,9258,899,1555,845,663,1090,353,531,599,88,6621,231,467,267,164,319,119,125,188,31,1907,36,52,24,8,30,11,15,34,10,206,0,0,0,0,4,0,0,3,7,13,4731,12708,6494,6307,5761,3846,3500,4901,873,49120
50604,50,68,335,444,122,1117,214,773,60,3184,197,590,1002,1007,567,919,514,863,138,5796,823,2376,2218,1603,1439,848,1324,1344,259,12233,1457,3243,2562,1730,1869,698,1471,1298,247,14594,1310,2013,2108,1392,1741,653,1268,1377,208,12076,802,1177,1267,887,1302,511,1144,955,152,8195,188,317,299,202,367,154,273,311,35,2145,17,35,13,14,23,12,13,25,13,167,0,0,0,0,0,0,0,0,4,10,4848,9817,9809,7286,7434,4916,6217,6947,1116,58391
50605,23,24,229,307,89,545,98,407,21,1751,70,216,520,440,266,362,202,336,39,2454,429,1056,1175,533,696,282,411,369,103,5057,915,1547,1132,581,965,307,571,340,106,6472,979,1332,1025,638,1011,319,620,423,106,6454,731,902,722,514,880,283,604,355,68,5058,244,328,193,113,252,93,161,123,27,1537,36,32,18,7,21,8,9,17,11,163,6,0,0,0,0,0,0,0,4,16,3443,5442,5011,3138,4186,2198,2690,2378,491,28979
50606,9,18,164,173,46,298,60,263,26,1056,58,93,366,238,123,158,105,182,19,1346,300,535,950,472,526,218,402,303,85,3784,461,590,720,426,531,198,473,290,78,3768,424,448,572,343,498,173,425,261,68,3217,344,273,381,220,393,138,320,201,48,2309,90,68,85,45,76,33,84,57,10,545,22,8,3,0,10,3,5,6,11,61,0,0,0,0,0,0,0,0,0,3,1698,2030,3236,1922,2206,1217,1878,1558,341,16089
50607,24,50,68,289,48,360,46,202,6,1088,104,591,261,638,289,356,113,225,43,2619,521,2482,537,517,542,260,182,282,88,5411,899,2126,413,302,494,170,106,143,65,4717,981,1600,327,300,546,187,112,133,55,4248,719,1227,260,237,552,174,111,134,51,3459,229,493,92,68,212,117,48,58,24,1337,42,71,13,9,32,13,0,17,7,200,0,3,0,0,0,0,0,0,5,10,3507,8629,1962,2360,2709,1645,724,1187,355,23087
50701,49,56,376,594,140,1076,158,762,52,3247,230,717,985,1150,587,855,371,635,63,5602,1361,4208,2674,1565,1766,770,811,918,259,14330,2159,4230,2570,1428,1926,644,854,888,261,14963,1824,2690,2039,1293,1883,673,942,984,221,12537,1098,1469,1376,882,1469,550,782,873,124,8624,255,403,317,180,325,167,196,235,38,2117,37,21,18,9,24,24,7,37,3,169,0,6,0,0,0,0,0,4,6,12,7008,13798,10342,7091,8121,4754,4126,5327,1029,61612
50702,15,29,71,290,27,277,23,188,6,927,67,271,180,536,145,226,53,154,12,1639,500,1770,553,520,325,167,105,212,71,4223,846,1902,489,328,367,144,95,158,62,4387,889,1783,392,311,463,181,115,163,49,4346,765,1407,372,275,451,168,157,166,46,3806,176,511,97,67,141,81,44,64,23,1209,30,63,8,9,17,10,3,17,10,165,3,5,0,0,0,0,0,0,0,11,3285,7733,2166,2345,1927,1253,600,1119,280,20713
50703,11,24,148,122,45,414,59,286,17,1119,82,158,439,376,170,264,162,311,31,2011,410,966,1046,733,654,386,615,562,81,5458,534,1100,1024,719,751,295,619,502,88,5621,387,568,778,524,533,248,544,504,66,4142,199,296,409,295,377,153,388,320,47,2473,53,57,70,62,73,25,81,80,12,508,4,9,0,0,9,0,7,12,0,38,0,0,0,0,4,0,0,0,0,4,1679,3181,3915,2829,2613,1791,2465,2575,340,21377
50704,35,106,256,745,149,1162,149,701,42,3346,205,951,640,1009,559,832,222,444,59,4925,937,3932,1166,843,965,483,277,425,129,9172,2111,4633,1160,750,1431,428,307,363,164,11356,2460,3998,1126,899,1726,572,344,396,158,11684,1754,2876,878,684,1577,505,334,448,122,9182,519,1003,269,187,550,221,142,180,38,3115,71,126,20,11,52,28,23,28,20,376,3,6,0,0,3,0,0,0,10,30,8107,17619,5519,5135,7017,4239,1798,2998,747,53172
50705,55,68,536,703,116,1429,198,1044,85,4223,241,468,1318,1175,460,835,421,822,110,5850,1086,2018,3183,1926,1542,826,1253,1280,250,13358,1631,2478,2781,1937,1670,744,1264,1192,238,13935,1745,2183,2491,1922,1785,804,1404,1188,251,13775,1063,1452,1664,1283,1427,584,1253,959,157,9840,209,295,244,210,279,137,243,235,36,1890,18,35,14,9,20,4,13,26,15,143,0,0,0,0,0,0,0,3,11,11,6050,8990,12233,9169,7292,5361,6046,6742,1145,63025
50901,24,28,281,319,65,506,42,489,41,1804,101,148,434,310,126,198,125,404,28,1881,515,795,908,511,396,326,305,665,62,4476,935,985,760,611,574,310,336,683,68,5267,1216,1084,780,762,656,391,467,689,94,6139,1196,950,660,682,683,360,511,719,87,5850,699,292,197,147,222,105,164,252,39,2128,178,27,20,7,19,22,13,51,13,359,24,0,0,0,0,0,0,7,5,38,4899,4310,4039,3348,2753,2210,1966,3965,445,27938
50902,33,10,219,155,49,310,67,340,34,1211,113,108,359,172,134,172,149,319,29,1547,571,526,723,360,399,179,362,642,58,3808,902,628,737,456,505,199,418,465,75,4375,1250,602,778,544,639,262,671,576,81,5399,1394,594,709,510,676,296,791,651,102,5720,724,208,189,129,184,114,279,240,51,2116,232,22,19,12,26,18,18,43,28,418,33,0,0,0,0,0,4,6,10,54,5254,2695,3725,2336,2602,1549,2754,3270,457,24641
50903,16,7,65,50,16,71,23,105,7,364,55,57,119,65,45,45,63,129,10,585,246,197,251,148,135,49,129,226,17,1400,470,195,204,136,186,80,177,186,21,1666,576,205,227,179,163,91,216,235,32,1924,654,209,202,150,184,99,245,221,31,1994,411,75,56,45,81,32,71,84,18,872,130,5,4,5,12,3,9,28,15,211,19,0,0,0,0,0,0,3,0,28,2583,946,1131,778,822,469,933,1217,154,9034
51001,3,20,62,124,53,168,12,151,24,619,46,173,138,207,107,71,46,155,29,959,339,988,441,622,358,161,143,344,88,3477,491,775,403,510,406,122,139,249,86,3186,491,561,351,394,372,126,175,218,75,2756,401,431,218,293,273,120,148,184,51,2113,124,122,70,80,79,45,70,66,19,679,24,4,4,3,10,4,0,10,10,68,0,0,0,0,0,0,0,0,0,6,1922,3073,1690,2229,1653,812,741,1380,370,13873
51002,5,13,99,75,36,118,38,109,22,521,21,97,232,72,84,69,127,161,24,903,230,536,1064,276,329,147,574,366,81,3598,323,442,957,255,337,90,574,283,80,3335,251,243,579,155,200,77,582,214,49,2344,179,181,327,98,154,68,443,163,37,1651,32,37,44,21,32,18,52,33,5,272,3,0,0,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,1046,1551,3304,952,1172,575,2400,1338,302,12640
51003,9,9,126,89,36,206,39,168,21,705,34,99,283,114,95,65,118,156,25,987,291,664,1108,320,394,143,468,425,68,3868,491,607,1186,361,492,112,591,317,106,4256,376,368,690,263,323,114,544,282,83,3042,229,210,355,132,170,73,390,170,34,1766,41,49,51,24,19,10,85,30,7,316,7,0,3,0,0,0,4,3,3,18,0,0,0,0,0,0,0,0,0,0,1473,2009,3807,1295,1537,720,2233,1549,337,14957
51101,10,0,78,54,17,126,31,112,12,439,27,53,137,69,50,59,85,75,17,560,177,218,266,112,148,93,167,178,30,1383,284,210,219,120,170,98,173,164,25,1464,414,198,223,136,211,91,203,173,30,1679,300,173,180,109,152,73,236,191,44,1454,123,52,36,26,52,16,61,45,9,420,48,6,0,3,6,3,8,6,11,89,5,0,0,0,0,0,0,0,5,10,1391,908,1142,632,809,554,956,931,180,7499
51102,4,4,41,32,14,65,8,47,6,209,12,38,57,70,45,38,16,62,0,337,90,149,185,178,113,52,55,175,21,1009,185,147,144,114,104,61,54,98,16,918,203,140,126,89,119,54,63,127,35,947,174,102,100,89,91,66,76,110,12,823,86,25,20,10,27,17,25,37,15,261,13,0,3,0,0,3,0,0,3,29,0,0,0,0,0,0,0,0,0,0,761,601,672,577,518,348,288,661,106,4545
51103,12,18,225,129,54,279,72,200,24,1011,35,213,458,165,171,133,289,211,27,1706,241,795,1089,395,438,186,767,338,60,4306,476,627,854,370,408,164,725,278,63,3969,424,478,758,344,431,170,766,284,71,3732,360,395,524,248,348,147,628,332,51,3037,107,80,114,48,95,35,174,87,22,749,14,11,5,9,14,0,8,12,6,74,0,0,0,0,0,0,0,0,0,0,1662,2618,4028,1703,1960,1115,3425,1730,330,18575
51104,20,19,260,284,50,482,66,362,30,1569,90,154,415,301,163,220,152,302,34,1828,376,777,898,543,438,286,392,484,68,4247,688,907,807,547,538,261,382,497,52,4681,854,952,732,640,643,328,614,529,103,5395,792,662,651,521,591,282,674,529,80,4781,384,200,168,142,181,76,180,176,35,1539,111,27,15,7,14,14,17,29,21,252,11,0,0,0,0,0,0,7,4,23,3326,3700,3940,2973,2612,1946,2468,2919,421,24307
59797,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,8,0,17,0,3,15,0,0,0,11,25,0,62,0,8,30,0,4,0,8,36,4,95,4,8,13,0,0,0,5,21,6,59,0,9,13,0,0,0,3,6,0,33,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,83,9,10,0,31,98,6,277
59999,0,0,5,13,7,8,5,13,5,53,4,20,20,39,15,13,16,51,5,185,33,85,82,76,31,20,49,118,6,501,40,67,69,41,32,15,46,40,4,355,15,36,58,17,30,6,57,24,4,248,12,27,27,30,24,9,35,41,5,216,0,9,6,4,10,0,12,6,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,257,272,223,150,77,213,292,33,1614
