SA3_CODE_2021,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
50502,2211,4423,13826,13373,10467,7609,2471,405,28,54814,5,10,52,37,39,35,8,3,0,190,6,97,646,592,315,118,16,0,0,1786,73,84,265,289,287,200,78,9,0,1275,0,12,115,120,88,40,4,0,0,386,12,109,472,452,307,215,53,5,0,1632,20,45,169,177,205,136,46,4,0,799,838,962,1042,758,695,622,171,16,0,5104,804,745,908,562,369,239,51,3,0,3691,8,70,218,234,186,116,37,5,0,872,13,35,144,113,70,52,14,5,0,450,10,79,427,483,410,217,56,5,0,1696,8,52,235,212,181,152,69,11,0,915,31,285,1352,1277,878,467,140,13,0,4448,31,156,584,477,343,284,95,3,0,1974,15,148,708,843,737,529,95,7,0,3091,109,402,1455,1531,1765,1342,334,26,0,6965,125,979,3616,2863,2376,1880,580,31,0,12444,99,150,262,203,147,97,28,0,0,987,86,224,672,505,395,277,85,15,0,2263
50503,3087,5046,11479,12763,11701,7779,1840,198,13,53908,15,30,109,113,105,72,25,0,0,480,3,91,335,322,229,105,14,0,0,1105,61,70,264,339,388,222,39,5,0,1395,9,26,61,108,85,56,6,0,0,351,24,125,442,436,437,212,56,0,0,1731,13,68,173,212,203,142,27,0,0,831,1059,1043,1181,1088,1147,790,113,5,0,6438,1292,724,569,462,396,224,32,0,0,3705,18,67,189,185,224,166,28,4,0,883,20,33,78,49,47,33,4,0,0,271,24,79,394,464,407,178,28,0,0,1573,12,62,171,183,176,110,22,0,0,736,27,203,661,764,557,285,72,3,0,2573,50,192,425,463,468,285,48,7,0,1931,21,137,571,681,694,454,91,0,0,2655,156,345,1225,1710,1767,962,180,9,0,6349,218,1043,2708,2938,2880,1973,404,14,0,12175,124,118,144,167,143,78,18,4,0,801,137,292,710,586,471,253,46,3,0,2491
50601,1125,1949,5407,6545,4409,3231,818,109,3,23594,6,14,34,31,20,20,15,4,0,151,6,53,136,164,103,47,3,0,0,515,34,65,167,213,173,94,14,0,0,752,0,4,25,42,30,12,0,0,0,121,22,42,203,153,103,84,17,0,0,626,15,31,93,129,102,55,16,0,0,447,316,369,525,470,383,331,77,5,0,2480,474,213,262,191,128,79,18,0,0,1363,12,54,167,191,134,106,21,0,0,680,13,10,25,27,15,11,6,0,0,104,4,16,148,176,96,52,3,0,0,498,0,18,67,77,47,41,17,0,0,272,13,77,307,319,183,117,30,0,0,1042,21,69,187,185,161,105,24,0,0,759,21,53,276,363,231,177,45,3,0,1168,46,153,527,743,655,462,110,5,0,2708,72,382,1274,1546,1043,758,156,5,0,5237,42,38,77,64,45,24,11,0,0,307,38,87,236,201,135,73,18,5,0,784
50602,687,2050,6569,5227,3670,2724,800,87,8,21825,0,3,19,14,5,3,4,0,0,56,5,60,341,257,165,78,14,0,0,917,19,33,139,114,95,68,21,0,0,484,0,3,40,53,26,8,6,0,0,144,4,46,206,148,92,62,9,0,0,572,9,29,94,85,56,52,11,0,0,321,215,362,441,226,183,166,55,0,0,1660,292,341,504,261,154,92,22,0,0,1665,11,57,130,118,121,71,17,4,0,513,14,14,40,28,25,13,7,0,0,137,5,47,159,160,112,81,8,0,0,577,4,43,96,77,69,47,23,0,0,362,8,134,603,463,229,137,46,4,0,1614,11,94,266,179,139,117,37,0,0,852,10,83,318,321,276,196,47,0,0,1248,35,136,514,481,453,347,87,9,0,2060,37,414,1361,899,723,563,156,4,0,4158,38,90,150,103,68,48,15,3,0,518,24,88,237,161,121,76,32,0,0,745
50603,1182,3017,6500,5921,4887,3463,1112,135,7,26220,0,5,25,25,30,4,8,0,0,99,8,21,151,173,95,52,5,0,0,505,28,56,152,148,149,125,33,0,0,696,6,10,30,60,24,15,9,0,0,138,0,47,150,156,112,74,20,0,0,570,7,26,82,112,92,73,19,0,0,405,337,501,530,356,305,243,66,4,0,2336,524,487,472,287,166,147,36,3,0,2110,15,46,114,128,126,81,23,0,0,532,15,28,50,32,25,15,0,0,0,169,0,29,123,165,120,78,25,5,0,544,3,16,66,69,69,56,14,4,0,297,13,164,460,473,289,172,41,5,0,1614,22,98,274,206,148,94,24,5,0,869,23,77,226,336,313,263,55,0,0,1289,81,227,501,693,786,605,137,11,0,3050,79,531,1341,1309,1178,804,205,8,0,5451,64,87,82,77,37,45,11,0,0,403,40,97,190,191,167,124,34,12,0,848
50604,1621,3101,6617,8157,6512,4507,1303,106,6,31927,0,3,30,41,41,19,4,0,0,143,0,35,156,188,110,66,14,0,0,566,29,67,207,265,262,153,39,0,0,1016,0,6,26,39,34,19,5,0,0,143,16,50,178,199,135,90,26,0,0,699,16,46,123,145,150,95,20,4,0,605,455,591,602,568,543,409,78,7,0,3248,642,344,404,315,251,136,25,0,0,2119,11,57,172,206,231,124,30,0,0,831,14,16,38,33,21,18,0,0,0,138,10,38,173,219,147,88,11,0,0,693,5,21,87,84,89,46,22,0,0,355,19,136,347,430,235,124,43,3,0,1331,22,86,226,251,236,164,30,0,0,1019,17,88,235,375,362,279,49,0,0,1412,59,228,503,815,840,546,109,5,0,3112,92,549,1474,1604,1382,973,239,16,0,6335,48,72,97,110,64,35,16,0,0,440,50,123,250,267,205,144,34,0,0,1075
50605,850,1307,2643,3369,3325,2698,882,114,16,15207,0,10,8,22,28,24,14,5,0,101,10,29,132,134,118,41,9,0,0,462,16,21,69,131,118,79,24,0,0,465,0,10,16,28,22,10,4,0,0,84,7,32,94,120,97,98,20,8,0,475,12,17,64,79,93,56,15,0,0,337,248,226,218,239,268,232,65,3,0,1495,356,156,115,97,89,67,26,0,0,903,15,47,104,149,134,125,43,3,0,632,0,11,13,16,15,15,5,0,0,87,5,6,63,88,79,55,11,0,0,314,0,15,49,47,65,34,16,5,0,236,7,43,163,224,174,115,35,6,0,778,10,37,68,100,83,74,13,0,0,383,3,44,145,221,213,172,34,4,0,829,40,90,279,461,611,408,105,4,0,1994,68,217,530,661,644,558,150,8,0,2849,41,32,60,53,46,28,18,0,0,274,36,58,132,122,130,102,25,0,0,606
50606,471,699,1909,2003,1677,1263,328,42,4,8394,9,7,20,25,38,36,17,10,0,158,7,15,72,59,34,30,0,0,0,225,17,20,77,69,67,50,9,0,0,307,0,0,14,17,9,6,5,0,0,57,5,13,92,70,62,40,5,0,0,301,3,9,46,55,39,32,0,0,0,184,135,109,209,178,180,115,22,0,0,955,221,65,63,49,59,37,5,0,0,493,4,16,62,59,57,36,20,0,0,260,6,6,3,5,3,0,3,0,0,31,3,12,36,49,38,15,0,0,0,155,3,10,33,26,25,19,3,0,0,130,7,37,99,106,83,49,8,0,0,385,12,12,60,60,55,34,7,0,0,243,3,20,97,122,113,80,3,0,0,438,27,69,212,232,220,137,33,0,0,931,47,129,459,395,316,236,54,0,0,1630,15,31,32,34,27,11,4,0,0,155,22,35,116,77,64,39,12,0,0,365
50607,539,1284,2726,2455,2121,1740,768,133,8,11782,3,7,7,7,4,5,8,0,0,50,0,27,141,127,116,45,4,0,0,464,3,20,61,40,46,40,14,5,0,228,0,0,24,18,23,14,0,0,0,77,0,22,71,79,62,35,19,0,0,284,0,16,22,35,33,17,5,0,0,132,173,210,176,105,123,100,39,4,0,925,211,194,157,92,76,46,11,0,0,796,0,19,36,39,53,30,14,0,0,184,3,8,31,22,21,17,5,0,0,101,0,25,81,95,114,55,20,0,0,405,0,11,44,47,42,56,23,5,0,227,6,140,336,335,203,145,63,7,0,1229,4,38,85,54,58,41,15,3,0,294,5,48,146,139,164,121,25,0,0,654,36,130,337,334,399,359,126,6,0,1730,32,307,675,492,451,455,123,14,0,2542,26,38,60,48,27,27,15,0,0,260,17,51,105,75,68,46,16,0,0,386
50701,1552,2732,7240,7824,6435,4502,1236,108,4,31642,4,12,22,43,37,25,11,3,0,154,4,64,264,253,132,79,7,0,0,806,39,71,236,281,275,180,32,6,0,1118,4,10,52,65,48,25,3,0,0,210,11,57,246,252,199,117,33,0,0,922,14,34,94,133,146,93,13,0,0,528,499,536,630,498,510,439,97,6,0,3217,622,375,331,239,201,108,30,0,0,1913,8,55,167,155,175,110,28,0,0,713,13,16,33,27,27,9,0,0,0,127,11,34,203,281,173,86,21,0,0,809,7,39,105,107,94,56,23,3,0,430,17,144,604,589,314,148,42,5,0,1864,17,85,207,213,195,155,35,0,0,914,12,93,377,501,412,267,50,3,0,1723,83,261,897,1068,1131,661,158,4,0,4266,118,669,1861,1738,1493,1184,211,12,0,7281,72,58,119,100,80,56,7,0,0,494,77,142,358,323,250,163,31,4,0,1354
