SA3_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
50602,177,0,4,4,181,26,0,211,2117,306,35,12,2479,34,13,52,2528,144,0,2683,3057,483,81,38,3652,44,15,65,3717,85,7,3806,361,47,48,5,453,6,3,10,463,17,3,481,28,3,0,38,73,0,0,0,67,0,0,80,5559,845,159,94,6655,84,39,121,6783,255,12,7049,72,24,0,0,97,5,4,10,101,12,0,114,176,26,6,0,212,17,5,23,237,15,0,250,249,50,6,0,305,22,9,29,337,23,4,364,5815,895,163,94,6966,109,44,155,7115,281,16,7411,1796,372,55,45,2266,61,36,96,2365,375,8,2757,10,0,0,17,31,0,0,0,31,4,40,73,7621,1264,219,157,9260,171,82,252,9516,660,65,10236
50603,656,24,7,31,688,84,5,779,4270,585,66,28,4947,88,31,120,5068,267,10,5341,5329,934,86,42,6389,104,34,140,6524,240,15,6787,421,59,67,0,551,5,0,5,561,15,0,575,51,7,0,51,115,0,0,0,116,8,15,135,10065,1586,222,123,11998,203,59,265,12267,526,38,12836,175,47,8,3,229,24,6,34,259,11,0,267,323,69,9,7,407,36,0,37,440,12,0,453,499,111,13,14,636,61,9,68,700,23,0,725,10564,1698,235,131,12631,265,68,333,12961,555,40,13561,3308,651,82,78,4126,151,45,196,4326,571,7,4905,21,3,0,44,65,0,0,0,65,0,23,91,13901,2353,323,250,16827,417,114,532,17358,1124,74,18556
50604,714,14,9,21,737,116,5,860,4808,600,89,35,5532,108,26,129,5671,317,7,5998,6264,1032,126,69,7490,90,25,119,7608,296,15,7920,525,107,85,7,720,5,0,9,730,28,4,765,86,16,0,100,198,0,0,3,204,10,19,232,11676,1752,307,213,13944,211,53,265,14212,649,52,14912,207,56,0,9,263,37,5,42,306,36,0,341,386,112,5,6,511,33,16,45,559,31,0,591,589,165,5,14,775,67,20,89,865,64,0,928,12268,1917,313,229,14723,280,74,353,15075,712,52,15843,5552,1224,181,158,7114,247,60,305,7418,1113,24,8561,44,14,0,70,124,3,0,3,132,10,107,257,17866,3148,491,458,21962,538,132,662,22629,1839,191,24661
50605,260,5,0,9,272,19,0,289,2300,227,45,24,2602,20,22,41,2644,125,0,2767,3825,406,91,28,4345,16,6,23,4370,66,11,4449,368,75,64,0,501,0,0,0,506,8,0,511,30,4,5,22,61,0,0,0,61,0,3,57,6525,704,198,73,7504,39,27,68,7575,202,12,7790,44,8,0,0,46,3,0,7,55,0,0,58,122,14,9,0,148,7,0,7,150,3,0,149,164,21,9,0,195,11,0,11,205,4,0,207,6686,727,209,75,7702,53,25,76,7779,205,12,7997,1694,196,97,42,2023,69,15,87,2108,174,5,2285,11,8,0,24,39,0,0,0,39,3,29,73,8394,925,301,140,9763,119,43,159,9922,382,45,10350
50606,80,0,0,0,81,3,0,83,1457,135,39,0,1631,20,0,19,1654,57,0,1712,2213,199,107,17,2533,13,0,13,2553,42,3,2597,213,16,61,4,290,3,0,3,294,13,8,308,23,4,5,23,57,0,0,0,57,0,5,61,3901,353,208,46,4510,43,0,43,4551,111,19,4678,12,14,0,0,31,9,0,4,35,0,0,36,109,5,4,0,119,0,0,0,125,4,4,131,121,20,6,0,146,7,0,8,161,5,4,167,4028,368,212,44,4662,47,0,54,4709,117,18,4841,1414,151,80,65,1703,26,9,32,1735,109,15,1855,15,4,0,9,28,0,0,0,28,0,12,41,5457,520,293,122,6393,73,8,84,6474,222,45,6743
50607,228,9,0,11,229,24,0,260,1551,167,30,0,1751,34,7,40,1789,98,7,1887,2226,264,29,10,2530,20,14,31,2557,73,5,2630,238,29,31,0,295,0,0,0,296,4,0,302,15,0,0,23,37,0,0,0,37,0,4,41,4034,457,92,27,4610,51,19,72,4680,172,12,4865,32,6,0,0,38,0,0,0,42,6,0,50,91,20,0,0,111,0,0,3,112,7,4,125,124,24,0,0,149,3,0,3,154,16,4,168,4159,483,92,27,4760,57,20,73,4830,185,15,5033,922,121,24,23,1091,22,9,27,1116,133,6,1252,0,0,0,4,8,0,0,0,8,3,20,30,5083,604,114,53,5856,72,28,99,5959,321,36,6314
50701,519,13,0,16,530,48,4,585,4573,524,97,25,5228,60,28,90,5317,226,0,5547,7641,790,200,60,8686,62,20,83,8771,251,16,9040,838,90,118,4,1051,0,3,6,1058,19,5,1082,59,3,0,58,125,6,0,6,127,3,7,144,13115,1411,418,146,15092,128,52,176,15272,503,32,15807,99,15,8,6,125,11,0,11,141,19,0,158,295,29,5,12,341,16,0,18,361,14,0,373,390,52,11,14,465,29,0,36,499,26,0,532,13506,1462,426,163,15561,160,52,209,15771,536,32,16334,3256,324,104,50,3744,71,19,86,3826,364,21,4215,15,8,0,10,33,3,0,3,39,0,33,76,16781,1799,534,227,19336,233,69,304,19639,897,88,20627
50702,158,3,0,5,164,20,0,182,1217,211,16,6,1449,10,15,25,1470,106,3,1583,2155,343,37,17,2557,25,12,32,2587,63,0,2651,255,29,38,6,327,4,0,4,332,3,3,334,13,0,0,8,25,0,0,0,25,0,3,28,3638,581,98,38,4357,36,20,58,4412,168,10,4593,16,0,0,0,16,3,0,4,20,0,0,22,41,11,8,0,52,0,0,6,54,3,3,60,53,11,8,0,71,4,0,5,78,8,3,84,3690,595,102,38,4424,41,22,63,4492,177,9,4676,734,87,41,8,868,24,0,24,889,100,0,992,13,0,0,0,15,0,0,0,15,5,11,33,4438,685,142,46,5310,57,22,83,5396,278,21,5697
50703,119,10,0,10,129,11,0,139,1660,186,41,19,1911,35,0,36,1943,84,10,2035,2467,257,73,24,2826,25,10,33,2865,97,0,2962,252,42,31,11,332,3,6,6,340,14,0,356,15,0,0,37,53,0,0,0,53,4,8,62,4391,494,147,88,5125,64,15,74,5197,200,11,5410,70,7,0,0,78,11,0,11,90,7,0,101,189,23,7,4,223,4,0,5,226,17,0,243,256,28,8,10,296,19,0,18,318,25,0,343,4646,522,153,100,5420,76,18,96,5515,228,11,5757,1660,245,85,85,2069,75,8,90,2159,252,6,2413,15,0,0,18,33,0,0,0,33,0,23,54,6316,768,243,198,7518,157,29,186,7705,474,46,8223
50704,741,11,3,13,765,85,0,843,4768,535,69,18,5401,66,21,87,5486,247,9,5740,7743,808,124,39,8709,87,14,101,8814,217,11,9045,572,78,61,5,714,12,0,12,726,12,0,736,46,4,0,36,88,0,0,0,87,0,3,94,13132,1424,253,101,14907,161,39,197,15107,475,28,15616,103,20,4,0,125,15,0,16,142,9,0,149,280,33,4,6,321,36,3,38,356,13,0,369,383,53,7,6,451,48,7,51,497,17,0,519,13507,1480,260,111,15357,207,43,251,15604,494,28,16131,2798,325,91,58,3271,65,11,75,3348,280,11,3632,9,0,0,10,18,0,0,0,18,0,34,45,16312,1806,351,175,18644,270,55,326,18963,776,70,19814
50705,339,4,0,7,347,23,0,375,4816,431,151,41,5438,59,13,77,5513,288,7,5804,7173,722,274,68,8235,113,16,135,8364,274,10,8651,725,85,141,3,958,7,6,20,967,54,5,1031,87,6,6,64,168,3,0,3,172,3,20,196,12807,1246,569,175,14792,191,39,230,15022,625,44,15690,150,9,7,3,173,25,6,36,203,26,0,227,409,30,39,14,489,30,6,40,526,22,0,554,554,40,49,18,662,59,15,70,734,46,0,777,13359,1282,615,195,15450,251,54,301,15755,669,44,16466,4586,510,326,178,5604,132,15,151,5755,545,14,6308,32,0,0,16,40,0,0,0,40,0,68,117,17975,1795,940,389,21099,380,72,458,21549,1208,126,22886
50901,16,0,0,0,20,0,0,22,1687,267,37,18,2015,4,7,18,2032,134,8,2174,3030,532,80,27,3670,27,24,46,3721,146,3,3873,234,27,36,3,312,0,0,0,312,19,0,329,34,5,0,43,79,0,0,0,79,10,0,85,4989,830,158,97,6078,31,29,62,6140,310,14,6456,22,4,0,0,23,0,0,0,23,0,0,26,51,18,0,0,67,4,3,7,77,5,0,83,73,21,0,0,91,4,3,7,98,6,0,109,5062,853,158,98,6172,39,29,66,6239,312,14,6562,1424,249,61,57,1791,37,15,52,1843,231,14,2089,10,0,0,6,22,0,7,7,22,5,33,56,6498,1105,221,162,7984,74,52,124,8109,549,57,8709
50902,33,0,0,0,36,0,0,39,1399,134,33,5,1571,19,0,22,1591,100,4,1697,2365,243,62,39,2713,38,8,41,2758,90,0,2848,228,30,42,0,298,0,0,0,300,8,0,303,36,0,7,35,78,7,0,7,78,7,4,91,4025,407,142,82,4658,60,15,73,4732,201,3,4940,21,5,3,0,32,11,0,11,40,0,0,45,53,0,4,4,62,7,0,14,74,0,0,76,78,5,8,4,94,19,0,20,115,7,0,119,4107,412,151,85,4753,77,15,96,4847,205,3,5058,1153,131,61,47,1397,44,5,54,1446,223,0,1676,11,5,3,9,25,0,0,0,25,0,23,49,5267,556,217,142,6178,129,17,145,6319,432,31,6781
