SA3_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
50502,0,0,0,0,6,5,7,5,5,34,0,5,27,96,31,36,33,19,11,256,0,16,42,251,109,105,108,39,24,691,0,8,33,122,4,5,8,0,0,184,4,10,13,48,32,27,71,78,45,322,10,82,155,734,332,346,216,91,11,1992,0,4,14,136,102,162,156,98,52,724,0,38,24,213,17,14,12,3,3,325,0,0,0,12,28,7,3,0,0,49,0,68,123,453,192,127,91,25,7,1085,0,9,6,131,64,83,115,45,43,485,0,0,0,0,0,0,0,0,0,9,5,18,42,191,125,148,153,109,60,856,3,21,43,230,91,95,91,38,14,627,5,68,206,688,377,306,210,111,58,2028,0,15,24,148,44,40,42,30,9,350,4,4,5,213,28,10,11,6,0,271,4,47,74,266,119,51,38,6,3,602,0,3,6,53,18,8,12,3,0,106,13,52,39,207,54,41,32,15,6,468
50503,0,0,0,0,4,13,14,6,6,39,0,11,25,133,35,56,51,17,7,336,0,16,74,243,136,127,100,41,18,756,0,0,9,38,5,3,0,0,0,55,0,3,13,41,20,21,78,59,34,268,29,249,405,1250,664,546,268,96,26,3531,0,3,11,160,92,95,79,33,8,486,0,24,30,89,22,6,3,3,0,181,0,3,8,13,20,10,4,0,0,60,4,107,251,619,320,170,94,18,0,1586,0,3,5,84,58,84,70,18,12,323,0,0,0,0,3,10,3,0,0,24,6,93,173,478,366,292,233,122,47,1803,4,18,25,136,84,78,58,16,3,431,21,272,561,1140,841,372,196,74,13,3491,0,5,18,51,20,26,14,9,0,133,0,3,0,110,6,8,3,0,0,131,3,66,101,278,108,48,17,3,0,619,0,4,3,16,9,3,0,0,0,37,5,26,34,107,45,37,18,9,5,282
50601,0,0,0,0,0,0,7,3,0,16,0,10,17,68,12,6,3,3,0,122,0,0,14,117,39,55,30,5,3,272,0,0,3,44,3,0,0,0,0,54,0,5,9,26,32,30,83,75,37,284,9,131,154,499,239,241,125,27,9,1432,0,0,0,0,3,0,0,0,0,12,0,35,11,100,10,6,6,0,0,173,0,12,9,26,13,5,7,0,0,64,7,112,197,469,218,98,62,12,0,1170,0,5,0,24,3,11,11,3,6,61,0,0,0,9,0,0,0,0,0,14,0,3,9,73,58,79,79,44,14,366,0,32,49,171,50,53,41,8,0,401,4,35,110,274,195,91,58,10,5,787,0,37,49,206,60,20,22,6,0,398,0,3,0,74,0,3,0,0,0,86,3,31,66,140,55,26,12,5,0,338,0,0,0,7,6,0,3,0,0,19,4,18,15,41,24,16,12,4,0,143
50602,0,0,0,0,0,3,4,0,0,14,0,4,13,62,13,9,9,3,0,116,0,0,6,56,32,47,30,23,23,216,0,10,79,260,13,4,0,0,0,371,0,0,0,19,3,3,28,21,8,86,4,42,103,362,171,192,98,21,6,999,0,0,0,12,0,0,3,0,0,13,9,47,16,143,14,3,15,3,0,242,0,3,4,17,11,4,0,0,0,33,5,70,155,411,139,92,43,18,5,930,0,0,6,34,20,19,19,11,25,130,0,0,3,7,4,3,0,0,0,17,0,4,15,69,40,59,42,29,18,275,0,11,24,173,48,54,58,21,0,394,0,8,41,131,53,52,22,5,3,318,0,3,23,136,22,19,24,5,6,234,4,7,0,174,5,3,0,0,0,200,0,14,22,161,75,33,17,3,0,317,0,0,0,18,6,12,5,0,0,48,0,13,18,81,13,16,6,4,0,161
50603,0,0,0,0,0,0,11,4,0,14,0,11,32,83,21,14,9,0,7,175,0,5,18,86,57,62,60,26,16,334,3,4,78,258,10,5,0,0,0,369,6,0,3,8,14,14,41,51,27,158,0,82,121,228,132,154,102,32,14,859,0,0,0,0,0,0,0,0,0,4,10,42,37,185,25,12,12,3,0,329,0,4,7,9,13,9,0,0,0,43,5,60,159,349,144,104,36,13,0,871,0,0,4,25,11,19,32,8,8,113,0,0,0,0,0,4,7,3,0,10,0,6,8,54,39,78,64,58,31,334,5,77,185,315,162,168,158,56,16,1137,3,31,69,159,87,88,59,25,16,549,7,48,107,222,148,90,43,25,13,706,0,8,6,195,21,8,12,0,0,250,4,20,34,109,60,43,29,8,0,300,5,9,8,42,39,20,10,8,0,136,0,24,19,39,24,21,11,5,0,144
50604,0,0,0,3,0,11,9,8,0,23,0,19,30,132,29,31,15,6,0,262,0,10,68,330,152,129,116,40,25,877,0,6,15,106,7,8,0,0,0,141,0,0,3,10,19,15,61,52,36,200,8,135,190,492,300,261,126,40,3,1560,0,0,0,4,0,0,0,0,0,9,10,127,86,384,44,24,18,4,0,694,0,0,24,17,26,6,3,0,0,78,4,189,384,766,392,211,98,17,6,2069,0,0,3,22,8,19,31,10,10,105,0,0,0,8,5,3,0,0,0,21,0,7,9,52,57,98,92,85,22,418,4,39,96,225,152,193,120,27,17,872,0,41,135,235,201,132,58,27,11,845,6,43,69,301,94,57,41,22,5,638,8,0,0,153,10,10,4,0,0,192,3,43,106,208,111,53,13,0,0,535,0,0,4,39,24,12,4,0,0,83,0,18,15,33,22,24,13,3,0,132
50605,0,0,0,0,0,5,10,0,0,11,0,0,5,18,8,9,6,3,5,53,0,0,0,15,14,23,21,0,9,82,0,0,0,14,0,0,0,0,0,18,0,0,3,12,19,21,31,32,17,134,3,65,73,281,188,181,95,25,11,917,0,0,0,0,0,0,0,0,0,0,0,11,3,21,9,5,5,0,0,51,0,0,6,12,9,7,3,0,0,31,0,29,64,158,97,38,49,8,0,450,0,0,0,10,10,8,8,3,6,45,0,0,0,5,0,0,0,0,0,4,0,0,9,33,47,71,72,50,25,294,0,0,6,41,24,27,32,12,0,140,3,18,36,122,76,44,38,22,12,375,0,3,5,30,12,5,9,6,0,70,0,0,0,19,0,0,0,0,0,24,0,16,17,67,38,20,10,0,0,167,0,0,0,3,0,0,0,0,0,11,3,14,11,21,9,18,17,0,0,97
50606,0,0,0,0,0,0,0,0,0,4,0,0,0,25,3,0,0,0,0,37,0,0,0,5,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,13,11,5,34,13,6,95,4,47,50,191,99,89,43,7,0,530,0,0,0,0,0,0,0,0,0,0,0,6,4,23,4,0,0,0,0,29,0,0,5,5,8,0,0,0,0,23,0,20,21,87,30,15,0,0,0,179,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,3,36,22,34,23,14,0,133,0,4,6,13,10,10,3,0,0,51,0,18,35,114,61,38,18,3,3,289,0,0,0,10,6,0,0,0,0,11,0,0,0,4,0,0,0,0,0,7,0,0,0,19,7,3,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,3,0,12,4,7,0,0,0,29
50607,0,0,0,0,0,0,5,0,0,7,0,0,8,20,3,9,9,0,5,51,0,0,4,13,9,12,13,10,0,64,0,0,10,49,0,0,0,0,0,60,0,4,0,17,4,9,18,19,4,75,3,18,35,92,62,70,68,22,6,368,0,0,0,8,3,0,0,0,0,12,0,0,4,20,3,3,0,0,0,28,0,0,0,0,7,10,0,0,0,21,0,0,27,86,27,26,20,8,0,197,0,0,0,16,8,10,21,10,5,76,0,0,0,0,0,0,0,0,0,6,0,0,8,28,31,50,44,29,17,211,5,8,34,99,44,47,54,12,8,312,0,12,40,102,65,75,40,25,7,362,0,4,5,33,13,10,10,4,0,81,0,3,3,34,3,4,4,0,0,54,0,8,11,59,29,16,9,0,4,133,0,0,0,14,5,5,3,0,4,23,4,20,11,48,13,17,9,4,6,130
50701,0,0,0,0,0,0,5,0,0,11,0,4,4,52,15,13,18,0,0,99,0,4,0,24,7,13,10,7,7,72,0,5,15,60,3,0,0,0,0,86,0,11,0,24,22,36,25,29,24,162,16,79,160,590,253,210,122,27,4,1473,0,0,0,0,0,0,3,0,0,12,4,11,6,66,9,12,4,0,0,110,0,0,0,5,13,6,0,0,0,30,10,144,258,624,261,138,56,17,0,1510,0,0,0,55,31,29,42,10,0,174,0,0,0,0,0,4,0,0,0,9,0,21,34,153,102,141,115,60,17,644,4,7,55,188,72,97,57,19,0,507,5,50,115,394,220,144,71,34,7,1029,0,12,11,65,31,20,14,7,3,174,4,3,0,102,3,7,0,0,0,124,4,21,30,129,63,27,18,0,0,293,0,0,0,5,10,0,0,5,0,20,5,22,25,98,24,20,17,8,0,210
50702,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,4,0,0,12,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,3,0,0,4,22,6,7,18,18,7,87,5,7,18,110,75,105,39,11,0,377,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,13,0,3,11,36,23,15,10,0,4,106,0,0,0,16,8,11,9,8,4,51,0,0,0,0,0,0,0,0,0,0,0,3,9,48,24,45,41,34,14,220,0,0,8,15,16,11,13,4,0,75,0,4,17,66,44,24,22,11,7,191,0,0,0,5,0,3,0,0,0,18,0,0,0,10,0,0,0,0,0,10,0,0,11,29,17,4,8,0,0,69,0,0,0,3,3,0,0,0,0,10,6,20,15,94,15,23,23,4,3,210
50703,0,0,0,0,0,0,0,3,0,6,0,0,5,17,8,0,0,0,0,38,0,0,0,0,0,3,7,4,0,25,0,6,5,31,5,0,0,0,0,42,0,0,4,3,6,7,15,10,5,49,11,65,109,416,155,132,61,14,0,974,0,0,0,3,0,0,0,0,0,7,0,0,4,31,4,3,5,0,0,44,0,0,0,5,0,3,0,0,0,11,6,151,281,573,288,84,43,10,0,1434,0,0,3,3,8,4,10,0,0,28,0,0,0,5,0,3,0,5,0,10,0,8,5,33,20,34,32,29,12,177,0,10,8,44,22,19,8,0,0,112,0,26,43,149,77,42,21,3,4,377,0,8,10,30,9,7,4,0,0,69,0,0,0,33,0,0,0,0,0,33,4,3,10,62,41,16,7,0,0,141,0,0,0,4,0,0,0,0,0,4,0,4,9,19,3,3,4,3,0,53
50704,0,0,0,0,3,3,5,9,0,18,0,0,9,22,5,5,18,3,0,64,0,0,5,15,14,17,22,8,3,84,0,6,15,32,0,0,0,0,0,47,0,0,10,18,17,11,52,35,19,162,9,45,82,209,170,195,124,44,13,884,0,0,0,4,3,0,4,0,0,15,0,6,4,35,6,0,0,0,0,58,0,0,4,7,14,7,0,0,0,39,0,23,61,154,54,51,35,13,3,394,0,0,3,32,16,14,33,9,19,114,0,0,0,0,0,0,0,0,0,4,0,5,30,79,91,139,131,80,39,597,0,56,126,250,140,158,152,62,24,963,0,37,117,223,206,140,113,69,19,920,0,9,24,71,64,57,45,17,6,292,0,8,8,86,21,17,22,0,5,163,5,29,19,104,61,27,24,0,0,268,0,0,0,14,3,0,0,0,0,22,5,32,31,92,36,37,27,13,4,276
