SA3_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
50101,0,0,0,0,0,6,0,3,0,9,0,0,0,5,6,3,0,0,0,10,0,0,0,5,0,0,0,0,0,17,0,0,4,11,0,0,0,0,0,10,0,3,4,24,14,18,34,19,10,112,9,31,30,216,120,158,86,29,8,686,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,10,0,0,0,6,7,0,0,0,0,9,0,15,20,81,26,21,9,0,0,175,0,0,0,8,4,0,6,6,0,21,0,0,0,0,0,0,0,0,0,0,0,3,10,30,22,43,58,32,5,202,0,5,0,16,15,9,5,0,0,50,0,14,17,95,85,46,39,16,11,334,0,6,4,13,5,0,0,0,0,26,0,0,0,49,0,0,0,0,0,57,3,9,5,46,23,13,4,0,0,104,0,0,0,0,0,0,0,0,0,0,4,8,8,51,11,21,32,3,3,137
50102,0,0,0,0,0,0,3,4,0,9,0,0,3,13,3,7,10,0,0,35,0,0,0,13,0,0,8,4,3,34,0,3,0,24,0,0,0,0,0,32,0,3,0,8,26,32,60,44,20,186,9,95,127,446,282,282,164,39,14,1454,0,0,0,0,0,0,0,0,0,5,0,5,4,26,0,0,0,0,0,39,0,3,5,6,13,11,3,0,0,33,9,87,101,394,144,80,48,8,0,867,0,0,0,18,6,11,11,5,15,69,0,0,0,3,0,0,0,0,0,0,0,3,9,36,43,85,79,38,16,316,0,3,10,32,8,12,11,0,0,75,0,58,103,270,222,116,75,33,5,883,0,0,0,19,11,3,6,0,0,38,7,0,5,110,0,0,0,0,0,123,0,13,3,67,49,22,9,0,3,170,0,0,0,6,0,6,0,0,0,5,0,11,3,30,28,27,25,11,0,137
50103,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,5,20,14,4,57,0,14,10,56,48,76,54,14,6,284,0,0,0,0,0,0,3,3,0,12,0,8,0,3,0,4,0,0,0,9,0,0,0,0,3,0,4,0,0,10,0,0,8,31,20,13,7,0,0,84,0,0,0,0,0,4,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13,24,18,16,5,84,0,0,0,4,0,7,3,0,0,16,0,0,4,15,22,15,9,10,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,36,0,0,0,9,6,5,8,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,11,5,3,0,40
50201,0,0,0,0,0,4,6,5,0,13,0,0,3,18,3,7,6,4,0,47,0,0,0,4,0,8,10,3,3,26,0,3,4,22,0,0,0,0,0,23,0,0,4,23,17,22,103,67,22,264,8,99,167,517,371,375,285,96,17,1930,0,0,0,0,0,0,0,0,0,5,0,3,0,11,0,3,0,0,0,22,0,4,12,11,10,4,0,0,0,47,6,69,109,307,154,109,50,10,0,812,0,0,0,16,8,8,10,3,8,54,0,0,0,4,0,0,0,0,0,11,3,22,33,81,91,159,152,114,31,679,0,0,5,16,22,19,20,8,4,93,0,55,131,247,228,125,76,33,14,903,0,7,8,15,10,7,8,4,0,53,0,0,0,15,3,7,0,0,0,20,7,21,19,131,70,43,18,0,0,319,0,0,0,0,0,0,0,0,0,3,0,9,14,39,17,30,42,7,4,162
50301,0,0,0,0,0,0,0,0,0,4,0,0,6,11,7,5,5,3,3,32,0,0,6,8,11,8,8,3,0,37,0,0,3,17,0,0,0,0,0,23,0,13,8,20,17,18,19,19,8,122,3,18,36,99,98,115,78,35,8,491,0,0,0,4,0,0,3,0,0,12,0,0,9,27,8,3,0,0,0,46,0,0,0,0,12,11,4,0,0,26,0,8,16,43,21,9,14,0,0,124,0,5,3,29,21,13,20,6,11,108,0,0,0,0,0,0,0,0,0,3,0,10,29,44,69,71,48,35,30,341,0,44,92,94,61,71,66,28,0,466,7,33,110,194,164,132,90,39,15,790,0,11,7,40,24,29,11,22,4,152,0,6,3,31,19,4,16,5,0,79,0,9,13,35,20,10,8,3,0,95,0,0,0,9,0,3,0,0,0,13,15,74,71,110,70,54,44,22,4,475
50302,0,0,0,3,0,4,9,6,0,18,0,3,25,66,12,13,11,9,4,139,0,0,5,34,21,33,21,4,15,131,0,5,68,201,3,0,0,0,0,277,7,5,10,44,24,21,28,17,14,168,8,16,67,343,162,185,114,45,13,949,0,0,0,14,11,9,15,17,13,86,4,9,7,52,0,6,3,0,0,92,0,0,4,18,14,5,5,0,0,41,0,18,57,324,85,50,32,7,0,571,5,3,0,77,17,36,33,14,24,215,0,0,0,0,6,4,0,0,0,12,0,9,33,169,90,83,75,32,13,509,5,36,63,276,89,73,54,20,10,621,0,24,84,319,114,87,62,18,19,720,0,6,21,91,18,12,15,14,6,180,0,4,7,200,14,12,9,0,0,238,6,18,46,181,71,32,17,4,0,376,0,0,0,20,4,4,0,0,3,36,23,48,59,237,54,41,29,16,3,500
50401,0,0,0,4,3,3,7,12,4,36,0,0,18,63,20,23,29,21,3,180,0,0,13,39,38,61,74,23,17,258,0,7,27,112,5,0,0,0,0,156,0,0,0,23,7,13,25,25,25,124,5,20,56,359,142,176,101,31,6,903,0,0,0,20,10,15,21,17,7,89,0,7,3,48,3,9,5,0,0,75,0,0,5,6,12,3,7,0,0,31,0,43,81,269,105,81,51,11,4,648,0,4,0,55,22,40,61,21,30,240,0,0,0,0,0,0,0,0,0,5,0,0,6,81,44,53,65,43,24,317,0,10,8,81,43,54,50,29,4,286,0,3,38,179,83,64,55,28,0,459,4,10,16,83,19,15,29,22,5,197,0,11,5,100,16,4,0,0,0,133,4,12,24,121,58,41,17,8,0,278,0,4,0,16,5,4,0,0,3,35,4,3,15,68,21,14,11,3,3,152
50402,0,0,0,0,0,0,3,0,0,6,0,0,0,4,0,4,5,0,0,10,0,0,0,0,4,4,3,3,3,17,0,0,0,3,0,3,0,0,0,6,0,0,3,4,11,16,39,34,9,123,0,14,47,137,122,130,80,36,10,562,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,4,7,0,14,0,0,3,11,3,4,0,0,0,22,3,15,54,129,64,27,18,8,0,309,0,0,0,13,3,5,7,0,5,45,0,0,0,0,0,0,0,0,0,4,0,0,5,24,31,42,56,10,4,173,0,3,0,6,12,8,10,3,0,46,0,18,19,61,65,29,23,7,0,217,0,0,4,3,8,0,5,0,0,22,0,0,0,9,0,4,0,0,0,19,0,6,14,47,16,12,4,0,0,96,0,0,0,0,0,0,0,0,0,0,3,7,9,32,15,22,12,9,0,106
50403,0,0,0,5,3,15,4,3,0,32,0,11,32,154,39,45,27,10,8,326,0,13,35,210,98,79,73,28,12,556,0,4,6,71,3,5,3,0,0,89,0,0,9,19,16,14,55,43,15,163,14,170,271,950,454,464,182,62,9,2570,0,0,6,49,27,21,14,7,0,133,0,18,23,92,12,5,6,6,0,162,0,0,10,17,8,5,0,0,0,44,10,165,325,854,400,203,98,25,4,2091,0,0,4,51,19,39,38,19,14,182,0,0,0,3,0,3,3,0,0,15,0,10,23,102,96,158,120,60,22,586,0,16,24,107,55,76,47,23,3,347,6,54,118,369,234,144,66,48,7,1050,0,12,19,98,41,34,33,10,0,250,0,0,6,65,11,3,0,0,0,91,3,29,63,192,101,49,13,4,0,455,0,0,0,14,3,3,0,0,0,24,0,14,17,72,25,20,16,7,3,180
50501,0,0,0,5,3,7,8,4,0,33,0,8,11,25,9,27,23,4,6,110,0,0,0,15,18,35,52,18,4,142,0,0,8,21,0,0,0,0,0,30,5,7,7,42,30,37,87,68,31,307,8,81,135,595,383,424,238,66,20,1953,0,3,0,15,8,24,18,5,3,70,0,6,4,31,0,11,8,0,0,59,0,0,0,9,28,11,0,4,0,56,4,14,23,158,81,95,77,9,0,471,0,8,7,84,62,75,104,14,21,370,0,0,0,0,0,0,0,0,0,7,0,77,126,299,297,367,306,138,50,1658,0,20,27,69,66,98,97,20,9,408,14,196,383,849,715,466,193,103,36,2959,0,3,15,39,13,15,24,9,7,113,0,3,3,48,9,4,8,0,0,84,0,15,21,130,82,42,19,4,0,320,0,0,0,11,4,0,0,0,0,17,6,37,51,119,55,45,42,9,0,368
