SA3_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
50101,0,4,10,28,9,4,0,0,0,51,0,0,0,10,10,19,12,9,3,64,0,0,5,22,23,19,5,3,0,78,5,23,20,203,70,87,55,25,19,506,70,249,132,464,236,222,231,152,64,1807,1488,3896,2305,7035,4069,3979,3781,1877,814,29249,0,4,9,41,8,9,0,0,0,64,2807,7139,4193,9030,5558,5049,4935,2256,853,41814,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,4,3,54,15,3,0,0,0,78,0,0,0,0,0,0,0,0,0,0,8,0,9,85,41,28,15,0,0,196,0,0,0,23,6,0,8,0,0,30,0,0,3,29,13,9,0,4,0,67,0,0,0,5,0,5,3,3,0,8,0,0,0,0,0,0,7,0,0,12,11,90,122,696,671,956,1028,704,202,4470,0,0,0,5,4,3,0,4,0,19,0,0,6,103,27,18,14,0,4,177
50102,0,4,3,48,15,7,4,0,0,88,0,3,0,10,17,24,13,18,3,94,0,7,39,86,50,55,25,6,5,272,5,41,39,248,128,132,81,50,21,733,129,276,277,658,363,365,331,251,139,2786,2935,7019,5841,13287,7348,7323,6023,3216,1285,54279,0,0,0,12,3,0,0,0,0,13,5765,13051,9921,19010,10151,9768,8255,3923,1290,81127,0,5,3,24,6,0,0,0,0,43,0,0,0,5,0,0,0,3,0,6,0,0,3,32,5,0,0,0,0,41,0,0,3,5,0,4,0,0,0,14,0,12,14,62,32,25,14,4,3,168,0,0,0,9,3,6,5,0,0,27,0,14,27,164,48,23,6,0,0,278,0,0,0,0,5,4,7,9,4,30,3,3,0,20,0,0,0,0,0,30,8,109,242,697,908,1538,1237,870,272,5882,0,0,3,32,7,0,0,0,0,41,0,0,0,32,10,19,8,6,4,79
50103,0,3,3,12,0,0,0,0,0,19,0,0,0,3,0,5,0,4,0,12,0,0,0,14,3,4,4,0,0,27,3,4,8,45,16,37,32,13,0,165,18,108,91,180,145,173,131,91,26,950,556,1355,1007,2382,1619,2061,1789,903,286,11949,0,5,4,27,6,3,4,0,0,46,1055,2514,1827,3383,2278,2705,2401,1092,316,17574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,13,10,3,0,54,0,0,0,0,0,3,0,0,0,3,0,4,0,7,9,0,0,0,0,21,0,0,0,0,0,0,4,0,4,10,0,0,0,0,0,0,0,0,0,8,0,15,26,153,213,460,468,315,69,1719,0,0,0,0,0,0,4,0,0,14,0,3,0,30,4,4,4,0,3,47
50201,0,6,6,49,23,11,3,3,0,102,0,13,17,38,36,36,43,26,13,220,0,8,20,62,42,41,28,4,3,214,6,32,58,237,148,157,164,83,25,909,87,310,293,625,357,358,350,372,260,3020,2800,6562,5660,11967,6833,7565,7731,4746,1794,55660,0,0,0,13,0,0,0,0,0,19,5355,11322,8578,15514,7909,8479,9159,5099,1744,73150,0,0,3,14,3,3,3,0,0,23,0,0,0,3,0,5,4,3,0,20,0,13,3,42,9,7,0,0,0,72,0,7,3,17,0,5,0,0,0,24,3,25,13,51,33,45,37,14,4,216,0,0,3,13,9,3,4,0,0,33,0,3,9,70,71,39,14,5,6,212,0,0,0,4,4,8,27,10,3,55,0,0,0,5,0,8,9,3,0,32,11,285,705,1394,1644,2431,2434,2105,586,11595,0,0,10,11,12,8,6,0,4,48,3,0,0,22,6,10,14,4,5,73
50301,0,18,16,63,39,16,10,3,0,154,0,4,7,12,10,28,18,8,0,82,0,0,16,24,28,47,21,0,5,148,14,111,112,430,206,187,131,90,28,1301,31,106,186,282,133,144,174,168,142,1369,1422,4588,5573,7559,5224,4597,3918,2621,1314,36829,0,0,0,0,3,0,0,0,0,8,2664,7661,8231,8174,5807,4967,4381,2990,1285,46159,5,3,0,36,9,11,0,0,0,65,0,0,0,15,0,11,5,0,0,30,4,13,6,82,21,8,6,0,0,148,0,5,4,0,4,6,0,0,0,14,5,30,45,106,92,75,43,16,0,423,5,7,5,47,13,7,6,0,0,85,7,117,324,615,219,165,85,60,25,1611,0,4,0,8,9,17,19,0,7,67,0,3,7,4,9,12,18,8,6,56,43,317,477,829,891,1071,789,574,250,5242,0,0,4,9,0,4,4,0,0,23,0,27,36,108,40,27,15,6,0,251
50302,0,15,77,209,119,92,91,24,15,648,0,3,4,35,12,18,12,8,0,95,0,0,24,84,29,19,17,9,0,187,29,198,269,1942,317,248,186,98,61,3352,82,126,342,1150,281,222,227,123,105,2660,2504,4816,6495,21086,6550,5719,4484,2302,1452,55410,0,0,0,34,0,3,6,0,0,49,4663,7811,8008,19783,7313,6243,4511,2085,931,61351,0,0,17,59,8,9,3,0,0,93,0,0,0,81,10,30,30,11,4,166,4,16,38,536,43,11,6,4,0,669,5,0,5,25,8,5,4,0,0,41,8,26,40,258,80,78,30,15,0,540,0,8,14,119,23,8,10,3,0,181,15,77,524,1234,226,181,129,59,24,2468,0,0,0,53,22,26,35,31,15,176,0,15,3,40,10,7,18,9,16,123,33,185,386,2124,1167,1421,1013,489,190,7009,0,3,10,26,8,9,0,0,6,49,4,18,45,315,53,21,31,10,10,499
50401,3,17,62,372,270,242,134,52,26,1167,0,0,0,22,11,19,10,5,0,71,0,5,15,44,17,12,11,3,0,94,6,59,139,731,256,201,161,115,48,1717,71,140,150,544,194,161,152,147,134,1697,2428,4150,4293,13377,5460,4934,4302,2477,1249,42676,0,0,8,46,18,6,0,6,0,79,4755,7506,6666,14322,6130,4794,3716,1866,787,50534,0,0,0,56,8,5,7,3,0,91,0,0,5,88,33,57,43,22,7,258,0,9,4,144,15,5,0,0,0,183,0,5,0,17,25,21,0,3,0,74,0,11,6,96,42,26,20,12,3,224,0,0,5,26,4,12,9,3,0,69,3,30,146,615,238,209,123,22,20,1423,0,0,0,41,9,40,60,51,19,219,0,6,6,15,0,14,11,17,0,74,11,46,131,1081,692,997,774,558,201,4491,0,0,0,4,12,9,5,0,0,34,0,4,4,109,18,17,19,8,0,172
50402,0,0,5,19,3,3,4,0,0,33,0,0,0,12,6,22,22,10,0,66,4,4,9,34,17,18,6,0,0,95,0,3,18,103,67,79,75,44,12,411,30,91,84,210,109,126,87,85,63,879,1054,2507,2263,4760,3050,3073,2548,1386,514,21152,0,0,0,5,0,0,0,0,0,12,2094,4737,4202,7766,4110,3622,2868,1319,402,31102,0,0,0,8,0,0,0,0,0,9,0,0,0,6,5,5,0,0,0,11,0,4,0,10,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,8,3,18,12,20,10,3,0,81,0,0,5,3,4,0,0,0,0,11,0,6,5,31,23,22,13,3,0,103,0,0,0,4,8,16,25,15,4,73,0,0,0,3,0,0,6,3,0,8,5,66,131,466,639,1077,837,591,192,4013,0,0,0,0,0,11,0,5,0,19,0,0,0,23,11,14,9,4,4,67
50403,4,31,65,533,285,188,126,33,12,1285,0,0,9,31,12,31,8,9,0,110,0,30,74,242,93,73,26,11,0,553,13,135,347,1244,438,347,211,101,39,2887,171,375,352,902,382,302,253,162,111,3007,5254,10330,9004,23001,9855,8263,5332,2605,997,74650,3,40,112,423,92,48,16,8,0,745,10398,18303,13337,24076,10019,7773,4820,2136,645,91506,0,9,3,75,14,10,16,3,0,137,0,0,0,136,79,80,48,18,4,378,0,9,7,86,14,4,5,0,0,115,0,9,10,69,40,33,26,3,0,188,3,13,14,62,29,31,26,6,3,200,0,0,0,25,16,16,7,7,0,78,0,14,57,324,145,123,63,7,8,749,0,0,4,63,33,71,101,58,29,353,0,9,44,38,8,17,5,6,0,130,7,171,481,1515,1553,2159,1370,906,297,8456,0,0,3,33,21,14,3,0,0,83,0,0,6,62,19,20,12,10,0,134
50501,0,7,15,84,57,43,24,9,0,251,0,19,38,87,85,83,71,35,15,433,0,3,45,145,174,152,85,17,10,627,13,112,160,796,494,462,330,173,73,2614,76,187,178,512,235,251,260,191,122,2016,4166,10364,9178,19257,11604,11373,9311,4135,1750,81136,0,0,0,28,13,15,13,3,0,71,8223,18206,13792,21712,11146,10004,8707,3380,1242,96402,0,0,6,19,6,0,7,5,0,38,0,0,0,23,13,38,12,8,0,96,0,12,10,197,27,13,8,0,0,278,3,5,0,10,9,7,5,0,0,40,3,39,49,184,104,83,41,15,9,529,0,4,6,27,23,9,15,3,0,85,4,47,69,358,132,123,124,17,15,897,0,0,0,24,16,46,40,35,18,178,0,3,8,66,24,65,57,28,6,254,56,1020,2113,4125,4311,4788,3604,1905,629,22547,0,0,9,16,8,8,5,8,0,54,0,15,15,115,36,23,15,10,4,233
