SA3_CODE_2021,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_SAR_Ch_0_4,P_Hong_Kong_SAR_Ch_5_14,P_Hong_Kong_SAR_Ch_15_24,P_Hong_Kong_SAR_Ch_25_44,P_Hong_Kong_SAR_Ch_45_54,P_Hong_Kong_SAR_Ch_55_64,P_Hong_Kong_SAR_Ch_65_74,P_Hong_Kong_SAR_Ch_75_84,P_Hong_Kong_SAR_Ch_85ov,P_Hong_Kong_SAR_Ch_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_North_Macedonia_0_4,P_North_Macedonia_5_14,P_North_Macedonia_15_24,P_North_Macedonia_25_44,P_North_Macedonia_45_54,P_North_Macedonia_55_64,P_North_Macedonia_65_74,P_North_Macedonia_75_84,P_North_Macedonia_85ov,P_North_Macedonia_Tot
50704,0,12,21,105,62,56,97,64,22,432,0,3,0,6,7,7,22,19,15,77,6,43,62,190,96,107,133,39,11,698,14,91,171,665,313,289,240,144,54,1979,4,52,124,634,271,233,281,119,28,1750,0,20,41,240,115,70,62,22,10,584,0,16,11,34,26,10,9,3,0,107,0,35,30,179,83,113,99,61,23,612,0,17,14,118,62,107,264,178,117,890,0,13,23,73,63,33,18,10,0,240,10,45,48,266,112,51,33,8,0,578,0,0,0,5,16,10,15,7,0,60,10,130,278,1059,569,478,715,314,84,3637,0,0,0,0,6,6,14,6,0,42,0,0,8,50,18,21,19,10,4,135,0,4,5,24,20,32,38,22,6,139,0,0,18,57,5,0,0,0,0,90,4,4,14,34,33,32,101,70,41,326,9,71,141,442,328,422,234,105,25,1776,0,0,0,4,0,0,8,5,3,18
50705,6,14,22,126,84,95,128,76,23,570,0,0,0,7,0,3,10,4,0,23,0,7,0,29,18,13,8,0,0,75,0,56,79,537,95,88,78,59,18,1011,5,38,30,166,68,17,19,3,4,346,0,6,6,29,4,11,0,0,0,62,0,5,3,9,0,4,0,0,0,20,4,63,74,271,116,75,70,63,21,746,0,8,12,40,20,46,75,51,26,267,3,4,8,32,20,17,7,0,0,94,0,8,4,47,15,0,0,0,0,82,0,0,0,7,4,7,0,0,0,28,6,20,19,99,54,43,39,18,5,304,0,0,0,4,0,6,21,9,0,40,0,0,14,50,12,19,21,8,0,130,0,0,8,33,23,19,20,9,0,107,0,0,5,33,5,0,0,0,0,54,0,12,17,53,56,54,165,92,40,491,57,615,783,2330,1147,992,503,161,17,6606,0,0,0,6,3,12,7,4,0,29
50901,0,0,7,68,46,41,108,64,12,355,0,0,0,0,0,3,4,3,0,12,0,0,0,11,6,5,0,0,0,26,0,11,8,78,21,13,20,18,10,183,4,4,4,41,16,10,17,0,4,106,0,0,5,0,6,6,6,0,0,17,0,0,0,0,0,0,0,0,0,3,0,5,3,38,7,20,24,22,0,116,5,5,0,25,11,18,38,50,39,200,0,0,0,12,6,7,3,0,0,40,0,0,8,11,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,10,41,12,35,18,5,0,125,0,0,0,0,0,3,0,3,0,11,0,0,3,8,0,3,0,0,0,13,0,6,15,106,58,31,24,9,5,241,0,0,0,8,0,0,0,0,0,6,0,3,8,38,37,27,124,104,15,355,4,32,82,311,256,306,184,65,5,1253,0,0,0,0,3,0,0,0,0,4
50902,0,0,9,43,15,38,106,46,13,265,0,0,0,0,0,0,3,6,0,12,0,0,0,19,4,5,5,0,0,24,0,9,10,111,17,28,20,23,3,221,0,5,3,19,17,6,6,0,0,57,0,0,4,26,0,0,0,0,0,35,0,0,0,17,3,0,0,0,0,21,0,4,11,83,16,22,20,13,5,177,0,0,0,18,4,21,50,21,11,126,0,0,0,7,7,0,0,0,0,18,0,0,0,11,4,0,0,0,0,17,0,0,0,4,0,0,0,0,0,5,0,0,8,29,16,12,11,7,0,85,0,0,0,0,0,4,9,6,0,23,0,0,0,0,3,3,4,0,0,13,0,0,0,3,0,8,3,0,0,22,0,0,5,19,0,0,0,0,0,25,0,0,0,14,15,30,82,64,13,233,5,26,61,336,303,429,267,72,4,1510,0,0,0,0,0,4,3,0,0,8
50903,0,0,5,13,8,12,27,9,4,73,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,4,4,37,8,5,0,4,0,65,0,0,3,13,3,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,3,3,9,0,56,0,0,0,4,0,0,19,12,4,44,0,0,0,7,5,0,3,0,0,7,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,6,5,4,8,5,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,3,10,22,13,7,56,0,27,27,130,106,112,79,20,4,504,0,0,0,0,0,0,0,0,0,0
51001,0,0,13,60,24,24,18,5,6,142,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,7,0,0,21,3,8,3,100,12,14,12,0,0,153,0,0,3,21,10,5,7,0,0,45,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,54,12,5,4,4,0,92,0,0,5,47,3,5,4,3,0,74,0,0,0,13,8,0,0,0,0,24,0,0,0,11,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,30,6,5,3,4,0,59,0,0,0,0,0,0,0,0,0,6,0,0,0,6,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,12,0,0,7,19,12,9,18,0,0,62,7,11,43,183,123,130,63,14,0,575,0,0,0,0,0,0,0,0,0,0
51002,0,0,0,22,10,6,9,4,0,46,0,0,0,0,3,0,0,0,0,10,0,3,0,9,0,0,0,0,0,12,0,26,9,190,39,8,3,0,0,277,0,14,16,64,23,11,0,0,0,130,0,0,0,15,0,3,0,0,0,15,0,0,0,3,0,0,0,0,0,3,0,3,4,77,10,11,0,0,0,102,0,0,0,9,0,3,0,0,0,16,0,0,0,5,0,0,0,0,0,7,0,0,3,14,0,0,0,0,0,19,0,0,0,4,0,3,0,0,0,11,0,4,6,43,7,4,3,0,0,76,0,0,0,0,0,0,0,0,0,0,0,6,7,13,5,0,0,0,0,37,0,0,0,9,5,5,0,0,0,15,0,0,0,9,0,0,0,0,0,10,0,0,0,6,0,0,0,0,0,16,15,87,118,572,277,295,54,0,0,1420,0,0,0,5,5,9,6,0,0,18
51003,0,0,3,26,6,6,3,4,0,54,0,0,0,4,0,3,0,0,0,12,0,0,0,9,6,6,0,0,0,15,6,23,11,202,37,18,0,0,0,298,3,18,9,55,20,4,0,0,0,108,0,0,0,8,4,0,0,0,0,7,0,0,0,3,0,0,0,0,0,6,0,6,9,122,13,9,0,0,0,163,0,0,5,17,3,3,3,0,0,30,0,0,0,13,3,0,0,0,0,22,0,0,0,14,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,7,0,0,3,22,18,8,0,0,0,58,0,0,0,0,0,0,3,0,0,3,0,3,0,11,0,0,0,0,0,18,0,7,0,12,10,0,6,0,0,31,0,4,5,28,4,0,0,0,0,35,0,0,4,18,5,7,0,3,0,44,8,51,97,550,278,234,73,7,0,1304,0,0,0,5,0,7,6,0,0,17
51101,0,0,0,16,14,11,15,19,0,78,0,0,0,0,3,0,0,0,0,3,4,0,0,5,0,3,0,0,0,17,0,8,0,18,3,0,0,3,0,34,0,0,0,4,3,0,3,0,0,19,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,3,0,34,0,0,0,0,3,5,9,4,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,12,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,5,17,4,0,43,7,11,20,140,71,109,65,24,0,438,0,0,0,0,0,0,0,0,0,0
51102,0,0,10,21,13,5,8,8,0,62,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,3,20,4,0,0,0,0,29,0,0,0,7,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,21,0,0,4,27,0,0,3,8,0,43,0,0,0,12,5,0,0,0,0,24,0,0,0,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,38,10,6,4,0,0,62,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,8,3,5,10,0,0,32,0,3,7,55,35,37,34,4,4,191,0,0,0,0,0,0,0,0,0,3
51103,0,0,0,35,11,12,19,14,0,91,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,9,3,27,26,249,51,12,12,13,0,400,0,4,14,50,17,0,3,0,0,91,0,3,3,31,7,0,0,0,0,48,0,5,0,9,0,0,0,0,0,9,0,3,3,75,7,7,3,6,0,112,0,0,0,9,4,10,5,3,6,43,0,0,0,3,4,0,0,0,0,6,0,6,0,31,4,0,0,0,0,37,0,0,0,0,0,0,0,0,0,7,0,0,4,26,8,11,5,0,0,57,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,4,0,0,0,12,0,0,0,11,5,0,0,0,0,15,0,0,0,22,0,0,0,0,0,24,0,0,0,7,0,7,17,6,0,34,26,173,287,911,471,476,197,29,5,2582,0,0,0,0,0,0,0,0,0,8
51104,0,3,7,50,31,33,50,35,8,209,0,0,0,4,0,4,0,3,3,14,0,0,0,15,3,0,0,0,0,16,6,30,9,146,28,13,9,13,0,261,0,18,3,53,17,5,6,3,3,108,0,0,0,5,3,0,0,0,0,11,0,3,0,0,5,0,0,0,0,7,0,4,4,44,27,5,23,17,0,121,0,0,0,9,4,11,40,40,21,137,0,0,3,4,7,0,0,0,0,13,0,0,0,13,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,5,41,22,11,9,6,0,93,0,0,0,0,0,0,0,7,0,11,0,0,4,9,0,7,0,0,0,18,0,0,0,11,3,4,3,0,0,24,0,3,0,19,4,0,0,0,0,25,0,3,0,15,9,14,54,37,10,141,5,32,54,278,194,248,188,63,10,1066,0,0,0,5,0,0,3,3,0,9
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,19,5,6,0,0,0,27,0,0,0,0,0,0,0,0,0,0
59999,0,0,4,21,3,6,12,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,14,0,0,3,3,0,30,0,0,0,12,3,3,0,0,0,15,0,0,0,6,4,4,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,4,13,0,5,3,7,0,31,0,0,3,21,4,0,5,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,6,0,5,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,8,4,0,3,0,0,21,3,7,18,88,45,57,30,9,0,257,0,0,0,0,0,0,0,0,0,0
