SA3_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
50101,0,6,0,0,3,0,0,0,9,0,6,0,6,5,0,0,0,20,0,20,59,151,157,369,263,145,1170,0,32,64,155,163,369,263,145,1197,2453,2385,3234,3421,3173,3074,1450,328,19520,168,279,329,358,238,200,113,44,1732,2627,2701,3624,3940,3580,3640,1829,520,22448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,15,43,38,54,30,20,210,3,4,14,42,38,54,30,20,218,2142,2631,3941,3811,3743,3518,1715,726,22222,160,204,238,216,200,204,132,66,1427,2305,2843,4193,4069,3979,3781,1877,814,23859,0,6,0,0,3,0,0,0,7,0,5,5,10,5,0,0,0,23,5,25,71,192,199,427,298,167,1376,4,40,75,202,204,427,298,167,1412,4598,5021,7168,7228,6913,6598,3158,1056,41739,328,486,571,569,438,400,248,120,3161,4932,5544,7816,8001,7556,7420,3702,1332,46314
50102,0,4,9,6,3,0,0,0,20,7,9,10,8,11,0,0,0,37,19,52,154,305,410,762,425,201,2324,20,61,169,313,426,762,425,201,2386,5617,5369,5876,6043,6082,4828,2258,520,36595,402,635,666,621,495,368,202,134,3522,6043,6068,6713,6976,7002,5962,2880,857,42497,0,0,3,0,0,0,0,0,9,5,7,0,0,0,0,0,0,7,0,21,39,59,103,92,41,18,379,11,25,38,64,104,92,41,18,397,5504,5953,6582,6946,6897,5624,2907,1030,41444,327,374,315,338,323,308,273,235,2489,5841,6350,6941,7348,7323,6023,3216,1285,44325,0,0,11,8,6,0,0,0,25,13,16,9,8,11,0,0,0,49,17,71,195,366,519,856,464,216,2703,32,85,209,382,533,856,464,216,2779,11128,11324,12460,12985,12983,10451,5159,1548,78035,728,1003,984,961,813,678,474,365,6011,11881,12419,13649,14325,14330,11985,6102,2133,86826
50103,3,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,6,0,14,26,83,119,218,124,55,632,3,16,31,84,123,218,124,55,645,1005,867,1068,1340,1666,1543,732,155,8378,89,97,114,173,141,139,85,19,857,1097,985,1207,1601,1929,1900,942,226,9879,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,8,25,28,26,5,6,112,3,4,7,25,28,26,5,6,112,906,961,1238,1463,1893,1642,811,248,9165,97,56,110,135,144,114,82,30,773,1007,1023,1359,1619,2061,1789,903,286,10042,4,0,0,0,0,0,0,0,8,0,4,0,4,0,0,0,0,6,0,14,35,107,143,248,135,57,744,6,19,36,110,144,248,135,57,752,1908,1828,2310,2800,3560,3187,1548,407,17538,182,154,225,305,284,259,166,44,1624,2098,2006,2569,3216,3989,3684,1843,508,19922
50201,12,38,27,22,7,0,0,0,106,4,8,3,17,16,0,0,0,53,15,76,197,353,483,1024,795,363,3304,35,115,230,395,507,1024,795,363,3461,5243,4603,4882,5384,5830,5781,3422,766,35904,357,452,539,540,434,370,282,169,3150,5634,5171,5653,6312,6760,7166,4504,1301,42513,4,10,7,0,4,0,0,0,29,0,3,9,0,3,0,0,0,16,7,15,52,107,103,141,75,43,551,17,36,65,112,112,141,75,43,589,5305,5372,5853,6381,7142,7267,4285,1425,43018,340,316,333,345,316,324,385,335,2684,5660,5715,6255,6833,7565,7731,4746,1794,46298,19,43,35,21,12,0,0,0,126,6,12,9,21,19,0,0,0,69,19,90,246,465,588,1163,871,406,3857,50,151,292,504,613,1163,871,406,4054,10547,9975,10736,11760,12966,13045,7708,2185,78932,697,761,876,882,745,693,671,505,5832,11296,10886,11904,13147,14327,14903,9248,3095,88811
50301,6,110,69,26,13,0,0,0,217,16,24,7,17,11,0,0,0,73,8,31,64,156,128,296,326,204,1217,29,165,136,191,152,296,326,204,1505,5385,3103,3260,4391,3967,3162,1898,572,25728,189,225,182,167,150,148,126,90,1276,5598,3489,3584,4747,4270,3601,2355,865,28511,6,4,7,3,0,0,0,0,20,3,12,3,3,0,0,0,0,17,6,15,13,25,40,24,15,19,162,14,28,25,36,43,24,15,19,201,5353,3217,3999,5063,4416,3736,2445,1136,29368,214,166,120,127,138,158,167,158,1250,5573,3416,4147,5224,4597,3918,2621,1314,30813,14,117,75,29,13,0,0,0,240,19,34,12,18,14,0,0,0,91,15,42,80,186,174,317,340,228,1376,39,191,163,230,196,317,340,228,1702,10731,6321,7258,9447,8387,6900,4346,1709,55096,399,387,306,293,288,303,295,246,2525,11171,6900,7729,9973,8870,7515,4980,2184,59324
50302,12,49,23,19,3,0,0,0,107,18,31,29,18,17,0,0,0,104,15,122,161,259,260,338,247,131,1543,44,198,210,297,284,338,247,131,1756,5351,10814,8777,6054,5189,3785,1640,538,42150,378,1059,657,480,381,292,200,97,3535,5770,12067,9647,6826,5852,4417,2083,778,47440,3,10,3,3,0,0,0,0,23,8,15,0,5,4,0,0,0,33,10,21,26,50,52,31,12,19,225,15,48,36,58,62,31,12,19,275,6096,11463,8365,6214,5428,4201,2093,1244,45094,388,749,434,277,235,254,196,192,2719,6495,12257,8827,6550,5719,4484,2302,1452,48092,15,61,28,21,8,0,0,0,126,25,40,30,17,23,0,0,0,134,20,143,187,314,316,370,264,155,1772,61,244,246,353,342,370,264,155,2033,11447,22275,17140,12269,10616,7985,3734,1783,87245,767,1804,1092,761,616,545,391,292,6257,12269,24325,18480,13375,11574,8897,4386,2226,95536
50401,4,12,8,4,0,0,0,0,27,5,24,18,8,10,0,0,0,74,8,77,120,196,246,351,264,125,1384,21,113,142,209,259,351,264,125,1485,4319,6248,5969,4886,4266,3317,1756,493,31246,220,418,365,275,242,155,127,78,1886,4555,6774,6481,5369,4775,3832,2142,698,34620,0,4,0,0,0,0,0,0,12,11,8,3,3,0,0,0,0,20,0,17,16,41,51,37,35,23,225,12,28,22,38,53,37,35,23,255,4094,6585,6162,5207,4734,4135,2281,1087,34277,184,309,268,209,155,132,164,144,1568,4293,6920,6451,5460,4934,4302,2477,1249,36095,3,19,7,5,0,0,0,0,40,15,29,25,10,11,0,0,0,93,8,93,133,236,298,394,295,145,1611,28,136,165,255,314,394,295,145,1738,8413,12826,12131,10096,9004,7448,4034,1579,65526,410,726,632,483,396,289,290,221,3450,8849,13689,12929,10831,9712,8133,4621,1949,70713
50402,6,6,0,0,3,0,0,0,11,0,3,7,12,9,0,0,0,29,4,21,56,155,190,302,217,60,1001,8,32,59,162,196,302,217,60,1039,2378,1945,2139,2520,2621,2005,967,231,14806,309,785,734,490,322,140,100,61,2942,2697,2763,2932,3173,3139,2451,1284,356,18784,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,5,4,19,33,43,27,29,13,182,5,6,19,41,49,27,29,13,186,2160,2036,2484,2904,2918,2415,1250,391,16554,99,116,104,111,111,106,108,109,854,2263,2155,2600,3050,3073,2548,1386,514,17590,6,4,0,0,3,0,0,0,13,4,4,7,9,9,0,0,0,35,7,26,76,190,241,331,246,74,1183,11,34,76,205,245,331,246,74,1224,4537,3982,4621,5423,5534,4416,2220,621,31359,408,902,837,594,436,247,206,174,3793,4959,4921,5532,6223,6220,4995,2668,870,36378
50403,48,50,16,14,12,0,0,0,142,11,26,30,25,6,0,0,0,102,18,129,237,366,484,591,273,105,2204,76,211,284,410,504,591,273,105,2452,9061,9872,10122,8363,7011,4266,1929,462,51084,447,733,680,607,435,216,144,107,3371,9582,10820,11092,9382,7946,5074,2345,678,56904,17,16,8,4,0,0,0,0,41,4,8,6,5,0,0,0,0,23,8,21,48,108,93,82,36,19,412,25,41,61,120,97,82,36,19,478,8545,11099,10611,9315,7867,5011,2386,832,55674,427,668,519,424,296,242,188,148,2920,9004,11813,11189,9855,8263,5332,2605,997,59069,66,64,23,22,13,0,0,0,187,16,35,38,30,9,0,0,0,126,21,156,286,476,581,669,308,126,2619,104,254,346,527,598,669,308,126,2929,17606,20974,20736,17673,14887,9274,4310,1295,106755,874,1400,1196,1037,724,460,332,259,6283,18584,22634,22281,19239,16210,10400,4950,1678,115971
50501,14,29,27,33,6,0,0,0,111,18,36,36,34,31,0,0,0,152,16,109,280,440,574,961,532,203,3119,44,179,345,503,617,961,532,203,3383,9857,7550,9618,10204,9419,7627,3055,749,58093,285,389,496,523,397,258,160,89,2588,10188,8116,10457,11225,10433,8847,3747,1044,64062,7,6,9,9,0,0,0,0,31,4,11,6,12,0,0,0,0,34,5,20,55,100,139,99,57,36,520,21,38,72,120,139,99,57,36,584,8953,7941,10652,11239,10972,8966,3851,1528,64106,205,294,262,251,260,246,229,180,1921,9178,8275,10989,11604,11373,9311,4135,1750,66606,19,38,34,38,10,0,0,0,138,24,45,40,46,32,0,0,0,189,25,134,336,536,716,1061,592,243,3638,62,216,414,617,759,1061,592,243,3962,18818,15491,20276,21446,20389,16593,6907,2285,122199,490,687,754,771,650,503,381,269,4511,19371,16389,21444,22833,21801,18157,7877,2794,130669
