SA3_CODE_2021,F_AccomFoodS_Cert,F_AccomFoodS_ID_NS,F_AccomFoodS_ToT,F_TransPostWhse_PD,F_TransPostWhse_GD_GC,F_TransPostWhse_BD,F_TransPostWhse_AdD_D,F_TransPostWhse_Cert,F_TransPostWhse_ID_NS,F_TransPostWhse_ToT,F_InfoMedTelecom_PD,F_InfoMedTelecom_GD_GC,F_InfoMedTelecom_BD,F_InfoMedTelecom_AdD_D,F_InfoMedTelecom_Cert,F_InfoMedTelecom_ID_NS,F_InfoMedTelecom_ToT,F_FinInsurS_PD,F_FinInsurS_GD_GC,F_FinInsurS_BD,F_FinInsurS_AdD_D,F_FinInsurS_Cert,F_FinInsurS_ID_NS,F_FinInsurS_ToT,F_RentHirREserv_PD,F_RentHirREserv_GD_GC,F_RentHirREserv_BD,F_RentHirREserv_AdD_D,F_RentHirREserv_Cert,F_RentHirREserv_ID_NS,F_RentHirREserv_ToT,F_ProScieTechServ_PD,F_ProScieTechServ_GD_GC,F_ProScieTechServ_BD,F_ProScieTechServ_AdD_D,F_ProScieTechServ_Cert,F_ProScieTechServ_ID_NS,F_ProScieTechServ_ToT,F_AdminSupServ_PD,F_AdminSupServ_GD_GC,F_AdminSupServ_BD,F_AdminSupServ_AdD_D,F_AdminSupServ_Cert,F_AdminSupServ_ID_NS,F_AdminSupServ_ToT,F_PubAdmiSafety_PD,F_PubAdmiSafety_GD_GC,F_PubAdmiSafety_BD,F_PubAdmiSafety_AdD_D,F_PubAdmiSafety_Cert,F_PubAdmiSafety_ID_NS,F_PubAdmiSafety_ToT,F_EducTrain_PD,F_EducTrain_GD_GC,F_EducTrain_BD,F_EducTrain_AdD_D,F_EducTrain_Cert,F_EducTrain_ID_NS,F_EducTrain_ToT,F_HealthCareSocA_PD,F_HealthCareSocA_GD_GC,F_HealthCareSocA_BD,F_HealthCareSocA_AdD_D,F_HealthCareSocA_Cert,F_HealthCareSocA_ID_NS,F_HealthCareSocA_ToT,F_ArtRecServ_PD,F_ArtRecServ_GD_GC,F_ArtRecServ_BD,F_ArtRecServ_AdD_D,F_ArtRecServ_Cert,F_ArtRecServ_ID_NS,F_ArtRecServ_ToT,F_OthServ_PD,F_OthServ_GD_GC,F_OthServ_BD,F_OthServ_AdD_D,F_OthServ_Cert,F_OthServ_ID_NS,F_OthServ_ToT,F_ID_NS_PD,F_ID_NS_GD_GC,F_ID_NS_BD,F_ID_NS_AdD_D,F_ID_NS_Cert,F_ID_NS_ID_NS,F_ID_NS_ToT,F_ToT_PD,F_ToT_GD_GC,F_ToT_BD,F_ToT_AdD_D,F_ToT_Cert,F_ToT_ID_NS,F_ToT_ToT,P_AgriForestFish_PD,P_AgriForestFish_GD_GC,P_AgriForestFish_BD,P_AgriForestFish_AdD_D,P_AgriForestFish_Cert,P_AgriForestFish_ID_NS,P_AgriForestFish_ToT,P_Min_PD,P_Min_GD_GC,P_Min_BD,P_Min_AdD_D,P_Min_Cert,P_Min_ID_NS,P_Min_ToT,P_Mnfg_PD,P_Mnfg_GD_GC,P_Mnfg_BD,P_Mnfg_AdD_D,P_Mnfg_Cert,P_Mnfg_ID_NS,P_Mnfg_ToT,P_EGW_WS_PD,P_EGW_WS_GD_GC,P_EGW_WS_BD,P_EGW_WS_AdD_D,P_EGW_WS_Cert,P_EGW_WS_ID_NS,P_EGW_WS_ToT,P_Cnstn_PD,P_Cnstn_GD_GC,P_Cnstn_BD,P_Cnstn_AdD_D,P_Cnstn_Cert,P_Cnstn_ID_NS,P_Cnstn_ToT,P_WTrade_PD,P_WTrade_GD_GC,P_WTrade_BD,P_WTrade_AdD_D,P_WTrade_Cert,P_WTrade_ID_NS,P_WTrade_ToT,P_RTrade_PD,P_RTrade_GD_GC,P_RTrade_BD,P_RTrade_AdD_D,P_RTrade_Cert,P_RTrade_ID_NS,P_RTrade_ToT,P_AccomFoodS_PD,P_AccomFoodS_GD_GC,P_AccomFoodS_BD,P_AccomFoodS_AdD_D,P_AccomFoodS_Cert,P_AccomFoodS_ID_NS,P_AccomFoodS_ToT,P_TransPostWhse_PD,P_TransPostWhse_GD_GC,P_TransPostWhse_BD,P_TransPostWhse_AdD_D,P_TransPostWhse_Cert,P_TransPostWhse_ID_NS,P_TransPostWhse_ToT,P_InfoMedTelecom_PD,P_InfoMedTelecom_GD_GC,P_InfoMedTelecom_BD,P_InfoMedTelecom_AdD_D,P_InfoMedTelecom_Cert,P_InfoMedTelecom_ID_NS,P_InfoMedTelecom_ToT,P_FinInsurS_PD,P_FinInsurS_GD_GC,P_FinInsurS_BD,P_FinInsurS_AdD_D,P_FinInsurS_Cert,P_FinInsurS_ID_NS,P_FinInsurS_ToT,P_RentHirREserv_PD,P_RentHirREserv_GD_GC,P_RentHirREserv_BD,P_RentHirREserv_AdD_D,P_RentHirREserv_Cert,P_RentHirREserv_ID_NS,P_RentHirREserv_ToT,P_ProScieTechServ_PD,P_ProScieTechServ_GD_GC,P_ProScieTechServ_BD,P_ProScieTechServ_AdD_D,P_ProScieTechServ_Cert,P_ProScieTechServ_ID_NS,P_ProScieTechServ_ToT,P_AdminSupServ_PD,P_AdminSupServ_GD_GC,P_AdminSupServ_BD,P_AdminSupServ_AdD_D,P_AdminSupServ_Cert,P_AdminSupServ_ID_NS,P_AdminSupServ_ToT,P_PubAdmiSafety_PD,P_PubAdmiSafety_GD_GC,P_PubAdmiSafety_BD,P_PubAdmiSafety_AdD_D,P_PubAdmiSafety_Cert,P_PubAdmiSafety_ID_NS,P_PubAdmiSafety_ToT,P_EducTrain_PD
50101,425,53,977,0,9,25,19,46,7,99,0,3,16,11,10,0,48,4,6,26,44,42,13,133,5,3,41,50,73,18,193,36,24,218,108,113,11,514,10,16,99,80,189,14,401,32,26,139,70,99,9,372,118,203,672,192,360,23,1571,153,168,804,421,571,63,2176,4,0,47,34,39,6,132,7,9,60,74,244,23,419,12,6,86,60,76,54,291,492,559,3022,1790,3137,404,9403,24,26,181,141,329,44,740,34,17,180,151,900,39,1328,43,47,373,203,547,40,1253,6,3,26,24,115,6,177,13,15,179,250,1550,76,2088,6,11,40,44,129,10,240,35,13,266,250,729,72,1362,47,26,369,345,807,80,1677,10,14,50,70,225,12,385,4,10,36,11,23,5,93,19,12,75,78,53,15,252,6,5,79,83,122,23,327,97,44,436,189,203,22,987,13,15,147,111,372,23,689,60,43,234,150,261,16,773,168
50102,498,31,788,6,4,33,41,139,11,235,0,0,24,13,31,0,71,4,3,39,80,92,11,237,3,5,21,43,133,13,216,30,24,209,107,215,18,611,9,9,63,69,210,14,368,46,46,225,177,376,21,895,162,350,1078,400,852,61,2894,256,227,1487,809,1708,132,4622,5,9,42,32,118,11,206,18,16,94,147,446,20,743,15,8,58,55,146,93,374,655,773,4137,2625,6983,607,15773,27,17,138,118,394,60,747,64,31,302,351,2162,81,2988,89,37,506,364,2090,118,3197,29,12,68,100,590,21,827,37,23,212,347,2642,107,3366,6,3,50,69,334,11,474,34,21,289,279,1352,94,2075,25,10,183,179,759,53,1206,28,12,102,140,647,55,979,4,5,50,33,73,5,164,8,10,76,132,127,21,383,6,7,45,77,218,18,369,71,52,458,228,426,42,1284,12,8,91,97,415,22,646,87,75,391,349,770,42,1720,241
50103,123,13,240,0,0,12,10,32,6,63,0,0,3,5,6,0,8,0,3,4,5,10,4,30,0,4,3,20,21,3,47,9,0,44,28,36,4,127,3,7,10,24,36,7,85,11,12,68,34,72,4,202,40,69,237,68,152,16,590,36,44,211,168,266,26,755,0,7,12,10,22,0,52,0,4,13,15,73,5,114,11,0,21,10,34,13,93,153,173,911,630,1296,158,3319,23,17,218,161,497,54,975,19,11,80,67,408,24,602,7,3,37,40,178,18,285,0,0,9,20,54,5,92,6,5,20,48,382,17,475,0,3,12,15,61,4,95,4,6,58,56,243,23,392,7,9,56,73,193,22,366,0,0,19,29,124,11,173,0,3,5,3,11,0,30,0,0,5,13,21,4,45,0,4,10,29,28,5,70,18,6,83,40,63,8,225,5,7,21,34,87,10,162,27,23,120,94,166,9,438,59
50201,423,41,734,7,0,25,44,98,11,185,3,4,11,6,14,7,42,7,5,42,73,68,13,212,4,4,35,67,145,28,274,47,37,165,131,202,17,594,8,13,69,89,241,21,437,38,45,198,151,272,39,741,153,287,945,376,690,69,2527,179,181,1105,848,1474,116,3897,9,4,38,37,92,11,187,9,11,64,153,392,29,668,14,5,61,75,168,84,404,575,655,3344,2761,5764,653,13744,4,4,57,42,131,30,270,73,35,291,475,2240,109,3232,77,29,262,284,1522,67,2255,7,3,41,57,241,12,364,18,20,147,317,2029,91,2625,14,0,43,66,219,13,362,48,7,247,333,1207,111,1952,22,18,185,207,745,67,1242,29,7,85,135,457,33,744,6,3,24,17,52,3,110,19,5,68,122,103,14,337,7,8,62,113,242,27,453,104,56,350,266,392,31,1212,17,13,106,136,461,39,769,88,77,332,338,625,64,1528,233
50301,99,22,458,18,3,58,23,18,7,129,23,18,71,14,5,4,122,60,25,227,60,30,14,415,35,22,157,70,45,11,336,459,135,1052,150,65,33,1898,26,23,121,41,36,14,258,186,58,323,47,38,13,664,651,301,974,175,130,35,2266,924,318,1998,326,180,81,3825,37,28,125,28,31,7,248,47,19,146,64,85,8,368,76,32,197,51,29,48,437,2941,1132,6752,1379,983,335,13529,36,11,101,32,24,3,209,694,117,1167,102,157,28,2268,126,28,311,95,119,22,698,71,24,143,13,17,0,279,175,46,517,186,364,28,1318,61,23,217,56,62,13,435,140,38,640,172,221,36,1242,76,19,422,148,222,30,914,72,17,200,86,68,19,471,42,20,151,33,16,4,271,209,99,715,163,41,34,1268,94,37,423,151,103,32,838,1255,288,2724,320,151,76,4813,65,39,229,72,79,18,495,361,96,609,131,147,24,1372,1097
50302,361,66,1729,47,3,134,50,48,15,306,44,24,160,34,25,10,295,117,47,401,129,100,21,819,40,11,149,64,90,8,370,856,255,1921,265,215,64,3579,116,41,406,144,132,24,866,383,184,829,176,140,29,1751,820,521,1399,263,240,46,3294,1453,458,3033,724,532,147,6347,79,30,297,85,80,14,581,81,35,262,168,244,16,801,133,30,311,106,78,79,738,5040,1901,12110,3262,2913,676,25906,26,6,85,30,24,4,172,1076,209,2142,339,627,55,4449,206,50,541,203,333,43,1371,156,34,281,57,90,14,628,269,66,914,418,961,86,2722,138,30,380,125,180,26,879,330,74,1145,411,582,101,2641,248,45,1274,851,791,126,3342,182,36,501,223,248,49,1234,90,43,348,82,80,17,667,283,142,931,303,191,37,1889,89,27,367,162,188,23,858,2197,512,4801,653,484,149,8794,244,63,713,278,272,46,1621,703,318,1493,380,366,61,3321,1425
50401,287,44,766,35,8,98,61,92,14,310,11,14,65,29,20,0,140,41,21,217,94,95,10,488,15,3,67,55,68,10,217,266,104,691,178,190,20,1460,37,15,135,110,134,25,451,203,130,595,186,194,29,1339,410,379,1080,273,340,49,2520,505,271,1628,673,771,104,3961,39,15,142,62,82,3,339,44,18,160,144,301,28,696,54,21,163,78,83,65,469,1996,1106,6261,2582,3382,485,15818,9,0,45,10,27,5,94,286,86,743,231,691,36,2083,89,23,335,207,599,60,1308,47,16,153,46,101,3,365,105,35,465,411,1422,69,2501,46,14,200,110,281,18,676,163,37,595,342,665,63,1860,88,19,417,371,556,64,1515,94,41,340,246,446,54,1226,31,19,159,84,78,9,376,102,50,428,172,154,24,922,32,15,143,97,137,10,435,619,200,1773,424,396,58,3468,74,31,268,195,289,33,886,368,201,1064,432,491,61,2622,633
50402,151,16,244,0,9,33,25,75,11,150,0,0,20,4,8,0,38,6,10,26,37,26,8,119,7,0,14,32,47,9,104,49,26,169,81,109,13,447,3,5,37,42,64,13,163,62,54,161,121,148,4,548,152,155,508,192,268,32,1307,127,125,610,332,437,69,1692,8,3,38,25,33,3,104,7,11,51,71,200,12,355,10,7,53,40,70,30,203,493,444,2022,1305,2187,267,6728,10,4,33,17,44,7,110,74,48,265,173,704,33,1305,27,12,103,104,464,23,733,15,4,27,23,77,3,151,11,8,91,181,859,37,1187,14,7,65,67,259,12,421,18,11,147,133,423,33,766,6,6,51,59,260,20,398,5,11,81,109,333,30,578,8,0,33,23,36,0,99,19,9,72,72,44,8,233,5,4,28,53,98,8,204,131,49,405,177,223,31,1011,3,8,67,62,168,14,329,104,105,270,240,378,22,1123,237
50403,511,45,1035,37,8,137,125,288,34,621,18,9,47,24,36,9,139,46,20,158,152,197,32,613,18,7,68,102,157,28,383,136,58,511,250,353,27,1340,31,10,173,159,322,48,746,140,98,500,351,460,41,1583,321,366,1270,478,905,90,3435,464,320,2205,1385,1981,217,6573,16,12,95,72,136,13,341,26,15,167,260,625,22,1117,44,17,184,146,256,132,787,1591,1083,6744,4641,8289,964,23305,16,5,89,71,160,17,359,184,72,608,471,2178,87,3598,111,39,447,417,1734,91,2838,32,11,96,85,256,18,492,109,44,485,542,2938,130,4247,65,29,253,230,880,48,1499,182,46,733,639,1729,160,3482,88,25,392,404,988,92,1982,161,40,510,580,1246,124,2651,39,18,104,89,149,19,407,105,32,298,260,271,53,1010,22,13,135,172,299,39,684,334,124,1178,530,694,79,2937,54,19,278,252,650,87,1325,271,167,911,738,1109,85,3288,437
50501,424,50,923,21,18,103,85,108,10,353,13,3,86,37,32,3,180,55,35,323,256,249,38,960,10,10,128,149,163,24,493,307,135,1094,399,409,50,2393,42,28,222,187,269,40,793,244,185,776,341,359,57,1956,716,878,2709,826,985,107,6214,747,525,3259,1468,1488,251,7737,23,16,169,89,130,15,446,55,44,247,307,620,41,1318,48,26,250,163,207,108,796,2583,2069,11083,5505,7083,1002,29329,11,6,55,49,85,12,213,423,155,1264,573,1664,97,4175,148,40,466,392,1201,63,2316,94,31,248,125,287,22,809,167,79,959,975,4656,189,7014,67,27,359,194,560,39,1238,138,48,840,594,1428,138,3194,62,16,392,345,868,85,1763,102,48,372,339,683,59,1609,37,15,196,124,181,8,559,172,91,757,545,390,66,2019,39,18,262,263,303,43,928,912,286,2863,972,918,139,6086,78,46,407,313,620,64,1518,461,322,1481,869,1060,131,4313,1159
