SA3_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
50101,..,11,593,1682,1926,1880,2077,1120,242,9527,..,134,637,613,481,368,221,61,9,2527,..,0,18,94,176,75,27,23,13,426,5184,..,..,..,..,..,..,..,..,5184,..,949,..,..,..,..,..,..,..,949,..,868,317,102,75,36,6,0,0,1402,..,101,52,30,26,37,40,12,9,298,..,73,103,43,26,17,11,5,0,282,..,126,255,92,98,110,48,23,3,751,..,66,185,270,362,434,500,250,120,2194,79,81,92,100,93,94,85,34,8,666,5263,2412,2248,3023,3263,3043,3023,1522,399,24199,..,25,879,2246,2094,2022,1958,827,130,10185,..,213,808,681,545,358,160,38,0,2798,..,24,174,522,561,210,78,54,39,1664,4933,..,..,..,..,..,..,..,..,4933,..,936,..,..,..,..,..,..,..,936,..,511,138,56,48,34,8,0,0,796,..,64,30,18,24,71,90,48,43,382,..,89,85,28,20,12,9,0,0,263
50102,..,65,1464,3144,3504,3753,3453,1831,391,17608,..,495,1458,899,740,635,334,84,16,4652,..,18,66,275,319,134,87,40,32,965,10094,..,..,..,..,..,..,..,..,10094,..,1871,..,..,..,..,..,..,..,1871,..,2084,711,324,209,105,18,0,0,3454,..,237,204,91,72,92,89,37,18,840,..,154,187,102,62,44,21,7,0,581,..,213,355,173,167,180,129,36,10,1266,..,215,604,630,820,974,911,466,206,4830,181,196,167,132,100,124,115,43,15,1076,10274,5558,5209,5763,6003,6040,5157,2542,683,47226,..,124,2200,3744,3981,3920,3166,1322,177,18628,..,753,1645,962,846,609,230,61,0,5111,..,140,699,1131,973,385,210,158,100,3804,9359,..,..,..,..,..,..,..,..,9359,..,2048,..,..,..,..,..,..,..,2048,..,1395,405,146,104,73,27,0,0,2153,..,186,95,33,72,171,171,110,58,903,..,163,121,53,25,26,9,7,0,409
50103,..,8,215,569,726,957,1017,530,109,4130,..,80,256,198,213,218,125,46,3,1139,..,0,14,35,46,40,24,9,5,174,1848,..,..,..,..,..,..,..,..,1848,..,283,..,..,..,..,..,..,..,283,..,394,108,62,56,24,3,0,0,652,..,40,15,7,8,43,19,10,3,145,..,27,21,4,13,16,7,0,0,89,..,28,43,18,34,44,34,12,4,221,..,42,94,108,195,291,351,181,40,1299,35,43,40,38,44,57,51,17,13,339,1882,954,809,1041,1328,1686,1653,802,179,10335,..,17,335,695,837,1061,941,374,39,4299,..,126,287,206,230,226,96,35,0,1204,..,11,85,161,137,80,37,34,18,570,1740,..,..,..,..,..,..,..,..,1740,..,346,..,..,..,..,..,..,..,346,..,220,69,29,15,19,0,0,0,357,..,35,9,6,7,31,31,40,17,176,..,23,12,5,10,3,6,0,0,61
50201,..,46,1163,2384,3010,3577,4148,2860,647,17832,..,426,1213,863,711,610,414,165,30,4433,..,15,78,224,285,204,92,50,35,984,8889,..,..,..,..,..,..,..,..,8889,..,1900,..,..,..,..,..,..,..,1900,..,1944,802,394,243,101,24,0,0,3502,..,272,154,88,77,86,85,40,29,829,..,134,146,65,61,44,17,3,3,481,..,155,268,118,151,156,151,59,15,1072,..,149,491,498,700,960,1195,760,330,5088,130,165,142,111,121,119,118,73,13,993,9020,5206,4456,4751,5360,5852,6249,4016,1094,46003,..,102,1841,3143,3499,3996,4142,2182,318,19220,..,660,1516,976,766,613,350,118,19,5018,..,151,795,1059,1056,508,240,160,106,4084,8778,..,..,..,..,..,..,..,..,8778,..,2155,..,..,..,..,..,..,..,2155,..,1309,436,139,99,88,27,0,0,2113,..,234,87,52,88,193,206,140,87,1091,..,155,92,46,33,27,16,7,0,369
50301,..,11,594,2237,3438,2934,2449,1601,475,13741,..,110,611,380,348,308,178,83,16,2035,..,4,7,59,133,129,53,16,12,410,6052,..,..,..,..,..,..,..,..,6052,..,2903,..,..,..,..,..,..,..,2903,..,780,600,136,95,35,10,0,0,1645,..,145,84,14,17,23,25,14,24,350,..,62,97,14,3,0,5,0,0,191,..,407,584,86,47,54,33,25,10,1249,..,128,357,275,296,394,444,318,166,2390,54,95,100,43,46,35,31,22,9,437,6110,4640,3039,3246,4423,3924,3218,2081,712,31399,..,24,858,2849,3674,2918,2252,1226,239,14034,..,163,705,380,347,276,142,34,6,2051,..,9,49,269,611,343,111,66,79,1532,5657,..,..,..,..,..,..,..,..,5657,..,2776,..,..,..,..,..,..,..,2776,..,577,432,69,51,52,18,0,0,1196,..,143,58,12,16,46,72,83,64,501,..,63,79,19,9,11,5,0,0,188
50302,..,50,2145,4378,3347,2748,2212,1028,298,16210,..,448,2910,1420,740,612,305,87,12,6546,..,0,26,106,225,157,59,32,18,618,7262,..,..,..,..,..,..,..,..,7262,..,1947,..,..,..,..,..,..,..,1947,..,753,525,157,130,69,20,0,0,1657,..,217,292,87,34,58,54,27,8,772,..,119,276,65,26,21,11,0,0,513,..,915,1904,429,174,154,118,37,12,3744,..,472,1997,1794,1245,1259,1061,482,183,8491,94,126,211,136,106,62,56,25,4,829,7358,5045,10289,8570,6029,5146,3887,1722,541,48593,..,107,3038,4540,3378,2648,1960,739,131,16528,..,701,3092,1151,700,454,184,41,9,6329,..,21,167,595,779,420,155,118,99,2352,6932,..,..,..,..,..,..,..,..,6932,..,1968,..,..,..,..,..,..,..,1968,..,561,378,105,74,76,11,0,0,1204,..,309,262,59,51,118,148,67,60,1063,..,135,220,61,13,9,3,0,0,431
50401,..,35,1554,3194,2700,2501,2231,1294,328,13830,..,251,1656,996,601,402,202,60,8,4182,..,10,23,128,227,147,81,40,36,683,6815,..,..,..,..,..,..,..,..,6815,..,1763,..,..,..,..,..,..,..,1763,..,1224,876,300,233,124,21,0,0,2782,..,255,251,89,81,87,54,55,21,892,..,131,227,86,52,43,19,6,0,557,..,416,756,276,217,174,118,44,8,2018,..,153,701,798,740,879,781,428,156,4636,81,91,125,83,79,62,45,20,0,596,6899,4324,6177,5953,4934,4411,3552,1944,562,38750,..,90,2248,3452,2726,2483,2101,937,144,14191,..,417,1829,941,595,346,156,45,4,4341,..,45,304,670,850,453,235,158,135,2837,6263,..,..,..,..,..,..,..,..,6263,..,1749,..,..,..,..,..,..,..,1749,..,836,557,186,96,80,27,0,0,1785,..,232,160,70,71,168,195,125,104,1134,..,118,150,34,20,13,13,6,0,352
50402,..,7,537,1160,1547,1733,1530,859,161,7547,..,104,505,379,346,301,148,45,9,1839,..,5,17,68,129,86,48,15,12,380,3616,..,..,..,..,..,..,..,..,3616,..,968,..,..,..,..,..,..,..,968,..,970,471,166,105,47,10,0,0,1765,..,82,79,28,44,52,50,22,14,370,..,60,49,23,24,18,13,6,0,196,..,50,67,49,54,79,48,11,5,369,..,41,138,155,266,309,332,185,84,1509,53,63,51,56,25,37,33,18,4,333,3669,2354,1918,2090,2542,2666,2208,1165,288,18897,..,28,790,1468,1761,1813,1435,605,89,7977,..,166,581,458,387,274,115,36,3,2029,..,26,148,307,375,230,112,81,50,1327,3359,..,..,..,..,..,..,..,..,3359,..,1011,..,..,..,..,..,..,..,1011,..,621,244,89,62,37,10,0,0,1067,..,89,33,15,28,70,100,82,42,469,..,65,30,15,14,19,11,4,0,155
50403,..,105,3192,6080,5274,4707,3246,1506,324,24432,..,558,2153,1384,961,609,242,66,6,5982,..,14,120,294,408,235,105,59,25,1255,15961,..,..,..,..,..,..,..,..,15961,..,3652,..,..,..,..,..,..,..,3652,..,3313,1723,554,260,94,26,0,0,5962,..,498,489,200,156,194,129,84,34,1782,..,227,313,146,98,47,45,10,7,895,..,267,601,314,212,211,127,40,11,1772,..,197,959,885,884,1017,731,385,123,5184,190,217,192,166,103,75,63,17,8,1023,16146,9046,9752,10020,8352,7184,4706,2161,538,67904,..,220,4887,6662,5524,4530,2666,1072,154,25724,..,917,2524,1413,969,550,173,50,0,6593,..,164,1038,1457,1518,844,336,195,101,5655,14848,..,..,..,..,..,..,..,..,14848,..,3650,..,..,..,..,..,..,..,3650,..,2288,1016,214,144,93,18,0,0,3779,..,387,281,78,167,342,425,247,125,2049,..,197,179,68,64,37,17,10,3,581
50501,..,23,1858,6190,7304,7167,6563,2727,538,32379,..,308,1923,1380,1018,717,304,82,13,5736,..,7,46,261,471,292,136,62,38,1314,14984,..,..,..,..,..,..,..,..,14984,..,4742,..,..,..,..,..,..,..,4742,..,3449,1918,610,348,116,18,0,0,6464,..,328,218,94,90,102,94,50,40,1022,..,162,215,99,59,41,21,10,0,602,..,356,563,214,159,155,105,47,11,1602,..,180,549,636,751,844,873,471,218,4523,156,193,164,136,88,85,87,30,10,941,15141,9750,7439,9615,10285,9528,8202,3478,872,74314,..,78,2893,7253,7868,7620,5816,1918,295,33750,..,511,2326,1431,1019,646,250,48,0,6234,..,59,394,1116,1449,833,373,201,126,4556,14072,..,..,..,..,..,..,..,..,14072,..,4899,..,..,..,..,..,..,..,4899,..,2266,1113,270,147,105,31,0,0,3932,..,242,135,52,47,202,313,232,165,1394,..,183,134,45,37,29,7,10,5,445
