SA3_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
50502,8,0,0,0,5304,5315,137,13,5,4,5748,5906,4771,175,232,19,11253,16452,9158,509,807,28,5242,15746,7837,576,1399,59,2986,12859,6629,492,1719,130,1747,10723,5656,317,1386,300,764,8413,3792,151,597,466,248,5257,1267,39,121,610,54,2093,39256,2283,6258,1614,33360,82764,8,4,0,0,4932,4947,359,16,14,3,5749,6140,6440,364,398,15,10352,17572,9609,651,1218,81,4563,16124,7676,727,2015,222,2557,13195,6372,585,2577,547,1460,11536,5414,336,2257,1402,704,10103,2889,138,1103,2364,258,6750,634,16,260,2421,98,3425,39402,2837,9841,7046,30670,89795,18,4,0,3,10234,10259,497,32,17,6,11504,12049,11211,543,632,30,21605,34023,18765,1162,2025,109,9808,31870,15514,1301,3411,284,5544,26057,13005,1081,4298,676,3209,22258,11069,650,3633,1705,1465,18519,6680,289,1700,2822,508,12003,1896,61,379,3030,153,5514,78661,5112,16102,8659,64026,172558
50503,10,0,0,5,7082,7097,145,8,4,6,6681,6846,4325,213,213,18,9087,13848,9421,573,780,17,4101,14889,9431,736,1420,84,2358,14029,7516,499,1491,138,1001,10647,5142,312,931,294,285,6962,2651,107,330,397,91,3570,643,14,53,298,17,1024,39275,2468,5220,1251,30703,78914,7,0,0,0,6755,6765,328,26,9,3,6203,6559,6262,443,404,19,8013,15137,10141,856,1290,107,3525,15918,9321,897,2147,226,1997,14585,6798,574,2310,609,785,11075,4507,315,1507,1190,238,7753,2027,82,584,1454,69,4214,320,12,102,1148,12,1592,39695,3198,8352,4758,27599,83602,19,0,0,9,13836,13859,466,34,8,8,12885,13403,10586,657,615,40,17098,28995,19565,1427,2072,122,7627,30810,18749,1633,3571,308,4351,28617,14312,1077,3799,749,1782,21721,9639,628,2441,1482,524,14711,4675,183,916,1849,161,7781,961,29,150,1447,31,2616,78967,5670,13574,6010,58299,162511
50601,0,0,0,0,2713,2721,79,3,0,5,2576,2667,2318,114,92,4,4180,6711,5143,283,370,12,1899,7707,3367,299,607,38,1261,5572,2894,230,724,102,630,4577,2278,140,529,144,216,3306,1107,50,181,181,71,1589,243,3,37,126,12,426,17443,1132,2538,611,13562,35273,3,0,0,0,2682,2684,190,16,0,4,2464,2680,3437,222,156,13,3597,7429,5157,377,553,47,1689,7815,3178,367,833,118,970,5471,2707,267,1066,306,412,4755,2090,134,723,624,135,3710,779,48,236,605,33,1703,114,9,39,410,11,581,17652,1436,3620,2131,11983,36821,7,0,0,0,5395,5404,270,24,3,5,5035,5350,5755,341,243,22,7783,14140,10297,658,920,58,3584,15526,6549,668,1441,156,2229,11039,5600,498,1790,412,1042,9336,4367,274,1251,768,353,7019,1886,98,420,783,103,3289,358,8,76,532,20,1006,35088,2571,6151,2740,25544,72096
50602,0,0,0,0,1597,1599,73,9,0,3,2782,2868,2145,91,117,6,5648,8001,3440,237,365,8,2316,6363,2493,258,636,24,1302,4720,2068,228,802,60,977,4138,1550,166,614,130,355,2823,751,56,239,148,133,1330,257,12,50,148,35,499,12800,1053,2821,522,15144,32341,0,0,0,0,1517,1526,157,7,4,0,2683,2859,2816,131,172,9,4587,7712,3390,245,441,35,1742,5860,2306,258,728,87,974,4350,1850,214,962,205,572,3809,1359,151,764,446,254,2973,559,39,260,604,96,1551,130,3,62,598,30,819,12573,1054,3397,1972,12451,31450,0,0,0,0,3118,3126,231,15,11,3,5469,5725,4956,224,288,15,10228,15720,6833,483,809,39,4063,12221,4801,522,1361,114,2276,9070,3927,440,1768,263,1547,7947,2920,316,1378,573,605,5790,1310,92,497,750,230,2880,392,20,109,743,61,1318,25373,2106,6224,2499,27595,63786
50603,0,0,0,0,3055,3056,99,9,0,3,4224,4335,2727,66,105,11,5144,8055,4844,193,299,9,1651,6990,4358,205,478,30,910,5985,3532,157,567,73,600,4934,2905,120,496,138,257,3918,1608,63,221,180,109,2186,473,9,43,255,31,809,20554,824,2210,697,15979,40263,4,0,0,7,3008,3017,264,13,5,0,3490,3773,3501,137,136,7,3562,7335,5231,274,454,40,1318,7309,4182,282,681,95,729,5976,3489,195,868,302,493,5344,2657,136,784,609,230,4423,1155,54,397,955,111,2667,244,10,89,1003,39,1385,20728,1097,3408,3017,12968,41222,6,0,0,5,6063,6072,361,19,4,3,7713,8103,6228,208,237,19,8706,15390,10075,461,751,45,2967,14301,8542,492,1157,129,1637,11957,7026,354,1441,370,1088,10281,5564,263,1278,753,487,8341,2765,112,616,1136,214,4849,712,18,131,1257,70,2191,41275,1925,5621,3714,28950,81486
50604,13,0,3,0,4027,4043,124,9,7,3,4275,4420,3089,145,117,8,5400,8758,6566,363,478,12,2713,10134,5383,387,754,49,1701,8278,4214,286,938,98,844,6373,3533,196,675,230,314,4954,1706,80,245,288,75,2388,406,19,47,238,14,717,25025,1484,3261,926,19361,50056,13,0,0,4,3733,3753,311,30,8,0,3688,4035,4318,235,241,15,4059,8866,6605,431,590,63,2036,9731,5014,467,1017,170,1269,7942,4094,338,1231,386,523,6571,2996,195,989,860,184,5225,1206,46,339,1121,58,2770,228,10,76,825,19,1156,24779,1749,4496,3450,15576,50054,24,0,0,3,7766,7795,436,34,16,3,7959,8452,7403,382,360,20,9462,17620,13165,799,1065,80,4748,19859,10399,859,1773,220,2969,16225,8304,622,2172,480,1368,12945,6529,388,1669,1094,498,10175,2915,124,579,1408,129,5162,633,23,123,1062,37,1869,49805,3235,7759,4374,34939,100107
50605,0,0,0,0,1842,1845,24,0,0,0,1679,1705,910,62,56,0,2115,3137,2339,172,231,6,1155,3904,2483,192,447,24,779,3919,2345,140,489,71,483,3531,2231,102,366,110,154,2962,1265,41,146,190,38,1686,351,10,23,149,7,539,11942,711,1753,552,8258,23227,3,0,4,0,1757,1759,44,5,0,0,1407,1460,1341,86,79,5,1806,3315,2559,214,306,29,955,4066,2495,239,578,61,596,3963,2399,174,637,180,303,3689,2109,99,541,398,121,3266,959,28,229,660,31,1902,169,10,60,500,8,750,12082,851,2427,1840,6976,24174,3,0,4,0,3600,3608,70,5,0,0,3086,3163,2248,140,139,7,3919,6450,4903,388,539,41,2102,7970,4979,427,1023,82,1372,7889,4740,319,1128,245,791,7218,4339,200,904,503,275,6227,2224,71,373,850,70,3593,526,17,81,655,16,1292,24026,1568,4185,2388,15239,47399
50606,0,0,0,0,957,964,43,0,0,0,825,867,886,56,47,0,1286,2276,1528,88,135,6,655,2407,1314,113,225,3,412,2067,1187,68,253,22,169,1699,805,30,146,50,48,1081,373,17,36,57,11,500,66,0,6,36,4,113,6208,373,841,179,4375,11974,0,0,0,0,1013,1013,71,3,0,0,797,872,1226,98,78,5,1215,2620,1505,124,177,7,554,2376,1277,98,286,40,309,2012,1116,90,288,92,118,1704,701,34,158,137,32,1054,248,5,65,123,13,455,33,0,8,93,0,138,6191,448,1058,494,4045,12239,0,0,0,0,1967,1975,121,3,0,0,1623,1741,2119,155,122,5,2505,4898,3037,208,314,11,1210,4782,2598,207,510,43,727,4076,2304,154,541,120,287,3405,1508,63,302,183,79,2133,624,25,104,180,22,955,100,0,9,126,5,249,12397,818,1902,673,8423,24215
50607,5,0,4,0,1361,1370,25,0,0,0,1704,1729,740,32,35,0,2504,3307,1708,71,159,0,852,2796,1642,129,278,7,484,2538,1590,95,319,59,325,2388,1595,68,326,77,192,2263,784,23,139,102,75,1121,248,3,29,143,25,439,8337,428,1282,385,7516,17954,3,0,0,0,1095,1098,34,0,0,0,1703,1741,1013,60,75,0,2151,3302,1814,100,208,12,801,2925,1739,147,368,38,459,2739,1659,136,566,104,308,2771,1401,81,541,291,197,2508,572,30,229,451,107,1382,153,10,64,537,29,794,8388,556,2045,1428,6842,19254,6,0,4,3,2456,2471,62,0,0,0,3400,3465,1754,91,109,0,4654,6604,3524,172,363,11,1652,5723,3375,274,642,42,940,5276,3250,228,883,162,633,5155,2998,150,873,374,391,4773,1349,53,371,548,181,2503,397,17,92,680,51,1233,16721,982,3332,1816,14359,37202
50701,0,0,0,0,3254,3256,52,4,0,3,3566,3626,2427,95,124,8,5887,8536,5489,328,507,10,2714,9047,4939,403,769,50,1540,7706,4105,249,880,85,752,6072,3059,162,655,192,259,4332,1574,52,242,261,77,2210,397,6,49,214,20,684,22042,1308,3228,828,18062,45466,4,0,0,0,3116,3117,115,4,0,0,3573,3696,3496,191,196,14,5229,9119,5748,454,707,65,2269,9228,4840,427,1109,121,1319,7822,3953,315,1313,301,634,6511,2744,164,950,661,213,4736,1118,38,357,894,41,2446,198,8,82,797,21,1097,22213,1589,4701,2859,16411,47774,3,0,0,0,6366,6378,170,11,5,3,7137,7320,5921,285,317,20,11115,17653,11229,777,1210,71,4984,18277,9780,832,1882,174,2853,15520,8057,567,2186,388,1387,12579,5809,328,1609,854,474,9066,2695,93,600,1157,113,4655,595,7,126,1015,40,1782,44255,2903,7931,3679,34473,93241
50702,0,5,0,0,959,963,3,0,0,0,995,1005,419,22,34,0,2068,2541,1284,74,142,6,1171,2681,1381,142,348,14,821,2714,1486,104,485,32,584,2703,1243,85,416,71,322,2141,716,31,184,108,80,1118,239,5,29,130,29,436,6780,475,1649,370,7034,16298,0,3,0,0,1017,1016,13,5,0,0,1136,1154,573,39,35,4,2108,2759,1438,107,189,15,1021,2765,1465,153,461,41,731,2848,1436,138,618,117,520,2829,1164,77,615,245,223,2313,561,22,231,409,65,1287,116,9,51,470,24,668,6759,548,2199,1299,6837,17638,0,5,0,0,1971,1982,16,3,0,0,2132,2156,995,57,67,9,4173,5303,2720,188,331,22,2188,5448,2849,295,807,60,1551,5556,2924,244,1108,151,1106,5531,2404,165,1026,314,543,4455,1275,51,416,513,143,2407,358,16,87,602,49,1107,13539,1022,3843,1666,13873,33939
