SA3_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
50101,5,0,0,0,1622,1623,13,5,0,0,981,1002,735,32,30,0,1903,2701,2072,131,176,5,1243,3624,2379,230,402,16,912,3940,2298,170,546,49,508,3580,2674,98,518,135,223,3640,1378,40,193,175,44,1829,301,6,45,166,8,520,11852,706,1900,553,7439,22448,4,0,0,0,1446,1450,22,5,0,0,826,857,997,63,60,5,1712,2843,2458,217,294,23,1199,4193,2345,243,608,56,809,4069,2453,177,762,169,422,3979,2466,90,684,384,158,3781,1013,19,226,567,55,1877,172,6,47,567,18,814,11934,821,2682,1779,6651,23859,3,0,0,5,3065,3074,41,9,0,0,1806,1856,1726,93,96,5,3621,5544,4525,349,467,29,2442,7816,4724,470,1011,72,1722,8001,4753,345,1314,220,934,7556,5141,183,1197,521,376,7420,2388,61,414,743,93,3702,476,12,92,732,24,1332,23788,1530,4587,2329,14079,46314
50102,0,0,0,0,3340,3345,82,6,0,7,2605,2693,1774,114,81,6,4095,6068,3707,322,425,9,2243,6713,4131,397,826,36,1582,6976,4491,338,1179,112,884,7002,4158,256,953,270,328,5962,2108,77,306,320,76,2880,511,12,48,251,34,857,20959,1521,3822,1010,15185,42497,7,3,0,0,3283,3289,124,7,0,3,2404,2544,2386,213,161,20,3573,6350,4012,422,570,48,1884,6941,4291,495,1096,147,1331,7348,4509,356,1489,330,643,7323,3747,210,1062,790,207,6023,1561,49,363,1184,67,3216,237,5,72,930,28,1285,20882,1757,4808,3461,13410,44325,12,3,4,0,6617,6638,208,14,0,7,5013,5246,4158,322,245,28,7661,12419,7723,741,1001,63,4126,13649,8422,896,1917,185,2910,14325,8997,698,2667,440,1519,14330,7908,459,2017,1060,541,11985,3664,117,669,1505,145,6102,746,23,122,1184,61,2133,41840,3276,8635,4470,28599,86826
50103,0,0,0,0,622,622,7,0,0,0,463,473,273,8,14,3,681,985,664,47,66,5,431,1207,898,77,159,4,452,1601,1171,101,280,41,333,1929,1240,73,331,78,179,1900,638,26,119,96,60,942,133,6,12,71,11,226,5030,334,983,300,3225,9879,0,0,0,0,628,629,24,5,0,0,350,379,369,25,21,5,598,1023,777,100,68,17,396,1359,957,98,200,26,337,1619,1271,111,366,78,246,2061,1144,60,301,206,82,1789,455,19,108,298,26,903,45,4,23,205,10,286,5038,409,1089,835,2669,10042,0,0,0,0,1251,1248,32,5,0,0,815,851,643,36,43,5,1284,2006,1443,150,132,19,828,2569,1856,182,363,37,783,3216,2445,208,640,118,578,3989,2384,129,634,288,253,3684,1089,45,226,395,84,1843,180,5,31,273,20,508,10070,747,2075,1139,5898,19922
50201,0,0,0,0,3012,3015,46,0,0,3,2569,2623,1398,109,85,5,3575,5171,2909,286,380,15,2071,5653,3606,383,835,57,1440,6312,4286,343,1163,118,852,6760,4938,315,1229,306,385,7166,3313,129,483,468,99,4504,772,22,66,422,20,1301,21266,1590,4251,1386,14021,42513,0,0,0,0,2965,2971,110,14,8,3,2559,2686,1973,233,178,18,3315,5715,3338,444,573,43,1854,6255,3794,480,1248,138,1181,6833,4513,414,1620,356,668,7565,4856,286,1383,976,231,7731,2512,96,578,1511,56,4746,405,11,117,1251,19,1794,21502,1975,5693,4283,12845,46298,0,0,0,0,5981,5986,151,14,4,5,5129,5306,3368,343,263,25,6890,10886,6244,731,951,53,3918,11904,7400,866,2079,192,2613,13147,8800,753,2783,475,1520,14327,9795,597,2615,1285,611,14903,5827,223,1064,1973,164,9248,1180,26,188,1665,38,3095,42772,3560,9937,5671,26869,88811
50301,3,0,0,0,2964,2969,12,0,4,0,2616,2630,687,24,22,0,2749,3489,2448,83,142,0,907,3584,3678,132,339,20,579,4747,3226,128,411,41,468,4270,2774,77,387,100,261,3601,1831,42,208,170,107,2355,562,24,36,227,20,865,15219,505,1550,567,10671,28511,3,0,0,0,2975,2978,31,0,0,0,2566,2595,954,43,55,4,2358,3416,3061,122,213,15,739,4147,3924,213,509,60,524,5224,3267,121,670,143,391,4597,2582,83,651,374,216,3918,1390,43,327,741,127,2621,291,7,122,838,55,1314,15504,635,2552,2179,9950,30813,7,0,0,0,5942,5947,38,0,4,0,5182,5224,1641,69,74,3,5110,6900,5510,207,353,11,1647,7729,7599,343,848,83,1098,9973,6496,244,1084,184,858,8870,5356,168,1039,478,479,7515,3225,82,532,911,227,4980,849,26,164,1065,70,2184,30724,1136,4102,2741,20625,59324
50302,0,0,0,0,2062,2058,78,0,3,0,3632,3710,2640,123,152,4,9150,12067,4966,330,524,18,3805,9647,3797,411,787,30,1794,6826,3204,296,988,65,1307,5852,2549,192,878,132,667,4417,1243,68,332,180,258,2083,404,17,60,221,75,778,18879,1432,3728,648,22752,47440,0,0,0,0,2160,2165,148,12,14,0,4153,4333,3496,179,273,12,8304,12257,4989,327,638,35,2844,8827,3652,338,1007,78,1476,6550,3024,259,1231,249,958,5719,2275,161,1055,505,485,4484,875,43,398,780,208,2302,216,13,98,1006,126,1452,18664,1338,4706,2666,20710,48092,5,0,0,0,4224,4225,221,16,13,0,7786,8043,6133,303,427,15,17451,24325,9954,654,1159,48,6653,18480,7454,753,1789,108,3274,13375,6221,550,2218,314,2265,11574,4821,355,1930,638,1150,8897,2116,114,725,963,463,4386,620,27,158,1228,197,2226,37551,2771,8440,3313,43464,95536
50401,0,0,0,0,2004,2002,37,0,0,4,2503,2554,1787,73,119,7,4783,6774,3525,237,372,10,2335,6481,2980,276,642,24,1444,5369,2757,196,779,85,952,4775,2444,176,614,147,449,3832,1413,58,288,238,146,2142,397,10,49,207,39,698,15349,1026,2864,724,14659,34620,0,0,0,0,1858,1859,114,10,3,0,2300,2430,2455,155,160,16,4142,6920,3654,318,529,33,1919,6451,2893,357,916,89,1202,5460,2682,273,1018,242,725,4934,2296,148,916,623,319,4302,1035,49,410,883,99,2477,206,5,107,910,35,1249,15327,1312,4055,2788,12606,36095,0,0,0,0,3859,3865,155,11,5,8,4808,4982,4242,220,277,23,8932,13689,7181,553,904,39,4253,12929,5875,627,1563,115,2648,10831,5437,472,1795,329,1683,9712,4736,326,1529,777,762,8133,2451,113,694,1115,244,4621,601,16,152,1112,75,1949,30678,2340,6921,3514,27268,70713
50402,0,0,0,0,1368,1369,43,0,0,0,1281,1324,824,51,32,0,1864,2763,1538,134,155,3,1100,2932,1923,148,332,16,754,3173,2023,167,472,42,435,3139,1722,88,368,111,165,2451,945,44,136,116,39,1284,208,9,32,96,12,356,9217,638,1541,385,7008,18784,0,0,0,0,1260,1260,30,0,0,0,966,1002,848,56,40,3,1203,2155,1563,124,183,23,704,2600,1881,163,442,47,512,3050,1983,133,541,138,279,3073,1566,87,457,320,118,2548,672,23,194,462,32,1386,103,7,41,350,5,514,8663,598,1914,1336,5083,17590,0,0,0,0,2624,2630,79,3,0,5,2251,2331,1673,104,76,3,3064,4921,3102,255,342,25,1801,5532,3803,317,782,62,1261,6223,4002,303,1016,185,709,6220,3286,170,828,421,279,4995,1620,68,333,577,71,2668,312,15,75,437,21,870,17879,1233,3448,1721,12095,36378
50403,0,0,0,0,4883,4885,126,5,3,0,4559,4696,3659,189,166,19,6795,10820,6817,486,555,17,3219,11092,5949,512,1003,58,1853,9382,5283,465,1120,119,955,7946,3533,240,723,217,359,5074,1655,76,292,229,89,2345,419,12,45,178,20,678,27438,1979,3916,836,22728,56904,11,0,0,5,4430,4442,244,15,8,3,4291,4559,5258,377,312,16,5855,11813,7003,645,866,65,2600,11189,5883,640,1563,192,1579,9855,4926,486,1671,432,747,8263,2941,213,1091,815,273,5332,1203,52,399,905,49,2605,204,9,79,695,16,997,27676,2441,5983,3125,19835,59069,14,0,0,5,9309,9326,371,20,9,3,8852,9260,8910,565,476,30,12643,22634,13824,1132,1421,85,5816,22281,11833,1158,2571,247,3431,19239,10205,952,2793,552,1705,16210,6478,450,1817,1034,630,10400,2858,129,686,1134,145,4950,621,18,122,873,35,1678,55119,4421,9897,3966,42571,115971
50501,0,0,0,0,5359,5365,29,3,0,0,4791,4822,2023,89,91,6,5912,8116,6765,347,532,14,2804,10457,7991,483,981,64,1708,11225,7940,333,1139,155,853,10433,7186,206,878,299,274,8847,2986,58,287,336,68,3747,630,24,59,324,14,1044,35561,1547,3965,1192,21790,64062,3,0,4,0,4944,4953,78,4,0,5,4129,4226,3046,178,171,5,4873,8275,7499,492,756,44,2195,10989,8200,570,1412,139,1288,11604,8160,417,1731,379,684,11373,6352,235,1411,1071,236,9311,2109,54,550,1326,84,4135,379,13,117,1199,34,1750,35823,1971,6160,4182,18472,66606,6,0,4,0,10306,10317,108,7,0,9,8922,9052,5072,260,263,10,10785,16389,14259,839,1285,57,5003,21444,16193,1057,2391,205,3002,22833,16096,755,2876,535,1537,21801,13539,443,2291,1370,516,18157,5094,117,841,1667,159,7877,1010,35,178,1527,47,2794,71382,3515,10126,5379,40265,130669
