SA3_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
50101,13657,14143,27799,3375,3565,6940,180,221,404,175,182,359,137,160,300,64,67,132,5786,6455,12237,39,48,92,66,72,138,9,11,26,4,0,7,6474,7225,13694,792,830,1619,141,148,294,10780,11768,22549,2120,1852,3974,26557,27758,54321
50102,28449,29048,57495,4198,4505,8702,219,237,455,231,230,463,287,323,612,97,90,187,10680,11966,22653,71,89,161,187,167,352,15,16,28,0,0,0,11795,13117,24911,1122,1278,2403,409,352,765,17523,19251,36773,4139,3037,7178,50109,51342,101455
50103,6724,6597,13324,1114,1229,2346,43,48,92,43,44,86,51,42,91,18,10,31,2006,2187,4191,21,14,30,15,13,24,0,3,3,0,0,4,2195,2368,4560,185,201,385,58,57,117,3552,3851,7402,1065,951,2022,11346,11396,22744
50201,26103,27682,53784,3624,4073,7698,450,440,892,331,406,736,439,517,952,117,142,257,12438,14170,26609,107,128,236,124,137,262,27,40,68,0,12,18,14044,15983,30032,1110,1330,2443,443,500,943,19230,21887,41115,3786,3286,7071,49114,52861,101970
50301,17511,18751,36262,2282,2368,4647,445,480,923,360,430,793,255,274,532,70,78,153,8024,8432,16456,22,29,57,62,58,118,62,50,111,0,0,0,9298,9832,19129,2737,2861,5598,130,137,271,14444,15203,29647,1430,1449,2886,33387,35408,68794
50302,21410,22229,43638,3114,3083,6200,797,747,1545,729,802,1529,576,491,1074,180,227,407,14734,14843,29577,73,80,153,139,112,253,89,90,177,4,6,8,17327,17392,34723,6286,6906,13189,486,381,872,27214,27764,54974,3785,2911,6696,52403,52907,105311
50401,21848,22706,44554,2060,2243,4302,230,271,499,238,238,471,155,202,363,91,76,163,10085,10281,20367,21,25,47,65,60,123,26,17,45,0,0,4,10912,11167,22078,1874,2066,3940,314,268,577,15160,15740,30895,2194,1802,3996,39202,40244,79444
50402,12529,12817,25356,845,918,1762,99,103,202,63,70,141,78,74,152,34,27,58,4310,4569,8879,21,24,51,31,27,58,8,12,18,5,4,7,4643,4906,9550,312,355,673,108,101,209,5904,6291,12196,3080,990,4066,21515,20095,41613
50403,39107,39266,78374,3036,3262,6307,403,434,834,383,390,774,410,401,817,130,128,252,17721,18890,36612,55,64,111,136,117,254,47,51,95,8,11,18,19289,20484,39771,2051,2539,4590,595,458,1049,24972,26737,51710,3882,3396,7279,67968,69399,137369
50501,48042,49305,97345,3073,3233,6301,483,558,1035,417,449,860,380,402,780,87,76,167,16271,17060,33329,44,50,91,110,130,237,61,57,118,12,12,23,17857,18786,36649,2710,2942,5656,453,372,828,24088,25334,49424,2951,2336,5281,75082,76971,152054
50502,50387,54480,104869,4827,5012,9843,691,738,1438,640,773,1415,549,549,1099,150,174,328,24550,26501,51049,77,84,165,146,148,293,71,80,150,7,6,17,26878,29072,55953,6286,6883,13162,739,655,1394,38727,41623,80353,5471,4948,10419,94586,101054,195639
50503,55570,56861,112430,5318,5826,11139,577,650,1223,518,614,1132,506,567,1073,132,142,278,22839,24816,47656,93,90,182,149,152,301,45,48,94,16,12,26,24876,27094,51969,3485,4208,7698,732,677,1412,34412,37806,72217,5072,4084,9158,95058,98748,193802
