SA3_CODE_2021,MSEO_SEO,MSEO_UOLSE_VWorW,MSEO_UOLSE_NWorNAA,MSEO_UOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_UOLSE_VWorW,MOL_Afrikaans_UOLSE_NWorNAA,MOL_Afrikaans_UOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_UOLSE_VWorW,MOL_Arabic_UOLSE_NWorNAA,MOL_Arabic_UOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_UOLSE_VWorW,MOL_AIndLng_UOLSE_NWorNAA,MOL_AIndLng_UOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_UOLSE_VWorW,MOL_CL_Canton_UOLSE_NWorNAA,MOL_CL_Canton_UOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_UOLSE_VWorW,MOL_CL_Mandarin_UOLSE_NWorNAA,MOL_CL_Mandarin_UOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_UOLSE_VWorW,MOL_CL_Oth_UOLSE_NWorNAA,MOL_CL_Oth_UOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_UOLSE_VWorW,MOL_CL_Tot_UOLSE_NWorNAA,MOL_CL_Tot_UOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_UOLSE_VWorW,MOL_Croatian_UOLSE_NWorNAA,MOL_Croatian_UOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_French_SEO,MOL_French_UOLSE_VWorW,MOL_French_UOLSE_NWorNAA,MOL_French_UOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_UOLSE_VWorW,MOL_German_UOLSE_NWorNAA,MOL_German_UOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_UOLSE_VWorW,MOL_Greek_UOLSE_NWorNAA,MOL_Greek_UOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_UOLSE_VWorW,MOL_IAL_Bengali_UOLSE_NWorNAA,MOL_IAL_Bengali_UOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Guj_SEO,MOL_IAL_Guj_UOLSE_VWorW,MOL_IAL_Guj_UOLSE_NWorNAA,MOL_IAL_Guj_UOLSE_Tot,MOL_IAL_Guj_NS,MOL_IAL_Guj_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_UOLSE_VWorW,MOL_IAL_Hindi_UOLSE_NWorNAA,MOL_IAL_Hindi_UOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Nepali_SEO,MOL_IAL_Nepali_UOLSE_VWorW,MOL_IAL_Nepali_UOLSE_NWorNAA,MOL_IAL_Nepali_UOLSE_Tot,MOL_IAL_Nepali_NS,MOL_IAL_Nepali_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_UOLSE_VWorW,MOL_IAL_Punjabi_UOLSE_NWorNAA,MOL_IAL_Punjabi_UOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_UOLSE_VWorW,MOL_IAL_Sinhal_UOLSE_NWorNAA,MOL_IAL_Sinhal_UOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_UOLSE_VWorW,MOL_IAL_Urdu_UOLSE_NWorNAA,MOL_IAL_Urdu_UOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_UOLSE_VWorW,MOL_IAL_Oth_UOLSE_NWorNAA,MOL_IAL_Oth_UOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_UOLSE_VWorW,MOL_IAL_Tot_UOLSE_NWorNAA,MOL_IAL_Tot_UOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_UOLSE_VWorW,MOL_Italian_UOLSE_NWorNAA,MOL_Italian_UOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_UOLSE_VWorW,MOL_Japan_UOLSE_NWorNAA,MOL_Japan_UOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Khmer_SEO,MOL_Khmer_UOLSE_VWorW,MOL_Khmer_UOLSE_NWorNAA,MOL_Khmer_UOLSE_Tot,MOL_Khmer_NS,MOL_Khmer_Tot,MOL_Korean_SEO,MOL_Korean_UOLSE_VWorW,MOL_Korean_UOLSE_NWorNAA,MOL_Korean_UOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_UOLSE_VWorW,MOL_Macedon_UOLSE_NWorNAA,MOL_Macedon_UOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Malayalam_SEO,MOL_Malayalam_UOLSE_VWorW,MOL_Malayalam_UOLSE_NWorNAA,MOL_Malayalam_UOLSE_Tot,MOL_Malayalam_NS,MOL_Malayalam_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_UOLSE_VWorW,MOL_Persian_ED_UOLSE_NWorNAA,MOL_Persian_ED_UOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_UOLSE_VWorW,MOL_Polish_UOLSE_NWorNAA,MOL_Polish_UOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Portuguese_SEO,MOL_Portuguese_UOLSE_VWorW,MOL_Portuguese_UOLSE_NWorNAA,MOL_Portuguese_UOLSE_Tot,MOL_Portuguese_NS,MOL_Portuguese_Tot,MOL_Russian_SEO,MOL_Russian_UOLSE_VWorW,MOL_Russian_UOLSE_NWorNAA,MOL_Russian_UOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_UOLSE_VWorW,MOL_Samoan_UOLSE_NWorNAA,MOL_Samoan_UOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_UOLSE_VWorW,MOL_Serbian_UOLSE_NWorNAA,MOL_Serbian_UOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_UOLSE_VWorW
50502,68392,..,..,..,..,68392,..,292,3,296,4,300,..,1114,194,1307,10,1319,..,50,0,50,0,50,..,845,254,1099,11,1109,..,1666,423,2090,19,2112,..,147,18,161,0,164,..,2656,693,3347,36,3383,..,308,46,359,0,357,..,428,22,448,4,455,..,339,23,359,5,365,..,505,55,569,6,573,..,74,0,75,0,75,..,942,58,1002,12,1012,..,609,29,637,8,649,..,248,10,260,4,259,..,949,75,1025,15,1035,..,255,6,261,0,261,..,640,28,665,5,674,..,121,4,131,0,131,..,3848,212,4060,44,4108,..,2356,222,2576,22,2592,..,293,51,340,0,345,..,42,5,46,0,52,..,136,47,179,4,189,..,1088,136,1225,8,1231,..,233,11,244,0,247,..,498,87,581,6,592,..,311,21,331,7,343,..,668,55,723,6,731,..,183,16,198,5,198,..,20,3,23,0,27,..,424,54,474,5,482,..,135
50503,76757,..,..,..,..,76757,..,1482,20,1501,9,1504,..,928,123,1049,4,1053,..,91,0,94,0,94,..,296,78,372,4,376,..,557,161,718,8,727,..,55,4,62,0,66,..,915,241,1157,10,1170,..,139,13,146,0,146,..,303,12,318,0,321,..,241,3,242,0,244,..,153,16,176,0,170,..,76,6,83,0,83,..,1345,82,1424,8,1433,..,417,19,434,4,440,..,71,5,78,5,79,..,598,42,639,8,644,..,88,0,95,0,95,..,189,10,200,0,202,..,59,5,62,0,62,..,2837,175,3010,27,3036,..,579,52,628,0,632,..,87,14,102,0,101,..,120,49,169,0,168,..,63,31,92,0,92,..,773,75,854,4,859,..,173,10,182,0,183,..,260,41,304,0,307,..,258,18,273,0,277,..,229,16,247,4,249,..,121,17,132,0,132,..,25,0,26,0,26,..,243,50,292,0,292,..,444
50601,33219,..,..,..,..,33219,..,270,6,277,0,275,..,229,20,246,0,251,..,61,0,66,6,64,..,190,26,223,0,220,..,619,148,772,25,796,..,41,5,42,0,42,..,858,184,1039,22,1062,..,16,0,17,0,17,..,131,4,129,0,130,..,78,4,87,0,85,..,17,0,20,0,22,..,64,0,65,0,65,..,237,19,263,0,263,..,423,11,433,0,436,..,60,4,63,0,63,..,1142,96,1236,22,1254,..,309,21,323,0,328,..,228,5,234,5,239,..,119,6,126,0,129,..,2582,166,2747,31,2778,..,175,17,192,5,189,..,51,4,62,0,56,..,24,11,32,0,33,..,109,43,153,6,159,..,13,0,13,0,13,..,767,54,822,9,838,..,71,13,81,4,83,..,40,4,43,0,46,..,47,5,50,0,50,..,31,5,35,0,35,..,37,8,45,5,50,..,24,0,24,0,24,..,319
50602,25099,..,..,..,..,25099,..,78,0,78,0,74,..,489,40,530,0,533,..,38,3,38,0,39,..,402,84,489,6,495,..,1012,277,1291,13,1303,..,59,9,63,0,63,..,1471,373,1839,22,1859,..,38,0,38,0,38,..,176,3,177,4,177,..,103,6,109,0,109,..,51,0,55,0,55,..,197,15,208,7,209,..,54,6,58,0,58,..,398,18,416,3,420,..,439,21,459,3,466,..,348,26,374,4,375,..,202,18,216,0,220,..,421,20,444,6,449,..,72,0,70,0,70,..,2135,112,2254,24,2275,..,391,44,432,5,437,..,94,12,108,8,106,..,22,0,26,0,26,..,201,70,273,3,281,..,22,0,21,0,21,..,126,5,131,4,135,..,157,27,187,3,186,..,86,8,92,0,92,..,135,0,133,4,140,..,58,7,65,0,65,..,23,4,24,0,24,..,34,3,40,0,40,..,217
50603,26376,..,..,..,..,26376,..,113,0,116,0,112,..,659,100,754,4,760,..,34,0,37,0,38,..,1231,263,1496,10,1510,..,3503,985,4479,59,4536,..,276,40,318,0,318,..,5010,1287,6296,68,6370,..,22,0,23,0,23,..,140,5,143,0,143,..,97,0,103,0,103,..,46,0,47,0,47,..,289,6,294,0,294,..,197,0,203,0,203,..,719,24,739,8,749,..,420,30,451,5,454,..,1428,118,1544,13,1562,..,602,14,618,0,619,..,814,29,845,10,857,..,189,10,196,0,194,..,4655,240,4895,40,4932,..,276,19,297,3,307,..,110,10,124,0,124,..,31,11,44,0,44,..,479,172,650,0,652,..,9,0,8,0,8,..,839,24,863,5,872,..,217,31,248,0,249,..,81,3,88,0,88,..,88,0,91,3,91,..,69,8,73,4,81,..,24,4,27,0,27,..,25,6,26,0,26,..,274
50604,36962,..,..,..,..,36962,..,209,3,216,0,218,..,1038,113,1149,8,1159,..,73,3,73,0,81,..,691,179,873,7,879,..,2071,821,2889,37,2924,..,179,45,219,4,220,..,2935,1038,3977,46,4020,..,33,3,39,0,39,..,176,7,188,0,192,..,83,5,84,0,87,..,41,5,45,0,45,..,392,21,415,3,414,..,168,3,174,3,178,..,637,28,667,6,674,..,146,10,160,3,165,..,1598,175,1774,30,1802,..,376,12,389,0,395,..,901,28,928,10,944,..,187,10,199,0,200,..,4415,296,4705,60,4772,..,245,37,282,0,284,..,72,5,79,0,78,..,130,27,156,0,161,..,216,87,304,0,304,..,14,0,13,0,13,..,601,31,630,3,638,..,321,52,368,5,374,..,76,6,86,0,86,..,47,7,51,0,53,..,42,5,42,0,42,..,47,7,52,0,57,..,54,18,70,0,70,..,587
50605,24318,..,..,..,..,24318,..,91,3,95,0,95,..,67,4,74,4,77,..,26,0,26,0,26,..,59,13,72,0,78,..,215,50,267,7,271,..,8,4,14,0,14,..,290,71,351,9,363,..,22,0,21,0,23,..,80,0,80,0,86,..,105,9,109,0,109,..,20,3,21,0,21,..,75,4,81,0,81,..,29,0,24,0,24,..,126,4,130,5,135,..,14,0,14,0,19,..,138,8,147,5,148,..,51,3,54,3,61,..,41,0,43,0,42,..,19,4,26,0,26,..,495,24,522,13,529,..,229,18,249,0,254,..,30,3,31,0,33,..,4,0,3,0,3,..,9,7,17,0,17,..,5,0,5,0,5,..,157,9,165,0,165,..,21,3,23,0,23,..,38,0,38,0,38,..,30,7,37,0,33,..,21,0,24,0,24,..,17,0,20,0,20,..,26,6,28,0,28,..,108
50606,13278,..,..,..,..,13278,..,121,3,127,0,128,..,23,0,23,0,23,..,15,0,12,0,12,..,13,0,18,0,18,..,43,9,51,0,51,..,4,0,4,0,4,..,55,8,66,0,66,..,7,0,10,0,10,..,36,3,39,0,39,..,24,0,26,0,26,..,4,0,4,0,4,..,9,0,9,0,9,..,23,0,21,0,21,..,36,0,36,0,40,..,3,0,3,0,3,..,259,19,278,0,281,..,12,3,14,0,14,..,35,0,41,0,37,..,4,0,4,0,10,..,389,24,416,6,422,..,57,3,61,0,61,..,9,0,9,0,9,..,3,0,3,0,3,..,3,3,3,0,3,..,0,0,0,0,0,..,64,4,67,0,67,..,21,6,29,0,29,..,5,0,5,0,5,..,9,0,9,0,9,..,5,0,0,0,0,..,9,5,16,0,17,..,17,0,17,0,17,..,35
50607,16032,..,..,..,..,16032,..,52,0,57,0,57,..,144,15,162,0,165,..,18,0,18,4,21,..,259,28,291,3,291,..,619,107,727,9,732,..,62,6,69,0,69,..,945,141,1081,7,1090,..,30,3,30,0,33,..,109,8,114,0,114,..,62,0,63,0,62,..,54,0,60,0,60,..,31,0,31,0,31,..,31,0,31,6,32,..,100,0,98,0,98,..,67,7,67,0,67,..,47,0,47,0,47,..,57,0,61,0,61,..,93,0,97,0,101,..,35,0,41,0,41,..,464,10,476,5,478,..,171,12,181,7,187,..,73,13,88,0,89,..,7,4,8,0,8,..,73,17,90,0,90,..,18,0,18,0,18,..,51,0,51,0,51,..,154,11,168,0,166,..,56,0,54,0,61,..,57,3,56,0,56,..,30,0,29,0,29,..,0,0,0,0,0,..,26,0,26,0,26,..,36
50701,42542,..,..,..,..,42542,..,247,4,253,0,251,..,183,16,199,5,202,..,59,0,59,0,59,..,309,60,377,3,379,..,995,320,1315,25,1340,..,44,5,55,0,49,..,1355,391,1745,28,1771,..,569,70,645,5,648,..,223,14,229,6,239,..,210,12,218,6,229,..,44,0,45,0,45,..,105,0,104,0,110,..,164,7,163,0,163,..,220,8,229,4,233,..,80,5,91,0,85,..,215,10,224,5,226,..,123,3,127,0,127,..,150,10,161,3,163,..,63,5,65,0,65,..,1119,51,1164,8,1178,..,995,112,1108,7,1119,..,107,13,118,0,117,..,5,0,5,0,5,..,160,59,217,0,218,..,21,3,19,0,19,..,272,18,286,0,289,..,214,18,233,0,232,..,125,14,142,0,142,..,570,107,675,5,679,..,105,7,118,0,118,..,21,0,19,0,19,..,332,75,402,0,407,..,440
50702,15975,..,..,..,..,15975,..,23,0,23,0,23,..,24,0,22,0,22,..,15,0,15,0,14,..,17,5,22,0,22,..,51,13,62,0,62,..,4,0,4,0,4,..,70,11,81,0,81,..,86,11,103,0,103,..,176,8,186,7,187,..,169,5,173,0,177,..,12,0,12,0,17,..,0,0,0,0,0,..,7,0,7,0,7,..,15,0,16,0,16,..,9,0,9,0,9,..,4,0,4,0,4,..,4,0,4,0,4,..,6,0,6,0,6,..,3,0,3,0,3,..,42,0,47,0,47,..,453,65,522,0,523,..,41,7,48,0,48,..,0,0,0,0,0,..,18,3,20,0,20,..,3,0,5,0,5,..,4,0,4,0,4,..,22,0,22,0,22,..,32,8,36,0,36,..,86,31,114,5,119,..,15,3,18,0,18,..,6,0,6,0,6,..,39,11,44,0,44,..,3
50703,16232,..,..,..,..,16232,..,112,0,112,0,109,..,77,10,85,0,85,..,32,0,32,0,32,..,67,15,80,4,80,..,122,46,168,7,169,..,12,0,9,0,9,..,196,63,256,8,265,..,19,5,25,0,22,..,58,4,58,0,58,..,48,3,54,0,54,..,17,0,17,0,17,..,41,0,44,0,44,..,90,9,104,0,103,..,168,17,185,4,188,..,31,0,34,0,34,..,521,41,564,9,574,..,61,5,62,0,62,..,75,4,85,0,85,..,15,0,16,0,18,..,1005,90,1091,16,1104,..,63,7,73,0,73,..,33,12,43,3,43,..,5,0,5,0,5,..,59,29,86,4,94,..,4,4,7,0,7,..,125,17,137,0,137,..,29,5,32,0,33,..,17,0,17,0,19,..,81,6,88,6,90,..,22,0,26,0,26,..,32,0,35,0,35,..,62,18,81,0,81,..,461
50704,39116,..,..,..,..,39116,..,145,0,148,0,148,..,215,14,232,0,233,..,9,0,9,0,9,..,866,119,985,8,987,..,1951,318,2265,19,2289,..,218,19,232,0,232,..,3031,452,3484,22,3507,..,123,7,132,5,132,..,199,12,210,3,215,..,172,4,179,6,179,..,68,8,71,0,72,..,85,0,88,0,88,..,51,0,50,0,50,..,224,4,229,0,228,..,41,0,41,0,41,..,155,0,158,0,158,..,163,0,163,0,163,..,99,0,101,0,101,..,41,3,45,0,43,..,859,14,876,0,882,..,562,31,592,5,603,..,126,13,135,0,139,..,3,0,4,0,4,..,261,62,320,0,321,..,12,0,13,0,13,..,146,6,147,0,147,..,308,18,331,0,329,..,76,6,79,0,83,..,153,9,169,7,172,..,69,6,78,0,78,..,9,4,8,0,8,..,86,6,92,0,97,..,64
50705,57543,..,..,..,..,57543,..,493,8,506,3,507,..,101,6,110,0,110,..,65,0,71,0,69,..,34,16,55,0,55,..,145,40,186,0,187,..,3,5,8,0,8,..,186,61,249,0,248,..,79,5,85,5,89,..,108,10,118,6,123,..,165,7,168,0,168,..,15,6,21,0,21,..,23,3,23,0,23,..,20,0,19,0,19,..,92,0,93,0,93,..,23,4,28,0,28,..,201,19,221,0,225,..,21,0,18,0,18,..,46,3,50,0,50,..,11,3,10,0,10,..,438,36,477,4,476,..,164,9,173,0,178,..,45,8,48,0,52,..,5,0,5,0,5,..,41,10,50,0,50,..,13,0,13,0,13,..,41,3,45,0,45,..,28,0,28,0,28,..,57,0,54,0,54,..,132,17,146,0,149,..,43,9,44,0,44,..,53,8,59,0,59,..,163,30,189,0,189,..,145
50901,26234,..,..,..,..,26234,..,163,6,165,0,166,..,7,0,7,0,7,..,25,0,25,0,25,..,20,8,29,0,29,..,46,24,61,0,61,..,4,0,4,0,4,..,65,25,91,0,91,..,0,0,0,0,0,..,52,5,56,0,56,..,85,0,95,0,94,..,14,0,15,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,20,0,17,0,17,..,3,0,5,0,5,..,23,0,24,0,22,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,65,4,66,0,67,..,117,7,125,5,127,..,10,0,8,0,8,..,0,0,0,0,0,..,0,4,0,0,0,..,4,0,4,0,4,..,27,3,26,0,26,..,9,3,7,0,7,..,23,0,24,0,24,..,9,0,9,0,9,..,3,0,3,0,7,..,0,0,0,0,0,..,4,0,4,0,0,..,148
50902,24063,..,..,..,..,24063,..,110,4,110,0,110,..,17,3,23,0,24,..,70,0,74,0,69,..,12,0,16,0,16,..,31,18,53,4,53,..,0,0,0,0,0,..,46,23,69,4,72,..,14,0,14,0,14,..,35,4,39,0,39,..,48,3,50,0,51,..,11,4,12,0,12,..,6,0,6,0,6,..,5,0,5,0,5,..,6,3,10,0,10,..,8,0,8,0,8,..,22,4,23,0,23,..,3,0,8,0,8,..,14,0,14,0,14,..,0,0,0,0,0,..,73,10,76,0,76,..,59,0,59,0,65,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,13,0,13,..,26,8,29,0,30,..,0,0,0,0,0,..,22,0,24,0,24,..,14,0,14,0,14,..,10,0,10,0,10,..,6,4,7,0,7,..,14,0,14,0,14,..,93
50903,8418,..,..,..,..,8418,..,65,0,67,3,68,..,0,0,0,0,0,..,20,0,23,0,23,..,0,0,7,0,7,..,16,0,17,0,17,..,0,0,0,0,0,..,19,5,21,0,21,..,3,0,3,0,3,..,7,0,7,0,7,..,15,0,8,0,15,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,8,0,8,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,24,0,21,0,21,..,18,4,20,0,20,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,4,3,11,0,11,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,40
51001,10971,..,..,..,..,10971,..,21,0,21,0,21,..,9,4,8,0,10,..,2124,184,2310,84,2394,..,16,0,22,0,22,..,40,6,51,0,51,..,4,0,4,0,4,..,61,6,69,0,75,..,4,0,4,0,4,..,76,0,82,0,82,..,55,0,55,0,55,..,10,0,11,0,11,..,12,0,16,0,16,..,3,0,3,0,3,..,16,0,20,0,18,..,8,0,9,0,9,..,13,0,13,0,13,..,21,0,15,0,15,..,12,0,13,0,13,..,0,0,0,0,0,..,84,7,84,0,89,..,48,3,54,0,54,..,12,3,14,0,16,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,27,0,24,0,24,..,0,0,0,0,0,..,5,0,5,0,5,..,9,0,7,0,7,..,4,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,50
51002,9083,..,..,..,..,9083,..,69,0,69,0,69,..,31,0,31,0,31,..,586,65,652,3,654,..,10,3,12,0,12,..,56,3,56,0,60,..,0,0,0,0,0,..,68,6,74,0,74,..,7,6,11,0,11,..,42,0,49,0,47,..,21,0,21,0,22,..,15,0,15,0,15,..,6,0,6,0,6,..,49,3,51,0,51,..,34,0,34,0,34,..,7,0,9,0,9,..,29,0,29,0,29,..,30,0,30,0,30,..,14,0,14,0,14,..,10,0,14,0,14,..,170,9,174,0,174,..,21,0,22,0,24,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,11,0,11,..,10,0,11,0,11,..,20,0,21,0,21,..,10,0,6,0,6,..,5,0,5,0,5,..,18,0,18,0,17,..,8,0,8,0,8,..,15,0,15,0,15,..,14,0,14,0,14,..,131
51003,11308,..,..,..,..,11308,..,63,0,63,0,63,..,23,6,25,0,23,..,323,11,334,9,340,..,12,0,13,0,17,..,88,21,101,0,107,..,3,3,9,0,9,..,107,26,129,3,133,..,11,0,9,0,9,..,36,0,36,0,37,..,22,4,25,0,25,..,15,0,19,0,22,..,10,0,10,0,10,..,19,0,19,0,19,..,53,0,56,0,56,..,26,0,22,0,22,..,32,0,33,0,33,..,38,0,38,0,38,..,34,0,32,0,37,..,16,0,16,0,12,..,216,9,228,3,230,..,30,3,31,0,31,..,7,0,7,0,7,..,0,8,6,0,6,..,3,3,7,0,7,..,15,0,15,0,15,..,19,0,19,0,16,..,3,0,3,0,3,..,12,0,12,0,12,..,18,0,22,0,22,..,13,0,13,0,13,..,3,0,3,0,3,..,12,0,12,0,12,..,104
51101,6842,..,..,..,..,6842,..,71,0,70,0,74,..,7,0,10,0,10,..,16,0,16,0,16,..,3,0,10,0,10,..,3,0,3,0,4,..,0,0,0,0,0,..,10,3,10,0,15,..,0,0,0,0,0,..,15,0,15,0,15,..,21,0,22,0,24,..,8,0,8,0,8,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,30,0,27,0,32,..,15,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,6,0,6,0,6,..,0,0,0,0,0,..,5,0,5,4,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15
51102,3724,..,..,..,..,3724,..,6,0,8,0,8,..,0,0,0,0,0,..,31,0,30,0,30,..,0,0,0,0,0,..,13,0,18,0,18,..,3,0,3,0,3,..,16,0,19,0,19,..,21,4,22,0,19,..,12,0,13,0,13,..,14,0,14,0,14,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,10,0,10,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,23,0,23,0,24,..,17,0,19,0,19,..,4,0,12,0,8,..,0,0,0,0,0,..,4,0,3,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,20,6,22,0,22,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5
51103,14541,..,..,..,..,14541,..,173,3,178,0,178,..,38,0,40,0,40,..,653,54,699,11,715,..,9,4,13,0,13,..,105,21,124,0,128,..,6,0,4,0,4,..,115,26,138,0,139,..,16,0,16,0,16,..,28,0,28,0,28,..,24,0,24,0,32,..,12,0,14,0,14,..,11,0,8,0,8,..,26,0,28,0,28,..,65,0,65,0,65,..,11,0,12,0,15,..,58,0,57,0,57,..,16,4,19,0,19,..,39,4,40,0,40,..,16,0,20,0,20,..,245,15,261,0,259,..,26,5,27,0,32,..,3,0,3,0,3,..,0,0,0,0,0,..,16,8,20,0,20,..,5,0,5,0,5,..,46,0,45,0,47,..,38,3,36,0,36,..,10,0,13,0,13,..,26,3,31,0,31,..,18,0,17,0,17,..,33,4,36,3,39,..,8,0,8,0,8,..,144
51104,22452,..,..,..,..,22452,..,157,0,162,0,160,..,16,5,25,0,23,..,173,8,185,3,187,..,13,7,19,0,17,..,56,19,67,0,70,..,0,0,5,0,5,..,68,23,92,0,92,..,5,0,5,0,5,..,37,0,41,0,40,..,63,7,69,0,69,..,14,0,14,3,14,..,9,0,9,0,9,..,12,0,12,0,12,..,19,0,19,0,19,..,10,0,10,0,10,..,25,0,25,0,25,..,16,0,16,0,16,..,25,3,26,0,25,..,0,0,0,0,0,..,112,3,113,0,118,..,76,5,81,0,82,..,9,0,9,0,9,..,3,0,6,0,6,..,6,0,5,0,5,..,7,0,7,0,7,..,62,4,69,0,71,..,8,0,8,0,8,..,5,0,8,0,8,..,20,0,14,0,14,..,3,4,8,0,8,..,5,0,5,0,5,..,6,0,6,0,6,..,72
59797,206,..,..,..,..,206,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5
