SA3_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
50502,45,37,23,39,8,3,16,1061,5,0,6,4,5,199,255,159,62,32,30,41,9,4,13,816,7,27,88,94,305,94,419,797,53,75,91,126,45,18,25,2264,162,1252,965,260,95,86,191,382,58,38,47,37,22,3,148,3739,0,0,0,17,50,149,220,88,20,20,21,37,14,4,22,670,0,0,0,15,39,30,187,124,6,24,10,18,0,0,6,459,0,0,8,24,27,13,20,7,6,3,0,0,5,4,3,124,10,33,117,215,629,290,560,291,102,111,95,72,43,3,64,2640,0,0,0,0,0,11,89,106,33,35,58,28,18,4,11,397,28,227,45,31,38,34,60,51,8,15,6,9,9,0,13,586,4,16,166,450,836,607,942,784,41,45,73,79,49,32,109,4233,26,88,264,298,289,183,104,59,14,9,8,17,3,0,50,1409,0,5,3,10,14,42,156,310,81,71,70,113,59,8,12,969
50503,13,12,9,15,0,3,0,510,0,0,0,0,3,144,204,95,10,13,20,3,11,4,13,519,0,15,62,96,283,117,624,702,21,14,29,26,6,0,20,2011,45,229,285,82,43,29,67,119,6,5,4,3,0,0,39,961,0,4,0,4,10,42,77,36,5,5,5,0,3,0,3,181,0,0,0,0,18,24,92,36,8,5,0,8,3,5,3,207,0,0,8,13,38,4,27,12,3,0,0,0,0,0,0,108,0,11,49,92,286,136,350,195,54,62,104,74,41,3,41,1482,0,0,0,0,0,0,47,23,10,0,10,25,6,0,4,118,16,194,54,27,44,31,67,32,4,4,0,3,0,0,15,502,4,3,89,481,1131,1139,2058,1507,111,118,97,126,68,50,171,7157,0,10,116,164,220,197,146,45,16,8,4,9,3,0,16,967,0,0,3,3,22,61,124,90,13,23,11,32,15,3,7,408
50601,0,3,4,4,0,0,0,124,0,0,4,0,0,30,41,18,6,4,0,0,0,0,0,103,0,9,39,42,74,21,67,82,4,7,6,0,0,0,7,362,12,87,85,21,14,4,13,22,0,0,0,0,0,0,6,278,0,4,5,0,5,12,42,18,0,4,0,9,3,0,3,100,0,0,0,0,0,25,118,65,12,5,4,13,3,0,5,255,0,0,0,10,13,8,6,8,0,3,0,0,0,0,0,55,0,0,30,64,165,110,543,244,37,42,33,25,19,4,16,1324,0,0,0,0,0,0,52,23,0,5,5,11,0,0,0,103,14,216,68,48,74,24,54,22,6,0,0,0,0,0,11,545,0,4,70,210,469,429,781,636,53,34,64,57,24,28,88,2953,0,0,3,4,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,4,4,15,96,140,18,25,14,18,10,0,0,357
50602,17,11,17,20,6,3,6,269,0,4,0,0,0,26,48,47,0,0,7,7,0,0,6,143,0,11,37,34,80,34,119,216,8,12,13,31,20,4,11,635,24,222,195,31,12,23,34,93,8,18,13,11,4,0,24,697,0,0,0,0,10,36,80,36,9,12,20,16,9,0,5,229,0,0,0,11,20,42,199,127,36,28,25,31,4,0,13,536,0,4,4,24,8,5,15,13,0,0,0,4,0,0,0,77,0,5,47,80,234,149,397,259,73,81,63,53,28,11,29,1510,0,0,0,0,6,10,92,157,95,86,151,150,60,0,16,821,4,80,12,7,18,13,15,8,0,5,3,5,5,0,3,178,3,4,50,208,386,328,481,483,48,37,58,38,24,31,50,2232,0,5,0,4,3,4,3,0,0,0,4,0,0,3,0,30,0,0,7,7,14,15,116,219,58,58,43,73,50,3,9,678
50603,18,3,18,32,9,5,7,407,0,0,0,0,0,37,69,82,15,10,29,0,0,0,3,250,4,10,36,50,67,22,85,112,12,3,0,5,5,4,13,427,35,228,157,36,12,10,18,30,8,9,6,3,5,0,18,572,0,3,7,7,27,40,86,32,3,7,12,10,8,3,3,243,0,0,0,15,44,104,473,284,31,35,45,40,15,5,22,1123,0,0,9,11,29,22,26,6,10,3,0,0,0,0,0,114,7,7,91,285,1163,564,1593,1032,234,247,250,251,130,10,104,5978,0,0,0,0,0,8,183,163,57,73,117,118,37,0,12,768,14,139,30,27,28,10,17,6,0,0,0,0,0,0,17,293,5,3,72,174,348,240,433,347,31,23,34,27,18,13,51,1819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,6,8,4,43,179,304,61,85,127,172,112,8,15,1125
50604,7,12,12,7,5,4,7,383,0,0,0,0,0,182,166,70,7,9,14,5,0,0,16,477,0,8,56,56,99,32,78,66,6,0,3,4,0,0,11,428,18,191,160,43,13,13,18,28,4,5,0,0,0,0,14,510,0,0,0,4,7,34,53,10,5,6,0,4,0,0,5,130,0,0,0,5,13,31,263,129,12,20,8,21,4,0,12,511,0,0,6,31,43,30,22,17,9,0,3,5,0,5,11,179,0,6,55,192,843,346,1183,687,128,90,95,94,46,12,79,3863,0,0,0,0,0,4,139,64,4,6,14,25,7,0,8,279,20,218,45,17,29,12,15,3,0,0,0,0,0,0,10,379,0,13,69,242,562,491,912,693,57,44,55,79,14,14,134,3376,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,15,28,67,343,555,94,97,106,133,66,15,31,1543
50605,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,55,39,90,31,95,86,9,0,0,0,0,0,6,429,36,160,121,22,9,5,12,14,0,0,0,0,0,0,8,398,0,3,0,4,3,10,28,3,0,0,0,0,0,0,0,53,0,0,0,0,3,5,18,3,3,0,0,0,0,0,0,42,0,0,0,11,11,0,11,0,0,0,0,0,0,0,0,36,3,10,26,38,70,42,122,49,10,10,3,10,4,0,8,402,0,0,0,0,0,4,14,5,0,0,3,0,0,0,0,30,18,99,18,22,36,20,19,19,0,0,0,4,0,0,10,265,5,10,71,205,393,277,506,340,18,18,21,10,11,15,48,1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,27,42,8,8,5,0,5,4,0,101
50606,0,0,0,0,0,0,0,24,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,7,16,16,18,31,30,0,0,0,0,0,0,0,119,4,14,26,12,6,0,4,0,0,0,0,0,0,0,9,72,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,7,19,18,5,37,12,5,0,5,0,0,0,3,111,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,6,73,7,12,45,9,17,6,0,0,0,0,0,0,0,180,0,0,8,72,187,183,296,233,15,8,12,20,15,13,46,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,38,6,6,0,4,0,0,0,70
50607,8,9,18,21,7,0,6,298,0,0,0,0,0,12,15,30,0,0,0,5,0,0,0,67,0,3,22,21,60,16,73,91,5,0,0,0,3,8,7,316,17,87,40,13,14,13,28,42,4,5,3,4,9,0,8,289,0,0,0,4,11,28,46,26,15,0,16,10,3,0,10,169,0,0,0,12,16,19,44,61,6,8,5,7,3,0,8,200,0,0,0,8,7,5,0,5,0,0,0,0,3,0,0,35,3,5,28,122,318,144,227,121,34,19,40,46,26,3,15,1162,0,0,0,0,0,0,10,21,9,14,34,33,14,0,5,134,10,41,11,6,11,6,18,13,0,0,6,4,0,0,4,139,0,7,48,120,191,103,132,79,20,15,19,18,6,9,12,780,0,0,0,3,3,4,0,3,0,0,0,0,0,0,5,18,0,0,0,0,0,0,22,29,8,14,15,26,12,0,0,134
50701,16,22,14,14,5,4,0,380,0,0,0,0,0,7,18,6,0,0,0,0,0,0,0,41,0,4,35,41,85,53,172,261,11,10,14,16,4,5,16,720,61,490,487,95,72,52,75,147,30,8,15,15,9,0,51,1605,0,0,0,0,17,39,94,40,7,4,4,9,0,0,0,218,0,0,0,6,16,25,181,123,9,13,14,14,4,0,12,407,0,0,5,16,8,7,11,7,0,0,0,0,0,0,0,63,0,4,37,70,252,174,433,265,62,40,30,38,35,4,26,1471,0,0,0,0,0,0,68,50,4,10,15,5,4,0,0,154,9,106,34,25,41,18,44,18,0,0,6,3,0,0,5,312,6,9,62,239,531,464,835,663,58,45,45,73,26,28,91,3174,0,0,0,9,10,0,4,0,0,0,0,0,0,0,4,24,0,0,3,3,0,16,55,81,12,15,18,24,7,9,5,245
50702,0,3,3,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,19,30,64,47,78,83,4,5,12,15,30,6,5,407,42,334,208,47,19,13,53,56,11,10,10,7,9,0,31,840,0,0,0,3,8,25,27,10,0,8,3,6,0,0,4,102,0,0,3,0,3,5,8,11,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,19,32,34,17,20,10,7,7,10,0,4,3,4,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,52,4,9,11,12,18,22,8,0,8,12,3,0,4,163,0,3,27,130,193,117,153,111,19,11,12,12,5,3,21,830,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,10,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,12
50703,0,0,0,0,4,0,6,59,0,0,0,0,0,4,11,13,5,0,0,0,0,0,0,31,0,0,17,16,20,5,42,59,0,0,0,0,0,0,3,170,10,27,41,6,3,4,3,11,0,4,0,0,0,0,3,112,0,0,0,0,0,8,32,12,0,0,0,0,0,0,0,62,0,0,0,4,9,7,77,31,7,5,3,0,0,0,8,149,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,15,0,0,4,16,31,24,109,67,14,7,8,7,9,0,15,316,0,0,0,0,0,0,30,14,6,0,0,5,5,0,0,65,7,37,21,4,8,6,8,6,0,0,0,0,0,0,5,102,0,0,11,95,239,265,647,489,32,37,52,42,15,18,98,2047,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,13,0,0,0,0,0,6,51,33,7,3,0,4,6,0,7,110
50704,21,20,5,15,0,4,3,584,0,0,4,0,3,19,24,54,3,0,0,0,0,0,0,107,4,11,65,56,154,64,108,112,12,0,8,11,3,0,8,612,45,316,223,33,20,18,46,92,13,9,5,16,9,4,41,890,0,5,4,11,30,62,70,22,3,6,6,13,3,0,8,240,0,0,0,18,50,62,226,125,13,34,10,24,9,6,15,578,0,0,9,23,12,9,7,0,0,0,0,0,0,0,0,60,0,23,109,333,1137,469,783,385,79,89,62,62,50,0,42,3637,0,0,0,0,0,0,13,15,5,11,20,23,5,0,4,90,18,145,26,14,22,19,47,16,5,0,3,5,4,0,11,326,0,24,124,214,490,254,332,209,16,14,11,22,18,7,43,1776,0,0,3,0,6,4,0,0,0,0,0,0,0,0,0,18,5,0,0,0,8,19,27,45,3,12,27,16,5,0,0,173
