SA3_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
50101,..,96,188,61,64,93,42,18,6,561,..,51,142,164,318,567,777,595,350,2961,84,101,89,83,73,127,100,47,14,717,5016,2110,2542,3842,3744,3501,3215,1624,588,26182,..,39,1473,3930,4022,3899,4040,1939,371,19712,..,346,1449,1290,1024,721,382,100,10,5326,..,26,199,616,733,287,102,72,48,2084,10115,..,..,..,..,..,..,..,..,10115,..,1883,..,..,..,..,..,..,..,1883,..,1376,454,160,122,68,19,4,0,2193,..,165,81,41,45,104,131,66,48,678,..,166,190,77,48,34,23,6,0,539,..,221,438,147,158,199,92,37,13,1309,..,121,328,430,676,1001,1277,843,475,5154,160,181,180,179,170,221,182,75,26,1383,10276,4523,4787,6862,7006,6545,6243,3147,988,50381
50102,..,210,250,90,136,162,122,41,7,1022,..,182,339,331,638,1138,1306,1078,541,5555,143,206,145,90,101,155,139,56,30,1067,9501,5411,5896,6580,6885,6637,5378,2841,915,50050,..,194,3662,6888,7488,7672,6620,3152,564,36237,..,1254,3102,1858,1582,1248,560,140,19,9760,..,161,756,1399,1300,523,298,200,131,4761,19451,..,..,..,..,..,..,..,..,19451,..,3911,..,..,..,..,..,..,..,3911,..,3479,1117,473,314,184,45,0,0,5613,..,424,300,119,144,263,258,149,82,1741,..,320,307,152,85,66,32,15,3,987,..,422,606,266,301,343,256,79,18,2290,..,403,937,963,1463,2107,2216,1547,746,10380,324,401,315,222,203,280,252,100,46,2138,19773,10971,11107,12347,12885,12677,10530,5383,1600,97275
50103,..,25,28,14,29,45,35,11,4,184,..,32,53,73,142,298,337,278,119,1329,26,40,36,25,31,55,72,26,8,322,1769,871,921,1218,1426,1830,1556,799,202,10588,..,27,546,1263,1558,2021,1961,900,144,8429,..,204,542,406,442,444,227,76,3,2344,..,12,101,200,190,120,65,43,21,746,3590,..,..,..,..,..,..,..,..,3590,..,633,..,..,..,..,..,..,..,633,..,613,180,91,68,44,8,0,0,1008,..,74,28,13,15,75,48,50,22,322,..,53,29,14,21,18,9,3,0,155,..,51,75,35,62,90,70,22,8,409,..,75,146,180,335,589,680,456,158,2629,57,91,77,56,71,116,129,41,23,662,3652,1825,1726,2252,2760,3517,3206,1602,379,20921
50201,..,156,145,83,130,179,131,59,11,896,..,162,304,287,583,1148,1640,1504,757,6387,137,194,112,75,112,157,176,103,36,1101,8911,5280,5330,5855,6374,6912,6929,4266,1336,51198,..,146,3000,5525,6511,7565,8284,5043,964,37044,..,1088,2730,1834,1478,1225,764,280,47,9449,..,164,871,1282,1342,714,333,206,143,5058,17669,..,..,..,..,..,..,..,..,17669,..,4057,..,..,..,..,..,..,..,4057,..,3249,1240,538,338,195,50,0,0,5611,..,500,244,139,169,278,293,177,117,1922,..,294,238,113,89,69,34,8,3,854,..,311,414,198,287,333,281,115,29,1967,..,313,799,788,1280,2107,2831,2268,1092,11473,266,358,255,183,236,275,300,176,44,2094,17937,10488,9793,10608,11736,12762,13177,8277,2434,97203
50301,..,449,453,49,32,57,35,31,5,1113,..,187,324,256,232,512,852,876,599,3846,56,125,90,43,39,61,50,15,13,487,5712,4516,3050,3948,5009,4270,3538,2336,1000,33381,..,33,1450,5085,7112,5852,4703,2826,717,27769,..,276,1312,759,695,584,321,119,27,4088,..,9,62,326,739,473,163,82,91,1939,11711,..,..,..,..,..,..,..,..,11711,..,5686,..,..,..,..,..,..,..,5686,..,1351,1033,203,142,81,25,0,0,2848,..,287,141,32,32,74,97,100,85,850,..,126,180,36,11,13,8,0,3,380,..,854,1043,143,77,113,58,57,14,2360,..,313,682,535,532,907,1302,1195,771,6230,111,221,183,85,87,98,76,38,17,922,11817,9156,6088,7198,9434,8193,6757,4419,1711,64778
50302,..,1132,1675,282,105,95,65,32,10,3397,..,548,1957,1256,919,1321,1403,929,542,8872,75,163,215,123,75,101,76,27,22,879,7007,5632,11003,8178,6090,5235,4005,1941,865,49957,..,162,5184,8921,6725,5397,4173,1764,421,32740,..,1145,5999,2565,1446,1073,489,132,20,12869,..,21,192,700,1007,567,215,144,119,2968,14195,..,..,..,..,..,..,..,..,14195,..,3916,..,..,..,..,..,..,..,3916,..,1320,901,268,202,148,25,0,0,2865,..,524,550,144,83,176,195,93,69,1843,..,246,500,126,38,27,12,0,0,952,..,2046,3579,712,278,245,181,70,20,7138,..,1016,3952,3050,2162,2582,2468,1413,724,17367,168,290,429,258,183,163,132,49,26,1701,14365,10682,21289,16749,12122,10380,7888,3664,1401,98547
50401,..,338,510,156,138,164,77,38,8,1426,..,190,660,549,635,912,1190,889,484,5513,85,98,109,73,56,88,64,46,26,647,6349,4100,6530,6130,5193,4708,4065,2246,905,40236,..,117,3805,6645,5424,4978,4332,2238,479,28016,..,666,3485,1944,1197,749,367,109,11,8521,..,49,328,792,1075,596,318,195,169,3523,13072,..,..,..,..,..,..,..,..,13072,..,3511,..,..,..,..,..,..,..,3511,..,2065,1434,482,332,203,43,3,0,4567,..,484,413,161,148,257,255,178,124,2027,..,245,379,116,72,52,29,10,0,908,..,755,1271,433,361,335,192,80,12,3437,..,344,1366,1344,1379,1786,1972,1320,641,10150,168,194,241,161,135,151,113,60,29,1243,13246,8430,12709,12087,10123,9116,7618,4196,1463,78986
50402,..,22,49,22,63,52,56,10,4,272,..,29,80,78,176,353,501,444,201,1864,58,90,55,25,33,38,47,29,9,381,3418,2145,2006,2474,2904,2887,2382,1289,395,19904,..,35,1329,2626,3313,3548,2967,1461,252,15525,..,271,1084,841,732,577,264,82,9,3869,..,33,169,372,501,314,154,103,64,1704,6975,..,..,..,..,..,..,..,..,6975,..,1986,..,..,..,..,..,..,..,1986,..,1591,718,255,167,87,22,0,0,2841,..,174,107,42,74,130,151,104,55,838,..,123,78,40,42,37,24,11,0,347,..,71,111,69,117,133,99,25,4,645,..,71,221,233,443,663,831,625,279,3374,112,152,97,84,55,76,79,44,13,716,7091,4502,3924,4564,5443,5551,4590,2454,684,38806
50403,..,257,287,123,146,196,116,28,11,1158,..,230,666,501,666,1117,1172,720,315,5392,173,241,181,100,103,101,73,45,20,1042,15022,8559,11063,10618,9304,7812,5001,2362,717,70458,..,330,8076,12741,10800,9233,5909,2579,483,50154,..,1471,4677,2796,1930,1162,415,113,6,12567,..,175,1161,1755,1925,1079,435,250,123,6910,30811,..,..,..,..,..,..,..,..,30811,..,7306,..,..,..,..,..,..,..,7306,..,5604,2740,767,400,186,41,3,0,9743,..,884,774,281,318,532,547,334,156,3832,..,431,497,209,160,83,62,18,8,1480,..,518,892,428,363,398,242,69,17,2926,..,433,1628,1389,1550,2132,1903,1103,440,10576,362,466,377,266,206,181,132,59,29,2062,31168,17609,20818,20640,17651,14999,9700,4524,1262,138364
50501,..,245,316,92,101,145,118,40,9,1063,..,166,414,306,494,1107,1707,1330,703,6219,149,200,140,88,84,107,118,52,17,965,14220,8843,7867,10655,11244,10807,8738,3829,1320,77522,..,103,4753,13444,15176,14788,12381,4645,839,66127,..,820,4251,2804,2032,1361,554,126,18,11972,..,67,444,1380,1915,1130,504,262,166,5872,29055,..,..,..,..,..,..,..,..,29055,..,9640,..,..,..,..,..,..,..,9640,..,5716,3028,885,497,217,51,0,0,10397,..,568,350,149,138,310,415,283,208,2412,..,340,345,140,94,73,33,15,5,1047,..,603,878,307,255,299,221,85,21,2663,..,350,962,938,1241,1950,2579,1804,921,10738,306,395,295,224,175,200,200,78,27,1911,29363,18592,15304,20266,21528,20334,16940,7303,2191,151832
