SA1_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
50403129903,32,2000,1015,405,2477,0.8,2360,3.2
50403129904,30,1800,1031,325,2214,0.8,2029,2.9
50403129905,36,1950,905,370,2594,0.8,2416,3.3
50403129906,51,2550,819,380,2428,0.7,2333,2.8
50403129907,29,1777,1136,350,2273,0.8,2119,2.6
50403129908,30,1950,967,345,2148,0.8,2043,2.8
50403129909,40,2018,792,385,1924,0.8,1921,3.1
50403129910,46,3163,706,530,2333,0.7,2181,2.8
50403129911,50,2600,731,450,2291,0.7,2049,3
50403129912,30,1860,1063,370,2171,0.8,2100,3.1
50403129913,28,1960,1061,363,2210,0.9,2104,3
50403129914,51,3000,678,245,2107,0.7,2035,2.7
50403129915,29,2002,981,380,2241,0.8,2129,2.9
50403129916,30,2000,1098,360,2100,0.8,2062,3
50403129917,31,1850,1046,380,2214,0.8,2125,3.1
50403129918,28,1950,1173,360,2442,0.8,2347,2.9
50403129919,30,1907,980,370,2125,0.8,2018,2.9
50403129920,27,2000,1185,300,2583,0.8,2409,2.9
50403129921,29,1997,1110,420,2413,0.8,2374,3.2
50403129922,28,1800,1060,415,2067,0.7,1986,2.6
50403129923,28,1883,1026,380,2102,0.8,1942,2.9
50403129924,28,1994,1108,365,2327,0.8,2335,3.3
50403129925,31,1907,1038,410,2290,0.9,2265,3.2
50403130001,29,2167,978,400,2542,0.9,2533,3.6
50403130002,38,2167,931,490,2611,0.8,2562,3.2
50403130003,26,1857,994,400,2161,0.9,2117,3.3
50403130004,38,1733,858,350,2269,0.7,2017,2.7
50403130005,75,1733,502,350,1125,0.7,770,1.8
50403130006,0,0,0,0,0,0,0,0
50403130007,31,1733,806,300,1481,0.9,1302,2.4
50403130008,30,1701,1133,350,2282,0.7,2086,2.2
50403130009,34,1821,750,350,1942,0.8,1831,2.8
50403130010,27,1810,941,380,2052,0.9,2009,3.2
50403130011,31,1517,836,350,2031,0.8,1518,2.8
50403130012,36,1780,852,348,2227,0.7,1825,2.8
50403130013,32,1799,927,365,2011,0.8,1779,2.9
50403130014,38,1733,756,400,2113,0.7,1854,2.7
50403130015,29,1950,822,350,1985,0.9,1906,3.4
50403130016,36,1600,780,360,1978,0.8,1792,2.9
50403130017,36,1695,750,328,2012,0.8,1912,2.8
50403130018,27,1744,855,350,1892,0.9,1712,3.2
50403130019,39,1550,731,350,1937,0.7,1875,2.7
50403130020,38,1744,689,320,1850,0.8,1767,2.8
50403130021,31,1623,803,370,1899,0.9,1779,2.9
50403130022,30,1606,765,400,2285,0.8,2062,3.3
50403130023,40,1906,916,458,2625,0.8,2514,3.3
50403130024,28,1833,957,407,2096,0.8,1965,3.2
50403130025,48,1613,570,330,1775,0.7,1524,2.6
50403130026,33,2058,993,375,2449,0.9,2513,3.2
50403130027,81,390,459,0,853,0.8,700,1.5
50403130028,31,1717,632,340,1821,0.8,1625,3
50403130029,40,1733,716,355,1981,0.7,1863,2.6
50403130030,33,1550,819,350,1910,0.7,1708,2.6
50403130031,33,1854,909,365,2774,0.9,2542,3.4
50403130032,35,1600,853,360,2048,0.8,1961,2.9
50403130033,0,0,0,0,0,0,0,0
50403130034,32,1600,838,368,1857,0.7,1575,2.8
50403130035,29,1854,805,384,2031,0.8,1944,3.3
50403130036,27,2004,1006,435,2535,0.9,2643,3.7
50403130037,34,1580,751,340,1687,0.7,1512,2.5
50403130038,30,2300,900,450,3036,0.9,2954,3.7
50403130039,31,1875,908,350,2163,0.9,1963,3.1
50403130040,42,1755,791,330,1978,0.7,1604,2.5
50403130041,31,1850,932,324,2013,0.8,1812,2.7
50403130042,38,2159,769,340,2625,0.8,2516,3.3
50403130043,34,1668,703,350,1728,0.7,1487,2.8
50403130044,34,1733,700,285,1625,0.8,1416,2.7
50403130045,31,1733,887,350,2016,0.8,1926,3.2
50403130046,34,1118,663,290,1180,0.9,876,1.7
50403130047,35,1772,981,350,2457,0.7,2232,3
50403130048,30,1809,810,350,2088,0.8,1897,3.2
50403130049,29,1900,882,350,2112,0.8,1918,3
50501107001,33,1600,866,328,1850,0.8,1562,2.5
50501107002,39,2000,879,400,2261,0.7,2130,2.5
50501107003,35,1923,947,373,2027,0.7,1916,2.6
50501107004,34,1861,929,365,2065,0.7,1804,2.6
50501107005,35,1970,1003,375,2293,0.7,2008,2.4
50501107006,36,1733,859,375,2029,0.7,1801,2.6
50501107007,38,1900,814,350,2236,0.7,1903,2.5
50501107008,34,1950,1058,400,2387,0.7,2026,2.5
50501107009,35,1757,919,370,1875,0.7,1544,2.3
50501107010,34,1733,873,390,2014,0.7,1784,2.5
50501107011,37,1661,859,340,2011,0.7,1430,2.1
50501107012,37,1544,782,380,1875,0.7,1583,2.4
50501107013,39,1820,850,370,2208,0.7,1937,2.4
50501107014,37,1840,752,360,2098,0.7,1875,2.6
50501107015,36,1840,846,355,2152,0.7,1899,2.6
50501107016,35,1700,937,370,1968,0.7,1695,2.3
50501107017,35,1603,923,373,2139,0.7,1819,2.6
50501107018,37,1804,1008,370,2478,0.7,2017,2.4
50501107019,35,1831,974,368,2308,0.7,1781,2.3
50501107020,34,1832,872,375,2214,0.8,2046,2.7
50501107021,36,1920,1003,368,2205,0.7,1942,2.4
50501107022,35,1690,875,370,2159,0.6,1653,2.2
50501107023,0,0,0,0,0,0,0,0
50501107024,34,2029,918,380,2343,0.7,1781,2.4
50501107101,38,1733,971,375,2691,0.7,2367,2.8
50501107102,33,1906,968,390,2286,0.8,2163,3
50501107103,41,1950,780,430,2538,0.7,2333,2.9
50501107104,32,2002,1102,410,2523,0.7,2439,2.9
50501107105,36,1950,960,405,2405,0.7,2250,2.9
50501107106,46,1690,691,400,2208,0.7,1958,2.8
50501107107,42,1968,904,430,2339,0.7,2160,2.9
50501107108,38,1733,947,410,2388,0.7,2104,2.8
50501107109,33,1733,809,385,1833,0.7,1680,2.7
50501107110,41,1844,853,395,2319,0.7,2150,3
50501107111,38,1760,766,320,2225,0.7,1775,2.7
50501107112,34,2000,919,413,2553,0.8,2250,2.9
50501107113,35,1950,867,370,2281,0.7,1741,2.5
50501107114,40,1904,952,420,2596,0.7,2347,2.8
50501107115,34,2167,1005,440,2656,0.7,2395,2.9
50501107116,38,1852,900,400,2540,0.7,2416,2.9
50501107117,37,1972,859,418,2449,0.8,2309,3.1
50501107118,36,1567,981,360,2042,0.7,1625,2.1
50501107119,41,2167,923,500,2770,0.8,2770,3.1
50501107120,46,2340,790,520,2899,0.7,2818,3.1
50501107121,44,2000,811,400,2457,0.7,2326,2.8
50501107122,41,1937,894,430,2362,0.7,2333,2.9
50501107123,40,1863,896,405,2333,0.7,2146,2.7
50501107124,41,1900,1002,440,2537,0.7,2307,2.8
50501107125,0,0,0,0,0,0,0,0
50501107126,47,2129,858,523,2968,0.7,2694,2.8
50501107127,42,2000,1028,550,3058,0.8,3033,3.2
50501107128,44,2000,904,415,2446,0.7,2339,2.9
50501107129,44,2136,778,470,2461,0.7,2374,3
50501107130,33,1784,841,395,2111,0.7,2025,2.8
50501107131,41,2000,831,450,2666,0.8,2399,3
50501107132,45,2000,815,425,2115,0.7,1924,2.7
50501107133,37,1463,853,400,1875,0.7,1607,2.1
50501107134,47,2146,848,530,3104,0.7,3125,3.1
50501107135,43,2175,852,475,2678,0.7,2536,3.1
50501107201,41,2300,900,550,2750,0.8,2476,3.1
50501107202,38,2456,924,453,2892,0.7,2285,2.8
50501107203,42,1900,1110,430,2616,0.7,2214,2.6
50501107204,38,2300,993,500,2680,0.7,2484,2.8
50501107205,42,2167,1109,500,3178,0.8,2986,3
50501107206,42,2600,1280,515,3471,0.7,3131,2.7
50501107207,40,2383,1029,480,2961,0.8,2625,3
50501107208,40,2200,929,408,2650,0.7,2299,2.6
50501107209,44,2167,863,400,3019,0.7,1724,2.5
50501107210,37,2079,1067,475,2843,0.8,2416,3
50501107211,37,2167,811,425,2541,0.7,2181,2.8
50501107212,44,2223,1099,500,2772,0.7,2562,2.8
50501107213,49,2383,878,550,2675,0.7,2042,2.6
50501107214,64,2500,590,340,2520,0.7,1529,2.4
50501107215,44,2630,987,750,2966,0.7,2765,3
50501107216,45,2475,890,600,3349,0.7,2924,2.9
50501107217,40,2170,1058,450,3034,0.7,2463,2.9
50501107218,43,2167,850,465,2769,0.7,2410,2.9
50501107219,41,2175,987,500,3030,0.7,2454,2.8
50501107220,38,2167,993,368,2452,0.8,1902,2.6
50501107221,41,2355,1031,480,2812,0.7,2625,3
50501107222,41,2167,778,370,2208,0.7,1812,2.6
50501107223,42,2286,948,448,2544,0.7,2293,2.8
50501107224,39,2156,900,460,2583,0.8,2353,3
50501107225,45,2538,955,500,3021,0.8,2856,3
50501107226,41,2500,884,470,2823,0.8,2700,3.1
50501107227,44,2245,979,445,3068,0.7,2390,2.7
50501107228,43,2500,912,500,3042,0.7,2542,2.9
50501107229,44,2500,866,560,2476,0.7,2399,2.9
50501107230,50,2175,958,525,2928,0.7,2437,2.6
50501107231,39,2188,1056,430,2656,0.8,2314,2.8
50501107232,40,2167,860,435,2412,0.8,2160,3
50501107233,43,2271,838,469,2712,0.7,2367,2.8
50501107234,38,2000,1125,425,2694,0.7,2394,2.7
50501107301,38,1800,1019,340,2227,0.7,1833,2.5
50501107302,39,1992,827,400,2366,0.7,1916,2.7
50501107303,44,2000,862,410,2440,0.7,2302,2.7
50501107304,41,2000,885,395,2321,0.7,1947,2.6
50501107305,38,1788,858,360,2194,0.7,1803,2.6
50501107306,42,1950,946,300,2305,0.7,1775,2.5
50501107307,39,2100,772,350,2403,0.7,2017,2.7
50501107308,39,2124,847,350,2172,0.7,1724,2.5
50501107309,39,1800,894,400,2333,0.7,2019,2.7
50501107310,42,2000,925,415,2352,0.7,2010,2.6
50501107311,39,1952,834,385,2347,0.7,1962,2.6
50501107312,42,1907,911,400,2270,0.7,1800,2.4
50501107313,40,2037,792,400,2639,0.8,2050,2.9
50501107314,39,1972,887,355,2550,0.7,2031,2.6
50501107315,38,1950,877,385,2094,0.8,1735,2.8
50501107316,40,2000,874,400,2374,0.8,2013,2.7
50501107317,41,1968,789,430,2073,0.7,1800,2.5
50501107318,38,2050,853,380,2356,0.7,2014,2.7
50501107319,47,1733,644,427,1910,0.7,1259,2.3
50501107320,41,1798,736,410,2150,0.7,1890,2.6
50501107321,40,2167,853,405,2281,0.7,1913,2.5
50501107322,38,1731,833,360,2020,0.7,1397,2.2
50501107323,45,1833,721,400,1949,0.7,1575,2.4
50501107324,42,1870,793,380,2250,0.7,1947,2.4
50501107325,43,2100,783,385,2028,0.7,1837,2.5
50501107326,39,1808,935,398,2521,0.7,2083,2.6
50501107327,41,2037,872,433,2326,0.7,1875,2.7
50501107328,42,1950,814,448,2396,0.7,2223,2.8
50501107329,42,1927,1036,360,2408,0.6,1968,2.4
50501107330,39,1961,894,393,2408,0.7,1859,2.6
50501107331,45,2134,875,475,2471,0.7,2422,2.8
50501107332,39,1720,895,450,2214,0.7,1899,2.5
50501107333,0,0,0,0,0,0,0,0
50501107334,36,1985,912,360,2550,0.7,1735,2.5
50501107335,42,2000,866,439,2513,0.7,2094,2.6
50501107401,35,1603,903,385,1952,0.7,1676,2.4
50501107402,42,2167,1050,430,2600,0.7,2329,2.7
50501107403,41,2167,914,400,2777,0.7,2360,3
50501107404,51,2540,1028,500,2888,0.7,2676,2.9
50501107405,46,2167,842,525,3125,0.7,2777,2.9
50501107406,48,2300,1030,400,2824,0.6,2015,2.3
50501107407,38,1872,871,375,1937,0.6,1462,2.3
50501107408,35,1609,891,360,2094,0.7,1647,2.4
50501107409,37,1755,810,370,2065,0.7,1644,2.3
50501107410,34,1733,868,370,2050,0.7,1825,2.6
50501107411,34,1551,848,360,2022,0.7,1718,2.6
50501107412,35,1733,820,380,2078,0.7,1806,2.5
50501107413,37,1853,855,350,1978,0.7,1740,2.4
50501107414,35,1733,892,350,2120,0.8,1881,2.7
50501107415,35,1950,921,358,2319,0.7,1966,2.5
50501107416,39,1932,895,400,2321,0.7,1924,2.6
50501107417,37,1800,930,370,1963,0.7,1705,2.5
50501107418,39,1733,857,373,2264,0.7,1890,2.4
50501107419,34,1900,870,360,2250,0.7,1875,2.6
50501107420,42,2145,941,540,2583,0.7,2470,3
50501107421,53,2000,823,380,2170,0.7,1737,2.4
50501107501,46,2800,1038,700,3374,0.8,3312,3.1
50501107502,45,2659,1260,610,3791,0.7,3150,2.9
50501107503,41,2234,1086,505,2781,0.7,2588,2.9
50501107504,45,2167,1003,460,2625,0.7,2187,2.6
50501107505,34,2400,1047,450,2725,0.8,2461,3
50501107506,39,2167,887,450,2573,0.7,2288,2.8
50501107507,38,2000,827,430,2159,0.7,1958,2.6
50501107508,38,1975,924,410,2158,0.7,1807,2.3
50501107509,45,2250,958,650,3107,0.8,2978,3.1
50501107510,46,2301,914,575,2739,0.7,2511,2.7
50501107511,46,2700,966,688,3333,0.7,3166,3
50501107512,37,2383,1089,416,2562,0.7,2150,2.8
50501107513,42,2300,966,520,2684,0.7,2359,2.8
50501107514,52,2182,653,205,2250,0.7,1333,2.2
50501107515,52,2500,740,420,1981,0.6,1437,2.3
50501107516,47,2528,1009,550,2843,0.7,2578,2.8
50501107517,47,3000,1100,750,3449,0.7,3388,2.9
50501107518,46,2938,938,600,3125,0.8,3156,3.2
50501107519,46,2600,906,718,3312,0.7,3062,3.1
50501107520,49,2780,1100,560,3485,0.7,3095,2.7
50501107521,46,3142,1078,500,3360,0.7,3218,2.9
50501107522,51,3000,1159,725,3365,0.7,2818,2.7
50501107523,40,2167,1014,455,3159,0.8,2812,3
50501107601,47,2600,936,670,3107,0.7,2750,2.7
50501107602,47,2167,933,600,3083,0.7,3083,3.1
50501107603,45,2500,891,610,3013,0.8,2928,3.2
50501107604,50,2252,933,640,2536,0.7,2395,2.8
50501107606,45,2600,900,535,3143,0.7,3107,3.1
50501107607,48,2550,978,495,3055,0.7,2750,2.8
50501107608,47,2400,882,585,2828,0.7,2843,3.1
50501107609,45,2773,996,725,4083,0.8,3954,3.3
50501107611,44,2998,1225,665,3701,0.8,3662,3.1
50501107612,44,2800,1110,750,3805,0.8,3710,3.2
50501107613,71,893,488,299,1036,1,628,1.4
50501107614,41,3000,1134,664,3596,0.8,3468,3.1
50501107615,0,0,0,0,0,0,0,0
50501107616,38,2600,1145,700,3371,0.8,3361,3.3
50501107617,41,2985,1174,580,3477,0.8,3492,3.1
50501107701,0,0,0,0,0,0,0,0
50501107702,42,1900,822,350,2384,0.7,2117,2.5
50501107703,42,1875,797,390,1888,0.7,1617,2.2
50501107704,35,1555,864,340,1889,0.8,1347,1.8
50501107705,56,1252,881,345,1875,0.8,1348,1.6
50501107706,42,2000,875,395,2218,0.7,1726,2.5
50501107707,40,1911,880,430,2777,0.7,2283,2.7
50501107708,45,2100,927,440,2329,0.7,2086,2.7
50501107709,44,2255,929,370,2750,0.7,2542,2.9
50501107710,35,1733,959,355,2390,0.7,1949,2.5
50501107711,38,1842,940,320,2583,0.8,2068,2.7
50501107712,43,1950,777,390,2519,0.7,1839,2.7
50501107713,37,1408,936,350,1788,0.8,1393,1.6
50501107714,45,1600,779,385,1885,0.8,1738,2.3
50501107715,48,1473,785,375,1791,0.8,1514,2.1
50501107716,0,0,0,0,0,0,0,0
50501107717,34,1603,731,385,1902,0.6,1375,2.3
50501107718,42,2070,921,400,2324,0.7,2028,2.7
50501107719,27,1266,595,328,1713,0.9,1299,2
50501107720,34,1800,859,383,2270,0.7,1861,2.7
50501107721,38,1825,924,365,2293,0.7,1937,2.5
50501107722,44,1950,922,380,2666,0.7,2291,2.6
50501107723,41,1972,794,370,2137,0.7,1887,2.8
50501107724,39,1733,784,370,2184,0.7,1839,2.6
50501107725,45,2000,852,185,2279,0.7,1947,2.5
50501107726,47,1722,941,300,2544,0.7,1771,2.2
50501107727,36,1840,880,400,2250,0.7,1962,2.6
50501107728,39,1733,812,400,2392,0.7,2088,2.7
50501107729,38,1608,813,410,2267,0.7,2078,2.7
50501107730,41,2102,1073,420,3028,0.7,2596,2.6
50501107731,39,1925,852,400,2428,0.7,1978,2.8
50501107732,58,1517,654,380,1836,0.7,1473,2
50501107733,64,0,0,0,0,0,0,0
50501107734,0,0,0,0,0,0,0,0
50501107735,44,2111,871,455,2666,0.7,2471,2.9
50501107736,38,2000,902,405,2449,0.8,2370,3.1
50501107801,41,1950,871,410,2812,0.7,2483,2.8
50501107802,39,1963,1047,400,2799,0.7,2524,2.9
50501107803,41,1863,844,375,2062,0.7,1587,2.4
50501107804,45,2143,765,468,2356,0.7,1875,2.6
50501107805,43,2167,988,440,2633,0.7,2360,2.7
50501107806,47,2265,796,510,2524,0.7,2353,2.9
50501107807,39,1989,959,495,2636,0.8,2299,3
50501107808,42,2016,845,463,2583,0.7,2431,2.9
50501107809,40,2167,887,385,2444,0.7,2075,2.7
50501107810,41,2061,778,297,2250,0.7,1770,2.5
50501107811,39,2022,830,400,2170,0.7,1854,2.6
50501107812,44,2247,920,423,2640,0.7,2336,2.7
50501107813,44,1733,919,430,2604,0.7,2283,2.6
50501107814,38,2058,1125,475,2899,0.7,2636,2.8
50501107815,39,2167,945,375,2518,0.7,2266,2.8
50501107816,59,2131,609,224,1649,0.7,1111,2.2
50501107817,42,1975,863,410,2295,0.7,1937,2.6
50501107818,42,1950,877,420,2374,0.7,2092,2.6
50501107819,42,2000,921,420,2444,0.7,2250,2.7
50501107820,41,2167,845,420,2104,0.7,1850,2.6
50501107821,41,2008,1069,350,2569,0.7,2242,2.6
50501107822,46,1767,890,475,2571,0.7,2340,2.7
50501107823,39,1950,905,375,2392,0.7,2073,2.7
50501107824,46,1742,943,405,2457,0.7,2239,2.8
50501107825,48,2000,958,345,2340,0.6,2013,2.5
50501107826,85,0,349,0,874,0.6,874,2
50501107827,41,2058,860,320,2305,0.7,1916,2.7
50501107828,38,1950,958,428,2386,0.7,2187,2.6
50501107829,43,1884,803,480,2067,0.7,1821,2.7
50501107830,44,1780,917,455,2617,0.7,2474,2.9
50501107831,58,2299,549,455,2187,0.7,955,2.1
50501107832,0,0,0,0,0,0,0,0
50501107833,68,2167,513,660,1775,0.8,883,2.2
50501107834,82,1647,493,440,1781,0.5,601,1.4
50501107835,43,1733,731,390,2075,0.7,2045,2.8
50501107901,43,2895,791,605,2895,0.8,2729,3.2
50501107902,48,2416,970,510,2783,0.7,2633,2.9
50501107903,41,2817,1033,380,3250,0.7,2583,2.8
50501107904,54,2205,622,400,1937,0.7,1129,2.1
50501107905,41,2182,957,440,2488,0.7,2178,2.7
50501107906,47,3033,900,740,3125,0.7,3021,3.1
50501107907,48,3000,781,760,3022,0.7,3021,3
50501107908,48,2610,878,580,2968,0.7,2536,2.8
50501107909,47,2854,876,590,3097,0.7,2407,2.7
50501107910,40,2200,1079,450,3182,0.8,3009,2.9
50501107911,37,2004,1028,400,2356,0.7,2023,2.5
50501107912,45,2000,770,435,2318,0.7,1974,2.7
50501107913,38,1963,1020,385,2181,0.7,1882,2.3
50501107914,0,0,0,0,0,0,0,0
50501107915,42,2700,951,500,2750,0.7,2399,2.7
50501107916,46,2600,868,600,2422,0.7,2338,2.8
50501107917,43,2600,885,450,2968,0.7,2874,2.9
50501107918,50,1980,823,416,2042,0.6,1568,2.2
50501107919,45,2149,827,525,2555,0.8,2444,3
50501107920,43,2167,861,400,2704,0.7,1843,2.6
50501107921,44,2448,918,620,3799,0.7,3704,3.1
50501107922,36,2167,934,450,2643,0.8,2339,2.9
50501107923,40,2383,1012,515,2874,0.7,2411,2.8
50501107924,0,0,0,0,0,0,0,0
50501107925,36,2100,1074,430,2550,0.7,2322,2.7
50501107926,38,2225,988,430,2322,0.7,2195,2.8
50501107927,39,2383,951,440,2725,0.7,2401,2.8
50501108001,50,2084,882,655,2555,0.7,2694,3
50501108002,40,2250,1072,525,3405,0.8,3143,3.2
50501108003,41,2184,758,475,2542,0.7,2349,2.9
50501108004,47,2581,762,590,2536,0.7,2333,2.8
50501108005,38,2167,809,450,2422,0.7,2176,2.8
50501108006,44,2200,1176,630,3634,0.8,3615,3.2
50501108007,51,2550,902,555,2666,0.7,2440,2.7
50501108008,47,2140,987,540,2675,0.7,2527,2.8
50501108009,45,2566,968,630,2916,0.7,2708,3
50501108010,43,2421,1083,710,3625,0.8,3457,3.3
50501108011,44,2312,913,568,2795,0.7,2550,2.9
50501108012,40,2210,1117,605,2799,0.7,2471,3.1
50501108013,41,2578,971,525,3045,0.7,2583,3
50501108014,49,2167,906,530,2634,0.7,2162,2.7
50501108015,48,2167,989,510,2730,0.7,2591,2.9
50501108016,0,0,0,0,0,0,0,0
50501108017,44,2383,817,500,2594,0.7,2277,2.9
50501108018,44,2600,1036,550,2750,0.7,2343,2.7
50501108019,44,2430,767,465,2643,0.7,2083,2.9
50501108020,43,1961,851,505,2422,0.8,2321,3.2
50501108021,44,2472,833,510,2523,0.7,2470,3
50501108022,48,2377,737,350,2305,0.7,1517,2.5
50501108023,42,2178,976,520,3178,0.8,3089,3.1
50501108101,39,2167,904,400,2166,0.7,1895,2.7
50501108102,35,1904,966,365,2265,0.7,1825,2.4
50501108103,38,2167,916,370,2374,0.7,1968,2.5
50501108104,0,0,0,0,0,0,0,0
50501108105,36,1950,844,385,2596,0.8,2277,2.9
50501108106,36,1733,965,390,2589,0.7,2184,2.6
50501108107,37,2080,960,390,2440,0.7,2104,2.7
50501108108,36,1929,1013,400,2514,0.8,2066,2.7
50501108109,36,2000,976,345,2250,0.7,2011,2.5
50501108110,36,2167,818,400,2062,0.8,2055,2.9
50501108111,40,1862,922,410,2416,0.7,2050,2.6
50501108112,38,2000,766,370,2083,0.7,1638,2.5
50501108113,35,1879,927,410,2399,0.7,1812,2.5
50501108114,44,2283,716,408,2183,0.7,1662,2.6
50501108115,35,1800,957,380,2374,0.8,2048,2.7
50501108116,0,0,0,0,0,0,0,0
50501108117,38,2000,1022,400,2676,0.7,2200,2.7
50501108118,40,1930,884,463,2192,0.7,1937,2.6
50501108119,36,1898,985,380,2516,0.7,2053,2.5
50501108120,42,1926,817,350,2374,0.7,1974,2.5
50501108121,41,2000,933,400,2571,0.7,2434,2.8
50501108122,38,1842,1073,375,2527,0.8,2388,2.8
50501108123,39,1896,947,350,2426,0.7,2160,2.4
50501108124,45,2301,991,425,2892,0.7,2478,2.7
50501108201,44,2355,1040,550,3107,0.8,2480,3
50501108202,44,2759,929,425,3471,0.7,2718,2.8
50501108203,41,2589,1078,450,3125,0.7,2562,2.8
50501108204,42,2427,860,570,2643,0.7,2312,2.8
50501108205,45,2817,915,750,3139,0.8,2833,3
50501108206,50,3097,1154,510,3192,0.7,2678,2.5
50501108207,44,2708,856,400,3299,0.7,2160,2.8
50501108208,45,2600,1130,550,3437,0.7,2750,2.7
50501108209,61,1800,595,230,2143,0.7,767,1.9
50501108210,40,2000,900,510,2750,0.7,2449,3
50501108211,47,2709,860,725,3100,0.7,2594,2.9
50501108212,45,2500,1040,645,3146,0.7,3113,3.1
50501108213,46,3500,1268,885,3441,0.7,3272,2.9
50501108214,42,2084,967,535,2678,0.7,2446,2.9
50501108215,43,1965,994,430,2783,0.8,2428,2.8
50501108216,54,3098,930,700,2957,0.6,2666,2.8
50501108217,52,2960,830,600,2874,0.7,2772,2.8
50501108218,47,2550,978,730,2944,0.7,2625,2.8
50501108219,37,2167,1097,473,2922,0.8,2577,3
50501108220,46,2167,1151,458,3374,0.7,2874,2.8
50501108221,53,3950,963,600,3031,0.7,2937,2.7
50501108222,56,3000,930,610,2345,0.7,2187,2.5
50501108223,49,3033,1086,488,2949,0.7,2471,2.7
50501108224,45,2600,1146,450,3374,0.7,3021,2.9
50501108225,48,2617,1155,450,3303,0.7,2524,2.5
50501108301,40,2383,862,450,2607,0.7,2383,3
50501108302,39,2167,773,495,2434,0.7,2293,2.9
50501108303,39,2167,1025,530,2596,0.7,2449,3
50501108304,41,2188,915,500,2783,0.7,2516,2.9
50501108305,42,2400,1117,420,3045,0.7,2805,3
50501108306,44,2037,854,460,2166,0.7,1924,2.7
50501108307,44,2000,923,535,2449,0.7,2274,2.7
50501108308,50,2075,733,397,3050,0.7,2583,2.8
50501108309,0,0,0,0,0,0,0,0
50501108310,48,2177,904,339,2646,0.7,2405,2.9
50501108311,45,2000,810,620,2750,0.7,2250,2.7
50501108312,42,2167,907,433,3071,0.7,2650,2.9
50501108313,47,2167,781,495,2408,0.7,2299,2.9
50501108314,46,2000,947,435,2884,0.7,2666,3
50501108315,46,2050,914,533,2656,0.7,2874,3.1
50501108316,45,1842,968,450,2463,0.7,2166,2.7
50501108317,46,2000,863,398,2612,0.7,2291,2.7
50501108318,47,1907,887,420,2476,0.7,2216,2.6
50501108319,41,2107,1024,500,2777,0.7,2666,3
50501108320,75,2167,478,480,1111,0.6,639,1.6
50501108321,41,2328,905,475,2847,0.8,2750,3.1
50501108322,50,2600,960,780,3403,0.7,3345,3
50501108323,41,2000,971,465,2550,0.7,2227,2.8
50501108324,42,2167,963,500,2824,0.7,2550,2.7
50501108325,44,2325,794,450,2382,0.7,2044,2.7
50501108326,36,2111,1132,500,2643,0.7,2470,2.7
50501108327,41,2392,990,420,2577,0.8,2349,2.9
50501108328,0,0,0,0,0,0,0,0
50501108329,0,0,0,0,0,0,0,0
50501108330,0,0,0,0,0,0,0,0
50501108331,40,2197,1011,480,2833,0.7,2520,2.9
50502108401,43,2019,906,378,2282,0.7,2083,2.7
50502108402,41,2000,738,360,2092,0.7,1833,2.7
50502108403,39,2167,896,400,2166,0.7,1742,2.6
50502108404,37,1618,973,360,1989,0.6,1618,2
50502108405,36,1488,932,330,1812,0.7,1525,1.9
50502108406,38,1790,982,400,2538,0.7,2200,2.7
50502108407,38,1780,753,350,1649,0.8,1550,2.6
50502108408,44,1850,639,380,2107,0.7,1420,2.4
50502108409,38,1913,864,373,2023,0.7,1859,2.6
50502108410,37,2041,918,400,2083,0.7,1699,2.5
50502108411,43,2000,947,433,2226,0.7,1980,2.5
50502108412,36,1789,949,350,2091,0.7,1692,2.1
50502108413,39,1717,796,340,1786,0.7,1360,2
50502108414,35,1707,794,350,1741,0.7,1418,2.1
50502108415,42,2000,984,470,2392,0.7,2073,2.6
50502108416,38,2008,1033,363,2533,0.7,1828,2.4
50502108417,41,1950,865,400,2285,0.7,1642,2.4
50502108418,38,2150,958,400,2437,0.7,2068,2.6
50502108419,37,2150,771,350,2233,0.8,1875,2.7
50502108420,41,1925,803,350,2154,0.8,1819,2.6
50502108421,43,2167,747,390,2174,0.8,1941,2.6
50502108422,88,0,75,0,0,0.5,75,1
50502108423,41,2167,666,375,2134,0.7,1542,2.6
50502108424,44,1975,701,365,2022,0.7,1357,2.3
50502108425,41,1817,762,373,1701,0.7,1449,2.3
50502108426,39,1950,738,350,2214,0.8,1662,2.7
50502108427,41,2167,714,400,2359,0.7,2044,2.6
50502108428,36,2000,945,355,2441,0.8,2088,2.7
50502108429,62,1800,706,330,1875,0.6,1286,2.2
50502108430,47,1809,582,350,1958,0.7,1302,2.4
50502108431,44,2167,758,375,2131,0.7,1800,2.5
50502108432,46,1767,762,370,2299,0.7,2066,2.6
50502108433,39,1910,971,370,2202,0.7,1737,2.3
50502108434,36,1500,699,285,1802,0.8,1020,1.8
50502108435,40,1629,667,280,1718,0.7,1039,1.9
50502108436,38,1603,886,310,1930,0.7,1256,1.9
50502108437,37,1668,963,323,2100,0.7,1591,2
50502108501,37,1556,452,200,1288,0.9,1016,2.9
50502108502,29,1582,492,300,1336,1,1317,3.6
50502108503,32,1413,687,320,1418,0.8,1303,2.5
50502108504,33,1600,631,300,1460,0.8,1338,2.4
