SA1_CODE_2021,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
50101100101,0,0,0,0,5,5,8,0,0,0,0,0,0,0,0,0,0,0,12,0,16,12,0,0,12,7,3,24,9,0,0,9,15,4,29,0,0,0,0,29,3,32,0,0,0,0,21,4,29,0,0,0,0,13,3,15,0,0,0,0,3,0,3,21,3,0,24,111,22,159,0,0,0,0,12,0,17,0,0,0,0,4,0,5,3,0,0,3,9,4,18,15,0,0,15,0,3,24,10,0,0,10,13,3,27,4,3,0,6,26,3,41,0,6,0,6,20,0,24,0,0,0,0,8,0,10,0,0,0,0,0,0,0,30,13,0,39,99,25,158,0,0,0,0,16,3,25,0,0,0,0,7,0,10,5,0,0,5,25,3,30,23,0,0,23,6,11,41,17,0,0,17,30,6,54,4,9,0,9,52,11,75,0,6,0,6,37,10,48,0,0,0,0,22,6,22,0,0,0,0
50101100102,0,0,0,0,26,0,29,0,0,0,0,16,8,16,25,0,0,26,21,11,53,95,0,9,106,33,14,155,47,3,0,53,44,14,103,11,3,0,16,41,5,61,0,12,0,7,30,0,42,0,0,0,0,11,0,14,0,0,0,0,4,0,9,183,18,11,213,227,46,481,0,3,0,3,28,4,35,0,0,0,0,10,0,7,35,3,0,39,33,10,75,118,0,13,131,37,17,182,49,3,6,60,38,8,105,0,12,0,12,48,7,71,0,14,0,14,34,5,49,0,0,0,0,13,0,10,0,0,0,0,3,0,3,202,37,18,259,242,41,541,0,3,0,3,54,3,64,0,0,0,0,18,8,25,62,3,0,60,50,11,131,210,0,25,239,66,35,342,95,10,3,109,85,16,207,11,18,0,28,88,13,132,0,22,0,23,61,3,92,0,0,0,0,25,0,30,0,0,0,0
50101100103,0,0,0,0,0,0,3,0,0,0,0,5,0,10,0,0,0,0,4,0,9,5,0,0,5,9,0,9,5,0,0,5,12,4,20,0,0,0,0,28,4,39,0,0,0,0,48,3,53,0,0,0,0,48,4,48,0,0,0,0,18,3,23,13,5,0,18,175,17,209,0,0,0,0,5,0,5,0,0,0,0,0,0,0,4,0,0,4,4,0,10,3,0,0,3,9,0,14,11,0,0,10,13,3,23,0,7,0,3,24,3,32,0,5,0,5,53,5,61,0,0,0,0,39,6,42,0,0,0,0,28,5,31,17,11,0,30,168,19,223,0,0,0,0,6,0,6,0,0,0,0,5,0,10,7,0,0,7,9,5,15,9,0,0,9,16,0,29,12,0,0,12,29,5,45,3,4,0,6,55,8,71,0,6,0,7,100,8,116,0,0,0,0,88,9,90,0,0,0,0
50101100104,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,0,0,13,11,0,18,11,0,0,11,4,3,23,4,0,0,4,12,4,24,0,4,0,8,29,0,29,0,0,0,3,35,7,46,0,0,0,0,30,0,30,0,0,0,0,11,3,12,27,5,0,29,146,17,195,0,5,0,3,3,0,10,0,0,0,0,3,0,9,9,0,0,6,9,0,17,8,0,3,18,4,4,21,3,0,0,7,18,0,25,0,4,0,4,30,5,38,0,4,0,0,38,6,48,0,0,0,0,29,0,27,0,0,0,0,16,0,17,26,12,6,43,155,16,206,0,5,0,3,7,0,10,0,4,0,3,8,0,14,16,0,0,18,15,0,38,22,0,3,23,14,4,39,6,0,0,8,32,4,51,0,7,0,13,58,0,66,0,5,3,7,84,7,98,0,0,0,0,58,0,63,0,0,0,0
50101100105,0,0,0,0,6,0,6,0,0,0,0,5,0,5,0,0,0,0,4,0,8,3,0,0,3,4,0,14,8,0,0,8,15,0,21,0,3,0,3,22,0,21,0,0,0,0,39,0,39,0,0,0,0,9,0,11,0,0,0,0,9,0,9,10,4,0,15,103,4,124,0,4,0,4,0,0,3,0,0,0,0,0,0,0,3,0,0,3,4,0,4,8,0,3,5,0,0,10,6,5,0,5,13,0,19,0,0,0,0,27,0,34,0,10,0,10,34,0,44,0,0,0,0,11,0,11,0,0,0,0,6,3,3,12,15,3,27,101,5,136,0,4,0,4,12,0,11,0,0,0,0,5,0,5,5,0,0,5,0,3,13,8,0,3,10,6,0,23,11,5,0,14,26,0,39,0,9,0,9,50,0,53,0,8,0,8,69,6,85,0,0,0,0,21,0,21,0,0,0,0
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100107,0,0,0,0,14,0,14,0,0,0,0,7,0,7,8,0,0,4,10,0,16,12,0,0,8,16,3,24,5,0,0,9,18,5,30,0,0,0,0,40,10,50,0,4,0,4,39,3,53,0,0,0,0,16,0,16,0,0,0,0,3,0,3,16,8,0,29,163,19,212,0,0,0,0,0,4,7,0,0,0,0,0,0,0,3,0,0,10,7,3,17,12,0,0,12,7,0,21,6,5,0,8,10,0,22,0,0,0,3,38,3,55,0,4,0,4,31,0,37,0,0,0,0,16,6,22,0,0,0,0,0,0,6,26,10,0,41,117,18,179,0,0,0,0,14,4,21,0,0,0,0,5,0,5,8,3,0,10,16,7,30,21,0,4,23,17,4,48,11,3,0,19,29,4,57,3,0,0,3,82,13,96,0,8,0,8,70,7,85,0,0,0,0,28,6,37,0,0,0,0
50101100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100109,0,4,0,4,12,0,14,0,0,0,0,7,0,7,7,0,0,5,6,0,9,15,0,0,15,8,3,28,12,0,3,13,27,10,49,0,0,0,3,40,7,57,0,0,0,3,43,3,48,0,0,0,0,12,3,14,0,0,0,0,0,0,0,30,9,3,49,164,19,229,0,6,0,6,11,0,11,0,0,0,0,6,0,6,7,0,0,10,9,0,21,17,3,0,26,11,0,39,10,7,0,16,27,3,45,0,8,0,7,42,3,49,0,8,0,8,31,7,42,0,0,0,0,6,0,6,0,0,0,0,0,0,0,40,25,0,69,145,15,223,0,5,0,5,17,0,26,0,4,0,4,11,0,18,14,0,0,15,16,0,34,33,3,0,42,20,9,65,23,7,3,26,54,10,86,3,10,0,15,84,13,106,0,3,0,9,75,3,90,0,3,0,3,19,3,27,0,0,0,0
50101100110,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,6,9,0,16,3,0,0,3,8,0,8,3,0,0,7,12,3,20,0,0,0,5,26,0,29,0,4,0,4,12,0,18,0,0,0,0,3,0,3,0,0,0,0,3,0,3,13,7,0,21,78,6,108,0,0,0,0,0,0,0,0,0,0,0,10,0,10,4,0,0,4,8,0,15,9,0,5,14,5,0,13,0,0,0,0,12,0,15,0,4,0,4,18,0,18,0,3,0,3,12,0,20,0,0,0,0,14,0,14,0,0,0,0,0,0,0,16,6,5,24,73,6,109,0,0,0,0,4,0,4,0,0,0,0,6,0,11,6,0,0,6,17,3,29,15,0,5,16,15,0,24,13,0,0,12,22,5,37,0,3,0,6,43,4,48,0,8,0,8,27,0,39,0,0,0,0,14,0,14,0,0,0,0
