SA1_CODE_2021,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
50101100101,17,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,4,7,7,0,0,0,0,0,0,0,10,6,0,4,3,0,0,0,5,11,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,4,5,0,9,4,0,0,0,6,21,3,0,3,5,0,0,0,0,17,3,5,14,4,3,0,0,3,24,0,0,9,4,0,0,0,0,11,0,0,0,4,0,0,0,0,6,0,0,0,0,6,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,44,9,46,31,10,0,6,16,158
50101100102,31,0,0,0,0,0,0,7,35,10,0,0,0,0,0,0,0,7,15,3,3,0,0,0,0,3,28,11,11,16,5,0,0,0,5,46,13,16,37,7,0,0,0,12,91,12,13,44,11,3,0,0,6,94,3,8,24,7,5,0,0,6,55,3,3,23,7,0,0,0,3,51,7,3,8,7,0,0,0,0,34,10,3,15,10,0,0,0,3,35,7,5,13,11,3,0,0,5,29,6,0,12,0,3,0,0,0,20,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,122,80,199,67,19,7,4,44,541
50101100103,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,3,3,0,0,0,0,0,0,11,0,3,0,0,0,0,0,4,12,3,4,9,4,0,0,0,0,14,0,4,9,3,0,0,0,3,21,0,0,3,6,5,0,0,0,15,3,6,7,7,4,0,0,4,30,4,3,14,8,8,0,0,4,34,4,0,12,6,5,0,0,0,20,0,0,8,4,0,0,0,3,18,4,0,8,10,5,0,0,0,31,39,17,64,54,26,3,4,17,223
50101100104,5,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,6,5,5,0,0,0,0,0,0,7,0,3,3,0,0,0,0,0,9,4,3,0,0,0,0,0,0,12,0,0,6,5,0,0,0,0,9,3,3,5,4,0,0,0,0,18,0,0,3,4,0,0,0,0,8,4,0,9,9,0,0,0,0,29,0,0,8,9,0,0,0,0,23,0,0,8,3,6,0,0,5,29,0,0,8,0,0,0,0,0,20,3,0,0,0,4,0,0,0,16,0,0,0,9,3,0,0,0,17,40,18,59,42,23,5,0,17,206
50101100105,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,18,4,4,6,0,0,0,0,0,11,3,4,3,6,3,0,0,0,23,7,0,12,5,7,0,0,0,26,3,0,3,8,0,0,0,0,17,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,3,31,15,41,28,12,0,5,6,136
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100107,4,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,14,0,5,4,4,0,0,0,0,11,4,0,0,0,0,0,0,0,9,3,3,4,0,0,0,0,4,12,0,0,5,0,3,0,0,0,8,4,0,8,4,0,0,0,4,18,5,5,13,5,0,0,0,5,30,4,0,8,5,4,0,0,0,20,0,3,8,4,0,0,0,5,22,0,0,4,3,0,0,0,0,14,0,0,0,5,3,0,0,0,7,0,0,0,0,0,0,0,0,6,31,16,64,32,17,3,0,15,179
50101100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100109,11,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,13,7,8,6,4,0,0,0,0,15,7,0,6,0,0,0,0,4,23,4,6,8,0,0,0,0,0,19,6,0,15,4,0,0,0,0,26,0,0,9,3,3,0,0,0,26,6,4,11,3,0,0,0,5,24,3,0,10,9,3,0,0,0,27,0,0,5,5,3,0,0,0,12,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,57,23,65,35,16,4,6,13,223
50101100110,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,10,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,9,3,0,0,3,0,0,0,0,7,4,0,0,0,0,0,0,0,12,0,5,0,0,0,0,0,0,3,6,0,3,4,0,0,0,0,13,0,0,3,5,0,0,0,0,10,0,0,4,3,0,0,0,0,10,0,0,3,3,5,0,0,0,16,0,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,30,7,20,25,7,0,4,8,109
