SA1_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
50101100101,0,0,4,4,0,4,0,3,0,14,0,0,0,0,0,0,0,0,0,3,4,7,6,3,0,0,0,9,0,26,6,9,5,4,3,5,6,0,0,30,16,0,4,3,3,4,0,7,3,41,16,5,5,0,4,0,0,12,0,50,16,0,0,0,3,0,3,5,4,28,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,59,22,23,15,17,18,11,37,9,209
50101100102,0,0,3,12,0,15,0,6,0,38,0,0,0,5,0,0,0,4,0,24,9,23,24,16,12,0,3,7,0,97,39,67,57,38,21,11,12,27,3,275,20,47,27,11,20,13,8,16,3,170,15,16,12,11,10,10,8,4,0,90,0,5,3,0,4,0,4,0,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,92,170,134,90,67,56,44,64,11,718
50101100103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,0,0,3,0,16,3,3,7,0,3,0,0,0,0,17,4,3,5,7,0,0,0,9,0,26,3,6,4,3,3,5,5,5,0,34,3,0,3,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,19,7,23,12,8,8,4,15,0,112
50101100104,0,0,0,4,0,0,0,0,0,5,0,0,0,5,0,0,0,4,0,7,7,0,11,0,0,3,3,8,0,29,9,6,3,7,3,4,6,8,0,30,0,4,11,0,4,6,3,6,0,41,9,7,4,4,0,0,6,10,0,43,6,0,4,0,4,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,30,22,19,19,13,35,4,169
50101100105,0,0,0,0,0,3,0,6,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,3,6,8,0,0,0,0,0,0,18,7,4,4,0,6,0,0,0,0,29,4,6,8,3,4,4,0,5,0,33,6,6,0,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,18,9,10,12,5,19,0,117
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100107,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,3,8,0,9,0,0,5,0,4,0,21,8,6,5,3,0,5,4,11,0,37,17,5,5,4,0,0,0,6,0,34,8,14,7,4,4,0,0,6,0,55,10,0,0,0,0,0,0,3,0,19,5,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,58,20,25,16,5,14,10,42,11,194
50101100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100109,0,0,5,5,0,0,0,4,0,17,0,0,3,0,0,0,0,3,0,13,4,9,3,3,4,0,0,9,0,28,7,12,12,6,4,0,0,4,0,41,13,4,5,6,4,5,12,6,0,65,14,16,13,3,13,0,7,16,0,81,20,4,4,0,0,4,0,4,0,38,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,65,39,50,27,23,9,21,53,6,295
50101100110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,3,4,3,0,0,0,4,0,25,3,5,8,4,0,0,0,6,0,21,8,5,5,6,5,0,0,3,0,26,6,7,4,6,0,0,0,3,0,36,5,0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,35,17,22,11,7,5,5,19,3,131
50101100111,0,0,0,0,0,3,0,3,0,13,0,0,0,0,0,0,0,0,0,0,3,4,13,10,6,6,4,4,0,48,5,24,18,9,10,3,11,11,0,90,9,9,12,3,5,5,10,8,0,52,13,11,5,9,11,7,4,10,0,56,6,0,0,0,0,6,0,5,0,22,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,40,49,58,32,26,35,21,33,3,293
50101100112,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,13,4,0,0,4,0,8,0,30,9,10,5,5,4,0,0,3,0,39,18,3,3,0,8,4,0,0,0,40,15,8,6,3,4,7,3,3,6,51,18,7,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,64,36,27,16,21,10,8,18,7,210
50101100113,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,3,3,0,0,0,0,0,9,0,0,5,5,0,0,3,0,0,17,6,4,5,5,0,4,0,0,0,26,3,0,6,3,9,0,0,8,0,28,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,18,12,14,14,5,13,0,100
