SA1_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
50101100101,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5,0,3,13,6,9,9,5,0,52,9,10,30,41,54,75,48,22,4,301
50101100102,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,4,8,14,36,16,10,3,0,0,84,17,25,131,342,207,132,92,30,9,981
50101100103,0,0,0,0,0,4,0,4,10,18,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,8,4,4,6,37,3,10,15,29,45,71,116,90,53,425
50101100104,0,0,0,0,0,0,9,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,10,3,4,36,5,14,38,39,51,66,98,63,28,401
50101100105,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,3,20,6,5,13,23,39,53,85,21,18,260
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
50101100107,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,0,7,4,4,13,3,0,0,30,11,5,30,48,57,96,85,37,7,386
50101100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
50101100109,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,7,3,3,0,31,14,18,34,65,86,106,90,27,0,440
50101100110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,0,0,23,3,11,29,24,37,48,39,14,3,213
50101100111,6,0,0,0,0,3,0,4,4,8,0,0,0,0,0,0,0,0,0,0,3,0,7,13,3,11,6,3,0,47,18,6,60,121,65,93,59,17,0,452
50101100112,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,15,14,3,6,0,0,37,7,9,33,61,54,75,61,26,3,330
50101100113,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,0,0,5,21,5,6,14,18,37,49,53,22,6,215
50101100114,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,6,7,16,16,3,9,5,0,65,11,14,59,113,109,84,47,22,12,479
50101100115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,9,11,3,5,5,0,36,6,8,32,57,59,66,65,20,6,317
50101100116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100301,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,4,0,16,8,9,23,28,20,39,25,31,16,193
50101100302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,3,0,15,8,12,19,62,50,34,31,22,0,234
50101100303,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,20,10,9,16,33,57,64,67,30,6,292
50101100304,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,10,0,0,31,5,9,26,33,40,39,37,17,0,197
50101100305,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,6,9,0,5,3,0,37,9,11,32,36,43,54,37,16,6,244
50101100306,0,0,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,4,0,0,0,14,21,17,51,66,70,95,50,20,0,388
50101100307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,20,7,8,24,44,45,57,51,17,0,258
50101100308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,7,0,0,0,24,4,5,23,53,74,93,65,23,0,342
50101100310,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,14,10,4,31,45,56,77,76,33,4,344
50101100311,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,11,3,0,28,4,0,31,60,45,45,34,20,0,246
50101100312,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,5,0,20,7,9,24,56,38,47,57,37,13,286
50101100313,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,21,5,13,63,50,23,23,36,13,12,228
50101100314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,14,9,4,31,29,30,53,31,7,6,200
