SA1_CODE_2021,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
50101129415,0,0,7,67,77,50,25,46,11,288
50101129416,0,0,11,57,116,50,39,60,27,351
50101129417,0,0,0,54,63,38,28,48,9,242
50101129418,5,0,9,44,77,50,17,32,16,238
50101129419,0,0,0,149,173,90,79,136,39,662
50101129420,0,0,5,35,56,32,17,52,9,199
50101129421,6,0,10,60,53,34,43,62,18,261
50101129422,0,0,4,56,79,35,32,56,15,277
50101129423,0,0,6,42,57,25,11,43,0,177
50101129424,0,0,0,13,19,14,11,11,0,64
50101129425,5,4,18,77,106,54,36,91,19,381
50101129426,0,0,0,81,108,41,33,81,14,360
50101129427,0,0,0,23,24,19,5,14,7,91
50101129428,0,0,12,57,96,46,23,49,17,292
50101129429,0,0,3,100,120,78,48,64,30,437
50101129430,3,0,4,51,86,30,25,78,11,282
50101129431,0,0,0,42,59,31,22,45,10,206
50101129432,6,0,11,39,48,24,25,61,19,216
50101129433,3,0,3,60,91,35,28,61,11,284
50101129434,8,0,13,41,57,26,22,67,10,212
50101129435,0,0,12,106,133,75,40,73,18,445
50101129436,5,6,15,45,84,42,16,77,28,286
50101129437,0,0,0,52,72,32,36,52,6,254
50101129438,3,0,3,23,40,11,19,31,8,129
50101129439,107,18,163,67,95,63,44,209,41,519
50101129440,0,0,0,97,123,71,37,84,25,438
50101129441,0,0,0,84,110,57,39,69,18,381
50101129442,0,0,3,77,121,52,28,70,21,367
50101129443,14,3,45,105,132,70,39,91,32,476
50101129444,0,0,3,94,139,74,57,78,18,459
50101129445,5,0,4,71,107,59,38,86,5,376
50101129446,9,6,28,77,89,37,30,106,33,372
50101129447,0,4,13,62,76,67,40,64,24,330
50101129448,0,4,0,74,102,56,36,79,15,353
50101129449,3,0,6,53,88,23,34,58,16,278
50101129450,0,0,12,52,69,32,20,35,14,227
50101129451,69,3,73,69,99,33,34,170,26,434
50101129452,7,5,19,42,74,51,27,103,18,323
50102100502,0,0,3,133,218,101,84,177,35,748
50102100504,4,0,6,33,61,22,30,54,13,218
50102100505,0,0,0,0,0,0,0,0,0,0
50102100506,0,0,0,17,17,11,3,25,29,103
50102100507,0,0,0,0,0,0,0,0,0,0
50102100508,0,0,15,48,105,41,25,68,15,290
50102100509,9,0,21,105,201,81,76,138,26,617
50102100510,0,0,0,227,323,118,102,217,34,1018
50102100511,0,0,8,50,102,45,41,63,16,308
50102100512,0,0,7,43,60,20,19,31,12,195
50102100513,0,0,4,63,101,41,39,50,16,318
50102100514,0,0,0,114,109,37,55,92,40,441
50102100515,0,0,0,0,0,0,0,0,0,0
50102100516,0,3,4,45,64,41,26,49,7,229
50102100517,10,3,27,58,65,42,28,77,21,286
50102100518,0,3,15,137,167,90,66,138,25,618
50102100519,10,0,10,76,147,65,44,89,25,451
50102100520,0,0,0,68,76,47,32,51,11,280
50102100521,4,0,11,67,88,49,36,85,32,349
50102100522,0,0,0,39,70,40,31,54,13,244
50102100524,0,3,3,36,82,30,35,72,11,272
50102100525,4,0,5,38,56,37,32,69,20,252
50102100526,0,0,0,39,72,28,28,60,15,241
50102100527,3,0,4,58,78,39,40,82,20,317
50102100528,10,0,9,36,59,16,20,45,16,194
50102100529,3,0,3,45,70,33,30,78,12,270
50102100530,0,0,0,110,166,96,65,83,22,540
50102100531,0,0,4,78,101,59,51,48,15,349
50102100532,0,3,5,50,91,64,44,76,22,344
50102100533,0,0,0,192,299,123,104,252,48,1014
50102100534,3,0,3,103,149,64,49,96,20,486
50102100536,0,0,3,41,68,32,24,47,10,238
50102100537,0,0,0,63,88,41,37,51,13,287
50102100538,0,0,4,54,116,71,40,66,15,352
50102100539,0,0,0,48,74,35,31,39,22,248
50102100540,0,0,4,78,101,61,44,73,17,378
50102100541,0,0,0,21,46,24,19,32,13,152
50102100542,0,0,0,30,37,8,8,27,6,121
50102100543,0,0,4,63,75,26,27,63,8,259
50102100544,5,0,5,32,62,34,26,36,8,204
50102100545,0,0,0,59,87,18,28,66,4,263
50102100546,4,0,4,74,77,49,25,51,11,287
50102100547,0,0,0,0,0,0,0,0,0,0
50102100548,0,0,3,76,77,39,35,81,24,338
50102100549,0,0,0,47,68,22,17,51,11,221
50102100550,0,0,0,65,93,42,38,46,12,298
50102100551,0,0,0,65,79,23,39,53,23,283
50102100701,0,0,0,49,59,31,46,49,18,243
50102100702,0,0,0,56,74,41,33,52,14,270
50102100704,5,0,16,85,105,49,52,108,32,427
50102100705,0,0,0,40,62,27,25,37,13,212
50102100706,0,0,0,57,56,33,27,43,15,225
50102100708,0,0,7,79,134,66,61,86,29,458
50102100709,3,0,5,53,87,34,38,43,22,280
50102100710,4,0,5,73,116,64,50,63,50,427
50102100711,0,0,6,46,81,42,37,58,31,291
50102100713,7,0,8,89,91,57,45,97,34,426
50102100714,0,0,5,55,90,47,40,87,25,341
50102100715,0,0,7,32,57,25,20,20,8,161
50102100716,0,0,0,43,62,30,21,46,0,203
50102100717,0,0,0,48,90,39,41,33,15,261
50102100718,0,0,0,30,63,28,20,19,18,177
50102100801,6,0,5,53,104,48,34,89,9,336
50102100802,10,3,18,111,121,63,42,128,26,494
50102100803,0,3,4,53,63,32,29,34,12,222
50102100804,3,0,7,73,98,54,46,82,24,371
50102100805,0,0,5,71,94,42,27,80,21,338
50102100806,0,0,0,0,0,0,0,0,513,513
50102100807,8,0,9,69,94,46,31,100,30,371
50102100809,4,0,10,97,149,61,41,192,64,597
50102100810,3,6,12,76,105,45,35,134,57,456
50102100811,62,5,67,40,65,24,15,150,12,311
50102100812,11,3,26,61,76,28,23,106,38,329
50102100813,4,0,11,73,99,39,27,98,37,376
50102100814,3,0,12,59,56,39,23,91,39,307
50102100815,0,0,9,86,109,52,41,113,50,446
50102100816,0,0,7,43,64,30,15,86,14,251
50102100817,0,0,0,0,0,0,0,0,0,0
50102100818,0,0,0,18,30,15,12,16,11,95
50102100901,3,0,6,26,64,21,31,53,14,200
50102100902,4,0,7,50,88,36,54,113,31,368
50102100903,0,3,11,56,98,45,48,65,18,333
50102100904,0,0,3,29,55,30,33,86,18,249
50102100905,0,0,3,104,120,57,49,131,58,515
50102100906,3,0,4,46,45,26,33,82,24,256
50102100907,0,0,0,32,36,40,26,46,11,201
50102100908,3,0,0,38,62,32,32,91,29,293
50102100909,7,3,11,43,70,22,36,51,32,254
50102100910,0,0,0,4,0,0,0,0,0,5
50102100911,0,0,3,35,49,37,24,46,18,207
50102100912,0,0,4,36,67,41,40,88,13,287
50102100913,3,0,4,27,42,27,27,67,13,198
50102100914,0,0,0,28,64,32,49,48,26,256
50102100915,0,0,0,0,0,0,0,4,0,6
50102100916,0,34,42,54,101,51,60,96,93,456
50102100917,0,0,0,0,0,0,0,0,0,4
50102100918,4,4,17,33,35,13,21,56,34,196
50102100920,0,0,6,77,102,40,58,99,30,402
50102100921,0,0,0,0,6,0,4,0,3,10
50102100922,0,0,9,22,39,25,24,32,8,153
50102100923,0,0,0,60,76,44,37,50,6,286
50102100924,0,0,3,35,41,20,21,26,0,145
50102100925,0,0,3,47,53,35,34,58,15,250
50102100926,0,0,0,39,64,30,28,53,16,237
50102100927,0,0,5,48,62,37,27,91,49,316
50102100928,0,3,7,67,83,55,52,116,40,413
50102100929,5,0,9,46,66,36,39,87,15,288
50102100930,0,0,0,0,0,0,0,0,0,0
50102100931,0,0,9,82,106,93,55,78,38,451
50102101001,5,0,5,31,80,40,28,43,24,242
50102101002,0,0,3,106,173,69,78,75,60,566
50102101003,5,0,9,78,86,53,42,40,25,325
50102101005,0,0,0,105,131,69,56,59,17,433
50102101006,7,3,11,72,91,52,48,91,69,413
50102101008,3,0,11,95,121,50,62,88,20,440
50102101009,0,0,3,62,66,47,35,45,13,268
50102101101,0,0,0,5,3,0,0,0,3,8
50102101201,9,4,19,72,94,47,50,123,20,410
50102101202,4,0,4,70,104,41,40,83,32,364
50102101203,0,3,12,51,81,43,37,65,17,292
50102101204,0,0,5,62,85,18,38,70,15,292
50102101205,0,0,0,42,51,26,20,58,14,218
50102101206,0,0,0,38,71,28,32,71,9,251
50102101207,0,0,6,64,87,39,30,77,9,304
50102101208,0,0,6,40,70,18,18,40,0,193
50102101209,6,0,5,118,162,94,65,115,22,577
50102101210,0,0,0,41,63,32,21,36,18,217
50102101213,0,0,0,0,4,0,3,0,0,6
50102101214,3,0,3,82,93,52,48,80,15,364
50102101215,0,0,0,102,149,60,48,86,13,456
50102101216,0,0,0,85,124,66,51,103,20,452
50102101217,0,4,6,51,58,32,27,42,18,231
50102101218,3,0,7,68,103,51,44,98,24,379
50102101219,10,0,16,71,113,46,37,98,42,413
50102101220,0,0,9,81,112,40,39,98,33,400
50102101221,0,0,0,64,86,54,28,67,20,315
50102101222,0,0,8,83,120,55,41,85,30,419
50102101223,0,0,0,0,0,0,0,0,0,0
50102101224,0,0,3,66,99,46,40,72,13,335
50102101225,0,4,0,99,178,79,60,119,30,549
50102101226,47,57,139,32,48,34,19,102,107,333
50102101227,0,0,0,77,123,59,48,114,25,455
50102101228,0,0,0,42,51,23,31,67,3,213
50102101229,5,0,5,69,97,29,43,82,13,331
50102101230,0,0,4,106,168,82,56,125,20,564
50102101231,14,9,34,72,125,53,49,131,32,458
50102101401,4,0,9,54,76,45,39,74,31,323
50102101402,4,0,3,70,87,59,36,71,38,367
50102101404,0,0,6,62,97,42,34,114,19,365
50102101405,5,0,12,51,93,41,43,91,10,338
50102101406,40,3,61,39,56,31,27,152,27,334
50102101407,9,4,16,73,89,43,36,136,27,400
50102101408,6,0,9,28,30,19,17,90,10,190
50102101409,0,0,4,30,35,24,20,59,7,180
50102101410,4,0,3,55,69,27,30,42,14,231
50102101411,5,3,19,40,45,18,27,102,44,273
50102101412,3,0,8,59,96,46,46,87,27,359
50102101413,0,0,0,30,46,18,25,40,8,163
50102101414,0,0,4,20,30,15,22,21,11,117
50102101415,6,0,11,72,116,50,67,72,34,410
50102101416,0,0,4,39,55,29,30,27,11,195
50102101417,0,0,6,92,83,52,43,66,25,360
50102101418,0,0,0,50,84,38,37,66,21,294
50102101419,5,0,16,84,103,56,53,90,31,406
50102101420,5,0,6,81,142,66,40,88,32,456
50102101421,5,0,4,106,206,86,65,102,29,596
50102101423,5,0,5,61,88,52,40,68,29,340
50102101424,0,0,0,54,117,34,32,41,24,304
50102101425,0,0,0,49,108,50,41,63,14,321
50102101426,0,3,3,54,82,44,18,42,22,260
50102101427,0,0,0,19,36,12,10,22,0,99
50102101501,6,0,12,44,57,30,24,56,22,235
50102101502,4,0,5,52,88,36,30,87,13,307
50102101503,3,0,12,88,128,50,49,137,18,464
50102101504,6,0,10,40,61,30,19,71,14,234
50102101505,12,0,19,127,131,67,36,118,42,519
50102101506,0,0,5,0,0,0,5,0,0,0
50102101507,7,0,9,109,151,67,46,156,28,554
50102101508,3,0,8,83,124,52,36,67,20,384
50102101509,0,0,9,45,49,39,24,50,13,221
50102101510,19,9,49,84,143,70,53,145,32,517
50102101513,0,0,9,71,100,46,42,132,28,414
50102101514,6,0,6,79,128,65,48,136,19,475
50102101515,0,0,8,93,105,54,39,101,28,416
50102101516,0,0,0,0,0,0,0,0,0,0
50102101517,0,0,0,71,102,45,42,116,39,421
50102101518,0,0,4,56,66,31,36,41,10,242
50102101519,0,0,0,0,0,0,0,0,0,0
50102101520,3,0,8,44,38,29,26,83,13,225
50102101521,0,0,3,64,73,35,25,76,9,281
50102101601,0,0,3,33,64,32,32,49,8,219
50102101602,6,0,7,66,100,54,66,119,37,438
50102101603,3,0,5,35,33,24,23,38,8,167
50102101604,0,0,0,32,48,36,38,26,3,185
50102101605,10,26,48,39,61,36,33,101,92,360
50102101606,0,0,3,30,50,19,30,49,13,186
50102101607,5,0,13,76,96,49,47,94,29,386
50102101608,4,0,9,118,185,93,95,105,36,628
50102101609,0,0,0,33,68,26,29,53,21,237
50102101610,0,0,0,0,0,0,0,0,0,0
50102101611,0,0,4,70,119,64,72,92,52,470
50102101612,3,0,8,40,46,40,26,65,47,254
50102125101,4,0,8,132,147,72,63,173,43,625
50102125102,0,0,0,146,190,63,61,197,43,712
50102125103,0,0,0,54,78,29,18,51,7,240
50102125104,4,0,3,145,244,97,115,211,45,852
50102125105,0,0,0,109,119,50,41,88,19,420
50102125106,0,0,0,71,119,47,33,48,11,331
50102125107,4,0,4,87,114,42,25,48,16,329
50102125108,0,0,0,52,76,31,19,65,8,252
50102125109,0,0,0,70,93,28,32,56,10,286
50102125110,0,0,3,82,128,43,51,131,14,444
50102125111,0,0,0,64,95,25,12,41,13,266
50102125112,0,0,0,96,103,48,46,86,12,392
50102125113,0,0,0,90,118,59,44,87,11,412
50102125114,0,0,0,106,169,64,40,139,36,562
50102125115,5,0,8,67,81,56,39,106,38,383
50102125116,0,0,0,84,133,42,52,85,18,408
50102125117,0,0,3,85,138,59,41,71,16,401
50102125201,0,0,4,65,67,36,17,37,14,238
50102125202,0,0,0,49,67,29,23,23,6,207
50102125203,4,4,8,122,195,98,78,119,26,641
50102125204,3,0,3,109,134,91,58,80,27,494
50102125205,0,0,4,55,79,47,31,48,10,267
50102125206,0,0,4,46,56,28,33,52,5,227
50102125207,0,0,3,45,87,25,27,45,10,239
50102125208,0,0,0,34,50,27,19,33,9,176
50102125301,10,0,12,123,193,62,42,147,46,611
50102125302,4,0,12,69,106,30,25,92,18,345
50102125303,7,4,13,52,72,36,26,71,39,294
50102125304,5,0,10,103,154,77,45,91,26,505
50102125305,3,0,8,53,93,32,31,59,22,285
50102125306,12,4,22,111,148,88,39,124,29,537
50102125307,5,0,11,44,89,44,23,71,11,289
50102125308,56,4,76,94,119,39,30,154,39,483
50102125309,4,0,6,77,90,35,24,83,28,345
50102125310,8,9,24,63,76,41,29,80,38,329
50102125311,3,0,12,83,119,49,38,98,24,415
50102125312,14,6,22,79,87,39,24,92,27,358
50102125313,8,0,16,84,101,58,29,78,19,364
50102125314,5,33,44,68,126,42,27,88,78,423
50102125315,0,0,7,114,141,44,23,134,28,485
50102125316,5,6,16,87,150,83,58,92,21,495
50102125317,30,25,65,54,70,32,22,91,57,335
50102125318,31,0,45,101,152,83,57,130,25,554
50102125319,17,0,31,84,127,48,41,103,24,423
50102125320,10,3,37,76,111,53,35,101,25,407
50102125321,0,0,8,95,104,38,28,88,55,400
50102125322,5,0,11,68,114,31,32,72,12,323
50102125323,3,0,7,49,87,50,38,41,16,281
50102125324,0,3,13,78,79,35,30,60,18,296
50102125325,0,0,4,51,75,38,23,41,12,234
50102125326,9,0,12,106,115,67,17,93,28,432
50102125327,0,0,3,67,87,42,32,48,8,288
50102125328,0,3,5,54,107,38,33,67,18,313
50102125401,3,0,3,56,72,39,16,149,49,388
50102125402,0,0,0,43,72,34,35,82,22,283
50102125403,0,3,7,61,68,26,34,132,34,360
50102125404,0,0,5,31,53,26,27,77,51,257
50102125405,3,0,3,60,56,27,31,103,23,301
50102125406,5,0,6,67,101,56,40,120,40,425
50102125407,7,0,8,83,122,54,38,124,24,442
50102125408,3,0,6,87,152,55,36,93,11,426
50102125409,4,0,5,52,67,25,25,52,34,258
50102125410,0,0,0,40,62,30,17,48,11,204
50102125411,0,4,7,49,73,36,31,91,17,287
50102125412,0,0,3,59,97,30,31,93,27,338
50102125413,0,0,3,35,42,17,20,56,26,207
50103101701,0,0,5,48,96,42,53,68,33,341
50103101702,10,0,21,75,104,56,60,104,63,458
50103101703,0,0,0,98,172,87,89,94,40,569
50103101704,0,0,3,72,88,56,49,48,35,356
50103101705,0,4,6,63,75,49,46,50,37,319
50103101706,6,0,7,49,58,46,41,80,28,304
50103101707,0,0,4,47,73,41,48,48,36,297
50103101708,0,0,0,48,51,36,37,49,14,227
50103101709,5,0,13,46,69,41,41,58,17,270
50103101710,0,0,4,77,107,65,40,67,19,380
50103101711,0,0,4,37,92,72,61,52,38,345
50103101712,0,0,3,20,52,17,21,29,22,156
50103101713,5,0,4,47,51,38,22,33,5,198
50103101714,20,6,32,48,95,62,49,67,32,359
50103101715,0,0,0,41,65,33,37,30,23,229
50103101716,0,0,4,44,77,44,35,51,28,270
50103101717,0,0,6,47,95,64,55,73,28,359
50103101718,0,0,3,25,56,23,34,40,18,198
50103101719,0,0,3,44,60,30,29,27,24,213
50103101801,0,0,3,49,63,28,46,39,12,237
50103101802,0,0,0,44,94,46,50,59,49,350
50103101803,28,0,35,41,59,40,27,77,12,255
50103101804,5,0,3,23,50,31,27,52,13,193
50103101805,0,0,5,79,117,60,60,87,35,434
50103101806,0,0,4,89,136,98,50,64,23,469
50103101807,0,0,0,49,60,31,34,35,8,221
50103101808,0,0,4,70,72,38,44,51,15,286
50103101809,0,0,3,34,87,42,36,41,27,272
50103101810,3,0,9,41,71,56,22,46,15,248
50103101811,0,0,9,47,105,66,48,36,19,326
50103101812,5,0,5,60,86,56,60,90,25,374
50103101813,4,0,11,79,109,62,64,100,21,432
50103101814,3,0,9,41,63,38,32,61,31,265
50103101816,4,3,15,54,65,60,52,110,25,361
50103101817,0,0,5,16,21,8,18,27,7,99
50103101818,0,0,9,52,92,57,36,43,27,309
50103101901,6,0,12,68,104,42,36,95,31,379
50103101902,0,0,3,43,39,25,16,62,5,187
50103101903,3,0,5,76,91,45,37,83,23,351
50103101904,0,0,0,41,68,22,30,47,10,225
50103101905,0,0,0,64,99,46,33,61,6,309
50103101906,0,0,6,23,29,17,11,27,11,122
50103101907,40,5,47,61,93,38,31,146,41,420
50103101908,6,0,9,64,88,54,34,54,24,324
50103101909,0,0,5,68,92,47,46,49,45,344
50103101910,0,0,6,58,100,28,24,46,31,287
50103101911,0,3,9,41,69,29,27,47,8,230
50103101912,0,0,3,34,51,12,20,56,10,192
50103101913,4,0,8,53,75,37,40,105,12,322
50103101914,6,0,7,78,103,55,36,78,18,358
50103101915,3,0,6,40,45,25,31,61,24,215
50103101916,0,0,0,35,32,16,23,61,17,184
50103102001,4,0,8,40,78,45,51,67,20,308
50103102002,0,0,3,37,54,27,21,35,9,179
50103102003,0,3,6,47,49,34,24,39,39,237
50103102004,3,0,9,65,127,81,62,70,36,439
50103102005,7,0,13,96,112,52,58,121,25,466
50103102006,0,0,4,54,88,47,43,52,35,330
50103102007,3,0,7,27,58,25,29,51,53,241
50103102008,0,0,3,37,69,38,45,38,54,279
50103102009,7,0,19,81,124,65,54,99,45,470
50103102010,3,0,10,84,150,101,94,75,80,586
50103102011,5,5,17,25,39,22,5,54,15,165
50103102012,4,0,3,37,56,34,22,36,18,205
50103102013,0,0,5,42,74,31,21,37,37,243
50103102014,6,3,12,71,112,46,20,75,37,362
50201102101,0,0,4,85,91,66,57,57,17,377
50201102102,8,0,6,59,111,65,80,113,17,442
50201102103,4,0,6,49,87,63,46,89,22,358
50201102104,0,0,8,109,153,86,75,150,42,619
50201102105,0,0,0,89,121,52,60,140,24,478
50201102106,0,3,4,78,102,40,45,49,21,337
50201102107,0,0,3,58,66,26,22,35,9,217
50201102108,0,0,4,66,73,45,31,68,22,306
50201102109,6,0,5,124,207,83,82,184,28,716
50201102110,0,0,0,3,0,0,0,0,0,0
50201102111,0,3,0,50,92,36,44,72,25,323
50201102112,3,0,12,72,104,80,64,125,11,455
50201102113,3,3,12,107,195,107,110,186,49,754
50201102114,0,0,0,33,68,36,26,47,11,220
50201102115,3,0,7,95,136,63,74,126,35,519
50201102116,0,0,4,104,160,57,65,145,29,563
50201102117,0,0,3,28,53,39,16,57,12,204
50201102201,9,0,19,40,97,41,38,99,29,341
50201102202,5,0,3,44,64,43,33,68,15,269
50201102203,9,0,8,49,82,28,33,61,16,262
50201102204,3,0,11,164,211,102,114,207,37,834
50201102205,4,3,7,120,172,79,75,153,51,650
50201102206,3,0,6,66,76,34,37,88,17,321
50201102207,4,0,10,45,90,42,39,94,22,327
50201102208,0,0,3,40,63,29,21,52,17,224
50201102209,0,0,5,61,97,50,41,76,25,351
50201102210,9,0,15,98,123,68,53,108,40,492
50201102211,0,0,0,111,150,75,56,128,25,550
50201102212,4,0,6,98,101,33,40,90,29,387
50201102213,6,0,16,79,112,54,60,144,21,470
50201102214,0,0,9,111,154,97,79,161,28,623
50201102215,8,0,11,53,82,45,29,76,9,291
50201102216,10,0,15,62,58,25,50,81,11,282
50201102217,9,0,10,45,70,31,33,83,16,279
50201102218,0,0,5,73,107,55,48,136,25,435
50201102219,5,0,10,93,138,75,75,115,23,523
50201102220,3,0,7,53,88,30,31,72,5,284
50201102301,0,0,11,92,89,63,53,112,41,447
50201102302,0,0,4,37,30,23,19,29,6,135
50201102303,0,0,5,58,71,35,24,58,17,265
50201102304,21,14,72,62,128,85,60,122,42,501
50201102306,11,6,20,81,108,49,40,139,37,437
50201102307,7,0,6,57,71,34,24,84,17,285
50201102308,0,0,3,71,97,39,52,120,35,410
50201102309,0,0,9,63,153,73,49,84,19,443
50201102310,0,0,4,63,112,39,48,67,12,340
50201102311,5,0,13,79,104,47,44,121,34,439
50201102312,0,0,7,35,45,34,24,71,11,224
50201102314,4,0,10,47,78,36,47,98,18,323
50201102315,3,0,13,49,70,27,35,84,20,276
50201102316,20,10,59,57,86,41,43,129,30,386
50201102317,0,0,0,70,73,29,25,112,20,326
50201102318,11,3,16,85,105,46,41,121,28,432
50201102319,8,0,7,57,90,48,47,142,35,425
50201102320,3,0,10,86,83,49,37,137,13,403
50201102321,0,0,0,0,0,0,0,0,0,4
50201102322,52,88,204,46,98,70,48,147,134,542
50201102323,4,0,10,42,65,29,21,75,15,247
50201102324,0,0,0,36,51,26,30,49,13,206
50201102325,0,0,4,65,104,37,34,132,19,386
50201102326,6,0,5,52,58,52,26,81,21,289
50201102401,4,0,6,98,133,72,60,113,26,509
50201102402,3,0,7,59,94,59,43,82,15,356
