SA1_CODE_2021,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
50101100101,0,0,4,0,5,4,9,0,0,28,0,0,5,3,6,7,4,3,0,29,0,0,10,4,11,8,5,3,0,31,0,0,5,0,4,0,5,0,0,15,0,0,0,3,0,7,7,0,0,16,0,0,0,3,4,0,0,0,0,11,0,0,4,4,3,4,0,3,0,25,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,6,6,0,0,15,0,0,3,7,6,11,4,6,0,40,25,10,30,41,54,75,48,22,4,315
50101100102,0,7,11,25,13,7,6,3,0,76,0,3,14,15,19,14,7,3,0,79,0,0,11,43,25,14,8,0,0,100,0,0,6,28,14,3,8,0,0,63,0,0,7,27,15,15,3,0,0,66,0,0,13,22,13,0,0,0,0,49,0,0,13,50,25,18,5,0,0,116,0,0,9,15,4,0,0,0,0,25,0,0,4,10,10,0,0,0,0,27,0,8,13,29,16,10,3,0,0,89,64,25,131,342,207,132,92,30,9,1026
50101100103,0,0,4,6,7,8,15,3,7,42,0,0,0,0,0,9,6,0,0,21,0,0,3,0,4,8,8,6,0,26,0,0,0,4,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,3,0,8,0,0,0,0,0,3,0,4,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,12,10,8,6,44,6,10,15,29,45,71,116,90,53,427
50101100104,0,0,3,6,7,9,7,6,3,42,0,0,3,4,0,0,3,0,3,30,0,0,7,8,5,9,4,4,0,31,0,0,5,4,6,6,3,0,0,18,0,0,4,3,6,6,3,0,0,13,0,0,0,4,5,0,0,0,0,5,0,0,0,6,0,3,0,0,0,13,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,5,0,0,0,3,4,0,14,8,6,36,10,14,38,39,51,66,98,63,28,406
50101100105,0,0,0,0,0,7,8,3,0,24,0,0,3,0,3,3,10,0,3,18,0,3,0,0,5,4,11,0,0,26,0,0,0,0,4,0,6,0,0,12,0,0,0,0,0,3,0,0,0,8,0,0,0,0,4,0,0,0,0,7,0,0,0,6,4,0,3,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,6,0,0,9,11,5,13,23,39,53,85,21,18,266
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
50101100107,0,0,0,3,0,10,4,3,0,30,0,0,8,8,7,9,8,0,0,44,0,0,0,4,5,5,9,0,0,24,0,0,6,5,0,3,0,0,0,12,0,0,4,0,3,3,4,0,0,9,0,0,0,7,5,3,4,3,0,15,0,0,0,0,0,0,0,0,0,10,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,7,4,0,7,4,4,19,3,5,0,37,21,5,30,48,57,96,85,37,7,387
50101100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
50101100109,0,3,8,3,7,18,15,3,0,59,0,3,3,5,12,14,7,0,0,45,0,0,3,3,7,12,8,0,0,33,0,3,6,6,11,8,3,3,0,32,0,0,0,3,7,3,0,3,0,17,0,0,3,0,5,0,4,0,0,7,0,0,0,8,9,3,0,0,0,18,0,0,4,0,0,3,0,0,0,6,0,0,0,5,3,3,0,0,0,12,0,0,0,11,10,15,5,3,0,38,26,18,34,65,86,106,90,27,0,457
50101100110,0,4,4,0,0,4,3,0,0,20,0,3,0,3,0,4,0,7,0,17,0,0,10,0,4,5,0,0,0,19,0,0,0,4,3,3,3,0,0,17,0,0,0,0,0,5,0,0,0,8,0,0,3,0,0,3,0,0,0,5,0,0,4,3,3,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,4,0,0,15,4,11,29,24,37,48,39,14,3,217
50101100111,0,3,8,7,0,8,4,5,0,38,0,0,10,11,3,3,4,6,0,43,0,0,4,14,4,11,10,3,0,39,0,0,8,4,9,12,0,0,0,34,0,0,0,10,6,4,0,0,0,20,0,0,0,6,5,10,0,0,0,25,0,0,9,12,9,9,8,0,0,33,0,0,0,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,8,4,0,7,13,7,7,0,0,0,41,26,6,60,121,65,93,59,17,0,457
50101100112,0,0,0,9,0,6,4,0,0,26,0,0,0,9,6,14,0,0,0,36,0,0,0,4,5,11,3,0,0,29,0,0,5,3,4,11,3,4,0,28,0,0,3,3,7,3,0,0,0,13,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,4,4,0,0,17,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,5,0,0,9,0,0,6,13,12,9,6,0,0,45,19,9,33,61,54,75,61,26,3,344
50101100113,0,0,7,4,4,11,4,0,0,28,0,0,0,4,6,9,4,0,0,15,0,0,0,0,0,3,4,0,0,14,0,0,3,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,4,0,0,10,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,6,4,0,23,3,6,14,18,37,49,53,22,6,214
50101100114,3,4,0,10,12,10,6,0,0,44,0,4,6,4,14,11,3,0,5,43,0,0,7,11,17,13,0,0,0,48,0,0,6,15,9,3,0,0,0,31,0,0,0,11,9,3,0,0,0,26,0,0,0,4,11,0,0,0,0,16,0,0,12,7,5,7,4,0,0,34,0,0,0,6,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,9,4,6,8,16,18,6,5,3,0,54,23,14,59,113,109,84,47,22,12,489
50101100115,0,4,6,11,7,7,9,3,0,42,0,0,5,5,8,6,9,0,0,29,0,0,0,9,7,5,0,0,0,29,0,0,3,4,3,7,0,0,0,20,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,7,9,3,3,0,0,0,23,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,9,8,14,5,6,5,0,47,19,8,32,59,59,66,65,20,6,328
50101100116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100301,4,0,0,0,0,0,4,3,3,17,0,0,4,4,3,0,3,0,0,22,0,0,3,4,0,5,0,0,0,12,0,0,3,0,0,3,0,0,3,19,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,7,0,0,0,7,0,3,5,0,0,10,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,8,0,19,14,9,23,28,20,39,25,31,16,195
50101100302,0,6,0,9,5,6,9,3,0,29,0,0,6,5,0,5,3,0,0,19,0,0,0,3,3,8,0,0,0,17,0,0,4,5,0,0,0,0,0,13,0,0,0,6,6,8,4,0,0,21,0,0,0,0,6,0,0,0,0,14,0,0,3,3,9,0,0,0,0,23,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,9,0,0,0,5,0,5,0,0,0,21,26,12,19,62,50,34,31,22,0,249
50101100303,3,0,0,0,3,6,3,0,0,22,0,0,0,4,6,7,0,4,0,26,0,0,4,3,4,0,4,0,0,13,0,0,0,4,4,0,0,0,0,12,0,0,3,3,4,3,3,0,0,18,0,0,0,0,4,5,0,0,0,10,0,0,0,5,5,4,0,0,0,20,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,3,0,0,0,15,0,0,0,0,5,6,4,3,0,15,20,9,16,33,57,64,67,30,6,298
50101100304,4,4,6,3,4,4,3,0,0,23,0,0,0,0,5,5,0,0,0,17,0,0,0,0,6,5,4,0,0,13,0,0,0,5,3,0,0,0,0,4,0,0,3,0,3,4,0,0,0,9,0,0,0,4,5,0,0,0,0,9,0,0,3,8,4,0,0,0,0,19,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,7,4,0,3,4,0,9,5,4,0,28,23,9,26,33,40,39,37,17,0,217
50101100305,0,0,0,5,0,3,7,0,0,16,0,0,0,3,5,7,4,0,3,19,4,4,0,5,0,8,0,0,0,20,0,0,3,0,3,0,0,0,0,12,0,0,5,0,5,3,0,0,0,17,0,0,0,3,5,0,0,0,0,7,0,0,3,5,3,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,10,0,3,3,4,10,5,9,3,0,38,15,11,32,36,43,54,37,16,6,255
50101100306,0,3,7,4,9,4,6,0,0,30,0,0,5,3,5,8,3,4,0,36,0,0,4,10,8,13,0,3,0,40,0,0,0,6,4,4,4,0,0,19,0,0,5,5,4,4,0,0,0,14,0,5,3,5,3,3,0,0,0,19,0,0,5,8,8,9,0,0,0,34,0,0,0,0,0,3,0,0,0,7,0,0,6,0,0,0,0,0,0,15,0,0,6,0,7,9,0,0,0,25,32,17,51,66,70,95,50,20,0,405
50101100307,0,0,4,4,0,3,7,0,0,15,0,0,4,0,4,4,0,5,0,23,0,0,3,4,0,9,6,0,0,21,0,0,0,9,3,3,7,0,0,22,0,0,3,3,4,0,0,0,0,16,0,0,0,5,4,3,0,0,0,7,0,0,4,6,12,6,3,0,0,34,0,0,0,3,0,0,0,0,0,4,0,0,0,4,4,5,0,0,0,18,5,0,0,3,4,4,7,0,0,16,12,8,24,44,45,57,51,17,0,265
50101100308,0,3,0,0,0,10,9,0,0,34,0,4,10,0,7,5,9,0,0,37,0,0,0,3,9,11,5,0,0,31,0,0,5,3,7,5,0,0,0,28,0,0,0,0,3,7,0,0,0,14,0,0,0,4,10,4,3,0,0,21,0,0,0,8,5,8,10,0,0,33,0,0,0,0,0,5,4,0,0,9,0,0,0,3,8,9,0,0,0,13,0,0,5,9,5,4,4,0,0,28,20,5,23,53,74,93,65,23,0,359
50101100310,0,0,3,0,4,5,11,0,0,35,0,3,5,5,0,13,4,5,0,34,0,0,3,12,12,12,12,3,0,47,0,0,3,5,6,5,0,0,0,19,0,0,5,4,5,0,8,7,0,19,0,0,0,3,3,0,0,0,0,11,0,0,3,4,12,8,5,0,0,30,0,0,0,0,0,0,0,0,0,4,0,0,0,9,4,4,4,4,0,27,3,0,4,0,0,5,0,4,0,15,22,4,31,45,56,77,76,33,4,361
50101100311,0,0,4,3,3,4,0,4,0,21,0,0,3,7,4,3,4,0,0,17,0,0,3,10,5,4,0,0,0,19,0,0,5,0,3,11,0,0,0,25,0,0,0,4,3,0,0,0,0,16,0,0,4,3,3,5,0,0,0,17,0,0,4,7,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,9,0,0,0,6,8,3,0,0,0,13,0,0,3,0,3,4,11,4,0,27,17,0,31,60,45,45,34,20,0,256
50101100312,0,3,0,4,6,3,0,0,0,22,0,0,5,6,0,3,7,4,0,28,0,3,0,0,0,3,4,0,0,21,0,0,7,3,6,3,4,3,0,25,0,0,0,6,3,5,3,0,0,20,0,0,0,5,0,0,0,0,0,7,0,0,3,10,0,0,0,0,0,15,0,0,3,4,3,0,0,0,0,9,0,0,0,0,4,6,3,0,0,11,0,0,3,6,0,0,5,8,3,23,14,9,24,56,38,47,57,37,13,291
50101100313,0,3,9,13,0,4,0,0,6,29,0,6,3,0,4,6,4,0,0,20,0,0,12,3,3,5,0,0,0,28,0,0,8,0,0,0,0,3,0,7,0,0,3,5,5,0,5,0,0,14,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,6,4,0,10,6,0,0,0,0,0,31,7,13,63,50,23,23,36,13,12,232
50101100314,0,0,5,4,3,6,4,0,0,24,0,0,7,0,6,0,3,0,0,15,0,0,6,4,10,9,0,0,0,23,0,0,3,6,0,0,3,0,0,14,0,0,0,3,0,3,4,0,0,14,0,0,0,0,0,4,0,4,0,8,0,0,0,0,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,3,0,0,3,6,0,7,0,0,0,18,15,4,31,29,30,53,31,7,6,208
50101100315,0,3,7,0,6,6,0,0,0,25,0,0,5,8,7,5,6,0,0,31,0,5,6,8,5,5,0,0,0,32,0,0,3,7,3,7,5,0,0,29,0,0,3,5,3,3,4,0,0,12,0,0,4,0,6,0,3,0,0,21,0,0,0,6,8,6,6,0,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,10,3,3,12,0,0,29,6,3,3,6,9,3,4,5,0,41,20,22,35,65,73,64,58,20,3,360
50101100316,0,0,0,6,0,4,6,0,0,17,0,0,5,0,3,4,7,0,0,18,0,0,4,6,7,9,4,0,0,30,0,0,3,0,5,10,0,0,0,22,0,0,0,5,6,0,0,0,0,14,0,0,0,4,4,4,0,0,0,12,0,0,4,6,16,3,0,0,0,29,0,0,0,0,0,5,3,0,0,5,0,0,0,3,5,6,3,0,0,19,4,0,11,0,0,0,5,0,0,19,14,0,31,44,54,63,56,9,3,277
50101100317,0,0,3,0,12,3,5,0,0,33,4,7,0,0,10,10,6,0,0,37,0,0,6,3,0,3,5,5,0,24,0,0,3,10,9,9,4,0,0,34,0,0,6,0,7,3,6,0,0,22,0,0,5,5,8,8,0,0,0,28,0,0,0,0,10,12,7,0,0,37,0,0,0,0,3,3,0,0,0,8,0,0,0,8,9,5,0,0,0,26,3,0,4,0,10,9,0,0,0,28,32,20,31,43,107,90,59,11,9,393
50101100319,0,3,4,0,4,0,8,3,0,20,0,0,7,6,3,3,4,0,0,20,0,0,0,4,0,6,13,4,0,33,0,0,4,0,5,0,7,3,0,21,0,0,0,7,6,10,3,7,0,27,0,0,0,0,3,0,3,0,0,9,0,0,0,5,4,7,0,0,0,18,0,0,0,0,0,5,0,0,0,7,0,0,0,5,4,0,0,0,0,18,6,0,4,0,0,4,4,4,3,26,17,4,23,25,43,55,73,44,13,293
50101100320,0,3,3,15,7,7,9,4,0,54,0,0,6,5,11,10,12,4,0,44,0,3,8,10,4,8,4,5,0,33,0,0,4,10,11,7,3,0,0,35,0,0,3,8,3,10,3,0,0,24,0,3,0,6,12,7,3,0,0,28,0,0,11,20,10,19,0,0,0,48,0,0,0,4,6,0,0,0,0,7,0,0,0,6,11,0,0,0,0,23,3,0,4,11,4,7,3,0,0,33,30,17,51,114,81,85,97,42,5,528
50101100321,0,4,0,6,3,3,0,3,3,25,0,5,3,6,11,10,3,4,0,47,0,0,7,7,11,3,5,0,0,31,0,0,0,5,5,8,10,5,0,31,0,0,3,3,9,10,0,0,0,34,0,0,0,8,5,4,0,0,0,20,0,0,0,10,14,4,0,0,0,31,0,0,0,0,6,0,0,0,0,8,0,0,0,10,10,6,0,0,0,27,3,0,0,7,11,9,8,0,0,34,38,8,25,86,97,60,59,21,5,403
50101100322,0,0,4,0,0,0,0,0,0,8,0,3,3,0,4,4,4,0,0,17,0,0,3,0,0,0,0,0,0,12,0,0,0,3,3,0,0,0,0,12,0,0,6,4,0,6,3,0,0,13,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,4,7,0,0,16,0,0,0,5,0,0,0,0,0,9,0,0,0,3,3,9,11,0,0,25,0,4,7,0,5,3,4,5,0,31,4,12,18,26,24,33,44,17,3,185
50101100323,0,0,0,4,0,8,0,0,0,12,0,0,3,0,5,0,6,0,0,16,0,0,0,3,4,8,3,0,0,22,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,8,0,0,0,7,0,0,0,0,3,0,0,0,0,6,0,0,0,12,6,5,0,0,0,24,0,0,0,0,4,0,0,0,0,8,0,0,0,3,0,0,0,0,0,7,0,0,0,8,3,9,0,0,0,27,13,0,20,52,41,50,33,13,0,221
50101100324,0,3,0,0,4,5,9,7,0,29,0,6,0,0,4,6,0,0,0,22,0,0,3,4,7,5,4,3,0,28,0,0,3,3,6,5,7,0,0,31,0,0,0,7,3,4,5,0,0,18,0,0,0,3,5,0,0,0,0,11,0,0,0,14,7,7,3,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,4,14,4,0,0,0,22,0,0,0,5,0,3,0,0,0,8,24,12,20,47,59,72,65,34,3,336
50101100325,0,0,3,16,6,3,9,6,0,47,0,4,9,14,14,0,4,5,0,55,0,4,10,19,7,10,0,0,0,62,0,0,9,11,7,10,0,0,0,34,0,0,10,8,11,0,0,0,0,34,0,0,6,5,8,0,0,0,0,23,0,0,12,16,8,0,5,0,0,34,0,0,0,5,3,0,0,0,0,10,0,0,0,5,7,0,3,0,0,17,3,0,9,16,11,0,3,0,0,40,36,16,88,141,104,55,56,24,6,518
50101100326,0,0,3,8,7,0,0,0,3,24,0,4,10,10,9,6,8,0,0,39,0,3,6,10,11,0,3,0,0,39,0,0,3,8,5,3,7,0,0,25,0,0,4,5,6,5,0,0,0,18,0,0,3,6,10,0,0,0,0,23,0,0,12,12,5,5,0,0,0,34,0,0,0,0,5,0,0,0,0,9,0,0,0,4,6,5,0,0,0,15,0,4,7,9,4,11,6,6,0,40,25,12,68,78,66,43,55,20,0,383
50101100328,0,4,8,15,13,3,9,5,5,62,0,3,4,20,12,10,13,3,0,66,0,0,9,15,26,15,16,0,0,71,0,0,3,12,20,8,3,3,0,56,0,0,9,9,12,5,0,3,0,44,0,0,6,7,11,0,0,0,0,26,0,0,6,15,22,8,0,0,0,52,0,0,5,0,9,6,0,0,0,16,0,0,0,4,9,4,0,0,0,19,3,4,15,11,6,9,3,7,0,57,48,22,81,139,152,109,106,54,11,725
