SA1_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
50101100101,3,3,3,10,9,22,0,0,0,4,0,8,16,14,22,6,15,20,0,0,0,0,0,0,12,12,22,0,0,0,0,0,0,3,0,3,3,0,7,0,0,0,5,0,12,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,3,5,12,7,7,13,0,0,0,0,4,4,0,0,0,0,7,3,23,23,49,57,60,119
50101100102,20,17,39,97,80,171,9,0,4,14,14,27,109,92,206,39,41,79,0,10,11,0,7,10,49,58,103,0,0,0,0,0,0,0,0,0,5,17,21,0,0,0,13,22,30,0,3,0,0,0,0,0,0,0,3,13,21,0,0,0,5,21,29,15,40,56,0,0,0,4,7,11,0,0,0,4,7,11,76,71,145,271,286,554
50101100103,3,0,6,5,4,6,0,0,0,3,0,3,6,4,10,6,9,10,0,0,0,0,0,0,6,3,11,0,0,0,0,0,0,5,0,5,3,5,6,0,0,0,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,11,0,0,0,0,0,0,0,0,0,0,0,0,18,17,35,41,32,69
50101100104,3,0,5,5,14,17,0,0,5,0,0,0,4,8,17,8,3,14,0,0,0,0,0,3,6,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,17,40,38,38,79
50101100105,0,0,0,7,7,12,0,0,0,0,0,0,7,7,12,8,3,13,0,0,0,0,0,0,8,3,13,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,3,3,0,0,0,0,3,3,12,6,13,20,26,52
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100107,0,0,0,4,3,9,6,4,9,0,0,0,6,9,17,13,7,14,0,0,0,0,0,0,13,7,20,0,0,0,0,0,0,3,0,3,6,8,13,0,0,0,9,3,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,11,4,15,0,0,0,0,0,0,0,0,0,0,3,3,21,19,35,45,45,94
50101100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100109,0,0,3,18,19,31,0,0,0,0,6,10,15,25,38,18,19,32,0,0,0,0,0,5,17,21,31,0,0,0,0,3,3,4,5,3,0,0,3,0,0,0,4,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,14,0,0,0,0,0,0,0,0,0,0,0,0,21,19,41,59,73,131
50101100110,0,0,0,5,4,11,0,0,0,0,0,0,7,10,15,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4,0,12,12,0,0,5,0,0,0,0,0,0,0,0,5,12,11,24,23,36,60
50101100111,7,8,11,28,20,45,3,0,3,7,7,10,32,24,60,10,7,21,0,0,0,0,0,0,10,13,26,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,3,6,3,11,14,3,0,3,0,4,4,0,0,0,3,4,5,29,26,50,89,84,169
50101100112,8,7,10,22,7,27,4,6,8,0,0,3,26,9,34,10,6,18,0,0,0,0,0,0,11,11,22,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,7,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,5,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,31,29,58,78,58,129
50101100113,0,0,4,0,4,9,0,0,0,0,6,6,6,11,13,4,4,11,0,0,0,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,7,11,0,0,0,0,0,0,0,0,0,0,0,0,10,12,17,20,35,55
50101100114,5,13,13,38,28,63,0,3,3,3,0,3,38,30,70,9,10,23,3,0,0,0,0,0,15,13,26,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,3,6,10,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,6,6,3,11,15,0,0,5,0,4,8,0,0,0,4,0,7,39,40,84,105,111,219
50101100115,3,5,10,7,17,26,0,0,0,8,0,3,11,19,29,4,10,17,0,0,6,0,3,3,12,16,24,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,4,4,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,4,6,9,11,0,0,0,0,0,0,0,0,0,0,0,3,16,20,39,45,69,114
50101100116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100301,0,0,0,5,4,13,0,0,6,0,0,0,10,5,15,0,0,0,0,0,0,0,4,3,0,4,6,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,9,12,19,16,31,45
50101100302,0,3,0,16,15,29,4,12,16,0,0,0,24,21,45,7,3,11,13,9,18,4,5,8,20,22,39,0,0,0,0,0,0,4,0,4,0,3,3,0,0,0,3,3,7,0,0,0,0,6,3,0,0,0,0,5,5,0,0,0,4,9,13,4,12,19,0,0,0,0,0,0,0,0,0,0,0,0,12,10,18,60,66,127
50101100303,0,0,4,10,3,10,0,4,3,3,0,3,10,12,19,5,5,3,3,0,6,3,3,3,9,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,7,8,0,0,0,0,0,0,0,0,0,0,0,0,3,10,20,32,41,71
50101100304,3,0,0,5,3,12,0,0,0,0,3,10,8,11,24,10,6,17,0,5,4,3,0,5,15,12,27,0,0,0,0,0,0,0,5,6,0,4,3,0,0,0,0,5,10,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,0,6,10,8,10,17,0,0,0,0,0,0,0,0,0,0,0,0,13,16,29,39,53,94
50101100305,4,9,9,5,5,13,0,6,6,0,5,5,8,10,16,6,3,10,0,0,0,3,3,8,13,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,16,47,47,47,93
50101100306,0,0,0,9,11,21,0,4,4,6,10,20,17,25,42,8,3,12,4,4,8,5,6,9,15,16,34,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,3,6,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,6,13,0,0,0,4,0,4,0,0,0,4,0,4,8,8,18,50,62,111
50101100307,6,0,8,7,11,17,4,3,10,8,0,5,11,19,31,8,3,7,3,3,8,0,0,0,10,11,16,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,6,4,5,0,0,0,0,9,11,8,10,14,0,0,0,0,0,0,0,0,0,0,0,0,8,13,24,38,52,95
50101100308,3,0,5,7,8,15,10,8,17,5,3,6,28,14,41,4,3,13,4,0,5,5,9,15,12,18,27,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,5,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,8,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,16,14,25,59,53,117
50101100310,5,3,5,4,11,12,9,3,6,0,0,0,10,13,25,5,5,13,5,3,12,5,4,7,14,15,28,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,4,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,13,7,16,41,50,87
