SA1_CODE_2021,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
50302103901,23,19,4,0,145
50302103902,53,68,9,0,291
50302103903,36,15,5,5,315
50302103904,0,0,0,0,0
50302103905,45,13,15,0,277
50302103906,35,27,0,0,219
50302103907,44,19,5,0,241
50302103908,46,32,11,4,348
50302103909,23,15,0,3,187
50302103910,52,39,14,0,430
50302103911,43,26,4,0,273
50302103912,37,26,9,0,328
50302103913,53,38,15,0,244
50302103914,29,20,12,16,338
50302103915,20,13,8,5,165
50302103916,66,42,11,4,263
50302103917,48,18,14,0,311
50302103918,67,38,8,0,311
50302103919,15,12,0,0,224
50302103920,70,58,17,5,304
50302103921,61,43,13,0,309
50302103922,56,34,7,4,345
50302103923,34,43,19,9,295
50302103924,25,17,20,19,363
50302103925,27,29,13,4,336
50302103926,35,17,7,3,204
50302103927,45,30,5,4,207
50302103928,43,40,12,0,271
50302103929,52,35,4,3,444
50302103930,58,33,14,0,443
50302103931,37,14,5,4,183
50302103932,54,27,9,3,357
50302103933,45,41,27,7,324
50302103934,50,26,4,0,208
50302103935,42,55,47,32,353
50302103936,40,26,7,5,209
50302103937,45,14,4,0,216
50302103938,31,17,0,5,188
50302103939,27,13,3,0,187
50302104001,44,28,11,4,325
50302104002,42,26,12,5,406
50302104003,50,14,11,0,328
50302104004,31,20,0,0,178
50302104005,60,26,17,3,322
50302104006,56,28,12,6,425
50302104007,47,22,5,0,308
50302104008,41,20,0,0,214
50302104009,48,32,6,0,283
50302104010,47,42,25,14,345
50302104011,47,31,8,4,306
50302104012,34,11,5,4,192
50302104013,35,18,0,4,262
50302104014,34,38,8,0,286
50302104015,25,10,9,0,250
50302104016,20,15,16,25,192
50302104017,31,13,6,3,327
50302104018,37,24,9,0,240
50302104019,31,26,5,0,253
50302104020,38,22,16,3,243
50302104021,57,33,9,3,277
50302104201,53,69,32,6,306
50302104205,35,28,17,10,354
50302104206,54,49,30,7,312
50302104207,39,22,15,0,265
50302104208,60,49,19,0,456
50302104209,28,48,37,33,284
50302104210,33,36,19,7,290
50302104211,34,36,14,6,224
50302104212,48,44,34,18,260
50302104213,57,51,9,0,284
50302104214,19,21,18,0,218
50302104215,45,63,21,8,312
50302104216,27,36,8,0,246
50302104217,52,54,23,0,310
50302104218,21,21,8,0,135
50302104219,48,29,21,4,266
50302104220,52,32,14,0,249
50302104221,65,35,14,6,287
50302104222,53,41,11,6,299
50302104223,73,33,12,6,354
50302104224,35,58,24,0,289
50302104225,51,32,17,4,260
50302104226,65,59,56,26,330
50302104227,4,3,3,0,29
50302104228,24,24,11,4,193
50302104229,37,41,13,5,263
50302104230,55,31,16,5,286
50302104231,74,78,34,11,348
50302104232,23,17,5,3,206
50302104233,65,46,15,3,503
50302104234,43,33,11,0,378
50302104235,37,25,11,0,207
50302104236,12,14,4,0,346
50302104237,0,45,88,63,200
50302104238,51,79,26,5,357
50302104239,51,48,14,0,188
50302104240,60,45,41,10,511
50302104241,13,15,5,3,296
50302104242,59,53,12,3,333
50302104243,23,16,6,0,288
50302104244,12,14,6,0,203
50302104301,10,20,6,0,205
50302104303,14,23,4,0,318
50302104304,26,29,23,27,355
50302104305,19,19,7,3,255
50302104306,38,32,22,3,385
50302104307,20,12,4,0,207
50302104308,23,22,13,5,301
50302104309,0,0,0,0,3
50302104310,56,44,33,41,402
50302104311,0,0,0,0,0
50302104313,16,11,4,0,428
50302104314,16,22,6,4,315
50302104315,8,5,4,0,242
50302104316,31,34,15,3,349
50302104317,42,38,7,7,449
50302104318,42,37,19,5,241
50302104319,41,30,7,0,311
50302104320,49,47,28,24,336
50302104321,41,48,25,8,392
50302104322,51,39,10,0,261
50302104323,71,27,3,4,307
50302104324,22,44,68,117,387
50302104325,59,25,12,4,269
50302104326,40,19,3,4,200
50302104327,39,22,3,3,211
50302104328,43,30,0,3,263
50302104329,49,35,19,3,342
50302104330,56,31,13,6,347
50302104331,57,21,18,3,388
50302104332,27,30,21,38,253
50302104333,61,50,18,7,268
50302104334,57,45,18,0,322
50302104335,41,31,13,0,349
50302104337,48,32,8,0,368
50302104338,58,30,10,4,252
50302104339,62,45,10,5,378
50302104340,7,12,3,0,310
50302104341,11,9,0,0,251
50302104342,8,5,0,0,247
50302104343,19,11,4,0,201
50302104344,3,8,3,0,278
50302104345,17,15,0,0,265
50302129501,104,64,11,3,474
50302129502,64,22,10,0,425
50302129503,31,25,5,0,405
50302129504,43,38,29,0,224
50302129505,42,22,10,0,508
50302129506,20,20,11,7,330
50302129507,40,35,9,0,306
50302129508,48,27,0,0,592
50302129509,84,50,19,0,313
50302129510,29,12,5,4,302
50302129511,21,0,0,0,321
50302129512,22,21,5,0,166
50302129513,41,17,0,0,655
50302129514,0,0,0,0,0
50302129515,51,19,5,0,516
50302129516,48,34,13,6,379
50302129517,36,29,9,0,378
50302129518,36,48,16,9,405
50302129519,38,38,12,0,222
50302129520,43,37,0,0,268
50302129521,26,28,4,0,239
50302129522,42,25,11,0,450
50302129523,22,18,7,7,360
50302129524,15,0,0,0,214
50302129525,42,24,7,3,220
50302129601,20,21,15,3,295
50302129602,51,20,7,0,444
50302129603,12,9,0,0,319
50302129604,37,18,12,0,293
50302129605,34,25,8,3,405
50302129606,50,26,12,3,449
50302129607,17,13,4,0,211
50302129608,38,12,5,0,262
50302129609,27,16,4,0,245
50302129610,19,13,0,0,371
50302129611,35,15,4,0,314
50302129612,22,3,8,0,323
50302129613,15,8,7,0,224
50302129614,39,41,9,10,357
50302129615,34,14,7,0,377
50302129616,19,8,3,0,215
50302129617,21,16,5,0,265
50302129618,47,37,7,0,394
50302129619,20,14,0,0,234
50302129620,24,19,0,0,415
50302129621,23,21,10,0,173
50302129622,17,7,6,0,416
50302129623,19,7,0,0,303
50302129624,25,9,6,0,337
50302129625,20,11,18,11,263
50302129626,18,17,0,0,206
50302129701,41,25,9,0,475
50302129702,0,0,0,0,0
50302129703,44,40,24,5,256
50302129704,25,13,9,0,150
50302129705,24,6,0,0,296
50302129706,42,11,10,3,458
50302129707,14,8,0,0,276
50302129708,32,12,0,0,296
50302129709,42,17,0,0,235
50302129710,27,17,7,0,446
50302129711,0,0,0,0,4
50302129712,16,6,0,0,704
50302129713,31,20,10,10,470
50302129714,49,22,6,0,292
50302129715,15,0,0,0,198
50302129716,18,3,0,0,408
50302129717,26,8,3,0,542
50302129718,24,10,6,0,211
50302129719,4,0,0,0,157
50302129720,20,0,0,0,240
50302129721,43,27,17,5,246
50302129722,52,37,14,0,586
50302129723,3,4,0,0,189
50302129724,0,0,0,0,0
50302129725,30,16,0,0,380
50302129726,30,8,0,0,371
50302129727,26,32,32,27,337
50302129728,17,15,9,0,311
50302129729,65,40,15,3,671
50401104401,29,11,8,0,136
50401104402,27,21,9,0,184
50401104403,24,19,9,0,119
50401104404,34,12,10,0,292
50401104405,28,39,17,6,231
50401104406,14,23,12,3,164
50401104407,30,43,7,0,258
50401104408,33,32,8,0,229
50401104409,12,11,0,0,176
50401104410,23,7,3,0,212
50401104411,45,18,11,0,268
50401104412,23,15,8,5,219
50401104413,28,14,4,4,193
50401104414,23,22,11,9,238
50401104415,67,44,8,4,492
50401104416,37,25,7,5,194
50401104417,45,38,13,3,228
50401104418,34,24,11,0,224
50401104419,90,36,13,4,373
50401104420,29,14,13,0,215
50401104421,71,30,22,4,316
50401104422,50,36,14,8,323
50401104423,53,44,19,3,329
50401104424,28,19,3,6,201
50401104425,43,28,14,4,218
50401104426,31,19,5,3,270
50401104427,20,13,10,0,169
50401104428,35,32,23,11,300
50401104429,77,40,18,8,361
50401104430,35,19,10,4,218
50401104431,39,28,12,3,250
50401104432,0,0,0,0,0
50401104433,41,16,18,5,363
50401104434,0,0,0,0,0
50401104435,41,32,28,13,292
50401104436,11,18,4,0,99
50401104437,15,18,5,4,102
50401104501,25,21,3,0,214
50401104502,16,18,7,0,145
50401104503,53,26,9,4,304
50401104504,38,25,4,0,252
50401104505,40,26,15,5,297
50401104506,19,24,17,5,169
50401104507,27,27,11,0,180
50401104508,21,6,6,4,157
50401104509,47,18,7,4,202
50401104510,26,19,16,4,205
50401104511,60,51,17,39,466
50401104512,3,0,4,0,15
50401104513,44,16,22,4,265
50401104514,42,24,5,0,235
50401104515,39,33,7,5,291
50401104516,50,13,4,0,273
50401104517,46,36,19,0,352
50401104518,18,19,4,3,168
50401104519,4,0,0,0,4
50401104521,29,15,7,4,244
50401104522,22,15,0,0,166
50401104523,15,10,15,0,140
50401104524,21,21,15,11,311
50401104525,51,31,6,6,331
50401104527,29,30,36,20,220
50401104528,50,22,9,5,319
50401104529,26,12,10,3,177
50401104530,41,28,7,3,404
50401104531,37,20,0,0,271
50401104532,43,34,5,0,308
50401104533,28,13,16,19,255
50401104534,38,21,12,8,304
50401104535,24,19,14,4,237
50401104536,40,26,15,5,231
50401104537,39,23,7,9,370
50401104538,18,23,38,17,185
50401104539,42,20,5,0,253
50401104540,36,18,4,0,249
50401104541,44,26,7,0,289
50401104542,47,36,13,5,318
50401104543,63,24,4,3,351
50401104544,40,24,3,3,304
50401104545,20,15,4,0,211
50401104546,56,27,8,7,338
50401104547,37,17,12,6,258
50401104548,25,19,15,6,200
50401104550,41,27,4,0,289
50401104551,21,20,5,3,236
50401104552,25,15,10,3,196
50401104553,29,26,10,0,233
50401104554,52,32,10,0,272
50401104555,0,12,20,14,90
50401104556,39,19,0,0,200
50401104557,7,5,4,0,191
50401104558,35,28,8,3,233
50401104560,25,10,6,0,209
50401104601,18,11,0,0,222
50401104602,48,61,16,0,462
50401104603,37,19,19,0,240
50401104604,17,24,10,0,269
50401104605,57,74,16,5,365
50401104606,62,46,13,0,268
50401104607,49,32,3,0,217
50401104608,0,0,0,0,3
50401104609,49,35,14,0,347
50401104610,11,25,35,53,271
50401104611,13,12,0,0,233
50401104612,38,13,3,0,299
50401104613,28,12,4,6,237
50401104614,39,29,8,0,633
50401104615,22,17,4,0,279
50401104616,27,24,11,0,337
50401104617,39,17,9,3,316
50401104618,20,27,15,3,279
50401104619,25,11,8,0,258
50401104620,17,14,5,3,274
50401104621,24,16,14,0,451
50401104622,20,22,4,3,258
50401104623,47,26,11,0,485
50401104624,17,16,8,0,241
50401104625,35,18,6,0,277
50401104626,45,27,14,0,466
50401104627,30,41,8,6,371
50401104628,32,31,19,0,371
50401104701,35,19,19,4,281
50401104702,33,22,13,0,243
50401104703,26,16,16,12,211
50401104704,26,13,12,3,228
50401104705,26,30,8,0,265
50401104706,32,25,17,3,238
50401104707,30,28,10,3,202
50401104708,41,25,17,3,279
50401104709,52,29,13,5,260
50401104710,11,8,12,3,186
50401104711,23,22,11,5,265
50401104712,42,24,16,0,341
50401104713,54,19,16,4,351
50401104714,25,17,16,0,181
50401104715,0,0,0,0,0
50401104716,30,26,4,0,298
50401104717,45,31,3,4,269
50401104718,39,26,3,0,192
50401104719,17,9,7,0,112
50401104720,31,30,17,4,160
50401104721,19,23,16,0,225
50401104722,34,18,14,0,193
50401104723,39,20,13,8,311
50401104724,20,15,10,4,201
50401104725,30,16,11,4,242
50401104726,42,30,8,3,355
50401104727,43,37,16,0,287
50401104728,31,19,6,0,268
50401104729,34,13,10,0,290
50401104730,37,32,9,3,229
50401104731,7,13,6,0,133
50401104732,43,36,19,3,342
50401104733,46,31,20,0,357
50401104734,28,18,5,4,243
50401104735,53,36,27,4,373
50401104736,24,28,19,6,306
50401104737,37,38,15,5,302
50401104738,33,40,16,3,309
50401104739,36,29,25,3,309
50401104740,24,15,17,3,267
50401104741,46,31,27,0,324
50401104742,40,26,9,0,204
50401104743,42,35,20,0,280
50401104744,19,19,26,31,195
50401104745,40,25,4,0,171
50401104801,0,0,0,0,0
50401104802,47,42,24,3,290
50401104803,16,37,13,21,224
50401104804,31,23,12,3,163
50401104805,37,30,5,0,167
50401104806,39,40,22,0,214
50401104807,50,41,13,3,261
50401104808,36,38,28,11,250
50401104809,34,41,9,5,248
50401104810,26,33,7,3,194
50401104811,34,31,15,3,224
50401104812,44,37,19,3,216
50401104813,11,20,10,3,126
50401104814,16,18,9,0,124
50401104815,36,34,12,3,225
50401104816,36,22,12,0,165
50401104817,35,30,16,4,207
50401104818,20,17,8,4,117
50401104819,34,26,12,0,169
50401104820,26,18,14,0,136
50401104821,23,15,10,4,130
50402104901,47,25,12,6,225
50402104902,39,12,5,0,139
50402104903,29,16,0,0,91
50402104904,29,22,7,0,179
50402104906,46,30,6,3,183
50402104907,50,31,5,5,241
50402104908,56,36,5,3,236
50402104909,9,4,0,0,30
50402104910,25,16,10,0,108
50402104911,7,0,0,0,11
50402104912,23,9,3,0,228
50402104913,0,0,0,0,0
50402105001,33,29,9,5,181
50402105002,29,23,16,0,190
50402105003,0,0,0,0,0
50402105004,46,35,19,0,199
50402105005,46,35,21,4,244
50402105006,67,31,7,3,239
50402105007,31,43,16,10,201
50402105008,42,25,10,4,210
50402105009,34,28,11,0,182
50402105011,53,31,14,0,196
50402105012,56,33,18,3,223
50402105013,63,43,37,9,322
50402105014,45,35,14,0,196
50402105015,59,64,29,5,345
50402105016,21,24,21,0,134
50402105017,19,13,9,4,97
50402105018,44,43,13,0,271
50402105019,38,24,10,0,166
50402105020,57,35,18,4,305
50402105021,0,0,0,0,0
50402105022,45,46,32,10,270
50402105101,23,24,20,4,173
50402105103,20,19,16,4,146
50402105104,23,19,11,3,202
50402105105,31,26,4,0,246
50402105106,26,44,5,0,172
50402105107,37,27,16,6,222
50402105108,94,113,72,8,723
50402105109,41,20,12,0,186
50402105111,25,8,9,0,165
50402105112,20,10,10,0,131
50402105113,29,13,11,0,150
50402105114,58,34,8,0,219
50402105115,46,28,8,4,174
50402105201,0,0,0,0,0
50402105301,33,45,21,6,232
50402105302,38,15,4,3,166
50402105303,53,31,9,0,283
50402105304,69,18,7,0,357
50402105305,77,58,23,6,335
50402105306,19,17,3,0,91
50402105307,27,13,14,0,125
50402105308,58,31,16,5,230
50402105309,44,17,4,0,133
50402105310,26,28,5,4,150
50402105311,34,12,4,0,144
50402105312,51,47,13,4,259
50402105313,33,15,10,3,114
50402105314,64,41,25,0,320
50402105315,3,11,6,0,30
50402105316,63,21,14,0,214
50402105317,42,21,3,3,288
50402105318,27,31,10,0,160
50402105319,22,24,4,0,159
50402105320,25,11,10,0,157
50402105321,36,27,5,0,211
50402105322,25,33,7,3,197
50402105323,42,28,13,0,204
50402105324,48,36,16,6,237
50402105325,32,14,12,0,165
50402105326,37,24,13,0,143
50402105327,10,15,5,0,95
50402105328,37,19,11,8,151
50402105329,28,38,9,0,189
50402105330,28,19,3,0,101
50402105331,45,27,6,3,207
50402105332,0,0,0,0,5
50402105333,22,22,3,0,106
50402105334,44,29,13,0,208
50402105335,58,68,31,5,304
50402105336,26,27,7,7,135
50402105337,27,27,36,41,208
50402105338,23,31,16,3,156
50402105401,30,10,6,0,153
50402105402,18,26,24,12,142
50402105403,29,11,6,0,180
50402105404,24,28,8,0,169
50402105405,31,14,11,0,120
50402105406,12,14,3,0,102
50402105407,55,42,27,7,261
50402105408,36,34,22,0,237
50402105409,24,31,12,5,177
50402105410,11,15,16,12,106
50402105411,40,27,10,0,203
50402105412,22,19,7,7,114
50402105413,20,13,7,5,156
50402105414,23,19,11,3,103
50402105415,67,59,33,10,316
50402105416,40,36,19,4,231
50402105417,25,32,5,3,165
50402105418,17,15,6,7,105
50402105419,34,16,10,7,222
50402105420,13,17,9,0,173
50402105421,35,33,74,78,346
50402105422,47,34,11,3,222
50402105423,29,17,17,5,226
50402105424,27,11,13,0,139
50402105425,46,52,12,6,217
50402105426,33,29,13,0,187
50402105427,36,28,8,5,223
50402105428,48,19,14,0,243
50402105429,18,8,5,0,126
50402105430,17,20,5,0,130
50402105431,16,24,4,3,128
50402105432,30,12,4,0,504
50403105501,0,3,0,0,0
50403105601,18,9,0,0,84
50403105602,21,17,5,0,134
50403105603,26,15,6,0,125
50403105604,16,3,0,0,75
50403105605,28,17,10,0,156
50403105606,22,15,13,0,132
50403105607,33,25,11,9,223
50403105608,46,14,4,3,260
50403105609,19,10,0,0,113
50403105610,18,16,3,0,144
50403105611,27,9,3,0,141
50403105612,19,6,6,0,96
50403105613,46,12,3,0,223
50403105614,18,11,0,0,151
50403105615,18,5,6,0,120
50403105616,36,17,3,0,162
50403105617,48,13,5,0,171
50403105618,44,29,10,8,189
50403105619,48,27,12,0,288
50403105620,43,14,5,0,182
50403105621,26,24,10,0,147
50403105622,34,21,6,0,170
50403105623,38,22,5,0,163
50403105624,9,15,0,0,101
50403105625,36,15,8,0,175
50403105626,24,13,6,0,170
50403105627,59,12,5,0,187
50403105628,42,9,7,0,226
50403105629,24,7,8,0,144
50403105630,20,18,0,0,132
50403105631,38,17,4,0,181
50403105632,9,0,0,0,24
50403105633,36,28,10,4,168
50403105634,42,13,12,6,163
50403105635,28,27,16,3,194
50403105636,43,15,5,0,159
50403105637,49,15,9,0,235
50403105638,32,9,0,0,139
50403105639,45,13,3,0,155
50403105640,24,17,10,0,152
50403105641,53,25,3,5,233
50403105642,25,11,7,0,148
50403105643,24,16,0,0,150
50403105644,26,23,7,6,135
50403105645,26,10,0,0,128
50403105646,30,25,3,0,243
50403105647,13,10,11,0,131
50403105648,34,14,4,0,165
50403105649,14,11,0,0,85
50403105650,0,0,0,0,0
50403105651,35,11,0,0,146
50403105701,14,5,5,0,103
50403105702,37,23,7,3,218
50403105703,32,14,6,0,182
50403105704,34,10,6,0,264
50403105707,26,20,3,0,151
50403105708,15,11,4,0,185
50403105709,0,0,0,0,3
50403105710,34,22,3,0,215
50403105711,27,10,5,0,129
50403105712,26,21,0,4,131
50403105713,33,14,8,0,154
50403105715,39,20,11,0,194
50403105716,28,19,13,0,191
50403105717,25,20,8,4,179
50403105718,40,19,6,0,220
50403105719,32,18,4,0,190
50403105720,36,17,15,3,213
50403105721,17,12,5,0,104
50403105722,24,17,0,0,157
50403105723,45,32,7,5,212
50403105724,30,17,12,0,253
50403105725,20,5,4,0,226
50403105727,36,30,16,5,248
50403105728,22,11,5,0,119
50403105729,25,24,7,0,248
50403105730,24,17,0,4,170
50403105731,10,8,8,0,91
50403105732,42,32,10,4,140
50403105734,12,13,0,0,139
50403105735,19,9,0,0,151
50403105736,16,4,0,0,101
50403105737,19,17,5,0,164
50403105738,27,9,5,0,205
50403105739,20,7,6,0,193
50403105740,38,14,3,0,215
50403105741,16,17,8,4,148
50403105742,7,0,0,0,132
50403105743,11,5,5,0,327
50403105744,16,7,0,0,298
50403105745,13,0,0,0,282
50403105746,0,0,0,0,0
50403105747,6,7,0,0,211
50403105748,8,7,0,0,51
50403105749,15,0,0,0,181
50403105750,17,5,0,0,329
50403105751,11,9,0,0,155
50403105752,10,6,3,0,283
50403105753,15,4,4,0,307
50403105754,17,12,0,0,304
50403105755,15,18,3,0,57
50403105756,15,8,0,0,278
50403105801,4,0,0,0,83
50403105802,24,11,8,0,166
50403105803,33,28,8,3,299
50403105804,39,17,4,0,401
50403105805,17,10,6,0,98
50403105806,5,3,0,3,52
50403105807,20,11,8,0,103
50403105808,39,41,18,3,211
50403105809,73,54,16,0,428
50403105810,38,27,3,0,209
50403105811,63,29,5,0,223
50403105812,31,17,4,0,125
50403105813,60,21,12,0,234
50403106001,40,23,9,0,192
50403106002,48,23,14,3,209
50403106003,35,17,15,0,149
50403106004,45,19,5,0,173
50403106005,57,29,9,5,289
50403106006,45,28,5,0,187
50403106007,27,32,20,5,175
50403106008,44,17,3,6,172
50403106102,49,29,11,0,413
50403106103,0,0,0,0,0
50403106104,67,45,22,12,540
50403106105,36,13,10,0,293
50403106106,15,7,0,0,187
50403106108,42,31,18,0,237
50403106109,82,69,24,0,539
50403106110,12,14,8,0,129
50403106111,34,19,6,0,153
50403106112,36,20,6,0,186
50403106113,36,25,12,5,184
50403106114,0,0,0,0,0
50403106201,18,8,4,0,111
50403106202,68,38,6,0,639
50403106203,21,16,8,5,170
50403106204,27,16,3,0,172
50403106205,24,13,5,0,191
50403106206,9,8,3,0,130
50403106207,175,93,37,3,2055
50403106208,22,13,6,0,110
50403106209,19,16,10,0,174
50403106210,18,8,3,0,111
50403106211,9,11,3,0,134
50403106212,12,17,5,0,174
50403106213,23,12,10,0,159
50403106214,17,10,7,0,112
50403106215,36,21,13,0,270
50403106216,62,21,13,0,282
50403106217,57,21,8,0,289
50403106218,24,15,12,4,154
50403106219,24,8,9,0,158
50403106220,41,32,12,3,240
50403106301,0,0,0,0,12
50403106401,0,0,0,0,0
50403106501,0,0,0,0,15
50403106502,16,14,11,4,147
50403106503,19,26,3,0,133
50403106504,32,23,10,0,142
50403106505,48,44,10,0,266
50403106506,34,30,12,0,153
50403106507,48,30,25,7,294
50403106508,79,37,16,6,363
50403106509,31,13,9,0,216
50403106510,13,6,0,0,41
50403106511,25,13,4,0,154
50403106512,34,14,4,0,190
50403106513,46,40,25,8,354
50403106514,19,12,0,7,142
50403106601,19,9,8,3,197
50403106602,18,19,3,7,160
50403106603,27,31,37,51,325
50403106604,35,28,3,9,308
50403106605,37,51,37,69,453
50403106606,30,19,13,4,202
50403106607,48,25,15,6,278
50403106608,77,28,23,9,461
50403106609,45,33,25,13,488
50403106610,30,17,32,41,174
50403106611,27,17,10,0,147
50403106615,72,32,25,16,388
50403106616,40,26,0,0,166
50403106617,22,11,8,3,185
50403106618,20,8,8,3,109
50403106619,51,29,19,11,269
50403106620,17,24,11,4,190
50403106621,65,56,24,5,399
50403106622,36,24,13,3,255
50403106623,0,0,0,0,0
50403106624,34,15,3,3,129
50403106625,23,13,5,4,159
50403106626,16,10,4,0,117
50403106627,24,10,5,0,146
50403106628,21,18,3,9,143
50403106701,27,18,10,0,203
50403106702,17,3,3,0,119
50403106703,13,8,4,0,107
50403106704,53,14,7,0,217
50403106705,41,9,8,4,199
50403106706,20,17,3,0,125
50403106707,16,5,0,0,92
50403106708,40,16,0,0,179
50403106709,41,18,7,0,234
50403106711,17,7,3,6,141
50403106712,18,10,4,0,148
50403106713,15,11,6,0,154
50403106714,10,9,0,0,89
50403106715,14,18,4,0,177
50403106716,56,25,9,0,239
50403106717,17,5,14,0,106
50403106718,0,0,0,0,0
50403106719,0,0,0,0,0
50403106720,5,8,8,6,86
50403106721,52,14,4,3,290
50403106722,19,9,0,0,114
50403106801,28,23,4,0,136
50403106802,38,23,18,3,165
50403106803,39,25,9,0,176
50403106804,39,31,14,0,244
50403106807,50,40,16,0,251
50403106808,33,24,7,0,144
50403106809,110,79,17,6,550
50403106811,35,35,12,3,148
50403106812,40,27,9,0,137
50403106813,67,29,16,4,224
50403106814,71,43,18,0,238
50403106815,48,15,5,6,217
50403106817,10,11,0,0,31
50403106819,74,29,8,0,376
50403106821,14,13,0,0,257
50403106822,35,13,0,0,316
50403106823,0,0,0,0,0
50403106824,28,16,4,0,205
50403106825,14,13,0,0,174
50403106826,21,6,5,0,260
50403106827,12,5,4,0,160
50403106828,14,11,4,0,278
50403106829,52,16,12,0,369
50403106830,19,18,6,0,95
50403106831,19,14,0,0,232
50403106832,5,5,6,0,169
50403106833,15,11,3,0,297
50403106901,0,0,0,0,0
50403129801,10,13,4,0,149
50403129802,12,10,0,0,205
50403129803,14,3,3,0,121
50403129804,19,7,0,0,137
50403129805,13,16,0,0,235
50403129806,20,10,0,0,203
50403129807,24,0,5,0,176
50403129808,17,3,0,0,217
50403129809,33,14,6,0,268
50403129810,5,7,0,0,168
50403129811,12,3,4,0,118
50403129812,26,12,0,0,419
50403129813,9,11,0,0,280
50403129814,11,3,0,0,185
50403129815,21,7,11,0,231
50403129816,26,11,6,0,210
50403129817,38,17,11,3,250
50403129818,17,14,7,6,215
50403129819,19,3,4,0,170
50403129820,26,22,4,0,249
50403129821,28,10,0,0,346
50403129822,0,0,0,0,0
50403129823,11,0,3,0,238
50403129824,26,18,4,0,278
50403129825,20,14,3,0,328
50403129826,18,5,0,0,182
50403129827,30,5,5,0,366
50403129828,16,3,9,0,122
50403129829,25,14,0,0,318
50403129830,11,24,16,5,143
50403129831,21,10,3,0,289
50403129832,25,11,7,0,297
50403129833,20,4,4,0,202
50403129901,29,13,5,0,162
50403129902,24,13,8,0,184
50403129903,16,7,8,0,325
50403129904,18,4,0,0,316
50403129905,24,9,0,0,155
50403129906,38,15,13,0,128
50403129907,6,5,0,0,197
50403129908,17,4,0,0,283
50403129909,31,14,9,3,181
50403129910,29,23,10,0,156
50403129911,27,20,4,0,107
50403129912,14,5,0,0,268
50403129913,12,4,0,0,198
50403129914,14,13,0,0,71
50403129915,12,4,0,0,290
50403129916,7,7,0,0,161
50403129917,21,7,0,0,281
50403129918,5,0,0,0,166
50403129919,11,3,0,0,282
50403129920,6,0,0,0,188
50403129921,16,0,0,0,304
50403129922,9,3,0,0,238
50403129923,10,4,0,0,226
50403129924,11,4,0,0,306
50403129925,6,6,0,0,264
50403130001,26,12,0,0,367
50403130002,23,6,3,0,127
50403130003,8,3,0,0,120
50403130004,16,14,4,0,128
50403130005,21,31,51,75,250
50403130006,0,0,0,0,0
50403130007,3,0,0,0,96
50403130008,11,10,0,0,195
50403130009,22,9,5,0,175
50403130010,18,3,0,0,193
50403130011,19,13,5,0,202
50403130012,26,10,5,0,142
50403130013,31,7,11,0,252
50403130014,17,10,3,0,116
50403130015,9,0,0,0,147
50403130016,36,11,11,0,198
50403130017,31,13,9,0,215
50403130018,13,4,4,0,199
50403130019,18,11,6,0,107
50403130020,14,10,7,0,132
50403130021,17,8,0,0,191
50403130022,9,0,0,0,78
50403130023,45,17,9,4,249
50403130024,16,0,0,0,189
50403130025,14,13,5,3,76
50403130026,18,8,8,0,246
50403130027,11,28,75,36,158
50403130028,10,13,8,0,163
50403130029,21,7,4,0,93
50403130030,19,9,0,0,137
50403130031,25,10,0,0,168
50403130032,31,18,5,0,208
50403130033,0,0,0,0,0
50403130034,10,4,0,0,126
50403130035,23,10,3,0,181
50403130036,7,6,0,0,111
50403130037,16,13,0,0,126
50403130038,42,12,7,0,264
50403130039,17,15,0,3,233
50403130040,16,16,8,3,130
50403130041,24,18,0,0,212
50403130042,41,10,5,3,205
50403130043,33,17,9,4,144
50403130044,14,6,4,0,101
50403130045,19,9,0,0,200
50403130046,12,16,13,0,141
50403130047,22,12,6,0,167
50403130048,15,13,0,0,178
50403130049,30,7,0,0,360
50501107001,18,7,3,0,124
50501107002,37,19,3,3,229
50501107003,27,9,5,0,143
50501107004,36,18,5,0,295
50501107005,31,27,0,0,267
50501107006,14,40,8,0,218
50501107007,39,31,16,0,294
50501107008,48,45,23,15,529
50501107009,16,16,11,0,196
50501107010,11,13,9,0,154
50501107011,27,17,5,8,196
50501107012,29,24,10,5,219
50501107013,12,19,9,0,139
50501107014,49,39,3,0,304
50501107015,49,30,6,5,335
50501107016,34,31,11,0,301
50501107017,30,20,10,0,226
50501107018,39,23,3,0,294
50501107019,18,7,9,0,153
50501107020,34,13,6,5,233
50501107021,24,23,0,3,219
50501107022,26,25,4,0,209
50501107023,0,0,0,0,0
50501107024,22,3,3,0,132
50501107101,45,15,4,0,210
50501107102,21,8,0,0,193
50501107103,43,16,9,0,192
50501107104,33,18,0,0,254
50501107105,57,18,6,0,277
50501107106,20,9,18,12,118
50501107107,52,17,6,4,218
50501107108,39,16,6,5,167
50501107109,12,14,0,0,124
50501107110,57,19,5,0,232
50501107111,17,10,5,0,149
50501107112,24,12,0,0,215
50501107113,35,20,10,0,228
50501107114,44,14,3,4,234
50501107115,24,3,10,0,154
50501107116,36,26,3,3,299
50501107117,38,22,11,0,263
50501107118,43,35,15,3,397
50501107119,42,24,0,0,197
50501107120,42,21,11,4,192
50501107121,26,14,5,0,159
50501107122,39,8,10,0,193
50501107123,50,27,5,0,259
50501107124,57,29,4,0,277
50501107125,0,0,0,0,0
