SA1_CODE_2021,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
50102100550,53,9,0,0,0,0,0,63
50102100551,47,14,10,0,0,0,0,61
50102100701,16,7,0,0,0,0,0,29
50102100702,40,5,3,0,0,0,0,50
50102100704,30,15,3,0,0,0,0,48
50102100705,13,12,0,0,0,0,0,33
50102100706,24,3,0,0,0,0,0,28
50102100708,57,6,7,0,0,0,0,65
50102100709,32,7,0,0,0,0,0,40
50102100710,58,5,3,0,0,0,0,70
50102100711,28,13,0,0,0,0,0,39
50102100713,43,7,0,0,0,0,0,52
50102100714,29,9,0,0,0,0,0,45
50102100715,17,0,3,0,0,0,0,18
50102100716,25,12,0,0,0,0,0,39
50102100717,28,4,3,0,0,0,0,29
50102100718,16,3,0,0,0,0,0,20
50102100801,29,3,4,0,0,0,0,30
50102100802,34,9,0,0,0,0,0,48
50102100803,20,7,3,0,0,0,0,31
50102100804,42,9,6,0,0,0,0,52
50102100805,36,4,5,0,0,0,0,42
50102100806,0,0,0,0,0,0,0,0
50102100807,24,5,8,0,0,0,0,34
50102100809,24,9,10,0,0,0,0,45
50102100810,26,7,6,0,0,0,0,29
50102100811,9,3,0,0,0,0,0,16
50102100812,8,0,0,0,0,0,0,12
50102100813,25,7,5,0,0,0,0,33
50102100814,23,3,0,0,0,0,0,26
50102100815,39,0,0,0,0,0,0,44
50102100816,9,9,3,0,0,0,0,23
50102100817,0,0,0,0,0,0,0,0
50102100818,20,3,0,0,0,0,0,23
50102100901,12,7,0,0,0,0,0,22
50102100902,17,10,0,0,0,0,0,26
50102100903,35,7,3,0,0,0,0,48
50102100904,23,8,0,0,0,0,0,27
50102100905,38,18,0,0,0,0,0,63
50102100906,9,6,6,0,0,0,0,18
50102100907,22,6,0,0,0,0,0,31
50102100908,19,3,8,0,0,0,0,27
50102100909,18,0,0,0,0,0,0,21
50102100910,0,0,0,0,0,0,0,0
50102100911,18,6,0,0,0,0,0,26
50102100912,31,3,4,0,0,0,0,39
50102100913,6,8,0,0,0,0,0,15
50102100914,26,5,0,0,0,0,0,35
50102100915,0,0,0,0,0,0,0,0
50102100916,32,3,0,0,0,0,4,47
50102100917,0,0,0,0,0,0,0,0
50102100918,13,5,0,0,0,0,0,20
50102100920,39,9,4,0,0,0,3,55
50102100921,3,0,0,0,0,0,0,3
50102100922,7,3,0,0,0,0,0,16
50102100923,34,8,0,0,0,0,0,42
50102100924,16,0,0,0,0,0,0,18
50102100925,28,3,7,0,3,0,0,42
50102100926,27,7,0,0,0,0,0,39
50102100927,19,3,4,0,0,0,0,25
50102100928,35,8,5,0,0,0,0,48
50102100929,21,4,0,0,0,0,0,31
50102100930,0,0,0,0,0,0,0,0
50102100931,40,6,3,0,0,0,3,55
50102101001,28,0,0,0,0,0,0,35
50102101002,51,14,0,0,0,0,0,72
50102101003,38,4,0,0,0,0,0,52
50102101005,77,11,0,0,0,0,0,95
50102101006,34,4,0,0,0,0,0,46
50102101008,50,10,0,0,0,0,0,67
50102101009,31,6,0,0,0,0,3,37
50102101101,0,0,0,0,0,0,0,0
50102101201,43,9,4,0,0,0,0,54
50102101202,25,10,0,0,0,0,0,35
50102101203,26,10,0,0,0,0,0,41
50102101204,27,4,0,0,0,0,0,37
50102101205,25,6,4,0,0,0,0,33
50102101206,32,3,3,3,0,0,0,41
50102101207,30,9,4,0,0,0,0,41
50102101208,17,3,0,0,0,0,0,22
50102101209,62,11,0,0,0,0,0,75
50102101210,26,3,0,0,0,0,0,26
50102101213,0,0,0,0,0,0,0,3
50102101214,25,4,0,0,0,0,0,32
50102101215,70,18,3,0,0,0,0,95
50102101216,62,16,3,0,0,0,0,86
50102101217,30,11,0,0,0,0,0,35
50102101218,35,9,5,0,0,0,0,57
50102101219,26,0,3,0,0,0,0,38
50102101220,43,13,0,0,0,0,0,62
50102101221,37,10,0,0,0,0,0,52
50102101222,40,9,3,0,0,0,0,52
50102101223,0,0,0,0,0,0,0,0
50102101224,43,14,0,0,0,0,0,55
50102101225,76,8,5,0,0,0,0,96
50102101226,0,0,0,0,0,0,0,0
50102101227,53,20,7,0,0,0,0,85
50102101228,52,9,3,0,0,0,0,66
50102101229,54,17,5,0,0,0,0,75
50102101230,101,19,3,3,0,0,0,134
50102101231,27,6,3,0,0,0,0,39
50102101401,27,9,0,0,0,0,0,33
50102101402,47,7,6,0,0,0,0,54
50102101404,46,13,4,0,0,0,0,57
50102101405,38,5,4,0,0,0,0,46
50102101406,25,3,0,0,0,0,0,31
50102101407,42,6,5,0,0,0,0,48
50102101408,23,3,3,0,0,0,0,27
50102101409,15,0,0,0,0,0,0,18
50102101410,27,4,3,0,0,0,0,37
50102101411,34,6,0,0,0,0,0,36
50102101412,43,7,0,0,0,0,4,55
50102101413,11,0,0,0,0,0,0,14
50102101414,3,4,6,0,0,0,0,14
50102101415,44,7,5,0,0,0,0,49
50102101416,12,8,3,0,0,0,0,25
50102101417,35,9,0,0,0,0,0,47
50102101418,38,3,0,0,0,0,0,46
50102101419,54,7,4,0,0,0,0,68
50102101420,43,8,3,0,0,0,0,53
50102101421,57,9,7,0,0,0,0,70
50102101423,20,9,7,0,0,0,0,33
50102101424,15,7,0,0,0,0,0,26
50102101425,43,12,0,0,0,0,0,50
50102101426,30,3,6,0,0,0,0,41
50102101427,6,0,5,0,0,0,0,11
50102101501,21,4,0,0,0,0,0,27
50102101502,21,9,0,0,0,0,0,38
50102101503,37,9,5,0,0,0,0,48
50102101504,25,4,0,0,0,0,0,27
50102101505,44,8,0,0,0,0,0,50
50102101506,0,0,0,0,0,0,0,0
50102101507,37,11,5,0,0,0,0,54
50102101508,23,4,0,0,0,0,0,34
50102101509,21,3,0,0,0,0,0,31
50102101510,30,7,0,0,0,0,0,36
50102101513,36,13,8,0,0,0,0,56
50102101514,51,9,8,0,0,0,0,73
50102101515,50,9,5,0,0,0,0,61
50102101516,0,0,0,0,0,0,0,0
50102101517,43,10,7,3,0,0,0,68
50102101518,27,4,4,0,0,0,0,36
50102101519,0,0,0,0,0,0,0,0
50102101520,17,4,3,0,0,0,0,27
50102101521,31,8,0,0,0,0,0,40
50102101601,27,10,0,0,0,0,0,37
50102101602,34,9,6,0,0,0,0,47
50102101603,12,6,0,3,0,0,0,14
50102101604,25,0,0,0,0,0,0,27
50102101605,14,0,0,0,0,0,0,21
50102101606,20,6,5,0,0,0,0,29
50102101607,37,18,5,0,0,0,0,54
50102101608,70,16,4,0,0,0,0,94
50102101609,22,8,0,0,0,0,0,34
50102101610,0,0,0,0,0,0,0,0
50102101611,51,14,3,0,0,0,0,70
50102101612,8,0,0,0,0,0,6,12
50102125101,67,7,5,0,0,0,0,86
50102125102,93,19,7,4,0,0,3,120
50102125103,29,5,0,0,0,0,0,35
50102125104,126,37,20,7,0,0,0,182
50102125105,76,14,3,0,0,0,0,88
50102125106,35,19,6,0,0,0,0,53
50102125107,58,3,3,0,0,0,0,69
50102125108,30,13,5,0,0,0,0,44
50102125109,34,10,4,0,0,0,0,50
50102125110,59,20,4,0,0,0,0,85
50102125111,37,8,3,0,0,0,0,49
50102125112,69,13,6,0,0,0,0,91
50102125113,54,10,5,0,0,0,0,72
50102125114,76,14,5,0,0,0,0,98
50102125115,41,14,4,0,0,0,0,65
50102125116,73,19,0,0,0,0,0,100
50102125117,66,10,0,0,0,0,0,76
50102125201,28,7,0,0,0,0,0,45
50102125202,36,3,0,0,0,0,0,44
50102125203,92,17,0,0,0,0,0,111
50102125204,68,13,3,0,0,0,0,83
50102125205,45,4,0,0,0,0,0,47
50102125206,24,7,4,0,0,0,0,33
50102125207,37,3,0,0,0,0,0,42
50102125208,25,4,0,0,0,0,0,27
50102125301,33,10,0,0,0,0,0,44
50102125302,21,8,0,0,0,0,0,31
50102125303,18,3,0,0,0,0,0,27
50102125304,61,14,0,0,0,0,0,72
50102125305,31,6,0,0,0,0,0,33
50102125306,44,13,0,0,0,0,0,61
50102125307,32,3,4,0,0,0,0,36
50102125308,32,3,0,0,0,0,0,39
50102125309,20,10,6,0,0,0,0,32
50102125310,18,0,0,0,0,0,0,21
50102125311,27,7,0,0,0,0,0,44
50102125312,24,3,3,0,0,0,0,31
50102125313,50,4,0,0,0,0,0,55
50102125314,28,5,0,0,0,0,0,36
50102125315,21,4,0,0,0,0,0,32
50102125316,55,8,7,0,0,0,0,69
50102125317,23,7,0,0,0,0,0,35
50102125318,58,14,4,0,0,0,0,75
50102125319,25,6,4,0,0,0,0,33
50102125320,32,4,0,0,0,0,0,37
50102125321,12,0,0,0,0,0,0,16
50102125322,33,6,0,0,0,0,0,41
50102125323,33,8,0,0,0,0,0,41
50102125324,30,3,3,0,0,0,0,34
50102125325,27,0,0,0,0,0,0,27
50102125326,49,5,0,0,0,0,0,54
50102125327,27,6,0,0,0,0,0,31
50102125328,32,4,0,0,0,0,0,36
50102125401,22,3,0,0,0,0,0,28
50102125402,27,4,5,0,0,0,0,40
50102125403,18,8,3,0,0,0,0,27
50102125404,16,3,0,0,0,0,0,23
50102125405,25,14,3,0,0,0,0,40
50102125406,18,5,3,0,0,0,0,28
50102125407,30,5,0,0,0,0,0,36
50102125408,43,10,8,0,0,0,0,63
50102125409,22,4,5,0,0,0,0,31
50102125410,25,0,0,0,0,0,0,30
50102125411,20,8,3,0,0,0,0,35
50102125412,14,4,5,0,0,0,0,25
50102125413,14,6,0,0,0,0,0,25
50103101701,42,6,0,0,0,0,0,47
50103101702,22,4,0,0,0,0,0,31
50103101703,60,13,0,4,0,0,0,75
50103101704,49,0,0,0,0,0,0,56
50103101705,25,9,6,0,0,0,0,34
50103101706,24,0,4,0,0,0,0,26
50103101707,32,5,0,0,0,0,0,39
50103101708,27,4,9,0,0,0,0,34
50103101709,19,7,0,0,0,0,0,23
50103101710,25,4,0,0,0,0,0,31
50103101711,28,9,0,0,0,0,0,41
50103101712,10,0,0,0,0,0,0,12
50103101713,7,5,0,0,0,0,0,12
50103101714,19,3,5,0,0,0,0,28
50103101715,17,0,0,0,0,0,0,17
50103101716,21,9,4,0,0,0,0,35
50103101717,46,12,6,0,0,0,0,60
50103101718,18,3,0,0,0,0,0,21
50103101719,22,3,0,0,0,0,0,28
50103101801,29,3,0,0,0,0,0,32
50103101802,30,11,0,0,0,0,0,44
50103101803,24,3,3,0,0,0,0,31
50103101804,20,5,0,0,0,0,0,22
50103101805,44,9,3,0,0,0,0,54
50103101806,60,7,0,4,0,0,0,67
50103101807,28,6,0,0,0,0,0,41
50103101808,33,8,0,0,0,0,0,42
50103101809,21,4,0,0,0,0,0,27
50103101810,8,5,3,0,0,0,0,19
50103101811,21,7,0,0,0,0,0,29
50103101812,34,6,0,0,0,0,0,48
50103101813,42,7,3,0,0,0,0,56
50103101814,17,10,4,0,0,0,0,19
50103101816,17,8,0,0,0,0,0,24
50103101817,0,4,0,0,0,0,0,3
50103101818,41,4,0,0,0,0,0,47
50103101901,36,4,0,0,0,0,0,41
50103101902,20,6,3,0,0,0,0,25
50103101903,37,3,8,0,0,0,0,48
50103101904,21,5,0,0,0,0,0,20
50103101905,37,4,6,0,0,0,0,47
50103101906,12,0,0,0,0,0,0,12
50103101907,26,3,3,0,0,0,0,37
50103101908,32,4,0,0,0,0,0,41
50103101909,40,0,0,0,0,0,0,43
50103101910,36,0,4,0,0,0,0,42
50103101911,27,4,0,0,0,0,0,30
50103101912,10,3,0,0,0,0,0,12
50103101913,15,6,4,0,0,0,0,27
50103101914,42,3,4,0,0,0,0,48
50103101915,20,3,4,0,0,0,0,23
50103101916,12,3,0,0,0,0,0,13
50103102001,6,0,0,0,0,0,0,14
50103102002,14,0,0,0,0,0,0,19
50103102003,30,6,0,0,0,0,0,32
50103102004,34,11,3,0,0,0,0,46
50103102005,40,9,6,0,0,0,0,55
50103102006,27,3,0,0,0,0,0,32
50103102007,10,0,0,0,0,0,0,20
50103102008,21,3,0,0,0,0,0,23
50103102009,30,4,4,0,0,0,0,39
50103102010,39,8,4,0,0,0,0,49
50103102011,9,6,0,0,0,0,0,14
50103102012,21,4,0,0,0,0,0,27
50103102013,30,0,0,0,0,0,0,30
50103102014,30,8,0,0,0,0,0,34
50201102101,37,13,0,4,0,0,0,55
50201102102,29,5,8,0,0,0,0,40
50201102103,26,4,4,0,0,0,0,36
50201102104,60,18,7,0,0,0,0,92
50201102105,53,18,3,0,0,0,0,81
50201102106,29,15,11,0,0,0,0,52
50201102107,33,7,0,0,0,0,0,39
50201102108,26,14,0,0,0,0,0,47
50201102109,67,17,4,0,0,0,0,89
50201102110,0,0,0,0,0,0,0,0
50201102111,48,16,7,0,0,0,0,68
50201102112,17,3,0,0,0,0,0,29
50201102113,61,48,8,0,0,0,0,116
50201102114,28,8,3,0,0,0,0,32
50201102115,39,5,0,0,0,0,0,43
50201102116,74,23,5,3,0,0,0,101
50201102117,11,5,0,0,0,0,0,17
50201102201,17,3,0,0,0,0,0,29
50201102202,16,6,0,0,0,0,0,17
50201102203,30,3,0,0,0,0,0,38
50201102204,87,27,5,0,0,0,0,128
50201102205,52,17,4,0,0,0,0,71
50201102206,36,15,0,0,0,0,0,50
50201102207,21,9,0,0,0,0,0,28
50201102208,22,6,3,0,0,0,0,27
50201102209,21,6,4,0,0,0,0,34
50201102210,25,6,0,0,0,0,0,40
50201102211,62,21,0,0,0,0,0,86
50201102212,37,6,0,0,0,0,0,45
50201102213,36,5,7,0,0,0,0,50
50201102214,41,5,0,0,0,0,0,50
50201102215,30,8,0,0,0,0,0,41
50201102216,19,5,4,0,0,0,0,25
50201102217,11,12,6,0,0,0,0,24
50201102218,19,10,0,0,0,0,0,27
50201102219,64,16,4,0,0,0,0,83
50201102220,26,14,3,0,0,0,0,41
50201102301,30,10,0,0,0,0,0,48
50201102302,12,3,0,0,0,0,5,28
50201102303,27,11,6,0,0,0,0,45
50201102304,25,3,4,0,0,0,0,29
50201102306,24,18,3,0,0,0,0,43
50201102307,19,10,0,0,0,0,0,28
50201102308,26,15,5,0,0,0,0,49
50201102309,53,16,0,0,0,0,0,71
50201102310,42,13,0,0,0,0,0,55
50201102311,42,6,0,0,0,0,0,51
50201102312,14,8,5,0,0,0,0,27
50201102314,23,5,0,0,0,0,0,27
50201102315,20,12,6,0,0,0,0,33
50201102316,15,7,0,0,0,0,0,25
50201102317,23,9,3,0,0,0,0,41
50201102318,27,11,0,0,0,0,0,40
50201102319,30,10,3,0,0,0,0,48
50201102320,29,11,0,0,0,0,0,43
50201102321,0,0,0,0,0,0,0,0
50201102322,0,0,0,0,0,0,0,0
50201102323,12,10,0,0,0,0,0,23
50201102324,17,6,0,0,0,0,4,32
50201102325,43,6,3,0,0,0,0,55
50201102326,29,9,4,0,0,0,0,40
50201102401,38,4,0,0,0,0,0,37
50201102402,23,0,3,0,0,0,0,28
50201102403,24,5,0,0,0,0,0,32
50201102404,17,4,4,0,0,0,0,24
50201102405,23,4,3,0,0,0,0,32
50201102406,42,11,7,0,0,0,0,57
50201102407,41,7,6,0,0,0,0,58
50201102408,40,8,4,0,0,0,0,51
50201102409,24,4,3,0,0,0,0,27
50201102410,47,7,4,0,0,0,0,62
50201102411,36,12,5,0,0,0,0,48
50201102412,22,6,0,0,0,0,0,33
50201102413,20,12,0,0,0,0,0,36
50201102414,31,14,3,0,0,0,0,45
50201102415,36,6,0,0,0,0,0,45
50201102416,102,15,6,0,0,0,0,127
50201102417,66,18,4,0,0,0,0,89
50201102418,0,0,0,0,0,0,0,0
50201102419,27,6,3,0,0,0,0,35
50201102420,10,3,3,0,0,0,0,17
50201102421,54,15,6,0,0,0,0,71
50201102422,28,10,0,0,0,0,0,45
50201102423,40,7,3,0,0,0,0,49
50201102424,25,12,4,0,0,0,0,41
50201102425,27,9,3,0,0,0,0,34
50201102426,15,8,5,0,0,0,0,28
50201102427,185,62,7,0,0,0,0,247
50201102428,28,8,10,0,0,0,0,47
50201102429,80,28,9,0,0,0,3,119
50201102430,29,7,0,0,0,0,0,42
50201102431,17,5,0,0,0,0,0,25
50201102432,34,12,0,0,0,0,5,52
50201102433,38,13,0,0,0,0,0,54
50201102434,22,8,0,0,0,0,0,25
50201102436,29,12,0,0,0,0,0,47
50201102437,21,5,3,0,0,0,0,32
50201102438,0,0,0,0,0,0,0,0
50201102439,39,20,6,0,0,0,0,66
50201102440,55,28,3,0,0,0,0,82
50201102441,0,0,0,0,0,0,0,0
50201102501,14,0,0,0,0,0,0,14
50201102503,12,0,0,0,0,0,0,16
50201102504,13,4,0,0,0,0,0,17
50201102505,40,9,0,0,0,0,0,56
50201102506,29,8,0,0,0,0,0,45
50201102507,24,6,9,0,0,0,0,42
50201102508,10,0,0,0,0,0,0,15
50201102509,14,0,0,0,0,0,0,12
50201102510,12,3,0,0,0,0,0,19
50201102511,16,5,0,0,0,0,0,25
50201102512,13,0,4,0,0,0,0,13
50201102513,13,0,0,0,0,0,0,15
50201102514,17,10,4,0,0,0,0,25
50201102515,14,8,0,0,0,0,0,23
50201102516,18,8,4,0,0,0,0,30
50201102517,19,3,0,0,0,0,0,25
50201102518,27,4,8,0,0,0,0,38
50201102519,18,7,0,0,0,0,0,32
50201102520,21,9,8,0,0,0,0,32
50201102522,0,0,0,0,0,0,0,9
50201102523,29,9,0,0,0,0,0,42
50201102524,0,0,0,0,0,0,0,0
50201102525,0,0,0,0,0,0,0,0
50201102526,18,9,0,0,0,0,0,29
50201102601,23,0,8,0,0,0,0,31
50201102602,39,8,5,0,0,0,0,53
50201102603,48,9,0,0,0,0,0,63
50201102604,25,8,0,0,0,0,0,38
50201102605,26,10,4,0,0,0,0,44
50201102606,18,12,0,0,0,0,0,30
50201102607,22,9,0,0,0,0,4,37
50201102608,12,5,0,0,0,0,0,23
50201102609,30,6,4,0,0,0,0,41
50201102611,9,5,0,0,0,0,0,10
50201102612,6,0,0,0,0,0,0,8
50201102613,17,7,7,0,0,0,5,36
50201102614,24,4,0,0,0,0,0,33
50201102615,13,5,0,0,0,0,0,15
50201102616,22,5,0,0,0,0,0,29
50201102618,0,0,0,0,0,0,0,0
50201102619,46,25,9,0,0,0,4,83
50201102620,28,16,0,0,0,0,0,45
50201102705,31,9,3,0,0,0,0,47
50201102706,31,9,0,0,0,0,0,45
50201102707,32,5,0,0,0,0,0,39
50201102708,62,8,6,6,0,0,0,76
50201102709,41,10,4,0,0,0,0,57
50201102710,46,11,0,0,0,0,0,55
50201102712,26,7,5,0,0,0,0,32
50201102713,4,4,0,0,0,0,0,5
50201102716,84,28,10,0,0,0,3,116
50201102717,41,7,3,0,0,0,0,54
50201102720,16,0,3,0,0,0,0,17
50201102721,39,11,0,0,0,0,0,57
50201102722,34,10,0,0,0,0,0,45
50201102723,42,11,3,0,0,0,0,63
50201102724,52,13,0,0,0,0,0,69
50201102725,63,5,4,0,0,0,0,70
50201102726,0,0,0,0,0,0,0,0
50201102727,44,16,4,0,0,0,0,65
50201102728,117,34,7,0,0,0,0,152
50201102729,46,14,0,0,0,0,0,67
50201102730,74,15,4,0,0,0,0,97
50201102731,51,14,7,0,0,0,0,74
50201102732,50,24,8,0,0,0,0,79
50201102733,41,14,9,0,0,0,0,64
