SA1_CODE_2021,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
50101100101,25,9,0,0,0,0,0,30
50101100102,188,27,0,0,0,0,0,221
50101100103,17,5,0,0,0,0,0,19
50101100104,28,7,0,0,0,0,0,35
50101100105,13,4,0,0,0,0,0,17
50101100106,0,0,0,0,0,0,0,0
50101100107,22,13,0,0,0,0,0,37
50101100108,0,0,0,0,0,0,0,0
50101100109,34,6,0,0,0,0,0,51
50101100110,13,5,0,0,0,0,0,21
50101100111,54,8,0,0,0,0,0,72
50101100112,34,4,0,0,0,0,0,40
50101100113,16,4,0,0,0,0,0,20
50101100114,57,12,3,0,0,0,0,73
50101100115,26,10,4,0,0,0,0,37
50101100116,0,0,0,0,0,0,0,0
50101100301,7,0,0,0,0,0,0,8
50101100302,40,6,0,0,0,0,0,54
50101100303,20,4,0,0,0,0,0,26
50101100304,29,0,0,0,0,0,0,31
50101100305,30,5,0,0,0,0,0,35
50101100306,48,11,3,0,0,0,0,64
50101100307,30,9,0,0,0,0,0,39
50101100308,38,3,0,0,0,0,0,48
50101100310,38,9,3,0,0,0,0,52
50101100311,34,12,0,0,0,0,0,46
50101100312,27,7,0,0,0,0,0,29
50101100313,21,3,0,0,0,0,0,23
50101100314,25,10,0,0,0,0,0,34
50101100315,49,4,0,0,0,0,0,51
50101100316,35,5,0,0,0,0,0,37
50101100317,56,9,0,0,0,0,0,68
50101100319,26,5,0,0,0,0,0,24
50101100320,63,11,7,0,0,0,0,81
50101100321,62,15,6,0,0,0,0,85
50101100322,14,0,0,0,0,0,0,16
50101100323,27,5,0,0,0,0,0,36
50101100324,51,12,0,0,0,0,0,59
50101100325,68,22,0,0,0,0,0,93
50101100326,47,10,0,0,0,0,0,53
50101100328,90,19,0,0,0,0,0,107
50101100329,53,10,0,0,0,0,0,60
50101100330,12,0,0,0,0,0,0,15
50101100331,67,7,4,3,0,0,0,84
50101100332,20,0,0,0,0,0,0,17
50101100401,52,9,0,0,0,0,0,64
50101100405,56,9,0,0,0,0,0,69
50101100406,39,5,0,0,0,0,0,48
50101100407,18,3,0,0,0,0,0,22
50101100408,10,0,0,0,0,0,0,16
50101100410,101,25,5,0,0,0,0,131
50101100411,12,4,0,0,0,0,0,18
50101100412,23,8,0,0,0,0,0,39
50101100413,64,14,0,0,0,0,0,76
50101100414,59,8,3,0,0,0,0,68
50101100416,60,10,3,0,0,0,0,76
50101100417,49,6,3,0,0,0,0,66
50101100418,8,3,0,0,0,0,0,12
50101100419,24,5,0,0,0,0,0,30
50101100420,49,11,0,0,0,0,0,57
50101100421,31,10,3,0,0,0,0,52
50101100422,78,20,3,0,0,0,0,105
50101100423,0,0,0,0,0,0,0,0
50101100424,41,0,4,0,0,0,0,52
50101100425,26,8,5,0,0,0,0,32
50101100426,31,3,0,0,0,0,0,36
50101100427,51,5,4,0,0,0,0,58
50101100428,0,0,0,0,0,0,0,0
50101100429,36,0,0,0,0,0,0,37
50101129301,26,16,0,0,0,0,0,45
50101129302,9,0,0,0,0,0,0,8
50101129303,10,4,0,0,0,0,0,13
50101129304,24,4,0,0,0,0,0,35
50101129305,9,6,0,0,0,0,0,19
50101129306,32,9,3,0,0,0,0,47
50101129307,3,0,0,0,0,0,0,3
50101129308,0,4,0,0,0,0,0,3
50101129309,3,0,0,0,0,0,0,4
50101129310,53,14,3,0,0,0,0,69
50101129311,0,0,0,0,0,0,0,0
50101129312,11,10,0,0,0,0,0,19
50101129313,15,0,0,0,0,0,0,21
50101129314,40,10,5,0,0,0,0,49
50101129315,48,12,0,0,0,0,0,63
50101129316,25,6,0,0,0,0,0,30
50101129317,13,4,0,0,0,0,0,25
50101129318,34,7,3,0,0,0,0,46
50101129319,30,3,0,0,0,0,0,36
50101129320,55,8,0,0,0,0,0,67
50101129321,15,5,0,0,0,0,0,18
50101129322,20,7,0,0,0,0,0,33
50101129323,12,5,0,0,0,0,0,16
50101129324,39,12,6,0,0,0,0,51
50101129325,36,9,0,0,0,0,0,47
50101129326,24,5,8,0,0,0,0,31
50101129327,19,7,0,0,0,0,0,36
50101129328,30,4,6,0,0,0,0,37
50101129329,23,9,0,0,0,0,0,35
50101129401,15,3,0,0,0,0,0,15
50101129402,38,10,4,0,0,0,0,53
50101129403,0,0,0,0,0,0,0,0
50101129404,41,0,0,0,0,0,3,44
50101129405,45,14,9,0,0,0,0,65
50101129406,33,12,0,0,0,0,0,44
50101129407,18,6,0,0,0,0,0,18
50101129408,21,4,4,0,0,0,0,30
50101129409,25,8,3,0,0,0,0,31
50101129410,14,7,0,0,0,0,0,25
50101129411,32,7,0,0,0,0,0,44
50101129412,23,11,0,0,0,0,0,36
50101129413,34,9,4,0,0,0,0,54
50101129414,12,3,0,0,0,0,0,14
50101129415,33,9,0,0,0,0,0,46
50101129416,29,3,0,0,0,0,0,34
50101129417,24,4,0,0,0,0,0,33
50101129418,24,7,0,0,0,0,0,28
50101129419,83,25,8,0,0,0,0,118
50101129420,20,7,0,0,0,0,0,25
50101129421,9,8,0,0,0,0,0,23
50101129422,35,3,6,0,0,0,0,47
50101129423,18,4,6,0,0,0,0,24
50101129424,10,0,0,0,0,0,0,10
50101129425,27,4,0,0,0,0,0,31
50101129426,43,8,7,0,0,0,0,60
50101129427,17,0,0,4,0,0,0,24
50101129428,28,8,3,0,0,0,0,32
50101129429,65,13,0,0,0,0,0,74
50101129430,28,9,3,0,0,0,0,41
50101129431,28,3,0,0,0,0,0,35
50101129432,17,3,0,0,0,0,0,22
50101129433,40,0,3,0,0,0,0,46
50101129434,17,5,0,0,0,0,0,23
50101129435,40,18,5,0,0,0,0,65
50101129436,6,0,0,0,0,0,0,15
50101129437,37,7,0,0,0,0,0,46
50101129438,5,0,0,0,0,0,0,8
50101129439,11,4,0,0,0,0,0,16
50101129440,57,11,11,0,0,0,0,75
50101129441,49,3,0,0,0,0,0,55
50101129442,46,17,3,0,0,0,0,66
50101129443,23,7,5,0,0,0,0,37
50101129444,68,8,4,0,0,0,0,82
50101129445,46,22,0,0,0,0,0,68
50101129446,26,7,0,0,0,0,0,35
50101129447,31,9,3,0,0,0,0,50
50101129448,41,12,6,0,0,0,0,65
50101129449,22,3,0,0,0,0,0,28
50101129450,19,5,0,0,0,0,0,17
50101129451,35,4,6,0,0,0,0,37
50101129452,0,0,0,0,0,0,0,0
50102100502,129,44,19,0,0,0,0,194
50102100504,18,6,0,0,0,0,0,22
50102100505,0,0,0,0,0,0,0,0
50102100506,3,0,0,0,0,0,0,3
50102100507,0,0,0,0,0,0,0,0
50102100508,23,7,0,0,0,0,0,31
50102100509,85,14,0,0,0,0,0,101
50102100510,169,24,16,0,0,0,0,207
50102100511,28,6,0,0,0,0,0,39
50102100512,9,0,0,0,0,0,0,16
50102100513,29,6,0,0,0,0,0,36
50102100514,62,19,9,4,0,0,0,95
50102100515,0,0,0,0,0,0,0,0
50102100516,26,0,0,0,0,0,0,30
50102100517,15,0,0,0,0,0,0,19
50102100518,63,13,4,0,0,0,0,81
50102100519,52,12,0,0,0,0,0,59
50102100520,24,5,0,0,0,0,0,35
50102100521,27,10,0,0,0,0,0,31
50102100522,26,5,0,0,0,0,0,31
50102100524,27,8,0,0,0,0,0,36
50102100525,21,4,4,0,0,0,0,25
50102100526,27,7,5,0,3,0,0,35
50102100527,28,10,0,0,0,0,0,38
50102100528,6,5,3,0,0,0,0,18
50102100529,20,4,0,4,0,0,0,31
50102100530,91,15,7,0,0,0,0,113
50102100531,45,11,0,0,0,0,0,62
50102100532,34,8,0,0,0,0,0,44
50102100533,167,37,10,0,0,0,5,217
50102100534,70,14,3,0,0,0,0,91
50102100536,34,14,7,0,0,0,0,55
50102100537,34,6,0,0,0,0,0,37
50102100538,44,8,0,0,0,0,0,58
50102100539,36,3,0,0,0,0,0,40
50102100540,41,10,3,0,0,0,0,59
50102100541,23,10,0,0,0,0,0,38
50102100542,21,7,0,0,0,0,0,27
50102100543,33,10,6,0,0,0,0,52
50102100544,27,6,0,0,0,0,0,34
50102100545,42,9,0,0,0,0,0,49
50102100546,50,6,0,0,0,0,0,57
50102100547,0,0,0,0,0,0,0,0
50102100548,49,11,0,0,0,0,0,62
50102100549,17,0,0,0,0,0,0,22
