SA1_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
50101100101,0,3,3,0,0,5,0,0,0,10,0,0,0,3,0,0,0,6,3,8,13,40,26,22,15,37,11,45,5,209
50101100102,0,4,4,7,5,5,0,4,0,29,0,4,4,0,0,0,0,4,0,20,47,132,114,57,87,115,46,118,13,718
50101100103,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,3,6,4,31,25,9,18,20,0,9,5,112
50101100104,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,12,42,30,19,15,12,3,29,3,169
50101100105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,25,18,15,6,14,6,16,0,117
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100107,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,7,11,9,26,27,17,20,29,9,49,7,194
50101100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100109,0,4,0,5,0,6,3,3,0,16,0,6,5,0,0,0,0,0,0,15,23,56,52,26,35,36,7,49,8,295
50101100110,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,8,30,22,10,12,16,6,23,0,131
50101100111,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,5,5,5,15,20,43,49,23,34,45,12,58,3,293
50101100112,0,0,0,0,0,6,0,0,0,6,0,5,0,0,3,0,0,0,0,17,13,36,27,22,28,31,20,40,0,210
50101100113,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,12,21,13,8,13,22,3,17,0,100
50101100114,0,0,0,0,7,0,0,0,0,4,0,5,0,0,3,4,0,3,0,17,23,55,52,24,52,52,16,42,3,316
