SA1_CODE_2021,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
50101129305,6,13,24,12,8,12,11,7,0,88
50101129306,42,36,40,25,24,16,12,21,3,206
50101129307,3,0,4,5,0,0,0,6,0,18
50101129308,4,3,3,10,4,7,4,6,4,42
50101129309,6,9,4,3,0,4,0,5,4,37
50101129310,15,48,48,37,28,25,20,38,4,260
50101129311,5,5,4,0,0,0,0,0,0,12
50101129312,18,26,25,10,14,10,9,9,3,115
50101129313,17,16,14,6,20,4,0,3,0,81
50101129314,22,25,46,24,26,15,15,29,3,204
50101129315,24,37,53,44,34,34,21,33,6,272
50101129316,24,26,19,20,23,19,11,15,6,159
50101129317,5,12,25,14,5,17,6,21,0,104
50101129318,20,22,33,23,16,23,14,18,0,161
50101129319,19,29,20,17,29,21,7,13,3,166
50101129320,35,51,39,22,29,18,9,19,5,222
50101129321,20,21,21,19,13,15,8,19,0,138
50101129322,12,26,36,34,19,18,19,23,0,190
50101129323,11,18,11,7,8,10,4,8,5,92
50101129324,15,40,32,33,25,30,16,32,0,224
50101129325,21,27,37,20,20,14,14,18,3,178
50101129326,19,20,39,18,27,18,16,21,5,175
50101129327,22,23,40,19,17,23,24,34,3,199
50101129328,22,36,32,21,19,11,20,34,3,187
50101129329,32,46,28,34,18,21,4,22,0,216
50101129401,12,3,12,3,7,7,15,8,0,78
50101129402,24,24,41,13,23,12,7,10,4,150
50101129403,0,0,4,0,4,0,4,4,0,19
50101129404,15,23,28,26,26,15,18,31,3,180
50101129405,16,20,50,52,32,34,11,32,0,249
50101129406,15,18,37,31,24,22,5,36,4,188
50101129407,20,11,14,8,8,3,4,9,3,74
50101129408,16,21,38,29,8,17,20,33,6,179
50101129409,17,34,22,21,19,22,11,18,3,164
50101129410,11,8,25,23,14,24,11,29,3,148
50101129411,20,23,37,25,18,14,9,45,0,191
50101129412,9,10,28,29,12,19,12,28,8,165
50101129413,15,21,35,26,16,19,22,35,0,189
50101129414,6,19,14,9,8,6,7,8,3,87
50101129415,23,50,29,21,15,9,15,11,5,185
50101129416,26,29,22,24,18,19,8,22,4,173
50101129417,17,27,31,21,12,16,8,6,4,137
50101129418,18,24,19,13,15,13,12,8,3,134
50101129419,37,52,99,65,44,37,38,44,4,425
50101129420,15,16,23,18,15,13,7,18,0,133
50101129421,10,11,34,26,18,10,16,23,0,139
50101129422,16,27,25,27,20,28,5,19,0,178
50101129423,13,14,17,14,11,4,8,12,0,94
50101129424,0,8,3,10,5,3,8,0,0,39
50101129425,21,46,28,25,18,24,19,18,9,206
50101129426,21,25,45,41,27,23,16,35,6,241
50101129427,7,11,10,6,4,3,6,7,0,54
50101129428,24,27,29,25,8,10,3,19,7,144
50101129429,58,32,62,33,30,31,33,27,7,315
50101129430,15,27,40,33,10,24,21,20,0,179
50101129431,19,20,27,18,18,29,16,20,0,160
50101129432,16,20,13,9,9,4,6,13,0,94
50101129433,17,24,36,25,20,8,15,28,0,185
50101129434,3,19,20,21,10,17,11,14,0,110
50101129435,28,38,45,38,25,28,22,25,9,261
50101129436,11,23,17,23,14,16,13,14,4,137
50101129437,18,27,33,14,9,10,18,30,4,152
50101129438,18,7,16,8,3,0,0,21,0,75
50101129439,0,12,21,17,11,6,3,11,0,85
50101129440,31,43,45,44,33,37,27,50,4,307
50101129441,9,41,49,38,16,23,27,29,0,232
50101129442,21,26,46,30,14,31,18,29,0,230
50101129443,24,39,45,28,29,24,15,35,3,242
50101129444,35,49,53,63,24,22,24,34,8,305
50101129445,28,37,43,32,21,30,20,18,4,238
50101129446,20,19,39,25,12,18,14,19,4,162
50101129447,39,41,30,24,21,7,9,24,6,189
50101129448,23,44,45,29,23,18,16,29,3,233
50101129449,21,36,17,18,22,24,15,20,5,171
50101129450,13,30,21,14,21,14,8,10,0,130
50101129451,12,19,31,26,18,11,13,31,3,166
50101129452,0,3,0,0,0,0,3,4,0,17
50102100502,34,59,114,77,44,57,76,69,9,544
50102100504,14,11,19,16,6,5,13,11,0,103
50102100505,0,0,0,0,0,0,0,0,0,0
50102100506,0,7,8,0,5,4,0,7,0,33
50102100507,0,0,0,0,0,0,0,0,0,0
50102100508,16,25,26,20,18,9,26,29,9,167
50102100509,28,65,58,38,43,25,40,37,4,343
50102100510,61,78,177,89,98,72,94,87,16,777
50102100511,15,30,33,15,19,18,18,15,3,160
50102100512,9,15,26,11,17,6,12,15,4,102
50102100513,11,43,33,28,17,7,18,15,3,192
50102100514,26,30,66,35,25,24,38,35,10,294
50102100515,0,0,0,0,0,0,0,0,0,0
50102100516,18,28,28,6,16,10,6,10,0,127
50102100517,8,16,20,14,17,6,14,14,3,110
50102100518,41,77,60,38,43,31,40,38,3,368
50102100519,38,58,40,29,27,24,15,33,0,253
50102100520,18,25,30,27,19,16,17,22,4,174
50102100521,11,35,31,18,17,17,15,21,5,173
50102100522,13,20,26,11,14,12,23,16,4,136
50102100524,10,14,31,23,18,13,29,22,0,157
50102100525,9,19,25,13,10,5,15,17,3,123
50102100526,8,7,32,16,8,14,25,24,0,135
50102100527,14,33,36,24,22,16,18,25,0,171
50102100528,3,16,21,14,16,12,13,8,0,94
50102100529,8,10,38,16,18,14,25,25,3,153
50102100530,22,60,70,26,46,36,38,34,5,335
50102100531,29,36,38,21,23,20,15,19,3,214
50102100532,15,33,38,16,24,12,19,12,0,164
50102100533,55,103,165,72,91,70,88,85,10,728
50102100534,31,51,54,33,41,23,32,51,0,319
50102100536,12,23,29,21,14,14,12,26,0,154
50102100537,9,33,33,17,28,13,13,15,0,166
50102100538,19,41,36,24,24,13,16,18,9,204
50102100539,15,18,37,16,19,7,23,15,4,163
50102100540,15,38,50,27,34,15,19,17,3,233
50102100541,16,14,35,9,14,4,11,8,0,112
50102100542,3,4,20,19,9,3,15,13,0,86
50102100543,15,17,28,32,18,16,18,19,4,171
50102100544,7,18,24,17,18,7,11,12,0,122
50102100545,12,26,31,20,10,17,27,22,0,181
50102100546,24,44,35,22,25,17,17,20,4,204
50102100547,0,0,0,0,0,0,0,0,0,0
50102100548,16,25,51,31,27,16,31,24,0,213
50102100549,3,11,24,9,14,14,15,23,0,114
50102100550,21,30,45,20,37,17,15,12,6,205
50102100551,10,14,38,28,19,18,26,23,0,171
50102100701,12,16,21,13,19,9,20,18,4,131
50102100702,44,21,26,18,15,7,13,29,0,166
50102100704,16,25,44,40,17,26,38,34,4,242
50102100705,13,16,28,7,12,10,16,20,0,125
50102100706,47,16,17,11,14,6,16,13,4,144
50102100708,22,39,56,41,26,24,38,34,0,277
50102100709,27,32,33,13,20,16,21,17,3,184
50102100710,51,33,44,23,30,13,31,32,3,263
50102100711,16,25,23,23,14,14,14,33,6,173
50102100713,19,25,36,23,25,21,35,44,5,233
50102100714,15,19,30,25,19,18,34,29,0,179
50102100715,14,22,16,13,17,3,0,6,0,100
50102100716,11,13,28,20,8,12,13,12,0,115
50102100717,21,42,22,30,16,4,14,14,0,164
50102100718,23,16,19,11,12,5,12,11,0,116
50102100801,9,6,30,27,27,23,19,33,0,169
50102100802,19,25,63,38,21,24,33,57,4,277
50102100803,16,30,23,21,19,0,4,9,8,132
50102100804,22,45,33,33,17,24,32,15,5,225
50102100805,20,43,28,19,19,24,32,23,3,212
50102100806,0,0,0,0,0,0,0,0,0,0
50102100807,8,16,37,22,14,21,20,58,4,193
50102100809,17,23,48,56,34,32,33,64,8,316
50102100810,20,36,31,26,17,11,15,51,6,213
50102100811,13,11,12,8,11,8,16,7,0,92
50102100812,3,13,26,21,7,16,22,25,4,132
50102100813,11,14,32,31,11,21,20,35,0,177
50102100814,4,10,23,19,14,16,20,34,3,150
50102100815,12,22,48,31,18,19,22,53,0,225
50102100816,7,15,26,21,9,19,11,26,4,129
50102100817,0,0,0,0,0,0,0,0,0,0
50102100818,7,13,14,11,7,3,9,4,5,70
50102100901,0,13,20,5,8,11,10,21,3,85
50102100902,9,6,45,16,9,12,30,23,6,159
50102100903,19,21,33,17,21,14,25,14,4,172
50102100904,5,9,15,12,0,7,16,28,0,97
50102100905,18,22,48,35,21,16,50,46,4,257
50102100906,5,0,22,12,8,13,22,13,0,101
50102100907,9,10,21,12,11,0,27,19,3,108
50102100908,7,3,25,19,7,16,25,33,0,131
50102100909,6,11,15,10,5,0,5,20,3,82
50102100910,0,0,0,0,0,0,0,0,0,4
50102100911,10,12,17,10,14,4,19,20,0,108
50102100912,9,11,31,16,8,8,25,24,3,131
50102100913,0,8,14,12,5,8,22,12,0,91
50102100914,10,10,37,18,11,6,15,13,4,126
50102100915,0,0,4,0,0,0,0,0,0,4
50102100916,12,14,39,17,15,9,29,23,9,173
50102100917,0,0,0,0,0,0,0,0,0,0
50102100918,4,6,17,3,8,4,5,9,4,72
50102100920,11,22,53,22,19,15,31,28,5,209
50102100921,4,0,0,0,0,0,0,0,0,3
50102100922,4,7,14,9,7,6,13,15,0,65
50102100923,11,20,48,10,10,19,33,17,6,182
50102100924,4,9,25,10,8,0,18,17,0,86
50102100925,12,9,39,12,14,13,34,17,4,152
50102100926,10,19,38,21,11,7,9,22,0,134
50102100927,4,10,16,24,4,13,17,21,0,108
50102100928,0,17,44,24,12,19,36,36,4,201
50102100929,4,0,34,21,3,10,15,14,0,116
50102100930,0,0,0,0,0,0,0,0,0,0
50102100931,35,29,71,21,32,14,37,22,7,267
50102101001,19,22,23,15,25,8,26,18,0,155
50102101002,87,72,53,33,44,10,27,21,0,348
50102101003,37,31,41,14,28,20,14,24,7,224
50102101005,19,43,63,30,46,18,39,42,0,306
50102101006,64,28,33,17,20,12,13,28,4,204
50102101008,29,34,49,27,28,20,40,33,3,264
50102101009,47,26,28,6,14,7,17,22,5,168
50102101101,0,0,3,0,0,0,0,0,0,8
50102101201,19,19,36,22,26,31,32,39,3,231
50102101202,18,28,39,27,16,15,27,30,0,207
50102101203,5,9,29,22,15,18,26,24,7,148
50102101204,6,11,28,18,26,16,31,34,3,168
50102101205,3,8,28,26,9,13,14,22,3,129
50102101206,15,14,28,20,19,13,24,27,0,160
50102101207,17,20,42,15,24,22,26,11,6,197
50102101208,4,10,21,15,14,17,13,20,6,121
50102101209,39,66,55,32,48,33,21,27,9,319
50102101210,17,24,12,12,22,16,5,16,0,112
50102101213,0,0,0,0,0,0,3,0,0,4
50102101214,24,28,30,33,23,23,21,27,4,208
50102101215,29,43,76,39,44,29,33,39,8,330
50102101216,22,37,53,24,38,37,52,35,4,290
50102101217,9,21,24,22,18,11,13,14,0,134
50102101218,19,39,53,31,22,19,24,25,5,240
50102101219,15,29,36,21,17,20,18,16,3,194
50102101220,15,26,52,34,28,23,31,34,4,242
50102101221,9,15,39,25,23,20,24,26,6,194
50102101222,22,26,41,36,26,37,25,37,0,255
50102101223,0,0,0,0,0,0,0,0,0,0
50102101224,17,40,37,32,36,18,24,17,3,217
50102101225,41,61,65,43,47,43,41,29,7,376
50102101226,0,0,0,0,0,0,0,0,0,6
50102101227,11,33,63,38,40,32,33,44,4,299
50102101228,22,21,44,12,15,19,19,17,0,171
50102101229,22,31,54,25,39,11,20,30,3,238
50102101230,26,74,104,46,48,23,46,44,9,432
50102101231,14,22,38,18,18,33,26,19,4,192
50102101401,15,10,22,21,12,8,20,26,0,144
50102101402,47,23,37,24,20,22,23,30,0,224
50102101404,16,22,41,17,20,13,24,66,10,222
50102101405,22,22,33,14,15,23,24,47,6,201
50102101406,3,8,11,8,3,4,11,46,0,95
50102101407,10,17,44,14,11,5,13,93,6,211
50102101408,3,3,19,11,4,3,16,55,0,116
50102101409,4,0,13,6,9,4,12,26,4,77
50102101410,16,17,29,16,18,5,18,16,5,140
50102101411,11,3,14,12,12,8,17,48,10,126
50102101412,15,25,49,20,16,9,30,23,5,189
50102101413,10,9,11,7,7,5,7,21,0,77
50102101414,6,0,17,5,4,3,13,7,0,54
50102101415,56,18,47,17,17,6,38,34,4,247
50102101416,26,15,15,12,14,8,15,15,6,125
50102101417,60,29,28,22,23,10,16,23,3,232
50102101418,47,17,40,18,13,9,18,32,5,210
50102101419,47,37,39,16,33,8,23,47,5,255
50102101420,30,42,53,29,37,14,29,35,4,266
50102101421,27,58,68,50,45,28,41,34,8,362
50102101423,4,14,38,17,15,4,27,26,3,150
50102101424,30,10,20,9,10,10,10,66,4,175
50102101425,33,21,57,15,33,5,19,22,3,214
50102101426,24,31,31,17,16,15,20,20,0,175
50102101427,12,5,8,3,5,8,5,16,4,68
50102101501,4,9,17,16,15,8,13,25,0,113
50102101502,13,18,43,31,20,22,8,24,0,186
50102101503,23,25,40,34,12,32,29,54,4,254
50102101504,10,10,29,16,16,15,13,21,10,137
50102101505,30,56,57,35,28,28,26,27,5,284
50102101506,0,0,0,0,0,0,0,0,0,0
50102101507,37,41,47,41,45,25,23,36,4,312
50102101508,30,28,30,36,33,15,14,34,0,231
50102101509,7,19,26,18,7,12,15,17,0,121
50102101510,15,37,46,19,28,30,18,23,0,217
50102101513,16,18,31,24,23,25,33,54,9,231
50102101514,13,26,58,42,23,30,48,60,3,297
50102101515,31,33,57,24,36,16,25,39,5,281
50102101516,0,0,0,0,0,0,0,0,0,0
50102101517,10,26,45,43,27,20,24,63,4,265
50102101518,22,23,20,16,20,12,15,10,0,139
50102101519,0,0,0,0,0,0,0,0,0,0
50102101520,6,13,29,17,4,8,7,26,0,122
50102101521,25,23,29,23,32,18,22,18,0,184
50102101601,7,10,30,11,18,10,26,12,4,125
50102101602,5,16,60,18,16,4,41,44,7,219
50102101603,4,10,14,4,0,6,15,8,0,69
50102101604,7,11,37,7,9,5,20,10,0,103
50102101605,0,5,7,10,3,0,19,24,0,79
50102101606,5,3,22,10,8,9,17,18,3,91
50102101607,15,18,49,27,17,13,38,20,7,207
50102101608,101,34,74,29,37,22,56,28,11,392
50102101609,13,5,33,20,18,4,20,29,4,152
50102101610,0,0,0,0,0,0,0,0,0,0
50102101611,17,27,54,21,24,15,38,34,21,246
50102101612,6,10,20,10,0,4,11,11,0,71
50102125101,23,53,66,35,54,23,29,49,5,342
50102125102,18,86,93,70,50,54,52,80,5,511
50102125103,11,31,21,18,15,20,12,22,4,148
50102125104,33,93,108,81,69,55,71,84,6,608
50102125105,47,77,46,40,38,33,13,27,0,321
50102125106,14,36,49,30,25,26,15,24,3,228
50102125107,30,66,20,19,14,14,20,22,9,214
50102125108,16,26,24,16,19,13,16,23,0,157
50102125109,17,37,38,28,22,17,14,7,0,185
50102125110,24,42,44,51,37,26,33,36,3,293
50102125111,35,43,29,25,19,10,10,12,6,180
50102125112,26,37,47,34,36,26,23,24,9,268
50102125113,28,30,68,34,46,29,23,26,0,289
50102125114,33,72,66,59,35,35,34,39,13,373
50102125115,15,35,43,32,23,20,22,32,0,215
50102125116,34,76,42,36,46,24,32,16,0,309
50102125117,35,75,48,22,30,19,13,25,0,273
50102125201,13,50,31,14,12,8,6,10,3,158
50102125202,10,34,36,11,21,7,11,19,0,142
50102125203,51,96,85,39,43,26,31,36,5,415
50102125204,49,47,62,29,43,22,21,36,0,309
50102125205,14,46,37,20,17,12,12,16,4,178
50102125206,14,35,22,12,15,10,11,18,0,137
50102125207,21,44,28,9,13,7,10,13,5,151
50102125208,10,17,18,18,15,4,4,4,0,92
50102125301,42,112,41,34,37,26,23,28,4,355
50102125302,19,25,36,18,28,16,25,23,3,193
50102125303,10,18,22,21,16,15,11,25,3,146
50102125304,38,114,43,32,22,17,11,23,0,314
50102125305,19,33,18,21,14,17,10,21,5,152
50102125306,31,89,49,29,42,27,23,37,4,337
50102125307,10,24,32,23,24,18,21,24,0,178
50102125308,31,69,25,22,22,14,15,26,4,229
50102125309,10,35,42,31,23,26,17,28,0,210
50102125310,20,44,16,16,12,15,17,12,0,145
50102125311,17,28,37,33,24,18,28,40,6,234
50102125312,7,42,39,18,23,11,21,27,0,184
50102125313,22,52,42,22,33,15,11,22,4,224
50102125314,17,61,46,28,26,11,14,26,0,223
50102125315,35,88,47,31,27,29,16,38,4,313
50102125316,30,75,51,32,25,18,15,28,0,284
50102125317,22,32,26,15,16,12,7,13,0,135
50102125318,40,77,44,26,30,23,18,18,0,278
50102125319,15,63,44,26,30,26,20,17,0,242
50102125320,25,35,38,27,27,18,18,24,0,214
50102125321,45,58,21,12,24,8,12,13,0,198
50102125322,25,51,37,17,34,21,5,15,0,208
50102125323,18,41,24,27,21,9,12,9,0,157
50102125324,26,40,29,16,24,12,17,15,3,186
50102125325,27,27,22,10,13,13,10,3,0,127
50102125326,23,59,42,33,46,15,23,25,6,260
50102125327,35,51,20,7,26,10,6,10,8,167
50102125328,17,47,37,21,17,16,11,19,6,197
50102125401,6,7,23,29,10,16,16,32,5,134
50102125402,8,18,22,17,9,24,27,28,12,176
50102125403,0,16,25,13,13,9,15,36,3,133
50102125404,6,4,18,18,5,10,10,21,3,95
50102125405,4,7,26,18,24,14,26,33,0,152
50102125406,5,15,27,21,7,14,17,43,0,152
50102125407,16,22,40,39,18,21,35,44,4,244
50102125408,31,35,48,30,23,22,29,33,3,254
50102125409,7,13,27,17,15,14,14,16,0,129
50102125410,11,27,26,12,12,8,18,20,0,132
50102125411,7,9,26,26,12,16,12,35,3,149
50102125412,0,20,32,28,10,12,16,35,4,163
50102125413,4,12,19,13,11,5,17,20,0,110
50103101701,74,20,26,12,12,9,14,25,0,209
50103101702,22,21,34,21,15,18,21,39,3,194
50103101703,89,55,53,30,24,12,25,21,7,331
50103101704,142,17,21,3,17,11,9,17,0,233
50103101705,44,18,14,9,24,4,31,26,6,174
50103101706,13,15,23,9,12,4,27,18,4,129
50103101707,35,23,38,9,17,0,22,37,5,176
50103101708,37,12,25,10,8,15,25,14,0,144
50103101709,11,27,15,19,12,16,15,22,0,136
50103101710,19,25,34,37,17,13,17,30,3,197
50103101711,23,30,28,20,16,15,29,10,0,179
50103101712,7,6,16,9,9,9,4,4,0,73
50103101713,15,13,16,14,8,9,10,17,0,104
50103101714,19,21,24,18,9,7,11,16,5,120
50103101715,13,28,19,14,8,4,8,13,3,112
50103101716,24,16,25,21,17,5,25,15,3,146
50103101717,21,30,34,15,24,18,26,14,3,182
50103101718,11,20,11,13,3,4,11,17,0,99
50103101719,52,12,19,11,19,11,9,20,4,145
50103101801,23,19,20,16,20,3,20,21,0,136
50103101802,35,32,27,20,10,10,30,23,0,189
50103101803,8,4,28,16,14,17,17,19,0,117
50103101804,4,7,21,13,6,0,17,11,0,87
50103101805,37,29,49,23,26,14,19,35,6,229
50103101806,36,58,72,31,32,13,27,19,11,297
50103101807,40,24,18,5,11,8,13,13,0,138
50103101808,34,30,32,15,11,6,20,14,5,169
50103101809,49,22,23,17,17,6,10,15,6,173
50103101810,20,18,18,13,8,3,17,17,3,108
50103101811,51,25,26,14,18,7,17,10,0,176
50103101812,55,18,31,21,19,3,18,45,3,212
50103101813,24,24,43,25,15,12,33,34,3,223
50103101814,15,11,11,19,15,11,27,20,3,126
50103101816,19,25,22,10,18,17,25,45,8,179
50103101817,9,4,5,3,6,0,0,6,0,29
50103101818,36,39,36,14,18,5,24,20,7,193
50103101901,24,21,32,19,9,16,25,45,10,204
50103101902,6,5,17,14,17,12,23,23,0,121
50103101903,24,17,26,34,15,20,21,42,0,204
50103101904,15,16,32,16,21,13,18,20,0,147
50103101905,31,38,23,28,30,11,11,21,0,198
50103101906,23,5,9,6,7,0,3,12,0,66
50103101907,16,15,23,15,11,14,19,46,3,152
50103101908,73,16,27,14,33,10,25,33,0,226
50103101909,51,19,28,15,29,17,18,34,0,203
50103101910,38,28,33,19,21,14,18,29,0,199
50103101911,20,13,21,19,15,17,9,33,0,138
50103101912,4,10,13,7,3,11,12,22,0,84
50103101913,13,14,28,26,20,16,16,45,4,176
50103101914,31,30,35,28,20,24,26,32,8,234
50103101915,3,12,20,22,3,6,7,19,0,96
50103101916,5,4,19,8,8,9,13,12,0,79
50103102001,33,18,12,8,11,16,7,13,3,119
50103102002,15,15,8,4,9,9,5,19,8,99
50103102003,58,20,12,4,11,3,8,31,0,152
50103102004,84,23,29,28,15,10,18,37,0,241
50103102005,88,30,38,16,23,16,23,65,7,301
50103102006,71,25,16,18,19,10,14,29,0,194
50103102007,20,11,13,14,7,5,12,20,0,105
50103102008,43,18,14,4,11,4,3,23,4,124
50103102009,29,27,32,33,15,9,27,46,0,217
50103102010,79,34,39,21,32,4,20,52,7,285
50103102011,11,8,4,6,4,13,10,21,3,85
50103102012,32,16,19,11,12,5,11,19,0,130
50103102013,62,13,7,7,11,5,7,36,5,166
50103102014,29,22,16,26,24,9,21,52,4,211
50201102101,27,22,35,20,27,10,22,21,8,202
50201102102,30,28,36,19,22,9,22,26,5,203
50201102103,9,24,34,23,10,13,19,22,4,163
50201102104,33,35,69,52,33,36,34,43,7,344
50201102105,18,21,69,46,25,22,35,23,3,259
50201102106,13,28,36,28,21,16,19,26,4,189
50201102107,12,18,25,18,18,10,16,8,0,128
50201102108,11,32,24,20,17,23,18,21,9,164
50201102109,62,53,70,40,37,42,37,34,3,385
50201102110,0,0,0,0,0,0,3,0,0,3
50201102111,9,39,53,22,12,19,20,27,4,198
50201102112,15,25,23,14,14,6,16,11,7,132
50201102113,31,55,78,42,29,39,42,38,8,359
50201102114,7,15,31,9,13,19,17,14,3,134
50201102115,16,23,44,27,22,21,27,26,9,210
50201102116,27,41,62,43,25,38,44,35,7,318
50201102117,4,9,26,9,8,4,4,7,0,74
50201102201,15,20,30,20,16,12,13,18,4,137
50201102202,8,9,12,16,4,11,10,11,0,86
50201102203,14,32,31,11,14,9,11,11,0,133
50201102204,44,83,101,60,59,48,40,39,10,481
50201102205,47,62,59,37,32,27,24,25,3,317
50201102206,13,17,32,26,22,18,22,17,3,160
50201102207,11,20,28,25,17,17,19,19,4,161
50201102208,18,14,18,13,20,15,18,16,3,127
50201102209,21,23,27,23,26,10,13,13,3,160
50201102210,26,36,43,31,25,24,12,20,0,220
50201102211,30,36,56,38,29,30,28,27,3,290
50201102212,19,42,50,32,14,9,17,13,3,204
50201102213,17,23,41,36,16,20,27,26,11,220
50201102214,55,38,59,25,35,22,17,29,9,280
50201102215,15,27,35,24,24,9,4,11,6,169
50201102216,6,16,25,12,5,8,18,21,3,111
50201102217,11,16,24,17,17,8,11,11,3,108
50201102218,18,17,28,20,18,17,31,22,5,173
50201102219,30,48,55,33,36,24,31,26,3,285
50201102220,19,24,32,18,24,3,15,14,0,158
50201102301,10,15,36,32,13,18,22,24,0,168
50201102302,15,10,19,5,6,7,9,10,3,81
50201102303,25,25,39,18,11,3,19,9,3,157
50201102304,0,13,21,22,10,3,15,14,4,105
50201102306,6,18,29,28,12,22,26,35,0,182
50201102307,9,21,25,15,4,13,18,19,0,126
50201102308,11,18,30,39,4,27,36,23,4,192
50201102309,37,38,63,29,25,17,28,29,7,280
50201102310,17,35,39,22,29,16,26,20,4,197
50201102311,15,18,37,38,16,17,30,29,4,215
50201102312,10,13,19,17,11,10,21,15,3,108
50201102314,0,16,20,22,12,18,11,27,6,128
50201102315,9,3,22,12,8,11,15,24,6,107
50201102316,0,7,14,19,4,6,5,6,0,78
50201102317,8,19,28,36,7,29,20,35,7,186
50201102318,11,17,42,20,23,19,31,31,0,203
50201102319,6,10,34,39,11,17,28,29,0,181
50201102320,13,17,35,24,15,19,28,30,0,177
50201102321,0,0,0,0,0,0,0,0,0,4
50201102322,0,5,0,0,0,0,0,0,0,3
50201102323,12,13,16,16,6,8,14,13,0,100
50201102324,8,11,25,21,3,8,9,13,0,105
50201102325,20,21,36,34,23,26,43,28,0,237
50201102326,4,10,32,20,18,10,17,23,0,138
50201102401,59,36,31,17,39,17,18,20,4,238
50201102402,35,20,22,11,23,9,3,13,0,140
50201102403,23,33,37,18,20,11,10,21,0,171
50201102404,23,37,29,16,22,8,15,17,0,160
50201102405,14,28,29,17,14,21,16,12,7,161
