SA1_CODE_2021,Age_yr_0_M,Age_yr_0_F,Age_yr_0_P,Age_yr_1_M,Age_yr_1_F,Age_yr_1_P,Age_yr_2_M,Age_yr_2_F,Age_yr_2_P,Age_yr_3_M,Age_yr_3_F,Age_yr_3_P,Age_yr_4_M,Age_yr_4_F,Age_yr_4_P,Age_yr_0_4_M,Age_yr_0_4_F,Age_yr_0_4_P,Age_yr_5_M,Age_yr_5_F,Age_yr_5_P,Age_yr_6_M,Age_yr_6_F,Age_yr_6_P,Age_yr_7_M,Age_yr_7_F,Age_yr_7_P,Age_yr_8_M,Age_yr_8_F,Age_yr_8_P,Age_yr_9_M,Age_yr_9_F,Age_yr_9_P,Age_yr_5_9_M,Age_yr_5_9_F,Age_yr_5_9_P,Age_yr_10_M,Age_yr_10_F,Age_yr_10_P,Age_yr_11_M,Age_yr_11_F,Age_yr_11_P,Age_yr_12_M,Age_yr_12_F,Age_yr_12_P,Age_yr_13_M,Age_yr_13_F,Age_yr_13_P,Age_yr_14_M,Age_yr_14_F,Age_yr_14_P,Age_yr_10_14_M,Age_yr_10_14_F,Age_yr_10_14_P,Age_yr_15_M,Age_yr_15_F,Age_yr_15_P,Age_yr_16_M,Age_yr_16_F,Age_yr_16_P,Age_yr_17_M,Age_yr_17_F,Age_yr_17_P,Age_yr_18_M,Age_yr_18_F,Age_yr_18_P,Age_yr_19_M,Age_yr_19_F,Age_yr_19_P,Age_yr_15_19_M,Age_yr_15_19_F,Age_yr_15_19_P,Age_yr_20_M,Age_yr_20_F,Age_yr_20_P,Age_yr_21_M,Age_yr_21_F,Age_yr_21_P,Age_yr_22_M,Age_yr_22_F,Age_yr_22_P,Age_yr_23_M,Age_yr_23_F,Age_yr_23_P,Age_yr_24_M,Age_yr_24_F,Age_yr_24_P,Age_yr_20_24_M,Age_yr_20_24_F,Age_yr_20_24_P,Age_yr_25_M,Age_yr_25_F,Age_yr_25_P,Age_yr_26_M,Age_yr_26_F,Age_yr_26_P,Age_yr_27_M,Age_yr_27_F,Age_yr_27_P,Age_yr_28_M,Age_yr_28_F,Age_yr_28_P,Age_yr_29_M,Age_yr_29_F,Age_yr_29_P,Age_yr_25_29_M,Age_yr_25_29_F,Age_yr_25_29_P,Age_yr_30_M,Age_yr_30_F,Age_yr_30_P,Age_yr_31_M,Age_yr_31_F,Age_yr_31_P,Age_yr_32_M,Age_yr_32_F,Age_yr_32_P,Age_yr_33_M,Age_yr_33_F,Age_yr_33_P,Age_yr_34_M,Age_yr_34_F,Age_yr_34_P,Age_yr_30_34_M,Age_yr_30_34_F,Age_yr_30_34_P,Age_yr_35_M,Age_yr_35_F,Age_yr_35_P,Age_yr_36_M,Age_yr_36_F,Age_yr_36_P,Age_yr_37_M,Age_yr_37_F,Age_yr_37_P,Age_yr_38_M,Age_yr_38_F,Age_yr_38_P,Age_yr_39_M,Age_yr_39_F,Age_yr_39_P,Age_yr_35_39_M,Age_yr_35_39_F,Age_yr_35_39_P,Age_yr_40_M,Age_yr_40_F,Age_yr_40_P,Age_yr_41_M,Age_yr_41_F,Age_yr_41_P,Age_yr_42_M,Age_yr_42_F,Age_yr_42_P,Age_yr_43_M,Age_yr_43_F,Age_yr_43_P,Age_yr_44_M,Age_yr_44_F,Age_yr_44_P,Age_yr_40_44_M,Age_yr_40_44_F,Age_yr_40_44_P,Age_yr_45_M,Age_yr_45_F,Age_yr_45_P,Age_yr_46_M,Age_yr_46_F,Age_yr_46_P,Age_yr_47_M,Age_yr_47_F,Age_yr_47_P,Age_yr_48_M,Age_yr_48_F,Age_yr_48_P,Age_yr_49_M,Age_yr_49_F,Age_yr_49_P,Age_yr_45_49_M,Age_yr_45_49_F,Age_yr_45_49_P,Age_yr_50_M,Age_yr_50_F,Age_yr_50_P,Age_yr_51_M,Age_yr_51_F,Age_yr_51_P,Age_yr_52_M,Age_yr_52_F,Age_yr_52_P,Age_yr_53_M,Age_yr_53_F,Age_yr_53_P,Age_yr_54_M,Age_yr_54_F,Age_yr_54_P,Age_yr_50_54_M,Age_yr_50_54_F,Age_yr_50_54_P,Age_yr_55_M,Age_yr_55_F
50101100101,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,3,5,9,3,5,9,0,0,0,4,5,7,0,0,0,0,0,8,15,12,24,0,3,3,3,0,3,0,5,5,3,0,5,4,0,4,10,10,15,0,4,4,0,3,6,5,6,3,4,0,4,0,0,0,8,17,25,0,0,3,0,0,0,0,0,0,0,0,4,0,3,0,0,5,10,4,0,3,0,0,0,0,0,3,5,3,3,0,6,4,11,7,13,6,0,7,0,5,6,0,0,0,0,0,3,0,3,3,7,10,20,0,0,0,3,0,3,5,8,10,4,0,7,3,0,5,16,11,25,6,0,7,0,3,7,4,0,6,0,0,0,0,4,4,13,12,20,0,3,3,5,0,5,0,0,0,6,0,4,0,0,5,14,4,19,0,3,3,5,3,9,0,6,7,3,0,10,3,6,4,12,21,35,0,3
50101100102,11,12,24,9,6,20,11,12,27,13,20,35,20,12,28,68,57,130,20,18,40,19,16,36,11,9,20,22,19,37,17,21,40,86,85,168,19,19,38,26,11,37,18,12,35,6,13,23,17,7,20,89,65,150,8,13,21,6,9,18,7,7,15,4,0,7,3,0,5,29,35,64,6,0,7,3,0,3,3,0,10,0,0,4,8,0,9,16,7,25,3,0,3,5,5,6,0,4,6,0,10,13,0,11,15,17,28,43,10,6,20,3,9,7,12,9,19,8,11,19,7,13,16,43,46,89,14,14,30,12,20,30,8,23,33,17,17,37,18,11,30,64,91,157,22,16,38,11,20,29,15,22,38,26,20,42,15,26,40,90,94,182,15,16,27,9,11,21,10,11,27,12,13,23,6,10,18,58,55,114,10,14,28,6,10,13,3,6,12,9,9,20,18,10,30,49,51,100,0,8
50101100103,0,0,0,0,6,6,0,0,0,0,0,0,0,6,4,4,3,9,0,0,3,4,0,4,4,0,6,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,4,6,12,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,5,6,5,0,5,0,0,0,0,0,0,3,0,3,0,0,0,10,0,10,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,3,6,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,8,3,13,0,0,7,0,3,3,0,0,0,0,4,4,5,0,4,5,8,12,0,0,5,4,6,7,0,0,0,0,3,3,0,0,0,4,11,14,0,3,4,0,0,0,0,7,8,0,0,0,0,0,0,9,12,14,6,4,5,4,5,8,0,4,4,4,8,9,3,3,6,16,14,33,9,4
50101100104,9,0,9,0,0,7,0,3,3,6,0,7,3,0,5,12,10,27,0,0,0,3,0,4,0,4,4,0,0,3,0,0,0,9,10,20,4,0,4,0,6,6,0,0,5,5,0,4,0,4,5,12,9,21,0,0,0,0,0,0,0,0,0,0,5,3,0,3,3,0,10,10,5,3,7,5,0,3,0,3,3,0,0,4,0,0,0,3,9,14,3,0,3,4,4,3,0,0,0,3,0,7,0,4,3,6,6,14,0,0,0,0,0,0,3,6,8,0,4,8,4,0,8,10,7,21,3,0,3,0,4,4,0,0,0,3,7,8,0,0,0,9,9,22,0,0,4,0,0,3,0,4,4,0,0,0,4,0,4,6,12,16,4,0,5,0,0,7,0,4,4,0,0,0,0,5,5,7,9,19,4,0,4,6,6,9,0,0,0,0,9,8,4,3,7,17,18,28,3,6
50101100105,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,3,0,0,0,0,0,5,0,0,0,0,0,3,4,0,4,8,4,12,0,0,3,0,0,5,0,3,3,4,0,4,0,0,5,6,3,11,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,4,8,0,0,0,0,5,3,0,0,0,0,3,3,6,0,3,7,4,15,0,0,0,0,0,0,0,0,4,4,3,4,4,0,4,8,3,9,8,0,9,3,4,4,3,6,4,0,5,5,0,5,10,10,18,25,0,4
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100107,0,0,0,0,0,0,0,0,4,0,3,3,5,0,5,6,6,13,0,0,4,0,4,4,0,0,0,5,0,3,0,0,0,6,6,16,0,0,4,0,3,3,0,0,0,3,5,8,0,0,0,3,13,20,3,0,3,3,0,3,0,5,7,4,0,4,4,0,7,14,7,21,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,7,14,0,0,5,5,0,5,0,3,0,3,0,7,0,0,0,12,14,19,0,4,4,0,3,8,7,4,8,0,4,3,7,0,4,17,11,26,3,0,4,0,3,5,5,0,5,0,5,6,0,0,0,8,9,20,4,4,4,0,3,3,4,0,3,0,5,8,3,3,9,15,12,27,0,5,4,3,0,5,0,5,5,4,3,7,4,0,4,20,8,30,5,0
50101100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100109,4,0,3,0,4,8,0,0,7,3,0,3,0,0,0,13,7,20,0,0,6,0,4,3,5,5,10,4,4,4,0,3,6,10,20,27,4,3,9,3,8,4,3,0,3,3,5,11,3,3,9,17,23,42,0,4,6,0,4,5,6,4,8,7,0,4,0,0,4,14,11,26,0,0,3,0,5,5,4,0,4,0,0,0,0,0,4,7,6,18,0,0,0,0,0,0,0,0,0,4,0,3,0,6,6,3,6,14,0,6,3,3,0,3,0,5,5,0,7,3,5,6,3,6,13,20,0,10,10,0,4,9,0,0,3,0,6,8,4,3,3,12,15,29,3,0,7,4,3,10,3,3,6,3,5,8,3,10,12,19,23,43,7,4,9,3,0,4,4,5,8,5,5,5,0,7,7,19,19,35,4,3,12,4,10,13,6,7,13,4,5,10,7,4,11,28,26,54,5,8
50101100110,0,3,3,0,0,5,0,0,0,0,0,3,6,0,6,8,10,11,0,0,5,0,0,0,0,0,5,3,0,5,0,5,5,3,7,14,0,0,0,0,3,7,0,3,3,0,0,0,0,0,0,6,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,10,11,0,0,0,0,0,6,0,0,4,7,0,5,0,0,0,7,4,14,0,0,5,0,0,0,6,6,9,3,0,7,5,0,3,6,9,20,3,0,7,0,0,0,0,0,0,0,0,0,0,3,4,3,7,12,5,0,8,3,9,9,3,0,3,0,0,0,0,0,0,6,12,15,0,0,0,0,0,0,3,0,4,3,0,3,3,0,7,10,3,18,0,0,0,0,0,0,0,3,3,6,4,6,0,4,3,7,13,18,0,3
