SA1_CODE_2021,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
50101100101,4,5,5,0,0,0,14,0,0,0,0,3,0,0,0,5,0,0,0,4,5,6,0,0,5,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,3,3,0,0,23,4,16,11,28,29,19,7,0,110,0,4,4,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,3,8,6,0,0,21,0,5,0,5,0,0,0,0,13,0,3,0,5,9,3,0,0,25,0,0,6,3,5,0,0,0,17,0,3,4,5,9,10,0,0,22,0,4,4,8,5,0,0,0,21,0,3,0,0,3,0,0,0,12,0,0,0,4,5,6,0,0,5,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,8,5,11,9,5,0,50,13,26,32,50
50101100102,28,15,8,3,0,0,62,0,8,22,11,8,4,0,0,54,0,3,12,3,5,0,0,0,31,0,5,14,5,3,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,4,10,19,11,12,0,0,0,48,11,67,166,83,50,27,7,0,409,0,3,21,9,3,4,0,0,27,0,0,0,0,0,5,0,0,5,0,21,34,20,10,6,3,0,97,0,10,20,14,8,5,0,0,58,0,3,20,16,3,0,0,0,36,0,17,29,17,14,8,4,0,87,3,15,35,17,11,8,0,0,85,0,14,37,23,8,10,6,0,92,4,15,21,15,7,3,5,0,71,0,3,15,4,7,0,0,0,33,0,11,16,18,7,5,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,9,5,13,36,19,9,6,0,0,97,29,113,287,163
50101100103,4,0,5,4,0,0,22,0,0,3,6,4,5,0,0,12,0,0,0,0,0,0,0,0,5,0,3,0,4,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,8,4,23,0,6,14,21,17,40,21,12,123,0,0,0,0,0,5,4,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,8,8,15,0,41,0,0,4,3,0,8,0,5,17,0,0,0,3,0,0,0,0,9,0,0,0,0,0,13,7,0,28,0,0,0,6,3,3,9,4,25,0,0,4,3,7,9,10,0,33,0,0,5,6,4,7,5,0,16,0,0,0,0,0,0,0,0,7,4,4,0,4,0,8,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,6,6,8,11,6,46,3,13,18,30
50101100104,4,3,4,3,3,0,20,0,0,0,5,0,0,0,0,6,6,3,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,15,10,15,14,15,17,15,21,4,108,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,5,7,6,0,32,0,3,0,0,3,3,0,0,16,0,3,0,0,0,0,3,0,11,0,0,3,6,9,3,8,0,30,0,5,0,0,8,4,4,5,22,0,4,3,3,4,5,4,0,26,5,0,0,5,3,0,0,0,12,3,3,0,0,0,4,0,0,6,0,6,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,5,0,3,7,8,0,10,4,6,42,9,30,30,28
50101100105,4,0,3,0,0,0,13,0,0,3,3,3,3,0,0,17,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,9,12,14,20,28,6,4,88,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,0,4,22,3,0,3,0,5,6,0,0,13,0,0,0,3,0,6,0,0,12,0,0,0,10,6,4,0,0,21,0,0,6,7,3,9,4,0,23,0,0,6,5,10,8,0,0,24,0,0,3,3,3,3,0,0,14,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,22,6,8,19,28
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100107,0,4,7,4,0,0,19,0,0,3,0,9,3,0,0,11,0,0,7,0,5,0,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,3,0,0,19,4,9,15,10,41,19,8,0,112,0,0,0,3,0,5,0,0,8,0,0,0,0,0,0,0,0,5,0,5,4,4,12,13,3,0,45,0,0,0,0,3,0,0,0,12,3,3,4,3,3,0,0,0,19,0,0,5,0,4,3,5,0,23,0,0,0,0,13,0,6,0,21,0,0,3,5,8,8,0,0,27,0,0,3,0,6,7,0,0,19,0,0,7,0,6,0,0,0,6,0,0,5,0,6,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,8,6,13,7,6,0,47,6,21,39,25
50101100108,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100109,4,0,4,0,0,0,15,0,3,6,0,0,0,0,0,15,0,4,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,3,0,0,0,18,8,17,32,25,28,20,8,0,133,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,8,12,11,4,3,0,53,5,3,4,5,5,0,0,0,14,5,3,4,9,4,3,0,0,27,0,0,7,7,6,9,4,0,27,0,3,7,5,4,8,3,0,30,0,3,5,3,5,12,0,0,31,0,3,6,6,0,0,0,0,15,0,5,0,0,0,0,0,0,11,0,0,4,11,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,10,10,7,8,3,0,37,18,19,51,62
50101100110,0,4,0,0,0,0,8,0,0,0,0,4,4,0,0,18,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,9,13,11,9,19,14,4,0,74,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,5,0,4,10,0,0,20,0,4,0,4,0,0,0,0,11,3,0,0,6,0,0,0,0,10,0,0,0,5,0,0,0,0,11,0,0,8,0,8,0,0,0,22,0,6,0,4,6,0,0,0,13,0,4,0,0,4,3,0,0,21,0,4,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,4,0,0,20,3,28,21,24
